model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
Concrete,concrete,0.0014422495703074,0.2,0,5,0.9757937247492414,0.9438377825156608
Concrete,concrete,0.0014422495703074,0.2,0,6,0.96766187432216,0.9489986145182976
Concrete,concrete,0.0014422495703074,0.2,0,7,0.9611014005340672,0.9287480449127848
Concrete,concrete,0.0014422495703074,0.2,0,8,0.975603111001762,0.9385920259013169
Concrete,concrete,0.0014422495703074,0.2,0,9,0.9443232396742685,0.9017823894632128
Concrete,concrete,0.0014422495703074,0.2,1,2,0.978650713764974,0.9624236199359804
Concrete,concrete,0.0014422495703074,0.2,1,3,0.978650713764974,0.9624236199359804
Concrete,concrete,0.0014422495703074,0.2,1,4,0.9443232396742685,0.9017823894632128
Concrete,concrete,0.0014422495703074,0.2,1,5,0.96813338733995,0.9488235978170676
Concrete,concrete,0.0014422495703074,0.2,1,6,0.9762882369438722,0.9432922207514894
Concrete,concrete,0.0014422495703074,0.2,1,7,0.982722101877132,0.9578512724881996
Concrete,concrete,0.0014422495703074,0.2,1,8,0.9338807868946843,0.8907112378417982
Concrete,concrete,0.0014422495703074,0.2,1,9,1.0,1.0
Concrete,concrete,0.0014422495703074,0.2,2,3,1.0,1.0
Concrete,concrete,0.0014422495703074,0.2,2,4,0.9651592483587116,0.927957778045926
Concrete,concrete,0.0014422495703074,0.2,2,5,0.989235857784294,0.9784398961046256
Concrete,concrete,0.0014422495703074,0.2,2,6,0.976245850772572,0.9436280209444212
Concrete,concrete,0.0014422495703074,0.2,2,7,0.982691994324196,0.9580858170738804
Concrete,concrete,0.0014422495703074,0.2,2,8,0.9544617743101272,0.91444828793397
Concrete,concrete,0.0014422495703074,0.2,2,9,0.978650713764974,0.9624236199359804
Concrete,concrete,0.0014422495703074,0.2,3,4,0.9651592483587116,0.927957778045926
Concrete,concrete,0.0014422495703074,0.2,3,5,0.989235857784294,0.9784398961046256
Concrete,concrete,0.0014422495703074,0.2,3,6,0.976245850772572,0.9436280209444214
Concrete,concrete,0.0014422495703074,0.2,3,7,0.982691994324196,0.9580858170738804
Concrete,concrete,0.0014422495703074,0.2,3,8,0.9544617743101272,0.91444828793397
Concrete,concrete,0.0014422495703074,0.2,3,9,0.978650713764974,0.9624236199359804
Concrete,concrete,0.0014422495703074,0.2,4,5,0.9757937247492414,0.9438377825156608
Concrete,concrete,0.0014422495703074,0.2,4,6,0.96766187432216,0.9489986145182976
Concrete,concrete,0.0014422495703074,0.2,4,7,0.9611014005340672,0.9287480449127848
Concrete,concrete,0.0014422495703074,0.2,4,8,0.975603111001762,0.9385920259013169
Concrete,concrete,0.0014422495703074,0.2,4,9,0.9443232396742685,0.9017823894632128
Concrete,concrete,0.0014422495703074,0.2,5,6,0.9655841945635392,0.9280252943147554
Concrete,concrete,0.0014422495703074,0.2,5,7,0.9720405102009008,0.942402359528396
Concrete,concrete,0.0014422495703074,0.2,5,8,0.9649704081547328,0.9281813266438752
Concrete,concrete,0.0014422495703074,0.2,5,9,0.96813338733995,0.9488235978170676
Concrete,concrete,0.0014422495703074,0.2,6,7,0.9719466184194248,0.936486596591602
Concrete,concrete,0.0014422495703074,0.2,6,8,0.9440469764842184,0.8967950970634351
Concrete,concrete,0.0014422495703074,0.2,6,9,0.9762882369438722,0.9432922207514896
Concrete,concrete,0.0014422495703074,0.2,7,8,0.9505301507997034,0.9166174676006932
Concrete,concrete,0.0014422495703074,0.2,7,9,0.982722101877132,0.9578512724881996
Concrete,concrete,0.0014422495703074,0.2,8,9,0.9338807868946843,0.8907112378417982
LSPIN,lspin_tf,0.0016,0.0,0,1,0.9527260937080664,0.895319761288319
LSPIN,lspin_tf,0.0016,0.0,0,2,0.980762756147154,0.9523827755227372
LSPIN,lspin_tf,0.0016,0.0,0,3,0.9272077014787092,0.8822233354295432
LSPIN,lspin_tf,0.0016,0.0,0,4,0.9666176397670188,0.9198892054206268
LSPIN,lspin_tf,0.0016,0.0,0,5,0.8856812806176646,0.8070579840562488
LSPIN,lspin_tf,0.0016,0.0,0,6,0.936609337530072,0.8806350974789121
LSPIN,lspin_tf,0.0016,0.0,0,7,0.8675851794249653,0.7999103690695821
LSPIN,lspin_tf,0.0016,0.0,0,8,0.9563378662327564,0.8982460853422306
LSPIN,lspin_tf,0.0016,0.0,0,9,0.9666176397670188,0.919889205420627
LSPIN,lspin_tf,0.0016,0.0,1,2,0.959089176964084,0.9162191612951524
LSPIN,lspin_tf,0.0016,0.0,1,3,0.9244118993218308,0.8906399007047714
LSPIN,lspin_tf,0.0016,0.0,1,4,0.9578926732710874,0.932569774015057
LSPIN,lspin_tf,0.0016,0.0,1,5,0.8999658705857714,0.8277640564528428
LSPIN,lspin_tf,0.0016,0.0,1,6,0.9127856950584414,0.8349063096094826
LSPIN,lspin_tf,0.0016,0.0,1,7,0.8768533154552939,0.840708568896965
LSPIN,lspin_tf,0.0016,0.0,1,8,0.9754379920960434,0.9538072752870717
LSPIN,lspin_tf,0.0016,0.0,1,9,0.9858432263583828,0.9755221934988852
LSPIN,lspin_tf,0.0016,0.0,2,3,0.9307687367063064,0.8819610303947784
LSPIN,lspin_tf,0.0016,0.0,2,4,0.9728761664539478,0.9405184833151774
LSPIN,lspin_tf,0.0016,0.0,2,5,0.9026549008932312,0.8309618445649165
LSPIN,lspin_tf,0.0016,0.0,2,6,0.9425902692263766,0.8818687148712326
LSPIN,lspin_tf,0.0016,0.0,2,7,0.8738462848570998,0.8156611492350032
LSPIN,lspin_tf,0.0016,0.0,2,8,0.9627057033953148,0.919067477264118
LSPIN,lspin_tf,0.0016,0.0,2,9,0.9728761664539478,0.9405184833151774
LSPIN,lspin_tf,0.0016,0.0,3,4,0.9108726282915708,0.877726576056127
LSPIN,lspin_tf,0.0016,0.0,3,5,0.8552171168936475,0.7792958363049437
LSPIN,lspin_tf,0.0016,0.0,3,6,0.9072099625554058,0.8603417853800911
LSPIN,lspin_tf,0.0016,0.0,3,7,0.832210910052202,0.7897573955781017
LSPIN,lspin_tf,0.0016,0.0,3,8,0.9275287761381492,0.8828220541447181
LSPIN,lspin_tf,0.0016,0.0,3,9,0.9108726282915708,0.877726576056127
LSPIN,lspin_tf,0.0016,0.0,4,5,0.895767840017929,0.8209555956606917
LSPIN,lspin_tf,0.0016,0.0,4,6,0.9348431751418632,0.8657292322834479
LSPIN,lspin_tf,0.0016,0.0,4,7,0.863716663493933,0.8262584649888285
LSPIN,lspin_tf,0.0016,0.0,4,8,0.9793014667969976,0.955053094390161
LSPIN,lspin_tf,0.0016,0.0,4,9,0.9717960208158296,0.9511314152324526
LSPIN,lspin_tf,0.0016,0.0,5,6,0.8921345508875907,0.7992894405059534
LSPIN,lspin_tf,0.0016,0.0,5,7,0.8516650911921054,0.7766112854071617
LSPIN,lspin_tf,0.0016,0.0,5,8,0.8968669901175751,0.8224257544525267
LSPIN,lspin_tf,0.0016,0.0,5,9,0.904286522094689,0.8322941957717775
LSPIN,lspin_tf,0.0016,0.0,6,7,0.8365487270439242,0.7346600920026134
LSPIN,lspin_tf,0.0016,0.0,6,8,0.9365455403196312,0.8709421933600975
LSPIN,lspin_tf,0.0016,0.0,6,9,0.9167474306798644,0.8373280236273586
LSPIN,lspin_tf,0.0016,0.0,7,8,0.8540293639067438,0.8076305788160332
LSPIN,lspin_tf,0.0016,0.0,7,9,0.8900042048466588,0.8536265102357365
LSPIN,lspin_tf,0.0016,0.0,8,9,0.9615079908856446,0.935386271689938
LSPIN,lspin_tf,0.0011,0.0,0,1,0.9562525364115976,0.9068176692372708
LSPIN,lspin_tf,0.0011,0.0,0,2,0.9594288472110168,0.916781165636626
LSPIN,lspin_tf,0.0011,0.0,0,3,0.9486396017871672,0.9014877333377224
LSPIN,lspin_tf,0.0011,0.0,0,4,0.9859671858511774,0.9757241737609614
LSPIN,lspin_tf,0.0011,0.0,0,5,0.952002238120774,0.9206945488618398
LSPIN,lspin_tf,0.0011,0.0,0,6,0.9935274409022448,0.9794616521196652
LSPIN,lspin_tf,0.0011,0.0,0,7,0.958968664928951,0.9220226358182368
LSPIN,lspin_tf,0.0011,0.0,0,8,0.9584376514452289,0.9172433879727372
LSPIN,lspin_tf,0.0011,0.0,0,9,0.9320650972160842,0.8924507609056084
LSPIN,lspin_tf,0.0011,0.0,1,2,0.968831967328704,0.934028761951438
LSPIN,lspin_tf,0.0011,0.0,1,3,0.9515927386279424,0.8987169561835464
LSPIN,lspin_tf,0.0011,0.0,1,4,0.942708171951539,0.8828470889012581
LSPIN,lspin_tf,0.0011,0.0,1,5,0.9490403724784796,0.9010263842256904
LSPIN,lspin_tf,0.0011,0.0,1,6,0.9501527574515916,0.8957190051562961
LSPIN,lspin_tf,0.0011,0.0,1,7,0.9346753213809588,0.8802599721592307
LSPIN,lspin_tf,0.0011,0.0,1,8,0.927790451383517,0.86500929563781
LSPIN,lspin_tf,0.0011,0.0,1,9,0.919563030529088,0.8608791238609054
LSPIN,lspin_tf,0.0011,0.0,2,3,0.951632363862571,0.9040479625162836
LSPIN,lspin_tf,0.0011,0.0,2,4,0.9458900571137556,0.8985335082231831
LSPIN,lspin_tf,0.0011,0.0,2,5,0.9523356868846488,0.9211719290840584
LSPIN,lspin_tf,0.0011,0.0,2,6,0.9532096017827536,0.9042206957842082
LSPIN,lspin_tf,0.0011,0.0,2,7,0.9193345837593512,0.8588389430296233
LSPIN,lspin_tf,0.0011,0.0,2,8,0.9308509629994588,0.8748047404848892
LSPIN,lspin_tf,0.0011,0.0,2,9,0.9320088271919514,0.8871441262353539
LSPIN,lspin_tf,0.0011,0.0,3,4,0.9445430919168478,0.9014846667932972
LSPIN,lspin_tf,0.0011,0.0,3,5,0.9140289705295056,0.8561414511053909
LSPIN,lspin_tf,0.0011,0.0,3,6,0.942534712133111,0.8904640158364663
LSPIN,lspin_tf,0.0011,0.0,3,7,0.9453550216454258,0.8926894865011678
LSPIN,lspin_tf,0.0011,0.0,3,8,0.9304588370655827,0.8941052888464935
LSPIN,lspin_tf,0.0011,0.0,3,9,0.947628616594134,0.888648633373187
LSPIN,lspin_tf,0.0011,0.0,4,5,0.938485778862334,0.896485398124207
LSPIN,lspin_tf,0.0011,0.0,4,6,0.9795021966569633,0.955097955576952
LSPIN,lspin_tf,0.0011,0.0,4,7,0.9451948171602436,0.9057177330147452
LSPIN,lspin_tf,0.0011,0.0,4,8,0.9724630703436468,0.9415680565224908
LSPIN,lspin_tf,0.0011,0.0,4,9,0.9187643171441912,0.8789069728070714
LSPIN,lspin_tf,0.0011,0.0,5,6,0.9456725254464756,0.905831878314276
LSPIN,lspin_tf,0.0011,0.0,5,7,0.9119769497167804,0.8648581987482648
LSPIN,lspin_tf,0.0011,0.0,5,8,0.923586813059316,0.8785264942893065
LSPIN,lspin_tf,0.0011,0.0,5,9,0.8987101898580424,0.8689392916461648
LSPIN,lspin_tf,0.0011,0.0,6,7,0.9653355908015148,0.9365049984371564
LSPIN,lspin_tf,0.0011,0.0,6,8,0.955007840867528,0.9145202398404356
LSPIN,lspin_tf,0.0011,0.0,6,9,0.9258499006507802,0.8798933280132536
LSPIN,lspin_tf,0.0011,0.0,7,8,0.9242397534276248,0.8913428531236695
LSPIN,lspin_tf,0.0011,0.0,7,9,0.9464955239641952,0.8994126756148756
LSPIN,lspin_tf,0.0011,0.0,8,9,0.9037558315704796,0.8551970814094103
LSPIN,lspin_tf,0.0007,0.0,0,1,0.9504024995336364,0.9163708705330772
LSPIN,lspin_tf,0.0007,0.0,0,2,0.808986215443618,0.7345496767190198
LSPIN,lspin_tf,0.0007,0.0,0,3,0.9017602672193492,0.8464772020121981
LSPIN,lspin_tf,0.0007,0.0,0,4,0.9276054285948966,0.877997083042673
LSPIN,lspin_tf,0.0007,0.0,0,5,0.9337466282420598,0.8810417609443516
LSPIN,lspin_tf,0.0007,0.0,0,6,0.9586280313471204,0.9156224255619388
LSPIN,lspin_tf,0.0007,0.0,0,7,0.8590196530797172,0.7779705107367053
LSPIN,lspin_tf,0.0007,0.0,0,8,0.9450737981710122,0.8921905844324538
LSPIN,lspin_tf,0.0007,0.0,0,9,0.8900680674171597,0.8300551015124306
LSPIN,lspin_tf,0.0007,0.0,1,2,0.8556735113570197,0.7871261203953254
LSPIN,lspin_tf,0.0007,0.0,1,3,0.9494333953241356,0.9006084476578127
LSPIN,lspin_tf,0.0007,0.0,1,4,0.9553788624237626,0.90566661793941
LSPIN,lspin_tf,0.0007,0.0,1,5,0.9403111366581292,0.9076490211499468
LSPIN,lspin_tf,0.0007,0.0,1,6,0.9657663356682834,0.9278027064699204
LSPIN,lspin_tf,0.0007,0.0,1,7,0.888910634852294,0.820873937027131
LSPIN,lspin_tf,0.0007,0.0,1,8,0.9521320121831048,0.9039834256522242
LSPIN,lspin_tf,0.0007,0.0,1,9,0.9176681587205532,0.863374213335519
LSPIN,lspin_tf,0.0007,0.0,2,3,0.8485069624377006,0.7935847817317205
LSPIN,lspin_tf,0.0007,0.0,2,4,0.8770001668951176,0.8265304751439374
LSPIN,lspin_tf,0.0007,0.0,2,5,0.7991160249984981,0.7328056212562039
LSPIN,lspin_tf,0.0007,0.0,2,6,0.8376727299589903,0.7758569910874682
LSPIN,lspin_tf,0.0007,0.0,2,7,0.8850484413270869,0.8391168075425809
LSPIN,lspin_tf,0.0007,0.0,2,8,0.8506475897837713,0.7871108385642878
LSPIN,lspin_tf,0.0007,0.0,2,9,0.914321083312103,0.8519344028247609
LSPIN,lspin_tf,0.0007,0.0,3,4,0.9446018119487356,0.8922538546828417
LSPIN,lspin_tf,0.0007,0.0,3,5,0.8909932118561078,0.8253341904618815
LSPIN,lspin_tf,0.0007,0.0,3,6,0.9414186782941067,0.904392279702028
LSPIN,lspin_tf,0.0007,0.0,3,7,0.8799827698115141,0.8292450515269921
LSPIN,lspin_tf,0.0007,0.0,3,8,0.9275987979379532,0.8799929923590342
LSPIN,lspin_tf,0.0007,0.0,3,9,0.883600321229692,0.8270370824984481
LSPIN,lspin_tf,0.0007,0.0,4,5,0.897011847088198,0.8279241330781106
LSPIN,lspin_tf,0.0007,0.0,4,6,0.9582497278695076,0.9179149198401748
LSPIN,lspin_tf,0.0007,0.0,4,7,0.8922313222759755,0.8341662690291466
LSPIN,lspin_tf,0.0007,0.0,4,8,0.9445176720177408,0.8938363553545169
LSPIN,lspin_tf,0.0007,0.0,4,9,0.9279837009392038,0.8841270276573344
LSPIN,lspin_tf,0.0007,0.0,5,6,0.9070985450572744,0.8368625379755166
LSPIN,lspin_tf,0.0007,0.0,5,7,0.8310628432835844,0.7469616036566097
LSPIN,lspin_tf,0.0007,0.0,5,8,0.8936992277179241,0.8211094509808468
LSPIN,lspin_tf,0.0007,0.0,5,9,0.8598753954851115,0.7974477884459765
LSPIN,lspin_tf,0.0007,0.0,6,7,0.8968147127950482,0.8330556193842952
LSPIN,lspin_tf,0.0007,0.0,6,8,0.9860928656148804,0.976231450254346
LSPIN,lspin_tf,0.0007,0.0,6,9,0.9208729382818506,0.8922009696134158
LSPIN,lspin_tf,0.0007,0.0,7,8,0.9102037114168474,0.846432961740914
LSPIN,lspin_tf,0.0007,0.0,7,9,0.9482580172910616,0.8924353275936423
LSPIN,lspin_tf,0.0007,0.0,8,9,0.9342778448942152,0.9055314808152786
LSPIN,lspin_tf,0.0013,0.05,0,1,1.0,1.0
LSPIN,lspin_tf,0.0013,0.05,0,2,0.9752744279286372,0.9533110108943136
LSPIN,lspin_tf,0.0013,0.05,0,3,0.9682868002192974,0.948279164283686
LSPIN,lspin_tf,0.0013,0.05,0,4,0.9579939415827016,0.94029945640058
LSPIN,lspin_tf,0.0013,0.05,0,5,0.9613017675376128,0.9348887584926387
LSPIN,lspin_tf,0.0013,0.05,0,6,0.9521454554403456,0.9025594124368842
LSPIN,lspin_tf,0.0013,0.05,0,7,0.9410759331561348,0.9043918871632552
LSPIN,lspin_tf,0.0013,0.05,0,8,0.9305474936915734,0.9116560977191988
LSPIN,lspin_tf,0.0013,0.05,0,9,0.9647327196205098,0.9375676170312428
LSPIN,lspin_tf,0.0013,0.05,1,2,0.9752744279286372,0.9533110108943136
LSPIN,lspin_tf,0.0013,0.05,1,3,0.9682868002192974,0.948279164283686
LSPIN,lspin_tf,0.0013,0.05,1,4,0.9579939415827016,0.94029945640058
LSPIN,lspin_tf,0.0013,0.05,1,5,0.9613017675376128,0.9348887584926387
LSPIN,lspin_tf,0.0013,0.05,1,6,0.9521454554403456,0.9025594124368842
LSPIN,lspin_tf,0.0013,0.05,1,7,0.9410759331561348,0.9043918871632552
LSPIN,lspin_tf,0.0013,0.05,1,8,0.9305474936915734,0.9116560977191988
LSPIN,lspin_tf,0.0013,0.05,1,9,0.9647327196205098,0.9375676170312428
LSPIN,lspin_tf,0.0013,0.05,2,3,0.9646496249457512,0.9377344672617158
LSPIN,lspin_tf,0.0013,0.05,2,4,0.9517013588812052,0.919863474943544
LSPIN,lspin_tf,0.0013,0.05,2,5,0.955007840867528,0.9145202398404356
LSPIN,lspin_tf,0.0013,0.05,2,6,0.9582929759349882,0.9172969910170772
LSPIN,lspin_tf,0.0013,0.05,2,7,0.9473453612113109,0.9248777551883134
LSPIN,lspin_tf,0.0013,0.05,2,8,0.9242397534276248,0.8913428531236693
LSPIN,lspin_tf,0.0013,0.05,2,9,0.9613373501816082,0.9351845491979776
LSPIN,lspin_tf,0.0013,0.05,3,4,0.9625577488141144,0.9186752690430916
LSPIN,lspin_tf,0.0013,0.05,3,5,0.9688971288212932,0.9334309340660631
LSPIN,lspin_tf,0.0013,0.05,3,6,0.962745630428841,0.9193464398729712
LSPIN,lspin_tf,0.0013,0.05,3,7,0.9720304455687794,0.9420451491961008
LSPIN,lspin_tf,0.0013,0.05,3,8,0.9347991910533971,0.8842861811760073
LSPIN,lspin_tf,0.0013,0.05,3,9,0.9753627481959374,0.9540348726639648
LSPIN,lspin_tf,0.0013,0.05,4,5,0.9935319983679254,0.9794160105957987
LSPIN,lspin_tf,0.0013,0.05,4,6,0.9748290535008006,0.9414631786893268
LSPIN,lspin_tf,0.0013,0.05,4,7,0.953343356765799,0.9039448134578592
LSPIN,lspin_tf,0.0013,0.05,4,8,0.971819228235808,0.956926391584808
LSPIN,lspin_tf,0.0013,0.05,4,9,0.9871806145749688,0.964791045413531
LSPIN,lspin_tf,0.0013,0.05,5,6,0.9809327613991816,0.9524700313758004
LSPIN,lspin_tf,0.0013,0.05,5,7,0.9594451632383528,0.9149723352463184
LSPIN,lspin_tf,0.0013,0.05,5,8,0.9653355908015148,0.9365049984371564
LSPIN,lspin_tf,0.0013,0.05,5,9,0.9935274409022448,0.9794616521196652
LSPIN,lspin_tf,0.0013,0.05,6,7,0.9656461555838142,0.921962490563666
LSPIN,lspin_tf,0.0013,0.05,6,8,0.9465864135703812,0.8989500282406516
LSPIN,lspin_tf,0.0013,0.05,6,9,0.987162560610053,0.9649108009804396
LSPIN,lspin_tf,0.0013,0.05,7,8,0.9255185353006896,0.8619282950740692
LSPIN,lspin_tf,0.0013,0.05,7,9,0.9656742322377702,0.927419683804944
LSPIN,lspin_tf,0.0013,0.05,8,9,0.958968664928951,0.9220226358182368
LSPIN,lspin_tf,0.0009,0.05,0,1,0.993536540772659,0.9793691067618906
LSPIN,lspin_tf,0.0009,0.05,0,2,0.980959620343065,0.9523403449725116
LSPIN,lspin_tf,0.0009,0.05,0,3,1.0,1.0
LSPIN,lspin_tf,0.0009,0.05,0,4,0.9871896372632982,0.9647295603799524
LSPIN,lspin_tf,0.0009,0.05,0,5,0.937820700110823,0.9043252870997486
LSPIN,lspin_tf,0.0009,0.05,0,6,0.9580567992992342,0.909781244357756
LSPIN,lspin_tf,0.0009,0.05,0,7,0.9717612467343754,0.9564656886218762
LSPIN,lspin_tf,0.0009,0.05,0,8,0.9858147779319172,0.9752622232163192
LSPIN,lspin_tf,0.0009,0.05,0,9,0.937820700110823,0.9043252870997486
LSPIN,lspin_tf,0.0009,0.05,1,2,0.9871806145749688,0.9647910454135312
LSPIN,lspin_tf,0.0009,0.05,1,3,0.993536540772659,0.9793691067618906
LSPIN,lspin_tf,0.0009,0.05,1,4,0.9935319983679254,0.9794160105957987
LSPIN,lspin_tf,0.0009,0.05,1,5,0.9442574560790644,0.9252742487605012
LSPIN,lspin_tf,0.0009,0.05,1,6,0.9640330696782676,0.9197379533131612
LSPIN,lspin_tf,0.0009,0.05,1,7,0.9655355132910212,0.936005443802287
LSPIN,lspin_tf,0.0009,0.05,1,8,0.9794699553196724,0.9547248312904076
LSPIN,lspin_tf,0.0009,0.05,1,9,0.9442574560790644,0.9252742487605012
LSPIN,lspin_tf,0.0009,0.05,2,3,0.980959620343065,0.9523403449725116
LSPIN,lspin_tf,0.0009,0.05,2,4,0.9935274409022448,0.9794616521196652
LSPIN,lspin_tf,0.0009,0.05,2,5,0.9507452836951596,0.9189134794206322
LSPIN,lspin_tf,0.0009,0.05,2,6,0.97636582751744,0.9432132205489346
LSPIN,lspin_tf,0.0009,0.05,2,7,0.972520683804826,0.9414834984805632
LSPIN,lspin_tf,0.0009,0.05,2,8,0.9766777859493868,0.9428492334496013
LSPIN,lspin_tf,0.0009,0.05,2,9,0.9507452836951596,0.9189134794206322
LSPIN,lspin_tf,0.0009,0.05,3,4,0.9871896372632982,0.9647295603799524
LSPIN,lspin_tf,0.0009,0.05,3,5,0.937820700110823,0.9043252870997486
LSPIN,lspin_tf,0.0009,0.05,3,6,0.9580567992992342,0.909781244357756
LSPIN,lspin_tf,0.0009,0.05,3,7,0.9717612467343754,0.9564656886218762
LSPIN,lspin_tf,0.0009,0.05,3,8,0.9858147779319172,0.9752622232163192
LSPIN,lspin_tf,0.0009,0.05,3,9,0.937820700110823,0.9043252870997486
LSPIN,lspin_tf,0.0009,0.05,4,5,0.9474398652542284,0.9184341693300252
LSPIN,lspin_tf,0.0009,0.05,4,6,0.9701361127670962,0.9307623745437013
LSPIN,lspin_tf,0.0009,0.05,4,7,0.968966522302984,0.9328490866751566
LSPIN,lspin_tf,0.0009,0.05,4,8,0.9830271269039336,0.9574774034726096
LSPIN,lspin_tf,0.0009,0.05,4,9,0.9474398652542284,0.9184341693300252
LSPIN,lspin_tf,0.0009,0.05,5,6,0.9474274757285716,0.924649225110152
LSPIN,lspin_tf,0.0009,0.05,5,7,0.9655857105772244,0.9357084011890304
LSPIN,lspin_tf,0.0009,0.05,5,8,0.9516472290573376,0.9192684670060062
LSPIN,lspin_tf,0.0009,0.05,5,9,1.0,1.0
LSPIN,lspin_tf,0.0009,0.05,6,7,0.9493903174412052,0.9008378532333384
LSPIN,lspin_tf,0.0009,0.05,6,8,0.9536606376947254,0.9036882154143312
LSPIN,lspin_tf,0.0009,0.05,6,9,0.9474274757285716,0.924649225110152
LSPIN,lspin_tf,0.0009,0.05,7,8,0.9858251603339532,0.9752102346013544
LSPIN,lspin_tf,0.0009,0.05,7,9,0.9655857105772244,0.9357084011890304
LSPIN,lspin_tf,0.0009,0.05,8,9,0.9516472290573376,0.9192684670060062
LSPIN,lspin_tf,0.0013,0.1,0,1,0.9621963741137656,0.9279397977964328
LSPIN,lspin_tf,0.0013,0.1,0,2,0.9766605088557008,0.9372325740498704
LSPIN,lspin_tf,0.0013,0.1,0,3,0.9583068957230736,0.9179170689144436
LSPIN,lspin_tf,0.0013,0.1,0,4,0.987171271544364,0.9590774602455954
LSPIN,lspin_tf,0.0013,0.1,0,5,0.9827951035888368,0.957786492764114
LSPIN,lspin_tf,0.0013,0.1,0,6,0.9732650695957776,0.934800189808135
LSPIN,lspin_tf,0.0013,0.1,0,7,0.9188434074825136,0.8586930266210061
LSPIN,lspin_tf,0.0013,0.1,0,8,0.9584376514452289,0.917243387972737
LSPIN,lspin_tf,0.0013,0.1,0,9,0.9721723156147754,0.9419854672840192
LSPIN,lspin_tf,0.0013,0.1,1,2,0.9752563109068484,0.9534262173612036
LSPIN,lspin_tf,0.0013,0.1,1,3,0.93385677986304,0.9006143891263566
LSPIN,lspin_tf,0.0013,0.1,1,4,0.9647327196205098,0.9375676170312428
LSPIN,lspin_tf,0.0013,0.1,1,5,0.9579310040748468,0.9360547699874362
LSPIN,lspin_tf,0.0013,0.1,1,6,0.9508607224298006,0.9130407720589716
LSPIN,lspin_tf,0.0013,0.1,1,7,0.9035520843103794,0.8866181891070413
LSPIN,lspin_tf,0.0013,0.1,1,8,0.9752744279286372,0.9533110108943136
LSPIN,lspin_tf,0.0013,0.1,1,9,0.9476837142835094,0.9249222118594624
LSPIN,lspin_tf,0.0013,0.1,2,3,0.9479303741466648,0.9039975266855972
LSPIN,lspin_tf,0.0013,0.1,2,4,0.9893581594782468,0.9781399882390592
LSPIN,lspin_tf,0.0013,0.1,2,5,0.9722783006340124,0.9417703036037808
LSPIN,lspin_tf,0.0013,0.1,2,6,0.9753403284417812,0.9537429490837436
LSPIN,lspin_tf,0.0013,0.1,2,7,0.9239957776470428,0.8917205971041247
LSPIN,lspin_tf,0.0013,0.1,2,8,0.968969765409114,0.932983849599012
LSPIN,lspin_tf,0.0013,0.1,2,9,0.9617800516855074,0.9281746345952356
LSPIN,lspin_tf,0.0013,0.1,3,4,0.9583068957230736,0.9179170689144436
LSPIN,lspin_tf,0.0013,0.1,3,5,0.975364971059648,0.954471370792374
LSPIN,lspin_tf,0.0013,0.1,3,6,0.9721376955547606,0.9418319370882782
LSPIN,lspin_tf,0.0013,0.1,3,7,0.92623837345196,0.8733296224578747
LSPIN,lspin_tf,0.0013,0.1,3,8,0.9576611554257416,0.9360361724461004
LSPIN,lspin_tf,0.0013,0.1,3,9,0.9860928656148804,0.976231450254346
LSPIN,lspin_tf,0.0013,0.1,4,5,0.9827951035888368,0.957786492764114
LSPIN,lspin_tf,0.0013,0.1,4,6,0.9859671858511774,0.9757241737609614
LSPIN,lspin_tf,0.0013,0.1,4,7,0.9311985902239815,0.891175855266933
LSPIN,lspin_tf,0.0013,0.1,4,8,0.9584376514452289,0.9172433879727372
LSPIN,lspin_tf,0.0013,0.1,4,9,0.9721723156147754,0.9419854672840192
LSPIN,lspin_tf,0.0013,0.1,5,6,0.96887667055756,0.9336523510357538
LSPIN,lspin_tf,0.0013,0.1,5,7,0.9323281971464172,0.8830454336335769
LSPIN,lspin_tf,0.0013,0.1,5,8,0.9541657173335084,0.9241357310587158
LSPIN,lspin_tf,0.0013,0.1,5,9,0.989254947990624,0.978350425294181
LSPIN,lspin_tf,0.0013,0.1,6,7,0.9176711961844162,0.8773868083525744
LSPIN,lspin_tf,0.0013,0.1,6,8,0.9724630703436468,0.9415680565224908
LSPIN,lspin_tf,0.0013,0.1,6,9,0.9582497278695076,0.9179149198401748
LSPIN,lspin_tf,0.0013,0.1,7,8,0.8972283155947336,0.8664147511051697
LSPIN,lspin_tf,0.0013,0.1,7,9,0.9398585157107264,0.8894324540653343
LSPIN,lspin_tf,0.0013,0.1,8,9,0.943789739519982,0.9120035498397788
LSPIN,lspin_tf,0.0009,0.1,0,1,0.9613373501816082,0.9351845491979776
LSPIN,lspin_tf,0.0009,0.1,0,2,0.9507452836951596,0.9189134794206322
LSPIN,lspin_tf,0.0009,0.1,0,3,0.9871806145749688,0.964791045413531
LSPIN,lspin_tf,0.0009,0.1,0,4,0.9795628289979968,0.9551251080545424
LSPIN,lspin_tf,0.0009,0.1,0,5,0.9688752648753172,0.9336394559314126
LSPIN,lspin_tf,0.0009,0.1,0,6,0.9829550755956592,0.9575504718078612
LSPIN,lspin_tf,0.0009,0.1,0,7,0.9507452836951596,0.9189134794206324
LSPIN,lspin_tf,0.0009,0.1,0,8,0.9809193846460144,0.9525340660087772
LSPIN,lspin_tf,0.0009,0.1,0,9,0.9592938182146714,0.9150545781887952
