model_family,lambda_sample_smooth,lambda_sparse,mean_Khard,std_Khard,mean_test_c,std_test_c,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,mean_effective_gene_count,n_runs,mean_affinity_corr,mean_risk_corr,mean_top_risk_overlap_ratio,mean_cluster_ari,mean_cluster_nmi,rank_cindex,rank_affinity,rank_risk,rank_cluster,rank_parsimony,joint_score
Concrete,0.15,0.003,251.7061782836914,46.97281797568881,0.7103389185072354,0.011710401013419285,0.9784863022498922,0.007428414457605932,531.9,492.8,453.8447372450761,10,0.9931200730166642,0.8401225634979178,3.7355769230769234,0.963042524060945,0.9236612720619093,0.9545454545454546,0.9318181818181818,0.8863636363636364,0.38636363636363635,0.9772727272727273,0.8272727272727272
Concrete,0.1,0.002,485.38416748046876,66.77367639787478,0.7045125666412795,0.00844704859815419,0.9880653732184141,0.003994085228502054,974.9,920.6,832.6100148146136,10,0.9928587941527892,0.830348674687632,3.5461374095989484,0.976425083533462,0.9508313771222557,0.7954545454545454,0.9090909090909091,0.8409090909090909,0.8409090909090909,0.7045454545454546,0.8181818181818181
Concrete,0.2,0.003,271.7231674194336,56.49820837308624,0.7033796648895658,0.018793410438717184,0.977750655070745,0.012616295982459579,585.8,544.0,493.56266385811466,10,0.9907688667753299,0.8351545115645701,3.4354536489151872,0.9701341852698325,0.9368241908724073,0.75,0.8181818181818182,0.8636363636363636,0.6136363636363636,0.9545454545454546,0.8
Concrete,0.15,0.002,460.16717834472655,94.3277222198764,0.7057216298552932,0.014435452738641838,0.9863721383981441,0.007934241487660356,944.0,873.0,790.997047055283,10,0.9893055582148063,0.7626312463624597,3.3779832347140037,0.9779055769475262,0.9560616288313761,0.8636363636363636,0.6818181818181818,0.6590909090909091,0.9318181818181818,0.75,0.7772727272727272
Concrete,0.1,0.003,260.34092864990237,65.63606192990227,0.7120049504950495,0.013238528379184752,0.9769773150071817,0.007038459317458256,607.0,531.0,486.0789697854125,10,0.9832112177839232,0.8688944200205823,3.8718030900723206,0.9682134842167304,0.9366685684598396,0.9772727272727273,0.45454545454545453,0.9772727272727273,0.5227272727272727,0.9318181818181818,0.7727272727272727
Concrete,0.2,0.0012,975.0444091796875,187.8182455819145,0.6855959634424982,0.03121072379860509,0.9955021614230286,0.0010479823526468996,1667.4,1631.8,1482.660661763662,10,0.9944747579440945,0.8239125574606709,3.045931952662722,0.9770796404033929,0.9560200816338641,0.4090909090909091,1.0,0.8181818181818182,0.8636363636363636,0.3409090909090909,0.6863636363636364
Concrete,0.15,0.0014422495703074,691.0444091796875,108.20751922523817,0.7079683929931455,0.017841603174929523,0.9928854301319184,0.0011997013087629734,1371.8,1269.1,1138.9599609208376,10,0.9875737349238695,0.772180702066702,3.152358645627876,0.9716167305150909,0.9422089529995914,0.9090909090909091,0.5454545454545454,0.7045454545454546,0.6818181818181818,0.5227272727272727,0.6727272727272726
Concrete,0.1,0.0014422495703074,781.8845581054687,130.53875904206078,0.70256092916984,0.01892482343716301,0.9936261100800345,0.0019173624832400332,1416.3,1362.2,1242.5997001884741,10,0.9914278447395476,0.7363381960852254,3.069345825115056,0.9752414119272016,0.9511978536511312,0.6590909090909091,0.8636363636363636,0.4772727272727273,0.8181818181818182,0.4772727272727273,0.6590909090909092
Concrete,0.1,0.0017,582.67568359375,84.06779005155555,0.7053217821782178,0.014586505950902967,0.9903194591206997,0.003332823071978641,1118.8,1059.8,969.3357148450066,10,0.9890389627631521,0.709479059169907,3.2758136094674555,0.973019792304255,0.9452454544887454,0.8409090909090909,0.6136363636363636,0.38636363636363635,0.75,0.6590909090909091,0.65
Concrete,0.05,0.0017,605.4868774414062,76.18006112292406,0.7014280274181265,0.01644019156491618,0.9914464237884115,0.0026614483415729577,1239.1,1134.0,1024.8792904914142,10,0.9895717534183517,0.7436491236990188,3.288584812623274,0.97181010186395,0.9428351363487582,0.6363636363636364,0.7272727272727273,0.5681818181818182,0.7045454545454546,0.5681818181818182,0.640909090909091
