model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,seed,run_id,test_cindex,best_val_cindex,best_epoch,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
LSPIN,lspin_tf,0.25,0.0012,0.0,50125,2,0.7283891850723534,0.7782546494992847,2,407.25482177734375,0.9914865613555468,1045.0,887.0,699.997670045933
LSPIN,lspin_tf,0.25,0.0012,0.0,50126,3,0.711062452399086,0.7997138769670958,2,424.49420166015625,0.9938702594098602,1130.0,963.0,761.9737464575419
LSPIN,lspin_tf,0.25,0.0012,0.0,50127,4,0.7199162223914699,0.7761087267525035,2,410.74517822265625,0.9930120578062752,1080.0,846.0,661.1486489723084
LSPIN,lspin_tf,0.25,0.0012,0.0,50128,5,0.7286747905559787,0.7846924177396281,2,436.7026977539063,0.9911334883692212,1170.0,968.0,768.4080669853516
LSPIN,lspin_tf,0.25,0.0012,0.0,50129,6,0.7043983244478293,0.8240343347639485,1,394.5907287597656,0.9943347099222972,1400.0,958.0,726.8410382989925
LSPIN,lspin_tf,0.25,0.0012,0.0,50130,7,0.7042079207920792,0.7939914163090128,1,368.8725891113281,0.989331109178352,1032.0,698.0,578.2655570222375
LSPIN,lspin_tf,0.25,0.0012,0.0,50131,8,0.7073495811119573,0.7818311874105865,1,424.9536743164063,0.9919032046412324,1234.0,930.0,704.9767609797678
LSPIN,lspin_tf,0.25,0.0012,0.0,50132,9,0.6782178217821783,0.7896995708154506,1,386.8841552734375,0.990460875944342,1035.0,790.0,622.6211073482441
LSPIN,lspin_tf,0.25,0.0008,0.0,90123,0,0.7184881949733435,0.7782546494992847,1,494.62933349609375,0.9943389769127874,1479.0,1090.0,839.5721556595412
LSPIN,lspin_tf,0.25,0.0008,0.0,90124,1,0.6962109672505712,0.7818311874105865,1,580.1351318359375,0.993870703005554,1560.0,1185.0,973.7541788987314
LSPIN,lspin_tf,0.25,0.0008,0.0,90125,2,0.7162985529322163,0.7582260371959942,1,525.9111938476562,0.9953840424629276,1537.0,1273.0,984.1481135459836
LSPIN,lspin_tf,0.25,0.0008,0.0,90126,3,0.736005331302361,0.7696709585121603,1,625.9729614257812,0.9951417245535548,1582.0,1301.0,1056.0342601340974
LSPIN,lspin_tf,0.25,0.0008,0.0,90127,4,0.6865955826351866,0.8068669527896996,1,729.9073486328125,0.9960290217631612,1715.0,1443.0,1182.6816109842528
LSPIN,lspin_tf,0.25,0.0008,0.0,90128,5,0.6845011424219345,0.7746781115879828,1,654.8571166992188,0.9953241929802968,1662.0,1417.0,1103.3015969336066
LSPIN,lspin_tf,0.25,0.0008,0.0,90129,6,0.7222962680883473,0.7947067238912733,1,651.7606201171875,0.995264941260282,1756.0,1442.0,1157.251904635377
LSPIN,lspin_tf,0.25,0.0008,0.0,90130,7,0.6634615384615384,0.7854077253218884,1,610.5057983398438,0.994841735032472,1517.0,1280.0,976.4964282086148
LSPIN,lspin_tf,0.25,0.0008,0.0,90131,8,0.7001142421934501,0.771101573676681,1,602.7876586914062,0.9948962545708988,1487.0,1264.0,973.3026027001112
LSPIN,lspin_tf,0.25,0.0008,0.0,90132,9,0.7451447067783702,0.8093705293276109,2,626.79150390625,0.9947771302977368,1483.0,1173.0,975.6936971794768
LSPIN,lspin_tf,0.25,0.0015,0.05,130123,0,0.690974866717441,0.7675250357653791,1,321.28570556640625,0.992600504610376,858.0,815.0,563.9778304089078
LSPIN,lspin_tf,0.25,0.0015,0.05,130124,1,0.6697448591012948,0.7846924177396281,0,270.5096435546875,0.9911151821764236,1036.0,807.0,570.4184298311407
LSPIN,lspin_tf,0.25,0.0015,0.05,130125,2,0.6758377760853008,0.8168812589413448,0,258.5173645019531,0.9891706858725434,985.0,685.0,540.4794735832122
LSPIN,lspin_tf,0.25,0.0015,0.05,130126,3,0.7138233054074639,0.748211731044349,1,312.4440002441406,0.9923637736367232,817.0,759.0,558.2918460382414
LSPIN,lspin_tf,0.25,0.0015,0.05,130127,4,0.6864051789794364,0.7703862660944206,0,294.312744140625,0.9900684537762776,989.0,761.0,566.3359194705039
LSPIN,lspin_tf,0.25,0.0015,0.05,130128,5,0.7111576542269612,0.7489270386266095,1,325.18145751953125,0.9929209231342496,892.0,840.0,561.0009385669297
LSPIN,lspin_tf,0.25,0.0015,0.05,130129,6,0.6860243716679361,0.7753934191702432,1,275.78765869140625,0.9907844868055764,778.0,715.0,506.0315146926046
LSPIN,lspin_tf,0.25,0.0015,0.05,130130,7,0.7279131759329779,0.7914878397711016,2,278.37066650390625,0.9910111866176998,681.0,649.0,462.63949988914334
LSPIN,lspin_tf,0.25,0.0015,0.05,130131,8,0.7222962680883473,0.7725321888412017,1,320.7953796386719,0.9915318679425644,835.0,761.0,558.6038292014542
LSPIN,lspin_tf,0.25,0.0015,0.05,130132,9,0.7174409748667174,0.7725321888412017,0,264.7606201171875,0.9920379879345784,1113.0,761.0,556.8219173214939
LSPIN,lspin_tf,0.25,0.001,0.05,170123,0,0.6965917745620716,0.8075822603719599,1,482.5173645019531,0.9940626258120622,1245.0,1177.0,819.0160511670911
LSPIN,lspin_tf,0.25,0.001,0.05,170124,1,0.7117288651942117,0.804005722460658,1,459.8262634277344,0.9945300382175956,1130.0,1086.0,789.4239007038265
LSPIN,lspin_tf,0.25,0.001,0.05,170125,2,0.7315308453922316,0.7889842632331903,1,495.146728515625,0.9927522612723344,1124.0,1025.0,814.7431568695542
LSPIN,lspin_tf,0.25,0.001,0.05,170126,3,0.7188690022848438,0.8011444921316166,1,505.5328063964844,0.9936537237910928,1219.0,1119.0,875.8787660423635
LSPIN,lspin_tf,0.25,0.001,0.05,170127,4,0.7134424980959635,0.776824034334764,1,451.54052734375,0.9937207684691232,1082.0,1023.0,744.1598785919456
LSPIN,lspin_tf,0.25,0.001,0.05,170128,5,0.7487623762376238,0.7589413447782547,1,412.8687133789063,0.9931568163988652,969.0,888.0,672.642677682162
LSPIN,lspin_tf,0.25,0.001,0.05,170129,6,0.7256283320639756,0.790414878397711,1,443.0849304199219,0.9942004449138993,1118.0,1017.0,747.1739155069121
LSPIN,lspin_tf,0.25,0.001,0.05,170130,7,0.7082063975628332,0.7939914163090128,1,481.1505737304688,0.9947420122623224,1104.0,1030.0,804.4279308509718
LSPIN,lspin_tf,0.25,0.001,0.05,170131,8,0.6997334348819497,0.7567954220314735,1,440.0810852050781,0.9936182296695576,1110.0,1046.0,749.1999239658076
LSPIN,lspin_tf,0.25,0.001,0.05,170132,9,0.6805978674790556,0.7854077253218884,0,493.1196899414063,0.9951337909520808,1576.0,1287.0,1006.6398750691332
LSPIN,lspin_tf,0.25,0.0015,0.1,210123,0,0.7204874333587205,0.7639484978540773,2,261.0,0.9890316896616902,661.0,616.0,434.2431305100068
LSPIN,lspin_tf,0.25,0.0015,0.1,210124,1,0.6673648134044173,0.7689556509298998,0,308.3513488769531,0.9932058815256732,1119.0,838.0,658.6686247583749
LSPIN,lspin_tf,0.25,0.0015,0.1,210125,2,0.7178217821782178,0.776824034334764,1,330.687255859375,0.9917130796906486,874.0,816.0,604.1588554836304
LSPIN,lspin_tf,0.25,0.0015,0.1,210126,3,0.6943069306930693,0.7757510729613734,1,294.15057373046875,0.9894676731188528,806.0,761.0,547.2054243524512
LSPIN,lspin_tf,0.25,0.0015,0.1,210127,4,0.7096344249809596,0.804005722460658,0,280.2818603515625,0.992035629596184,962.0,754.0,543.7757786644435
LSPIN,lspin_tf,0.25,0.0015,0.1,210128,5,0.7030654988575781,0.8004291845493562,1,285.8301086425781,0.9906594151477548,845.0,754.0,545.6147815911138
LSPIN,lspin_tf,0.25,0.0015,0.1,210129,6,0.6914508758568164,0.7567954220314735,0,273.3050231933594,0.9909579931462404,841.0,665.0,504.9330166859483
LSPIN,lspin_tf,0.25,0.0015,0.1,210130,7,0.7238194973343488,0.7610872675250357,2,320.6718139648437,0.9866012076548288,583.0,540.0,435.430546696966
LSPIN,lspin_tf,0.25,0.0015,0.1,210131,8,0.6662223914699162,0.8082975679542204,0,289.6216125488281,0.9933840583113096,1258.0,886.0,638.6035252880466
LSPIN,lspin_tf,0.25,0.0015,0.1,210132,9,0.6981150038080731,0.7718168812589413,0,261.52508544921875,0.9945282646135304,1242.0,974.0,652.2010194702166
LSPIN,lspin_tf,0.25,0.001,0.1,250123,0,0.6879284082254379,0.7589413447782547,1,468.5559997558594,0.99511018879841,1151.0,1075.0,775.8240323848986
LSPIN,lspin_tf,0.25,0.001,0.1,250124,1,0.6878332063975628,0.7582260371959942,0,442.0231628417969,0.9948042068979692,1457.0,1103.0,834.4180010651248
LSPIN,lspin_tf,0.25,0.001,0.1,250125,2,0.7106816450875857,0.790414878397711,2,522.3783569335938,0.9942773263125778,1204.0,1173.0,821.4916754569941
LSPIN,lspin_tf,0.25,0.001,0.1,250126,3,0.6954493526275705,0.7746781115879828,1,405.04248046875,0.9922849409435892,953.0,910.0,657.7758910120375
LSPIN,lspin_tf,0.25,0.001,0.1,250127,4,0.7103960396039604,0.8233190271816881,1,445.1428527832031,0.9921847144049388,1007.0,947.0,751.1017012275934
LSPIN,lspin_tf,0.25,0.001,0.1,250128,5,0.7205826351865956,0.7832618025751072,0,469.9961242675781,0.9943236786327748,1437.0,1182.0,908.2324823941184
LSPIN,lspin_tf,0.25,0.001,0.1,250129,6,0.712014470677837,0.8183118741058655,1,515.3049926757812,0.9949411252072992,1142.0,1064.0,798.5656192029539
LSPIN,lspin_tf,0.25,0.001,0.1,250130,7,0.708015993907083,0.772889842632332,1,438.0849304199219,0.9943445325369484,1181.0,1094.0,761.0905023297311
LSPIN,lspin_tf,0.25,0.001,0.1,250131,8,0.7261995430312262,0.7968526466380543,2,507.9073486328125,0.9936206731650554,1090.0,1045.0,794.3840138946031
LSPIN,lspin_tf,0.25,0.001,0.1,250132,9,0.7092536176694593,0.7796852646638054,1,481.29730224609375,0.9936066150263,1081.0,978.0,756.4357729128567
LSPIN,lspin_tf,0.25,0.0015,0.15,290123,0,0.7073495811119573,0.796137339055794,0,291.3050231933594,0.9918146150295556,1049.0,731.0,596.153137253073
LSPIN,lspin_tf,0.25,0.0015,0.15,290124,1,0.7238194973343488,0.7932761087267525,1,275.7606201171875,0.9897358384140812,697.0,612.0,459.5410803010329
LSPIN,lspin_tf,0.25,0.0015,0.15,290125,2,0.6991622239146992,0.7600143061516452,1,304.2973022460937,0.990542804818555,707.0,653.0,482.6256495358853
LSPIN,lspin_tf,0.25,0.0015,0.15,290126,3,0.6955445544554455,0.7782546494992847,1,383.5598449707031,0.9923532282102476,918.0,871.0,636.3985186158994
LSPIN,lspin_tf,0.25,0.0015,0.15,290127,4,0.7242955064737243,0.8082975679542204,1,303.8880310058594,0.9880323165105108,683.0,613.0,478.3394497544609
LSPIN,lspin_tf,0.25,0.0015,0.15,290128,5,0.6861195734958111,0.771101573676681,0,292.6563720703125,0.9920696859648672,1140.0,931.0,668.6653507061508
LSPIN,lspin_tf,0.25,0.0015,0.15,290129,6,0.729912414318355,0.7718168812589413,1,343.4440002441406,0.9911137461847084,852.0,789.0,598.0391558190294
LSPIN,lspin_tf,0.25,0.0015,0.15,290130,7,0.6988766184310738,0.7575107296137339,1,385.3938293457031,0.9917235784816774,943.0,899.0,663.883718610433
LSPIN,lspin_tf,0.25,0.0015,0.15,290131,8,0.7059215536938309,0.7439198855507868,0,296.9922790527344,0.9908523520298784,1055.0,807.0,638.1704637571621
LSPIN,lspin_tf,0.25,0.0015,0.15,290132,9,0.699067022086824,0.7567954220314735,0,303.33203125,0.9904576670863032,1011.0,736.0,558.5713439973279
LSPIN,lspin_tf,0.25,0.001,0.15,330123,0,0.725057121096725,0.7725321888412017,1,493.6332092285156,0.9928786261865984,1116.0,1043.0,802.0530169615796
LSPIN,lspin_tf,0.25,0.001,0.15,330124,1,0.7312452399086062,0.7975679542203148,1,438.8262634277344,0.9934567543330434,1065.0,996.0,733.3630430578296
LSPIN,lspin_tf,0.25,0.001,0.15,330125,2,0.7207730388423458,0.8061516452074392,2,485.4749145507813,0.9942992487151388,1053.0,1000.0,802.1684792104707
LSPIN,lspin_tf,0.25,0.001,0.15,330126,3,0.7061119573495811,0.7861230329041488,1,498.5675659179688,0.993958854084853,1023.0,957.0,770.434466915335
LSPIN,lspin_tf,0.25,0.001,0.15,330127,4,0.6978293983244478,0.7696709585121603,0,446.478759765625,0.994006427241822,1377.0,1134.0,839.2394825130749
LSPIN,lspin_tf,0.25,0.001,0.15,330128,5,0.6756473724295506,0.7861230329041488,1,574.0540771484375,0.9943033544400888,1336.0,1265.0,912.9015218688533
LSPIN,lspin_tf,0.25,0.001,0.15,330129,6,0.7150609291698401,0.7889842632331903,1,470.4864807128906,0.994296227211209,1205.0,1146.0,842.5550027658967
LSPIN,lspin_tf,0.25,0.001,0.15,330130,7,0.710967250571211,0.7989985693848355,1,408.8301086425781,0.993502919829911,906.0,856.0,624.6483113707039
LSPIN,lspin_tf,0.25,0.001,0.15,330131,8,0.6896420411271896,0.7610872675250357,1,495.8185424804688,0.9924740741955772,1129.0,1066.0,791.559418117388
LSPIN,lspin_tf,0.25,0.001,0.15,330132,9,0.6785034272658035,0.7954220314735336,0,633.8301391601562,0.9960117424680346,1869.0,1492.0,1159.7055516851933
LSPIN,lspin_tf,0.25,0.0015,0.2,370123,0,0.7156321401370906,0.7861230329041488,1,292.6756896972656,0.9914868330371238,741.0,694.0,488.2715510862516
LSPIN,lspin_tf,0.25,0.0015,0.2,370124,1,0.718964204112719,0.7882689556509299,1,264.7992248535156,0.9880423687754044,599.0,532.0,407.68143618393054
LSPIN,lspin_tf,0.25,0.0015,0.2,370125,2,0.6993526275704494,0.7432045779685265,0,284.79150390625,0.990856590433347,1188.0,802.0,607.2743766419783
LSPIN,lspin_tf,0.25,0.0015,0.2,370126,3,0.7162985529322163,0.7618025751072961,0,302.9073486328125,0.9916305367536816,1033.0,843.0,615.4165745272861
LSPIN,lspin_tf,0.25,0.0015,0.2,370127,4,0.6308073115003808,0.7804005722460658,0,383.6949768066406,0.9941545061618866,1166.0,940.0,769.7355540770757
LSPIN,lspin_tf,0.25,0.0015,0.2,370128,5,0.7152513328255903,0.7589413447782547,1,349.6756896972656,0.9929593249636084,1050.0,1015.0,660.7171937139645
LSPIN,lspin_tf,0.25,0.0015,0.2,370129,6,0.696972581873572,0.7525035765379113,0,234.4362945556641,0.992789711444132,1003.0,728.0,509.9052870900188
LSPIN,lspin_tf,0.25,0.0015,0.2,370130,7,0.7192498095963442,0.7932761087267525,1,335.7220153808594,0.9924461901964032,896.0,836.0,587.7750516099708
LSPIN,lspin_tf,0.25,0.0015,0.2,370131,8,0.705064737242955,0.8032904148783977,1,306.70269775390625,0.992637344879224,885.0,821.0,576.4351160891329
LSPIN,lspin_tf,0.25,0.0015,0.2,370132,9,0.7127760853008378,0.7625178826895566,2,259.1968994140625,0.9871957948203726,573.0,549.0,415.6177750194684
LSPIN,lspin_tf,0.25,0.001,0.2,410123,0,0.7111576542269612,0.7775393419170243,3,462.1196899414063,0.9939482270609856,1090.0,1074.0,777.3796729731685
LSPIN,lspin_tf,0.25,0.001,0.2,410124,1,0.6853579588728104,0.7503576537911302,0,475.2895812988281,0.9935898572048916,1391.0,1021.0,815.9678377985452
LSPIN,lspin_tf,0.25,0.001,0.2,410125,2,0.736005331302361,0.7804005722460658,1,557.397705078125,0.993800624526164,1178.0,1087.0,852.7816567041211
LSPIN,lspin_tf,0.25,0.001,0.2,410126,3,0.6836443259710586,0.7632331902718169,0,333.5598449707031,0.9930835293304624,1488.0,878.0,674.6230046057728
LSPIN,lspin_tf,0.25,0.001,0.2,410127,4,0.6964013709063214,0.790414878397711,0,512.023193359375,0.9962576462754984,1687.0,1359.0,1040.5976320751588
LSPIN,lspin_tf,0.25,0.001,0.2,410128,5,0.686976389946687,0.7925608011444921,1,477.3204650878906,0.9939452867185856,1080.0,1007.0,777.8688660662788
LSPIN,lspin_tf,0.25,0.001,0.2,410129,6,0.7338156892612339,0.790414878397711,1,537.501953125,0.9949271347295546,1288.0,1245.0,917.6448557209952
LSPIN,lspin_tf,0.25,0.001,0.2,410130,7,0.708015993907083,0.7703862660944206,1,536.0733642578125,0.9948799038343774,1223.0,1151.0,854.09330126595
LSPIN,lspin_tf,0.25,0.001,0.2,410131,8,0.7277227722772277,0.7982832618025751,3,519.3783569335938,0.993932194873394,976.0,956.0,724.3208430850544
LSPIN,lspin_tf,0.25,0.001,0.2,410132,9,0.704017517136329,0.7989985693848355,1,531.3243408203125,0.9904100014759764,1091.0,980.0,783.9601843472858
Concrete,concrete,0.1,0.005,0.0,450123,0,0.7151561309977151,0.7618025751072961,1,123.95366668701172,0.9452460364128438,530.0,361.0,329.551058947398
Concrete,concrete,0.1,0.005,0.0,450124,1,0.7029702970297029,0.7632331902718169,1,105.02316284179688,0.9594456491896012,441.0,295.0,280.10897318902715
Concrete,concrete,0.1,0.005,0.0,450125,2,0.7268659558263518,0.7761087267525035,1,95.58687591552734,0.9286181745986576,412.0,255.0,235.57677610854512
Concrete,concrete,0.1,0.005,0.0,450126,3,0.7094440213252095,0.751788268955651,1,110.8918914794922,0.9622909943827912,478.0,283.0,266.88252456578573
Concrete,concrete,0.1,0.005,0.0,450127,4,0.7093488194973343,0.7632331902718169,1,103.88803100585938,0.9495175923715128,427.0,292.0,271.52269497104203
Concrete,concrete,0.1,0.005,0.0,450128,5,0.6807882711348058,0.753934191702432,0,121.19691467285156,0.9595897390341024,724.0,406.0,389.922844970041
Concrete,concrete,0.1,0.005,0.0,450129,6,0.6992574257425742,0.7775393419170243,1,112.81853485107422,0.9423135761040804,452.0,318.0,289.88424032256137
Concrete,concrete,0.1,0.005,0.0,450130,7,0.7093488194973343,0.7882689556509299,1,99.51351165771484,0.9639011381950524,529.0,312.0,298.83661117676417
Concrete,concrete,0.1,0.005,0.0,450131,8,0.7171553693830921,0.8004291845493562,1,112.3938217163086,0.9383558034327568,402.0,308.0,276.3745112390649
Concrete,concrete,0.1,0.005,0.0,450132,9,0.699067022086824,0.7818311874105865,0,149.4478759765625,0.9777327031974954,714.0,459.0,421.9550102463495
Concrete,concrete,0.1,0.002,0.0,490123,0,0.7333396801218584,0.7432045779685265,1,318.2123413085937,0.9863660804345488,1046.0,783.0,702.8597555762245
Concrete,concrete,0.1,0.002,0.0,490124,1,0.6967821782178217,0.7718168812589413,2,489.9420776367188,0.991282673480934,1178.0,997.0,906.8759027930917
Concrete,concrete,0.1,0.002,0.0,490125,2,0.7095392231530845,0.7610872675250357,1,354.8378295898437,0.9895478930097796,1133.0,867.0,762.8012976870098
Concrete,concrete,0.1,0.002,0.0,490126,3,0.7194402132520944,0.7732474964234621,1,437.5135192871094,0.9916738642628884,1320.0,1045.0,917.1556744784089
Concrete,concrete,0.1,0.002,0.0,490127,4,0.7127760853008378,0.7639484978540773,1,359.4826354980469,0.9852677183535964,1094.0,810.0,733.6417172959743
Concrete,concrete,0.1,0.002,0.0,490128,5,0.6822162985529322,0.7682403433476395,1,426.436279296875,0.99137028226443,1392.0,1064.0,928.1036846628288
Concrete,concrete,0.1,0.002,0.0,490129,6,0.6971629855293222,0.7818311874105865,1,528.8494262695312,0.9926243721278866,1464.0,1171.0,1036.7670775278025
Concrete,concrete,0.1,0.002,0.0,490130,7,0.7261995430312262,0.7854077253218884,1,374.7799377441406,0.9861862178112336,1187.0,922.0,812.2953982458425
Concrete,concrete,0.1,0.002,0.0,490131,8,0.7227722772277227,0.7796852646638054,1,362.6138916015625,0.9791794696223656,1160.0,897.0,779.3112370475333
Concrete,concrete,0.1,0.002,0.0,490132,9,0.7225818735719726,0.8133047210300429,1,371.1930541992188,0.9885595944135672,1119.0,887.0,781.846172728026
Concrete,concrete,0.1,0.001,0.0,530123,0,0.5418888042650419,0.740343347639485,2,1109.9691162109375,0.996187210980381,2527.0,2289.0,1961.717419186425
Concrete,concrete,0.1,0.001,0.0,530124,1,0.6867859862909368,0.7975679542203148,1,878.146728515625,0.9952870980679316,2155.0,1800.0,1557.6743838709842
Concrete,concrete,0.1,0.001,0.0,530125,2,0.7115384615384616,0.7882689556509299,2,1004.6100463867188,0.9963436485270502,2166.0,1922.0,1670.8961646541477
Concrete,concrete,0.1,0.001,0.0,530126,3,0.5206587966488957,0.7707439198855508,6,724.3281860351562,0.993480624836664,1536.0,1350.0,1191.1317669214716
Concrete,concrete,0.1,0.001,0.0,530127,4,0.7186785986290937,0.7989985693848355,5,1029.9189453125,0.9954027670941896,1989.0,1849.0,1636.1839659663683
Concrete,concrete,0.1,0.001,0.0,530128,5,0.6574638233054074,0.7782546494992847,1,1194.397705078125,0.9962857925040915,2647.0,2306.0,1998.578490692231
Concrete,concrete,0.1,0.001,0.0,530129,6,0.694973343488195,0.7932761087267525,1,1002.4092407226562,0.9964820152671876,2297.0,1955.0,1706.6148403277568
Concrete,concrete,0.1,0.001,0.0,530130,7,0.7334348819497334,0.7668097281831188,1,969.33203125,0.99652516215443,2365.0,1981.0,1757.2770250745396
Concrete,concrete,0.1,0.001,0.0,530131,8,0.6373762376237624,0.7989985693848355,1,986.0540771484376,0.9965349411746618,2301.0,1903.0,1684.8400799952042
Concrete,concrete,0.1,0.001,0.0,530132,9,0.7124904798172125,0.7982832618025751,2,1206.567626953125,0.996751818512959,2517.0,2217.0,1971.949348396787
Concrete,concrete,0.1,0.003,0.05,570123,0,0.6455635948210205,0.7882689556509299,1,366.3629455566406,0.9874215035247176,884.0,785.0,699.8235084340915
Concrete,concrete,0.1,0.003,0.05,570124,1,0.6826923076923077,0.7861230329041488,1,309.0849304199219,0.983871344774582,715.0,635.0,573.1599159972703
Concrete,concrete,0.1,0.003,0.05,570125,2,0.7175361766945926,0.7918454935622318,1,252.46717834472656,0.974201847622212,577.0,488.0,456.0244018809296
Concrete,concrete,0.1,0.003,0.05,570126,3,0.6928789032749428,0.801859799713877,1,169.63706970214844,0.9607569371240836,446.0,369.0,326.5189971017342
Concrete,concrete,0.1,0.003,0.05,570127,4,0.6906892612338157,0.7839771101573677,0,268.7181396484375,0.983281312265038,896.0,637.0,583.5755860698439
Concrete,concrete,0.1,0.003,0.05,570128,5,0.6865003808073115,0.7868383404864091,0,283.8417053222656,0.9848705953304954,993.0,676.0,608.5154824585727
Concrete,concrete,0.1,0.003,0.05,570129,6,0.7029702970297029,0.7775393419170243,1,393.895751953125,0.990870151579605,917.0,800.0,736.0688946569096
Concrete,concrete,0.1,0.003,0.05,570130,7,0.678027418126428,0.7804005722460658,0,295.1312866210937,0.9862485383833418,948.0,689.0,623.4982454450609
Concrete,concrete,0.1,0.003,0.05,570131,8,0.7215346534653465,0.765379113018598,1,313.2200622558594,0.9797995020723186,707.0,641.0,575.3045606618408
Concrete,concrete,0.1,0.003,0.05,570132,9,0.7302932216298553,0.759656652360515,1,233.05792236328125,0.9569127986479494,528.0,465.0,428.7315555223075
Concrete,concrete,0.1,0.0014422495703074,0.05,610123,0,0.6565118050266565,0.776824034334764,0,721.1583251953125,0.9945957415781864,1902.0,1540.0,1341.1252804199246
Concrete,concrete,0.1,0.0014422495703074,0.05,610124,1,0.7223914699162224,0.796137339055794,2,711.6100463867188,0.99320546429872,1267.0,1226.0,1130.1093463631162
Concrete,concrete,0.1,0.0014422495703074,0.05,610125,2,0.7063023610053313,0.7861230329041488,1,644.1583251953125,0.9927083921683658,1244.0,1158.0,1057.0586493741594
Concrete,concrete,0.1,0.0014422495703074,0.05,610126,3,0.679074638233054,0.7975679542203148,1,589.9459228515625,0.9931120648719212,1159.0,1050.0,972.8241016577186
Concrete,concrete,0.1,0.0014422495703074,0.05,610127,4,0.6843107387661843,0.7982832618025751,3,1011.6795654296876,0.995129167584547,1664.0,1622.0,1517.414520783772
Concrete,concrete,0.1,0.0014422495703074,0.05,610128,5,0.7133472962680883,0.7854077253218884,2,824.9266357421875,0.9938939030433008,1527.0,1455.0,1310.5252716593045
Concrete,concrete,0.1,0.0014422495703074,0.05,610129,6,0.6887852246763138,0.7618025751072961,1,849.4865112304688,0.9959711126152424,1598.0,1531.0,1405.9509334499633
Concrete,concrete,0.1,0.0014422495703074,0.05,610130,7,0.6967821782178217,0.7832618025751072,1,655.397705078125,0.9890444158494636,1254.0,1188.0,1079.2196415633598
Concrete,concrete,0.1,0.0014422495703074,0.05,610131,8,0.7090632140137091,0.8154506437768241,2,784.1158447265625,0.9931018347398918,1391.0,1346.0,1242.8646932642764
Concrete,concrete,0.1,0.0014422495703074,0.05,610132,9,0.702018278750952,0.7746781115879828,1,697.1930541992188,0.9933516638142476,1384.0,1314.0,1174.016555688978
Concrete,concrete,0.1,0.003,0.1,650123,0,0.7073495811119573,0.8082975679542204,2,376.0308837890625,0.9868538736090156,688.0,657.0,627.4498076880981
Concrete,concrete,0.1,0.003,0.1,650124,1,0.7199162223914699,0.8154506437768241,1,250.88803100585935,0.9748288787051556,574.0,507.0,461.0942406957841
Concrete,concrete,0.1,0.003,0.1,650125,2,0.7261995430312262,0.8161659513590844,3,375.4903564453125,0.980106402584803,709.0,669.0,631.1710657877122
Concrete,concrete,0.1,0.003,0.1,650126,3,0.7025894897182026,0.7668097281831188,1,260.62548828125,0.9735300869729612,540.0,496.0,461.4327776085542
Concrete,concrete,0.1,0.003,0.1,650127,4,0.7277227722772277,0.7804005722460658,1,212.3166046142578,0.974844051825812,495.0,447.0,403.185310077016
Concrete,concrete,0.1,0.003,0.1,650128,5,0.6915460776846916,0.8125894134477826,0,269.2471008300781,0.9853663361425083,875.0,646.0,584.7987042507112
Concrete,concrete,0.1,0.003,0.1,650129,6,0.7142041127189642,0.7725321888412017,0,209.2934417724609,0.963271079411924,680.0,524.0,467.8251460422464
Concrete,concrete,0.1,0.003,0.1,650130,7,0.728008377760853,0.7939914163090128,1,221.54054260253903,0.9781533726761512,467.0,425.0,396.8244634467726
Concrete,concrete,0.1,0.003,0.1,650131,8,0.6964965727341965,0.7889842632331903,1,238.94595336914065,0.981757766672298,546.0,484.0,441.0838574519372
Concrete,concrete,0.1,0.003,0.1,650132,9,0.7060167555217061,0.7675250357653791,1,189.0308837890625,0.9710613014711876,496.0,455.0,385.9243248052925
Concrete,concrete,0.1,0.0014422495703074,0.1,690123,0,0.6965917745620716,0.796137339055794,1,726.8031005859375,0.9927423674732668,1374.0,1317.0,1179.1373415216929
Concrete,concrete,0.1,0.0014422495703074,0.1,690124,1,0.6945925361766946,0.7660944206008584,3,995.0695190429688,0.9944632823071364,1643.0,1629.0,1485.3041714029168
Concrete,concrete,0.1,0.0014422495703074,0.1,690125,2,0.6786938309215537,0.778969957081545,1,811.2741088867188,0.9948210940659786,1484.0,1417.0,1293.8482382099107
Concrete,concrete,0.1,0.0014422495703074,0.1,690126,3,0.7227722772277227,0.7839771101573677,1,802.87646484375,0.9936045013453724,1473.0,1404.0,1282.8220490215451
Concrete,concrete,0.1,0.0014422495703074,0.1,690127,4,0.7203922315308454,0.7889842632331903,1,794.0308837890625,0.9942454212545284,1484.0,1416.0,1264.8651923929951
Concrete,concrete,0.1,0.0014422495703074,0.1,690128,5,0.7192498095963442,0.7804005722460658,1,517.0308837890625,0.989745225370532,1013.0,935.0,855.700579015716
Concrete,concrete,0.1,0.0014422495703074,0.1,690129,6,0.7216298552932217,0.7846924177396281,2,933.5830078125,0.995778161254804,1590.0,1567.0,1433.0887034778448
Concrete,concrete,0.1,0.0014422495703074,0.1,690130,7,0.712966488956588,0.8025751072961373,1,811.061767578125,0.9960291122784998,1499.0,1448.0,1326.3005108759958
Concrete,concrete,0.1,0.0014422495703074,0.1,690131,8,0.6801218583396801,0.7982832618025751,1,707.1814575195312,0.9915802785753702,1313.0,1244.0,1153.372438983159
