histology,n_test,cindex,model_family,lambda_sparse,lambda_sample_smooth,seed
kidneyclearcellrenalcarcinoma,156,0.6739083673908367,LSPIN,0.0016,0.0,20124
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.0016,0.0,20124
kidneychromophobe,19,0.704225352112676,LSPIN,0.0016,0.0,20125
kidneyclearcellrenalcarcinoma,156,0.7160679716067971,LSPIN,0.0016,0.0,20125
kidneypapillaryrenalcellcarcinoma,84,0.7450076804915514,LSPIN,0.0016,0.0,20125
kidneychromophobe,19,0.647887323943662,LSPIN,0.0016,0.0,20126
kidneyclearcellrenalcarcinoma,156,0.6885351688535168,LSPIN,0.0016,0.0,20126
kidneypapillaryrenalcellcarcinoma,84,0.7649769585253456,LSPIN,0.0016,0.0,20126
kidneychromophobe,19,0.7605633802816901,LSPIN,0.0016,0.0,20127
kidneyclearcellrenalcarcinoma,156,0.6842331684233168,LSPIN,0.0016,0.0,20127
kidneypapillaryrenalcellcarcinoma,84,0.8233486943164362,LSPIN,0.0016,0.0,20127
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0016,0.0,20128
kidneyclearcellrenalcarcinoma,156,0.693482469348247,LSPIN,0.0016,0.0,20128
kidneypapillaryrenalcellcarcinoma,84,0.7665130568356375,LSPIN,0.0016,0.0,20128
kidneychromophobe,19,0.647887323943662,LSPIN,0.0016,0.0,20129
kidneyclearcellrenalcarcinoma,156,0.695203269520327,LSPIN,0.0016,0.0,20129
kidneypapillaryrenalcellcarcinoma,84,0.7265745007680492,LSPIN,0.0016,0.0,20129
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0016,0.0,20130
kidneyclearcellrenalcarcinoma,156,0.6545493654549366,LSPIN,0.0016,0.0,20130
kidneypapillaryrenalcellcarcinoma,84,0.706605222734255,LSPIN,0.0016,0.0,20130
kidneychromophobe,19,0.647887323943662,LSPIN,0.0016,0.0,20131
kidneyclearcellrenalcarcinoma,156,0.6379866637986664,LSPIN,0.0016,0.0,20131
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,LSPIN,0.0016,0.0,20131
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0016,0.0,20132
kidneyclearcellrenalcarcinoma,156,0.6853086685308668,LSPIN,0.0016,0.0,20132
kidneypapillaryrenalcellcarcinoma,84,0.8248847926267281,LSPIN,0.0016,0.0,20132
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0011,0.0,60123
kidneyclearcellrenalcarcinoma,156,0.6898257689825769,LSPIN,0.0011,0.0,60123
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.0011,0.0,60123
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0011,0.0,60124
kidneyclearcellrenalcarcinoma,156,0.6607872660787266,LSPIN,0.0011,0.0,60124
kidneypapillaryrenalcellcarcinoma,84,0.6989247311827957,LSPIN,0.0011,0.0,60124
kidneychromophobe,19,0.676056338028169,LSPIN,0.0011,0.0,60125
kidneyclearcellrenalcarcinoma,156,0.6640137664013767,LSPIN,0.0011,0.0,60125
kidneypapillaryrenalcellcarcinoma,84,0.8003072196620584,LSPIN,0.0011,0.0,60125
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0011,0.0,60126
kidneyclearcellrenalcarcinoma,156,0.694557969455797,LSPIN,0.0011,0.0,60126
kidneypapillaryrenalcellcarcinoma,84,0.794162826420891,LSPIN,0.0011,0.0,60126
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0011,0.0,60127
kidneyclearcellrenalcarcinoma,156,0.6786405678640568,LSPIN,0.0011,0.0,60127
kidneypapillaryrenalcellcarcinoma,84,0.728110599078341,LSPIN,0.0011,0.0,60127
kidneychromophobe,19,0.647887323943662,LSPIN,0.0011,0.0,60128
kidneyclearcellrenalcarcinoma,156,0.693482469348247,LSPIN,0.0011,0.0,60128
kidneypapillaryrenalcellcarcinoma,84,0.8018433179723502,LSPIN,0.0011,0.0,60128
kidneychromophobe,19,0.676056338028169,LSPIN,0.0011,0.0,60129
kidneyclearcellrenalcarcinoma,156,0.6661647666164766,LSPIN,0.0011,0.0,60129
kidneypapillaryrenalcellcarcinoma,84,0.7434715821812596,LSPIN,0.0011,0.0,60129
kidneychromophobe,19,0.704225352112676,LSPIN,0.0011,0.0,60130
kidneyclearcellrenalcarcinoma,156,0.6644439664443966,LSPIN,0.0011,0.0,60130
kidneypapillaryrenalcellcarcinoma,84,0.728110599078341,LSPIN,0.0011,0.0,60130
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0011,0.0,60131
kidneyclearcellrenalcarcinoma,156,0.6844482684448269,LSPIN,0.0011,0.0,60131
kidneypapillaryrenalcellcarcinoma,84,0.8172043010752689,LSPIN,0.0011,0.0,60131
kidneychromophobe,19,0.676056338028169,LSPIN,0.0011,0.0,60132
kidneyclearcellrenalcarcinoma,156,0.6887502688750269,LSPIN,0.0011,0.0,60132
kidneypapillaryrenalcellcarcinoma,84,0.7557603686635944,LSPIN,0.0011,0.0,60132
kidneychromophobe,19,0.647887323943662,LSPIN,0.0007,0.0,100123
kidneyclearcellrenalcarcinoma,156,0.6889653688965369,LSPIN,0.0007,0.0,100123
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.0007,0.0,100123
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0007,0.0,100124
kidneyclearcellrenalcarcinoma,156,0.6655194665519466,LSPIN,0.0007,0.0,100124
kidneypapillaryrenalcellcarcinoma,84,0.8310291858678955,LSPIN,0.0007,0.0,100124
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0007,0.0,100125
kidneyclearcellrenalcarcinoma,156,0.6610023661002367,LSPIN,0.0007,0.0,100125
kidneypapillaryrenalcellcarcinoma,84,0.7219662058371735,LSPIN,0.0007,0.0,100125
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0007,0.0,100126
kidneyclearcellrenalcarcinoma,156,0.6717573671757368,LSPIN,0.0007,0.0,100126
kidneypapillaryrenalcellcarcinoma,84,0.7956989247311828,LSPIN,0.0007,0.0,100126
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0007,0.0,100127
kidneyclearcellrenalcarcinoma,156,0.6865992686599268,LSPIN,0.0007,0.0,100127
kidneypapillaryrenalcellcarcinoma,84,0.794162826420891,LSPIN,0.0007,0.0,100127
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0007,0.0,100128
kidneyclearcellrenalcarcinoma,156,0.6369111636911163,LSPIN,0.0007,0.0,100128
kidneypapillaryrenalcellcarcinoma,84,0.7419354838709677,LSPIN,0.0007,0.0,100128
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0007,0.0,100129
kidneyclearcellrenalcarcinoma,156,0.6801462680146269,LSPIN,0.0007,0.0,100129
kidneypapillaryrenalcellcarcinoma,84,0.7204301075268817,LSPIN,0.0007,0.0,100129
kidneychromophobe,19,0.647887323943662,LSPIN,0.0007,0.0,100130
kidneyclearcellrenalcarcinoma,156,0.6874596687459669,LSPIN,0.0007,0.0,100130
kidneypapillaryrenalcellcarcinoma,84,0.8095238095238095,LSPIN,0.0007,0.0,100130
kidneychromophobe,19,0.7887323943661971,LSPIN,0.0007,0.0,100131
kidneyclearcellrenalcarcinoma,156,0.6616476661647667,LSPIN,0.0007,0.0,100131
kidneypapillaryrenalcellcarcinoma,84,0.7511520737327189,LSPIN,0.0007,0.0,100131
kidneychromophobe,19,0.676056338028169,LSPIN,0.0007,0.0,100132
kidneyclearcellrenalcarcinoma,156,0.700150570015057,LSPIN,0.0007,0.0,100132
kidneypapillaryrenalcellcarcinoma,84,0.8110599078341014,LSPIN,0.0007,0.0,100132
kidneychromophobe,19,0.7464788732394366,LSPIN,0.0013,0.05,140123
kidneyclearcellrenalcarcinoma,156,0.7035921703592171,LSPIN,0.0013,0.05,140123
kidneypapillaryrenalcellcarcinoma,84,0.7219662058371735,LSPIN,0.0013,0.05,140123
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0013,0.05,140124
kidneyclearcellrenalcarcinoma,156,0.6681006668100666,LSPIN,0.0013,0.05,140124
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.0013,0.05,140124
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0013,0.05,140125
kidneyclearcellrenalcarcinoma,156,0.6532587653258766,LSPIN,0.0013,0.05,140125
kidneypapillaryrenalcellcarcinoma,84,0.6989247311827957,LSPIN,0.0013,0.05,140125
kidneychromophobe,19,0.7746478873239436,LSPIN,0.0013,0.05,140126
kidneyclearcellrenalcarcinoma,156,0.6913314691331469,LSPIN,0.0013,0.05,140126
kidneypapillaryrenalcellcarcinoma,84,0.7434715821812596,LSPIN,0.0013,0.05,140126
kidneychromophobe,19,0.676056338028169,LSPIN,0.0013,0.05,140127
kidneyclearcellrenalcarcinoma,156,0.6560550656055065,LSPIN,0.0013,0.05,140127
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,LSPIN,0.0013,0.05,140127
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0013,0.05,140128
kidneyclearcellrenalcarcinoma,156,0.6930522693052269,LSPIN,0.0013,0.05,140128
kidneypapillaryrenalcellcarcinoma,84,0.7619047619047619,LSPIN,0.0013,0.05,140128
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0013,0.05,140129
kidneyclearcellrenalcarcinoma,156,0.6386319638631964,LSPIN,0.0013,0.05,140129
kidneypapillaryrenalcellcarcinoma,84,0.7142857142857143,LSPIN,0.0013,0.05,140129
kidneychromophobe,19,0.5915492957746479,LSPIN,0.0013,0.05,140130
kidneyclearcellrenalcarcinoma,156,0.6657345665734566,LSPIN,0.0013,0.05,140130
kidneypapillaryrenalcellcarcinoma,84,0.7112135176651305,LSPIN,0.0013,0.05,140130
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0013,0.05,140131
kidneyclearcellrenalcarcinoma,156,0.6631533663153366,LSPIN,0.0013,0.05,140131
kidneypapillaryrenalcellcarcinoma,84,0.7926267281105991,LSPIN,0.0013,0.05,140131
kidneychromophobe,19,0.5211267605633803,LSPIN,0.0013,0.05,140132
kidneyclearcellrenalcarcinoma,156,0.6758442675844267,LSPIN,0.0013,0.05,140132
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.0013,0.05,140132
kidneychromophobe,19,0.5774647887323944,LSPIN,0.0009,0.05,180123
kidneyclearcellrenalcarcinoma,156,0.6657345665734566,LSPIN,0.0009,0.05,180123
kidneypapillaryrenalcellcarcinoma,84,0.783410138248848,LSPIN,0.0009,0.05,180123
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0009,0.05,180124
kidneyclearcellrenalcarcinoma,156,0.6872445687244568,LSPIN,0.0009,0.05,180124
kidneypapillaryrenalcellcarcinoma,84,0.804915514592934,LSPIN,0.0009,0.05,180124
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0009,0.05,180125
kidneyclearcellrenalcarcinoma,156,0.697784469778447,LSPIN,0.0009,0.05,180125
kidneypapillaryrenalcellcarcinoma,84,0.7695852534562212,LSPIN,0.0009,0.05,180125
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0009,0.05,180126
kidneyclearcellrenalcarcinoma,156,0.7266078726607873,LSPIN,0.0009,0.05,180126
kidneypapillaryrenalcellcarcinoma,84,0.7526881720430108,LSPIN,0.0009,0.05,180126
kidneychromophobe,19,0.647887323943662,LSPIN,0.0009,0.05,180127
kidneyclearcellrenalcarcinoma,156,0.6685308668530867,LSPIN,0.0009,0.05,180127
kidneypapillaryrenalcellcarcinoma,84,0.8248847926267281,LSPIN,0.0009,0.05,180127
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0009,0.05,180128
kidneyclearcellrenalcarcinoma,156,0.6614325661432566,LSPIN,0.0009,0.05,180128
kidneypapillaryrenalcellcarcinoma,84,0.7772657450076805,LSPIN,0.0009,0.05,180128
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0009,0.05,180129
kidneyclearcellrenalcarcinoma,156,0.6751989675198967,LSPIN,0.0009,0.05,180129
kidneypapillaryrenalcellcarcinoma,84,0.7864823348694316,LSPIN,0.0009,0.05,180129
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0009,0.05,180130
kidneyclearcellrenalcarcinoma,156,0.6683157668315767,LSPIN,0.0009,0.05,180130
kidneypapillaryrenalcellcarcinoma,84,0.7572964669738863,LSPIN,0.0009,0.05,180130
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0009,0.05,180131
kidneyclearcellrenalcarcinoma,156,0.6349752634975263,LSPIN,0.0009,0.05,180131
kidneypapillaryrenalcellcarcinoma,84,0.7357910906298003,LSPIN,0.0009,0.05,180131
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0009,0.05,180132
kidneyclearcellrenalcarcinoma,156,0.6567003656700365,LSPIN,0.0009,0.05,180132
kidneypapillaryrenalcellcarcinoma,84,0.8233486943164362,LSPIN,0.0009,0.05,180132
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0013,0.1,220123
kidneyclearcellrenalcarcinoma,156,0.6893955689395569,LSPIN,0.0013,0.1,220123
kidneypapillaryrenalcellcarcinoma,84,0.7695852534562212,LSPIN,0.0013,0.1,220123
kidneychromophobe,19,0.7323943661971831,LSPIN,0.0013,0.1,220124
kidneyclearcellrenalcarcinoma,156,0.6599268659926866,LSPIN,0.0013,0.1,220124
kidneypapillaryrenalcellcarcinoma,84,0.82642089093702,LSPIN,0.0013,0.1,220124
kidneychromophobe,19,0.676056338028169,LSPIN,0.0013,0.1,220125
kidneyclearcellrenalcarcinoma,156,0.7102602710260271,LSPIN,0.0013,0.1,220125
kidneypapillaryrenalcellcarcinoma,84,0.837173579109063,LSPIN,0.0013,0.1,220125
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0013,0.1,220126
kidneyclearcellrenalcarcinoma,156,0.6788556678855668,LSPIN,0.0013,0.1,220126
kidneypapillaryrenalcellcarcinoma,84,0.8187403993855606,LSPIN,0.0013,0.1,220126
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0013,0.1,220127
kidneyclearcellrenalcarcinoma,156,0.6857388685738869,LSPIN,0.0013,0.1,220127
kidneypapillaryrenalcellcarcinoma,84,0.7665130568356375,LSPIN,0.0013,0.1,220127
kidneychromophobe,19,0.647887323943662,LSPIN,0.0013,0.1,220128
kidneyclearcellrenalcarcinoma,156,0.6730479673047968,LSPIN,0.0013,0.1,220128
kidneypapillaryrenalcellcarcinoma,84,0.8095238095238095,LSPIN,0.0013,0.1,220128
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0013,0.1,220129
kidneyclearcellrenalcarcinoma,156,0.6878898687889868,LSPIN,0.0013,0.1,220129
kidneypapillaryrenalcellcarcinoma,84,0.7757296466973886,LSPIN,0.0013,0.1,220129
kidneychromophobe,19,0.5492957746478874,LSPIN,0.0013,0.1,220130
kidneyclearcellrenalcarcinoma,156,0.6708969670896967,LSPIN,0.0013,0.1,220130
kidneypapillaryrenalcellcarcinoma,84,0.7204301075268817,LSPIN,0.0013,0.1,220130
kidneychromophobe,19,0.704225352112676,LSPIN,0.0013,0.1,220131
kidneyclearcellrenalcarcinoma,156,0.6650892665089266,LSPIN,0.0013,0.1,220131
kidneypapillaryrenalcellcarcinoma,84,0.8064516129032258,LSPIN,0.0013,0.1,220131
kidneychromophobe,19,0.5211267605633803,LSPIN,0.0013,0.1,220132
kidneyclearcellrenalcarcinoma,156,0.6573456657345665,LSPIN,0.0013,0.1,220132
kidneypapillaryrenalcellcarcinoma,84,0.7035330261136713,LSPIN,0.0013,0.1,220132
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0009,0.1,260123
kidneyclearcellrenalcarcinoma,156,0.6577758657775866,LSPIN,0.0009,0.1,260123
kidneypapillaryrenalcellcarcinoma,84,0.7572964669738863,LSPIN,0.0009,0.1,260123
kidneychromophobe,19,0.704225352112676,LSPIN,0.0009,0.1,260124
kidneyclearcellrenalcarcinoma,156,0.698859969885997,LSPIN,0.0009,0.1,260124
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,LSPIN,0.0009,0.1,260124
kidneychromophobe,19,0.5774647887323944,LSPIN,0.0009,0.1,260125
kidneyclearcellrenalcarcinoma,156,0.6741234674123467,LSPIN,0.0009,0.1,260125
kidneypapillaryrenalcellcarcinoma,84,0.7450076804915514,LSPIN,0.0009,0.1,260125
kidneychromophobe,19,0.647887323943662,LSPIN,0.0009,0.1,260126
kidneyclearcellrenalcarcinoma,156,0.6889653688965369,LSPIN,0.0009,0.1,260126
kidneypapillaryrenalcellcarcinoma,84,0.8064516129032258,LSPIN,0.0009,0.1,260126
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0009,0.1,260127
kidneyclearcellrenalcarcinoma,156,0.6889653688965369,LSPIN,0.0009,0.1,260127
kidneypapillaryrenalcellcarcinoma,84,0.7926267281105991,LSPIN,0.0009,0.1,260127
kidneychromophobe,19,0.7323943661971831,LSPIN,0.0009,0.1,260128
kidneyclearcellrenalcarcinoma,156,0.6749838674983868,LSPIN,0.0009,0.1,260128
kidneypapillaryrenalcellcarcinoma,84,0.7603686635944701,LSPIN,0.0009,0.1,260128
kidneychromophobe,19,0.704225352112676,LSPIN,0.0009,0.1,260129
kidneyclearcellrenalcarcinoma,156,0.698859969885997,LSPIN,0.0009,0.1,260129
kidneypapillaryrenalcellcarcinoma,84,0.837173579109063,LSPIN,0.0009,0.1,260129
kidneychromophobe,19,0.676056338028169,LSPIN,0.0009,0.1,260130
kidneyclearcellrenalcarcinoma,156,0.6610023661002367,LSPIN,0.0009,0.1,260130
kidneypapillaryrenalcellcarcinoma,84,0.7926267281105991,LSPIN,0.0009,0.1,260130
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0009,0.1,260131
kidneyclearcellrenalcarcinoma,156,0.6489567648956764,LSPIN,0.0009,0.1,260131
kidneypapillaryrenalcellcarcinoma,84,0.7373271889400922,LSPIN,0.0009,0.1,260131
kidneychromophobe,19,0.676056338028169,LSPIN,0.0009,0.1,260132
kidneyclearcellrenalcarcinoma,156,0.6719724671972467,LSPIN,0.0009,0.1,260132
kidneypapillaryrenalcellcarcinoma,84,0.7726574500768049,LSPIN,0.0009,0.1,260132
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0013,0.15,300123
kidneyclearcellrenalcarcinoma,156,0.6777801677780168,LSPIN,0.0013,0.15,300123
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.0013,0.15,300123
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0013,0.15,300124
kidneyclearcellrenalcarcinoma,156,0.6614325661432566,LSPIN,0.0013,0.15,300124
kidneypapillaryrenalcellcarcinoma,84,0.8110599078341014,LSPIN,0.0013,0.15,300124
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0013,0.15,300125
kidneyclearcellrenalcarcinoma,156,0.6769197676919768,LSPIN,0.0013,0.15,300125
kidneypapillaryrenalcellcarcinoma,84,0.7588325652841782,LSPIN,0.0013,0.15,300125
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0013,0.15,300126
kidneyclearcellrenalcarcinoma,156,0.6835878683587868,LSPIN,0.0013,0.15,300126
kidneypapillaryrenalcellcarcinoma,84,0.7649769585253456,LSPIN,0.0013,0.15,300126
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0013,0.15,300127
kidneyclearcellrenalcarcinoma,156,0.6560550656055065,LSPIN,0.0013,0.15,300127
kidneypapillaryrenalcellcarcinoma,84,0.7204301075268817,LSPIN,0.0013,0.15,300127
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0013,0.15,300128
kidneyclearcellrenalcarcinoma,156,0.6283071628307163,LSPIN,0.0013,0.15,300128
kidneypapillaryrenalcellcarcinoma,84,0.7265745007680492,LSPIN,0.0013,0.15,300128
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0013,0.15,300129
kidneyclearcellrenalcarcinoma,156,0.6949881694988169,LSPIN,0.0013,0.15,300129
kidneypapillaryrenalcellcarcinoma,84,0.7572964669738863,LSPIN,0.0013,0.15,300129
kidneychromophobe,19,0.7464788732394366,LSPIN,0.0013,0.15,300130
kidneyclearcellrenalcarcinoma,156,0.6803613680361368,LSPIN,0.0013,0.15,300130
kidneypapillaryrenalcellcarcinoma,84,0.7557603686635944,LSPIN,0.0013,0.15,300130
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0013,0.15,300131
kidneyclearcellrenalcarcinoma,156,0.6820821682082168,LSPIN,0.0013,0.15,300131
kidneypapillaryrenalcellcarcinoma,84,0.7741935483870968,LSPIN,0.0013,0.15,300131
kidneychromophobe,19,0.7605633802816901,LSPIN,0.0013,0.15,300132
kidneyclearcellrenalcarcinoma,156,0.6840180684018068,LSPIN,0.0013,0.15,300132
kidneypapillaryrenalcellcarcinoma,84,0.7864823348694316,LSPIN,0.0013,0.15,300132
kidneychromophobe,19,0.647887323943662,LSPIN,0.0009,0.15,340123
kidneyclearcellrenalcarcinoma,156,0.6816519681651968,LSPIN,0.0009,0.15,340123
kidneypapillaryrenalcellcarcinoma,84,0.7526881720430108,LSPIN,0.0009,0.15,340123
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0009,0.15,340124
kidneyclearcellrenalcarcinoma,156,0.708324370832437,LSPIN,0.0009,0.15,340124
kidneypapillaryrenalcellcarcinoma,84,0.7450076804915514,LSPIN,0.0009,0.15,340124
kidneychromophobe,19,0.676056338028169,LSPIN,0.0009,0.15,340125
kidneyclearcellrenalcarcinoma,156,0.6670251667025167,LSPIN,0.0009,0.15,340125
kidneypapillaryrenalcellcarcinoma,84,0.8018433179723502,LSPIN,0.0009,0.15,340125
kidneychromophobe,19,0.676056338028169,LSPIN,0.0009,0.15,340126
kidneyclearcellrenalcarcinoma,156,0.6767046676704668,LSPIN,0.0009,0.15,340126
kidneypapillaryrenalcellcarcinoma,84,0.6466973886328725,LSPIN,0.0009,0.15,340126
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0009,0.15,340127
kidneyclearcellrenalcarcinoma,156,0.6702516670251667,LSPIN,0.0009,0.15,340127
kidneypapillaryrenalcellcarcinoma,84,0.8033794162826421,LSPIN,0.0009,0.15,340127
kidneychromophobe,19,0.647887323943662,LSPIN,0.0009,0.15,340128
kidneyclearcellrenalcarcinoma,156,0.6515379651537965,LSPIN,0.0009,0.15,340128
kidneypapillaryrenalcellcarcinoma,84,0.7403993855606759,LSPIN,0.0009,0.15,340128
kidneychromophobe,19,0.7323943661971831,LSPIN,0.0009,0.15,340129
kidneyclearcellrenalcarcinoma,156,0.6625080662508066,LSPIN,0.0009,0.15,340129
kidneypapillaryrenalcellcarcinoma,84,0.7526881720430108,LSPIN,0.0009,0.15,340129
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0009,0.15,340130
kidneyclearcellrenalcarcinoma,156,0.6868143686814369,LSPIN,0.0009,0.15,340130
kidneypapillaryrenalcellcarcinoma,84,0.7818740399385561,LSPIN,0.0009,0.15,340130
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0009,0.15,340131
kidneyclearcellrenalcarcinoma,156,0.6749838674983868,LSPIN,0.0009,0.15,340131
kidneypapillaryrenalcellcarcinoma,84,0.7327188940092166,LSPIN,0.0009,0.15,340131
kidneychromophobe,19,0.676056338028169,LSPIN,0.0009,0.15,340132
kidneyclearcellrenalcarcinoma,156,0.6478812647881265,LSPIN,0.0009,0.15,340132
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.0009,0.15,340132
kidneychromophobe,19,0.647887323943662,LSPIN,0.0013,0.2,380123
kidneyclearcellrenalcarcinoma,156,0.6865992686599268,LSPIN,0.0013,0.2,380123
kidneypapillaryrenalcellcarcinoma,84,0.7480798771121352,LSPIN,0.0013,0.2,380123
kidneychromophobe,19,0.7323943661971831,LSPIN,0.0013,0.2,380124
kidneyclearcellrenalcarcinoma,156,0.6412131641213165,LSPIN,0.0013,0.2,380124
kidneypapillaryrenalcellcarcinoma,84,0.6866359447004609,LSPIN,0.0013,0.2,380124
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0013,0.2,380125
kidneyclearcellrenalcarcinoma,156,0.700580770058077,LSPIN,0.0013,0.2,380125
kidneypapillaryrenalcellcarcinoma,84,0.8095238095238095,LSPIN,0.0013,0.2,380125
kidneychromophobe,19,0.647887323943662,LSPIN,0.0013,0.2,380126
kidneyclearcellrenalcarcinoma,156,0.6863841686384169,LSPIN,0.0013,0.2,380126
kidneypapillaryrenalcellcarcinoma,84,0.7956989247311828,LSPIN,0.0013,0.2,380126
kidneychromophobe,19,0.676056338028169,LSPIN,0.0013,0.2,380127
kidneyclearcellrenalcarcinoma,156,0.6584211658421166,LSPIN,0.0013,0.2,380127
kidneypapillaryrenalcellcarcinoma,84,0.8064516129032258,LSPIN,0.0013,0.2,380127
kidneychromophobe,19,0.676056338028169,LSPIN,0.0013,0.2,380128
kidneyclearcellrenalcarcinoma,156,0.6485265648526565,LSPIN,0.0013,0.2,380128
kidneypapillaryrenalcellcarcinoma,84,0.7649769585253456,LSPIN,0.0013,0.2,380128
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0013,0.2,380129
kidneyclearcellrenalcarcinoma,156,0.6627231662723166,LSPIN,0.0013,0.2,380129
kidneypapillaryrenalcellcarcinoma,84,0.7311827956989247,LSPIN,0.0013,0.2,380129
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0013,0.2,380130
kidneyclearcellrenalcarcinoma,156,0.6229296622929662,LSPIN,0.0013,0.2,380130
kidneypapillaryrenalcellcarcinoma,84,0.6451612903225806,LSPIN,0.0013,0.2,380130
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0013,0.2,380131
kidneyclearcellrenalcarcinoma,156,0.6592815659281566,LSPIN,0.0013,0.2,380131
kidneypapillaryrenalcellcarcinoma,84,0.7588325652841782,LSPIN,0.0013,0.2,380131
kidneychromophobe,19,0.7887323943661971,LSPIN,0.0013,0.2,380132
kidneyclearcellrenalcarcinoma,156,0.6726177672617767,LSPIN,0.0013,0.2,380132
kidneypapillaryrenalcellcarcinoma,84,0.7434715821812596,LSPIN,0.0013,0.2,380132
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0009,0.2,420123
kidneyclearcellrenalcarcinoma,156,0.6681006668100666,LSPIN,0.0009,0.2,420123
kidneypapillaryrenalcellcarcinoma,84,0.7480798771121352,LSPIN,0.0009,0.2,420123
kidneychromophobe,19,0.7464788732394366,LSPIN,0.0009,0.2,420124
kidneyclearcellrenalcarcinoma,156,0.695418369541837,LSPIN,0.0009,0.2,420124
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.0009,0.2,420124
kidneychromophobe,19,0.676056338028169,LSPIN,0.0009,0.2,420125
kidneyclearcellrenalcarcinoma,156,0.6614325661432566,LSPIN,0.0009,0.2,420125
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,LSPIN,0.0009,0.2,420125
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0009,0.2,420126
kidneyclearcellrenalcarcinoma,156,0.6465906646590664,LSPIN,0.0009,0.2,420126
kidneypapillaryrenalcellcarcinoma,84,0.7526881720430108,LSPIN,0.0009,0.2,420126
kidneychromophobe,19,0.5070422535211268,LSPIN,0.0009,0.2,420127
kidneyclearcellrenalcarcinoma,156,0.6698214669821467,LSPIN,0.0009,0.2,420127
kidneypapillaryrenalcellcarcinoma,84,0.6712749615975423,LSPIN,0.0009,0.2,420127
kidneychromophobe,19,0.647887323943662,LSPIN,0.0009,0.2,420128
kidneyclearcellrenalcarcinoma,156,0.7074639707463971,LSPIN,0.0009,0.2,420128
