histology,n_test,cindex,model_family,lambda_sparse,lambda_sample_smooth,seed
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0015,0.0,30131
kidneyclearcellrenalcarcinoma,156,0.6767046676704668,LSPIN,0.0015,0.0,30131
kidneypapillaryrenalcellcarcinoma,84,0.7757296466973886,LSPIN,0.0015,0.0,30131
kidneychromophobe,19,0.647887323943662,LSPIN,0.0015,0.0,30132
kidneyclearcellrenalcarcinoma,156,0.697784469778447,LSPIN,0.0015,0.0,30132
kidneypapillaryrenalcellcarcinoma,84,0.7987711213517665,LSPIN,0.0015,0.0,30132
kidneychromophobe,19,0.6619718309859155,LSPIN,0.001,0.0,70123
kidneyclearcellrenalcarcinoma,156,0.6278769627876962,LSPIN,0.001,0.0,70123
kidneypapillaryrenalcellcarcinoma,84,0.7127496159754224,LSPIN,0.001,0.0,70123
kidneychromophobe,19,0.704225352112676,LSPIN,0.001,0.0,70124
kidneyclearcellrenalcarcinoma,156,0.6618627661862766,LSPIN,0.001,0.0,70124
kidneypapillaryrenalcellcarcinoma,84,0.8003072196620584,LSPIN,0.001,0.0,70124
kidneychromophobe,19,0.6901408450704225,LSPIN,0.001,0.0,70125
kidneyclearcellrenalcarcinoma,156,0.6592815659281566,LSPIN,0.001,0.0,70125
kidneypapillaryrenalcellcarcinoma,84,0.7342549923195084,LSPIN,0.001,0.0,70125
kidneychromophobe,19,0.676056338028169,LSPIN,0.001,0.0,70126
kidneyclearcellrenalcarcinoma,156,0.6872445687244568,LSPIN,0.001,0.0,70126
kidneypapillaryrenalcellcarcinoma,84,0.8018433179723502,LSPIN,0.001,0.0,70126
kidneychromophobe,19,0.7464788732394366,LSPIN,0.001,0.0,70127
kidneyclearcellrenalcarcinoma,156,0.6711120671112067,LSPIN,0.001,0.0,70127
kidneypapillaryrenalcellcarcinoma,84,0.7050691244239631,LSPIN,0.001,0.0,70127
kidneychromophobe,19,0.704225352112676,LSPIN,0.001,0.0,70128
kidneyclearcellrenalcarcinoma,156,0.6631533663153366,LSPIN,0.001,0.0,70128
kidneypapillaryrenalcellcarcinoma,84,0.7803379416282642,LSPIN,0.001,0.0,70128
kidneychromophobe,19,0.647887323943662,LSPIN,0.001,0.0,70129
kidneyclearcellrenalcarcinoma,156,0.6508926650892665,LSPIN,0.001,0.0,70129
kidneypapillaryrenalcellcarcinoma,84,0.8033794162826421,LSPIN,0.001,0.0,70129
kidneychromophobe,19,0.6901408450704225,LSPIN,0.001,0.0,70130
kidneyclearcellrenalcarcinoma,156,0.697784469778447,LSPIN,0.001,0.0,70130
kidneypapillaryrenalcellcarcinoma,84,0.7741935483870968,LSPIN,0.001,0.0,70130
kidneychromophobe,19,0.6338028169014085,LSPIN,0.001,0.0,70131
kidneyclearcellrenalcarcinoma,156,0.6629382662938267,LSPIN,0.001,0.0,70131
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.001,0.0,70131
kidneychromophobe,19,0.647887323943662,LSPIN,0.001,0.0,70132
kidneyclearcellrenalcarcinoma,156,0.6298128629812862,LSPIN,0.001,0.0,70132
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,LSPIN,0.001,0.0,70132
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0006,0.0,110123
kidneyclearcellrenalcarcinoma,156,0.6665949666594967,LSPIN,0.0006,0.0,110123
kidneypapillaryrenalcellcarcinoma,84,0.7757296466973886,LSPIN,0.0006,0.0,110123
kidneychromophobe,19,0.647887323943662,LSPIN,0.0006,0.0,110124
kidneyclearcellrenalcarcinoma,156,0.6900408690040869,LSPIN,0.0006,0.0,110124
kidneypapillaryrenalcellcarcinoma,84,0.7142857142857143,LSPIN,0.0006,0.0,110124
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0006,0.0,110125
kidneyclearcellrenalcarcinoma,156,0.6188427618842762,LSPIN,0.0006,0.0,110125
kidneypapillaryrenalcellcarcinoma,84,0.7373271889400922,LSPIN,0.0006,0.0,110125
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0006,0.0,110126
kidneyclearcellrenalcarcinoma,156,0.6696063669606367,LSPIN,0.0006,0.0,110126
kidneypapillaryrenalcellcarcinoma,84,0.7772657450076805,LSPIN,0.0006,0.0,110126
kidneychromophobe,19,0.704225352112676,LSPIN,0.0006,0.0,110127
kidneyclearcellrenalcarcinoma,156,0.6683157668315767,LSPIN,0.0006,0.0,110127
kidneypapillaryrenalcellcarcinoma,84,0.8110599078341014,LSPIN,0.0006,0.0,110127
kidneychromophobe,19,0.676056338028169,LSPIN,0.0006,0.0,110128
kidneyclearcellrenalcarcinoma,156,0.701441170144117,LSPIN,0.0006,0.0,110128
kidneypapillaryrenalcellcarcinoma,84,0.7726574500768049,LSPIN,0.0006,0.0,110128
kidneychromophobe,19,0.676056338028169,LSPIN,0.0006,0.0,110129
kidneyclearcellrenalcarcinoma,156,0.700580770058077,LSPIN,0.0006,0.0,110129
kidneypapillaryrenalcellcarcinoma,84,0.7803379416282642,LSPIN,0.0006,0.0,110129
kidneychromophobe,19,0.676056338028169,LSPIN,0.0006,0.0,110130
kidneyclearcellrenalcarcinoma,156,0.6528285652828565,LSPIN,0.0006,0.0,110130
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,LSPIN,0.0006,0.0,110130
kidneychromophobe,19,0.704225352112676,LSPIN,0.0006,0.0,110131
kidneyclearcellrenalcarcinoma,156,0.6332544633254463,LSPIN,0.0006,0.0,110131
kidneypapillaryrenalcellcarcinoma,84,0.7695852534562212,LSPIN,0.0006,0.0,110131
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0006,0.0,110132
kidneyclearcellrenalcarcinoma,156,0.708324370832437,LSPIN,0.0006,0.0,110132
kidneypapillaryrenalcellcarcinoma,84,0.7972350230414746,LSPIN,0.0006,0.0,110132
kidneychromophobe,19,0.8028169014084507,LSPIN,0.0012,0.05,150123
kidneyclearcellrenalcarcinoma,156,0.6820821682082168,LSPIN,0.0012,0.05,150123
kidneypapillaryrenalcellcarcinoma,84,0.706605222734255,LSPIN,0.0012,0.05,150123
kidneychromophobe,19,0.647887323943662,LSPIN,0.0012,0.05,150124
kidneyclearcellrenalcarcinoma,156,0.6726177672617767,LSPIN,0.0012,0.05,150124
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,LSPIN,0.0012,0.05,150124
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0012,0.05,150125
kidneyclearcellrenalcarcinoma,156,0.6803613680361368,LSPIN,0.0012,0.05,150125
kidneypapillaryrenalcellcarcinoma,84,0.7741935483870968,LSPIN,0.0012,0.05,150125
kidneychromophobe,19,0.647887323943662,LSPIN,0.0012,0.05,150126
kidneyclearcellrenalcarcinoma,156,0.6549795654979566,LSPIN,0.0012,0.05,150126
kidneypapillaryrenalcellcarcinoma,84,0.7972350230414746,LSPIN,0.0012,0.05,150126
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0012,0.05,150127
kidneyclearcellrenalcarcinoma,156,0.6590664659066466,LSPIN,0.0012,0.05,150127
kidneypapillaryrenalcellcarcinoma,84,0.7972350230414746,LSPIN,0.0012,0.05,150127
kidneychromophobe,19,0.647887323943662,LSPIN,0.0012,0.05,150128
kidneyclearcellrenalcarcinoma,156,0.6805764680576468,LSPIN,0.0012,0.05,150128
kidneypapillaryrenalcellcarcinoma,84,0.7557603686635944,LSPIN,0.0012,0.05,150128
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0012,0.05,150129
kidneyclearcellrenalcarcinoma,156,0.6470208647020864,LSPIN,0.0012,0.05,150129
kidneypapillaryrenalcellcarcinoma,84,0.7419354838709677,LSPIN,0.0012,0.05,150129
kidneychromophobe,19,0.5774647887323944,LSPIN,0.0012,0.05,150130
kidneyclearcellrenalcarcinoma,156,0.6672402667240267,LSPIN,0.0012,0.05,150130
kidneypapillaryrenalcellcarcinoma,84,0.7572964669738863,LSPIN,0.0012,0.05,150130
kidneychromophobe,19,0.704225352112676,LSPIN,0.0012,0.05,150131
kidneyclearcellrenalcarcinoma,156,0.6732630673263067,LSPIN,0.0012,0.05,150131
kidneypapillaryrenalcellcarcinoma,84,0.8402457757296466,LSPIN,0.0012,0.05,150131
kidneychromophobe,19,0.5070422535211268,LSPIN,0.0012,0.05,150132
kidneyclearcellrenalcarcinoma,156,0.6842331684233168,LSPIN,0.0012,0.05,150132
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.0012,0.05,150132
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0008,0.05,190123
kidneyclearcellrenalcarcinoma,156,0.6463755646375564,LSPIN,0.0008,0.05,190123
kidneypapillaryrenalcellcarcinoma,84,0.8018433179723502,LSPIN,0.0008,0.05,190123
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0008,0.05,190124
kidneyclearcellrenalcarcinoma,156,0.6751989675198967,LSPIN,0.0008,0.05,190124
kidneypapillaryrenalcellcarcinoma,84,0.7480798771121352,LSPIN,0.0008,0.05,190124
kidneychromophobe,19,0.676056338028169,LSPIN,0.0008,0.05,190125
kidneyclearcellrenalcarcinoma,156,0.6734781673478167,LSPIN,0.0008,0.05,190125
kidneypapillaryrenalcellcarcinoma,84,0.7465437788018433,LSPIN,0.0008,0.05,190125
kidneychromophobe,19,0.647887323943662,LSPIN,0.0008,0.05,190126
kidneyclearcellrenalcarcinoma,156,0.6702516670251667,LSPIN,0.0008,0.05,190126
kidneypapillaryrenalcellcarcinoma,84,0.7496159754224271,LSPIN,0.0008,0.05,190126
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0008,0.05,190127
kidneyclearcellrenalcarcinoma,156,0.6640137664013767,LSPIN,0.0008,0.05,190127
kidneypapillaryrenalcellcarcinoma,84,0.783410138248848,LSPIN,0.0008,0.05,190127
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0008,0.05,190128
kidneyclearcellrenalcarcinoma,156,0.6724026672402668,LSPIN,0.0008,0.05,190128
kidneypapillaryrenalcellcarcinoma,84,0.7511520737327189,LSPIN,0.0008,0.05,190128
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0008,0.05,190129
kidneyclearcellrenalcarcinoma,156,0.6614325661432566,LSPIN,0.0008,0.05,190129
kidneypapillaryrenalcellcarcinoma,84,0.8202764976958525,LSPIN,0.0008,0.05,190129
kidneychromophobe,19,0.676056338028169,LSPIN,0.0008,0.05,190130
kidneyclearcellrenalcarcinoma,156,0.6885351688535168,LSPIN,0.0008,0.05,190130
kidneypapillaryrenalcellcarcinoma,84,0.7419354838709677,LSPIN,0.0008,0.05,190130
kidneychromophobe,19,0.704225352112676,LSPIN,0.0008,0.05,190131
kidneyclearcellrenalcarcinoma,156,0.6668100666810066,LSPIN,0.0008,0.05,190131
kidneypapillaryrenalcellcarcinoma,84,0.717357910906298,LSPIN,0.0008,0.05,190131
kidneychromophobe,19,0.704225352112676,LSPIN,0.0008,0.05,190132
kidneyclearcellrenalcarcinoma,156,0.6870294687029469,LSPIN,0.0008,0.05,190132
kidneypapillaryrenalcellcarcinoma,84,0.7757296466973886,LSPIN,0.0008,0.05,190132
kidneychromophobe,19,0.704225352112676,LSPIN,0.0012,0.1,230123
kidneyclearcellrenalcarcinoma,156,0.7201548720154872,LSPIN,0.0012,0.1,230123
kidneypapillaryrenalcellcarcinoma,84,0.7880184331797235,LSPIN,0.0012,0.1,230123
kidneychromophobe,19,0.5915492957746479,LSPIN,0.0012,0.1,230124
kidneyclearcellrenalcarcinoma,156,0.6865992686599268,LSPIN,0.0012,0.1,230124
kidneypapillaryrenalcellcarcinoma,84,0.7803379416282642,LSPIN,0.0012,0.1,230124
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0012,0.1,230125
kidneyclearcellrenalcarcinoma,156,0.6863841686384169,LSPIN,0.0012,0.1,230125
kidneypapillaryrenalcellcarcinoma,84,0.7864823348694316,LSPIN,0.0012,0.1,230125
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0012,0.1,230126
kidneyclearcellrenalcarcinoma,156,0.6414282641428264,LSPIN,0.0012,0.1,230126
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.0012,0.1,230126
kidneychromophobe,19,0.676056338028169,LSPIN,0.0012,0.1,230127
kidneyclearcellrenalcarcinoma,156,0.6577758657775866,LSPIN,0.0012,0.1,230127
kidneypapillaryrenalcellcarcinoma,84,0.7695852534562212,LSPIN,0.0012,0.1,230127
kidneychromophobe,19,0.647887323943662,LSPIN,0.0012,0.1,230128
kidneyclearcellrenalcarcinoma,156,0.6919767691976769,LSPIN,0.0012,0.1,230128
kidneypapillaryrenalcellcarcinoma,84,0.7603686635944701,LSPIN,0.0012,0.1,230128
kidneychromophobe,19,0.5774647887323944,LSPIN,0.0012,0.1,230129
kidneyclearcellrenalcarcinoma,156,0.699720369972037,LSPIN,0.0012,0.1,230129
kidneypapillaryrenalcellcarcinoma,84,0.7772657450076805,LSPIN,0.0012,0.1,230129
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0012,0.1,230130
kidneyclearcellrenalcarcinoma,156,0.6500322650032265,LSPIN,0.0012,0.1,230130
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.0012,0.1,230130
kidneychromophobe,19,0.676056338028169,LSPIN,0.0012,0.1,230131
kidneyclearcellrenalcarcinoma,156,0.6661647666164766,LSPIN,0.0012,0.1,230131
kidneypapillaryrenalcellcarcinoma,84,0.8033794162826421,LSPIN,0.0012,0.1,230131
kidneychromophobe,19,0.7887323943661971,LSPIN,0.0012,0.1,230132
kidneyclearcellrenalcarcinoma,156,0.6870294687029469,LSPIN,0.0012,0.1,230132
kidneypapillaryrenalcellcarcinoma,84,0.7480798771121352,LSPIN,0.0012,0.1,230132
kidneychromophobe,19,0.4929577464788732,LSPIN,0.0008,0.1,270123
kidneyclearcellrenalcarcinoma,156,0.6108840610884061,LSPIN,0.0008,0.1,270123
kidneypapillaryrenalcellcarcinoma,84,0.7158218125960062,LSPIN,0.0008,0.1,270123
kidneychromophobe,19,0.5211267605633803,LSPIN,0.0008,0.1,270124
kidneyclearcellrenalcarcinoma,156,0.6427188642718864,LSPIN,0.0008,0.1,270124
kidneypapillaryrenalcellcarcinoma,84,0.674347158218126,LSPIN,0.0008,0.1,270124
kidneychromophobe,19,0.5633802816901409,LSPIN,0.0008,0.1,270125
kidneyclearcellrenalcarcinoma,156,0.6739083673908367,LSPIN,0.0008,0.1,270125
kidneypapillaryrenalcellcarcinoma,84,0.7634408602150538,LSPIN,0.0008,0.1,270125
kidneychromophobe,19,0.647887323943662,LSPIN,0.0008,0.1,270126
kidneyclearcellrenalcarcinoma,156,0.694557969455797,LSPIN,0.0008,0.1,270126
kidneypapillaryrenalcellcarcinoma,84,0.8417818740399385,LSPIN,0.0008,0.1,270126
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0008,0.1,270127
kidneyclearcellrenalcarcinoma,156,0.6773499677349968,LSPIN,0.0008,0.1,270127
kidneypapillaryrenalcellcarcinoma,84,0.7572964669738863,LSPIN,0.0008,0.1,270127
kidneychromophobe,19,0.704225352112676,LSPIN,0.0008,0.1,270128
kidneyclearcellrenalcarcinoma,156,0.6850935685093569,LSPIN,0.0008,0.1,270128
kidneypapillaryrenalcellcarcinoma,84,0.8494623655913979,LSPIN,0.0008,0.1,270128
kidneychromophobe,19,0.5352112676056338,LSPIN,0.0008,0.1,270129
kidneyclearcellrenalcarcinoma,156,0.6209937620993762,LSPIN,0.0008,0.1,270129
kidneypapillaryrenalcellcarcinoma,84,0.7311827956989247,LSPIN,0.0008,0.1,270129
kidneychromophobe,19,0.7605633802816901,LSPIN,0.0008,0.1,270130
kidneyclearcellrenalcarcinoma,156,0.698859969885997,LSPIN,0.0008,0.1,270130
kidneypapillaryrenalcellcarcinoma,84,0.7327188940092166,LSPIN,0.0008,0.1,270130
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0008,0.1,270131
kidneyclearcellrenalcarcinoma,156,0.702516670251667,LSPIN,0.0008,0.1,270131
kidneypapillaryrenalcellcarcinoma,84,0.7665130568356375,LSPIN,0.0008,0.1,270131
kidneychromophobe,19,0.5070422535211268,LSPIN,0.0008,0.1,270132
kidneyclearcellrenalcarcinoma,156,0.6700365670036567,LSPIN,0.0008,0.1,270132
kidneypapillaryrenalcellcarcinoma,84,0.7619047619047619,LSPIN,0.0008,0.1,270132
kidneychromophobe,19,0.5774647887323944,LSPIN,0.0012,0.15,310123
kidneyclearcellrenalcarcinoma,156,0.6790707679070768,LSPIN,0.0012,0.15,310123
kidneypapillaryrenalcellcarcinoma,84,0.7803379416282642,LSPIN,0.0012,0.15,310123
kidneychromophobe,19,0.5070422535211268,LSPIN,0.0012,0.15,310124
kidneyclearcellrenalcarcinoma,156,0.6885351688535168,LSPIN,0.0012,0.15,310124
kidneypapillaryrenalcellcarcinoma,84,0.6282642089093702,LSPIN,0.0012,0.15,310124
kidneychromophobe,19,0.647887323943662,LSPIN,0.0012,0.15,310125
kidneyclearcellrenalcarcinoma,156,0.6762744676274468,LSPIN,0.0012,0.15,310125
kidneypapillaryrenalcellcarcinoma,84,0.7588325652841782,LSPIN,0.0012,0.15,310125
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0012,0.15,310126
kidneyclearcellrenalcarcinoma,156,0.6659496665949667,LSPIN,0.0012,0.15,310126
kidneypapillaryrenalcellcarcinoma,84,0.7542242703533026,LSPIN,0.0012,0.15,310126
kidneychromophobe,19,0.7323943661971831,LSPIN,0.0012,0.15,310127
kidneyclearcellrenalcarcinoma,156,0.6418584641858465,LSPIN,0.0012,0.15,310127
kidneypapillaryrenalcellcarcinoma,84,0.8003072196620584,LSPIN,0.0012,0.15,310127
kidneychromophobe,19,0.676056338028169,LSPIN,0.0012,0.15,310128
kidneyclearcellrenalcarcinoma,156,0.6693912669391267,LSPIN,0.0012,0.15,310128
kidneypapillaryrenalcellcarcinoma,84,0.7634408602150538,LSPIN,0.0012,0.15,310128
kidneychromophobe,19,0.5915492957746479,LSPIN,0.0012,0.15,310129
kidneyclearcellrenalcarcinoma,156,0.6489567648956764,LSPIN,0.0012,0.15,310129
kidneypapillaryrenalcellcarcinoma,84,0.7511520737327189,LSPIN,0.0012,0.15,310129
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0012,0.15,310130
kidneyclearcellrenalcarcinoma,156,0.6861690686169069,LSPIN,0.0012,0.15,310130
kidneypapillaryrenalcellcarcinoma,84,0.8448540706605223,LSPIN,0.0012,0.15,310130
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0012,0.15,310131
kidneyclearcellrenalcarcinoma,156,0.6784254678425468,LSPIN,0.0012,0.15,310131
kidneypapillaryrenalcellcarcinoma,84,0.8018433179723502,LSPIN,0.0012,0.15,310131
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0012,0.15,310132
kidneyclearcellrenalcarcinoma,156,0.6463755646375564,LSPIN,0.0012,0.15,310132
kidneypapillaryrenalcellcarcinoma,84,0.7818740399385561,LSPIN,0.0012,0.15,310132
kidneychromophobe,19,0.7323943661971831,LSPIN,0.0008,0.15,350123
kidneyclearcellrenalcarcinoma,156,0.7091847709184771,LSPIN,0.0008,0.15,350123
kidneypapillaryrenalcellcarcinoma,84,0.8387096774193549,LSPIN,0.0008,0.15,350123
kidneychromophobe,19,0.647887323943662,LSPIN,0.0008,0.15,350124
kidneyclearcellrenalcarcinoma,156,0.6889653688965369,LSPIN,0.0008,0.15,350124
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,LSPIN,0.0008,0.15,350124
kidneychromophobe,19,0.7323943661971831,LSPIN,0.0008,0.15,350125
kidneyclearcellrenalcarcinoma,156,0.6601419660141966,LSPIN,0.0008,0.15,350125
kidneypapillaryrenalcellcarcinoma,84,0.8079877112135176,LSPIN,0.0008,0.15,350125
kidneychromophobe,19,0.647887323943662,LSPIN,0.0008,0.15,350126
kidneyclearcellrenalcarcinoma,156,0.6743385674338568,LSPIN,0.0008,0.15,350126
kidneypapillaryrenalcellcarcinoma,84,0.7741935483870968,LSPIN,0.0008,0.15,350126
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0008,0.15,350127
kidneyclearcellrenalcarcinoma,156,0.6730479673047968,LSPIN,0.0008,0.15,350127
kidneypapillaryrenalcellcarcinoma,84,0.8218125960061444,LSPIN,0.0008,0.15,350127
kidneychromophobe,19,0.704225352112676,LSPIN,0.0008,0.15,350128
kidneyclearcellrenalcarcinoma,156,0.6803613680361368,LSPIN,0.0008,0.15,350128
kidneypapillaryrenalcellcarcinoma,84,0.8233486943164362,LSPIN,0.0008,0.15,350128
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0008,0.15,350129
kidneyclearcellrenalcarcinoma,156,0.6883200688320069,LSPIN,0.0008,0.15,350129
kidneypapillaryrenalcellcarcinoma,84,0.7649769585253456,LSPIN,0.0008,0.15,350129
kidneychromophobe,19,0.5774647887323944,LSPIN,0.0008,0.15,350130
kidneyclearcellrenalcarcinoma,156,0.6769197676919768,LSPIN,0.0008,0.15,350130
kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,LSPIN,0.0008,0.15,350130
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0008,0.15,350131
kidneyclearcellrenalcarcinoma,156,0.702731770273177,LSPIN,0.0008,0.15,350131
kidneypapillaryrenalcellcarcinoma,84,0.794162826420891,LSPIN,0.0008,0.15,350131
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0008,0.15,350132
kidneyclearcellrenalcarcinoma,156,0.6644439664443966,LSPIN,0.0008,0.15,350132
kidneypapillaryrenalcellcarcinoma,84,0.7250384024577573,LSPIN,0.0008,0.15,350132
kidneychromophobe,19,0.647887323943662,LSPIN,0.0012,0.2,390123
kidneyclearcellrenalcarcinoma,156,0.6818670681867068,LSPIN,0.0012,0.2,390123
kidneypapillaryrenalcellcarcinoma,84,0.7803379416282642,LSPIN,0.0012,0.2,390123
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0012,0.2,390124
kidneyclearcellrenalcarcinoma,156,0.6519681651968166,LSPIN,0.0012,0.2,390124
kidneypapillaryrenalcellcarcinoma,84,0.738863287250384,LSPIN,0.0012,0.2,390124
kidneychromophobe,19,0.6338028169014085,LSPIN,0.0012,0.2,390125
kidneyclearcellrenalcarcinoma,156,0.6906861690686169,LSPIN,0.0012,0.2,390125
kidneypapillaryrenalcellcarcinoma,84,0.7987711213517665,LSPIN,0.0012,0.2,390125
kidneychromophobe,19,0.676056338028169,LSPIN,0.0012,0.2,390126
kidneyclearcellrenalcarcinoma,156,0.6599268659926866,LSPIN,0.0012,0.2,390126
kidneypapillaryrenalcellcarcinoma,84,0.794162826420891,LSPIN,0.0012,0.2,390126
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0012,0.2,390127
kidneyclearcellrenalcarcinoma,156,0.6771348677134867,LSPIN,0.0012,0.2,390127
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.0012,0.2,390127
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0012,0.2,390128
kidneyclearcellrenalcarcinoma,156,0.6468057646805765,LSPIN,0.0012,0.2,390128
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.0012,0.2,390128
kidneychromophobe,19,0.676056338028169,LSPIN,0.0012,0.2,390129
kidneyclearcellrenalcarcinoma,156,0.6835878683587868,LSPIN,0.0012,0.2,390129
kidneypapillaryrenalcellcarcinoma,84,0.8003072196620584,LSPIN,0.0012,0.2,390129
kidneychromophobe,19,0.704225352112676,LSPIN,0.0012,0.2,390130
kidneyclearcellrenalcarcinoma,156,0.6764895676489567,LSPIN,0.0012,0.2,390130
kidneypapillaryrenalcellcarcinoma,84,0.7419354838709677,LSPIN,0.0012,0.2,390130
kidneychromophobe,19,0.6197183098591549,LSPIN,0.0012,0.2,390131
kidneyclearcellrenalcarcinoma,156,0.6878898687889868,LSPIN,0.0012,0.2,390131
kidneypapillaryrenalcellcarcinoma,84,0.7311827956989247,LSPIN,0.0012,0.2,390131
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0012,0.2,390132
kidneyclearcellrenalcarcinoma,156,0.6842331684233168,LSPIN,0.0012,0.2,390132
kidneypapillaryrenalcellcarcinoma,84,0.7050691244239631,LSPIN,0.0012,0.2,390132
kidneychromophobe,19,0.676056338028169,LSPIN,0.0008,0.2,430123
kidneyclearcellrenalcarcinoma,156,0.6416433641643364,LSPIN,0.0008,0.2,430123
kidneypapillaryrenalcellcarcinoma,84,0.7634408602150538,LSPIN,0.0008,0.2,430123
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0008,0.2,430124
kidneyclearcellrenalcarcinoma,156,0.695203269520327,LSPIN,0.0008,0.2,430124
kidneypapillaryrenalcellcarcinoma,84,0.7880184331797235,LSPIN,0.0008,0.2,430124
kidneychromophobe,19,0.6901408450704225,LSPIN,0.0008,0.2,430125
kidneyclearcellrenalcarcinoma,156,0.6850935685093569,LSPIN,0.0008,0.2,430125
kidneypapillaryrenalcellcarcinoma,84,0.858678955453149,LSPIN,0.0008,0.2,430125
kidneychromophobe,19,0.6056338028169014,LSPIN,0.0008,0.2,430126
kidneyclearcellrenalcarcinoma,156,0.6496020649602064,LSPIN,0.0008,0.2,430126
kidneypapillaryrenalcellcarcinoma,84,0.7526881720430108,LSPIN,0.0008,0.2,430126
kidneychromophobe,19,0.6619718309859155,LSPIN,0.0008,0.2,430127
kidneyclearcellrenalcarcinoma,156,0.6818670681867068,LSPIN,0.0008,0.2,430127
kidneypapillaryrenalcellcarcinoma,84,0.7665130568356375,LSPIN,0.0008,0.2,430127
kidneychromophobe,19,0.7323943661971831,LSPIN,0.0008,0.2,430128
kidneyclearcellrenalcarcinoma,156,0.694557969455797,LSPIN,0.0008,0.2,430128
kidneypapillaryrenalcellcarcinoma,84,0.7772657450076805,LSPIN,0.0008,0.2,430128
kidneychromophobe,19,0.5915492957746479,LSPIN,0.0008,0.2,430129
kidneyclearcellrenalcarcinoma,156,0.6483114648311464,LSPIN,0.0008,0.2,430129
kidneypapillaryrenalcellcarcinoma,84,0.7619047619047619,LSPIN,0.0008,0.2,430129
kidneychromophobe,19,0.7183098591549296,LSPIN,0.0008,0.2,430130
kidneyclearcellrenalcarcinoma,156,0.6949881694988169,LSPIN,0.0008,0.2,430130
kidneypapillaryrenalcellcarcinoma,84,0.7434715821812596,LSPIN,0.0008,0.2,430130
kidneychromophobe,19,0.647887323943662,LSPIN,0.0008,0.2,430131
kidneyclearcellrenalcarcinoma,156,0.6244353624435363,LSPIN,0.0008,0.2,430131
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.0008,0.2,430131
kidneychromophobe,19,0.4929577464788732,LSPIN,0.0008,0.2,430132
kidneyclearcellrenalcarcinoma,156,0.6687459668745966,LSPIN,0.0008,0.2,430132
kidneypapillaryrenalcellcarcinoma,84,0.7250384024577573,LSPIN,0.0008,0.2,430132
kidneychromophobe,19,0.6901408450704225,Concrete,0.003,0.0,470123
kidneyclearcellrenalcarcinoma,156,0.6889653688965369,Concrete,0.003,0.0,470123
kidneypapillaryrenalcellcarcinoma,84,0.7542242703533026,Concrete,0.003,0.0,470123
kidneychromophobe,19,0.7746478873239436,Concrete,0.003,0.0,470124
kidneyclearcellrenalcarcinoma,156,0.699720369972037,Concrete,0.003,0.0,470124
kidneypapillaryrenalcellcarcinoma,84,0.7619047619047619,Concrete,0.003,0.0,470124
kidneychromophobe,19,0.6901408450704225,Concrete,0.003,0.0,470125
kidneyclearcellrenalcarcinoma,156,0.6362658636265863,Concrete,0.003,0.0,470125
kidneypapillaryrenalcellcarcinoma,84,0.7373271889400922,Concrete,0.003,0.0,470125
