model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,0.0008,0.0,5,7,0.8692643472073884,2.6819526627218933,0.3684210526315789,3.735576923076923,0.6
LSPIN,lspin_tf,0.0008,0.0,5,8,0.856724103844024,3.448224852071006,0.5294117647058824,3.831360946745562,0.625
LSPIN,lspin_tf,0.0008,0.0,5,9,0.8415676744464616,3.352440828402367,0.5072463768115942,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,0.0008,0.0,6,7,0.7976555464314241,2.6819526627218933,0.3684210526315789,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,0.0008,0.0,6,8,0.9032447885430755,3.639792899408284,0.5757575757575758,3.735576923076923,0.6
LSPIN,lspin_tf,0.0008,0.0,6,9,0.8660323655278835,4.02292899408284,0.6774193548387096,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,0.0008,0.0,7,8,0.800165411466221,2.8735207100591715,0.4054054054054054,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,0.0008,0.0,7,9,0.7709496845717374,2.8735207100591715,0.4054054054054054,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,0.0008,0.0,8,9,0.8176732921386066,3.5440088757396446,0.5522388059701493,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,0.0015,0.05,0,1,0.3495708900235671,2.4903846153846154,0.3333333333333333,0.8620562130177515,0.0947368421052631
LSPIN,lspin_tf,0.0015,0.05,0,2,0.8723358632710576,3.639792899408284,0.5757575757575758,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,0.0015,0.05,0,3,0.6178644939117698,3.352440828402367,0.5072463768115942,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,0.0015,0.05,0,4,0.80076578254658,3.448224852071006,0.5294117647058824,3.735576923076923,0.6
LSPIN,lspin_tf,0.0015,0.05,0,5,0.6203868346568275,3.831360946745562,0.625,2.586168639053254,0.3506493506493506
LSPIN,lspin_tf,0.0015,0.05,0,6,0.8834999810515608,3.448224852071006,0.5294117647058824,3.0650887573964494,0.4444444444444444
