model_family,lambda_sample_smooth,lambda_sparse,mean_affinity_corr,median_affinity_corr,n_pairs,mean_Khard
Concrete,0.2,0.0014422495703074,0.9857474249974535,0.99210640849917,45,751.5463317871094
Concrete,0.2,0.0012,0.9944747579440945,0.995154609824634,45,975.0444091796875
Concrete,0.2,0.001,0.9939360590171396,0.9948935072609414,45,1135.3826293945312
Concrete,0.2,0.00085,0.9890113009892079,0.9915027792207178,45,1287.1355224609374
LSPIN,0.0,0.0018,0.9160297880124408,0.9206209725416374,45,235.4104263305664
LSPIN,0.0,0.0016,0.9171357969358099,0.940907874259008,45,262.9930450439453
LSPIN,0.0,0.0015,0.9405367672938784,0.9462501359157452,45,310.3737426757813
LSPIN,0.0,0.0013,0.91953515809772,0.9332059794743688,45,363.67026672363284
LSPIN,0.0,0.0012,0.9426265569582133,0.9530904633719932,45,389.5799194335938
LSPIN,0.0,0.0011,0.945217397444557,0.9513333091946938,45,439.1911224365234
LSPIN,0.0,0.001,0.9432892612283055,0.9451090496029402,45,456.5142852783203
LSPIN,0.0,0.0009,0.9339012000069644,0.943113209898269,45,515.6799224853515
LSPIN,0.0,0.0008,0.9358117640246416,0.9407142698933018,45,610.3258666992188
LSPIN,0.0,0.0007,0.9069882182655044,0.9325033370637438,45,704.0691162109375
LSPIN,0.0,0.0006,0.8824854231747129,0.8976981466323176,45,803.8482604980469
LSPIN,0.0,0.0005,0.9120498905690588,0.9445121445791916,45,892.3405456542969
LSPIN,0.05,0.0015,0.9711509420760506,0.9753544721301438,45,292.19652404785154
LSPIN,0.05,0.0013,0.9587463930711507,0.963105333500382,45,352.47837524414064
LSPIN,0.05,0.0012,0.9500547832822702,0.9582215534083306,45,395.8023162841797
LSPIN,0.05,0.0011,0.9655111667974009,0.9712225357358704,45,438.4532775878906
LSPIN,0.05,0.001,0.9740349318851197,0.9745986271490747,45,466.4868682861328
LSPIN,0.05,0.0009,0.9655069473654354,0.973794586540576,45,528.5953582763672
LSPIN,0.05,0.0008,0.9456741680870424,0.95780943665449,45,639.1301086425781
LSPIN,0.05,0.0007,0.9743298618573205,0.9814877219175426,45,710.0559936523438
LSPIN,0.1,0.0015,0.9481444806268265,0.9610289854708184,45,290.54246826171874
LSPIN,0.1,0.0013,0.9353471593510172,0.941331989760016,45,347.5023193359375
LSPIN,0.1,0.0012,0.9769873178586825,0.9771322738726432,45,381.7204650878906
LSPIN,0.1,0.0011,0.9474226888355494,0.9610161258273296,45,450.4911193847656
LSPIN,0.1,0.001,0.9661773085901801,0.973442777138658,45,469.57335510253904
LSPIN,0.1,0.0009,0.96351009218321,0.9713450780851344,45,533.2872589111328
LSPIN,0.1,0.0008,0.9292641941221409,0.9443759413766836,45,606.5397644042969
LSPIN,0.1,0.0007,0.9431999932552526,0.9668836254022348,45,705.9123596191406
LSPIN,0.15,0.0015,0.9670793791522558,0.965709030707699,45,318.06293334960935
LSPIN,0.15,0.0013,0.968907723818959,0.973869946078567,45,386.0100372314453
LSPIN,0.15,0.0012,0.9457085753312938,0.9526836810196048,45,398.37066040039065
LSPIN,0.15,0.0011,0.9358577746984574,0.9546992677157494,45,426.45289001464846
LSPIN,0.15,0.001,0.9649169485939131,0.9675128578211872,45,494.6000061035156
LSPIN,0.15,0.0009,0.9361424281390467,0.95393097392054,45,557.9262512207031
LSPIN,0.15,0.0008,0.9484735625793007,0.956585747948714,45,624.5038696289063
LSPIN,0.15,0.0007,0.9639405409847568,0.9758834876488192,45,684.1382141113281
LSPIN,0.2,0.0015,0.9618585562812426,0.9730103124998352,45,301.4602340698242
