dataset,method,n_bootstrap,n_genes,mean_k_selected,stability_index,ci_low,ci_high
kipan,Concrete_smooth,15,6000,602.6,0.024777306304381908,0.05100139170141299,0.14575246114451468
kipan,coxnet_l1ratio0.9_matched_k603,15,6000,338.6666666666667,0.22379138547389543,0.24221979058739496,0.3246563507476033
kipan,random_matched_k,15,6000,602.6,-0.0012248841306818914,0.026524727020565204,0.12283908031508284
