model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,global_cfg_idx,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
L-Concrete,concrete,linear,0.0033,0.0,2,6,229,0.7664554332665068,3.4477198286722097,0.5365853658536586,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.0,2,7,229,0.7559058398733776,3.4477198286722097,0.5365853658536586,2.8208616780045355,0.4
L-Concrete,concrete,linear,0.0033,0.0,3,4,229,0.7997815768347603,3.3693625598387507,0.5180722891566265,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.0,3,5,229,0.749773183521356,3.526077097505669,0.5555555555555556,2.742504409171076,0.3846153846153846
L-Concrete,concrete,linear,0.0033,0.0,3,6,229,0.7296253967493392,3.1342907533383726,0.4651162790697674,2.507432602670698,0.3404255319148936
L-Concrete,concrete,linear,0.0033,0.0,3,7,229,0.7592885517561647,3.604434366339128,0.575,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.0,4,5,229,0.7976679068906305,3.3693625598387507,0.5180722891566265,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.0,4,6,229,0.7789326471339101,3.604434366339128,0.575,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.0,4,7,229,0.7771577609530007,3.291005291005291,0.5,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.0,5,6,229,0.7695164122303731,3.212648022171832,0.4823529411764706,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.0,5,7,229,0.8001522043434229,3.604434366339128,0.575,2.742504409171076,0.3846153846153846
L-Concrete,concrete,linear,0.0033,0.0,6,7,229,0.7307278565905658,3.526077097505669,0.5555555555555556,2.429075333837239,0.3263157894736842
L-Concrete,concrete,linear,0.0011,0.1,0,1,233,0.8810533533329846,3.604434366339128,0.575,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.1,0,2,233,0.8988051465783072,3.7611489040060473,0.6153846153846154,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0011,0.1,0,3,233,0.8680707886603874,3.212648022171832,0.4823529411764706,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0011,0.1,0,4,233,0.8794778357136657,3.604434366339128,0.575,3.4477198286722097,0.5365853658536586
L-Concrete,concrete,linear,0.0011,0.1,0,5,233,0.8497617719716446,3.291005291005291,0.5,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0011,0.1,0,6,233,0.8875130746046223,3.8395061728395055,0.6363636363636364,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.1,0,7,233,0.8750790694150483,3.604434366339128,0.575,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.1,1,2,233,0.9044291709790248,3.7611489040060473,0.6153846153846154,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.1,1,3,233,0.86164242765187,3.3693625598387507,0.5180722891566265,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.1,1,4,233,0.901183912868751,3.7611489040060473,0.6153846153846154,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.1,1,5,233,0.8753227529640618,3.8395061728395055,0.6363636363636364,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.1,1,6,233,0.8824284657258632,3.604434366339128,0.575,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.1,1,7,233,0.9073916236993508,3.682791635172588,0.5949367088607594,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.1,2,3,233,0.9012278581783384,3.526077097505669,0.5555555555555556,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.1,2,4,233,0.8872897828859289,3.682791635172588,0.5949367088607594,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.1,2,5,233,0.8816875748086973,3.3693625598387507,0.5180722891566265,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.1,2,6,233,0.8805234855217671,3.526077097505669,0.5555555555555556,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.1,2,7,233,0.902446828401596,3.682791635172588,0.5949367088607594,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.1,3,4,233,0.8675248698012612,3.526077097505669,0.5555555555555556,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.1,3,5,233,0.854369016641426,3.291005291005291,0.5,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.1,3,6,233,0.8687944802513302,3.604434366339128,0.575,3.4477198286722097,0.5365853658536586
L-Concrete,concrete,linear,0.0011,0.1,3,7,233,0.8832157011003904,3.604434366339128,0.575,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.1,4,5,233,0.8599205803149798,3.291005291005291,0.5,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.1,4,6,233,0.8632674217810679,3.8395061728395055,0.6363636363636364,3.4477198286722097,0.5365853658536586
L-Concrete,concrete,linear,0.0011,0.1,4,7,233,0.8802490984054713,3.526077097505669,0.5555555555555556,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.1,5,6,233,0.858099456811377,3.604434366339128,0.575,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.1,5,7,233,0.8823981010298302,3.526077097505669,0.5555555555555556,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0011,0.1,6,7,233,0.8650289109812092,3.526077097505669,0.5555555555555556,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0033,0.1,0,1,237,0.7292873098863343,2.977576215671454,0.4318181818181818,2.8208616780045355,0.4
L-Concrete,concrete,linear,0.0033,0.1,0,2,237,0.7749732249897512,3.1342907533383726,0.4651162790697674,3.291005291005291,0.5
L-Concrete,concrete,linear,0.0033,0.1,0,3,237,0.7530887592022333,3.055933484504913,0.4482758620689655,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.1,0,4,237,0.8197104479794459,3.055933484504913,0.4482758620689655,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.1,0,5,237,0.77097755664836,2.742504409171076,0.3846153846153846,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.1,0,6,237,0.7567395497165563,2.8992189468379945,0.4157303370786517,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.1,0,7,237,0.7924584679075277,2.8992189468379945,0.4157303370786517,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.1,1,2,237,0.7809034026005092,3.291005291005291,0.5,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.1,1,3,237,0.7291955795247602,2.977576215671454,0.4318181818181818,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.1,1,4,237,0.7442362651846199,2.6641471403376165,0.3695652173913043,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.1,1,5,237,0.7833407819813368,2.8992189468379945,0.4157303370786517,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.1,1,6,237,0.7783957931718585,2.742504409171076,0.3846153846153846,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.1,1,7,237,0.7902047434435615,2.977576215671454,0.4318181818181818,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.1,2,3,237,0.8030044942209896,3.291005291005291,0.5,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0033,0.1,2,4,237,0.8204839667003025,3.212648022171832,0.4823529411764706,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0033,0.1,2,5,237,0.8089736980701538,3.055933484504913,0.4482758620689655,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0033,0.1,2,6,237,0.7971276801925689,2.8992189468379945,0.4157303370786517,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.1,2,7,237,0.8158654270522767,3.055933484504913,0.4482758620689655,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.1,3,4,237,0.7810529974242645,3.1342907533383726,0.4651162790697674,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0033,0.1,3,5,237,0.7735145246112899,3.055933484504913,0.4482758620689655,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.1,3,6,237,0.7911191250312767,2.977576215671454,0.4318181818181818,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0033,0.1,3,7,237,0.8002784222583742,2.8992189468379945,0.4157303370786517,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.1,4,5,237,0.8033714053183112,2.8992189468379945,0.4157303370786517,3.291005291005291,0.5
L-Concrete,concrete,linear,0.0033,0.1,4,6,237,0.7712195690266681,2.6641471403376165,0.3695652173913043,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.1,4,7,237,0.7815503192626558,2.8208616780045355,0.4,2.742504409171076,0.3846153846153846
L-Concrete,concrete,linear,0.0033,0.1,5,6,237,0.7763491218999705,2.742504409171076,0.3846153846153846,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0033,0.1,5,7,237,0.7959773947773521,3.055933484504913,0.4482758620689655,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.1,6,7,237,0.8057192548076166,3.055933484504913,0.4482758620689655,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.2,0,1,241,0.8611338734912184,3.4477198286722097,0.5365853658536586,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.2,0,2,241,0.8733771742561043,3.682791635172588,0.5949367088607594,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.2,0,3,241,0.8680785048107516,3.682791635172588,0.5949367088607594,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0011,0.2,0,4,241,0.844575969864739,3.3693625598387507,0.5180722891566265,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0011,0.2,0,5,241,0.8789502037783471,3.682791635172588,0.5949367088607594,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0011,0.2,0,6,241,0.8576423182455741,3.526077097505669,0.5555555555555556,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.2,0,7,241,0.8771235642571423,3.604434366339128,0.575,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.2,1,2,241,0.905164235344602,3.8395061728395055,0.6363636363636364,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.2,1,3,241,0.8836257536832908,3.8395061728395055,0.6363636363636364,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.2,1,4,241,0.8938788211948175,3.526077097505669,0.5555555555555556,3.8395061728395055,0.6363636363636364
L-Concrete,concrete,linear,0.0011,0.2,1,5,241,0.9102932571328516,3.7611489040060473,0.6153846153846154,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.2,1,6,241,0.8938365185770409,3.526077097505669,0.5555555555555556,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.2,1,7,241,0.8914769724937456,3.682791635172588,0.5949367088607594,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.2,2,3,241,0.8933017399754337,3.604434366339128,0.575,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.2,2,4,241,0.8966109763734496,3.526077097505669,0.5555555555555556,3.8395061728395055,0.6363636363636364
L-Concrete,concrete,linear,0.0011,0.2,2,5,241,0.8896377906738435,3.682791635172588,0.5949367088607594,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.2,2,6,241,0.8993435284688914,3.682791635172588,0.5949367088607594,4.074577979339884,0.7027027027027027
L-Concrete,concrete,linear,0.0011,0.2,2,7,241,0.9022895713647644,3.8395061728395055,0.6363636363636364,3.8395061728395055,0.6363636363636364
L-Concrete,concrete,linear,0.0011,0.2,3,4,241,0.8954665997122394,3.604434366339128,0.575,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.2,3,5,241,0.8784546637816598,3.7611489040060473,0.6153846153846154,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0011,0.2,3,6,241,0.8759273017691727,3.1342907533383726,0.4651162790697674,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.2,3,7,241,0.891227007754022,3.7611489040060473,0.6153846153846154,3.8395061728395055,0.6363636363636364
L-Concrete,concrete,linear,0.0011,0.2,4,5,241,0.887732005563764,3.682791635172588,0.5949367088607594,3.8395061728395055,0.6363636363636364
L-Concrete,concrete,linear,0.0011,0.2,4,6,241,0.8898344999283686,3.526077097505669,0.5555555555555556,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.2,4,7,241,0.9051744609978384,3.682791635172588,0.5949367088607594,4.152935248173344,0.726027397260274
L-Concrete,concrete,linear,0.0011,0.2,5,6,241,0.8763698239731219,3.3693625598387507,0.5180722891566265,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.2,5,7,241,0.8787437642733049,3.4477198286722097,0.5365853658536586,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.2,6,7,241,0.8880809047285929,3.3693625598387507,0.5180722891566265,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0033,0.2,0,1,245,0.779723470789873,3.1342907533383726,0.4651162790697674,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.2,0,2,245,0.7403685245821275,2.8208616780045355,0.4,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.2,0,3,245,0.802540620142951,3.291005291005291,0.5,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.2,0,4,245,0.7411392932780759,3.055933484504913,0.4482758620689655,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.2,0,5,245,0.7644208953849819,3.055933484504913,0.4482758620689655,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.2,0,6,245,0.7540110624630992,2.6641471403376165,0.3695652173913043,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.2,0,7,245,0.778765313767555,2.8208616780045355,0.4,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.2,1,2,245,0.7552176560568765,3.291005291005291,0.5,2.5857898715041574,0.3548387096774194
L-Concrete,concrete,linear,0.0033,0.2,1,3,245,0.7824630196010594,3.212648022171832,0.4823529411764706,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.2,1,4,245,0.7874662827065022,2.977576215671454,0.4318181818181818,3.291005291005291,0.5
L-Concrete,concrete,linear,0.0033,0.2,1,5,245,0.7876822322244413,3.212648022171832,0.4823529411764706,2.8208616780045355,0.4
L-Concrete,concrete,linear,0.0033,0.2,1,6,245,0.792559542070449,3.291005291005291,0.5,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.2,1,7,245,0.8125520376135124,3.055933484504913,0.4482758620689655,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.2,2,3,245,0.7670355320602382,3.055933484504913,0.4482758620689655,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.2,2,4,245,0.7427809662965859,2.977576215671454,0.4318181818181818,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.2,2,5,245,0.7597754417409682,2.742504409171076,0.3846153846153846,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.2,2,6,245,0.7640242502463575,3.055933484504913,0.4482758620689655,3.291005291005291,0.5
L-Concrete,concrete,linear,0.0033,0.2,2,7,245,0.7826522596762262,3.1342907533383726,0.4651162790697674,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.2,3,4,245,0.7835595546734582,3.212648022171832,0.4823529411764706,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.2,3,5,245,0.8038678984504736,2.977576215671454,0.4318181818181818,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.2,3,6,245,0.8009306298248775,2.8208616780045355,0.4,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.2,3,7,245,0.8019051596022512,2.8208616780045355,0.4,3.291005291005291,0.5
L-Concrete,concrete,linear,0.0033,0.2,4,5,245,0.7875442113703336,3.1342907533383726,0.4651162790697674,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0033,0.2,4,6,245,0.773329032372458,3.1342907533383726,0.4651162790697674,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.2,4,7,245,0.7791510384712703,3.1342907533383726,0.4651162790697674,3.291005291005291,0.5
L-Concrete,concrete,linear,0.0033,0.2,5,6,245,0.7739037241886435,3.291005291005291,0.5,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.2,5,7,245,0.7722213132613659,2.8208616780045355,0.4,3.1342907533383726,0.4651162790697674
L-Concrete,concrete,linear,0.0033,0.2,6,7,245,0.7906892017901688,2.8208616780045355,0.4,3.3693625598387507,0.5180722891566265
L-Concrete,concrete,linear,0.0011,0.4,0,1,249,0.8956392097720267,3.526077097505669,0.5555555555555556,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.4,0,2,249,0.8871196896575233,3.7611489040060473,0.6153846153846154,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.4,0,3,249,0.9038282925816372,3.526077097505669,0.5555555555555556,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.4,0,4,249,0.8801094627464731,3.7611489040060473,0.6153846153846154,3.8395061728395055,0.6363636363636364
L-Concrete,concrete,linear,0.0011,0.4,0,5,249,0.8990627457413932,3.682791635172588,0.5949367088607594,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.4,0,6,249,0.8878908897678417,3.604434366339128,0.575,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.4,0,7,249,0.8978546674865133,3.682791635172588,0.5949367088607594,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.4,1,2,249,0.8896099603076739,3.291005291005291,0.5,3.8395061728395055,0.6363636363636364
L-Concrete,concrete,linear,0.0011,0.4,1,3,249,0.8850709479044125,3.291005291005291,0.5,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.4,1,4,249,0.8847052368785027,3.4477198286722097,0.5365853658536586,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.4,1,5,249,0.8952655470255302,3.212648022171832,0.4823529411764706,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.4,1,6,249,0.8856751608656429,3.3693625598387507,0.5180722891566265,3.917863441672966,0.6578947368421053
L-Concrete,concrete,linear,0.0011,0.4,1,7,249,0.8888137694214386,3.526077097505669,0.5555555555555556,4.074577979339884,0.7027027027027027
L-Concrete,concrete,linear,0.0011,0.4,2,3,249,0.8815577542456313,3.4477198286722097,0.5365853658536586,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.4,2,4,249,0.8647037051567134,3.682791635172588,0.5949367088607594,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.4,2,5,249,0.8739719547323497,3.526077097505669,0.5555555555555556,3.4477198286722097,0.5365853658536586
L-Concrete,concrete,linear,0.0011,0.4,2,6,249,0.890572867475294,3.682791635172588,0.5949367088607594,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.4,2,7,249,0.8812631522859758,3.4477198286722097,0.5365853658536586,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.4,3,4,249,0.8826898053181178,3.604434366339128,0.575,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.4,3,5,249,0.897282966276227,3.526077097505669,0.5555555555555556,3.526077097505669,0.5555555555555556
L-Concrete,concrete,linear,0.0011,0.4,3,6,249,0.8856083057534776,3.526077097505669,0.5555555555555556,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.4,3,7,249,0.9039868367485449,3.3693625598387507,0.5180722891566265,3.8395061728395055,0.6363636363636364
L-Concrete,concrete,linear,0.0011,0.4,4,5,249,0.906582557063243,3.604434366339128,0.575,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.4,4,6,249,0.8832791940909961,3.4477198286722097,0.5365853658536586,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.4,4,7,249,0.8860393563308545,3.4477198286722097,0.5365853658536586,3.7611489040060473,0.6153846153846154
L-Concrete,concrete,linear,0.0011,0.4,5,6,249,0.8841729860847951,3.1342907533383726,0.4651162790697674,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0011,0.4,5,7,249,0.9012824692362676,3.526077097505669,0.5555555555555556,3.604434366339128,0.575
L-Concrete,concrete,linear,0.0011,0.4,6,7,249,0.8700522172721805,3.4477198286722097,0.5365853658536586,3.682791635172588,0.5949367088607594
L-Concrete,concrete,linear,0.0033,0.4,0,1,253,0.7647357884436029,2.8992189468379945,0.4157303370786517,2.742504409171076,0.3846153846153846
L-Concrete,concrete,linear,0.0033,0.4,0,2,253,0.7785815541634115,2.742504409171076,0.3846153846153846,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.4,0,3,253,0.8100690026166759,2.6641471403376165,0.3695652173913043,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.4,0,4,253,0.8018737523675479,2.977576215671454,0.4318181818181818,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.4,0,5,253,0.7563804707028993,2.977576215671454,0.4318181818181818,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.4,0,6,253,0.8063568844904725,2.977576215671454,0.4318181818181818,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.4,0,7,253,0.7493401395908155,2.6641471403376165,0.3695652173913043,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.4,1,2,253,0.7585207679502092,2.8992189468379945,0.4157303370786517,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.4,1,3,253,0.7865133973253416,3.055933484504913,0.4482758620689655,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.4,1,4,253,0.7623338422146165,2.8992189468379945,0.4157303370786517,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.4,1,5,253,0.7734509869662426,3.3693625598387507,0.5180722891566265,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.4,1,6,253,0.7344295674984174,2.742504409171076,0.3846153846153846,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.4,1,7,253,0.7873380228794743,3.055933484504913,0.4482758620689655,3.291005291005291,0.5
L-Concrete,concrete,linear,0.0033,0.4,2,3,253,0.7677457065211543,3.055933484504913,0.4482758620689655,2.6641471403376165,0.3695652173913043
L-Concrete,concrete,linear,0.0033,0.4,2,4,253,0.7955955164342408,3.1342907533383726,0.4651162790697674,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.4,2,5,253,0.7477858777268181,2.742504409171076,0.3846153846153846,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.4,2,6,253,0.7693330362611239,3.055933484504913,0.4482758620689655,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.4,2,7,253,0.7456004064907499,2.742504409171076,0.3846153846153846,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.4,3,4,253,0.7720209118176173,2.8992189468379945,0.4157303370786517,3.055933484504913,0.4482758620689655
L-Concrete,concrete,linear,0.0033,0.4,3,5,253,0.7848380745893634,3.212648022171832,0.4823529411764706,3.212648022171832,0.4823529411764706
L-Concrete,concrete,linear,0.0033,0.4,3,6,253,0.792714024046336,2.742504409171076,0.3846153846153846,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.4,3,7,253,0.7623177453708813,2.6641471403376165,0.3695652173913043,2.8208616780045355,0.4
L-Concrete,concrete,linear,0.0033,0.4,4,5,253,0.7067893102533543,3.212648022171832,0.4823529411764706,2.742504409171076,0.3846153846153846
L-Concrete,concrete,linear,0.0033,0.4,4,6,253,0.7799771747526572,3.4477198286722097,0.5365853658536586,2.6641471403376165,0.3695652173913043
L-Concrete,concrete,linear,0.0033,0.4,4,7,253,0.7433812708194023,2.977576215671454,0.4318181818181818,2.8992189468379945,0.4157303370786517
L-Concrete,concrete,linear,0.0033,0.4,5,6,253,0.7392773462865947,2.8992189468379945,0.4157303370786517,2.977576215671454,0.4318181818181818
L-Concrete,concrete,linear,0.0033,0.4,5,7,253,0.7724591736102062,2.977576215671454,0.4318181818181818,3.291005291005291,0.5
L-Concrete,concrete,linear,0.0033,0.4,6,7,253,0.7517860841275275,2.507432602670698,0.3404255319148936,2.8208616780045355,0.4
LSPIN,lspin_tf,mlp,0.00525,0.0,0,1,2,0.6844366156758832,3.055933484504913,0.4482758620689655,2.1940035273368608,0.2857142857142857
LSPIN,lspin_tf,mlp,0.00525,0.0,0,2,2,0.6005386034415955,2.2723607961703203,0.2989690721649484,2.8208616780045355,0.4
LSPIN,lspin_tf,mlp,0.00525,0.0,0,3,2,0.6514416813288328,2.6641471403376165,0.3695652173913043,2.742504409171076,0.3846153846153846
LSPIN,lspin_tf,mlp,0.00525,0.0,0,4,2,0.6391368739367629,2.8208616780045355,0.4,2.5857898715041574,0.3548387096774194
LSPIN,lspin_tf,mlp,0.00525,0.0,0,5,2,0.5727447035949946,2.8208616780045355,0.4,1.958931720836483,0.2475247524752475
LSPIN,lspin_tf,mlp,0.00525,0.0,0,6,2,0.5290598158398616,2.3507180650037798,0.3125,2.2723607961703203,0.2989690721649484
LSPIN,lspin_tf,mlp,0.00525,0.0,0,7,2,0.6704986312864475,2.6641471403376165,0.3695652173913043,2.742504409171076,0.3846153846153846
LSPIN,lspin_tf,mlp,0.00525,0.0,1,2,2,0.5562981768744554,2.1156462585034013,0.2727272727272727,2.507432602670698,0.3404255319148936
LSPIN,lspin_tf,mlp,0.00525,0.0,1,3,2,0.6322915947153186,2.5857898715041574,0.3548387096774194,2.507432602670698,0.3404255319148936
LSPIN,lspin_tf,mlp,0.00525,0.0,1,4,2,0.6024303196246366,2.742504409171076,0.3846153846153846,2.6641471403376165,0.3695652173913043
LSPIN,lspin_tf,mlp,0.00525,0.0,1,5,2,0.5695002928703033,2.5857898715041574,0.3548387096774194,2.3507180650037798,0.3125
LSPIN,lspin_tf,mlp,0.00525,0.0,1,6,2,0.5133380832280312,2.5857898715041574,0.3548387096774194,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,mlp,0.00525,0.0,1,7,2,0.6142685273290943,2.5857898715041574,0.3548387096774194,2.742504409171076,0.3846153846153846
LSPIN,lspin_tf,mlp,0.00525,0.0,2,3,2,0.5650145888690103,1.880574452003024,0.2352941176470588,2.6641471403376165,0.3695652173913043
