model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,global_cfg_idx,affinity_corr
L-Concrete,concrete,linear,0.00165,0.2,2,6,210,0.9813098820713962
L-Concrete,concrete,linear,0.00165,0.2,2,7,210,0.9765572573449331
L-Concrete,concrete,linear,0.00165,0.2,3,4,210,0.9741256402160704
L-Concrete,concrete,linear,0.00165,0.2,3,5,210,0.9234113461167768
L-Concrete,concrete,linear,0.00165,0.2,3,6,210,0.9828311494643348
L-Concrete,concrete,linear,0.00165,0.2,3,7,210,0.9804685373588136
L-Concrete,concrete,linear,0.00165,0.2,4,5,210,0.9132701189435364
L-Concrete,concrete,linear,0.00165,0.2,4,6,210,0.9761398515367292
L-Concrete,concrete,linear,0.00165,0.2,4,7,210,0.9911035774401896
L-Concrete,concrete,linear,0.00165,0.2,5,6,210,0.8740242609776093
L-Concrete,concrete,linear,0.00165,0.2,5,7,210,0.8893854777215172
L-Concrete,concrete,linear,0.00165,0.2,6,7,210,0.986760282280616
L-Concrete,concrete,linear,0.0044,0.2,0,1,214,0.9505941734101256
L-Concrete,concrete,linear,0.0044,0.2,0,2,214,0.8941925711286657
L-Concrete,concrete,linear,0.0044,0.2,0,3,214,0.950352100746824
L-Concrete,concrete,linear,0.0044,0.2,0,4,214,0.8967205625062598
L-Concrete,concrete,linear,0.0044,0.2,0,5,214,0.9367342912407184
L-Concrete,concrete,linear,0.0044,0.2,0,6,214,0.9100845034245958
L-Concrete,concrete,linear,0.0044,0.2,0,7,214,0.9498328215626464
L-Concrete,concrete,linear,0.0044,0.2,1,2,214,0.956712198512158
L-Concrete,concrete,linear,0.0044,0.2,1,3,214,0.9527012767861084
L-Concrete,concrete,linear,0.0044,0.2,1,4,214,0.9034522854875984
L-Concrete,concrete,linear,0.0044,0.2,1,5,214,0.9213759900347906
L-Concrete,concrete,linear,0.0044,0.2,1,6,214,0.8588791052505343
L-Concrete,concrete,linear,0.0044,0.2,1,7,214,0.9230823603663576
L-Concrete,concrete,linear,0.0044,0.2,2,3,214,0.9177190459423392
L-Concrete,concrete,linear,0.0044,0.2,2,4,214,0.8433660000416506
L-Concrete,concrete,linear,0.0044,0.2,2,5,214,0.8399501511487311
L-Concrete,concrete,linear,0.0044,0.2,2,6,214,0.7599513478134134
L-Concrete,concrete,linear,0.0044,0.2,2,7,214,0.8660621511930044
L-Concrete,concrete,linear,0.0044,0.2,3,4,214,0.8910802358681666
L-Concrete,concrete,linear,0.0044,0.2,3,5,214,0.9311978220298346
L-Concrete,concrete,linear,0.0044,0.2,3,6,214,0.9219551466835028
L-Concrete,concrete,linear,0.0044,0.2,3,7,214,0.971848477084862
L-Concrete,concrete,linear,0.0044,0.2,4,5,214,0.9168968665870164
L-Concrete,concrete,linear,0.0044,0.2,4,6,214,0.8636339082749834
L-Concrete,concrete,linear,0.0044,0.2,4,7,214,0.8621790579878651
L-Concrete,concrete,linear,0.0044,0.2,5,6,214,0.9419361651889802
L-Concrete,concrete,linear,0.0044,0.2,5,7,214,0.9453960310217748
L-Concrete,concrete,linear,0.0044,0.2,6,7,214,0.9576588606484704
L-Concrete,concrete,linear,0.00165,0.4,0,1,218,0.9424417709624524
L-Concrete,concrete,linear,0.00165,0.4,0,2,218,0.9702248734486604
L-Concrete,concrete,linear,0.00165,0.4,0,3,218,0.9370149930451231
L-Concrete,concrete,linear,0.00165,0.4,0,4,218,0.8837045184989634
L-Concrete,concrete,linear,0.00165,0.4,0,5,218,0.9839011809427112
L-Concrete,concrete,linear,0.00165,0.4,0,6,218,0.9700809426701992
L-Concrete,concrete,linear,0.00165,0.4,0,7,218,0.9637195853275476
L-Concrete,concrete,linear,0.00165,0.4,1,2,218,0.933755347331447
L-Concrete,concrete,linear,0.00165,0.4,1,3,218,0.9832218147725784
L-Concrete,concrete,linear,0.00165,0.4,1,4,218,0.7597662442962249
L-Concrete,concrete,linear,0.00165,0.4,1,5,218,0.9323408661265088
L-Concrete,concrete,linear,0.00165,0.4,1,6,218,0.9680976269387896
L-Concrete,concrete,linear,0.00165,0.4,1,7,218,0.9864012721312306
L-Concrete,concrete,linear,0.00165,0.4,2,3,218,0.9381268215144396
L-Concrete,concrete,linear,0.00165,0.4,2,4,218,0.9245552203997108
L-Concrete,concrete,linear,0.00165,0.4,2,5,218,0.979101224752523
L-Concrete,concrete,linear,0.00165,0.4,2,6,218,0.981164940535719
L-Concrete,concrete,linear,0.00165,0.4,2,7,218,0.941997395253813
L-Concrete,concrete,linear,0.00165,0.4,3,4,218,0.769352567201573
L-Concrete,concrete,linear,0.00165,0.4,3,5,218,0.9269964960945072
L-Concrete,concrete,linear,0.00165,0.4,3,6,218,0.9719230562649172
L-Concrete,concrete,linear,0.00165,0.4,3,7,218,0.9829359861281872
L-Concrete,concrete,linear,0.00165,0.4,4,5,218,0.915656666563374
L-Concrete,concrete,linear,0.00165,0.4,4,6,218,0.8693095825406544
L-Concrete,concrete,linear,0.00165,0.4,4,7,218,0.7788057211878333
L-Concrete,concrete,linear,0.00165,0.4,5,6,218,0.9684918892230134
L-Concrete,concrete,linear,0.00165,0.4,5,7,218,0.945272151352438
L-Concrete,concrete,linear,0.00165,0.4,6,7,218,0.9685497331825512
L-Concrete,concrete,linear,0.0044,0.4,0,1,222,0.7661595319619382
L-Concrete,concrete,linear,0.0044,0.4,0,2,222,0.7616072522910552
L-Concrete,concrete,linear,0.0044,0.4,0,3,222,0.8153578799697523
L-Concrete,concrete,linear,0.0044,0.4,0,4,222,0.8093077987411414
L-Concrete,concrete,linear,0.0044,0.4,0,5,222,0.8545157721649863
L-Concrete,concrete,linear,0.0044,0.4,0,6,222,0.7250972598011501
L-Concrete,concrete,linear,0.0044,0.4,0,7,222,0.8544918300951341
L-Concrete,concrete,linear,0.0044,0.4,1,2,222,0.9406026124370228
L-Concrete,concrete,linear,0.0044,0.4,1,3,222,0.8443841545534645
L-Concrete,concrete,linear,0.0044,0.4,1,4,222,0.8724575507853168
L-Concrete,concrete,linear,0.0044,0.4,1,5,222,0.8038640215974752
L-Concrete,concrete,linear,0.0044,0.4,1,6,222,0.9368404397350668
L-Concrete,concrete,linear,0.0044,0.4,1,7,222,0.8087057441328778
L-Concrete,concrete,linear,0.0044,0.4,2,3,222,0.9272435439405736
L-Concrete,concrete,linear,0.0044,0.4,2,4,222,0.9414097923746624
L-Concrete,concrete,linear,0.0044,0.4,2,5,222,0.8112366617335448
L-Concrete,concrete,linear,0.0044,0.4,2,6,222,0.8931641311686057
L-Concrete,concrete,linear,0.0044,0.4,2,7,222,0.8758610998191283
L-Concrete,concrete,linear,0.0044,0.4,3,4,222,0.9544525649455126
L-Concrete,concrete,linear,0.0044,0.4,3,5,222,0.882340153243442
L-Concrete,concrete,linear,0.0044,0.4,3,6,222,0.8790518245299194
L-Concrete,concrete,linear,0.0044,0.4,3,7,222,0.9066491157675552
L-Concrete,concrete,linear,0.0044,0.4,4,5,222,0.8772712301200036
L-Concrete,concrete,linear,0.0044,0.4,4,6,222,0.8713066952452678
L-Concrete,concrete,linear,0.0044,0.4,4,7,222,0.8999657615772764
L-Concrete,concrete,linear,0.0044,0.4,5,6,222,0.8287282650672897
L-Concrete,concrete,linear,0.0044,0.4,5,7,222,0.8738111811157555
L-Concrete,concrete,linear,0.0044,0.4,6,7,222,0.8049040358752673
L-Concrete,concrete,linear,0.00165,0.0,0,1,226,0.9054244545893856
L-Concrete,concrete,linear,0.00165,0.0,0,2,226,0.9320874363816825
L-Concrete,concrete,linear,0.00165,0.0,0,3,226,0.9390190805589054
L-Concrete,concrete,linear,0.00165,0.0,0,4,226,0.902944090775722
L-Concrete,concrete,linear,0.00165,0.0,0,5,226,0.9084041686540216
L-Concrete,concrete,linear,0.00165,0.0,0,6,226,0.9223705378018928
L-Concrete,concrete,linear,0.00165,0.0,0,7,226,0.9234422421756576
L-Concrete,concrete,linear,0.00165,0.0,1,2,226,0.9146556265777028
L-Concrete,concrete,linear,0.00165,0.0,1,3,226,0.8717205558564426
L-Concrete,concrete,linear,0.00165,0.0,1,4,226,0.872647284219598
L-Concrete,concrete,linear,0.00165,0.0,1,5,226,0.868933700564997
L-Concrete,concrete,linear,0.00165,0.0,1,6,226,0.8759735668619919
L-Concrete,concrete,linear,0.00165,0.0,1,7,226,0.9393914816667432
L-Concrete,concrete,linear,0.00165,0.0,2,3,226,0.9162786824285112
L-Concrete,concrete,linear,0.00165,0.0,2,4,226,0.8869291651648509
L-Concrete,concrete,linear,0.00165,0.0,2,5,226,0.8996742918694338
L-Concrete,concrete,linear,0.00165,0.0,2,6,226,0.917635245406186
L-Concrete,concrete,linear,0.00165,0.0,2,7,226,0.9206294721236804
L-Concrete,concrete,linear,0.00165,0.0,3,4,226,0.8973132876751478
L-Concrete,concrete,linear,0.00165,0.0,3,5,226,0.9107257693087774
L-Concrete,concrete,linear,0.00165,0.0,3,6,226,0.9125143259457968
L-Concrete,concrete,linear,0.00165,0.0,3,7,226,0.894359837995422
L-Concrete,concrete,linear,0.00165,0.0,4,5,226,0.9373519074186994
L-Concrete,concrete,linear,0.00165,0.0,4,6,226,0.8684822677293715
L-Concrete,concrete,linear,0.00165,0.0,4,7,226,0.9200890155701464
L-Concrete,concrete,linear,0.00165,0.0,5,6,226,0.8494859436788336
L-Concrete,concrete,linear,0.00165,0.0,5,7,226,0.9188367286987644
L-Concrete,concrete,linear,0.00165,0.0,6,7,226,0.8894449986176368
L-Concrete,concrete,linear,0.0044,0.0,0,1,230,0.8882247903711412
L-Concrete,concrete,linear,0.0044,0.0,0,2,230,0.825935764886162
L-Concrete,concrete,linear,0.0044,0.0,0,3,230,0.7762723311482369
L-Concrete,concrete,linear,0.0044,0.0,0,4,230,0.7757829785086441
L-Concrete,concrete,linear,0.0044,0.0,0,5,230,0.8048165382755671
L-Concrete,concrete,linear,0.0044,0.0,0,6,230,0.7708073306765331
L-Concrete,concrete,linear,0.0044,0.0,0,7,230,0.8382662114505782
L-Concrete,concrete,linear,0.0044,0.0,1,2,230,0.8695019506016688
L-Concrete,concrete,linear,0.0044,0.0,1,3,230,0.8185892305659688
L-Concrete,concrete,linear,0.0044,0.0,1,4,230,0.82497712117493
L-Concrete,concrete,linear,0.0044,0.0,1,5,230,0.8516204565221646
L-Concrete,concrete,linear,0.0044,0.0,1,6,230,0.8014599533487126
L-Concrete,concrete,linear,0.0044,0.0,1,7,230,0.8612193792533278
L-Concrete,concrete,linear,0.0044,0.0,2,3,230,0.8588796588799511
L-Concrete,concrete,linear,0.0044,0.0,2,4,230,0.8490386571080816
L-Concrete,concrete,linear,0.0044,0.0,2,5,230,0.8750544372399228
L-Concrete,concrete,linear,0.0044,0.0,2,6,230,0.8417650846520113
L-Concrete,concrete,linear,0.0044,0.0,2,7,230,0.8521945006634624
L-Concrete,concrete,linear,0.0044,0.0,3,4,230,0.8435191714362901
L-Concrete,concrete,linear,0.0044,0.0,3,5,230,0.8624912315887323
L-Concrete,concrete,linear,0.0044,0.0,3,6,230,0.8469671220194975
L-Concrete,concrete,linear,0.0044,0.0,3,7,230,0.8255140068425894
L-Concrete,concrete,linear,0.0044,0.0,4,5,230,0.9114053165781354
L-Concrete,concrete,linear,0.0044,0.0,4,6,230,0.8791255853356643
L-Concrete,concrete,linear,0.0044,0.0,4,7,230,0.8530330896497341
L-Concrete,concrete,linear,0.0044,0.0,5,6,230,0.8726358785696695
L-Concrete,concrete,linear,0.0044,0.0,5,7,230,0.8441083547226037
L-Concrete,concrete,linear,0.0044,0.0,6,7,230,0.8633841124915039
L-Concrete,concrete,linear,0.00165,0.1,0,1,234,0.8219611577882977
L-Concrete,concrete,linear,0.00165,0.1,0,2,234,0.8213573021993835
L-Concrete,concrete,linear,0.00165,0.1,0,3,234,0.8727476812726421
L-Concrete,concrete,linear,0.00165,0.1,0,4,234,0.8429165188802914
L-Concrete,concrete,linear,0.00165,0.1,0,5,234,0.8668484107101799
L-Concrete,concrete,linear,0.00165,0.1,0,6,234,0.9064348189547312
L-Concrete,concrete,linear,0.00165,0.1,0,7,234,0.9181176042253748
L-Concrete,concrete,linear,0.00165,0.1,1,2,234,0.9851930716563038
L-Concrete,concrete,linear,0.00165,0.1,1,3,234,0.9772110959489476
L-Concrete,concrete,linear,0.00165,0.1,1,4,234,0.9764359601690532
L-Concrete,concrete,linear,0.00165,0.1,1,5,234,0.9841695345831712
L-Concrete,concrete,linear,0.00165,0.1,1,6,234,0.8156333486357239
L-Concrete,concrete,linear,0.00165,0.1,1,7,234,0.93217724771152
L-Concrete,concrete,linear,0.00165,0.1,2,3,234,0.980660451356808
L-Concrete,concrete,linear,0.00165,0.1,2,4,234,0.9838605080950136
L-Concrete,concrete,linear,0.00165,0.1,2,5,234,0.9855742464829524
L-Concrete,concrete,linear,0.00165,0.1,2,6,234,0.8087242760463114
L-Concrete,concrete,linear,0.00165,0.1,2,7,234,0.9298109105612096
L-Concrete,concrete,linear,0.00165,0.1,3,4,234,0.9793039766139304
L-Concrete,concrete,linear,0.00165,0.1,3,5,234,0.9900220763817004
L-Concrete,concrete,linear,0.00165,0.1,3,6,234,0.8805036756286687
L-Concrete,concrete,linear,0.00165,0.1,3,7,234,0.9717947852275536
L-Concrete,concrete,linear,0.00165,0.1,4,5,234,0.9848490641412828
L-Concrete,concrete,linear,0.00165,0.1,4,6,234,0.8329664591582743
L-Concrete,concrete,linear,0.00165,0.1,4,7,234,0.9504773932883088
L-Concrete,concrete,linear,0.00165,0.1,5,6,234,0.8544584917418867
L-Concrete,concrete,linear,0.00165,0.1,5,7,234,0.9623483671791756
L-Concrete,concrete,linear,0.00165,0.1,6,7,234,0.8986911582766532
L-Concrete,concrete,linear,0.0044,0.1,0,1,238,0.9038462541467148
L-Concrete,concrete,linear,0.0044,0.1,0,2,238,0.944686044916348
L-Concrete,concrete,linear,0.0044,0.1,0,3,238,0.9583409047918732
L-Concrete,concrete,linear,0.0044,0.1,0,4,238,0.8971917250597977
L-Concrete,concrete,linear,0.0044,0.1,0,5,238,0.8840687248219069
L-Concrete,concrete,linear,0.0044,0.1,0,6,238,0.8988052868657844
L-Concrete,concrete,linear,0.0044,0.1,0,7,238,0.9440835418104168
L-Concrete,concrete,linear,0.0044,0.1,1,2,238,0.8587486376507151
L-Concrete,concrete,linear,0.0044,0.1,1,3,238,0.8721933058566268
L-Concrete,concrete,linear,0.0044,0.1,1,4,238,0.9055440454034892
L-Concrete,concrete,linear,0.0044,0.1,1,5,238,0.9266887122175615
L-Concrete,concrete,linear,0.0044,0.1,1,6,238,0.850008438516509
L-Concrete,concrete,linear,0.0044,0.1,1,7,238,0.9339588595837156
L-Concrete,concrete,linear,0.0044,0.1,2,3,238,0.9241399344632848
L-Concrete,concrete,linear,0.0044,0.1,2,4,238,0.8691439121877523
L-Concrete,concrete,linear,0.0044,0.1,2,5,238,0.8482781898870868
L-Concrete,concrete,linear,0.0044,0.1,2,6,238,0.8603824095974776
L-Concrete,concrete,linear,0.0044,0.1,2,7,238,0.924125620868682
L-Concrete,concrete,linear,0.0044,0.1,3,4,238,0.8654905889892138
L-Concrete,concrete,linear,0.0044,0.1,3,5,238,0.8370634118259683
L-Concrete,concrete,linear,0.0044,0.1,3,6,238,0.8786237523045738
L-Concrete,concrete,linear,0.0044,0.1,3,7,238,0.9089307514427336
L-Concrete,concrete,linear,0.0044,0.1,4,5,238,0.9633319591682684
L-Concrete,concrete,linear,0.0044,0.1,4,6,238,0.8824983440570735
L-Concrete,concrete,linear,0.0044,0.1,4,7,238,0.9469502338365864
L-Concrete,concrete,linear,0.0044,0.1,5,6,238,0.8800561532575985
L-Concrete,concrete,linear,0.0044,0.1,5,7,238,0.9529061283820622
L-Concrete,concrete,linear,0.0044,0.1,6,7,238,0.9251231094550056
L-Concrete,concrete,linear,0.00165,0.2,0,1,242,0.9096247839708042
L-Concrete,concrete,linear,0.00165,0.2,0,2,242,0.8880413625421526
L-Concrete,concrete,linear,0.00165,0.2,0,3,242,0.8968547979751771
L-Concrete,concrete,linear,0.00165,0.2,0,4,242,0.9543897157372372
L-Concrete,concrete,linear,0.00165,0.2,0,5,242,0.9446938928134572
L-Concrete,concrete,linear,0.00165,0.2,0,6,242,0.8878072691213086
L-Concrete,concrete,linear,0.00165,0.2,0,7,242,0.9717911608355186
L-Concrete,concrete,linear,0.00165,0.2,1,2,242,0.9829758848712596
L-Concrete,concrete,linear,0.00165,0.2,1,3,242,0.9480823782987432
L-Concrete,concrete,linear,0.00165,0.2,1,4,242,0.9836295092270584
L-Concrete,concrete,linear,0.00165,0.2,1,5,242,0.986694375400086
L-Concrete,concrete,linear,0.00165,0.2,1,6,242,0.9885947104712434
L-Concrete,concrete,linear,0.00165,0.2,1,7,242,0.970591334098096
L-Concrete,concrete,linear,0.00165,0.2,2,3,242,0.93781932790724
L-Concrete,concrete,linear,0.00165,0.2,2,4,242,0.9636181225743702
L-Concrete,concrete,linear,0.00165,0.2,2,5,242,0.978855625890501
L-Concrete,concrete,linear,0.00165,0.2,2,6,242,0.9728264377523886
L-Concrete,concrete,linear,0.00165,0.2,2,7,242,0.946895420651236
L-Concrete,concrete,linear,0.00165,0.2,3,4,242,0.9510363309472326
L-Concrete,concrete,linear,0.00165,0.2,3,5,242,0.9468575298260402
L-Concrete,concrete,linear,0.00165,0.2,3,6,242,0.9384338067032264
L-Concrete,concrete,linear,0.00165,0.2,3,7,242,0.9378665125344344
L-Concrete,concrete,linear,0.00165,0.2,4,5,242,0.9870405275272732
L-Concrete,concrete,linear,0.00165,0.2,4,6,242,0.9729981140352246
L-Concrete,concrete,linear,0.00165,0.2,4,7,242,0.9901217563930168
L-Concrete,concrete,linear,0.00165,0.2,5,6,242,0.9734993098883228
L-Concrete,concrete,linear,0.00165,0.2,5,7,242,0.9827101054181808
L-Concrete,concrete,linear,0.00165,0.2,6,7,242,0.9559179341855172
L-Concrete,concrete,linear,0.0044,0.2,0,1,246,0.9413405642894666
L-Concrete,concrete,linear,0.0044,0.2,0,2,246,0.8543768795402077
L-Concrete,concrete,linear,0.0044,0.2,0,3,246,0.8626883014468754
L-Concrete,concrete,linear,0.0044,0.2,0,4,246,0.8686657740717202
L-Concrete,concrete,linear,0.0044,0.2,0,5,246,0.9333705362619376
L-Concrete,concrete,linear,0.0044,0.2,0,6,246,0.9545152262010594
L-Concrete,concrete,linear,0.0044,0.2,0,7,246,0.9199458011874468
L-Concrete,concrete,linear,0.0044,0.2,1,2,246,0.8530611264252533
L-Concrete,concrete,linear,0.0044,0.2,1,3,246,0.9055763059988454
L-Concrete,concrete,linear,0.0044,0.2,1,4,246,0.9050855427567792
L-Concrete,concrete,linear,0.0044,0.2,1,5,246,0.9559304509340764
L-Concrete,concrete,linear,0.0044,0.2,1,6,246,0.9478840777449752
L-Concrete,concrete,linear,0.0044,0.2,1,7,246,0.9482202348502724
L-Concrete,concrete,linear,0.0044,0.2,2,3,246,0.9497431111680894
L-Concrete,concrete,linear,0.0044,0.2,2,4,246,0.933637943524994
L-Concrete,concrete,linear,0.0044,0.2,2,5,246,0.9203639696849458
L-Concrete,concrete,linear,0.0044,0.2,2,6,246,0.8943172824973562
L-Concrete,concrete,linear,0.0044,0.2,2,7,246,0.8954627904063117
L-Concrete,concrete,linear,0.0044,0.2,3,4,246,0.9507701658114314
L-Concrete,concrete,linear,0.0044,0.2,3,5,246,0.9490522079452428
L-Concrete,concrete,linear,0.0044,0.2,3,6,246,0.931590625408078
L-Concrete,concrete,linear,0.0044,0.2,3,7,246,0.9216176641348316
L-Concrete,concrete,linear,0.0044,0.2,4,5,246,0.9581360881032944
L-Concrete,concrete,linear,0.0044,0.2,4,6,246,0.9374464410821248
L-Concrete,concrete,linear,0.0044,0.2,4,7,246,0.9384538250886792
L-Concrete,concrete,linear,0.0044,0.2,5,6,246,0.9747901602315564
L-Concrete,concrete,linear,0.0044,0.2,5,7,246,0.9731890513999124
L-Concrete,concrete,linear,0.0044,0.2,6,7,246,0.9607597177470156
L-Concrete,concrete,linear,0.00165,0.4,0,1,250,0.9714386379601164
L-Concrete,concrete,linear,0.00165,0.4,0,2,250,0.9865307121276398
L-Concrete,concrete,linear,0.00165,0.4,0,3,250,0.9783023535981378
L-Concrete,concrete,linear,0.00165,0.4,0,4,250,0.981738252651576
L-Concrete,concrete,linear,0.00165,0.4,0,5,250,0.9853597638464996
L-Concrete,concrete,linear,0.00165,0.4,0,6,250,0.9859233801119214
L-Concrete,concrete,linear,0.00165,0.4,0,7,250,0.9889583227806532
L-Concrete,concrete,linear,0.00165,0.4,1,2,250,0.9882368213629912
L-Concrete,concrete,linear,0.00165,0.4,1,3,250,0.9747840296603512
L-Concrete,concrete,linear,0.00165,0.4,1,4,250,0.981530467351368
L-Concrete,concrete,linear,0.00165,0.4,1,5,250,0.9859081391091894
L-Concrete,concrete,linear,0.00165,0.4,1,6,250,0.9862394123318926
L-Concrete,concrete,linear,0.00165,0.4,1,7,250,0.98428509865507
L-Concrete,concrete,linear,0.00165,0.4,2,3,250,0.9724319679637576
L-Concrete,concrete,linear,0.00165,0.4,2,4,250,0.9884218821077204
L-Concrete,concrete,linear,0.00165,0.4,2,5,250,0.9931599604055636
L-Concrete,concrete,linear,0.00165,0.4,2,6,250,0.9915792401413002
L-Concrete,concrete,linear,0.00165,0.4,2,7,250,0.9855000940819992
L-Concrete,concrete,linear,0.00165,0.4,3,4,250,0.978493730301967
L-Concrete,concrete,linear,0.00165,0.4,3,5,250,0.9788964029881634
L-Concrete,concrete,linear,0.00165,0.4,3,6,250,0.9819883590137648
L-Concrete,concrete,linear,0.00165,0.4,3,7,250,0.9820135908025326
L-Concrete,concrete,linear,0.00165,0.4,4,5,250,0.9850457301430564
L-Concrete,concrete,linear,0.00165,0.4,4,6,250,0.990656663212803
L-Concrete,concrete,linear,0.00165,0.4,4,7,250,0.9810572107353936
L-Concrete,concrete,linear,0.00165,0.4,5,6,250,0.9904050356515284
L-Concrete,concrete,linear,0.00165,0.4,5,7,250,0.9853822746939628
L-Concrete,concrete,linear,0.00165,0.4,6,7,250,0.984907163712354
L-Concrete,concrete,linear,0.0044,0.4,0,1,254,0.7828668327761307
L-Concrete,concrete,linear,0.0044,0.4,0,2,254,0.8146046865987203
L-Concrete,concrete,linear,0.0044,0.4,0,3,254,0.884903235626929
L-Concrete,concrete,linear,0.0044,0.4,0,4,254,0.9250257690057332
L-Concrete,concrete,linear,0.0044,0.4,0,5,254,0.9446541598873286
L-Concrete,concrete,linear,0.0044,0.4,0,6,254,0.8249406395782449
L-Concrete,concrete,linear,0.0044,0.4,0,7,254,0.9693535953874935
L-Concrete,concrete,linear,0.0044,0.4,1,2,254,0.8259457694280823
L-Concrete,concrete,linear,0.0044,0.4,1,3,254,0.8093507170533369
L-Concrete,concrete,linear,0.0044,0.4,1,4,254,0.7900559241010572
L-Concrete,concrete,linear,0.0044,0.4,1,5,254,0.7468333860737807
L-Concrete,concrete,linear,0.0044,0.4,1,6,254,0.920824689275558
L-Concrete,concrete,linear,0.0044,0.4,1,7,254,0.8283181040228541
L-Concrete,concrete,linear,0.0044,0.4,2,3,254,0.859256310846344
L-Concrete,concrete,linear,0.0044,0.4,2,4,254,0.7722907661949459
L-Concrete,concrete,linear,0.0044,0.4,2,5,254,0.6957492843626262
L-Concrete,concrete,linear,0.0044,0.4,2,6,254,0.929650177813572
L-Concrete,concrete,linear,0.0044,0.4,2,7,254,0.8745689916498487
L-Concrete,concrete,linear,0.0044,0.4,3,4,254,0.8925795039341652
L-Concrete,concrete,linear,0.0044,0.4,3,5,254,0.8685456886764942
L-Concrete,concrete,linear,0.0044,0.4,3,6,254,0.8392069256198486
L-Concrete,concrete,linear,0.0044,0.4,3,7,254,0.904570683157538
L-Concrete,concrete,linear,0.0044,0.4,4,5,254,0.9542470114219916
L-Concrete,concrete,linear,0.0044,0.4,4,6,254,0.8154137282423481
L-Concrete,concrete,linear,0.0044,0.4,4,7,254,0.919939180375188
L-Concrete,concrete,linear,0.0044,0.4,5,6,254,0.7512387134700149
L-Concrete,concrete,linear,0.0044,0.4,5,7,254,0.9053902053604236
L-Concrete,concrete,linear,0.0044,0.4,6,7,254,0.8782568363244694
LSPIN,lspin_tf,mlp,0.007,0.0,0,1,3,0.8845096448080416
LSPIN,lspin_tf,mlp,0.007,0.0,0,2,3,0.9051050673547644
LSPIN,lspin_tf,mlp,0.007,0.0,0,3,3,0.8739488099101623
LSPIN,lspin_tf,mlp,0.007,0.0,0,4,3,0.8254301482806597
LSPIN,lspin_tf,mlp,0.007,0.0,0,5,3,0.8492482681877681
LSPIN,lspin_tf,mlp,0.007,0.0,0,6,3,0.8807481680287447
LSPIN,lspin_tf,mlp,0.007,0.0,0,7,3,0.8477791946090323
LSPIN,lspin_tf,mlp,0.007,0.0,1,2,3,0.9272438970526542
LSPIN,lspin_tf,mlp,0.007,0.0,1,3,3,0.9206939724542617
LSPIN,lspin_tf,mlp,0.007,0.0,1,4,3,0.8867484203682918
LSPIN,lspin_tf,mlp,0.007,0.0,1,5,3,0.8835171799781503
LSPIN,lspin_tf,mlp,0.007,0.0,1,6,3,0.919944217211769
LSPIN,lspin_tf,mlp,0.007,0.0,1,7,3,0.9119869128258438
LSPIN,lspin_tf,mlp,0.007,0.0,2,3,3,0.954016618639414
LSPIN,lspin_tf,mlp,0.007,0.0,2,4,3,0.9189421454028028
LSPIN,lspin_tf,mlp,0.007,0.0,2,5,3,0.8988137207475674
LSPIN,lspin_tf,mlp,0.007,0.0,2,6,3,0.9377528926463216
LSPIN,lspin_tf,mlp,0.007,0.0,2,7,3,0.8880962318514742
LSPIN,lspin_tf,mlp,0.007,0.0,3,4,3,0.9331573069372328
LSPIN,lspin_tf,mlp,0.007,0.0,3,5,3,0.907227644163025
LSPIN,lspin_tf,mlp,0.007,0.0,3,6,3,0.9507014901158568
LSPIN,lspin_tf,mlp,0.007,0.0,3,7,3,0.887529966140783
LSPIN,lspin_tf,mlp,0.007,0.0,4,5,3,0.8947504387932472
LSPIN,lspin_tf,mlp,0.007,0.0,4,6,3,0.9300982948403712
LSPIN,lspin_tf,mlp,0.007,0.0,4,7,3,0.8726383688652757
LSPIN,lspin_tf,mlp,0.007,0.0,5,6,3,0.8982626432289743
LSPIN,lspin_tf,mlp,0.007,0.0,5,7,3,0.8963504129315822
LSPIN,lspin_tf,mlp,0.007,0.0,6,7,3,0.8931625438904409
LSPIN,lspin_tf,mlp,0.021,0.0,0,1,7,0.8081259314144112
LSPIN,lspin_tf,mlp,0.021,0.0,0,2,7,0.7770183362819492
LSPIN,lspin_tf,mlp,0.021,0.0,0,3,7,0.7862618271278525
LSPIN,lspin_tf,mlp,0.021,0.0,0,4,7,0.7760142134993941
LSPIN,lspin_tf,mlp,0.021,0.0,0,5,7,0.7722532334760382
LSPIN,lspin_tf,mlp,0.021,0.0,0,6,7,0.7712757770217025
LSPIN,lspin_tf,mlp,0.021,0.0,0,7,7,0.6844588353380067
LSPIN,lspin_tf,mlp,0.021,0.0,1,2,7,0.8064968242572055
LSPIN,lspin_tf,mlp,0.021,0.0,1,3,7,0.8191746826733071
LSPIN,lspin_tf,mlp,0.021,0.0,1,4,7,0.884499804989229
LSPIN,lspin_tf,mlp,0.021,0.0,1,5,7,0.8878881697022697
LSPIN,lspin_tf,mlp,0.021,0.0,1,6,7,0.8210784892951647
LSPIN,lspin_tf,mlp,0.021,0.0,1,7,7,0.823711275757543
LSPIN,lspin_tf,mlp,0.021,0.0,2,3,7,0.8070958642413276
LSPIN,lspin_tf,mlp,0.021,0.0,2,4,7,0.8171353055188143
LSPIN,lspin_tf,mlp,0.021,0.0,2,5,7,0.8301103112371355
LSPIN,lspin_tf,mlp,0.021,0.0,2,6,7,0.7239993261776883
