model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,global_cfg_idx,affinity_corr
L-Concrete,concrete,linear,0.0011,0.4,0,6,249,0.9872991480744588
L-Concrete,concrete,linear,0.0011,0.4,0,7,249,0.9937088853883008
L-Concrete,concrete,linear,0.0011,0.4,1,2,249,0.9168605255924116
L-Concrete,concrete,linear,0.0011,0.4,1,3,249,0.9827425898773297
L-Concrete,concrete,linear,0.0011,0.4,1,4,249,0.919685512006624
L-Concrete,concrete,linear,0.0011,0.4,1,5,249,0.9449484243557272
L-Concrete,concrete,linear,0.0011,0.4,1,6,249,0.985821863005664
L-Concrete,concrete,linear,0.0011,0.4,1,7,249,0.993498151015117
L-Concrete,concrete,linear,0.0011,0.4,2,3,249,0.9115968960061674
L-Concrete,concrete,linear,0.0011,0.4,2,4,249,0.9896538147402166
L-Concrete,concrete,linear,0.0011,0.4,2,5,249,0.955102231108724
L-Concrete,concrete,linear,0.0011,0.4,2,6,249,0.954714887103904
L-Concrete,concrete,linear,0.0011,0.4,2,7,249,0.9231444416562252
L-Concrete,concrete,linear,0.0011,0.4,3,4,249,0.9149793831580176
L-Concrete,concrete,linear,0.0011,0.4,3,5,249,0.92122912473976
L-Concrete,concrete,linear,0.0011,0.4,3,6,249,0.9703344190546273
L-Concrete,concrete,linear,0.0011,0.4,3,7,249,0.9800529902879872
L-Concrete,concrete,linear,0.0011,0.4,4,5,249,0.9643608078978742
L-Concrete,concrete,linear,0.0011,0.4,4,6,249,0.9593283012194136
L-Concrete,concrete,linear,0.0011,0.4,4,7,249,0.920235577820478
L-Concrete,concrete,linear,0.0011,0.4,5,6,249,0.9694973918228802
L-Concrete,concrete,linear,0.0011,0.4,5,7,249,0.9463209183826404
L-Concrete,concrete,linear,0.0011,0.4,6,7,249,0.9830075410683936
L-Concrete,concrete,linear,0.0033,0.4,0,1,253,0.8909250165943601
L-Concrete,concrete,linear,0.0033,0.4,0,2,253,0.8832999405093448
L-Concrete,concrete,linear,0.0033,0.4,0,3,253,0.9314965953106392
L-Concrete,concrete,linear,0.0033,0.4,0,4,253,0.9255988352558456
L-Concrete,concrete,linear,0.0033,0.4,0,5,253,0.822319237410453
L-Concrete,concrete,linear,0.0033,0.4,0,6,253,0.8459063075737118
L-Concrete,concrete,linear,0.0033,0.4,0,7,253,0.5265866221074009
L-Concrete,concrete,linear,0.0033,0.4,1,2,253,0.7599005961943515
L-Concrete,concrete,linear,0.0033,0.4,1,3,253,0.8597082935267001
L-Concrete,concrete,linear,0.0033,0.4,1,4,253,0.97290220291368
L-Concrete,concrete,linear,0.0033,0.4,1,5,253,0.7800051933894345
L-Concrete,concrete,linear,0.0033,0.4,1,6,253,0.7987303467031119
L-Concrete,concrete,linear,0.0033,0.4,1,7,253,0.5382831772938725
L-Concrete,concrete,linear,0.0033,0.4,2,3,253,0.8349272842474998
L-Concrete,concrete,linear,0.0033,0.4,2,4,253,0.7679458583514598
L-Concrete,concrete,linear,0.0033,0.4,2,5,253,0.8625321220732893
L-Concrete,concrete,linear,0.0033,0.4,2,6,253,0.8182669501949948
L-Concrete,concrete,linear,0.0033,0.4,2,7,253,0.5527662103810337
L-Concrete,concrete,linear,0.0033,0.4,3,4,253,0.912689378084579
L-Concrete,concrete,linear,0.0033,0.4,3,5,253,0.7572670359267955
L-Concrete,concrete,linear,0.0033,0.4,3,6,253,0.85902072065569
L-Concrete,concrete,linear,0.0033,0.4,3,7,253,0.5023000280270832
L-Concrete,concrete,linear,0.0033,0.4,4,5,253,0.7460114568349309
L-Concrete,concrete,linear,0.0033,0.4,4,6,253,0.807235943234933
L-Concrete,concrete,linear,0.0033,0.4,4,7,253,0.4924248730286717
L-Concrete,concrete,linear,0.0033,0.4,5,6,253,0.8911882738121397
L-Concrete,concrete,linear,0.0033,0.4,5,7,253,0.6942426747937293
L-Concrete,concrete,linear,0.0033,0.4,6,7,253,0.7600376624217593
LSPIN,lspin_tf,mlp,0.00525,0.0,0,1,2,0.8829035046193543
LSPIN,lspin_tf,mlp,0.00525,0.0,0,2,2,0.8991874885457439
LSPIN,lspin_tf,mlp,0.00525,0.0,0,3,2,0.8578231780894249
LSPIN,lspin_tf,mlp,0.00525,0.0,0,4,2,0.8768615370535107
LSPIN,lspin_tf,mlp,0.00525,0.0,0,5,2,0.8910129820391464
LSPIN,lspin_tf,mlp,0.00525,0.0,0,6,2,0.8587651318796672
LSPIN,lspin_tf,mlp,0.00525,0.0,0,7,2,0.9033987348553472
LSPIN,lspin_tf,mlp,0.00525,0.0,1,2,2,0.8775174135138571
LSPIN,lspin_tf,mlp,0.00525,0.0,1,3,2,0.8931216334324431
LSPIN,lspin_tf,mlp,0.00525,0.0,1,4,2,0.9127907866669808
LSPIN,lspin_tf,mlp,0.00525,0.0,1,5,2,0.8478142050092641
LSPIN,lspin_tf,mlp,0.00525,0.0,1,6,2,0.8406928649522644
LSPIN,lspin_tf,mlp,0.00525,0.0,1,7,2,0.9340570538329492
LSPIN,lspin_tf,mlp,0.00525,0.0,2,3,2,0.8901791823332457
LSPIN,lspin_tf,mlp,0.00525,0.0,2,4,2,0.9097229031613532
LSPIN,lspin_tf,mlp,0.00525,0.0,2,5,2,0.8779348201870031
LSPIN,lspin_tf,mlp,0.00525,0.0,2,6,2,0.8427639128375053
LSPIN,lspin_tf,mlp,0.00525,0.0,2,7,2,0.8860743791230856
LSPIN,lspin_tf,mlp,0.00525,0.0,3,4,2,0.939332262856301
LSPIN,lspin_tf,mlp,0.00525,0.0,3,5,2,0.8561685141823402
LSPIN,lspin_tf,mlp,0.00525,0.0,3,6,2,0.8706018323030644
LSPIN,lspin_tf,mlp,0.00525,0.0,3,7,2,0.8461199952793506
LSPIN,lspin_tf,mlp,0.00525,0.0,4,5,2,0.890931806163553
LSPIN,lspin_tf,mlp,0.00525,0.0,4,6,2,0.8778825973694167
LSPIN,lspin_tf,mlp,0.00525,0.0,4,7,2,0.8848072616203133
LSPIN,lspin_tf,mlp,0.00525,0.0,5,6,2,0.9023466476561708
LSPIN,lspin_tf,mlp,0.00525,0.0,5,7,2,0.8248549068498153
LSPIN,lspin_tf,mlp,0.00525,0.0,6,7,2,0.8013622638745315
LSPIN,lspin_tf,mlp,0.014,0.0,0,1,6,0.8157261014372837
LSPIN,lspin_tf,mlp,0.014,0.0,0,2,6,0.8315787927911041
LSPIN,lspin_tf,mlp,0.014,0.0,0,3,6,0.7907902612400313
LSPIN,lspin_tf,mlp,0.014,0.0,0,4,6,0.7869621495046077
LSPIN,lspin_tf,mlp,0.014,0.0,0,5,6,0.8366980158636594
LSPIN,lspin_tf,mlp,0.014,0.0,0,6,6,0.826730598446339
LSPIN,lspin_tf,mlp,0.014,0.0,0,7,6,0.7979100679281357
LSPIN,lspin_tf,mlp,0.014,0.0,1,2,6,0.7564313866437726
LSPIN,lspin_tf,mlp,0.014,0.0,1,3,6,0.8144571071976102
LSPIN,lspin_tf,mlp,0.014,0.0,1,4,6,0.8970089578029875
LSPIN,lspin_tf,mlp,0.014,0.0,1,5,6,0.8231855836923845
LSPIN,lspin_tf,mlp,0.014,0.0,1,6,6,0.8983416305722142
LSPIN,lspin_tf,mlp,0.014,0.0,1,7,6,0.8788689343110129
LSPIN,lspin_tf,mlp,0.014,0.0,2,3,6,0.6793866176310882
LSPIN,lspin_tf,mlp,0.014,0.0,2,4,6,0.7547721085155323
LSPIN,lspin_tf,mlp,0.014,0.0,2,5,6,0.792838477654668
LSPIN,lspin_tf,mlp,0.014,0.0,2,6,6,0.7221522948200204
LSPIN,lspin_tf,mlp,0.014,0.0,2,7,6,0.7510136006207331
LSPIN,lspin_tf,mlp,0.014,0.0,3,4,6,0.7294031457000206
LSPIN,lspin_tf,mlp,0.014,0.0,3,5,6,0.7282913057372126
LSPIN,lspin_tf,mlp,0.014,0.0,3,6,6,0.8866817543102302
LSPIN,lspin_tf,mlp,0.014,0.0,3,7,6,0.8261850519393324
LSPIN,lspin_tf,mlp,0.014,0.0,4,5,6,0.8144861414269382
LSPIN,lspin_tf,mlp,0.014,0.0,4,6,6,0.8264697123387662
LSPIN,lspin_tf,mlp,0.014,0.0,4,7,6,0.8749248795364107
LSPIN,lspin_tf,mlp,0.014,0.0,5,6,6,0.7958772700710063
LSPIN,lspin_tf,mlp,0.014,0.0,5,7,6,0.7796236944227555
LSPIN,lspin_tf,mlp,0.014,0.0,6,7,6,0.8601283457972186
LSPIN,lspin_tf,mlp,0.00525,0.1,0,1,10,0.911600262820228
LSPIN,lspin_tf,mlp,0.00525,0.1,0,2,10,0.9229037716134162
LSPIN,lspin_tf,mlp,0.00525,0.1,0,3,10,0.9263019172211168
LSPIN,lspin_tf,mlp,0.00525,0.1,0,4,10,0.8802501428963422
LSPIN,lspin_tf,mlp,0.00525,0.1,0,5,10,0.9650299563199536
LSPIN,lspin_tf,mlp,0.00525,0.1,0,6,10,0.9289786298153048
LSPIN,lspin_tf,mlp,0.00525,0.1,0,7,10,0.9145977263924234
LSPIN,lspin_tf,mlp,0.00525,0.1,1,2,10,0.9071243405999488
LSPIN,lspin_tf,mlp,0.00525,0.1,1,3,10,0.96263613292051
LSPIN,lspin_tf,mlp,0.00525,0.1,1,4,10,0.9591559687842308
LSPIN,lspin_tf,mlp,0.00525,0.1,1,5,10,0.8761352359543264
LSPIN,lspin_tf,mlp,0.00525,0.1,1,6,10,0.9536870643162711
LSPIN,lspin_tf,mlp,0.00525,0.1,1,7,10,0.924393640718812
LSPIN,lspin_tf,mlp,0.00525,0.1,2,3,10,0.8952231737973523
LSPIN,lspin_tf,mlp,0.00525,0.1,2,4,10,0.9433132612479996
LSPIN,lspin_tf,mlp,0.00525,0.1,2,5,10,0.9347446111876596
LSPIN,lspin_tf,mlp,0.00525,0.1,2,6,10,0.9710851014773014
LSPIN,lspin_tf,mlp,0.00525,0.1,2,7,10,0.9171686233917984
LSPIN,lspin_tf,mlp,0.00525,0.1,3,4,10,0.936815414326968
LSPIN,lspin_tf,mlp,0.00525,0.1,3,5,10,0.9067734900549486
LSPIN,lspin_tf,mlp,0.00525,0.1,3,6,10,0.9374743772903767
LSPIN,lspin_tf,mlp,0.00525,0.1,3,7,10,0.9522945083915164
LSPIN,lspin_tf,mlp,0.00525,0.1,4,5,10,0.8748312303326682
LSPIN,lspin_tf,mlp,0.00525,0.1,4,6,10,0.9709819418736632
LSPIN,lspin_tf,mlp,0.00525,0.1,4,7,10,0.9211390403419336
LSPIN,lspin_tf,mlp,0.00525,0.1,5,6,10,0.9197575675606752
LSPIN,lspin_tf,mlp,0.00525,0.1,5,7,10,0.925340495038796
LSPIN,lspin_tf,mlp,0.00525,0.1,6,7,10,0.9283830604218064
LSPIN,lspin_tf,mlp,0.014,0.1,0,1,14,0.9086417368126024
LSPIN,lspin_tf,mlp,0.014,0.1,0,2,14,0.9619172119154432
LSPIN,lspin_tf,mlp,0.014,0.1,0,3,14,0.9241417826026392
LSPIN,lspin_tf,mlp,0.014,0.1,0,4,14,0.903097396780996
LSPIN,lspin_tf,mlp,0.014,0.1,0,5,14,0.9432480646571764
LSPIN,lspin_tf,mlp,0.014,0.1,0,6,14,0.9244267204960632
LSPIN,lspin_tf,mlp,0.014,0.1,0,7,14,0.9487489724563568
LSPIN,lspin_tf,mlp,0.014,0.1,1,2,14,0.9152173879578576
LSPIN,lspin_tf,mlp,0.014,0.1,1,3,14,0.9068021634519404
LSPIN,lspin_tf,mlp,0.014,0.1,1,4,14,0.8714795096626641
LSPIN,lspin_tf,mlp,0.014,0.1,1,5,14,0.9110812196029604
LSPIN,lspin_tf,mlp,0.014,0.1,1,6,14,0.816248021419969
LSPIN,lspin_tf,mlp,0.014,0.1,1,7,14,0.9304130542207578
LSPIN,lspin_tf,mlp,0.014,0.1,2,3,14,0.9372498009518784
LSPIN,lspin_tf,mlp,0.014,0.1,2,4,14,0.917168379299728
LSPIN,lspin_tf,mlp,0.014,0.1,2,5,14,0.9283410733549776
LSPIN,lspin_tf,mlp,0.014,0.1,2,6,14,0.8860831031000705
LSPIN,lspin_tf,mlp,0.014,0.1,2,7,14,0.9508382461433232
LSPIN,lspin_tf,mlp,0.014,0.1,3,4,14,0.8903234763468963
LSPIN,lspin_tf,mlp,0.014,0.1,3,5,14,0.922126025657901
LSPIN,lspin_tf,mlp,0.014,0.1,3,6,14,0.876172817350548
LSPIN,lspin_tf,mlp,0.014,0.1,3,7,14,0.9265164903587444
LSPIN,lspin_tf,mlp,0.014,0.1,4,5,14,0.878295641631599
LSPIN,lspin_tf,mlp,0.014,0.1,4,6,14,0.8488863021696798
LSPIN,lspin_tf,mlp,0.014,0.1,4,7,14,0.9040498586854556
LSPIN,lspin_tf,mlp,0.014,0.1,5,6,14,0.8801526526989538
LSPIN,lspin_tf,mlp,0.014,0.1,5,7,14,0.9300635167847224
LSPIN,lspin_tf,mlp,0.014,0.1,6,7,14,0.878090416884033
LSPIN,lspin_tf,mlp,0.00525,0.2,0,1,18,0.909807908981414
LSPIN,lspin_tf,mlp,0.00525,0.2,0,2,18,0.8763577582435417
LSPIN,lspin_tf,mlp,0.00525,0.2,0,3,18,0.9273497287610748
LSPIN,lspin_tf,mlp,0.00525,0.2,0,4,18,0.8828835317414565
LSPIN,lspin_tf,mlp,0.00525,0.2,0,5,18,0.9280155241261636
LSPIN,lspin_tf,mlp,0.00525,0.2,0,6,18,0.8938629905539639
LSPIN,lspin_tf,mlp,0.00525,0.2,0,7,18,0.8585593787227491
LSPIN,lspin_tf,mlp,0.00525,0.2,1,2,18,0.915642245188961
LSPIN,lspin_tf,mlp,0.00525,0.2,1,3,18,0.9760325687199988
LSPIN,lspin_tf,mlp,0.00525,0.2,1,4,18,0.9499265684467264
LSPIN,lspin_tf,mlp,0.00525,0.2,1,5,18,0.9616615377391172
LSPIN,lspin_tf,mlp,0.00525,0.2,1,6,18,0.9648205400188304
LSPIN,lspin_tf,mlp,0.00525,0.2,1,7,18,0.9535913006245158
LSPIN,lspin_tf,mlp,0.00525,0.2,2,3,18,0.926581675460483
LSPIN,lspin_tf,mlp,0.00525,0.2,2,4,18,0.958718812684642
LSPIN,lspin_tf,mlp,0.00525,0.2,2,5,18,0.926084976003589
LSPIN,lspin_tf,mlp,0.00525,0.2,2,6,18,0.9047527412883428
LSPIN,lspin_tf,mlp,0.00525,0.2,2,7,18,0.9299005791344788
LSPIN,lspin_tf,mlp,0.00525,0.2,3,4,18,0.9506072180338104
LSPIN,lspin_tf,mlp,0.00525,0.2,3,5,18,0.9687528347558771
LSPIN,lspin_tf,mlp,0.00525,0.2,3,6,18,0.9591272330965234
LSPIN,lspin_tf,mlp,0.00525,0.2,3,7,18,0.9496086792818608
LSPIN,lspin_tf,mlp,0.00525,0.2,4,5,18,0.9283725819459324
LSPIN,lspin_tf,mlp,0.00525,0.2,4,6,18,0.9287188059969068
LSPIN,lspin_tf,mlp,0.00525,0.2,4,7,18,0.9428652231671673
LSPIN,lspin_tf,mlp,0.00525,0.2,5,6,18,0.9611577817430964
LSPIN,lspin_tf,mlp,0.00525,0.2,5,7,18,0.9519855028210812
LSPIN,lspin_tf,mlp,0.00525,0.2,6,7,18,0.9610017045817866
LSPIN,lspin_tf,mlp,0.014,0.2,0,1,22,0.8918494410167508
LSPIN,lspin_tf,mlp,0.014,0.2,0,2,22,0.9599275689922728
LSPIN,lspin_tf,mlp,0.014,0.2,0,3,22,0.9235664915513426
LSPIN,lspin_tf,mlp,0.014,0.2,0,4,22,0.921468735669152
LSPIN,lspin_tf,mlp,0.014,0.2,0,5,22,0.8824666589308892
LSPIN,lspin_tf,mlp,0.014,0.2,0,6,22,0.8918554787740312
LSPIN,lspin_tf,mlp,0.014,0.2,0,7,22,0.9332014390452078
LSPIN,lspin_tf,mlp,0.014,0.2,1,2,22,0.8880573040128137
LSPIN,lspin_tf,mlp,0.014,0.2,1,3,22,0.8168884055145886
LSPIN,lspin_tf,mlp,0.014,0.2,1,4,22,0.880781997053639
LSPIN,lspin_tf,mlp,0.014,0.2,1,5,22,0.8772630434241594
LSPIN,lspin_tf,mlp,0.014,0.2,1,6,22,0.8998499696672368
LSPIN,lspin_tf,mlp,0.014,0.2,1,7,22,0.8956610854361831
LSPIN,lspin_tf,mlp,0.014,0.2,2,3,22,0.9247948010187992
LSPIN,lspin_tf,mlp,0.014,0.2,2,4,22,0.929842603095702
LSPIN,lspin_tf,mlp,0.014,0.2,2,5,22,0.9011385035162264
LSPIN,lspin_tf,mlp,0.014,0.2,2,6,22,0.9081001392029991
LSPIN,lspin_tf,mlp,0.014,0.2,2,7,22,0.9199294661895993
LSPIN,lspin_tf,mlp,0.014,0.2,3,4,22,0.93313881994711
LSPIN,lspin_tf,mlp,0.014,0.2,3,5,22,0.8479371258472069
LSPIN,lspin_tf,mlp,0.014,0.2,3,6,22,0.8314695419643092
LSPIN,lspin_tf,mlp,0.014,0.2,3,7,22,0.8913690666349467
LSPIN,lspin_tf,mlp,0.014,0.2,4,5,22,0.8843090613462418
LSPIN,lspin_tf,mlp,0.014,0.2,4,6,22,0.866906214264302
LSPIN,lspin_tf,mlp,0.014,0.2,4,7,22,0.8960133827708133
LSPIN,lspin_tf,mlp,0.014,0.2,5,6,22,0.9226411292287316
LSPIN,lspin_tf,mlp,0.014,0.2,5,7,22,0.8892569144285877
LSPIN,lspin_tf,mlp,0.014,0.2,6,7,22,0.904001241167784
LSPIN,lspin_tf,mlp,0.00525,0.4,0,1,26,0.811531981203006
LSPIN,lspin_tf,mlp,0.00525,0.4,0,2,26,0.9517704203242632
LSPIN,lspin_tf,mlp,0.00525,0.4,0,3,26,0.933784324294369
LSPIN,lspin_tf,mlp,0.00525,0.4,0,4,26,0.8659707930401805
LSPIN,lspin_tf,mlp,0.00525,0.4,0,5,26,0.9450352498416766
LSPIN,lspin_tf,mlp,0.00525,0.4,0,6,26,0.9430413982990268
LSPIN,lspin_tf,mlp,0.00525,0.4,0,7,26,0.969236077022835
LSPIN,lspin_tf,mlp,0.00525,0.4,1,2,26,0.8864432528555924
LSPIN,lspin_tf,mlp,0.00525,0.4,1,3,26,0.8716827125950173
LSPIN,lspin_tf,mlp,0.00525,0.4,1,4,26,0.9184046088522112
LSPIN,lspin_tf,mlp,0.00525,0.4,1,5,26,0.8432441876050197
LSPIN,lspin_tf,mlp,0.00525,0.4,1,6,26,0.799875605159573
LSPIN,lspin_tf,mlp,0.00525,0.4,1,7,26,0.8378363992594661
LSPIN,lspin_tf,mlp,0.00525,0.4,2,3,26,0.9285772840791974
LSPIN,lspin_tf,mlp,0.00525,0.4,2,4,26,0.9041452662162716
LSPIN,lspin_tf,mlp,0.00525,0.4,2,5,26,0.9319095603946452
LSPIN,lspin_tf,mlp,0.00525,0.4,2,6,26,0.907148799755522
LSPIN,lspin_tf,mlp,0.00525,0.4,2,7,26,0.9529332618812284
LSPIN,lspin_tf,mlp,0.00525,0.4,3,4,26,0.9106132222899008
LSPIN,lspin_tf,mlp,0.00525,0.4,3,5,26,0.9433358911818754
LSPIN,lspin_tf,mlp,0.00525,0.4,3,6,26,0.9196064940253186
LSPIN,lspin_tf,mlp,0.00525,0.4,3,7,26,0.9513527360927696
LSPIN,lspin_tf,mlp,0.00525,0.4,4,5,26,0.9062682803988236
LSPIN,lspin_tf,mlp,0.00525,0.4,4,6,26,0.9068160238411226
LSPIN,lspin_tf,mlp,0.00525,0.4,4,7,26,0.900937867421571
LSPIN,lspin_tf,mlp,0.00525,0.4,5,6,26,0.954327237229736
LSPIN,lspin_tf,mlp,0.00525,0.4,5,7,26,0.9590619613514536
LSPIN,lspin_tf,mlp,0.00525,0.4,6,7,26,0.9518146385204148
LSPIN,lspin_tf,mlp,0.014,0.4,0,1,30,0.8976241790118746
LSPIN,lspin_tf,mlp,0.014,0.4,0,2,30,0.9164126470480216
LSPIN,lspin_tf,mlp,0.014,0.4,0,3,30,0.862112164341281
LSPIN,lspin_tf,mlp,0.014,0.4,0,4,30,0.9205335209050616
LSPIN,lspin_tf,mlp,0.014,0.4,0,5,30,0.8824160825867199
LSPIN,lspin_tf,mlp,0.014,0.4,0,6,30,0.8728244720043928
LSPIN,lspin_tf,mlp,0.014,0.4,0,7,30,0.8956155960452287
LSPIN,lspin_tf,mlp,0.014,0.4,1,2,30,0.9064297947124909
LSPIN,lspin_tf,mlp,0.014,0.4,1,3,30,0.8866576054824767
LSPIN,lspin_tf,mlp,0.014,0.4,1,4,30,0.9044563787339778
LSPIN,lspin_tf,mlp,0.014,0.4,1,5,30,0.8516522100605145
LSPIN,lspin_tf,mlp,0.014,0.4,1,6,30,0.9269570786506436
LSPIN,lspin_tf,mlp,0.014,0.4,1,7,30,0.8860849171863043
LSPIN,lspin_tf,mlp,0.014,0.4,2,3,30,0.9108661240343238
LSPIN,lspin_tf,mlp,0.014,0.4,2,4,30,0.8902706680997289
LSPIN,lspin_tf,mlp,0.014,0.4,2,5,30,0.8858492072675986
LSPIN,lspin_tf,mlp,0.014,0.4,2,6,30,0.9058365735711968
LSPIN,lspin_tf,mlp,0.014,0.4,2,7,30,0.9270479623572028
LSPIN,lspin_tf,mlp,0.014,0.4,3,4,30,0.8757978686231926
LSPIN,lspin_tf,mlp,0.014,0.4,3,5,30,0.8673665243928138
LSPIN,lspin_tf,mlp,0.014,0.4,3,6,30,0.9170126984408272
LSPIN,lspin_tf,mlp,0.014,0.4,3,7,30,0.9285064103844424
LSPIN,lspin_tf,mlp,0.014,0.4,4,5,30,0.9302193682234622
LSPIN,lspin_tf,mlp,0.014,0.4,4,6,30,0.8922416870243547
LSPIN,lspin_tf,mlp,0.014,0.4,4,7,30,0.9119030836105072
LSPIN,lspin_tf,mlp,0.014,0.4,5,6,30,0.8610411921222607
LSPIN,lspin_tf,mlp,0.014,0.4,5,7,30,0.9399448316661104
LSPIN,lspin_tf,mlp,0.014,0.4,6,7,30,0.9136054236637448
LSPIN,lspin_tf,mlp,0.00525,0.0,0,1,34,0.8153075736104061
LSPIN,lspin_tf,mlp,0.00525,0.0,0,2,34,0.9244540552964504
LSPIN,lspin_tf,mlp,0.00525,0.0,0,3,34,0.8005108150069943
LSPIN,lspin_tf,mlp,0.00525,0.0,0,4,34,0.8816763215630917
LSPIN,lspin_tf,mlp,0.00525,0.0,0,5,34,0.8765592808789185
LSPIN,lspin_tf,mlp,0.00525,0.0,0,6,34,0.9279827604258134
LSPIN,lspin_tf,mlp,0.00525,0.0,0,7,34,0.8584620090205779
LSPIN,lspin_tf,mlp,0.00525,0.0,1,2,34,0.8617427783623556
LSPIN,lspin_tf,mlp,0.00525,0.0,1,3,34,0.8872589336047647
LSPIN,lspin_tf,mlp,0.00525,0.0,1,4,34,0.8710909082234508
LSPIN,lspin_tf,mlp,0.00525,0.0,1,5,34,0.9037447959720368
LSPIN,lspin_tf,mlp,0.00525,0.0,1,6,34,0.8502906576143434
LSPIN,lspin_tf,mlp,0.00525,0.0,1,7,34,0.8859042329441364
LSPIN,lspin_tf,mlp,0.00525,0.0,2,3,34,0.8799560923337678
LSPIN,lspin_tf,mlp,0.00525,0.0,2,4,34,0.916843241022958
LSPIN,lspin_tf,mlp,0.00525,0.0,2,5,34,0.9227785715871164
LSPIN,lspin_tf,mlp,0.00525,0.0,2,6,34,0.9235945270508054
LSPIN,lspin_tf,mlp,0.00525,0.0,2,7,34,0.8949191413552191
LSPIN,lspin_tf,mlp,0.00525,0.0,3,4,34,0.9023266100201698
LSPIN,lspin_tf,mlp,0.00525,0.0,3,5,34,0.8845626923041893
LSPIN,lspin_tf,mlp,0.00525,0.0,3,6,34,0.8423758544930577
LSPIN,lspin_tf,mlp,0.00525,0.0,3,7,34,0.8768813861858532
LSPIN,lspin_tf,mlp,0.00525,0.0,4,5,34,0.9410024814408634
LSPIN,lspin_tf,mlp,0.00525,0.0,4,6,34,0.9299648657187984
LSPIN,lspin_tf,mlp,0.00525,0.0,4,7,34,0.9128038884084754
LSPIN,lspin_tf,mlp,0.00525,0.0,5,6,34,0.9207217642498016
LSPIN,lspin_tf,mlp,0.00525,0.0,5,7,34,0.926138572166827
LSPIN,lspin_tf,mlp,0.00525,0.0,6,7,34,0.8909006597852949
LSPIN,lspin_tf,mlp,0.014,0.0,0,1,38,0.8760661449909295
LSPIN,lspin_tf,mlp,0.014,0.0,0,2,38,0.8375785118616831
LSPIN,lspin_tf,mlp,0.014,0.0,0,3,38,0.8793684673870875
LSPIN,lspin_tf,mlp,0.014,0.0,0,4,38,0.8161301468225753
LSPIN,lspin_tf,mlp,0.014,0.0,0,5,38,0.8335695060704733
LSPIN,lspin_tf,mlp,0.014,0.0,0,6,38,0.8338717392721224
LSPIN,lspin_tf,mlp,0.014,0.0,0,7,38,0.8973033436556133
LSPIN,lspin_tf,mlp,0.014,0.0,1,2,38,0.87281488969313
LSPIN,lspin_tf,mlp,0.014,0.0,1,3,38,0.9010097877433434
LSPIN,lspin_tf,mlp,0.014,0.0,1,4,38,0.8944759135338686
LSPIN,lspin_tf,mlp,0.014,0.0,1,5,38,0.8721884890276109
LSPIN,lspin_tf,mlp,0.014,0.0,1,6,38,0.8868744792340238
LSPIN,lspin_tf,mlp,0.014,0.0,1,7,38,0.8750602231715539
LSPIN,lspin_tf,mlp,0.014,0.0,2,3,38,0.872207412744527
LSPIN,lspin_tf,mlp,0.014,0.0,2,4,38,0.8951312028105223
LSPIN,lspin_tf,mlp,0.014,0.0,2,5,38,0.8371234024237115
LSPIN,lspin_tf,mlp,0.014,0.0,2,6,38,0.8760530316713167
LSPIN,lspin_tf,mlp,0.014,0.0,2,7,38,0.8536841695473864
LSPIN,lspin_tf,mlp,0.014,0.0,3,4,38,0.906862408409542
LSPIN,lspin_tf,mlp,0.014,0.0,3,5,38,0.842489704440861
LSPIN,lspin_tf,mlp,0.014,0.0,3,6,38,0.8250420761645404
LSPIN,lspin_tf,mlp,0.014,0.0,3,7,38,0.8779218068820946
LSPIN,lspin_tf,mlp,0.014,0.0,4,5,38,0.8527842404778064
LSPIN,lspin_tf,mlp,0.014,0.0,4,6,38,0.8487240449663699
LSPIN,lspin_tf,mlp,0.014,0.0,4,7,38,0.8451277140417691
LSPIN,lspin_tf,mlp,0.014,0.0,5,6,38,0.8458678490705835
LSPIN,lspin_tf,mlp,0.014,0.0,5,7,38,0.8650791397933414
LSPIN,lspin_tf,mlp,0.014,0.0,6,7,38,0.807711764497618
LSPIN,lspin_tf,mlp,0.00525,0.1,0,1,42,0.9397190256373936
LSPIN,lspin_tf,mlp,0.00525,0.1,0,2,42,0.9396914303238144
LSPIN,lspin_tf,mlp,0.00525,0.1,0,3,42,0.9667409277194028
LSPIN,lspin_tf,mlp,0.00525,0.1,0,4,42,0.9305561908936524
LSPIN,lspin_tf,mlp,0.00525,0.1,0,5,42,0.9384966388827464
LSPIN,lspin_tf,mlp,0.00525,0.1,0,6,42,0.96392695684787
LSPIN,lspin_tf,mlp,0.00525,0.1,0,7,42,0.936905693413144
LSPIN,lspin_tf,mlp,0.00525,0.1,1,2,42,0.9208214738745056
LSPIN,lspin_tf,mlp,0.00525,0.1,1,3,42,0.9142347603612436
LSPIN,lspin_tf,mlp,0.00525,0.1,1,4,42,0.9055368416738724
LSPIN,lspin_tf,mlp,0.00525,0.1,1,5,42,0.9447551923175344
LSPIN,lspin_tf,mlp,0.00525,0.1,1,6,42,0.950312234190724
LSPIN,lspin_tf,mlp,0.00525,0.1,1,7,42,0.945003331282791
LSPIN,lspin_tf,mlp,0.00525,0.1,2,3,42,0.9346925633857704
LSPIN,lspin_tf,mlp,0.00525,0.1,2,4,42,0.9467972003148808
LSPIN,lspin_tf,mlp,0.00525,0.1,2,5,42,0.9388000914889478
LSPIN,lspin_tf,mlp,0.00525,0.1,2,6,42,0.92712471610426
