histology,n_test,cindex,global_cfg_idx,model_family,predictor,lambda_sparse,lambda_sample_smooth,seed
other,23,0.7297297297297297,49,LSPIN,mlp,0.0035,0.2,490127
infiltratingductalcarcinoma,220,0.6530278232405892,49,LSPIN,mlp,0.0035,0.2,490128
infiltratinglobularcarcinoma,60,0.5925925925925926,49,LSPIN,mlp,0.0035,0.2,490128
other,23,0.6486486486486487,49,LSPIN,mlp,0.0035,0.2,490128
infiltratingductalcarcinoma,220,0.5983633387888707,49,LSPIN,mlp,0.0035,0.2,490129
infiltratinglobularcarcinoma,60,0.5925925925925926,49,LSPIN,mlp,0.0035,0.2,490129
other,23,0.5135135135135135,49,LSPIN,mlp,0.0035,0.2,490129
infiltratingductalcarcinoma,220,0.625531914893617,49,LSPIN,mlp,0.0035,0.2,490130
infiltratinglobularcarcinoma,60,0.6031746031746031,49,LSPIN,mlp,0.0035,0.2,490130
other,23,0.5405405405405406,49,LSPIN,mlp,0.0035,0.2,490130
infiltratingductalcarcinoma,220,0.5656301145662848,53,LSPIN,mlp,0.0105,0.2,530123
infiltratinglobularcarcinoma,60,0.5925925925925926,53,LSPIN,mlp,0.0105,0.2,530123
other,23,0.5945945945945946,53,LSPIN,mlp,0.0105,0.2,530123
infiltratingductalcarcinoma,220,0.5342062193126023,53,LSPIN,mlp,0.0105,0.2,530124
infiltratinglobularcarcinoma,60,0.4814814814814814,53,LSPIN,mlp,0.0105,0.2,530124
other,23,0.5945945945945946,53,LSPIN,mlp,0.0105,0.2,530124
infiltratingductalcarcinoma,220,0.6366612111292962,53,LSPIN,mlp,0.0105,0.2,530125
infiltratinglobularcarcinoma,60,0.7301587301587301,53,LSPIN,mlp,0.0105,0.2,530125
other,23,0.3783783783783784,53,LSPIN,mlp,0.0105,0.2,530125
infiltratingductalcarcinoma,220,0.6382978723404256,53,LSPIN,mlp,0.0105,0.2,530126
infiltratinglobularcarcinoma,60,0.6931216931216931,53,LSPIN,mlp,0.0105,0.2,530126
other,23,0.5675675675675675,53,LSPIN,mlp,0.0105,0.2,530126
infiltratingductalcarcinoma,220,0.6386252045826514,53,LSPIN,mlp,0.0105,0.2,530127
infiltratinglobularcarcinoma,60,0.6084656084656085,53,LSPIN,mlp,0.0105,0.2,530127
other,23,0.6216216216216216,53,LSPIN,mlp,0.0105,0.2,530127
infiltratingductalcarcinoma,220,0.5898527004909984,53,LSPIN,mlp,0.0105,0.2,530128
infiltratinglobularcarcinoma,60,0.5873015873015873,53,LSPIN,mlp,0.0105,0.2,530128
other,23,0.7027027027027027,53,LSPIN,mlp,0.0105,0.2,530128
infiltratingductalcarcinoma,220,0.5689034369885434,53,LSPIN,mlp,0.0105,0.2,530129
infiltratinglobularcarcinoma,60,0.4021164021164021,53,LSPIN,mlp,0.0105,0.2,530129
other,23,0.5405405405405406,53,LSPIN,mlp,0.0105,0.2,530129
infiltratingductalcarcinoma,220,0.6340425531914894,53,LSPIN,mlp,0.0105,0.2,530130
infiltratinglobularcarcinoma,60,0.6455026455026455,53,LSPIN,mlp,0.0105,0.2,530130
other,23,0.4054054054054054,53,LSPIN,mlp,0.0105,0.2,530130
infiltratingductalcarcinoma,220,0.6563011456628478,57,LSPIN,mlp,0.0035,0.4,570123
infiltratinglobularcarcinoma,60,0.5343915343915344,57,LSPIN,mlp,0.0035,0.4,570123
other,23,0.6216216216216216,57,LSPIN,mlp,0.0035,0.4,570123
infiltratingductalcarcinoma,220,0.6216039279869067,57,LSPIN,mlp,0.0035,0.4,570124
infiltratinglobularcarcinoma,60,0.6666666666666666,57,LSPIN,mlp,0.0035,0.4,570124
other,23,0.5945945945945946,57,LSPIN,mlp,0.0035,0.4,570124
infiltratingductalcarcinoma,220,0.5993453355155482,57,LSPIN,mlp,0.0035,0.4,570125
infiltratinglobularcarcinoma,60,0.6084656084656085,57,LSPIN,mlp,0.0035,0.4,570125
other,23,0.5945945945945946,57,LSPIN,mlp,0.0035,0.4,570125
infiltratingductalcarcinoma,220,0.6546644844517185,57,LSPIN,mlp,0.0035,0.4,570126
infiltratinglobularcarcinoma,60,0.5608465608465608,57,LSPIN,mlp,0.0035,0.4,570126
other,23,0.6216216216216216,57,LSPIN,mlp,0.0035,0.4,570126
infiltratingductalcarcinoma,220,0.6085106382978723,57,LSPIN,mlp,0.0035,0.4,570127
infiltratinglobularcarcinoma,60,0.5925925925925926,57,LSPIN,mlp,0.0035,0.4,570127
other,23,0.5945945945945946,57,LSPIN,mlp,0.0035,0.4,570127
infiltratingductalcarcinoma,220,0.6713584288052373,57,LSPIN,mlp,0.0035,0.4,570128
infiltratinglobularcarcinoma,60,0.544973544973545,57,LSPIN,mlp,0.0035,0.4,570128
other,23,0.6486486486486487,57,LSPIN,mlp,0.0035,0.4,570128
infiltratingductalcarcinoma,220,0.6504091653027824,57,LSPIN,mlp,0.0035,0.4,570129
infiltratinglobularcarcinoma,60,0.6190476190476191,57,LSPIN,mlp,0.0035,0.4,570129
other,23,0.5945945945945946,57,LSPIN,mlp,0.0035,0.4,570129
infiltratingductalcarcinoma,220,0.5846153846153846,57,LSPIN,mlp,0.0035,0.4,570130
infiltratinglobularcarcinoma,60,0.6296296296296297,57,LSPIN,mlp,0.0035,0.4,570130
other,23,0.6216216216216216,57,LSPIN,mlp,0.0035,0.4,570130
infiltratingductalcarcinoma,220,0.5531914893617021,61,LSPIN,mlp,0.0105,0.4,610123
infiltratinglobularcarcinoma,60,0.6296296296296297,61,LSPIN,mlp,0.0105,0.4,610123
other,23,0.4594594594594595,61,LSPIN,mlp,0.0105,0.4,610123
infiltratingductalcarcinoma,220,0.6219312602291326,61,LSPIN,mlp,0.0105,0.4,610124
infiltratinglobularcarcinoma,60,0.6613756613756614,61,LSPIN,mlp,0.0105,0.4,610124
other,23,0.5675675675675675,61,LSPIN,mlp,0.0105,0.4,610124
infiltratingductalcarcinoma,220,0.5911620294599018,61,LSPIN,mlp,0.0105,0.4,610125
infiltratinglobularcarcinoma,60,0.6878306878306878,61,LSPIN,mlp,0.0105,0.4,610125
other,23,0.5405405405405406,61,LSPIN,mlp,0.0105,0.4,610125
infiltratingductalcarcinoma,220,0.6379705400981996,61,LSPIN,mlp,0.0105,0.4,610126
infiltratinglobularcarcinoma,60,0.7566137566137566,61,LSPIN,mlp,0.0105,0.4,610126
other,23,0.5675675675675675,61,LSPIN,mlp,0.0105,0.4,610126
infiltratingductalcarcinoma,220,0.6284779050736498,61,LSPIN,mlp,0.0105,0.4,610127
infiltratinglobularcarcinoma,60,0.7407407407407407,61,LSPIN,mlp,0.0105,0.4,610127
other,23,0.7027027027027027,61,LSPIN,mlp,0.0105,0.4,610127
infiltratingductalcarcinoma,220,0.6216039279869067,61,LSPIN,mlp,0.0105,0.4,610128
infiltratinglobularcarcinoma,60,0.2751322751322751,61,LSPIN,mlp,0.0105,0.4,610128
other,23,0.6486486486486487,61,LSPIN,mlp,0.0105,0.4,610128
infiltratingductalcarcinoma,220,0.5823240589198037,61,LSPIN,mlp,0.0105,0.4,610129
infiltratinglobularcarcinoma,60,0.7037037037037037,61,LSPIN,mlp,0.0105,0.4,610129
other,23,0.4324324324324324,61,LSPIN,mlp,0.0105,0.4,610129
infiltratingductalcarcinoma,220,0.625531914893617,61,LSPIN,mlp,0.0105,0.4,610130
infiltratinglobularcarcinoma,60,0.5026455026455027,61,LSPIN,mlp,0.0105,0.4,610130
other,23,0.4594594594594595,61,LSPIN,mlp,0.0105,0.4,610130
infiltratingductalcarcinoma,220,0.6818330605564649,65,Concrete,mlp,0.0011,0.0,650123
infiltratinglobularcarcinoma,60,0.6031746031746031,65,Concrete,mlp,0.0011,0.0,650123
other,23,0.5405405405405406,65,Concrete,mlp,0.0011,0.0,650123
infiltratingductalcarcinoma,220,0.6563011456628478,65,Concrete,mlp,0.0011,0.0,650124
infiltratinglobularcarcinoma,60,0.5291005291005291,65,Concrete,mlp,0.0011,0.0,650124
other,23,0.5405405405405406,65,Concrete,mlp,0.0011,0.0,650124
infiltratingductalcarcinoma,220,0.6490998363338789,65,Concrete,mlp,0.0011,0.0,650125
infiltratinglobularcarcinoma,60,0.5978835978835979,65,Concrete,mlp,0.0011,0.0,650125
other,23,0.5945945945945946,65,Concrete,mlp,0.0011,0.0,650125
infiltratingductalcarcinoma,220,0.6193126022913257,65,Concrete,mlp,0.0011,0.0,650126
infiltratinglobularcarcinoma,60,0.5608465608465608,65,Concrete,mlp,0.0011,0.0,650126
other,23,0.5405405405405406,65,Concrete,mlp,0.0011,0.0,650126
infiltratingductalcarcinoma,220,0.5711947626841244,65,Concrete,mlp,0.0011,0.0,650127
infiltratinglobularcarcinoma,60,0.6243386243386243,65,Concrete,mlp,0.0011,0.0,650127
other,23,0.6216216216216216,65,Concrete,mlp,0.0011,0.0,650127
infiltratingductalcarcinoma,220,0.5777414075286416,65,Concrete,mlp,0.0011,0.0,650128
infiltratinglobularcarcinoma,60,0.5079365079365079,65,Concrete,mlp,0.0011,0.0,650128
other,23,0.5135135135135135,65,Concrete,mlp,0.0011,0.0,650128
infiltratingductalcarcinoma,220,0.5548281505728314,65,Concrete,mlp,0.0011,0.0,650129
infiltratinglobularcarcinoma,60,0.6243386243386243,65,Concrete,mlp,0.0011,0.0,650129
other,23,0.5675675675675675,65,Concrete,mlp,0.0011,0.0,650129
infiltratingductalcarcinoma,220,0.6536824877250409,65,Concrete,mlp,0.0011,0.0,650130
infiltratinglobularcarcinoma,60,0.5396825396825397,65,Concrete,mlp,0.0011,0.0,650130
other,23,0.4594594594594595,65,Concrete,mlp,0.0011,0.0,650130
infiltratingductalcarcinoma,220,0.6566284779050736,69,Concrete,mlp,0.0033,0.0,690123
infiltratinglobularcarcinoma,60,0.544973544973545,69,Concrete,mlp,0.0033,0.0,690123
other,23,0.5675675675675675,69,Concrete,mlp,0.0033,0.0,690123
infiltratingductalcarcinoma,220,0.6831423895253682,69,Concrete,mlp,0.0033,0.0,690124
infiltratinglobularcarcinoma,60,0.6666666666666666,69,Concrete,mlp,0.0033,0.0,690124
other,23,0.5675675675675675,69,Concrete,mlp,0.0033,0.0,690124
infiltratingductalcarcinoma,220,0.6451718494271685,69,Concrete,mlp,0.0033,0.0,690125
infiltratinglobularcarcinoma,60,0.5343915343915344,69,Concrete,mlp,0.0033,0.0,690125
other,23,0.4594594594594595,69,Concrete,mlp,0.0033,0.0,690125
infiltratingductalcarcinoma,220,0.6841243862520459,69,Concrete,mlp,0.0033,0.0,690126
infiltratinglobularcarcinoma,60,0.4708994708994709,69,Concrete,mlp,0.0033,0.0,690126
other,23,0.5675675675675675,69,Concrete,mlp,0.0033,0.0,690126
infiltratingductalcarcinoma,220,0.6,69,Concrete,mlp,0.0033,0.0,690127
infiltratinglobularcarcinoma,60,0.5608465608465608,69,Concrete,mlp,0.0033,0.0,690127
other,23,0.4324324324324324,69,Concrete,mlp,0.0033,0.0,690127
infiltratingductalcarcinoma,220,0.5780687397708675,69,Concrete,mlp,0.0033,0.0,690128
infiltratinglobularcarcinoma,60,0.4444444444444444,69,Concrete,mlp,0.0033,0.0,690128
other,23,0.5675675675675675,69,Concrete,mlp,0.0033,0.0,690128
infiltratingductalcarcinoma,220,0.6523731587561374,69,Concrete,mlp,0.0033,0.0,690129
infiltratinglobularcarcinoma,60,0.5925925925925926,69,Concrete,mlp,0.0033,0.0,690129
other,23,0.4864864864864865,69,Concrete,mlp,0.0033,0.0,690129
infiltratingductalcarcinoma,220,0.6268412438625205,69,Concrete,mlp,0.0033,0.0,690130
infiltratinglobularcarcinoma,60,0.582010582010582,69,Concrete,mlp,0.0033,0.0,690130
other,23,0.3783783783783784,69,Concrete,mlp,0.0033,0.0,690130
infiltratingductalcarcinoma,220,0.6065466448445171,73,Concrete,mlp,0.0011,0.1,730123
infiltratinglobularcarcinoma,60,0.5026455026455027,73,Concrete,mlp,0.0011,0.1,730123
other,23,0.5675675675675675,73,Concrete,mlp,0.0011,0.1,730123
infiltratingductalcarcinoma,220,0.6343698854337152,73,Concrete,mlp,0.0011,0.1,730124
infiltratinglobularcarcinoma,60,0.5185185185185185,73,Concrete,mlp,0.0011,0.1,730124
other,23,0.5405405405405406,73,Concrete,mlp,0.0011,0.1,730124
infiltratingductalcarcinoma,220,0.5780687397708675,73,Concrete,mlp,0.0011,0.1,730125
infiltratinglobularcarcinoma,60,0.582010582010582,73,Concrete,mlp,0.0011,0.1,730125
other,23,0.4324324324324324,73,Concrete,mlp,0.0011,0.1,730125
infiltratingductalcarcinoma,220,0.6818330605564649,73,Concrete,mlp,0.0011,0.1,730126
infiltratinglobularcarcinoma,60,0.5343915343915344,73,Concrete,mlp,0.0011,0.1,730126
other,23,0.5945945945945946,73,Concrete,mlp,0.0011,0.1,730126
infiltratingductalcarcinoma,220,0.613747954173486,73,Concrete,mlp,0.0011,0.1,730127
infiltratinglobularcarcinoma,60,0.5343915343915344,73,Concrete,mlp,0.0011,0.1,730127
other,23,0.5675675675675675,73,Concrete,mlp,0.0011,0.1,730127
infiltratingductalcarcinoma,220,0.6490998363338789,73,Concrete,mlp,0.0011,0.1,730128
infiltratinglobularcarcinoma,60,0.5661375661375662,73,Concrete,mlp,0.0011,0.1,730128
other,23,0.5675675675675675,73,Concrete,mlp,0.0011,0.1,730128
infiltratingductalcarcinoma,220,0.5787234042553191,73,Concrete,mlp,0.0011,0.1,730129
infiltratinglobularcarcinoma,60,0.5343915343915344,73,Concrete,mlp,0.0011,0.1,730129
other,23,0.5945945945945946,73,Concrete,mlp,0.0011,0.1,730129
infiltratingductalcarcinoma,220,0.6304418985270049,73,Concrete,mlp,0.0011,0.1,730130
infiltratinglobularcarcinoma,60,0.5238095238095238,73,Concrete,mlp,0.0011,0.1,730130
other,23,0.5945945945945946,73,Concrete,mlp,0.0011,0.1,730130
infiltratingductalcarcinoma,220,0.6965630114566285,77,Concrete,mlp,0.0033,0.1,770123
infiltratinglobularcarcinoma,60,0.5343915343915344,77,Concrete,mlp,0.0033,0.1,770123
other,23,0.5675675675675675,77,Concrete,mlp,0.0033,0.1,770123
infiltratingductalcarcinoma,220,0.6716857610474631,77,Concrete,mlp,0.0033,0.1,770124
infiltratinglobularcarcinoma,60,0.455026455026455,77,Concrete,mlp,0.0033,0.1,770124
other,23,0.5405405405405406,77,Concrete,mlp,0.0033,0.1,770124
infiltratingductalcarcinoma,220,0.6134206219312602,77,Concrete,mlp,0.0033,0.1,770125
infiltratinglobularcarcinoma,60,0.544973544973545,77,Concrete,mlp,0.0033,0.1,770125
other,23,0.4324324324324324,77,Concrete,mlp,0.0033,0.1,770125
infiltratingductalcarcinoma,220,0.6687397708674304,77,Concrete,mlp,0.0033,0.1,770126
infiltratinglobularcarcinoma,60,0.5661375661375662,77,Concrete,mlp,0.0033,0.1,770126
other,23,0.4594594594594595,77,Concrete,mlp,0.0033,0.1,770126
infiltratingductalcarcinoma,220,0.6212765957446809,77,Concrete,mlp,0.0033,0.1,770127
infiltratinglobularcarcinoma,60,0.5767195767195767,77,Concrete,mlp,0.0033,0.1,770127
other,23,0.5675675675675675,77,Concrete,mlp,0.0033,0.1,770127
infiltratingductalcarcinoma,220,0.6108019639934533,77,Concrete,mlp,0.0033,0.1,770128
infiltratinglobularcarcinoma,60,0.4867724867724867,77,Concrete,mlp,0.0033,0.1,770128
other,23,0.5945945945945946,77,Concrete,mlp,0.0033,0.1,770128
infiltratingductalcarcinoma,220,0.611456628477905,77,Concrete,mlp,0.0033,0.1,770129
infiltratinglobularcarcinoma,60,0.5502645502645502,77,Concrete,mlp,0.0033,0.1,770129
other,23,0.4324324324324324,77,Concrete,mlp,0.0033,0.1,770129
infiltratingductalcarcinoma,220,0.602291325695581,77,Concrete,mlp,0.0033,0.1,770130
infiltratinglobularcarcinoma,60,0.5238095238095238,77,Concrete,mlp,0.0033,0.1,770130
other,23,0.5405405405405406,77,Concrete,mlp,0.0033,0.1,770130
infiltratingductalcarcinoma,220,0.6566284779050736,81,Concrete,mlp,0.0011,0.2,810123
infiltratinglobularcarcinoma,60,0.5767195767195767,81,Concrete,mlp,0.0011,0.2,810123
other,23,0.5675675675675675,81,Concrete,mlp,0.0011,0.2,810123
infiltratingductalcarcinoma,220,0.6134206219312602,81,Concrete,mlp,0.0011,0.2,810124
infiltratinglobularcarcinoma,60,0.5925925925925926,81,Concrete,mlp,0.0011,0.2,810124
other,23,0.5675675675675675,81,Concrete,mlp,0.0011,0.2,810124
infiltratingductalcarcinoma,220,0.5865793780687397,81,Concrete,mlp,0.0011,0.2,810125
infiltratinglobularcarcinoma,60,0.5343915343915344,81,Concrete,mlp,0.0011,0.2,810125
other,23,0.6216216216216216,81,Concrete,mlp,0.0011,0.2,810125
infiltratingductalcarcinoma,220,0.6693944353518821,81,Concrete,mlp,0.0011,0.2,810126
infiltratinglobularcarcinoma,60,0.492063492063492,81,Concrete,mlp,0.0011,0.2,810126
other,23,0.4864864864864865,81,Concrete,mlp,0.0011,0.2,810126
infiltratingductalcarcinoma,220,0.6451718494271685,81,Concrete,mlp,0.0011,0.2,810127
infiltratinglobularcarcinoma,60,0.544973544973545,81,Concrete,mlp,0.0011,0.2,810127
other,23,0.5405405405405406,81,Concrete,mlp,0.0011,0.2,810127
infiltratingductalcarcinoma,220,0.6471358428805237,81,Concrete,mlp,0.0011,0.2,810128
infiltratinglobularcarcinoma,60,0.5767195767195767,81,Concrete,mlp,0.0011,0.2,810128
other,23,0.5135135135135135,81,Concrete,mlp,0.0011,0.2,810128
infiltratingductalcarcinoma,220,0.6785597381342062,81,Concrete,mlp,0.0011,0.2,810129
infiltratinglobularcarcinoma,60,0.5767195767195767,81,Concrete,mlp,0.0011,0.2,810129
other,23,0.5945945945945946,81,Concrete,mlp,0.0011,0.2,810129
infiltratingductalcarcinoma,220,0.6304418985270049,81,Concrete,mlp,0.0011,0.2,810130
infiltratinglobularcarcinoma,60,0.5132275132275133,81,Concrete,mlp,0.0011,0.2,810130
other,23,0.5675675675675675,81,Concrete,mlp,0.0011,0.2,810130
infiltratingductalcarcinoma,220,0.6690671031096563,85,Concrete,mlp,0.0033,0.2,850123
infiltratinglobularcarcinoma,60,0.6084656084656085,85,Concrete,mlp,0.0033,0.2,850123
other,23,0.5945945945945946,85,Concrete,mlp,0.0033,0.2,850123
infiltratingductalcarcinoma,220,0.667430441898527,85,Concrete,mlp,0.0033,0.2,850124
infiltratinglobularcarcinoma,60,0.5925925925925926,85,Concrete,mlp,0.0033,0.2,850124
other,23,0.5405405405405406,85,Concrete,mlp,0.0033,0.2,850124
infiltratingductalcarcinoma,220,0.5872340425531914,85,Concrete,mlp,0.0033,0.2,850125
infiltratinglobularcarcinoma,60,0.4867724867724867,85,Concrete,mlp,0.0033,0.2,850125
other,23,0.5135135135135135,85,Concrete,mlp,0.0033,0.2,850125
infiltratingductalcarcinoma,220,0.5561374795417349,85,Concrete,mlp,0.0033,0.2,850126
infiltratinglobularcarcinoma,60,0.4074074074074074,85,Concrete,mlp,0.0033,0.2,850126
other,23,0.4594594594594595,85,Concrete,mlp,0.0033,0.2,850126
infiltratingductalcarcinoma,220,0.6297872340425532,85,Concrete,mlp,0.0033,0.2,850127
infiltratinglobularcarcinoma,60,0.5396825396825397,85,Concrete,mlp,0.0033,0.2,850127
other,23,0.4054054054054054,85,Concrete,mlp,0.0033,0.2,850127
infiltratingductalcarcinoma,220,0.5990180032733224,85,Concrete,mlp,0.0033,0.2,850128
infiltratinglobularcarcinoma,60,0.544973544973545,85,Concrete,mlp,0.0033,0.2,850128
other,23,0.5945945945945946,85,Concrete,mlp,0.0033,0.2,850128
infiltratingductalcarcinoma,220,0.6523731587561374,85,Concrete,mlp,0.0033,0.2,850129
infiltratinglobularcarcinoma,60,0.4973544973544973,85,Concrete,mlp,0.0033,0.2,850129
other,23,0.5405405405405406,85,Concrete,mlp,0.0033,0.2,850129
infiltratingductalcarcinoma,220,0.5934533551554828,85,Concrete,mlp,0.0033,0.2,850130
infiltratinglobularcarcinoma,60,0.5185185185185185,85,Concrete,mlp,0.0033,0.2,850130
other,23,0.4864864864864865,85,Concrete,mlp,0.0033,0.2,850130
infiltratingductalcarcinoma,220,0.5993453355155482,89,Concrete,mlp,0.0011,0.4,890123
infiltratinglobularcarcinoma,60,0.5661375661375662,89,Concrete,mlp,0.0011,0.4,890123
other,23,0.5405405405405406,89,Concrete,mlp,0.0011,0.4,890123
infiltratingductalcarcinoma,220,0.6373158756137479,89,Concrete,mlp,0.0011,0.4,890124
infiltratinglobularcarcinoma,60,0.5767195767195767,89,Concrete,mlp,0.0011,0.4,890124
other,23,0.6756756756756757,89,Concrete,mlp,0.0011,0.4,890124
infiltratingductalcarcinoma,220,0.6556464811783961,89,Concrete,mlp,0.0011,0.4,890125
infiltratinglobularcarcinoma,60,0.5978835978835979,89,Concrete,mlp,0.0011,0.4,890125
other,23,0.5675675675675675,89,Concrete,mlp,0.0011,0.4,890125
infiltratingductalcarcinoma,220,0.5898527004909984,89,Concrete,mlp,0.0011,0.4,890126
infiltratinglobularcarcinoma,60,0.5714285714285714,89,Concrete,mlp,0.0011,0.4,890126
other,23,0.5675675675675675,89,Concrete,mlp,0.0011,0.4,890126
infiltratingductalcarcinoma,220,0.6635024549918167,89,Concrete,mlp,0.0011,0.4,890127
infiltratinglobularcarcinoma,60,0.5925925925925926,89,Concrete,mlp,0.0011,0.4,890127
other,23,0.5945945945945946,89,Concrete,mlp,0.0011,0.4,890127
infiltratingductalcarcinoma,220,0.6873977086743044,89,Concrete,mlp,0.0011,0.4,890128
infiltratinglobularcarcinoma,60,0.6031746031746031,89,Concrete,mlp,0.0011,0.4,890128
other,23,0.5675675675675675,89,Concrete,mlp,0.0011,0.4,890128
infiltratingductalcarcinoma,220,0.6510638297872341,89,Concrete,mlp,0.0011,0.4,890129
infiltratinglobularcarcinoma,60,0.5608465608465608,89,Concrete,mlp,0.0011,0.4,890129
other,23,0.5675675675675675,89,Concrete,mlp,0.0011,0.4,890129
infiltratingductalcarcinoma,220,0.6104746317512275,89,Concrete,mlp,0.0011,0.4,890130
infiltratinglobularcarcinoma,60,0.4497354497354497,89,Concrete,mlp,0.0011,0.4,890130
other,23,0.5405405405405406,89,Concrete,mlp,0.0011,0.4,890130
infiltratingductalcarcinoma,220,0.6104746317512275,93,Concrete,mlp,0.0033,0.4,930123
infiltratinglobularcarcinoma,60,0.455026455026455,93,Concrete,mlp,0.0033,0.4,930123
other,23,0.5675675675675675,93,Concrete,mlp,0.0033,0.4,930123
infiltratingductalcarcinoma,220,0.5901800327332242,93,Concrete,mlp,0.0033,0.4,930124
infiltratinglobularcarcinoma,60,0.455026455026455,93,Concrete,mlp,0.0033,0.4,930124
other,23,0.5405405405405406,93,Concrete,mlp,0.0033,0.4,930124
infiltratingductalcarcinoma,220,0.6405891980360066,93,Concrete,mlp,0.0033,0.4,930125
infiltratinglobularcarcinoma,60,0.582010582010582,93,Concrete,mlp,0.0033,0.4,930125
other,23,0.5945945945945946,93,Concrete,mlp,0.0033,0.4,930125
infiltratingductalcarcinoma,220,0.5531914893617021,93,Concrete,mlp,0.0033,0.4,930126
infiltratinglobularcarcinoma,60,0.5396825396825397,93,Concrete,mlp,0.0033,0.4,930126
other,23,0.6486486486486487,93,Concrete,mlp,0.0033,0.4,930126
infiltratingductalcarcinoma,220,0.6196399345335516,93,Concrete,mlp,0.0033,0.4,930127
infiltratinglobularcarcinoma,60,0.492063492063492,93,Concrete,mlp,0.0033,0.4,930127
other,23,0.5405405405405406,93,Concrete,mlp,0.0033,0.4,930127
infiltratingductalcarcinoma,220,0.6553191489361702,93,Concrete,mlp,0.0033,0.4,930128
infiltratinglobularcarcinoma,60,0.5873015873015873,93,Concrete,mlp,0.0033,0.4,930128
other,23,0.5405405405405406,93,Concrete,mlp,0.0033,0.4,930128
infiltratingductalcarcinoma,220,0.5148936170212766,93,Concrete,mlp,0.0033,0.4,930129
infiltratinglobularcarcinoma,60,0.582010582010582,93,Concrete,mlp,0.0033,0.4,930129
other,23,0.7567567567567568,93,Concrete,mlp,0.0033,0.4,930129
infiltratingductalcarcinoma,220,0.5613747954173486,93,Concrete,mlp,0.0033,0.4,930130
infiltratinglobularcarcinoma,60,0.4761904761904761,93,Concrete,mlp,0.0033,0.4,930130
other,23,0.5675675675675675,93,Concrete,mlp,0.0033,0.4,930130
infiltratingductalcarcinoma,220,0.6304418985270049,97,Concrete,mlp,0.0011,0.0,970123
infiltratinglobularcarcinoma,60,0.5661375661375662,97,Concrete,mlp,0.0011,0.0,970123
other,23,0.5135135135135135,97,Concrete,mlp,0.0011,0.0,970123
infiltratingductalcarcinoma,220,0.6183306055646481,97,Concrete,mlp,0.0011,0.0,970124
infiltratinglobularcarcinoma,60,0.5185185185185185,97,Concrete,mlp,0.0011,0.0,970124
other,23,0.4864864864864865,97,Concrete,mlp,0.0011,0.0,970124
infiltratingductalcarcinoma,220,0.6130932896890343,97,Concrete,mlp,0.0011,0.0,970125
infiltratinglobularcarcinoma,60,0.5661375661375662,97,Concrete,mlp,0.0011,0.0,970125
other,23,0.4864864864864865,97,Concrete,mlp,0.0011,0.0,970125
infiltratingductalcarcinoma,220,0.6641571194762684,97,Concrete,mlp,0.0011,0.0,970126
infiltratinglobularcarcinoma,60,0.5555555555555556,97,Concrete,mlp,0.0011,0.0,970126
other,23,0.5675675675675675,97,Concrete,mlp,0.0011,0.0,970126
infiltratingductalcarcinoma,220,0.5561374795417349,97,Concrete,mlp,0.0011,0.0,970127
infiltratinglobularcarcinoma,60,0.544973544973545,97,Concrete,mlp,0.0011,0.0,970127
other,23,0.5675675675675675,97,Concrete,mlp,0.0011,0.0,970127
infiltratingductalcarcinoma,220,0.6216039279869067,97,Concrete,mlp,0.0011,0.0,970128
infiltratinglobularcarcinoma,60,0.5132275132275133,97,Concrete,mlp,0.0011,0.0,970128
other,23,0.5135135135135135,97,Concrete,mlp,0.0011,0.0,970128
infiltratingductalcarcinoma,220,0.6697217675941081,97,Concrete,mlp,0.0011,0.0,970129
infiltratinglobularcarcinoma,60,0.5767195767195767,97,Concrete,mlp,0.0011,0.0,970129
other,23,0.5945945945945946,97,Concrete,mlp,0.0011,0.0,970129
infiltratingductalcarcinoma,220,0.6350245499181669,97,Concrete,mlp,0.0011,0.0,970130
