global_cfg_idx,model_family,gate_type,predictor,gate_sigma,lambda_sparse,lambda_sample_smooth,seed,run_id,test_cindex,best_val_cindex,best_epoch,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
249,L-Concrete,concrete,linear,0.12,0.0011,0.4,2490124,1,0.6417690417690418,0.8388157894736842,16,3498.694580078125,0.9941273231427206,4911.0,4244.0,3906.1684779014936
249,L-Concrete,concrete,linear,0.12,0.0011,0.4,2490125,2,0.6571662571662572,0.8240131578947368,16,4046.681640625,0.9945727795667548,6456.0,4395.0,4295.444270375754
249,L-Concrete,concrete,linear,0.12,0.0011,0.4,2490126,3,0.6864864864864865,0.8125,17,3321.3857421875,0.9932476327097736,4676.0,3941.0,3669.379032116012
249,L-Concrete,concrete,linear,0.12,0.0011,0.4,2490127,4,0.6614250614250614,0.8552631578947368,16,3199.099609375,0.9916534587954298,5794.0,3598.0,3465.3854382647523
249,L-Concrete,concrete,linear,0.12,0.0011,0.4,2490128,5,0.6691236691236692,0.8256578947368421,15,2992.69140625,0.994270270916802,6486.0,3683.0,3429.943990801834
249,L-Concrete,concrete,linear,0.12,0.0011,0.4,2490129,6,0.6635544635544636,0.8092105263157895,17,2685.871337890625,0.9907691022344828,4437.0,3206.0,2985.0209257219863
249,L-Concrete,concrete,linear,0.12,0.0011,0.4,2490130,7,0.6152334152334152,0.8404605263157895,14,3652.299072265625,0.9940468583170674,6037.0,4664.0,4240.785844945544
253,L-Concrete,concrete,linear,0.12,0.0033,0.4,2530123,0,0.6486486486486487,0.8667763157894737,22,722.8199462890625,0.9680971176578936,2589.0,804.0,811.8710162977285
253,L-Concrete,concrete,linear,0.12,0.0033,0.4,2530124,1,0.6334152334152334,0.8552631578947368,14,711.9935913085938,0.9673522186658152,5091.0,876.0,924.771512686384
253,L-Concrete,concrete,linear,0.12,0.0033,0.4,2530125,2,0.6226044226044226,0.8519736842105263,31,749.4115600585938,0.9681082358681016,2868.0,797.0,826.6267378226206
253,L-Concrete,concrete,linear,0.12,0.0033,0.4,2530126,3,0.5931203931203931,0.8355263157894737,18,671.2025756835938,0.9689735169327248,1814.0,762.0,746.1218859980808
253,L-Concrete,concrete,linear,0.12,0.0033,0.4,2530127,4,0.6334152334152334,0.8157894736842105,13,824.8552856445312,0.9709360844229348,3570.0,1019.0,1004.1743931444277
253,L-Concrete,concrete,linear,0.12,0.0033,0.4,2530128,5,0.6455364455364455,0.8322368421052632,23,783.6173706054688,0.9675168612194912,3484.0,842.0,882.8304706793632
253,L-Concrete,concrete,linear,0.12,0.0033,0.4,2530129,6,0.591973791973792,0.8388157894736842,22,724.7106323242188,0.9680079499645832,2622.0,798.0,813.8776719587415
253,L-Concrete,concrete,linear,0.12,0.0033,0.4,2530130,7,0.6029484029484029,0.7828947368421053,18,673.69775390625,0.9605356289140864,4294.0,722.0,797.6766428445643
2,LSPIN,lspin_tf,mlp,0.15,0.00525,0.0,20123,0,0.6661752661752661,0.8453947368421053,8,284.0739440917969,0.9743818847602784,3519.0,1028.0,1026.9452395308208
2,LSPIN,lspin_tf,mlp,0.15,0.00525,0.0,20124,1,0.6235872235872236,0.8256578947368421,8,248.1414794921875,0.975809862862069,3724.0,970.0,1078.3014017011228
2,LSPIN,lspin_tf,mlp,0.15,0.00525,0.0,20125,2,0.6329238329238329,0.8569078947368421,13,240.8746032714844,0.9738621981388624,3811.0,851.0,913.9166652524508
2,LSPIN,lspin_tf,mlp,0.15,0.00525,0.0,20126,3,0.6108108108108108,0.8092105263157895,12,216.60128784179688,0.9651717947792656,3385.0,815.0,905.0561653734752
2,LSPIN,lspin_tf,mlp,0.15,0.00525,0.0,20127,4,0.6162162162162163,0.8141447368421053,8,289.2250671386719,0.9726194095525555,4823.0,1068.0,1260.3897296063817
2,LSPIN,lspin_tf,mlp,0.15,0.00525,0.0,20128,5,0.628009828009828,0.8338815789473685,8,232.61737060546875,0.9659754465613088,3800.0,808.0,886.3631818716068
2,LSPIN,lspin_tf,mlp,0.15,0.00525,0.0,20129,6,0.5243243243243243,0.8305921052631579,19,219.96463012695312,0.959876957213375,3792.0,711.0,846.2231277790149
2,LSPIN,lspin_tf,mlp,0.15,0.00525,0.0,20130,7,0.6399672399672399,0.8585526315789473,8,315.81671142578125,0.9812283424304395,4252.0,1104.0,1141.7428074287689
6,LSPIN,lspin_tf,mlp,0.15,0.014,0.0,60123,0,0.605896805896806,0.8601973684210527,11,124.24758911132812,0.9292846345784216,2270.0,341.0,392.7368431288791
6,LSPIN,lspin_tf,mlp,0.15,0.014,0.0,60124,1,0.6152334152334152,0.8618421052631579,18,90.55948638916016,0.9092863378757212,2214.0,266.0,368.0413883642481
6,LSPIN,lspin_tf,mlp,0.15,0.014,0.0,60125,2,0.593939393939394,0.8223684210526315,24,107.59806823730467,0.9261921462432876,2283.0,294.0,375.535583719323
6,LSPIN,lspin_tf,mlp,0.15,0.014,0.0,60126,3,0.5950859950859951,0.8486842105263158,9,125.85208892822266,0.9481277528311703,2229.0,437.0,509.22599135116167
6,LSPIN,lspin_tf,mlp,0.15,0.014,0.0,60127,4,0.4478296478296478,0.8256578947368421,22,91.5884246826172,0.929565428058616,2048.0,264.0,340.3144170627875
6,LSPIN,lspin_tf,mlp,0.15,0.014,0.0,60128,5,0.5711711711711712,0.8782894736842105,9,125.63665771484376,0.9406585667439252,2398.0,343.0,388.5944587096673
6,LSPIN,lspin_tf,mlp,0.15,0.014,0.0,60129,6,0.619000819000819,0.8305921052631579,9,144.6077117919922,0.9433441617533238,1998.0,420.0,431.5404385084522
6,LSPIN,lspin_tf,mlp,0.15,0.014,0.0,60130,7,0.5462735462735463,0.8075657894736842,10,110.28617095947266,0.940293533723514,1890.0,376.0,416.0481314827291
10,LSPIN,lspin_tf,mlp,0.15,0.00525,0.1,100123,0,0.6211302211302211,0.8569078947368421,14,520.0096435546875,0.9794248517937488,2664.0,959.0,870.2861205095247
10,LSPIN,lspin_tf,mlp,0.15,0.00525,0.1,100124,1,0.6488124488124488,0.8388157894736842,13,460.37298583984375,0.97374692963224,2305.0,864.0,755.7415595844881
10,LSPIN,lspin_tf,mlp,0.15,0.00525,0.1,100125,2,0.6153972153972154,0.8108552631578947,8,573.2893676757812,0.9830183283668577,3286.0,1405.0,1203.5796604648117
10,LSPIN,lspin_tf,mlp,0.15,0.00525,0.1,100126,3,0.6175266175266175,0.9013157894736842,13,486.5884094238281,0.9768995865135176,2020.0,936.0,803.556938825718
10,LSPIN,lspin_tf,mlp,0.15,0.00525,0.1,100127,4,0.6222768222768222,0.8421052631578947,8,560.6591796875,0.9838755885965648,3314.0,1298.0,1111.29849601332
10,LSPIN,lspin_tf,mlp,0.15,0.00525,0.1,100128,5,0.6121212121212121,0.8388157894736842,12,508.6913146972656,0.9756134450707876,2824.0,1013.0,916.8630659313352
10,LSPIN,lspin_tf,mlp,0.15,0.00525,0.1,100129,6,0.6447174447174447,0.8782894736842105,10,545.8778076171875,0.98158637515443,2647.0,1274.0,1081.532103060754
10,LSPIN,lspin_tf,mlp,0.15,0.00525,0.1,100130,7,0.6086814086814086,0.8552631578947368,8,548.8134765625,0.9838766354885216,3389.0,1288.0,1115.1841478735407
14,LSPIN,lspin_tf,mlp,0.15,0.014,0.1,140123,0,0.587059787059787,0.8355263157894737,12,256.45660400390625,0.9478557206197092,1689.0,478.0,435.883224235917
14,LSPIN,lspin_tf,mlp,0.15,0.014,0.1,140124,1,0.4917280917280917,0.7713815789473685,10,245.0289459228516,0.9522174887993884,1560.0,437.0,395.301087068813
14,LSPIN,lspin_tf,mlp,0.15,0.014,0.1,140125,2,0.5852579852579852,0.8470394736842105,9,254.19613647460935,0.9566733247616344,2860.0,489.0,503.0308933048321
14,LSPIN,lspin_tf,mlp,0.15,0.014,0.1,140126,3,0.5791973791973792,0.837171052631579,13,202.91639709472656,0.9304418136472876,1488.0,352.0,336.35409360829124
14,LSPIN,lspin_tf,mlp,0.15,0.014,0.1,140127,4,0.5587223587223588,0.8256578947368421,18,217.67845153808597,0.9196638279348156,1625.0,332.0,325.8945061302803
14,LSPIN,lspin_tf,mlp,0.15,0.014,0.1,140128,5,0.5752661752661753,0.7763157894736842,13,193.1189727783203,0.937457671089442,1293.0,318.0,301.1664027034536
14,LSPIN,lspin_tf,mlp,0.15,0.014,0.1,140129,6,0.5508599508599509,0.8470394736842105,14,199.8167266845703,0.9424402152089386,1100.0,340.0,304.30419555563753
14,LSPIN,lspin_tf,mlp,0.15,0.014,0.1,140130,7,0.5759213759213759,0.8618421052631579,9,227.3151092529297,0.955060990130589,1807.0,475.0,421.39078762069926
18,LSPIN,lspin_tf,mlp,0.15,0.00525,0.2,180123,0,0.5952497952497953,0.8519736842105263,9,565.3665771484375,0.9828524773706844,2875.0,1323.0,1115.4412168953493
18,LSPIN,lspin_tf,mlp,0.15,0.00525,0.2,180124,1,0.6081900081900082,0.8865131578947368,8,579.7974243164062,0.9845077053638348,3775.0,1333.0,1202.9585864850824
18,LSPIN,lspin_tf,mlp,0.15,0.00525,0.2,180125,2,0.6006552006552006,0.8322368421052632,11,514.073974609375,0.980235657009604,3313.0,1157.0,976.9701922605276
18,LSPIN,lspin_tf,mlp,0.15,0.00525,0.2,180126,3,0.5813267813267813,0.8865131578947368,8,626.508056640625,0.983939308755493,3333.0,1446.0,1255.511236723028
18,LSPIN,lspin_tf,mlp,0.15,0.00525,0.2,180127,4,0.5836199836199836,0.8338815789473685,15,476.2507934570313,0.9716402274424326,2723.0,896.0,799.5549013443207
18,LSPIN,lspin_tf,mlp,0.15,0.00525,0.2,180128,5,0.6240786240786241,0.8700657894736842,10,540.9581909179688,0.9806716130260869,2707.0,1165.0,1005.4979337088704
18,LSPIN,lspin_tf,mlp,0.15,0.00525,0.2,180129,6,0.5656019656019656,0.8601973684210527,10,497.7073974609375,0.9802849528091816,2758.0,1114.0,942.8266923303568
18,LSPIN,lspin_tf,mlp,0.15,0.00525,0.2,180130,7,0.6645372645372646,0.8947368421052632,18,463.2090148925781,0.970393782126162,2481.0,848.0,757.8315875337797
22,LSPIN,lspin_tf,mlp,0.15,0.014,0.2,220123,0,0.6142506142506142,0.881578947368421,11,230.0,0.9353061691632344,1650.0,382.0,364.611628120446
22,LSPIN,lspin_tf,mlp,0.15,0.014,0.2,220124,1,0.5978705978705978,0.8421052631578947,10,234.77491760253903,0.9527866756491769,1514.0,440.0,386.6933175700212
22,LSPIN,lspin_tf,mlp,0.15,0.014,0.2,220125,2,0.5773955773955773,0.8536184210526315,9,260.62701416015625,0.9551406159797972,1742.0,482.0,433.2614423287498
22,LSPIN,lspin_tf,mlp,0.15,0.014,0.2,220126,3,0.5842751842751843,0.8305921052631579,11,250.20257568359372,0.9476212116286356,2064.0,434.0,429.0551493925331
22,LSPIN,lspin_tf,mlp,0.15,0.014,0.2,220127,4,0.5556101556101556,0.875,9,286.1253967285156,0.9622473302201858,2048.0,536.0,489.79769391560257
22,LSPIN,lspin_tf,mlp,0.15,0.014,0.2,220128,5,0.6152334152334152,0.8026315789473685,9,205.84243774414065,0.9508616605310818,1181.0,406.0,341.20051632004305
22,LSPIN,lspin_tf,mlp,0.15,0.014,0.2,220129,6,0.5102375102375102,0.8355263157894737,11,227.06109619140625,0.9504964139646422,1118.0,428.0,353.32151568851856
22,LSPIN,lspin_tf,mlp,0.15,0.014,0.2,220130,7,0.5542997542997543,0.8782894736842105,11,232.24436950683597,0.9443774097249464,1433.0,426.0,381.4850340317045
26,LSPIN,lspin_tf,mlp,0.15,0.00525,0.4,260123,0,0.5570843570843571,0.8766447368421053,9,599.7234497070312,0.9809503625574,3280.0,1277.0,1124.4405239481448
26,LSPIN,lspin_tf,mlp,0.15,0.00525,0.4,260124,1,0.6468468468468469,0.8273026315789473,15,472.3922729492188,0.973802489167258,2928.0,874.0,780.4729713773813
26,LSPIN,lspin_tf,mlp,0.15,0.00525,0.4,260125,2,0.5561015561015561,0.8799342105263158,8,558.8585205078125,0.9753451836313474,3082.0,1341.0,1126.429144904964
26,LSPIN,lspin_tf,mlp,0.15,0.00525,0.4,260126,3,0.626044226044226,0.8519736842105263,11,529.8745727539062,0.9779119703917846,2809.0,1057.0,955.9937948692472
26,LSPIN,lspin_tf,mlp,0.15,0.00525,0.4,260127,4,0.638984438984439,0.8569078947368421,19,457.8199462890625,0.9646845930978234,2092.0,822.0,719.710230765671
26,LSPIN,lspin_tf,mlp,0.15,0.00525,0.4,260128,5,0.5534807534807534,0.8470394736842105,13,471.0482177734375,0.973262979599882,2377.0,958.0,832.2864391036026
26,LSPIN,lspin_tf,mlp,0.15,0.00525,0.4,260129,6,0.6511056511056511,0.8470394736842105,9,550.2700805664062,0.9825325541041507,3060.0,1229.0,1046.694729544202
26,LSPIN,lspin_tf,mlp,0.15,0.00525,0.4,260130,7,0.6265356265356266,0.8388157894736842,9,570.9646606445312,0.9816386876045315,3663.0,1288.0,1156.2902900222016
30,LSPIN,lspin_tf,mlp,0.15,0.014,0.4,300123,0,0.5868959868959869,0.8930921052631579,11,220.81350708007807,0.9430309644368576,1759.0,405.0,374.7171267312607
30,LSPIN,lspin_tf,mlp,0.15,0.014,0.4,300124,1,0.5742833742833743,0.8585526315789473,8,248.7266845703125,0.9582106813912444,1943.0,479.0,442.7081645235021
30,LSPIN,lspin_tf,mlp,0.15,0.014,0.4,300125,2,0.5860769860769861,0.8536184210526315,10,242.2572326660156,0.9515872024402614,1785.0,456.0,422.3556761783211
30,LSPIN,lspin_tf,mlp,0.15,0.014,0.4,300126,3,0.608026208026208,0.8733552631578947,7,309.151123046875,0.9691869435062036,2024.0,695.0,596.3756880124503
30,LSPIN,lspin_tf,mlp,0.15,0.014,0.4,300127,4,0.5739557739557739,0.8601973684210527,12,205.9260406494141,0.9412244406199388,1505.0,380.0,349.14503111778345
30,LSPIN,lspin_tf,mlp,0.15,0.014,0.4,300128,5,0.6276822276822277,0.805921052631579,11,284.6591491699219,0.9589848520558988,1901.0,481.0,445.61101367289285
30,LSPIN,lspin_tf,mlp,0.15,0.014,0.4,300129,6,0.6029484029484029,0.8552631578947368,9,253.585205078125,0.960146090044913,2000.0,570.0,497.0572465428476
30,LSPIN,lspin_tf,mlp,0.15,0.014,0.4,300130,7,0.5241605241605242,0.8009868421052632,11,236.10289001464844,0.9475351650960998,1489.0,422.0,374.6566206982984
34,LSPIN,lspin_tf,mlp,0.12,0.00525,0.0,340123,0,0.6524160524160524,0.8651315789473685,9,320.0707397460937,0.9808980014027796,4503.0,1163.0,1248.9605176783634
34,LSPIN,lspin_tf,mlp,0.12,0.00525,0.0,340124,1,0.6244062244062244,0.8240131578947368,15,233.3086853027344,0.96968522847306,3651.0,804.0,869.1767054404436
34,LSPIN,lspin_tf,mlp,0.12,0.00525,0.0,340125,2,0.6057330057330057,0.868421052631579,15,246.51126098632807,0.9643964173559216,4063.0,865.0,1012.614552277459
34,LSPIN,lspin_tf,mlp,0.12,0.00525,0.0,340126,3,0.612940212940213,0.9013157894736842,11,286.7749328613281,0.975048327754028,3901.0,993.0,1056.9163618303717
34,LSPIN,lspin_tf,mlp,0.12,0.00525,0.0,340127,4,0.5995085995085995,0.84375,7,394.5627136230469,0.9799242442490532,5582.0,1437.0,1552.5975227870774
34,LSPIN,lspin_tf,mlp,0.12,0.00525,0.0,340128,5,0.5988533988533988,0.868421052631579,10,286.5691223144531,0.9748926931735672,4789.0,1015.0,1175.8630416352717
34,LSPIN,lspin_tf,mlp,0.12,0.00525,0.0,340129,6,0.5606879606879607,0.8486842105263158,14,276.3376159667969,0.9711289433075492,4175.0,963.0,1045.5017844185263
34,LSPIN,lspin_tf,mlp,0.12,0.00525,0.0,340130,7,0.7176085176085176,0.8865131578947368,25,238.37620544433597,0.9644873731881444,3496.0,770.0,803.5244877526186
38,LSPIN,lspin_tf,mlp,0.12,0.014,0.0,380123,0,0.6576576576576577,0.8026315789473685,11,131.7041778564453,0.9329939654259034,2427.0,344.0,393.0429431103893
38,LSPIN,lspin_tf,mlp,0.12,0.014,0.0,380124,1,0.628009828009828,0.8552631578947368,9,167.8649444580078,0.9394625308565944,2839.0,494.0,573.4359956762813
38,LSPIN,lspin_tf,mlp,0.12,0.014,0.0,380125,2,0.5046683046683047,0.8223684210526315,12,139.94212341308594,0.9405244744951684,2234.0,406.0,411.6609890191507
38,LSPIN,lspin_tf,mlp,0.12,0.014,0.0,380126,3,0.5475839475839476,0.8700657894736842,9,172.1350555419922,0.9550805000915452,2542.0,497.0,514.5771016645931
38,LSPIN,lspin_tf,mlp,0.12,0.014,0.0,380127,4,0.592956592956593,0.8141447368421053,8,192.80386352539065,0.9582176888196696,2959.0,519.0,555.518335408655
38,LSPIN,lspin_tf,mlp,0.12,0.014,0.0,380128,5,0.7253071253071253,0.8355263157894737,11,138.50804138183594,0.9579431297303423,2415.0,412.0,438.8621836287276
38,LSPIN,lspin_tf,mlp,0.12,0.014,0.0,380129,6,0.6340704340704341,0.881578947368421,8,179.7266845703125,0.9623098047032146,3677.0,574.0,718.0051185418272
38,LSPIN,lspin_tf,mlp,0.12,0.014,0.0,380130,7,0.5343161343161343,0.8569078947368421,10,151.90353393554688,0.9373373316884352,2529.0,365.0,401.9471989686944
42,LSPIN,lspin_tf,mlp,0.12,0.00525,0.1,420123,0,0.6507780507780507,0.8207236842105263,16,522.8263549804688,0.9792650807947534,2623.0,1028.0,890.8396439015678
42,LSPIN,lspin_tf,mlp,0.12,0.00525,0.1,420124,1,0.6430794430794431,0.8601973684210527,17,501.1672058105469,0.9737731266522808,2620.0,910.0,806.2337130954958
42,LSPIN,lspin_tf,mlp,0.12,0.00525,0.1,420125,2,0.6398034398034398,0.8240131578947368,10,551.8070678710938,0.9819106532121508,2991.0,1185.0,1012.971468111271
42,LSPIN,lspin_tf,mlp,0.12,0.00525,0.1,420126,3,0.5778869778869778,0.819078947368421,18,536.5948486328125,0.9767005669440914,2310.0,983.0,869.2860673757583
42,LSPIN,lspin_tf,mlp,0.12,0.00525,0.1,420127,4,0.6420966420966421,0.8519736842105263,10,516.1478881835938,0.9800797443065172,3547.0,1171.0,1074.3260955577196
42,LSPIN,lspin_tf,mlp,0.12,0.00525,0.1,420128,5,0.5739557739557739,0.8536184210526315,13,527.903564453125,0.9790974098451724,2840.0,1067.0,933.1268981316751
42,LSPIN,lspin_tf,mlp,0.12,0.00525,0.1,420129,6,0.6424242424242425,0.8634868421052632,11,624.5626831054688,0.9827345710989526,3926.0,1313.0,1176.264152650964
42,LSPIN,lspin_tf,mlp,0.12,0.00525,0.1,420130,7,0.621949221949222,0.8470394736842105,18,468.8778076171875,0.9755999273201104,2523.0,902.0,803.6120042243605
46,LSPIN,lspin_tf,mlp,0.12,0.014,0.1,460123,0,0.5642915642915642,0.8486842105263158,14,268.1061096191406,0.9475816049558028,1623.0,470.0,426.2035554312541
46,LSPIN,lspin_tf,mlp,0.12,0.014,0.1,460124,1,0.5724815724815725,0.875,15,260.8842468261719,0.9497001948360648,2542.0,450.0,447.9093998745534
46,LSPIN,lspin_tf,mlp,0.12,0.014,0.1,460125,2,0.6119574119574119,0.8552631578947368,28,232.78456115722656,0.9402533228506286,2162.0,349.0,355.7090491958021
46,LSPIN,lspin_tf,mlp,0.12,0.014,0.1,460126,3,0.5636363636363636,0.84375,11,277.89068603515625,0.9538536346608596,1993.0,518.0,473.9900181021436
46,LSPIN,lspin_tf,mlp,0.12,0.014,0.1,460127,4,0.600982800982801,0.8667763157894737,9,302.8199462890625,0.9643850272231616,2108.0,568.0,524.9637517413622
46,LSPIN,lspin_tf,mlp,0.12,0.014,0.1,460128,5,0.6322686322686323,0.8174342105263158,12,260.5787658691406,0.9582209727345432,1807.0,512.0,467.5771665449985
46,LSPIN,lspin_tf,mlp,0.12,0.014,0.1,460129,6,0.5041769041769042,0.7828947368421053,13,288.8006286621094,0.95746207150382,2240.0,499.0,481.1085144607456
46,LSPIN,lspin_tf,mlp,0.12,0.014,0.1,460130,7,0.6168714168714169,0.8700657894736842,10,296.11895751953125,0.9666073372449736,2164.0,563.0,523.764704893919
50,LSPIN,lspin_tf,mlp,0.12,0.00525,0.2,500123,0,0.6324324324324324,0.819078947368421,15,679.208984375,0.9802767248876602,4568.0,1288.0,1194.78339856077
50,LSPIN,lspin_tf,mlp,0.12,0.00525,0.2,500124,1,0.5726453726453726,0.8552631578947368,12,556.1157836914062,0.9790498351706998,3031.0,1232.0,1045.877122251911
50,LSPIN,lspin_tf,mlp,0.12,0.00525,0.2,500125,2,0.575102375102375,0.8240131578947368,24,515.151123046875,0.971398247557779,3067.0,867.0,818.9014485340823
50,LSPIN,lspin_tf,mlp,0.12,0.00525,0.2,500126,3,0.6083538083538084,0.850328947368421,12,587.4855346679688,0.9816704412392606,3598.0,1244.0,1091.5143848642151
50,LSPIN,lspin_tf,mlp,0.12,0.00525,0.2,500127,4,0.5837837837837838,0.8799342105263158,17,471.3826293945313,0.9703624733914028,2289.0,907.0,787.2327589330362
50,LSPIN,lspin_tf,mlp,0.12,0.00525,0.2,500128,5,0.5511875511875511,0.8914473684210527,22,519.6945190429688,0.9745516287623588,3008.0,898.0,825.4897258341801
50,LSPIN,lspin_tf,mlp,0.12,0.00525,0.2,500129,6,0.5687141687141687,0.8174342105263158,14,547.1543579101562,0.976822711752562,3031.0,1181.0,1018.9848136268384
50,LSPIN,lspin_tf,mlp,0.12,0.00525,0.2,500130,7,0.6404586404586404,0.8421052631578947,19,466.10931396484375,0.9711594058767934,2183.0,894.0,764.9819831926958
54,LSPIN,lspin_tf,mlp,0.12,0.014,0.2,540123,0,0.5484029484029485,0.8157894736842105,27,225.7266845703125,0.9368338701573262,1678.0,340.0,337.56496245122025
54,LSPIN,lspin_tf,mlp,0.12,0.014,0.2,540124,1,0.6211302211302211,0.819078947368421,16,267.38262939453125,0.9435919729953904,2215.0,432.0,423.4146419865836
54,LSPIN,lspin_tf,mlp,0.12,0.014,0.2,540125,2,0.5816543816543817,0.8717105263157895,9,357.3311767578125,0.9696435337803112,3012.0,644.0,626.8842818370883
54,LSPIN,lspin_tf,mlp,0.12,0.014,0.2,540126,3,0.6312858312858313,0.868421052631579,12,267.4437255859375,0.9561583119991692,1732.0,505.0,451.2277652384156
54,LSPIN,lspin_tf,mlp,0.12,0.014,0.2,540127,4,0.5760851760851761,0.8618421052631579,25,249.8456573486328,0.9420092164486572,1606.0,365.0,355.6918839455797
54,LSPIN,lspin_tf,mlp,0.12,0.014,0.2,540128,5,0.5724815724815725,0.8634868421052632,16,239.151123046875,0.9398379376053636,1359.0,407.0,355.4406906584505
54,LSPIN,lspin_tf,mlp,0.12,0.014,0.2,540129,6,0.645045045045045,0.8404605263157895,24,214.0032196044922,0.9451330702575058,1436.0,329.0,314.0346676109749
54,LSPIN,lspin_tf,mlp,0.12,0.014,0.2,540130,7,0.5462735462735463,0.875,12,294.9421081542969,0.9588759690926212,2028.0,506.0,474.532069207748
58,LSPIN,lspin_tf,mlp,0.12,0.00525,0.4,580123,0,0.6208026208026208,0.8848684210526315,17,531.3086547851562,0.9826850043764918,3907.0,1067.0,950.7685508106406
58,LSPIN,lspin_tf,mlp,0.12,0.00525,0.4,580124,1,0.630958230958231,0.8355263157894737,11,593.9292602539062,0.9846832444837216,3687.0,1280.0,1152.6290459241286
58,LSPIN,lspin_tf,mlp,0.12,0.00525,0.4,580125,2,0.6132678132678133,0.8766447368421053,9,590.1929321289062,0.9827079375723112,4274.0,1358.0,1240.102931396645
58,LSPIN,lspin_tf,mlp,0.12,0.00525,0.4,580126,3,0.6442260442260442,0.8700657894736842,8,680.848876953125,0.9875405744763444,4128.0,1727.0,1473.4900426113036
58,LSPIN,lspin_tf,mlp,0.12,0.00525,0.4,580127,4,0.616052416052416,0.8240131578947368,13,557.5433959960938,0.980189196603078,3133.0,1149.0,1011.0151341131228
58,LSPIN,lspin_tf,mlp,0.12,0.00525,0.4,580128,5,0.6350532350532351,0.8470394736842105,19,510.50482177734375,0.9741181522461406,3004.0,968.0,861.6502380103199
58,LSPIN,lspin_tf,mlp,0.12,0.00525,0.4,580129,6,0.6252252252252253,0.850328947368421,13,504.97747802734375,0.977808075926188,2333.0,1005.0,869.394989385892
58,LSPIN,lspin_tf,mlp,0.12,0.00525,0.4,580130,7,0.6230958230958231,0.8305921052631579,9,595.0546875,0.9841994095668264,3438.0,1493.0,1266.0278040113387
62,LSPIN,lspin_tf,mlp,0.12,0.014,0.4,620123,0,0.6026208026208026,0.8667763157894737,10,342.980712890625,0.9612270622092632,2827.0,636.0,606.6240220437146
62,LSPIN,lspin_tf,mlp,0.12,0.014,0.4,620124,1,0.532022932022932,0.8848684210526315,15,238.8167266845703,0.9510685322650207,1827.0,388.0,368.5369114897717
62,LSPIN,lspin_tf,mlp,0.12,0.014,0.4,620125,2,0.5941031941031941,0.8947368421052632,18,272.1414794921875,0.9451202627170826,2507.0,426.0,430.0719459610327
62,LSPIN,lspin_tf,mlp,0.12,0.014,0.4,620126,3,0.5842751842751843,0.8782894736842105,13,241.8520965576172,0.9567728907113744,2019.0,418.0,397.6834942253453
62,LSPIN,lspin_tf,mlp,0.12,0.014,0.4,620127,4,0.6393120393120393,0.8733552631578947,17,238.09002685546875,0.9436054632213974,1372.0,374.0,349.8057119051459
62,LSPIN,lspin_tf,mlp,0.12,0.014,0.4,620128,5,0.5770679770679771,0.8782894736842105,21,234.60450744628903,0.9487463443166646,1499.0,348.0,338.88588255853045
62,LSPIN,lspin_tf,mlp,0.12,0.014,0.4,620129,6,0.563963963963964,0.8536184210526315,19,245.63021850585935,0.9352018819403743,1755.0,388.0,371.999241846307
62,LSPIN,lspin_tf,mlp,0.12,0.014,0.4,620130,7,0.6119574119574119,0.8601973684210527,11,271.5369873046875,0.9543600266590831,2233.0,505.0,471.8035812344687
66,Concrete,concrete,mlp,0.15,0.00165,0.0,660123,0,0.653071253071253,0.8338815789473685,12,474.2701110839844,0.9807970204628552,11705.0,2320.0,4186.425359640336
66,Concrete,concrete,mlp,0.15,0.00165,0.0,660124,1,0.5554463554463555,0.8667763157894737,11,414.3311767578125,0.9802553315223588,10573.0,1969.0,3670.900493850483
66,Concrete,concrete,mlp,0.15,0.00165,0.0,660125,2,0.6153972153972154,0.84375,9,534.2122192382812,0.9836399321428468,12998.0,2597.0,4742.599342140496
66,Concrete,concrete,mlp,0.15,0.00165,0.0,660126,3,0.6476658476658477,0.8881578947368421,11,507.5948486328125,0.9844716875468876,12058.0,2531.0,4435.89332106902
66,Concrete,concrete,mlp,0.15,0.00165,0.0,660127,4,0.6478296478296478,0.8618421052631579,13,428.2572326660156,0.9770043176810314,10638.0,2024.0,3634.67455547606
66,Concrete,concrete,mlp,0.15,0.00165,0.0,660128,5,0.6086814086814086,0.8766447368421053,16,372.1189575195313,0.9752723617414196,10011.0,1742.0,3467.8311955787417
66,Concrete,concrete,mlp,0.15,0.00165,0.0,660129,6,0.6273546273546273,0.875,7,647.7330932617188,0.9882038574816036,12876.0,3304.0,5013.373326109795
66,Concrete,concrete,mlp,0.15,0.00165,0.0,660130,7,0.6506142506142506,0.84375,10,389.4469604492188,0.9803836748878269,10420.0,2004.0,3821.518987816069
70,Concrete,concrete,mlp,0.15,0.0044,0.0,700123,0,0.6357084357084357,0.8634868421052632,12,112.0096435546875,0.9376712693242516,5658.0,493.0,1746.895370609607
70,Concrete,concrete,mlp,0.15,0.0044,0.0,700124,1,0.6149058149058149,0.8207236842105263,11,147.36978149414062,0.946713357836235,6269.0,694.0,1866.4222857411696
70,Concrete,concrete,mlp,0.15,0.0044,0.0,700125,2,0.6127764127764128,0.8338815789473685,11,134.83279418945312,0.9333118743825448,6411.0,596.0,2065.4649036626784
