global_cfg_idx,model_family,gate_type,predictor,gate_sigma,lambda_sparse,lambda_sample_smooth,seed,run_id,test_cindex,best_val_cindex,best_epoch,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
218,L-Concrete,concrete,linear,0.15,0.00165,0.4,2180130,7,0.6422604422604422,0.787828947368421,14,2109.366455078125,0.9897066851273264,3846.0,2598.0,2411.750737963009
222,L-Concrete,concrete,linear,0.15,0.0044,0.4,2220123,0,0.6404586404586404,0.8092105263157895,23,472.0128479003906,0.9599046263118738,2784.0,534.0,569.3029520754575
222,L-Concrete,concrete,linear,0.15,0.0044,0.4,2220124,1,0.6294840294840295,0.9078947368421052,13,465.4308776855469,0.9541183121014633,3794.0,591.0,623.6429059786175
222,L-Concrete,concrete,linear,0.15,0.0044,0.4,2220125,2,0.6298116298116299,0.8174342105263158,14,541.7459716796875,0.9659290745090052,2651.0,687.0,686.2126269829981
222,L-Concrete,concrete,linear,0.15,0.0044,0.4,2220126,3,0.6443898443898444,0.8717105263157895,19,521.791015625,0.9542284950786916,2900.0,604.0,627.6076022993375
222,L-Concrete,concrete,linear,0.15,0.0044,0.4,2220127,4,0.6873054873054874,0.8848684210526315,32,500.0032043457031,0.9536195778338517,1861.0,550.0,561.4096499898834
222,L-Concrete,concrete,linear,0.15,0.0044,0.4,2220128,5,0.5760851760851761,0.8601973684210527,26,468.810302734375,0.95029851124868,2960.0,520.0,565.7612503226436
222,L-Concrete,concrete,linear,0.15,0.0044,0.4,2220129,6,0.6343980343980344,0.8601973684210527,17,460.4276428222656,0.9471229406044096,3417.0,540.0,586.5998834367501
222,L-Concrete,concrete,linear,0.15,0.0044,0.4,2220130,7,0.6091728091728091,0.8717105263157895,17,418.1575622558594,0.9415706118510104,3326.0,507.0,552.2856520268595
226,L-Concrete,concrete,linear,0.12,0.00165,0.0,2260123,0,0.6525798525798526,0.8799342105263158,55,299.5980834960937,0.9635465126072742,7205.0,1247.0,2088.722164980188
226,L-Concrete,concrete,linear,0.12,0.00165,0.0,2260124,1,0.6307944307944308,0.8865131578947368,65,294.30548095703125,0.9654040171752216,7263.0,1251.0,2087.8586949154583
226,L-Concrete,concrete,linear,0.12,0.00165,0.0,2260125,2,0.6548730548730549,0.8700657894736842,83,236.9131774902344,0.956640714009676,5579.0,1032.0,1710.9761511420156
226,L-Concrete,concrete,linear,0.12,0.00165,0.0,2260126,3,0.6324324324324324,0.8453947368421053,72,264.7138366699219,0.9634946182909871,6123.0,1091.0,1764.494470617201
226,L-Concrete,concrete,linear,0.12,0.00165,0.0,2260127,4,0.6398034398034398,0.8338815789473685,61,287.9164123535156,0.9628582850667546,7091.0,1304.0,2192.412347301195
226,L-Concrete,concrete,linear,0.12,0.00165,0.0,2260128,5,0.6676494676494676,0.8601973684210527,27,444.9517822265625,0.971530264812636,8682.0,1880.0,2684.479289911269
226,L-Concrete,concrete,linear,0.12,0.00165,0.0,2260129,6,0.6242424242424243,0.8832236842105263,70,267.9453430175781,0.9696073185291354,5925.0,1226.0,1909.758849099113
226,L-Concrete,concrete,linear,0.12,0.00165,0.0,2260130,7,0.6095004095004095,0.8536184210526315,30,414.7909851074219,0.968034507584288,8628.0,1747.0,2735.159878704036
230,L-Concrete,concrete,linear,0.12,0.0044,0.0,2300123,0,0.5539721539721539,0.84375,45,95.53054809570312,0.9255504845696552,4739.0,460.0,1942.1785559264388
230,L-Concrete,concrete,linear,0.12,0.0044,0.0,2300124,1,0.5927927927927928,0.837171052631579,23,135.76849365234375,0.9468630484745112,6331.0,641.0,2310.24667833964
230,L-Concrete,concrete,linear,0.12,0.0044,0.0,2300125,2,0.5647829647829647,0.8930921052631579,39,105.42765045166016,0.9335018350755038,4836.0,508.0,1842.4506296449947
230,L-Concrete,concrete,linear,0.12,0.0044,0.0,2300126,3,0.608026208026208,0.8536184210526315,70,74.30546569824219,0.9130810583237668,3933.0,355.0,1449.9377653735962
230,L-Concrete,concrete,linear,0.12,0.0044,0.0,2300127,4,0.6006552006552006,0.8536184210526315,35,100.51768493652344,0.9289761718034516,4969.0,462.0,1696.3997816976496
230,L-Concrete,concrete,linear,0.12,0.0044,0.0,2300128,5,0.6068796068796068,0.8601973684210527,16,156.7041778564453,0.9386882772229352,6192.0,707.0,2060.962257520673
230,L-Concrete,concrete,linear,0.12,0.0044,0.0,2300129,6,0.6018018018018018,0.8470394736842105,47,92.57234954833984,0.911052151168037,4121.0,423.0,1471.3577060508817
230,L-Concrete,concrete,linear,0.12,0.0044,0.0,2300130,7,0.6568386568386568,0.837171052631579,35,106.15755462646484,0.9252400894991564,4892.0,537.0,1863.1910150218948
234,L-Concrete,concrete,linear,0.12,0.00165,0.1,2340123,0,0.6358722358722358,0.8470394736842105,14,2000.8970947265625,0.9883192125893892,4553.0,2289.0,2230.0652105360887
234,L-Concrete,concrete,linear,0.12,0.00165,0.1,2340124,1,0.6819000819000819,0.8338815789473685,13,2204.8134765625,0.9904786866591986,4833.0,2934.0,2662.5910893131427
234,L-Concrete,concrete,linear,0.12,0.00165,0.1,2340125,2,0.6353808353808353,0.8273026315789473,18,2254.7685546875,0.9903321586128676,3108.0,2725.0,2524.532124862753
234,L-Concrete,concrete,linear,0.12,0.00165,0.1,2340126,3,0.6265356265356266,0.8552631578947368,20,2176.739501953125,0.989450526031478,3387.0,2479.0,2382.7865497092
234,L-Concrete,concrete,linear,0.12,0.00165,0.1,2340127,4,0.6378378378378379,0.8141447368421053,17,2112.263671875,0.9883405759164786,3306.0,2494.0,2350.955829302368
234,L-Concrete,concrete,linear,0.12,0.00165,0.1,2340128,5,0.6527436527436528,0.8585526315789473,21,1570.135009765625,0.9827453516705542,2747.0,1893.0,1768.2153565784924
234,L-Concrete,concrete,linear,0.12,0.00165,0.1,2340129,6,0.6178542178542179,0.8240131578947368,20,1738.43408203125,0.988184719501264,4769.0,1958.0,1931.196927441013
234,L-Concrete,concrete,linear,0.12,0.00165,0.1,2340130,7,0.6291564291564291,0.8141447368421053,13,2004.794189453125,0.9894998079714225,4196.0,2420.0,2297.413945592211
238,L-Concrete,concrete,linear,0.12,0.0044,0.1,2380123,0,0.6285012285012285,0.8881578947368421,80,353.3794250488281,0.9278816446994644,2803.0,419.0,456.11284259942784
238,L-Concrete,concrete,linear,0.12,0.0044,0.1,2380124,1,0.6334152334152334,0.8667763157894737,28,369.83599853515625,0.9416027609722056,3864.0,499.0,563.8155831462415
238,L-Concrete,concrete,linear,0.12,0.0044,0.1,2380125,2,0.5996723996723997,0.837171052631579,37,352.5498352050781,0.9349450144837074,3003.0,441.0,478.2569556810199
238,L-Concrete,concrete,linear,0.12,0.0044,0.1,2380126,3,0.5906633906633907,0.8700657894736842,50,336.2572326660156,0.9311968679656984,3443.0,432.0,480.8543737623063
238,L-Concrete,concrete,linear,0.12,0.0044,0.1,2380127,4,0.6072072072072072,0.9029605263157896,31,382.2218627929688,0.9482816374988292,2400.0,518.0,514.4644942944824
238,L-Concrete,concrete,linear,0.12,0.0044,0.1,2380128,5,0.642915642915643,0.8569078947368421,34,467.6591491699219,0.9381654236752338,2653.0,588.0,598.7128013893761
238,L-Concrete,concrete,linear,0.12,0.0044,0.1,2380129,6,0.6340704340704341,0.8667763157894737,44,425.7524108886719,0.9474545645535692,4064.0,505.0,584.561188961089
238,L-Concrete,concrete,linear,0.12,0.0044,0.1,2380130,7,0.5973791973791974,0.8519736842105263,24,458.3794250488281,0.9500743546205136,3474.0,583.0,619.5938830981517
242,L-Concrete,concrete,linear,0.12,0.00165,0.2,2420123,0,0.6186732186732187,0.8305921052631579,19,2144.68798828125,0.990334073760428,3844.0,2334.0,2281.5105096089524
242,L-Concrete,concrete,linear,0.12,0.00165,0.2,2420124,1,0.6648648648648648,0.8536184210526315,15,2119.24755859375,0.9884830728581646,3353.0,2501.0,2354.0914676104258
242,L-Concrete,concrete,linear,0.12,0.00165,0.2,2420125,2,0.6448812448812449,0.8223684210526315,14,2242.029052734375,0.9906771947076076,3842.0,2623.0,2488.417750315242
242,L-Concrete,concrete,linear,0.12,0.00165,0.2,2420126,3,0.6230958230958231,0.8404605263157895,22,1881.562744140625,0.9874179751903964,3156.0,1997.0,1970.8176475179685
242,L-Concrete,concrete,linear,0.12,0.00165,0.2,2420127,4,0.6438984438984439,0.8338815789473685,17,2152.540283203125,0.9907178083309526,3501.0,2431.0,2332.8765526051648
242,L-Concrete,concrete,linear,0.12,0.00165,0.2,2420128,5,0.6594594594594595,0.837171052631579,14,1819.6173095703125,0.9890199215263542,3790.0,2237.0,2093.7106268971743
242,L-Concrete,concrete,linear,0.12,0.00165,0.2,2420129,6,0.6445536445536445,0.8717105263157895,14,2275.717041015625,0.9906827803423196,3721.0,2940.0,2657.942324853525
242,L-Concrete,concrete,linear,0.12,0.00165,0.2,2420130,7,0.6784602784602785,0.8141447368421053,15,1979.1253662109373,0.9906153263688864,4527.0,2349.0,2238.600894154826
246,L-Concrete,concrete,linear,0.12,0.0044,0.2,2460123,0,0.6504504504504505,0.8519736842105263,26,483.6848754882813,0.961758845304478,2472.0,607.0,613.3400604088904
246,L-Concrete,concrete,linear,0.12,0.0044,0.2,2460124,1,0.6031122031122031,0.8881578947368421,62,497.1350402832031,0.9551154546261212,2069.0,573.0,581.9716183818056
246,L-Concrete,concrete,linear,0.12,0.0044,0.2,2460125,2,0.6319410319410319,0.8700657894736842,31,452.3601379394531,0.9476626038608306,3325.0,526.0,581.7821427174471
246,L-Concrete,concrete,linear,0.12,0.0044,0.2,2460126,3,0.563963963963964,0.8404605263157895,24,427.6141357421875,0.9508420465364972,2313.0,519.0,527.5037252788727
246,L-Concrete,concrete,linear,0.12,0.0044,0.2,2460127,4,0.6350532350532351,0.8601973684210527,17,488.0675354003906,0.9519052765943502,2165.0,580.0,586.567574716926
246,L-Concrete,concrete,linear,0.12,0.0044,0.2,2460128,5,0.5914823914823915,0.8355263157894737,28,524.0160522460938,0.9570242609881082,2226.0,602.0,617.7030307975227
246,L-Concrete,concrete,linear,0.12,0.0044,0.2,2460129,6,0.6520884520884521,0.8240131578947368,14,521.9132080078125,0.9686958089449624,2124.0,662.0,651.5804100614179
246,L-Concrete,concrete,linear,0.12,0.0044,0.2,2460130,7,0.6316134316134316,0.8782894736842105,36,464.7009582519531,0.9572368617398463,2381.0,548.0,565.8275854637277
250,L-Concrete,concrete,linear,0.12,0.00165,0.4,2500123,0,0.6552006552006552,0.819078947368421,15,2221.35693359375,0.991591866231108,3254.0,2591.0,2455.3037559804734
250,L-Concrete,concrete,linear,0.12,0.00165,0.4,2500124,1,0.641932841932842,0.8289473684210527,14,2017.212158203125,0.9899332572052384,3855.0,2506.0,2324.5280930082795
250,L-Concrete,concrete,linear,0.12,0.00165,0.4,2500125,2,0.6301392301392301,0.8766447368421053,13,1899.8006591796875,0.98866372057949,3671.0,2621.0,2317.367926303797
250,L-Concrete,concrete,linear,0.12,0.00165,0.4,2500126,3,0.6322686322686323,0.8026315789473685,16,2190.360107421875,0.991332172362864,3682.0,2631.0,2460.6696725704246
250,L-Concrete,concrete,linear,0.12,0.00165,0.4,2500127,4,0.6014742014742015,0.8404605263157895,14,2013.4019775390625,0.9895443772592496,3387.0,2591.0,2347.9516758264613
250,L-Concrete,concrete,linear,0.12,0.00165,0.4,2500128,5,0.6440622440622441,0.7993421052631579,11,2368.48876953125,0.9920592236236172,5075.0,3487.0,3022.1771014649626
250,L-Concrete,concrete,linear,0.12,0.00165,0.4,2500129,6,0.6098280098280098,0.8240131578947368,16,1842.06103515625,0.988509321533298,2777.0,2229.0,2064.9702671387654
250,L-Concrete,concrete,linear,0.12,0.00165,0.4,2500130,7,0.6304668304668305,0.850328947368421,13,2119.03857421875,0.9887612147768948,3960.0,2621.0,2434.0607426115344
254,L-Concrete,concrete,linear,0.12,0.0044,0.4,2540123,0,0.6263718263718264,0.8651315789473685,37,497.9581909179688,0.9483687863470583,1885.0,557.0,569.9654947197807
254,L-Concrete,concrete,linear,0.12,0.0044,0.4,2540124,1,0.706961506961507,0.8305921052631579,15,485.1543273925781,0.9556070111659872,3443.0,551.0,605.1242411542439
254,L-Concrete,concrete,linear,0.12,0.0044,0.4,2540125,2,0.6268632268632268,0.8569078947368421,29,386.9967956542969,0.94699859090868,2986.0,424.0,479.9335313684359
254,L-Concrete,concrete,linear,0.12,0.0044,0.4,2540126,3,0.6083538083538084,0.8733552631578947,39,411.6527404785156,0.947752415799002,2216.0,466.0,490.7867222637047
254,L-Concrete,concrete,linear,0.12,0.0044,0.4,2540127,4,0.6758394758394758,0.8717105263157895,23,544.2218627929688,0.9628345006404252,1608.0,610.0,611.2446523617817
254,L-Concrete,concrete,linear,0.12,0.0044,0.4,2540128,5,0.6522522522522523,0.8305921052631579,17,464.1993713378906,0.9546192516485366,1420.0,599.0,562.3834039230735
254,L-Concrete,concrete,linear,0.12,0.0044,0.4,2540129,6,0.6457002457002456,0.9111842105263158,34,521.8456420898438,0.9605506230093156,2655.0,565.0,596.6090030975422
254,L-Concrete,concrete,linear,0.12,0.0044,0.4,2540130,7,0.613923013923014,0.8865131578947368,39,483.69775390625,0.9561346052382332,2253.0,539.0,559.6839500163633
3,LSPIN,lspin_tf,mlp,0.15,0.007,0.0,30123,0,0.6334152334152334,0.7664473684210527,9,224.0417938232422,0.9577672028071444,2809.0,708.0,690.3301192636916
3,LSPIN,lspin_tf,mlp,0.15,0.007,0.0,30124,1,0.5877149877149878,0.8618421052631579,11,179.54019165039062,0.9595081245300304,2780.0,652.0,672.5739126749768
3,LSPIN,lspin_tf,mlp,0.15,0.007,0.0,30125,2,0.6404586404586404,0.8585526315789473,10,191.37620544433597,0.9658734714372826,2963.0,687.0,742.2395848241807
3,LSPIN,lspin_tf,mlp,0.15,0.007,0.0,30126,3,0.6560196560196561,0.8486842105263158,7,255.52410888671875,0.9730129997074364,3568.0,908.0,954.4779558397398
3,LSPIN,lspin_tf,mlp,0.15,0.007,0.0,30127,4,0.5980343980343981,0.8569078947368421,10,215.27651977539065,0.9622807776980457,2865.0,656.0,649.2443043483419
3,LSPIN,lspin_tf,mlp,0.15,0.007,0.0,30128,5,0.6003276003276004,0.8470394736842105,8,240.9356842041016,0.9736581209455653,3670.0,832.0,910.1944426006988
3,LSPIN,lspin_tf,mlp,0.15,0.007,0.0,30129,6,0.5747747747747748,0.8404605263157895,8,234.91961669921875,0.9711021224714972,3083.0,894.0,892.9194657472989
3,LSPIN,lspin_tf,mlp,0.15,0.007,0.0,30130,7,0.5459459459459459,0.8536184210526315,10,200.93247985839844,0.9674266056996734,2783.0,668.0,664.126702989485
7,LSPIN,lspin_tf,mlp,0.15,0.021,0.0,70123,0,0.5755937755937756,0.84375,24,73.75563049316406,0.8686192357212276,1974.0,172.0,246.8390368237436
7,LSPIN,lspin_tf,mlp,0.15,0.021,0.0,70124,1,0.4972972972972973,0.868421052631579,11,89.98713684082031,0.9171983968876962,1583.0,233.0,257.8247667635863
7,LSPIN,lspin_tf,mlp,0.15,0.021,0.0,70125,2,0.5967239967239967,0.8585526315789473,9,97.96784210205078,0.921554811043849,2296.0,283.0,365.6477219663876
7,LSPIN,lspin_tf,mlp,0.15,0.021,0.0,70126,3,0.5926289926289926,0.8799342105263158,10,82.63665771484375,0.915917235093635,1524.0,220.0,255.6020935104621
7,LSPIN,lspin_tf,mlp,0.15,0.021,0.0,70127,4,0.4894348894348894,0.868421052631579,23,68.96141815185547,0.891489083536977,1716.0,187.0,267.8143249515423
7,LSPIN,lspin_tf,mlp,0.15,0.021,0.0,70128,5,0.4945126945126945,0.8388157894736842,11,74.89067840576172,0.903742281334374,1466.0,204.0,244.48363508666745
7,LSPIN,lspin_tf,mlp,0.15,0.021,0.0,70129,6,0.5798525798525799,0.8421052631578947,11,107.3601303100586,0.922002145109102,1175.0,249.0,226.92494744220016
7,LSPIN,lspin_tf,mlp,0.15,0.021,0.0,70130,7,0.5190827190827191,0.868421052631579,13,64.28939056396484,0.8813480837107835,1990.0,162.0,271.3843016247587
11,LSPIN,lspin_tf,mlp,0.15,0.007,0.1,110123,0,0.5754299754299754,0.8799342105263158,15,372.82958984375,0.9633115616839796,1669.0,665.0,581.8559851110768
11,LSPIN,lspin_tf,mlp,0.15,0.007,0.1,110124,1,0.6142506142506142,0.8092105263157895,11,344.82635498046875,0.9677022190808604,2126.0,702.0,623.4750465740441
11,LSPIN,lspin_tf,mlp,0.15,0.007,0.1,110125,2,0.5583947583947584,0.850328947368421,9,399.8006286621094,0.9774864791982192,2266.0,929.0,782.4876226576531
11,LSPIN,lspin_tf,mlp,0.15,0.007,0.1,110126,3,0.5864045864045864,0.8552631578947368,12,311.8006286621094,0.9654401925420204,1800.0,593.0,532.7132106376905
11,LSPIN,lspin_tf,mlp,0.15,0.007,0.1,110127,4,0.6186732186732187,0.7861842105263158,7,436.151123046875,0.9766210574743568,3312.0,1080.0,971.455995630162
11,LSPIN,lspin_tf,mlp,0.15,0.007,0.1,110128,5,0.6388206388206388,0.8651315789473685,10,339.25079345703125,0.9666976204896,1971.0,701.0,610.5517913847111
11,LSPIN,lspin_tf,mlp,0.15,0.007,0.1,110129,6,0.6050778050778051,0.8601973684210527,9,380.52734375,0.9747280082018532,2237.0,852.0,734.0334058179461
11,LSPIN,lspin_tf,mlp,0.15,0.007,0.1,110130,7,0.6694512694512694,0.8700657894736842,14,346.9871520996094,0.970327571601323,1924.0,665.0,580.2875786120778
15,LSPIN,lspin_tf,mlp,0.15,0.021,0.1,150123,0,0.5980343980343981,0.8322368421052632,10,222.09002685546875,0.9354117440205028,1656.0,358.0,355.20497813634563
15,LSPIN,lspin_tf,mlp,0.15,0.021,0.1,150124,1,0.5303849303849304,0.8223684210526315,12,200.4019317626953,0.936240926580712,1450.0,299.0,298.27104898741703
15,LSPIN,lspin_tf,mlp,0.15,0.021,0.1,150125,2,0.6401310401310402,0.8519736842105263,11,191.0032196044922,0.9234857060358616,1591.0,324.0,312.5665951800962
15,LSPIN,lspin_tf,mlp,0.15,0.021,0.1,150126,3,0.6529074529074529,0.881578947368421,13,146.05145263671875,0.9297512154427636,1255.0,227.0,225.71315840535425
15,LSPIN,lspin_tf,mlp,0.15,0.021,0.1,150127,4,0.5642915642915642,0.8470394736842105,10,187.282958984375,0.9359086747102678,1239.0,314.0,290.7901950890284
15,LSPIN,lspin_tf,mlp,0.15,0.021,0.1,150128,5,0.5072891072891073,0.8421052631578947,18,155.60450744628906,0.8994295570859501,1411.0,213.0,232.47047486976757
15,LSPIN,lspin_tf,mlp,0.15,0.021,0.1,150129,6,0.6488124488124488,0.8470394736842105,10,195.0868225097656,0.9412888719866151,2043.0,318.0,328.03212556671326
15,LSPIN,lspin_tf,mlp,0.15,0.021,0.1,150130,7,0.6044226044226044,0.850328947368421,11,194.70095825195312,0.9398311233707763,1887.0,312.0,321.5211007525664
19,LSPIN,lspin_tf,mlp,0.15,0.007,0.2,190123,0,0.6001638001638001,0.8157894736842105,11,385.7652587890625,0.9702904479040828,2276.0,799.0,694.9260435103768
19,LSPIN,lspin_tf,mlp,0.15,0.007,0.2,190124,1,0.6388206388206388,0.8273026315789473,12,421.0868225097656,0.9636022337194412,2275.0,855.0,731.7604414860295
19,LSPIN,lspin_tf,mlp,0.15,0.007,0.2,190125,2,0.5726453726453726,0.8305921052631579,10,456.4501647949219,0.9760634716736474,3319.0,906.0,856.932062539305
19,LSPIN,lspin_tf,mlp,0.15,0.007,0.2,190126,3,0.6314496314496314,0.8914473684210527,10,419.56591796875,0.9727847590519988,2398.0,799.0,714.4055608944535
19,LSPIN,lspin_tf,mlp,0.15,0.007,0.2,190127,4,0.6468468468468469,0.8733552631578947,11,370.6720275878906,0.9658008241378152,2240.0,734.0,652.3486774792527
19,LSPIN,lspin_tf,mlp,0.15,0.007,0.2,190128,5,0.6134316134316135,0.84375,12,404.0064392089844,0.96641735191093,2360.0,793.0,707.6930292857712
19,LSPIN,lspin_tf,mlp,0.15,0.007,0.2,190129,6,0.6142506142506142,0.8125,12,363.4790954589844,0.9632653637455286,2124.0,721.0,633.3467753820206
19,LSPIN,lspin_tf,mlp,0.15,0.007,0.2,190130,7,0.5985257985257986,0.8273026315789473,14,397.7041931152344,0.9656093441159856,2334.0,699.0,644.0814516404117
23,LSPIN,lspin_tf,mlp,0.15,0.021,0.2,230123,0,0.5690417690417691,0.8207236842105263,11,199.79742431640625,0.9359380726175296,1502.0,328.0,310.52585902422874
23,LSPIN,lspin_tf,mlp,0.15,0.021,0.2,230124,1,0.6140868140868141,0.868421052631579,10,191.8713836669922,0.9377175579994268,1030.0,326.0,288.60168923023923
23,LSPIN,lspin_tf,mlp,0.15,0.021,0.2,230125,2,0.5565929565929566,0.8519736842105263,11,178.32154846191406,0.9205827312933508,1293.0,295.0,277.880857085128
23,LSPIN,lspin_tf,mlp,0.15,0.021,0.2,230126,3,0.543980343980344,0.8388157894736842,15,189.07716369628903,0.9220430921503476,1325.0,274.0,269.6194715849011
23,LSPIN,lspin_tf,mlp,0.15,0.021,0.2,230127,4,0.6440622440622441,0.8519736842105263,15,144.7299041748047,0.9099454924790744,1302.0,234.0,228.0242186507272
23,LSPIN,lspin_tf,mlp,0.15,0.021,0.2,230128,5,0.5793611793611794,0.8092105263157895,10,172.09324645996094,0.9308805884754118,1380.0,298.0,280.0874678340771
23,LSPIN,lspin_tf,mlp,0.15,0.021,0.2,230129,6,0.6114660114660114,0.881578947368421,8,197.4437255859375,0.9436182838441096,1929.0,377.0,369.3155365369605
23,LSPIN,lspin_tf,mlp,0.15,0.021,0.2,230130,7,0.5523341523341523,0.7976973684210527,9,198.06431579589844,0.9454587812377148,2361.0,326.0,345.55215834131286
27,LSPIN,lspin_tf,mlp,0.15,0.007,0.4,270123,0,0.5628173628173628,0.8832236842105263,9,409.6559448242188,0.971708076332732,2005.0,842.0,723.8288454940083
27,LSPIN,lspin_tf,mlp,0.15,0.007,0.4,270124,1,0.5908271908271908,0.7845394736842105,10,375.7524108886719,0.973854169913971,2065.0,796.0,673.4090983693942
27,LSPIN,lspin_tf,mlp,0.15,0.007,0.4,270125,2,0.542014742014742,0.8421052631578947,13,410.3826293945313,0.9672471636552852,2374.0,767.0,685.0645335480798
27,LSPIN,lspin_tf,mlp,0.15,0.007,0.4,270126,3,0.5995085995085995,0.8305921052631579,8,407.3826293945313,0.97348227109442,2450.0,975.0,831.3396460053559
27,LSPIN,lspin_tf,mlp,0.15,0.007,0.4,270127,4,0.543980343980344,0.8470394736842105,10,406.89068603515625,0.969379833775624,2122.0,862.0,726.8739754420993
27,LSPIN,lspin_tf,mlp,0.15,0.007,0.4,270128,5,0.655036855036855,0.8733552631578947,11,347.08038330078125,0.9644421701421778,2120.0,705.0,626.614190456943
27,LSPIN,lspin_tf,mlp,0.15,0.007,0.4,270129,6,0.6198198198198198,0.8141447368421053,9,363.7202453613281,0.972142192973932,2380.0,824.0,714.267202367263
27,LSPIN,lspin_tf,mlp,0.15,0.007,0.4,270130,7,0.5695331695331696,0.8634868421052632,9,399.6848754882813,0.9700371339993378,2803.0,837.0,774.6680143051088
31,LSPIN,lspin_tf,mlp,0.15,0.021,0.4,310123,0,0.5683865683865684,0.8338815789473685,8,206.8778076171875,0.9511912112074288,1516.0,390.0,354.82928835989225
31,LSPIN,lspin_tf,mlp,0.15,0.021,0.4,310124,1,0.5366093366093366,0.868421052631579,9,192.8585205078125,0.9443190837684692,1627.0,370.0,343.8266303650737
31,LSPIN,lspin_tf,mlp,0.15,0.021,0.4,310125,2,0.6073710073710074,0.8207236842105263,9,173.04823303222656,0.9351923996189072,2085.0,291.0,322.70693140706123
31,LSPIN,lspin_tf,mlp,0.15,0.021,0.4,310126,3,0.5885339885339885,0.8914473684210527,10,183.546630859375,0.9439909523454584,1530.0,343.0,315.3730197366556
31,LSPIN,lspin_tf,mlp,0.15,0.021,0.4,310127,4,0.64995904995905,0.8552631578947368,18,194.5337677001953,0.922250783245404,1249.0,272.0,271.8346612104967
31,LSPIN,lspin_tf,mlp,0.15,0.021,0.4,310128,5,0.5669123669123669,0.8700657894736842,18,159.47267150878906,0.914570840651598,1449.0,228.0,232.1050319915142
31,LSPIN,lspin_tf,mlp,0.15,0.021,0.4,310129,6,0.6329238329238329,0.8519736842105263,8,202.736328125,0.948794724264993,1951.0,396.0,372.008696252848
31,LSPIN,lspin_tf,mlp,0.15,0.021,0.4,310130,7,0.5701883701883702,0.8585526315789473,10,164.3922882080078,0.9375149770892044,1387.0,300.0,285.78666692495244
35,LSPIN,lspin_tf,mlp,0.12,0.007,0.0,350123,0,0.5947583947583948,0.8569078947368421,11,223.0417938232422,0.957972518871199,4056.0,739.0,848.0689448783334
35,LSPIN,lspin_tf,mlp,0.12,0.007,0.0,350124,1,0.6683046683046683,0.8519736842105263,20,184.50804138183597,0.9619408554801364,3198.0,634.0,698.5015050986145
35,LSPIN,lspin_tf,mlp,0.12,0.007,0.0,350125,2,0.6114660114660114,0.8388157894736842,12,206.36978149414065,0.9596339162426905,3127.0,728.0,761.8910280450459
35,LSPIN,lspin_tf,mlp,0.12,0.007,0.0,350126,3,0.6237510237510238,0.8388157894736842,9,222.3054656982422,0.9710319082124534,3555.0,810.0,885.7167130960485
35,LSPIN,lspin_tf,mlp,0.12,0.007,0.0,350127,4,0.5993447993447993,0.8766447368421053,9,222.8649444580078,0.967605634443745,3347.0,744.0,794.9216984857235
35,LSPIN,lspin_tf,mlp,0.12,0.007,0.0,350128,5,0.6244062244062244,0.850328947368421,9,222.45980834960935,0.9678291500283084,3904.0,804.0,972.6082201134813
35,LSPIN,lspin_tf,mlp,0.12,0.007,0.0,350129,6,0.6075348075348075,0.8634868421052632,9,254.08038330078125,0.9674854018132546,3491.0,825.0,870.0826894767829
35,LSPIN,lspin_tf,mlp,0.12,0.007,0.0,350130,7,0.637018837018837,0.8388157894736842,18,205.2604522705078,0.9606872483557144,3445.0,588.0,661.4737852086313
39,LSPIN,lspin_tf,mlp,0.12,0.021,0.0,390123,0,0.6063882063882063,0.8009868421052632,27,83.02250671386719,0.908645431010484,2238.0,222.0,319.3877001765216
39,LSPIN,lspin_tf,mlp,0.12,0.021,0.0,390124,1,0.5967239967239967,0.8075657894736842,11,118.30868530273438,0.928369423933221,2693.0,254.0,352.8750809575703
39,LSPIN,lspin_tf,mlp,0.12,0.021,0.0,390125,2,0.5433251433251434,0.868421052631579,11,91.24436950683594,0.9117999086860296,1937.0,244.0,277.3671031046904
39,LSPIN,lspin_tf,mlp,0.12,0.021,0.0,390126,3,0.5669123669123669,0.850328947368421,14,92.75563049316406,0.9160384701835428,1665.0,234.0,258.5244603919446
39,LSPIN,lspin_tf,mlp,0.12,0.021,0.0,390127,4,0.6070434070434071,0.8667763157894737,13,81.72026062011719,0.8807211489282047,1829.0,201.0,234.56893810508063
39,LSPIN,lspin_tf,mlp,0.12,0.021,0.0,390128,5,0.6121212121212121,0.8404605263157895,9,133.35691833496094,0.9230126707659988,2262.0,326.0,373.9093797883238
39,LSPIN,lspin_tf,mlp,0.12,0.021,0.0,390129,6,0.5981981981981982,0.8634868421052632,12,122.85208892822266,0.906673489687112,2049.0,249.0,274.7138499530723
39,LSPIN,lspin_tf,mlp,0.12,0.021,0.0,390130,7,0.5793611793611794,0.8733552631578947,19,75.42765045166016,0.8832225571615249,2200.0,192.0,283.0262725227482
43,LSPIN,lspin_tf,mlp,0.12,0.007,0.1,430123,0,0.6361998361998362,0.8733552631578947,17,457.1543273925781,0.975191608746912,2289.0,829.0,741.3932435887131
43,LSPIN,lspin_tf,mlp,0.12,0.007,0.1,430124,1,0.6347256347256347,0.7927631578947368,21,436.7298889160156,0.9671900366950096,2541.0,770.0,708.7221341549287
