model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,global_cfg_idx,cluster_ari,cluster_nmi
Concrete,concrete,mlp,0.0055,0.0,1,3,103,0.3774499934903229,0.4311684823384807
Concrete,concrete,mlp,0.0055,0.0,1,4,103,0.1827405577536053,0.2934888826470174
Concrete,concrete,mlp,0.0055,0.0,1,5,103,0.4540458222984267,0.4786366183359091
Concrete,concrete,mlp,0.0055,0.0,1,6,103,0.386197360767908,0.4262679179616093
Concrete,concrete,mlp,0.0055,0.0,1,7,103,0.3677783882445136,0.4131235516790019
Concrete,concrete,mlp,0.0055,0.0,2,3,103,0.4440173575784085,0.5159854284731875
Concrete,concrete,mlp,0.0055,0.0,2,4,103,0.2842478668633652,0.3556376239013391
Concrete,concrete,mlp,0.0055,0.0,2,5,103,0.4559308442656576,0.5266132341011768
Concrete,concrete,mlp,0.0055,0.0,2,6,103,0.4390338516795675,0.4917573053440395
Concrete,concrete,mlp,0.0055,0.0,2,7,103,0.7917537913555153,0.6271687023789044
Concrete,concrete,mlp,0.0055,0.0,3,4,103,0.2266513211458819,0.354957471325538
Concrete,concrete,mlp,0.0055,0.0,3,5,103,0.7335741254595857,0.676622610352345
Concrete,concrete,mlp,0.0055,0.0,3,6,103,0.6917027399717632,0.6629609266521078
Concrete,concrete,mlp,0.0055,0.0,3,7,103,0.4575592400261937,0.4903940399492876
Concrete,concrete,mlp,0.0055,0.0,4,5,103,0.2533426270643287,0.406528576417305
Concrete,concrete,mlp,0.0055,0.0,4,6,103,0.263545509327222,0.4306652019897004
Concrete,concrete,mlp,0.0055,0.0,4,7,103,0.3373664233024117,0.4245136969515789
Concrete,concrete,mlp,0.0055,0.0,5,6,103,0.7756650042621849,0.7076228018803135
Concrete,concrete,mlp,0.0055,0.0,5,7,103,0.4801957839645261,0.5338990738124954
Concrete,concrete,mlp,0.0055,0.0,6,7,103,0.4752441682112776,0.5210357797920063
Concrete,concrete,mlp,0.0022,0.1,0,1,107,0.5640165708053971,0.54317237140387
Concrete,concrete,mlp,0.0022,0.1,0,2,107,0.5606122690641829,0.4356094392479872
Concrete,concrete,mlp,0.0022,0.1,0,3,107,0.540298169326734,0.5903899948427902
Concrete,concrete,mlp,0.0022,0.1,0,4,107,0.7439411483292656,0.6622836170985464
Concrete,concrete,mlp,0.0022,0.1,0,5,107,0.6638605551670289,0.6010879392809275
Concrete,concrete,mlp,0.0022,0.1,0,6,107,0.7006908703894675,0.612229298247013
Concrete,concrete,mlp,0.0022,0.1,0,7,107,0.5497200735579452,0.5918460148753436
Concrete,concrete,mlp,0.0022,0.1,1,2,107,0.4291898236787751,0.3665358239104314
Concrete,concrete,mlp,0.0022,0.1,1,3,107,0.8493612628975012,0.7736980112398577
Concrete,concrete,mlp,0.0022,0.1,1,4,107,0.6357450637679416,0.5983586864818601
Concrete,concrete,mlp,0.0022,0.1,1,5,107,0.663755449372169,0.6029493828370971
Concrete,concrete,mlp,0.0022,0.1,1,6,107,0.630472903836198,0.5818278316340133
Concrete,concrete,mlp,0.0022,0.1,1,7,107,0.7005186854732697,0.547610942100422
Concrete,concrete,mlp,0.0022,0.1,2,3,107,0.3652829005362055,0.3286822607533706
Concrete,concrete,mlp,0.0022,0.1,2,4,107,0.611888183869729,0.4750358910001034
Concrete,concrete,mlp,0.0022,0.1,2,5,107,0.4850556113440224,0.3620612716371645
Concrete,concrete,mlp,0.0022,0.1,2,6,107,0.6066482919201432,0.4927640858499887
Concrete,concrete,mlp,0.0022,0.1,2,7,107,0.2727492682482908,0.2505282799484733
Concrete,concrete,mlp,0.0022,0.1,3,4,107,0.5936300811098314,0.6060870795346226
Concrete,concrete,mlp,0.0022,0.1,3,5,107,0.6260775170876469,0.6306739234205446
Concrete,concrete,mlp,0.0022,0.1,3,6,107,0.6026270974053892,0.5810282874692849
Concrete,concrete,mlp,0.0022,0.1,3,7,107,0.8009685301224401,0.6542550766372707
Concrete,concrete,mlp,0.0022,0.1,4,5,107,0.7222703534689028,0.6301561142093745
Concrete,concrete,mlp,0.0022,0.1,4,6,107,0.8833436804355085,0.7832179241536305
Concrete,concrete,mlp,0.0022,0.1,4,7,107,0.5222417037558488,0.5252609498255539
Concrete,concrete,mlp,0.0022,0.1,5,6,107,0.6669934341468555,0.5820482681952344
Concrete,concrete,mlp,0.0022,0.1,5,7,107,0.6045179762752423,0.5892907916563397
Concrete,concrete,mlp,0.0022,0.1,6,7,107,0.5445676272449653,0.5109039108069463
Concrete,concrete,mlp,0.0055,0.1,0,1,111,0.5867627806929546,0.573789099162672
Concrete,concrete,mlp,0.0055,0.1,0,2,111,0.8940623078538734,0.7548610800200122
Concrete,concrete,mlp,0.0055,0.1,0,3,111,0.3988250647358426,0.4160813965842695
Concrete,concrete,mlp,0.0055,0.1,0,4,111,0.8262806926332875,0.70447899739412
Concrete,concrete,mlp,0.0055,0.1,0,5,111,0.5967388738499955,0.5821912339341055
Concrete,concrete,mlp,0.0055,0.1,0,6,111,0.8940717158805526,0.7467698266445086
Concrete,concrete,mlp,0.0055,0.1,0,7,111,0.8576772743518459,0.7256386565252096
Concrete,concrete,mlp,0.0055,0.1,1,2,111,0.5987653620729976,0.6101853467138469
Concrete,concrete,mlp,0.0055,0.1,1,3,111,0.5294671031663243,0.4729114038740741
Concrete,concrete,mlp,0.0055,0.1,1,4,111,0.556070769488948,0.5837911454240273
Concrete,concrete,mlp,0.0055,0.1,1,5,111,0.8060016458139666,0.7002780251707635
Concrete,concrete,mlp,0.0055,0.1,1,6,111,0.6175712170169426,0.5915018522478188
Concrete,concrete,mlp,0.0055,0.1,1,7,111,0.5882777412782251,0.6192530897594039
Concrete,concrete,mlp,0.0055,0.1,2,3,111,0.3864292685125066,0.3608131924601522
Concrete,concrete,mlp,0.0055,0.1,2,4,111,0.8892624705526071,0.8093216752987805
Concrete,concrete,mlp,0.0055,0.1,2,5,111,0.6237685742028194,0.6342633412773327
Concrete,concrete,mlp,0.0055,0.1,2,6,111,0.8753314371847442,0.7417629941069496
Concrete,concrete,mlp,0.0055,0.1,2,7,111,0.9162225781005736,0.8193050882922257
Concrete,concrete,mlp,0.0055,0.1,3,4,111,0.3963077444017447,0.4081831632204035
Concrete,concrete,mlp,0.0055,0.1,3,5,111,0.610652741316218,0.5372462024833651
Concrete,concrete,mlp,0.0055,0.1,3,6,111,0.3791757562167921,0.3962888680527469
Concrete,concrete,mlp,0.0055,0.1,3,7,111,0.4039225448923513,0.4203974924000799
Concrete,concrete,mlp,0.0055,0.1,4,5,111,0.6007739117086556,0.6585911122445297
Concrete,concrete,mlp,0.0055,0.1,4,6,111,0.80828760655318,0.704347104435286
Concrete,concrete,mlp,0.0055,0.1,4,7,111,0.940232269855484,0.8824557272458047
Concrete,concrete,mlp,0.0055,0.1,5,6,111,0.5940433299779512,0.5715251424343871
Concrete,concrete,mlp,0.0055,0.1,5,7,111,0.60501773423243,0.6378799311981379
Concrete,concrete,mlp,0.0055,0.1,6,7,111,0.8321005593900879,0.7027178165436436
Concrete,concrete,mlp,0.0022,0.2,0,1,115,0.8187382334709095,0.7200691390442391
Concrete,concrete,mlp,0.0022,0.2,0,2,115,0.7845476316090829,0.6657407321696375
Concrete,concrete,mlp,0.0022,0.2,0,3,115,0.7655781692408486,0.6456289805128745
Concrete,concrete,mlp,0.0022,0.2,0,4,115,0.7026744638289065,0.6457268813845556
Concrete,concrete,mlp,0.0022,0.2,0,5,115,0.6149674799109681,0.5908314158882272
Concrete,concrete,mlp,0.0022,0.2,0,6,115,0.733979822404405,0.6240547094708409
Concrete,concrete,mlp,0.0022,0.2,0,7,115,0.6293173846850125,0.5906025988216268
Concrete,concrete,mlp,0.0022,0.2,1,2,115,0.7487177853890715,0.6547953440729548
Concrete,concrete,mlp,0.0022,0.2,1,3,115,0.795281329342274,0.6843772424422176
Concrete,concrete,mlp,0.0022,0.2,1,4,115,0.7061872812753237,0.6933625813800396
Concrete,concrete,mlp,0.0022,0.2,1,5,115,0.6243498977601954,0.6003385821597621
Concrete,concrete,mlp,0.0022,0.2,1,6,115,0.7616694425243018,0.6696424590045327
Concrete,concrete,mlp,0.0022,0.2,1,7,115,0.6565392345354113,0.6107408503834473
Concrete,concrete,mlp,0.0022,0.2,2,3,115,0.9030483927589164,0.83251904129178
Concrete,concrete,mlp,0.0022,0.2,2,4,115,0.7507266988681041,0.6806634430215166
Concrete,concrete,mlp,0.0022,0.2,2,5,115,0.5550291074812308,0.5583809166094108
Concrete,concrete,mlp,0.0022,0.2,2,6,115,0.8923195759579445,0.8224759769266311
Concrete,concrete,mlp,0.0022,0.2,2,7,115,0.586864150280445,0.592855230123873
Concrete,concrete,mlp,0.0022,0.2,3,4,115,0.741586967040054,0.662258227288489
Concrete,concrete,mlp,0.0022,0.2,3,5,115,0.5639141479890052,0.5572818895049473
Concrete,concrete,mlp,0.0022,0.2,3,6,115,0.9304970585276724,0.8756497045213432
Concrete,concrete,mlp,0.0022,0.2,3,7,115,0.6095293044570976,0.6017041397127424
Concrete,concrete,mlp,0.0022,0.2,4,5,115,0.4986264816868518,0.5505593101032585
Concrete,concrete,mlp,0.0022,0.2,4,6,115,0.791319431770046,0.7051383417004465
Concrete,concrete,mlp,0.0022,0.2,4,7,115,0.5123772870565085,0.5520754033579603
Concrete,concrete,mlp,0.0022,0.2,5,6,115,0.5309922575945453,0.5466556587407617
Concrete,concrete,mlp,0.0022,0.2,5,7,115,0.891811447294958,0.7968619045041979
Concrete,concrete,mlp,0.0022,0.2,6,7,115,0.579139048709074,0.6046740362856281
Concrete,concrete,mlp,0.0055,0.2,0,1,119,0.8087856924383481,0.6584441164799287
Concrete,concrete,mlp,0.0055,0.2,0,2,119,0.8340583996091313,0.7480691048577466
Concrete,concrete,mlp,0.0055,0.2,0,3,119,0.9539687712261726,0.8806354506748598
Concrete,concrete,mlp,0.0055,0.2,0,4,119,0.5111281145055588,0.5923797915364513
Concrete,concrete,mlp,0.0055,0.2,0,5,119,0.6374093621621274,0.6515810697150863
Concrete,concrete,mlp,0.0055,0.2,0,6,119,0.8773507344925404,0.7438408449274839
Concrete,concrete,mlp,0.0055,0.2,0,7,119,0.8153537278644851,0.6950401049524628
Concrete,concrete,mlp,0.0055,0.2,1,2,119,0.8149655582706762,0.6828146155854415
Concrete,concrete,mlp,0.0055,0.2,1,3,119,0.8031982589225012,0.6417731905872717
Concrete,concrete,mlp,0.0055,0.2,1,4,119,0.4885134380684069,0.5778182037751127
Concrete,concrete,mlp,0.0055,0.2,1,5,119,0.5835140150779357,0.5791754852624067
Concrete,concrete,mlp,0.0055,0.2,1,6,119,0.8280646298559265,0.6709823881048311
Concrete,concrete,mlp,0.0055,0.2,1,7,119,0.8076249537963944,0.6608009249391037
Concrete,concrete,mlp,0.0055,0.2,2,3,119,0.841275024115588,0.7386724269670257
Concrete,concrete,mlp,0.0055,0.2,2,4,119,0.4470271773760211,0.5484876582702521
Concrete,concrete,mlp,0.0055,0.2,2,5,119,0.5695544569443954,0.6331819108408363
Concrete,concrete,mlp,0.0055,0.2,2,6,119,0.8880901527452816,0.7669387104859162
Concrete,concrete,mlp,0.0055,0.2,2,7,119,0.8405901752352458,0.7227242479836523
Concrete,concrete,mlp,0.0055,0.2,3,4,119,0.509061096387711,0.5866308035722866
Concrete,concrete,mlp,0.0055,0.2,3,5,119,0.6344647982750563,0.646924787444514
Concrete,concrete,mlp,0.0055,0.2,3,6,119,0.8761874592653385,0.7452674886002929
Concrete,concrete,mlp,0.0055,0.2,3,7,119,0.8279306378511764,0.6975262275726194
Concrete,concrete,mlp,0.0055,0.2,4,5,119,0.5972513083325699,0.5916443466334612
Concrete,concrete,mlp,0.0055,0.2,4,6,119,0.5062616897991956,0.6262087544848455
Concrete,concrete,mlp,0.0055,0.2,4,7,119,0.4519687704903948,0.5183928458053775
Concrete,concrete,mlp,0.0055,0.2,5,6,119,0.6010015881497585,0.602109261855268
Concrete,concrete,mlp,0.0055,0.2,5,7,119,0.5848436741599885,0.6180784642924954
Concrete,concrete,mlp,0.0055,0.2,6,7,119,0.8059750657175426,0.6830155039764428
Concrete,concrete,mlp,0.0022,0.4,0,1,123,0.6949676653847195,0.5824693139372841
Concrete,concrete,mlp,0.0022,0.4,0,2,123,0.9061867522211852,0.8043628581456698
Concrete,concrete,mlp,0.0022,0.4,0,3,123,0.8275384098853819,0.775722491981931
Concrete,concrete,mlp,0.0022,0.4,0,4,123,0.6886630627830532,0.6072576743203614
Concrete,concrete,mlp,0.0022,0.4,0,5,123,0.6145710497088016,0.5477110852543167
Concrete,concrete,mlp,0.0022,0.4,0,6,123,0.8620148444188,0.7769625173421243
Concrete,concrete,mlp,0.0022,0.4,0,7,123,0.8620788772785563,0.7815700106339383
Concrete,concrete,mlp,0.0022,0.4,1,2,123,0.6941960953259236,0.5763241989770829
Concrete,concrete,mlp,0.0022,0.4,1,3,123,0.7647586039538412,0.6617000256005054
Concrete,concrete,mlp,0.0022,0.4,1,4,123,0.8091663258601135,0.7393576051203612
Concrete,concrete,mlp,0.0022,0.4,1,5,123,0.5046064296779913,0.5096840951427871
Concrete,concrete,mlp,0.0022,0.4,1,6,123,0.7678964588131193,0.6693126386938021
Concrete,concrete,mlp,0.0022,0.4,1,7,123,0.753990088193357,0.6503033988198599
Concrete,concrete,mlp,0.0022,0.4,2,3,123,0.8389238957238019,0.7635976559345805
Concrete,concrete,mlp,0.0022,0.4,2,4,123,0.7342954182995627,0.6547112029098863
Concrete,concrete,mlp,0.0022,0.4,2,5,123,0.6454304953542077,0.557786289495556
Concrete,concrete,mlp,0.0022,0.4,2,6,123,0.8565540542966142,0.8060383537107664
Concrete,concrete,mlp,0.0022,0.4,2,7,123,0.8545633158249832,0.7644925829453114
Concrete,concrete,mlp,0.0022,0.4,3,4,123,0.8168278879215214,0.7159157631821539
Concrete,concrete,mlp,0.0022,0.4,3,5,123,0.5924339639069491,0.5654611935554489
Concrete,concrete,mlp,0.0022,0.4,3,6,123,0.8914907569511952,0.8234518170375509
Concrete,concrete,mlp,0.0022,0.4,3,7,123,0.8992579867205717,0.8277278994830484
Concrete,concrete,mlp,0.0022,0.4,4,5,123,0.5584728808068263,0.5859571367815415
Concrete,concrete,mlp,0.0022,0.4,4,6,123,0.7839289859784372,0.7122023215984125
Concrete,concrete,mlp,0.0022,0.4,4,7,123,0.7621305602114026,0.6612026908683805
Concrete,concrete,mlp,0.0022,0.4,5,6,123,0.5731379344919002,0.5478096694087212
Concrete,concrete,mlp,0.0022,0.4,5,7,123,0.589817869011679,0.5508823043533879
Concrete,concrete,mlp,0.0022,0.4,6,7,123,0.8603556657932769,0.7646431772668483
Concrete,concrete,mlp,0.0055,0.4,0,1,127,0.9731698715337568,0.929440152708228
Concrete,concrete,mlp,0.0055,0.4,0,2,127,0.9625840240681716,0.9082315283473574
Concrete,concrete,mlp,0.0055,0.4,0,3,127,0.7012286982819145,0.6330004620227048
Concrete,concrete,mlp,0.0055,0.4,0,4,127,0.9437740412810456,0.8701950281534524
Concrete,concrete,mlp,0.0055,0.4,0,5,127,0.5719208146262659,0.617937240480232
Concrete,concrete,mlp,0.0055,0.4,0,6,127,0.8613892906562366,0.7681023009910805
Concrete,concrete,mlp,0.0055,0.4,0,7,127,0.9056733738138708,0.8351044504599161
Concrete,concrete,mlp,0.0055,0.4,1,2,127,0.9362852428774208,0.8541794532690365
Concrete,concrete,mlp,0.0055,0.4,1,3,127,0.713266126068574,0.6245575844623563
Concrete,concrete,mlp,0.0055,0.4,1,4,127,0.918042077916742,0.8157587289977127
Concrete,concrete,mlp,0.0055,0.4,1,5,127,0.5766104828258205,0.6008987299707514
Concrete,concrete,mlp,0.0055,0.4,1,6,127,0.8366624287649547,0.7262463437595549
Concrete,concrete,mlp,0.0055,0.4,1,7,127,0.9250761919829702,0.8458709332157874
Concrete,concrete,mlp,0.0055,0.4,2,3,127,0.6910479176601217,0.6435366108490351
Concrete,concrete,mlp,0.0055,0.4,2,4,127,0.9330646521913858,0.8440022893090876
Concrete,concrete,mlp,0.0055,0.4,2,5,127,0.5719324992124664,0.6454852457143864
Concrete,concrete,mlp,0.0055,0.4,2,6,127,0.8660280358212562,0.7804237322779977
Concrete,concrete,mlp,0.0055,0.4,2,7,127,0.8947020593691767,0.8033968343775576
Concrete,concrete,mlp,0.0055,0.4,3,4,127,0.7106393606061981,0.6353271572247602
Concrete,concrete,mlp,0.0055,0.4,3,5,127,0.7191107903418296,0.6872104015130729
Concrete,concrete,mlp,0.0055,0.4,3,6,127,0.64545559831664,0.6324863535225541
Concrete,concrete,mlp,0.0055,0.4,3,7,127,0.7419869073367683,0.6415539086756074
Concrete,concrete,mlp,0.0055,0.4,4,5,127,0.5827753187957214,0.6209642807087801
Concrete,concrete,mlp,0.0055,0.4,4,6,127,0.8078719693486671,0.6899206399151214
Concrete,concrete,mlp,0.0055,0.4,4,7,127,0.9344862249476144,0.8819055985857921
Concrete,concrete,mlp,0.0055,0.4,5,6,127,0.5183174285415405,0.593567090203937
Concrete,concrete,mlp,0.0055,0.4,5,7,127,0.5962277672532359,0.6058294383903394
Concrete,concrete,mlp,0.0055,0.4,6,7,127,0.7972918498822755,0.7086051475783074
L-LSPIN,lspin_tf,linear,0.007,0.0,0,1,131,0.3261467959732197,0.3944763325560552
L-LSPIN,lspin_tf,linear,0.007,0.0,0,2,131,0.3229860276152847,0.387641273468694
L-LSPIN,lspin_tf,linear,0.007,0.0,0,3,131,0.2772518375537927,0.3418160900914577
L-LSPIN,lspin_tf,linear,0.007,0.0,0,4,131,0.3654151122349073,0.4156759322556473
L-LSPIN,lspin_tf,linear,0.007,0.0,0,5,131,0.4434790988208673,0.4590417998834486
L-LSPIN,lspin_tf,linear,0.007,0.0,0,6,131,0.342118308766263,0.4192689319591614
L-LSPIN,lspin_tf,linear,0.007,0.0,0,7,131,0.5692204183741039,0.5710031131022273
L-LSPIN,lspin_tf,linear,0.007,0.0,1,2,131,0.3251066035251742,0.3836864774034593
L-LSPIN,lspin_tf,linear,0.007,0.0,1,3,131,0.4009771885103015,0.4626372549635539
L-LSPIN,lspin_tf,linear,0.007,0.0,1,4,131,0.4748605417270302,0.477009103169873
L-LSPIN,lspin_tf,linear,0.007,0.0,1,5,131,0.3477824412161555,0.3906658695310751
L-LSPIN,lspin_tf,linear,0.007,0.0,1,6,131,0.2801963189043104,0.3685326704800812
L-LSPIN,lspin_tf,linear,0.007,0.0,1,7,131,0.3306804377722051,0.4072644891351762
L-LSPIN,lspin_tf,linear,0.007,0.0,2,3,131,0.3429630332525609,0.4345423407305538
L-LSPIN,lspin_tf,linear,0.007,0.0,2,4,131,0.5090220945096292,0.5194193975062786
L-LSPIN,lspin_tf,linear,0.007,0.0,2,5,131,0.3456836812765296,0.4482611274611984
L-LSPIN,lspin_tf,linear,0.007,0.0,2,6,131,0.229842500525621,0.3036681406480803
L-LSPIN,lspin_tf,linear,0.007,0.0,2,7,131,0.3764120695442882,0.4284123891656617
L-LSPIN,lspin_tf,linear,0.007,0.0,3,4,131,0.4604252633191372,0.4836111042297591
L-LSPIN,lspin_tf,linear,0.007,0.0,3,5,131,0.4090466280053942,0.4274991972942308
L-LSPIN,lspin_tf,linear,0.007,0.0,3,6,131,0.3526550255807246,0.4111012696874526
L-LSPIN,lspin_tf,linear,0.007,0.0,3,7,131,0.3154165181721641,0.4018771589711287
L-LSPIN,lspin_tf,linear,0.007,0.0,4,5,131,0.4074881050608711,0.4469536541407434
L-LSPIN,lspin_tf,linear,0.007,0.0,4,6,131,0.3643772848944735,0.4305223860773272
L-LSPIN,lspin_tf,linear,0.007,0.0,4,7,131,0.3157323164958427,0.3728374290551002
L-LSPIN,lspin_tf,linear,0.007,0.0,5,6,131,0.4110915870463015,0.4703897440250731
L-LSPIN,lspin_tf,linear,0.007,0.0,5,7,131,0.4868035406008416,0.5003667801675271
L-LSPIN,lspin_tf,linear,0.007,0.0,6,7,131,0.3278599402288027,0.3842427981129289
L-LSPIN,lspin_tf,linear,0.021,0.0,0,1,135,0.3782499238031307,0.4306684984369328
L-LSPIN,lspin_tf,linear,0.021,0.0,0,2,135,0.1909953256226237,0.2886164085453411
L-LSPIN,lspin_tf,linear,0.021,0.0,0,3,135,0.183611830770572,0.2579553742388708
L-LSPIN,lspin_tf,linear,0.021,0.0,0,4,135,0.3067130481919316,0.2964491326000104
L-LSPIN,lspin_tf,linear,0.021,0.0,0,5,135,0.4716925671287153,0.4758260253685644
L-LSPIN,lspin_tf,linear,0.021,0.0,0,6,135,0.4022202175165202,0.3757861089301547
L-LSPIN,lspin_tf,linear,0.021,0.0,0,7,135,0.4393786129010449,0.4405863707282401
L-LSPIN,lspin_tf,linear,0.021,0.0,1,2,135,0.2713854430799118,0.3846915672214125
L-LSPIN,lspin_tf,linear,0.021,0.0,1,3,135,0.2659934457141295,0.322794836072679
L-LSPIN,lspin_tf,linear,0.021,0.0,1,4,135,0.234195895987531,0.3073863951924493
L-LSPIN,lspin_tf,linear,0.021,0.0,1,5,135,0.3928869859373394,0.457815168914993
L-LSPIN,lspin_tf,linear,0.021,0.0,1,6,135,0.4861731691871693,0.466431608075832
L-LSPIN,lspin_tf,linear,0.021,0.0,1,7,135,0.3105907437883081,0.4300937796386931
L-LSPIN,lspin_tf,linear,0.021,0.0,2,3,135,0.5072737757766723,0.4721335196822079
L-LSPIN,lspin_tf,linear,0.021,0.0,2,4,135,0.2749468741455445,0.3832947489818247
L-LSPIN,lspin_tf,linear,0.021,0.0,2,5,135,0.2758087089062391,0.3831050460151094
L-LSPIN,lspin_tf,linear,0.021,0.0,2,6,135,0.2668581155800165,0.3705942049081168
L-LSPIN,lspin_tf,linear,0.021,0.0,2,7,135,0.2336099965258487,0.3463179110869789
L-LSPIN,lspin_tf,linear,0.021,0.0,3,4,135,0.3016396389680849,0.3738710872357412
L-LSPIN,lspin_tf,linear,0.021,0.0,3,5,135,0.2595917545708128,0.3294242220275967
L-LSPIN,lspin_tf,linear,0.021,0.0,3,6,135,0.3423008253913708,0.3701454626834223
L-LSPIN,lspin_tf,linear,0.021,0.0,3,7,135,0.2641026556048861,0.3276103252825181
L-LSPIN,lspin_tf,linear,0.021,0.0,4,5,135,0.3684398606707287,0.4025780658900738
L-LSPIN,lspin_tf,linear,0.021,0.0,4,6,135,0.3163228294059101,0.3933158410232132
L-LSPIN,lspin_tf,linear,0.021,0.0,4,7,135,0.3533246202040535,0.363115467263936
L-LSPIN,lspin_tf,linear,0.021,0.0,5,6,135,0.4418486237934229,0.4387973419140717
L-LSPIN,lspin_tf,linear,0.021,0.0,5,7,135,0.472105567837652,0.5139026387493593
L-LSPIN,lspin_tf,linear,0.021,0.0,6,7,135,0.3622077870577104,0.3866125600032989
L-LSPIN,lspin_tf,linear,0.007,0.1,0,1,139,0.4428345938587967,0.5778067700959579
L-LSPIN,lspin_tf,linear,0.007,0.1,0,2,139,0.4303216557404378,0.5537089530586913
L-LSPIN,lspin_tf,linear,0.007,0.1,0,3,139,0.4255094333046049,0.5013562604013526
L-LSPIN,lspin_tf,linear,0.007,0.1,0,4,139,0.4344448714159576,0.5649600284809352
L-LSPIN,lspin_tf,linear,0.007,0.1,0,5,139,0.4555015201723324,0.5468910628783299
L-LSPIN,lspin_tf,linear,0.007,0.1,0,6,139,0.482169232957729,0.5758036764116081
L-LSPIN,lspin_tf,linear,0.007,0.1,0,7,139,0.4765212374603934,0.5410439599004885
L-LSPIN,lspin_tf,linear,0.007,0.1,1,2,139,0.8482343641098588,0.7822247538463233
L-LSPIN,lspin_tf,linear,0.007,0.1,1,3,139,0.7714165961112707,0.6966252538921202
L-LSPIN,lspin_tf,linear,0.007,0.1,1,4,139,0.8647859166782256,0.8063126049166572
L-LSPIN,lspin_tf,linear,0.007,0.1,1,5,139,0.7811513957601202,0.7509784199801667
L-LSPIN,lspin_tf,linear,0.007,0.1,1,6,139,0.7861449629364562,0.7065169640213198
L-LSPIN,lspin_tf,linear,0.007,0.1,1,7,139,0.5590787346234218,0.6734415414464339
L-LSPIN,lspin_tf,linear,0.007,0.1,2,3,139,0.7815480765125896,0.7061362133870486
L-LSPIN,lspin_tf,linear,0.007,0.1,2,4,139,0.849096403044972,0.7834740244260978
L-LSPIN,lspin_tf,linear,0.007,0.1,2,5,139,0.7816539655298048,0.7303229262118637
L-LSPIN,lspin_tf,linear,0.007,0.1,2,6,139,0.8479710041282266,0.769398796910543
L-LSPIN,lspin_tf,linear,0.007,0.1,2,7,139,0.5383989560464596,0.6472573575099048
L-LSPIN,lspin_tf,linear,0.007,0.1,3,4,139,0.7482003793300734,0.6995732612892975
L-LSPIN,lspin_tf,linear,0.007,0.1,3,5,139,0.8259181825929762,0.7614296560733126
L-LSPIN,lspin_tf,linear,0.007,0.1,3,6,139,0.8411858226412822,0.7672462547139032
L-LSPIN,lspin_tf,linear,0.007,0.1,3,7,139,0.5680630384502443,0.6547675780725288
L-LSPIN,lspin_tf,linear,0.007,0.1,4,5,139,0.7520073140209522,0.7615608874089319
L-LSPIN,lspin_tf,linear,0.007,0.1,4,6,139,0.7983459088234072,0.7450793242178231
L-LSPIN,lspin_tf,linear,0.007,0.1,4,7,139,0.5120806946509878,0.6476651892365958
L-LSPIN,lspin_tf,linear,0.007,0.1,5,6,139,0.8603414111778944,0.8097702340540925
L-LSPIN,lspin_tf,linear,0.007,0.1,5,7,139,0.5801260856777144,0.663871430501114
L-LSPIN,lspin_tf,linear,0.007,0.1,6,7,139,0.5628099318483999,0.6693312524171542
L-LSPIN,lspin_tf,linear,0.021,0.1,0,1,143,0.6154899597911683,0.5796871570130612
L-LSPIN,lspin_tf,linear,0.021,0.1,0,2,143,0.5186156720843725,0.5344610977481087
L-LSPIN,lspin_tf,linear,0.021,0.1,0,3,143,0.3338102242303036,0.4168881100119486
L-LSPIN,lspin_tf,linear,0.021,0.1,0,4,143,0.4185258286037202,0.4697997893071239
L-LSPIN,lspin_tf,linear,0.021,0.1,0,5,143,0.3267948652250815,0.4167746130934126
L-LSPIN,lspin_tf,linear,0.021,0.1,0,6,143,0.4260273145405052,0.470353069667294
L-LSPIN,lspin_tf,linear,0.021,0.1,0,7,143,0.4820868236365251,0.4947076349781751
L-LSPIN,lspin_tf,linear,0.021,0.1,1,2,143,0.404809157340033,0.4827881838073836
L-LSPIN,lspin_tf,linear,0.021,0.1,1,3,143,0.3469152614788989,0.4240186420261309
L-LSPIN,lspin_tf,linear,0.021,0.1,1,4,143,0.5066285421245306,0.565624744198214
L-LSPIN,lspin_tf,linear,0.021,0.1,1,5,143,0.2561063387623186,0.3339827561992193
L-LSPIN,lspin_tf,linear,0.021,0.1,1,6,143,0.499502916882806,0.4874394654812347
L-LSPIN,lspin_tf,linear,0.021,0.1,1,7,143,0.6388470740849439,0.54470072098999
L-LSPIN,lspin_tf,linear,0.021,0.1,2,3,143,0.3567927300437061,0.4313445638181025
L-LSPIN,lspin_tf,linear,0.021,0.1,2,4,143,0.2765935992224724,0.4287442216778857
L-LSPIN,lspin_tf,linear,0.021,0.1,2,5,143,0.4699649174203932,0.5285102046313
L-LSPIN,lspin_tf,linear,0.021,0.1,2,6,143,0.5784296085570353,0.6103622305221685
L-LSPIN,lspin_tf,linear,0.021,0.1,2,7,143,0.3389721632240354,0.4124709670491429
L-LSPIN,lspin_tf,linear,0.021,0.1,3,4,143,0.3302303400008347,0.3894527107653063
L-LSPIN,lspin_tf,linear,0.021,0.1,3,5,143,0.2773362489750235,0.3746548043940066
L-LSPIN,lspin_tf,linear,0.021,0.1,3,6,143,0.3413879234998809,0.4151445125849533
L-LSPIN,lspin_tf,linear,0.021,0.1,3,7,143,0.2715832519194519,0.3532511666999159
L-LSPIN,lspin_tf,linear,0.021,0.1,4,5,143,0.1958188928857411,0.2697727576765987
