model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,global_cfg_idx,cluster_ari,cluster_nmi
Concrete,concrete,mlp,0.0033,0.1,0,3,109,0.7697494078766678,0.6531294627793941
Concrete,concrete,mlp,0.0033,0.1,0,4,109,0.7423210943747761,0.5972610017554554
Concrete,concrete,mlp,0.0033,0.1,0,5,109,0.6993366147289227,0.5655698860446402
Concrete,concrete,mlp,0.0033,0.1,0,6,109,0.5253552020847815,0.5063897890281119
Concrete,concrete,mlp,0.0033,0.1,0,7,109,0.8129753279573959,0.6988535943239915
Concrete,concrete,mlp,0.0033,0.1,1,2,109,0.5056526971094271,0.605505867775073
Concrete,concrete,mlp,0.0033,0.1,1,3,109,0.8045149097340625,0.7157589890644508
Concrete,concrete,mlp,0.0033,0.1,1,4,109,0.8000016063565144,0.6961755818195993
Concrete,concrete,mlp,0.0033,0.1,1,5,109,0.8995263100615336,0.7640404747418724
Concrete,concrete,mlp,0.0033,0.1,1,6,109,0.6016663575711023,0.5881983778092548
Concrete,concrete,mlp,0.0033,0.1,1,7,109,0.7864656538020661,0.6649084511065105
Concrete,concrete,mlp,0.0033,0.1,2,3,109,0.5106644964853737,0.6546777643109665
Concrete,concrete,mlp,0.0033,0.1,2,4,109,0.4965954365364921,0.6121068954687812
Concrete,concrete,mlp,0.0033,0.1,2,5,109,0.4754575076880986,0.5694728247625301
Concrete,concrete,mlp,0.0033,0.1,2,6,109,0.7329395658400575,0.694424852224686
Concrete,concrete,mlp,0.0033,0.1,2,7,109,0.4986001503968242,0.5940589024974579
Concrete,concrete,mlp,0.0033,0.1,3,4,109,0.9439887565894902,0.8690279358926383
Concrete,concrete,mlp,0.0033,0.1,3,5,109,0.8340450544386666,0.7353576929133135
Concrete,concrete,mlp,0.0033,0.1,3,6,109,0.5508077732063759,0.582048543445423
Concrete,concrete,mlp,0.0033,0.1,3,7,109,0.8779239829414981,0.8136947220921641
Concrete,concrete,mlp,0.0033,0.1,4,5,109,0.82866333987545,0.6985289798557061
Concrete,concrete,mlp,0.0033,0.1,4,6,109,0.5392926061866714,0.5510956354721595
Concrete,concrete,mlp,0.0033,0.1,4,7,109,0.8497542463652813,0.7584775392963193
Concrete,concrete,mlp,0.0033,0.1,5,6,109,0.5788005095498119,0.5891610216330553
Concrete,concrete,mlp,0.0033,0.1,5,7,109,0.8194336511109681,0.699549632821979
Concrete,concrete,mlp,0.0033,0.1,6,7,109,0.5559197445632853,0.5531244581670963
Concrete,concrete,mlp,0.0011,0.2,0,1,113,0.7936979662278193,0.7243139374047399
Concrete,concrete,mlp,0.0011,0.2,0,2,113,0.9323865402626198,0.8755965808759205
Concrete,concrete,mlp,0.0011,0.2,0,3,113,0.6543833357838199,0.6045934652363923
Concrete,concrete,mlp,0.0011,0.2,0,4,113,0.7691592859881401,0.7055443766646319
Concrete,concrete,mlp,0.0011,0.2,0,5,113,0.8230691104943952,0.7397241662665439
Concrete,concrete,mlp,0.0011,0.2,0,6,113,0.7701813739967145,0.6964373865476493
Concrete,concrete,mlp,0.0011,0.2,0,7,113,0.7927095440195533,0.7260586862893265
Concrete,concrete,mlp,0.0011,0.2,1,2,113,0.790648913753612,0.7208358503551693
Concrete,concrete,mlp,0.0011,0.2,1,3,113,0.7982484940280715,0.7060748490564717
Concrete,concrete,mlp,0.0011,0.2,1,4,113,0.7233194164835509,0.6631050988039902
Concrete,concrete,mlp,0.0011,0.2,1,5,113,0.7968315413268686,0.7008296544469362
Concrete,concrete,mlp,0.0011,0.2,1,6,113,0.9380085469935766,0.8723014195201764
Concrete,concrete,mlp,0.0011,0.2,1,7,113,0.7932807591249592,0.6854336021755797
Concrete,concrete,mlp,0.0011,0.2,2,3,113,0.64908554899954,0.6023680387704694
Concrete,concrete,mlp,0.0011,0.2,2,4,113,0.7776418899426221,0.7394879067936009
Concrete,concrete,mlp,0.0011,0.2,2,5,113,0.7948067550054002,0.7059170365361936
Concrete,concrete,mlp,0.0011,0.2,2,6,113,0.7668115290215003,0.6983975534177859
Concrete,concrete,mlp,0.0011,0.2,2,7,113,0.784792109894408,0.7131899915850781
Concrete,concrete,mlp,0.0011,0.2,3,4,113,0.7215513553133958,0.6680786657526706
Concrete,concrete,mlp,0.0011,0.2,3,5,113,0.7101461921624997,0.6463952256173903
Concrete,concrete,mlp,0.0011,0.2,3,6,113,0.7816342733441211,0.6817453385525218
Concrete,concrete,mlp,0.0011,0.2,3,7,113,0.6924752191955533,0.6019842595584548
Concrete,concrete,mlp,0.0011,0.2,4,5,113,0.6635169259437841,0.5951892475266161
Concrete,concrete,mlp,0.0011,0.2,4,6,113,0.7355771501621425,0.6991920987522077
Concrete,concrete,mlp,0.0011,0.2,4,7,113,0.7465681398821219,0.6780688811239302
Concrete,concrete,mlp,0.0011,0.2,5,6,113,0.7774808460677048,0.6756814406980863
Concrete,concrete,mlp,0.0011,0.2,5,7,113,0.7539545783709756,0.6364767806857755
Concrete,concrete,mlp,0.0011,0.2,6,7,113,0.8081208934659471,0.7177326648592652
Concrete,concrete,mlp,0.0033,0.2,0,1,117,0.6130017939351371,0.6164157960667788
Concrete,concrete,mlp,0.0033,0.2,0,2,117,0.9134031981732024,0.841628633763859
Concrete,concrete,mlp,0.0033,0.2,0,3,117,0.5591176248218328,0.572076652062414
Concrete,concrete,mlp,0.0033,0.2,0,4,117,0.8222693421908587,0.7270229414962656
Concrete,concrete,mlp,0.0033,0.2,0,5,117,0.5850013829529243,0.6252818238201364
Concrete,concrete,mlp,0.0033,0.2,0,6,117,0.8264333216242955,0.73077384197498
Concrete,concrete,mlp,0.0033,0.2,0,7,117,0.5905194737862304,0.6472046309630649
Concrete,concrete,mlp,0.0033,0.2,1,2,117,0.5876110736963244,0.5951830082359048
Concrete,concrete,mlp,0.0033,0.2,1,3,117,0.873568651493218,0.7615776820717379
Concrete,concrete,mlp,0.0033,0.2,1,4,117,0.5712921906029359,0.5773982106338215
Concrete,concrete,mlp,0.0033,0.2,1,5,117,0.8169812639348607,0.7060768013913346
Concrete,concrete,mlp,0.0033,0.2,1,6,117,0.6296706607372521,0.5916327704198133
Concrete,concrete,mlp,0.0033,0.2,1,7,117,0.8111409869000858,0.6996753061297589
Concrete,concrete,mlp,0.0033,0.2,2,3,117,0.5334697621720467,0.5483914153462824
Concrete,concrete,mlp,0.0033,0.2,2,4,117,0.8113292465175799,0.7188362366073175
Concrete,concrete,mlp,0.0033,0.2,2,5,117,0.5473540790473336,0.5798800288377068
Concrete,concrete,mlp,0.0033,0.2,2,6,117,0.7985180508705438,0.6907270449484719
Concrete,concrete,mlp,0.0033,0.2,2,7,117,0.5573298280960094,0.6157180105245075
Concrete,concrete,mlp,0.0033,0.2,3,4,117,0.5261050150121939,0.580253227669229
Concrete,concrete,mlp,0.0033,0.2,3,5,117,0.8805513482752324,0.7450767926407493
Concrete,concrete,mlp,0.0033,0.2,3,6,117,0.5634365087065328,0.5499676268180316
Concrete,concrete,mlp,0.0033,0.2,3,7,117,0.852067398815618,0.7016822025557049
Concrete,concrete,mlp,0.0033,0.2,4,5,117,0.5749865542270401,0.6430787590999564
Concrete,concrete,mlp,0.0033,0.2,4,6,117,0.7812081185254959,0.6760899388769979
Concrete,concrete,mlp,0.0033,0.2,4,7,117,0.5355462267624163,0.5836194999218615
Concrete,concrete,mlp,0.0033,0.2,5,6,117,0.5657883029147348,0.545209072377573
Concrete,concrete,mlp,0.0033,0.2,5,7,117,0.8911739584248359,0.7762401681756246
Concrete,concrete,mlp,0.0033,0.2,6,7,117,0.5662233464583414,0.549645528434899
Concrete,concrete,mlp,0.0011,0.4,0,1,121,0.7689495051433843,0.6787058632149713
Concrete,concrete,mlp,0.0011,0.4,0,2,121,0.8246762834389035,0.7449782960492934
Concrete,concrete,mlp,0.0011,0.4,0,3,121,0.7581191086050979,0.6882477573993734
Concrete,concrete,mlp,0.0011,0.4,0,4,121,0.8010103863710585,0.7404618423414069
Concrete,concrete,mlp,0.0011,0.4,0,5,121,0.8817069367444319,0.802193467685623
Concrete,concrete,mlp,0.0011,0.4,0,6,121,0.8647147581932766,0.7609549249590546
Concrete,concrete,mlp,0.0011,0.4,0,7,121,0.8168493598998161,0.7335482042026346
Concrete,concrete,mlp,0.0011,0.4,1,2,121,0.7240962150361394,0.6106657227343963
Concrete,concrete,mlp,0.0011,0.4,1,3,121,0.8137522342193888,0.7043739917814102
Concrete,concrete,mlp,0.0011,0.4,1,4,121,0.8737883956754727,0.7745907139849774
Concrete,concrete,mlp,0.0011,0.4,1,5,121,0.7478675499639853,0.6715704266449027
Concrete,concrete,mlp,0.0011,0.4,1,6,121,0.8378623479307419,0.7525123927223529
Concrete,concrete,mlp,0.0011,0.4,1,7,121,0.7297719083647144,0.6329679042488875
Concrete,concrete,mlp,0.0011,0.4,2,3,121,0.8200722258993278,0.7255537139317605
Concrete,concrete,mlp,0.0011,0.4,2,4,121,0.7384959719275546,0.6306656810092877
Concrete,concrete,mlp,0.0011,0.4,2,5,121,0.8193407148922425,0.7349658560583272
Concrete,concrete,mlp,0.0011,0.4,2,6,121,0.8253585558957125,0.7166595748331709
Concrete,concrete,mlp,0.0011,0.4,2,7,121,0.8823815045789775,0.8005065663543378
Concrete,concrete,mlp,0.0011,0.4,3,4,121,0.8253530689003217,0.7153315615844831
Concrete,concrete,mlp,0.0011,0.4,3,5,121,0.7719131614720514,0.7091499649668882
Concrete,concrete,mlp,0.0011,0.4,3,6,121,0.7688029010105106,0.6725242778401438
Concrete,concrete,mlp,0.0011,0.4,3,7,121,0.8258658709303233,0.7764449184796911
Concrete,concrete,mlp,0.0011,0.4,4,5,121,0.7528947587333594,0.6754892211229199
Concrete,concrete,mlp,0.0011,0.4,4,6,121,0.7630974210464545,0.6383985130765999
Concrete,concrete,mlp,0.0011,0.4,4,7,121,0.7299917923037395,0.6347479294356839
Concrete,concrete,mlp,0.0011,0.4,5,6,121,0.8149645500189409,0.7143729163416528
Concrete,concrete,mlp,0.0011,0.4,5,7,121,0.8592486133249784,0.79160653866623
Concrete,concrete,mlp,0.0011,0.4,6,7,121,0.8033904469312644,0.6952030133942316
Concrete,concrete,mlp,0.0033,0.4,0,1,125,0.7907438676157652,0.6761890965510385
Concrete,concrete,mlp,0.0033,0.4,0,2,125,0.8357965124678697,0.7363011276080206
Concrete,concrete,mlp,0.0033,0.4,0,3,125,0.5780002766458104,0.5919024268835498
Concrete,concrete,mlp,0.0033,0.4,0,4,125,0.5351924492010798,0.5280939633630903
Concrete,concrete,mlp,0.0033,0.4,0,5,125,0.7809997322407168,0.676028333209096
Concrete,concrete,mlp,0.0033,0.4,0,6,125,0.8081007609657229,0.6947595375868741
Concrete,concrete,mlp,0.0033,0.4,0,7,125,0.7667598391836484,0.6586806488641627
Concrete,concrete,mlp,0.0033,0.4,1,2,125,0.7865417343936236,0.7156416439041955
Concrete,concrete,mlp,0.0033,0.4,1,3,125,0.6304841721948502,0.6007260713504669
Concrete,concrete,mlp,0.0033,0.4,1,4,125,0.6228054762198791,0.609330393592833
Concrete,concrete,mlp,0.0033,0.4,1,5,125,0.7431999675433626,0.6681381987968319
Concrete,concrete,mlp,0.0033,0.4,1,6,125,0.7830911901787974,0.6961745126054983
Concrete,concrete,mlp,0.0033,0.4,1,7,125,0.8442520385805239,0.792144163902114
Concrete,concrete,mlp,0.0033,0.4,2,3,125,0.5513521008390528,0.5668555676957654
Concrete,concrete,mlp,0.0033,0.4,2,4,125,0.6050713090038131,0.6720982959456835
Concrete,concrete,mlp,0.0033,0.4,2,5,125,0.8650304337523768,0.8023888503078308
Concrete,concrete,mlp,0.0033,0.4,2,6,125,0.8119664080192115,0.6941640017172438
Concrete,concrete,mlp,0.0033,0.4,2,7,125,0.8248229647499321,0.742451710511259
Concrete,concrete,mlp,0.0033,0.4,3,4,125,0.907563765527887,0.793570101805609
Concrete,concrete,mlp,0.0033,0.4,3,5,125,0.5508661555824409,0.5722538991421742
Concrete,concrete,mlp,0.0033,0.4,3,6,125,0.5681488667524198,0.5971402591432837
Concrete,concrete,mlp,0.0033,0.4,3,7,125,0.5641219792939793,0.5666656190341338
Concrete,concrete,mlp,0.0033,0.4,4,5,125,0.6072473161045262,0.6875151124578384
Concrete,concrete,mlp,0.0033,0.4,4,6,125,0.5587073846356042,0.5902465276598381
Concrete,concrete,mlp,0.0033,0.4,4,7,125,0.5817645844351789,0.6148547518668662
Concrete,concrete,mlp,0.0033,0.4,5,6,125,0.7915050072954748,0.6796180914550694
Concrete,concrete,mlp,0.0033,0.4,5,7,125,0.8133153615425635,0.7250135032125962
Concrete,concrete,mlp,0.0033,0.4,6,7,125,0.8279318826608062,0.7266187015475855
L-LSPIN,lspin_tf,linear,0.0035,0.0,0,1,129,0.3347773211347092,0.4154614477312912
L-LSPIN,lspin_tf,linear,0.0035,0.0,0,2,129,0.2402257282002119,0.3563534307957433
L-LSPIN,lspin_tf,linear,0.0035,0.0,0,3,129,0.3108571184383197,0.3678747286681708
L-LSPIN,lspin_tf,linear,0.0035,0.0,0,4,129,0.3606509613893408,0.3972649851095889
L-LSPIN,lspin_tf,linear,0.0035,0.0,0,5,129,0.4556503700410445,0.4956743248238036
L-LSPIN,lspin_tf,linear,0.0035,0.0,0,6,129,0.2802198684954821,0.3520435911615167
L-LSPIN,lspin_tf,linear,0.0035,0.0,0,7,129,0.4752560131743051,0.489752221722069
L-LSPIN,lspin_tf,linear,0.0035,0.0,1,2,129,0.3920015940120594,0.4922506378313748
L-LSPIN,lspin_tf,linear,0.0035,0.0,1,3,129,0.3361397697139354,0.4265794499315175
L-LSPIN,lspin_tf,linear,0.0035,0.0,1,4,129,0.3081884318936086,0.3859386979563094
L-LSPIN,lspin_tf,linear,0.0035,0.0,1,5,129,0.2977938904385138,0.3977553613522614
L-LSPIN,lspin_tf,linear,0.0035,0.0,1,6,129,0.2781543307215531,0.364054724668319
L-LSPIN,lspin_tf,linear,0.0035,0.0,1,7,129,0.4698467785466023,0.5461013659188143
L-LSPIN,lspin_tf,linear,0.0035,0.0,2,3,129,0.3733864668956603,0.4664947280818325
L-LSPIN,lspin_tf,linear,0.0035,0.0,2,4,129,0.3586158983132725,0.4053274869551288
L-LSPIN,lspin_tf,linear,0.0035,0.0,2,5,129,0.3648826933972455,0.4811285048857618
L-LSPIN,lspin_tf,linear,0.0035,0.0,2,6,129,0.4133395074946354,0.4406982533861582
L-LSPIN,lspin_tf,linear,0.0035,0.0,2,7,129,0.4209277405812326,0.501477826637794
L-LSPIN,lspin_tf,linear,0.0035,0.0,3,4,129,0.3637057547539402,0.4500985713579067
L-LSPIN,lspin_tf,linear,0.0035,0.0,3,5,129,0.6624172929479856,0.6587966363343255
L-LSPIN,lspin_tf,linear,0.0035,0.0,3,6,129,0.3393266635532778,0.4169914649120609
L-LSPIN,lspin_tf,linear,0.0035,0.0,3,7,129,0.3281355447018496,0.4456122357137888
L-LSPIN,lspin_tf,linear,0.0035,0.0,4,5,129,0.340550987538441,0.4476251012329915
L-LSPIN,lspin_tf,linear,0.0035,0.0,4,6,129,0.4904259820240288,0.4858420287692482
L-LSPIN,lspin_tf,linear,0.0035,0.0,4,7,129,0.3571643478061729,0.376424541645179
L-LSPIN,lspin_tf,linear,0.0035,0.0,5,6,129,0.3062949589608806,0.3832145901392081
L-LSPIN,lspin_tf,linear,0.0035,0.0,5,7,129,0.380248866237768,0.4615811637320246
L-LSPIN,lspin_tf,linear,0.0035,0.0,6,7,129,0.3350420167924186,0.3927476032409071
L-LSPIN,lspin_tf,linear,0.0105,0.0,0,1,133,0.3480367881656422,0.4161632343038928
L-LSPIN,lspin_tf,linear,0.0105,0.0,0,2,133,0.3806430005443993,0.3830356308241007
L-LSPIN,lspin_tf,linear,0.0105,0.0,0,3,133,0.4500116251542126,0.4164900808968648
L-LSPIN,lspin_tf,linear,0.0105,0.0,0,4,133,0.2722433664279541,0.3406569166313311
L-LSPIN,lspin_tf,linear,0.0105,0.0,0,5,133,0.3599341630389882,0.3884752369049664
L-LSPIN,lspin_tf,linear,0.0105,0.0,0,6,133,0.3790420741531571,0.3708769061572164
L-LSPIN,lspin_tf,linear,0.0105,0.0,0,7,133,0.270439885930443,0.3278773176169884
L-LSPIN,lspin_tf,linear,0.0105,0.0,1,2,133,0.3230637370501611,0.4058749355400056
L-LSPIN,lspin_tf,linear,0.0105,0.0,1,3,133,0.4329004605696614,0.4755013925174175
L-LSPIN,lspin_tf,linear,0.0105,0.0,1,4,133,0.337629196777777,0.392791773951142
L-LSPIN,lspin_tf,linear,0.0105,0.0,1,5,133,0.405216662932528,0.4338539023582088
L-LSPIN,lspin_tf,linear,0.0105,0.0,1,6,133,0.3465419698836648,0.3713869865752011
L-LSPIN,lspin_tf,linear,0.0105,0.0,1,7,133,0.3395821757817205,0.3751161467607257
L-LSPIN,lspin_tf,linear,0.0105,0.0,2,3,133,0.448290572423819,0.4791091084365432
L-LSPIN,lspin_tf,linear,0.0105,0.0,2,4,133,0.2029054296105954,0.3007366558970897
L-LSPIN,lspin_tf,linear,0.0105,0.0,2,5,133,0.3640541426672449,0.4288232078870453
L-LSPIN,lspin_tf,linear,0.0105,0.0,2,6,133,0.4904600232211482,0.4883438869431709
L-LSPIN,lspin_tf,linear,0.0105,0.0,2,7,133,0.4139809215896787,0.451154636322131
L-LSPIN,lspin_tf,linear,0.0105,0.0,3,4,133,0.235764907755288,0.2930639445996083
L-LSPIN,lspin_tf,linear,0.0105,0.0,3,5,133,0.594566356082454,0.6182766938856775
L-LSPIN,lspin_tf,linear,0.0105,0.0,3,6,133,0.5165335396978951,0.4889729034856103
L-LSPIN,lspin_tf,linear,0.0105,0.0,3,7,133,0.3904988657990575,0.4338247257276251
L-LSPIN,lspin_tf,linear,0.0105,0.0,4,5,133,0.2666108249580475,0.309463268161342
L-LSPIN,lspin_tf,linear,0.0105,0.0,4,6,133,0.3015478137448819,0.3657976135911009
L-LSPIN,lspin_tf,linear,0.0105,0.0,4,7,133,0.2615994868043493,0.3765445906578374
L-LSPIN,lspin_tf,linear,0.0105,0.0,5,6,133,0.4221239455603473,0.4632401890514157
L-LSPIN,lspin_tf,linear,0.0105,0.0,5,7,133,0.3386887993577243,0.4148822347229868
L-LSPIN,lspin_tf,linear,0.0105,0.0,6,7,133,0.3833435548467348,0.418487934882776
L-LSPIN,lspin_tf,linear,0.0035,0.1,0,1,137,0.8636293533477227,0.8226607778177956
L-LSPIN,lspin_tf,linear,0.0035,0.1,0,2,137,0.9293420263562038,0.890580274873866
L-LSPIN,lspin_tf,linear,0.0035,0.1,0,3,137,0.5654571989515526,0.715019993655759
L-LSPIN,lspin_tf,linear,0.0035,0.1,0,4,137,0.9114392876292088,0.8674409860187362
L-LSPIN,lspin_tf,linear,0.0035,0.1,0,5,137,0.9152946440343088,0.8568463891160122
L-LSPIN,lspin_tf,linear,0.0035,0.1,0,6,137,0.8889076466170899,0.8460277958814937
L-LSPIN,lspin_tf,linear,0.0035,0.1,0,7,137,0.9050663698775852,0.8495777959703474
L-LSPIN,lspin_tf,linear,0.0035,0.1,1,2,137,0.9026630336024862,0.8448425440917763
L-LSPIN,lspin_tf,linear,0.0035,0.1,1,3,137,0.548385876156532,0.7256206586691056
L-LSPIN,lspin_tf,linear,0.0035,0.1,1,4,137,0.8999915718769573,0.8199538778288714
L-LSPIN,lspin_tf,linear,0.0035,0.1,1,5,137,0.884185794742171,0.8256782429319924
L-LSPIN,lspin_tf,linear,0.0035,0.1,1,6,137,0.961573121388232,0.9068847626448056
L-LSPIN,lspin_tf,linear,0.0035,0.1,1,7,137,0.9045212168132896,0.8441232846422843
L-LSPIN,lspin_tf,linear,0.0035,0.1,2,3,137,0.5716069783245087,0.7179359208132642
L-LSPIN,lspin_tf,linear,0.0035,0.1,2,4,137,0.9251549295114748,0.8763779804408066
L-LSPIN,lspin_tf,linear,0.0035,0.1,2,5,137,0.9360173923199115,0.8633034626693085
L-LSPIN,lspin_tf,linear,0.0035,0.1,2,6,137,0.9139402569158062,0.8567822471971418
L-LSPIN,lspin_tf,linear,0.0035,0.1,2,7,137,0.9108836827535586,0.8580902802312931
L-LSPIN,lspin_tf,linear,0.0035,0.1,3,4,137,0.5741015824462526,0.7301422998167948
L-LSPIN,lspin_tf,linear,0.0035,0.1,3,5,137,0.5917923864257603,0.7300601680600315
L-LSPIN,lspin_tf,linear,0.0035,0.1,3,6,137,0.5558066896887953,0.7166705760631925
L-LSPIN,lspin_tf,linear,0.0035,0.1,3,7,137,0.5697528332198275,0.7045709517886509
L-LSPIN,lspin_tf,linear,0.0035,0.1,4,5,137,0.8960726393459569,0.819622445555782
L-LSPIN,lspin_tf,linear,0.0035,0.1,4,6,137,0.923304501395812,0.8411539349797069
L-LSPIN,lspin_tf,linear,0.0035,0.1,4,7,137,0.9404441425163276,0.8764784659637505
L-LSPIN,lspin_tf,linear,0.0035,0.1,5,6,137,0.8910426973984393,0.8318818952405168
L-LSPIN,lspin_tf,linear,0.0035,0.1,5,7,137,0.929294506056023,0.87348238463065
L-LSPIN,lspin_tf,linear,0.0035,0.1,6,7,137,0.9291069739155042,0.8741279993117889
L-LSPIN,lspin_tf,linear,0.0105,0.1,0,1,141,0.45481936376518,0.519933323037843
L-LSPIN,lspin_tf,linear,0.0105,0.1,0,2,141,0.4275340776622231,0.5134760028946266
L-LSPIN,lspin_tf,linear,0.0105,0.1,0,3,141,0.4566442277960902,0.5155467417016553
L-LSPIN,lspin_tf,linear,0.0105,0.1,0,4,141,0.7954857109465817,0.7687945579885441
L-LSPIN,lspin_tf,linear,0.0105,0.1,0,5,141,0.6126004132440639,0.5773167168537929
L-LSPIN,lspin_tf,linear,0.0105,0.1,0,6,141,0.6344585737915452,0.6353333180041216
L-LSPIN,lspin_tf,linear,0.0105,0.1,0,7,141,0.4078118109519568,0.4946723210231047
L-LSPIN,lspin_tf,linear,0.0105,0.1,1,2,141,0.7550055994901965,0.7496645494596356
L-LSPIN,lspin_tf,linear,0.0105,0.1,1,3,141,0.6975975110600441,0.6620219060746585
L-LSPIN,lspin_tf,linear,0.0105,0.1,1,4,141,0.4718270379372223,0.5354392889094932
L-LSPIN,lspin_tf,linear,0.0105,0.1,1,5,141,0.5286382042147489,0.6239510982176912
L-LSPIN,lspin_tf,linear,0.0105,0.1,1,6,141,0.5388507494283661,0.6443767049137712
L-LSPIN,lspin_tf,linear,0.0105,0.1,1,7,141,0.8017245853228504,0.7870467162121159
L-LSPIN,lspin_tf,linear,0.0105,0.1,2,3,141,0.5520128917546523,0.5578231551854361
L-LSPIN,lspin_tf,linear,0.0105,0.1,2,4,141,0.4077872791236454,0.5042405270253137
L-LSPIN,lspin_tf,linear,0.0105,0.1,2,5,141,0.4480176465644571,0.5622589647563013
L-LSPIN,lspin_tf,linear,0.0105,0.1,2,6,141,0.4350897951143099,0.5466232742291017
L-LSPIN,lspin_tf,linear,0.0105,0.1,2,7,141,0.7426407449599636,0.7147582160374479
L-LSPIN,lspin_tf,linear,0.0105,0.1,3,4,141,0.477749423214128,0.5349014421423799
L-LSPIN,lspin_tf,linear,0.0105,0.1,3,5,141,0.5530924581649929,0.6254948025155215
L-LSPIN,lspin_tf,linear,0.0105,0.1,3,6,141,0.5268159518985781,0.6053551673038211
L-LSPIN,lspin_tf,linear,0.0105,0.1,3,7,141,0.6516618155846189,0.6441773872725824
L-LSPIN,lspin_tf,linear,0.0105,0.1,4,5,141,0.5807899002757042,0.567142789408792
L-LSPIN,lspin_tf,linear,0.0105,0.1,4,6,141,0.6185172334053672,0.6292956279844374
L-LSPIN,lspin_tf,linear,0.0105,0.1,4,7,141,0.4347046845472231,0.5309243998172394
L-LSPIN,lspin_tf,linear,0.0105,0.1,5,6,141,0.8540250735351979,0.7534069181758867
L-LSPIN,lspin_tf,linear,0.0105,0.1,5,7,141,0.5074830860826098,0.6137281085543802
L-LSPIN,lspin_tf,linear,0.0105,0.1,6,7,141,0.5048894910494037,0.6176907945089078
L-LSPIN,lspin_tf,linear,0.0035,0.2,0,1,145,0.9539700287333304,0.8974003474532092
L-LSPIN,lspin_tf,linear,0.0035,0.2,0,2,145,0.8761763469770972,0.8065897799960475
L-LSPIN,lspin_tf,linear,0.0035,0.2,0,3,145,0.9327546597424362,0.8838575596584789
L-LSPIN,lspin_tf,linear,0.0035,0.2,0,4,145,0.5760223660560178,0.7279630737445663
L-LSPIN,lspin_tf,linear,0.0035,0.2,0,5,145,0.5655733716478929,0.7028398374863991
L-LSPIN,lspin_tf,linear,0.0035,0.2,0,6,145,0.969100314615642,0.9329698404867636
L-LSPIN,lspin_tf,linear,0.0035,0.2,0,7,145,0.8942656410962133,0.8267102826985588
L-LSPIN,lspin_tf,linear,0.0035,0.2,1,2,145,0.8768543958862018,0.8036982169650242
L-LSPIN,lspin_tf,linear,0.0035,0.2,1,3,145,0.8967283413430499,0.8241400596940726
L-LSPIN,lspin_tf,linear,0.0035,0.2,1,4,145,0.5611875577587293,0.6973471977127277
L-LSPIN,lspin_tf,linear,0.0035,0.2,1,5,145,0.5572872319760096,0.6847886767345137
L-LSPIN,lspin_tf,linear,0.0035,0.2,1,6,145,0.9542481160476828,0.9026140076794098
L-LSPIN,lspin_tf,linear,0.0035,0.2,1,7,145,0.8795542065050841,0.8046666429925194
L-LSPIN,lspin_tf,linear,0.0035,0.2,2,3,145,0.833735307750309,0.7991789535966389
L-LSPIN,lspin_tf,linear,0.0035,0.2,2,4,145,0.5467443198304728,0.7086247613474167
L-LSPIN,lspin_tf,linear,0.0035,0.2,2,5,145,0.562133381764135,0.7220868556604925
L-LSPIN,lspin_tf,linear,0.0035,0.2,2,6,145,0.87197067674231,0.7955481405672568
L-LSPIN,lspin_tf,linear,0.0035,0.2,2,7,145,0.9411177404162088,0.8830051076584314
L-LSPIN,lspin_tf,linear,0.0035,0.2,3,4,145,0.5882442502876082,0.7338441307520179
L-LSPIN,lspin_tf,linear,0.0035,0.2,3,5,145,0.5767542207736946,0.7070252988175416
L-LSPIN,lspin_tf,linear,0.0035,0.2,3,6,145,0.9180433214053488,0.8793809074493831
L-LSPIN,lspin_tf,linear,0.0035,0.2,3,7,145,0.8492114039127309,0.8138343059266779
L-LSPIN,lspin_tf,linear,0.0035,0.2,4,5,145,0.8399838910549503,0.832576030444832
L-LSPIN,lspin_tf,linear,0.0035,0.2,4,6,145,0.5730893625971752,0.7307249544568131
L-LSPIN,lspin_tf,linear,0.0035,0.2,4,7,145,0.5808272732720889,0.7448944380592332
L-LSPIN,lspin_tf,linear,0.0035,0.2,5,6,145,0.5601669340303064,0.6998895818417374
L-LSPIN,lspin_tf,linear,0.0035,0.2,5,7,145,0.5761079897076832,0.7341521237398095
L-LSPIN,lspin_tf,linear,0.0035,0.2,6,7,145,0.904374843322196,0.8301233701910189
L-LSPIN,lspin_tf,linear,0.0105,0.2,0,1,149,0.6059531118074432,0.6624474145309709
L-LSPIN,lspin_tf,linear,0.0105,0.2,0,2,149,0.6776206298902601,0.7132224338708097
L-LSPIN,lspin_tf,linear,0.0105,0.2,0,3,149,0.4710871511640953,0.4803374996863786
L-LSPIN,lspin_tf,linear,0.0105,0.2,0,4,149,0.5243274147091407,0.5398206865122868
L-LSPIN,lspin_tf,linear,0.0105,0.2,0,5,149,0.610445045125211,0.6426397057926342
L-LSPIN,lspin_tf,linear,0.0105,0.2,0,6,149,0.5259987551785413,0.5708914029540773
L-LSPIN,lspin_tf,linear,0.0105,0.2,0,7,149,0.5830315585069257,0.6222085372010279
L-LSPIN,lspin_tf,linear,0.0105,0.2,1,2,149,0.5452449523177307,0.6253350224918488
L-LSPIN,lspin_tf,linear,0.0105,0.2,1,3,149,0.3296963257518259,0.413885431807417
