model_family,lambda_sample_smooth,lambda_sparse,mean_affinity_corr,median_affinity_corr,n_pairs,mean_Khard
L-LSPIN,0.1,0.014,0.8775413528707618,0.8838242587669066,56,328.153133392334
L-LSPIN,0.1,0.0105,0.9162679227754162,0.9218792316251628,56,462.9875373840332
L-LSPIN,0.1,0.00875,0.9147963239319763,0.9303377801486078,56,609.5327568054199
L-LSPIN,0.1,0.007,0.9289134027988075,0.9399367320910855,56,893.1505241394043
L-LSPIN,0.1,0.00525,0.9413839414891261,0.9616758433908418,56,1947.9381256103516
L-LSPIN,0.1,0.0035,0.9765876320084946,0.9821586520056393,56,3912.747833251953
L-LSPIN,0.2,0.028,0.7449742089274133,0.7429977392587161,56,182.96362495422363
L-LSPIN,0.2,0.021,0.7917788801686889,0.8135121698455358,56,222.6893081665039
L-LSPIN,0.2,0.014,0.8591001075448296,0.8598516419311102,56,321.6296215057373
L-LSPIN,0.2,0.0105,0.9291091333803977,0.9382743116076031,56,482.2869758605957
L-LSPIN,0.2,0.00875,0.9072003427698743,0.9081261943336656,56,606.1629848480225
L-LSPIN,0.2,0.007,0.9377967239425521,0.9520288590611092,56,910.3679656982422
L-LSPIN,0.2,0.00525,0.9634067468391231,0.9719523652614002,56,1822.8975067138672
L-LSPIN,0.2,0.0035,0.9621467766078694,0.9668065332916559,56,3890.767059326172
L-LSPIN,0.4,0.028,0.7550240019108685,0.7652520317554958,56,174.34666538238525
L-LSPIN,0.4,0.021,0.7761819829117915,0.7919512283302097,56,225.44091701507568
L-LSPIN,0.4,0.014,0.8786649389880058,0.8968397034544597,56,327.63203620910645
L-LSPIN,0.4,0.0105,0.9038323894636563,0.9220255150053192,56,481.3440456390381
L-LSPIN,0.4,0.00875,0.9343266514707669,0.9401606729620438,56,608.7023696899414
L-LSPIN,0.4,0.007,0.9323538013183502,0.9472543562880712,56,922.2823600769043
L-LSPIN,0.4,0.00525,0.9426406411962682,0.9637866230399632,56,1679.873390197754
L-LSPIN,0.4,0.0035,0.9249896376217535,0.9424311195257188,56,3924.630416870117
LSPIN,0.0,0.028,0.7943668867876773,0.7977819966636873,56,77.24276614189148
LSPIN,0.0,0.021,0.798581585606739,0.8032060924562558,56,91.15856218338013
LSPIN,0.0,0.014,0.8340186713992692,0.8373509571426974,56,137.1852889060974
LSPIN,0.0,0.0105,0.8510533829830181,0.8588979452267198,56,160.2182469367981
LSPIN,0.0,0.00875,0.8692067708378846,0.8779198159214125,56,183.7063913345337
LSPIN,0.0,0.007,0.8766003551389343,0.8871391932545374,56,217.71482944488525
LSPIN,0.0,0.00525,0.8837104512666704,0.8853557472822249,56,270.6141481399536
LSPIN,0.0,0.0035,0.909463817913769,0.9167734024309522,56,379.01466941833496
LSPIN,0.1,0.028,0.7888816966694981,0.8044728037437665,56,173.24517726898193
LSPIN,0.1,0.021,0.8543691644198389,0.8654218515206262,56,208.88484859466553
LSPIN,0.1,0.014,0.9011714627926144,0.905426011068698,56,249.0319528579712
LSPIN,0.1,0.0105,0.8705205349787031,0.8664197510492413,56,310.6197757720947
LSPIN,0.1,0.00875,0.8960847871627194,0.9047976946373701,56,331.4383029937744
LSPIN,0.1,0.007,0.92518413435807,0.932497846247776,56,395.87077713012695
LSPIN,0.1,0.00525,0.9322412589394204,0.934718587286715,56,528.3868503570557
LSPIN,0.1,0.0035,0.9398318103678516,0.9447174962076632,56,779.5588798522949
LSPIN,0.2,0.028,0.7878247483866773,0.800156593761227,56,171.1678056716919
LSPIN,0.2,0.021,0.848044409777911,0.8536539308038995,56,199.72950267791748
LSPIN,0.2,0.014,0.8773249810250215,0.8903129905317673,56,252.66900825500488
LSPIN,0.2,0.0105,0.8952568858115189,0.907889683952029,56,302.784969329834
LSPIN,0.2,0.00875,0.9158762511089691,0.91471264343809,56,342.16880798339844
LSPIN,0.2,0.007,0.9137644022265737,0.9227231132714484,56,407.90414237976074
LSPIN,0.2,0.00525,0.9298741326465232,0.9302513925508582,56,537.8858547210693
LSPIN,0.2,0.0035,0.9205801087303553,0.9313168504994183,56,799.2047805786133
LSPIN,0.4,0.028,0.8203646563148139,0.8362211295651785,56,176.53315925598145
LSPIN,0.4,0.021,0.8335309642741828,0.831673174828788,56,211.6573543548584
LSPIN,0.4,0.014,0.8904370801594348,0.8928393466350419,56,255.42966175079346
LSPIN,0.4,0.0105,0.9016732496558841,0.9131430882735254,56,285.57898139953613
LSPIN,0.4,0.00875,0.9002528428673379,0.9013351965437653,56,353.02150535583496
LSPIN,0.4,0.007,0.9210883203757086,0.92743186380053,56,415.3414363861084
LSPIN,0.4,0.00525,0.8945280098685666,0.9025557708707698,56,548.4569892883301
LSPIN,0.4,0.0035,0.9237837058803029,0.9327478315698825,56,871.2765159606934
