frac_gates_near_0.5,gate_prob_mean,gate_prob_p10,gate_prob_p50,gate_prob_p90,reference_fit_test_cindex
0.0018194980694980695,0.016566410660743713,2.6850108247877813e-10,4.804672244063113e-06,0.003109632059931755,0.5882183078255847
