family,gate_sigma,selection,model_family,lambda_sparse,lambda_sample_smooth,mean_test_c,std_test_c,mean_Khard,std_Khard,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,n_runs,mean_Ksoft,std_Ksoft,khard_gap_abs,khard_gap_rel,sigma_gap,model
Concrete,0.15,nosmooth,Concrete,0.001,0.0,0.7403989702447467,0.0034071703538619,199.8193613688151,10.894286974193111,0.9528754225581584,0.0103728235475434,492.0833333333333,395.1666666666667,12,199.8241818745931,10.898287425757909,4.441747029622377,0.022228812059027932,0.03,Concrete (no smooth)
Concrete,0.12,smooth,Concrete,0.001,0.05,0.7426045008852579,0.0041794018302756,195.37761433919272,20.411028624430145,0.9506823124406628,0.0173982927472286,454.8333333333333,374.3333333333333,12,195.38135274251303,20.41423584944785,,,,Concrete + patient smooth
L-Concrete,0.15,nosmooth,L-Concrete,0.0023,0.0,0.7206566686938226,0.0072805513208203,270.7440694173177,29.7449163198099,0.9657336761822618,0.008951274141548,465.0833333333333,408.9166666666667,12,270.7433967590332,29.743968886583023,3.705858866373717,0.013687682520061428,0.03,L-Concrete (no smooth)
L-Concrete,0.12,smooth,L-Concrete,0.0023,0.1,0.7231843099131918,0.0087373346652817,274.4499282836914,35.44027218440439,0.9614036906647552,0.0097085629856884,411.3333333333333,364.9166666666667,12,274.45154571533203,35.44190305577495,,,,L-Concrete + patient smooth
L-LSPIN,0.17,nosmooth,L-LSPIN,0.0025,0.0,0.7126513064670267,0.0095643052681441,451.4977773030599,26.695052006595937,0.97714428078723,0.0032411833179685,705.0833333333334,622.8333333333334,12,451.4972890218099,26.69446686077041,31.37036387125653,0.06948066069924355,0.0,L-LSPIN (no smooth)
L-LSPIN,0.17,smooth,L-LSPIN,0.0025,0.15,0.7155580720249489,0.0098377678469286,482.8681411743164,39.87584681931719,0.9781066321797676,0.0043474989018864,696.9166666666666,638.6666666666666,12,482.868054707845,39.87498328180762,,,,L-LSPIN + patient smooth
LSPIN,0.2,nosmooth,LSPIN,0.0007,0.0,0.7431720795723599,0.0056203998726175,458.9843343098958,42.52317737542825,0.9785322202302024,0.0046160524274442,978.75,815.8333333333334,12,458.9854075113933,42.5238458460129,21.255203247070312,0.04630921288202242,0.0,LSPIN (no smooth)
LSPIN,0.2,smooth,LSPIN,0.0007,0.15,0.7430267834228578,0.0056673434679202,480.2395375569661,44.27202877157406,0.9812037447788948,0.0056898049573814,1008.5,899.9166666666666,12,480.2392425537109,44.270986455851975,,,,LSPIN + patient smooth
