model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
Concrete,concrete,0.12,0.0017,0.15,1,2,0.8748517158239484,3.008038866277554,0.4310776942355889,4.057354749862747,0.6843657817109144
Concrete,concrete,0.12,0.0014,0.15,0,1,0.8469865768972994,3.497719611950644,0.5390835579514824,4.066099048892624,0.6868537666174298
Concrete,concrete,0.12,0.0014,0.15,0,2,0.8659264469037997,3.2878564352336053,0.4908616187989556,3.9786560585938577,0.6622998544395924
Concrete,concrete,0.12,0.0014,0.15,1,2,0.8821551164893555,3.3053450332933587,0.4947643979057591,4.109820544042007,0.6994047619047619
Concrete,concrete,0.12,0.0012,0.15,0,1,0.853355800137625,3.4714867148610145,0.5328859060402684,3.742559984787189,0.5994397759103641
Concrete,concrete,0.12,0.0012,0.15,0,2,0.9191054036533196,3.707582788667682,0.5905292479108635,4.267217926579786,0.746177370030581
Concrete,concrete,0.12,0.0012,0.15,1,2,0.8619428007439097,3.602651200309164,0.5643835616438356,3.716327087697559,0.592747559274756
Concrete,concrete,0.12,0.001,0.15,0,1,0.8801737358037982,3.506463910980521,0.5411605937921727,4.17977493628102,0.7198795180722891
Concrete,concrete,0.12,0.001,0.15,0,2,0.8791710529887645,3.3053450332933587,0.4947643979057591,4.048610450832871,0.6818851251840943
Concrete,concrete,0.12,0.001,0.15,1,2,0.8941490275050641,3.4190209206817546,0.5206391478029294,4.1535420391913895,0.712143928035982
L-Concrete,concrete,0.15,0.003,0.15,0,1,0.7993888619726566,2.771942792470885,0.3842424242424242,3.602651200309164,0.5643835616438356
L-Concrete,concrete,0.15,0.003,0.15,0,2,0.7804786664579023,2.9905502682178007,0.4275,3.4889753129207675,0.5370121130551817
L-Concrete,concrete,0.15,0.003,0.15,1,2,0.7551835325436809,2.833152885680022,0.3960880195599022,3.4190209206817546,0.5206391478029294
L-Concrete,concrete,0.15,0.0023,0.15,0,1,0.7226861823585274,2.5271024196343403,0.3388042203985932,3.375299425532372,0.5105820105820106
L-Concrete,concrete,0.15,0.0023,0.15,0,2,0.7712764369823855,2.684499802172119,0.3676646706586826,3.7338156857573126,0.5972027972027972
L-Concrete,concrete,0.15,0.0023,0.15,1,2,0.7532780170472455,2.824408586650145,0.3943833943833943,3.375299425532372,0.5105820105820106
L-Concrete,concrete,0.15,0.0018,0.15,0,1,0.6896698833905218,2.2735177477679187,0.2947845804988662,3.384043724562248,0.5125827814569537
L-Concrete,concrete,0.15,0.0018,0.15,0,2,0.7373515579535779,2.693244101201996,0.369304556354916,3.453998116801261,0.5287817938420348
L-Concrete,concrete,0.15,0.0018,0.15,1,2,0.7383796695709017,2.754454194411132,0.3808948004836759,3.480231013890891,0.5349462365591398
L-Concrete,concrete,0.15,0.0014,0.15,0,1,0.5635302634829321,2.3172392429173017,0.3021664766248574,2.4396594293355744,0.3232908458864426
L-Concrete,concrete,0.15,0.0014,0.15,0,2,0.6033113176555351,2.448403728365451,0.3248259860788863,2.492125223514834,0.3325554259043173
L-Concrete,concrete,0.15,0.0014,0.15,1,2,0.5536072386945832,2.2123076545587823,0.2845894263217098,2.876874380829405,0.4046740467404674
L-Concrete,concrete,0.15,0.0012,0.15,0,1,0.6672371161528909,2.404682233216068,0.3171856978085351,3.165436248815333,0.4641025641025641
L-Concrete,concrete,0.15,0.0012,0.15,0,2,0.6158291264438385,2.667011204112366,0.3643966547192354,2.6582669050824896,0.3627684964200477
L-Concrete,concrete,0.15,0.0012,0.15,1,2,0.5810699864881481,2.107376066200263,0.2674805771365149,2.763198493441009,0.3825665859564164
L-Concrete,concrete,0.12,0.003,0.15,0,1,0.8068449788203687,2.833152885680022,0.3960880195599022,3.6900941906079296,0.5861111111111111
L-Concrete,concrete,0.12,0.003,0.15,0,2,0.8070154236315168,2.7894313905306385,0.3876063183475091,3.760048582846943,0.6039325842696629
L-Concrete,concrete,0.12,0.003,0.15,1,2,0.7884707859943387,2.7894313905306385,0.3876063183475091,3.5764183032195334,0.557980900409277
L-Concrete,concrete,0.12,0.0023,0.15,0,1,0.7807557416792,2.806919988590392,0.3909866017052375,3.410276621651878,0.5186170212765957
L-Concrete,concrete,0.12,0.0023,0.15,0,2,0.7293296001925154,2.562079615753847,0.3451118963486455,3.2878564352336053,0.4908616187989556
L-Concrete,concrete,0.12,0.0023,0.15,1,2,0.765079103303758,2.7194769982916256,0.3742478941034898,3.541441107100028,0.5495251017639078
