histology,n_test,cindex,model_family,gate_sigma,lambda_sparse,lambda_sample_smooth,seed
KIRP,85,0.797583081570997,L-Concrete,0.12,0.0018,0.1,1500124
LGG,152,0.7759460472086924,L-Concrete,0.12,0.0018,0.1,1500124
LIHC,110,0.6329350261389096,L-Concrete,0.12,0.0018,0.1,1500124
LUAD,150,0.5801495856074389,L-Concrete,0.12,0.0018,0.1,1500124
LUSC,148,0.6023809523809524,L-Concrete,0.12,0.0018,0.1,1500124
MESO,25,0.698961937716263,L-Concrete,0.12,0.0018,0.1,1500124
OV,112,0.5910356347438753,L-Concrete,0.12,0.0018,0.1,1500124
PAAD,53,0.6007604562737643,L-Concrete,0.12,0.0018,0.1,1500124
PCPG,53,0.4666666666666667,L-Concrete,0.12,0.0018,0.1,1500124
PRAD,149,0.3482142857142857,L-Concrete,0.12,0.0018,0.1,1500124
READ,47,0.5915492957746479,L-Concrete,0.12,0.0018,0.1,1500124
SARC,77,0.5978456014362658,L-Concrete,0.12,0.0018,0.1,1500124
SKCM,29,0.532258064516129,L-Concrete,0.12,0.0018,0.1,1500124
STAD,105,0.4710410557184751,L-Concrete,0.12,0.0018,0.1,1500124
TGCT,40,0.6111111111111112,L-Concrete,0.12,0.0018,0.1,1500124
THCA,150,0.728125,L-Concrete,0.12,0.0018,0.1,1500124
THYM,35,0.94,L-Concrete,0.12,0.0018,0.1,1500124
UCEC,162,0.6885593220338984,L-Concrete,0.12,0.0018,0.1,1500124
UCS,16,0.6296296296296297,L-Concrete,0.12,0.0018,0.1,1500124
UVM,24,0.7818181818181819,L-Concrete,0.12,0.0018,0.1,1500124
ACC,24,0.7443609022556391,L-Concrete,0.12,0.0018,0.1,1500125
BLCA,121,0.6596649162290573,L-Concrete,0.12,0.0018,0.1,1500125
BRCA,321,0.6040104947526237,L-Concrete,0.12,0.0018,0.1,1500125
CESC,87,0.6884984025559105,L-Concrete,0.12,0.0018,0.1,1500125
CHOL,11,0.4848484848484848,L-Concrete,0.12,0.0018,0.1,1500125
COAD,130,0.6132893107717705,L-Concrete,0.12,0.0018,0.1,1500125
DLBC,14,0.3555555555555555,L-Concrete,0.12,0.0018,0.1,1500125
ESCA,48,0.5372340425531915,L-Concrete,0.12,0.0018,0.1,1500125
GBM,46,0.5025252525252525,L-Concrete,0.12,0.0018,0.1,1500125
HNSC,150,0.5809635329541653,L-Concrete,0.12,0.0018,0.1,1500125
KICH,19,0.6206896551724138,L-Concrete,0.12,0.0018,0.1,1500125
KIRC,158,0.716022749558737,L-Concrete,0.12,0.0018,0.1,1500125
KIRP,85,0.8625377643504532,L-Concrete,0.12,0.0018,0.1,1500125
LGG,152,0.7939303109778943,L-Concrete,0.12,0.0018,0.1,1500125
LIHC,110,0.6064227035100822,L-Concrete,0.12,0.0018,0.1,1500125
LUAD,150,0.708308065494239,L-Concrete,0.12,0.0018,0.1,1500125
LUSC,148,0.5646825396825397,L-Concrete,0.12,0.0018,0.1,1500125
MESO,25,0.7370242214532872,L-Concrete,0.12,0.0018,0.1,1500125
OV,112,0.5437082405345212,L-Concrete,0.12,0.0018,0.1,1500125
PAAD,53,0.6717363751584284,L-Concrete,0.12,0.0018,0.1,1500125
PCPG,53,0.7666666666666667,L-Concrete,0.12,0.0018,0.1,1500125
PRAD,149,0.125,L-Concrete,0.12,0.0018,0.1,1500125
READ,47,0.5446009389671361,L-Concrete,0.12,0.0018,0.1,1500125
SARC,77,0.5915619389587073,L-Concrete,0.12,0.0018,0.1,1500125
SKCM,29,0.4032258064516129,L-Concrete,0.12,0.0018,0.1,1500125
STAD,105,0.4941348973607038,L-Concrete,0.12,0.0018,0.1,1500125
TGCT,40,0.7222222222222222,L-Concrete,0.12,0.0018,0.1,1500125
THCA,150,0.6859375,L-Concrete,0.12,0.0018,0.1,1500125
THYM,35,0.78,L-Concrete,0.12,0.0018,0.1,1500125
UCEC,162,0.631002824858757,L-Concrete,0.12,0.0018,0.1,1500125
UCS,16,0.5061728395061729,L-Concrete,0.12,0.0018,0.1,1500125
UVM,24,0.6909090909090909,L-Concrete,0.12,0.0018,0.1,1500125
ACC,24,0.7744360902255639,L-Concrete,0.12,0.0014,0.1,1540123
BLCA,121,0.6134033508377095,L-Concrete,0.12,0.0014,0.1,1540123
BRCA,321,0.6313718140929535,L-Concrete,0.12,0.0014,0.1,1540123
CESC,87,0.6741214057507987,L-Concrete,0.12,0.0014,0.1,1540123
CHOL,11,0.4545454545454545,L-Concrete,0.12,0.0014,0.1,1540123
COAD,130,0.5835740817168799,L-Concrete,0.12,0.0014,0.1,1540123
DLBC,14,0.5111111111111111,L-Concrete,0.12,0.0014,0.1,1540123
ESCA,48,0.4973404255319149,L-Concrete,0.12,0.0014,0.1,1540123
GBM,46,0.6060606060606061,L-Concrete,0.12,0.0014,0.1,1540123
HNSC,150,0.5819672131147541,L-Concrete,0.12,0.0014,0.1,1540123
KICH,19,0.6551724137931034,L-Concrete,0.12,0.0014,0.1,1540123
KIRC,158,0.7034712688762502,L-Concrete,0.12,0.0014,0.1,1540123
KIRP,85,0.7492447129909365,L-Concrete,0.12,0.0014,0.1,1540123
LGG,152,0.6972648932184339,L-Concrete,0.12,0.0014,0.1,1540123
LIHC,110,0.5612397311426438,L-Concrete,0.12,0.0014,0.1,1540123
LUAD,150,0.5991510006064281,L-Concrete,0.12,0.0014,0.1,1540123
LUSC,148,0.5232142857142857,L-Concrete,0.12,0.0014,0.1,1540123
MESO,25,0.6955017301038062,L-Concrete,0.12,0.0014,0.1,1540123
OV,112,0.5409242761692651,L-Concrete,0.12,0.0014,0.1,1540123
PAAD,53,0.6210392902408112,L-Concrete,0.12,0.0014,0.1,1540123
PCPG,53,0.7333333333333333,L-Concrete,0.12,0.0014,0.1,1540123
PRAD,149,0.3660714285714285,L-Concrete,0.12,0.0014,0.1,1540123
READ,47,0.488262910798122,L-Concrete,0.12,0.0014,0.1,1540123
SARC,77,0.5798922800718133,L-Concrete,0.12,0.0014,0.1,1540123
SKCM,29,0.4354838709677419,L-Concrete,0.12,0.0014,0.1,1540123
STAD,105,0.4501466275659824,L-Concrete,0.12,0.0014,0.1,1540123
TGCT,40,0.4444444444444444,L-Concrete,0.12,0.0014,0.1,1540123
THCA,150,0.765625,L-Concrete,0.12,0.0014,0.1,1540123
THYM,35,0.8,L-Concrete,0.12,0.0014,0.1,1540123
UCEC,162,0.5748587570621468,L-Concrete,0.12,0.0014,0.1,1540123
UCS,16,0.4938271604938271,L-Concrete,0.12,0.0014,0.1,1540123
UVM,24,0.7363636363636363,L-Concrete,0.12,0.0014,0.1,1540123
ACC,24,0.7593984962406015,L-Concrete,0.12,0.0014,0.1,1540124
BLCA,121,0.5768942235558889,L-Concrete,0.12,0.0014,0.1,1540124
BRCA,321,0.5455397301349325,L-Concrete,0.12,0.0014,0.1,1540124
CESC,87,0.6054313099041534,L-Concrete,0.12,0.0014,0.1,1540124
CHOL,11,0.4242424242424242,L-Concrete,0.12,0.0014,0.1,1540124
COAD,130,0.6463062319438713,L-Concrete,0.12,0.0014,0.1,1540124
DLBC,14,0.5333333333333333,L-Concrete,0.12,0.0014,0.1,1540124
ESCA,48,0.5691489361702128,L-Concrete,0.12,0.0014,0.1,1540124
GBM,46,0.5303030303030303,L-Concrete,0.12,0.0014,0.1,1540124
HNSC,150,0.5113750418200067,L-Concrete,0.12,0.0014,0.1,1540124
KICH,19,0.7241379310344828,L-Concrete,0.12,0.0014,0.1,1540124
KIRC,158,0.6409099823494803,L-Concrete,0.12,0.0014,0.1,1540124
KIRP,85,0.8867069486404834,L-Concrete,0.12,0.0014,0.1,1540124
LGG,152,0.7669539153240914,L-Concrete,0.12,0.0014,0.1,1540124
LIHC,110,0.5407020164301718,L-Concrete,0.12,0.0014,0.1,1540124
LUAD,150,0.5997574287446937,L-Concrete,0.12,0.0014,0.1,1540124
LUSC,148,0.5376984126984127,L-Concrete,0.12,0.0014,0.1,1540124
MESO,25,0.643598615916955,L-Concrete,0.12,0.0014,0.1,1540124
OV,112,0.5264476614699332,L-Concrete,0.12,0.0014,0.1,1540124
PAAD,53,0.697084917617237,L-Concrete,0.12,0.0014,0.1,1540124
PCPG,53,0.5,L-Concrete,0.12,0.0014,0.1,1540124
PRAD,149,0.2857142857142857,L-Concrete,0.12,0.0014,0.1,1540124
READ,47,0.6197183098591549,L-Concrete,0.12,0.0014,0.1,1540124
SARC,77,0.6310592459605027,L-Concrete,0.12,0.0014,0.1,1540124
SKCM,29,0.5,L-Concrete,0.12,0.0014,0.1,1540124
STAD,105,0.4534457478005865,L-Concrete,0.12,0.0014,0.1,1540124
TGCT,40,0.5555555555555556,L-Concrete,0.12,0.0014,0.1,1540124
THCA,150,0.765625,L-Concrete,0.12,0.0014,0.1,1540124
THYM,35,0.74,L-Concrete,0.12,0.0014,0.1,1540124
UCEC,162,0.6613700564971752,L-Concrete,0.12,0.0014,0.1,1540124
UCS,16,0.5432098765432098,L-Concrete,0.12,0.0014,0.1,1540124
UVM,24,0.7818181818181819,L-Concrete,0.12,0.0014,0.1,1540124
ACC,24,0.7669172932330827,L-Concrete,0.12,0.0014,0.1,1540125
BLCA,121,0.6179044761190298,L-Concrete,0.12,0.0014,0.1,1540125
BRCA,321,0.5592203898050975,L-Concrete,0.12,0.0014,0.1,1540125
CESC,87,0.6118210862619808,L-Concrete,0.12,0.0014,0.1,1540125
CHOL,11,0.5757575757575758,L-Concrete,0.12,0.0014,0.1,1540125
COAD,130,0.5315724308708213,L-Concrete,0.12,0.0014,0.1,1540125
DLBC,14,0.4666666666666667,L-Concrete,0.12,0.0014,0.1,1540125
ESCA,48,0.6675531914893617,L-Concrete,0.12,0.0014,0.1,1540125
GBM,46,0.6502525252525253,L-Concrete,0.12,0.0014,0.1,1540125
HNSC,150,0.5449983271997324,L-Concrete,0.12,0.0014,0.1,1540125
KICH,19,1.0,L-Concrete,0.12,0.0014,0.1,1540125
KIRC,158,0.6083545793292803,L-Concrete,0.12,0.0014,0.1,1540125
KIRP,85,0.8081570996978852,L-Concrete,0.12,0.0014,0.1,1540125
LGG,152,0.7748220307231173,L-Concrete,0.12,0.0014,0.1,1540125
LIHC,110,0.5728155339805825,L-Concrete,0.12,0.0014,0.1,1540125
LUAD,150,0.5510410349706893,L-Concrete,0.12,0.0014,0.1,1540125
LUSC,148,0.431547619047619,L-Concrete,0.12,0.0014,0.1,1540125
MESO,25,0.71280276816609,L-Concrete,0.12,0.0014,0.1,1540125
OV,112,0.5462138084632516,L-Concrete,0.12,0.0014,0.1,1540125
PAAD,53,0.6045627376425855,L-Concrete,0.12,0.0014,0.1,1540125
PCPG,53,0.8666666666666667,L-Concrete,0.12,0.0014,0.1,1540125
PRAD,149,0.2589285714285714,L-Concrete,0.12,0.0014,0.1,1540125
READ,47,0.488262910798122,L-Concrete,0.12,0.0014,0.1,1540125
SARC,77,0.7235188509874326,L-Concrete,0.12,0.0014,0.1,1540125
SKCM,29,0.5483870967741935,L-Concrete,0.12,0.0014,0.1,1540125
STAD,105,0.4318181818181818,L-Concrete,0.12,0.0014,0.1,1540125
TGCT,40,0.8333333333333334,L-Concrete,0.12,0.0014,0.1,1540125
THCA,150,0.8765625,L-Concrete,0.12,0.0014,0.1,1540125
THYM,35,0.6,L-Concrete,0.12,0.0014,0.1,1540125
UCEC,162,0.6437146892655368,L-Concrete,0.12,0.0014,0.1,1540125
UCS,16,0.6049382716049383,L-Concrete,0.12,0.0014,0.1,1540125
UVM,24,0.7,L-Concrete,0.12,0.0014,0.1,1540125
ACC,24,0.7819548872180451,L-Concrete,0.12,0.0012,0.1,1580123
BLCA,121,0.592898224556139,L-Concrete,0.12,0.0012,0.1,1580123
BRCA,321,0.533920539730135,L-Concrete,0.12,0.0012,0.1,1580123
CESC,87,0.7044728434504792,L-Concrete,0.12,0.0012,0.1,1580123
CHOL,11,0.5454545454545454,L-Concrete,0.12,0.0012,0.1,1580123
COAD,130,0.6017333883615353,L-Concrete,0.12,0.0012,0.1,1580123
DLBC,14,0.4888888888888889,L-Concrete,0.12,0.0012,0.1,1580123
ESCA,48,0.4734042553191489,L-Concrete,0.12,0.0012,0.1,1580123
GBM,46,0.6174242424242424,L-Concrete,0.12,0.0012,0.1,1580123
HNSC,150,0.5220809635329542,L-Concrete,0.12,0.0012,0.1,1580123
KICH,19,0.7931034482758621,L-Concrete,0.12,0.0012,0.1,1580123
KIRC,158,0.6362031770935478,L-Concrete,0.12,0.0012,0.1,1580123
KIRP,85,0.7915407854984894,L-Concrete,0.12,0.0012,0.1,1580123
LGG,152,0.7407268639940052,L-Concrete,0.12,0.0012,0.1,1580123
LIHC,110,0.5899925317401046,L-Concrete,0.12,0.0012,0.1,1580123
LUAD,150,0.5789367293309077,L-Concrete,0.12,0.0012,0.1,1580123
LUSC,148,0.5295634920634921,L-Concrete,0.12,0.0012,0.1,1580123
MESO,25,0.643598615916955,L-Concrete,0.12,0.0012,0.1,1580123
OV,112,0.5108574610244989,L-Concrete,0.12,0.0012,0.1,1580123
PAAD,53,0.6552598225602028,L-Concrete,0.12,0.0012,0.1,1580123
PCPG,53,0.9666666666666668,L-Concrete,0.12,0.0012,0.1,1580123
PRAD,149,0.4285714285714285,L-Concrete,0.12,0.0012,0.1,1580123
READ,47,0.5492957746478874,L-Concrete,0.12,0.0012,0.1,1580123
SARC,77,0.5583482944344704,L-Concrete,0.12,0.0012,0.1,1580123
SKCM,29,0.7580645161290323,L-Concrete,0.12,0.0012,0.1,1580123
STAD,105,0.5234604105571847,L-Concrete,0.12,0.0012,0.1,1580123
TGCT,40,0.9444444444444444,L-Concrete,0.12,0.0012,0.1,1580123
THCA,150,0.7171875,L-Concrete,0.12,0.0012,0.1,1580123
THYM,35,0.88,L-Concrete,0.12,0.0012,0.1,1580123
UCEC,162,0.6062853107344632,L-Concrete,0.12,0.0012,0.1,1580123
UCS,16,0.5308641975308642,L-Concrete,0.12,0.0012,0.1,1580123
UVM,24,0.7181818181818181,L-Concrete,0.12,0.0012,0.1,1580123
ACC,24,0.7744360902255639,L-Concrete,0.12,0.0012,0.1,1580124
BLCA,121,0.6354088522130532,L-Concrete,0.12,0.0012,0.1,1580124
BRCA,321,0.5104947526236882,L-Concrete,0.12,0.0012,0.1,1580124
CESC,87,0.5255591054313099,L-Concrete,0.12,0.0012,0.1,1580124
CHOL,11,0.3636363636363636,L-Concrete,0.12,0.0012,0.1,1580124
COAD,130,0.6174164259182832,L-Concrete,0.12,0.0012,0.1,1580124
DLBC,14,0.5333333333333333,L-Concrete,0.12,0.0012,0.1,1580124
ESCA,48,0.6382978723404256,L-Concrete,0.12,0.0012,0.1,1580124
GBM,46,0.5580808080808081,L-Concrete,0.12,0.0012,0.1,1580124
HNSC,150,0.5689193710270993,L-Concrete,0.12,0.0012,0.1,1580124
KICH,19,0.7586206896551724,L-Concrete,0.12,0.0012,0.1,1580124
KIRC,158,0.6522847617179839,L-Concrete,0.12,0.0012,0.1,1580124
KIRP,85,0.8821752265861027,L-Concrete,0.12,0.0012,0.1,1580124
LGG,152,0.7635818658673661,L-Concrete,0.12,0.0012,0.1,1580124
LIHC,110,0.616504854368932,L-Concrete,0.12,0.0012,0.1,1580124
LUAD,150,0.6179502728926622,L-Concrete,0.12,0.0012,0.1,1580124
LUSC,148,0.5236111111111111,L-Concrete,0.12,0.0012,0.1,1580124
MESO,25,0.7024221453287197,L-Concrete,0.12,0.0012,0.1,1580124
OV,112,0.5604120267260579,L-Concrete,0.12,0.0012,0.1,1580124
PAAD,53,0.6565272496831432,L-Concrete,0.12,0.0012,0.1,1580124
PCPG,53,0.5,L-Concrete,0.12,0.0012,0.1,1580124
PRAD,149,0.2410714285714285,L-Concrete,0.12,0.0012,0.1,1580124
READ,47,0.5727699530516432,L-Concrete,0.12,0.0012,0.1,1580124
SARC,77,0.5718132854578097,L-Concrete,0.12,0.0012,0.1,1580124
SKCM,29,0.7580645161290323,L-Concrete,0.12,0.0012,0.1,1580124
STAD,105,0.4079912023460411,L-Concrete,0.12,0.0012,0.1,1580124
TGCT,40,0.8611111111111112,L-Concrete,0.12,0.0012,0.1,1580124
THCA,150,0.74375,L-Concrete,0.12,0.0012,0.1,1580124
THYM,35,0.76,L-Concrete,0.12,0.0012,0.1,1580124
UCEC,162,0.6924435028248588,L-Concrete,0.12,0.0012,0.1,1580124
UCS,16,0.5679012345679012,L-Concrete,0.12,0.0012,0.1,1580124
UVM,24,0.6272727272727273,L-Concrete,0.12,0.0012,0.1,1580124
ACC,24,0.8646616541353384,L-Concrete,0.12,0.0012,0.1,1580125
BLCA,121,0.6674168542135533,L-Concrete,0.12,0.0012,0.1,1580125
BRCA,321,0.6354947526236882,L-Concrete,0.12,0.0012,0.1,1580125
CESC,87,0.4600638977635782,L-Concrete,0.12,0.0012,0.1,1580125
CHOL,11,0.5757575757575758,L-Concrete,0.12,0.0012,0.1,1580125
COAD,130,0.5604622368964094,L-Concrete,0.12,0.0012,0.1,1580125
DLBC,14,0.5555555555555556,L-Concrete,0.12,0.0012,0.1,1580125
ESCA,48,0.5877659574468085,L-Concrete,0.12,0.0012,0.1,1580125
GBM,46,0.5681818181818182,L-Concrete,0.12,0.0012,0.1,1580125
HNSC,150,0.5292740046838408,L-Concrete,0.12,0.0012,0.1,1580125
KICH,19,0.8275862068965517,L-Concrete,0.12,0.0012,0.1,1580125
KIRC,158,0.6597372033732104,L-Concrete,0.12,0.0012,0.1,1580125
KIRP,85,0.8610271903323263,L-Concrete,0.12,0.0012,0.1,1580125
LGG,152,0.756463094792057,L-Concrete,0.12,0.0012,0.1,1580125
LIHC,110,0.5403286034353996,L-Concrete,0.12,0.0012,0.1,1580125
LUAD,150,0.5738831615120275,L-Concrete,0.12,0.0012,0.1,1580125
LUSC,148,0.531547619047619,L-Concrete,0.12,0.0012,0.1,1580125
MESO,25,0.6678200692041523,L-Concrete,0.12,0.0012,0.1,1580125
OV,112,0.5384187082405345,L-Concrete,0.12,0.0012,0.1,1580125
PAAD,53,0.6387832699619772,L-Concrete,0.12,0.0012,0.1,1580125
PCPG,53,0.7666666666666667,L-Concrete,0.12,0.0012,0.1,1580125
PRAD,149,0.2321428571428571,L-Concrete,0.12,0.0012,0.1,1580125
READ,47,0.5539906103286385,L-Concrete,0.12,0.0012,0.1,1580125
SARC,77,0.604129263913824,L-Concrete,0.12,0.0012,0.1,1580125
SKCM,29,0.4354838709677419,L-Concrete,0.12,0.0012,0.1,1580125
STAD,105,0.5285923753665689,L-Concrete,0.12,0.0012,0.1,1580125
TGCT,40,0.6666666666666666,L-Concrete,0.12,0.0012,0.1,1580125
THCA,150,0.6875,L-Concrete,0.12,0.0012,0.1,1580125
THYM,35,0.74,L-Concrete,0.12,0.0012,0.1,1580125
UCEC,162,0.682909604519774,L-Concrete,0.12,0.0012,0.1,1580125
UCS,16,0.5061728395061729,L-Concrete,0.12,0.0012,0.1,1580125
UVM,24,0.7363636363636363,L-Concrete,0.12,0.0012,0.1,1580125
ACC,24,0.7744360902255639,LSPIN,0.2,0.0012,0.0,123
BLCA,121,0.5571392848212053,LSPIN,0.2,0.0012,0.0,123
BRCA,321,0.611319340329835,LSPIN,0.2,0.0012,0.0,123
CESC,87,0.7539936102236422,LSPIN,0.2,0.0012,0.0,123
CHOL,11,0.3636363636363636,LSPIN,0.2,0.0012,0.0,123
COAD,130,0.4696657036731325,LSPIN,0.2,0.0012,0.0,123
DLBC,14,0.5111111111111111,LSPIN,0.2,0.0012,0.0,123
ESCA,48,0.6728723404255319,LSPIN,0.2,0.0012,0.0,123
GBM,46,0.5707070707070707,LSPIN,0.2,0.0012,0.0,123
HNSC,150,0.5813817330210773,LSPIN,0.2,0.0012,0.0,123
KICH,19,0.8620689655172413,LSPIN,0.2,0.0012,0.0,123
KIRC,158,0.6144342027848598,LSPIN,0.2,0.0012,0.0,123
KIRP,85,0.8761329305135952,LSPIN,0.2,0.0012,0.0,123
LGG,152,0.7695766204571001,LSPIN,0.2,0.0012,0.0,123
LIHC,110,0.6747572815533981,LSPIN,0.2,0.0012,0.0,123
LUAD,150,0.6179502728926622,LSPIN,0.2,0.0012,0.0,123
LUSC,148,0.5267857142857143,LSPIN,0.2,0.0012,0.0,123
MESO,25,0.7197231833910035,LSPIN,0.2,0.0012,0.0,123
OV,112,0.5413418708240535,LSPIN,0.2,0.0012,0.0,123
PAAD,53,0.752851711026616,LSPIN,0.2,0.0012,0.0,123
PCPG,53,0.8,LSPIN,0.2,0.0012,0.0,123
PRAD,149,0.0982142857142857,LSPIN,0.2,0.0012,0.0,123
READ,47,0.4788732394366197,LSPIN,0.2,0.0012,0.0,123
SARC,77,0.6274685816876122,LSPIN,0.2,0.0012,0.0,123
SKCM,29,0.4838709677419355,LSPIN,0.2,0.0012,0.0,123
STAD,105,0.5075146627565983,LSPIN,0.2,0.0012,0.0,123
TGCT,40,0.7222222222222222,LSPIN,0.2,0.0012,0.0,123
THCA,150,0.740625,LSPIN,0.2,0.0012,0.0,123
THYM,35,0.82,LSPIN,0.2,0.0012,0.0,123
UCEC,162,0.6938559322033898,LSPIN,0.2,0.0012,0.0,123
UCS,16,0.5061728395061729,LSPIN,0.2,0.0012,0.0,123
UVM,24,0.6909090909090909,LSPIN,0.2,0.0012,0.0,123
ACC,24,0.8571428571428571,LSPIN,0.2,0.0012,0.0,124
BLCA,121,0.6086521630407602,LSPIN,0.2,0.0012,0.0,124
BRCA,321,0.6353073463268366,LSPIN,0.2,0.0012,0.0,124
CESC,87,0.65814696485623,LSPIN,0.2,0.0012,0.0,124
CHOL,11,0.5151515151515151,LSPIN,0.2,0.0012,0.0,124
COAD,130,0.5385885266198926,LSPIN,0.2,0.0012,0.0,124
DLBC,14,0.7111111111111111,LSPIN,0.2,0.0012,0.0,124
ESCA,48,0.5664893617021277,LSPIN,0.2,0.0012,0.0,124
GBM,46,0.5606060606060606,LSPIN,0.2,0.0012,0.0,124
HNSC,150,0.617096018735363,LSPIN,0.2,0.0012,0.0,124
KICH,19,0.896551724137931,LSPIN,0.2,0.0012,0.0,124
KIRC,158,0.6471857226907237,LSPIN,0.2,0.0012,0.0,124
KIRP,85,0.8126888217522659,LSPIN,0.2,0.0012,0.0,124
LGG,152,0.7823154739602848,LSPIN,0.2,0.0012,0.0,124
LIHC,110,0.6228528752800597,LSPIN,0.2,0.0012,0.0,124
LUAD,150,0.6454416818273702,LSPIN,0.2,0.0012,0.0,124
LUSC,148,0.5567460317460318,LSPIN,0.2,0.0012,0.0,124
MESO,25,0.6747404844290658,LSPIN,0.2,0.0012,0.0,124
OV,112,0.6130289532293987,LSPIN,0.2,0.0012,0.0,124
PAAD,53,0.7452471482889734,LSPIN,0.2,0.0012,0.0,124
PCPG,53,0.7333333333333333,LSPIN,0.2,0.0012,0.0,124
PRAD,149,0.2678571428571428,LSPIN,0.2,0.0012,0.0,124
READ,47,0.488262910798122,LSPIN,0.2,0.0012,0.0,124
SARC,77,0.6409335727109515,LSPIN,0.2,0.0012,0.0,124
SKCM,29,0.2258064516129032,LSPIN,0.2,0.0012,0.0,124
STAD,105,0.4849706744868035,LSPIN,0.2,0.0012,0.0,124
TGCT,40,0.1388888888888889,LSPIN,0.2,0.0012,0.0,124
THCA,150,0.71875,LSPIN,0.2,0.0012,0.0,124
THYM,35,0.92,LSPIN,0.2,0.0012,0.0,124
UCEC,162,0.6719632768361582,LSPIN,0.2,0.0012,0.0,124
UCS,16,0.4320987654320987,LSPIN,0.2,0.0012,0.0,124
UVM,24,0.7181818181818181,LSPIN,0.2,0.0012,0.0,124
ACC,24,0.7518796992481203,LSPIN,0.2,0.0012,0.0,125
BLCA,121,0.6284071017754439,LSPIN,0.2,0.0012,0.0,125
BRCA,321,0.6126311844077961,LSPIN,0.2,0.0012,0.0,125
CESC,87,0.6629392971246006,LSPIN,0.2,0.0012,0.0,125
CHOL,11,0.5151515151515151,LSPIN,0.2,0.0012,0.0,125
COAD,130,0.5266198926950062,LSPIN,0.2,0.0012,0.0,125
DLBC,14,0.4888888888888889,LSPIN,0.2,0.0012,0.0,125
ESCA,48,0.5718085106382979,LSPIN,0.2,0.0012,0.0,125
GBM,46,0.5429292929292929,LSPIN,0.2,0.0012,0.0,125
HNSC,150,0.5480093676814989,LSPIN,0.2,0.0012,0.0,125
KICH,19,0.9655172413793104,LSPIN,0.2,0.0012,0.0,125
KIRC,158,0.6456167876054129,LSPIN,0.2,0.0012,0.0,125
KIRP,85,0.8323262839879154,LSPIN,0.2,0.0012,0.0,125
LGG,152,0.7560884226301986,LSPIN,0.2,0.0012,0.0,125
LIHC,110,0.6303211351755041,LSPIN,0.2,0.0012,0.0,125
LUAD,150,0.613705275924803,LSPIN,0.2,0.0012,0.0,125
LUSC,148,0.5003968253968254,LSPIN,0.2,0.0012,0.0,125
MESO,25,0.7335640138408305,LSPIN,0.2,0.0012,0.0,125
OV,112,0.5314587973273942,LSPIN,0.2,0.0012,0.0,125
PAAD,53,0.6844106463878327,LSPIN,0.2,0.0012,0.0,125
PCPG,53,0.9,LSPIN,0.2,0.0012,0.0,125
PRAD,149,0.3303571428571428,LSPIN,0.2,0.0012,0.0,125
READ,47,0.5633802816901409,LSPIN,0.2,0.0012,0.0,125
SARC,77,0.6122082585278277,LSPIN,0.2,0.0012,0.0,125
SKCM,29,0.4596774193548387,LSPIN,0.2,0.0012,0.0,125
STAD,105,0.5388563049853372,LSPIN,0.2,0.0012,0.0,125
TGCT,40,0.5833333333333334,LSPIN,0.2,0.0012,0.0,125
THCA,150,0.7890625,LSPIN,0.2,0.0012,0.0,125
THYM,35,0.9,LSPIN,0.2,0.0012,0.0,125
UCEC,162,0.6924435028248588,LSPIN,0.2,0.0012,0.0,125
UCS,16,0.5061728395061729,LSPIN,0.2,0.0012,0.0,125
UVM,24,0.6818181818181818,LSPIN,0.2,0.0012,0.0,125
ACC,24,0.8796992481203008,LSPIN,0.2,0.0009,0.0,40123
BLCA,121,0.6004001000250062,LSPIN,0.2,0.0009,0.0,40123
BRCA,321,0.6131934032983508,LSPIN,0.2,0.0009,0.0,40123
CESC,87,0.65814696485623,LSPIN,0.2,0.0009,0.0,40123
CHOL,11,0.4848484848484848,LSPIN,0.2,0.0009,0.0,40123
COAD,130,0.5765579859678085,LSPIN,0.2,0.0009,0.0,40123
DLBC,14,0.4444444444444444,LSPIN,0.2,0.0009,0.0,40123
ESCA,48,0.6117021276595744,LSPIN,0.2,0.0009,0.0,40123
GBM,46,0.5227272727272727,LSPIN,0.2,0.0009,0.0,40123
HNSC,150,0.5707594513215122,LSPIN,0.2,0.0009,0.0,40123
KICH,19,1.0,LSPIN,0.2,0.0009,0.0,40123
KIRC,158,0.6660129437144539,LSPIN,0.2,0.0009,0.0,40123
KIRP,85,0.8700906344410876,LSPIN,0.2,0.0009,0.0,40123
LGG,152,0.7632071937055077,LSPIN,0.2,0.0009,0.0,40123
LIHC,110,0.6206123973114265,LSPIN,0.2,0.0009,0.0,40123
LUAD,150,0.6533252476248231,LSPIN,0.2,0.0009,0.0,40123
LUSC,148,0.5658730158730159,LSPIN,0.2,0.0009,0.0,40123
MESO,25,0.7647058823529411,LSPIN,0.2,0.0009,0.0,40123
OV,112,0.5467706013363028,LSPIN,0.2,0.0009,0.0,40123
PAAD,53,0.6907477820025348,LSPIN,0.2,0.0009,0.0,40123
PCPG,53,0.8333333333333334,LSPIN,0.2,0.0009,0.0,40123
PRAD,149,0.1339285714285714,LSPIN,0.2,0.0009,0.0,40123
READ,47,0.5868544600938967,LSPIN,0.2,0.0009,0.0,40123
SARC,77,0.651705565529623,LSPIN,0.2,0.0009,0.0,40123
SKCM,29,0.4354838709677419,LSPIN,0.2,0.0009,0.0,40123
STAD,105,0.5194281524926686,LSPIN,0.2,0.0009,0.0,40123
