histology,n_test,cindex,model_family,gate_sigma,lambda_sparse,lambda_sample_smooth,seed
OV,112,0.5114142538975501,L-LSPIN,0.17,0.0014,0.1,700124
PAAD,53,0.5741444866920152,L-LSPIN,0.17,0.0014,0.1,700124
PCPG,53,0.3333333333333333,L-LSPIN,0.17,0.0014,0.1,700124
PRAD,149,0.1785714285714285,L-LSPIN,0.17,0.0014,0.1,700124
READ,47,0.4976525821596244,L-LSPIN,0.17,0.0014,0.1,700124
SARC,77,0.5718132854578097,L-LSPIN,0.17,0.0014,0.1,700124
SKCM,29,0.6048387096774194,L-LSPIN,0.17,0.0014,0.1,700124
STAD,105,0.4277859237536657,L-LSPIN,0.17,0.0014,0.1,700124
TGCT,40,0.4722222222222222,L-LSPIN,0.17,0.0014,0.1,700124
THCA,150,0.7359375,L-LSPIN,0.17,0.0014,0.1,700124
THYM,35,0.78,L-LSPIN,0.17,0.0014,0.1,700124
UCEC,162,0.7040960451977402,L-LSPIN,0.17,0.0014,0.1,700124
UCS,16,0.5555555555555556,L-LSPIN,0.17,0.0014,0.1,700124
UVM,24,0.5818181818181818,L-LSPIN,0.17,0.0014,0.1,700124
ACC,24,0.7368421052631579,L-LSPIN,0.17,0.0014,0.1,700125
BLCA,121,0.5743935983995999,L-LSPIN,0.17,0.0014,0.1,700125
BRCA,321,0.7308845577211395,L-LSPIN,0.17,0.0014,0.1,700125
CESC,87,0.670926517571885,L-LSPIN,0.17,0.0014,0.1,700125
CHOL,11,0.696969696969697,L-LSPIN,0.17,0.0014,0.1,700125
COAD,130,0.5196037969459348,L-LSPIN,0.17,0.0014,0.1,700125
DLBC,14,0.7555555555555555,L-LSPIN,0.17,0.0014,0.1,700125
ESCA,48,0.6276595744680851,L-LSPIN,0.17,0.0014,0.1,700125
GBM,46,0.5340909090909091,L-LSPIN,0.17,0.0014,0.1,700125
HNSC,150,0.5045165607226497,L-LSPIN,0.17,0.0014,0.1,700125
KICH,19,0.9310344827586208,L-LSPIN,0.17,0.0014,0.1,700125
KIRC,158,0.6528731123749755,L-LSPIN,0.17,0.0014,0.1,700125
KIRP,85,0.8172205438066465,L-LSPIN,0.17,0.0014,0.1,700125
LGG,152,0.7189958786062196,L-LSPIN,0.17,0.0014,0.1,700125
LIHC,110,0.6183719193427931,L-LSPIN,0.17,0.0014,0.1,700125
LUAD,150,0.56155245603396,L-LSPIN,0.17,0.0014,0.1,700125
LUSC,148,0.4914682539682539,L-LSPIN,0.17,0.0014,0.1,700125
MESO,25,0.6608996539792388,L-LSPIN,0.17,0.0014,0.1,700125
OV,112,0.6194320712694877,L-LSPIN,0.17,0.0014,0.1,700125
PAAD,53,0.6514575411913816,L-LSPIN,0.17,0.0014,0.1,700125
PCPG,53,0.8666666666666667,L-LSPIN,0.17,0.0014,0.1,700125
PRAD,149,0.2946428571428571,L-LSPIN,0.17,0.0014,0.1,700125
READ,47,0.6572769953051644,L-LSPIN,0.17,0.0014,0.1,700125
SARC,77,0.6651705565529623,L-LSPIN,0.17,0.0014,0.1,700125
SKCM,29,0.6370967741935484,L-LSPIN,0.17,0.0014,0.1,700125
STAD,105,0.531158357771261,L-LSPIN,0.17,0.0014,0.1,700125
TGCT,40,0.6388888888888888,L-LSPIN,0.17,0.0014,0.1,700125
THCA,150,0.8140625,L-LSPIN,0.17,0.0014,0.1,700125
THYM,35,0.9,L-LSPIN,0.17,0.0014,0.1,700125
UCEC,162,0.6380649717514124,L-LSPIN,0.17,0.0014,0.1,700125
UCS,16,0.5925925925925926,L-LSPIN,0.17,0.0014,0.1,700125
UVM,24,0.7363636363636363,L-LSPIN,0.17,0.0014,0.1,700125
ACC,24,0.8045112781954887,L-LSPIN,0.17,0.0011,0.1,740123
BLCA,121,0.5541385346336584,L-LSPIN,0.17,0.0011,0.1,740123
BRCA,321,0.5577211394302849,L-LSPIN,0.17,0.0011,0.1,740123
CESC,87,0.5559105431309904,L-LSPIN,0.17,0.0011,0.1,740123
CHOL,11,0.4242424242424242,L-LSPIN,0.17,0.0011,0.1,740123
COAD,130,0.5517952950887329,L-LSPIN,0.17,0.0011,0.1,740123
DLBC,14,0.6444444444444445,L-LSPIN,0.17,0.0011,0.1,740123
ESCA,48,0.5851063829787234,L-LSPIN,0.17,0.0011,0.1,740123
GBM,46,0.601010101010101,L-LSPIN,0.17,0.0011,0.1,740123
HNSC,150,0.6164268986283038,L-LSPIN,0.17,0.0011,0.1,740123
KICH,19,0.6896551724137931,L-LSPIN,0.17,0.0011,0.1,740123
KIRC,158,0.6336536575799177,L-LSPIN,0.17,0.0011,0.1,740123
KIRP,85,0.8474320241691843,L-LSPIN,0.17,0.0011,0.1,740123
LGG,152,0.7459722742600224,L-LSPIN,0.17,0.0011,0.1,740123
LIHC,110,0.5395817774458551,L-LSPIN,0.17,0.0011,0.1,740123
LUAD,150,0.4891853648675965,L-LSPIN,0.17,0.0011,0.1,740123
LUSC,148,0.5549603174603175,L-LSPIN,0.17,0.0011,0.1,740123
MESO,25,0.6228373702422145,L-LSPIN,0.17,0.0011,0.1,740123
OV,112,0.5826837416481069,L-LSPIN,0.17,0.0011,0.1,740123
PAAD,53,0.632446134347275,L-LSPIN,0.17,0.0011,0.1,740123
PCPG,53,0.9,L-LSPIN,0.17,0.0011,0.1,740123
PRAD,149,0.2142857142857142,L-LSPIN,0.17,0.0011,0.1,740123
READ,47,0.4741784037558685,L-LSPIN,0.17,0.0011,0.1,740123
SARC,77,0.5969479353680431,L-LSPIN,0.17,0.0011,0.1,740123
SKCM,29,0.5161290322580645,L-LSPIN,0.17,0.0011,0.1,740123
STAD,105,0.4791055718475073,L-LSPIN,0.17,0.0011,0.1,740123
TGCT,40,0.7222222222222222,L-LSPIN,0.17,0.0011,0.1,740123
THCA,150,0.7890625,L-LSPIN,0.17,0.0011,0.1,740123
THYM,35,0.82,L-LSPIN,0.17,0.0011,0.1,740123
UCEC,162,0.606638418079096,L-LSPIN,0.17,0.0011,0.1,740123
UCS,16,0.4814814814814814,L-LSPIN,0.17,0.0011,0.1,740123
UVM,24,0.6181818181818182,L-LSPIN,0.17,0.0011,0.1,740123
ACC,24,0.6390977443609023,L-LSPIN,0.17,0.0011,0.1,740124
BLCA,121,0.6206551637909478,L-LSPIN,0.17,0.0011,0.1,740124
BRCA,321,0.592016491754123,L-LSPIN,0.17,0.0011,0.1,740124
CESC,87,0.6725239616613419,L-LSPIN,0.17,0.0011,0.1,740124
CHOL,11,0.5151515151515151,L-LSPIN,0.17,0.0011,0.1,740124
COAD,130,0.634750309533636,L-LSPIN,0.17,0.0011,0.1,740124
DLBC,14,0.6222222222222222,L-LSPIN,0.17,0.0011,0.1,740124
ESCA,48,0.574468085106383,L-LSPIN,0.17,0.0011,0.1,740124
GBM,46,0.5984848484848485,L-LSPIN,0.17,0.0011,0.1,740124
HNSC,150,0.6057209769153563,L-LSPIN,0.17,0.0011,0.1,740124
KICH,19,0.9310344827586208,L-LSPIN,0.17,0.0011,0.1,740124
KIRC,158,0.5748185918807609,L-LSPIN,0.17,0.0011,0.1,740124
KIRP,85,0.8262839879154078,L-LSPIN,0.17,0.0011,0.1,740124
LGG,152,0.6920194829524167,L-LSPIN,0.17,0.0011,0.1,740124
LIHC,110,0.6329350261389096,L-LSPIN,0.17,0.0011,0.1,740124
LUAD,150,0.6830402263998383,L-LSPIN,0.17,0.0011,0.1,740124
LUSC,148,0.5198412698412699,L-LSPIN,0.17,0.0011,0.1,740124
MESO,25,0.7958477508650519,L-LSPIN,0.17,0.0011,0.1,740124
OV,112,0.5598552338530067,L-LSPIN,0.17,0.0011,0.1,740124
PAAD,53,0.70595690747782,L-LSPIN,0.17,0.0011,0.1,740124
PCPG,53,0.4666666666666667,L-LSPIN,0.17,0.0011,0.1,740124
PRAD,149,0.25,L-LSPIN,0.17,0.0011,0.1,740124
READ,47,0.5821596244131455,L-LSPIN,0.17,0.0011,0.1,740124
SARC,77,0.6247755834829444,L-LSPIN,0.17,0.0011,0.1,740124
SKCM,29,0.5241935483870968,L-LSPIN,0.17,0.0011,0.1,740124
STAD,105,0.4571114369501466,L-LSPIN,0.17,0.0011,0.1,740124
TGCT,40,0.7222222222222222,L-LSPIN,0.17,0.0011,0.1,740124
THCA,150,0.746875,L-LSPIN,0.17,0.0011,0.1,740124
THYM,35,0.6,L-LSPIN,0.17,0.0011,0.1,740124
UCEC,162,0.711864406779661,L-LSPIN,0.17,0.0011,0.1,740124
UCS,16,0.7530864197530864,L-LSPIN,0.17,0.0011,0.1,740124
UVM,24,0.6727272727272727,L-LSPIN,0.17,0.0011,0.1,740124
ACC,24,0.8796992481203008,L-LSPIN,0.17,0.0011,0.1,740125
BLCA,121,0.6369092273068268,L-LSPIN,0.17,0.0011,0.1,740125
BRCA,321,0.606071964017991,L-LSPIN,0.17,0.0011,0.1,740125
CESC,87,0.5814696485623003,L-LSPIN,0.17,0.0011,0.1,740125
CHOL,11,0.4545454545454545,L-LSPIN,0.17,0.0011,0.1,740125
COAD,130,0.598018984729674,L-LSPIN,0.17,0.0011,0.1,740125
DLBC,14,0.5111111111111111,L-LSPIN,0.17,0.0011,0.1,740125
ESCA,48,0.5319148936170213,L-LSPIN,0.17,0.0011,0.1,740125
GBM,46,0.4671717171717172,L-LSPIN,0.17,0.0011,0.1,740125
HNSC,150,0.5389762462361994,L-LSPIN,0.17,0.0011,0.1,740125
KICH,19,0.9655172413793104,L-LSPIN,0.17,0.0011,0.1,740125
KIRC,158,0.5820749166503236,L-LSPIN,0.17,0.0011,0.1,740125
KIRP,85,0.7145015105740181,L-LSPIN,0.17,0.0011,0.1,740125
LGG,152,0.7759460472086924,L-LSPIN,0.17,0.0011,0.1,740125
LIHC,110,0.5892457057505601,L-LSPIN,0.17,0.0011,0.1,740125
LUAD,150,0.5712553062462098,L-LSPIN,0.17,0.0011,0.1,740125
LUSC,148,0.4803571428571428,L-LSPIN,0.17,0.0011,0.1,740125
MESO,25,0.6401384083044983,L-LSPIN,0.17,0.0011,0.1,740125
OV,112,0.486358574610245,L-LSPIN,0.17,0.0011,0.1,740125
PAAD,53,0.6996197718631179,L-LSPIN,0.17,0.0011,0.1,740125
PCPG,53,0.9666666666666668,L-LSPIN,0.17,0.0011,0.1,740125
PRAD,149,0.2053571428571428,L-LSPIN,0.17,0.0011,0.1,740125
READ,47,0.3943661971830985,L-LSPIN,0.17,0.0011,0.1,740125
SARC,77,0.5771992818671454,L-LSPIN,0.17,0.0011,0.1,740125
SKCM,29,0.5483870967741935,L-LSPIN,0.17,0.0011,0.1,740125
STAD,105,0.4684750733137829,L-LSPIN,0.17,0.0011,0.1,740125
TGCT,40,0.9444444444444444,L-LSPIN,0.17,0.0011,0.1,740125
THCA,150,0.7390625,L-LSPIN,0.17,0.0011,0.1,740125
THYM,35,0.52,L-LSPIN,0.17,0.0011,0.1,740125
UCEC,162,0.6101694915254238,L-LSPIN,0.17,0.0011,0.1,740125
UCS,16,0.5802469135802469,L-LSPIN,0.17,0.0011,0.1,740125
UVM,24,0.7,L-LSPIN,0.17,0.0011,0.1,740125
ACC,24,0.8345864661654135,L-LSPIN,0.17,0.0009,0.1,780123
BLCA,121,0.5513878469617405,L-LSPIN,0.17,0.0009,0.1,780123
BRCA,321,0.4962518740629685,L-LSPIN,0.17,0.0009,0.1,780123
CESC,87,0.5303514376996805,L-LSPIN,0.17,0.0009,0.1,780123
CHOL,11,0.6666666666666666,L-LSPIN,0.17,0.0009,0.1,780123
COAD,130,0.5641766405282708,L-LSPIN,0.17,0.0009,0.1,780123
DLBC,14,0.4666666666666667,L-LSPIN,0.17,0.0009,0.1,780123
ESCA,48,0.6117021276595744,L-LSPIN,0.17,0.0009,0.1,780123
GBM,46,0.5858585858585859,L-LSPIN,0.17,0.0009,0.1,780123
HNSC,150,0.5911676145868183,L-LSPIN,0.17,0.0009,0.1,780123
KICH,19,0.5517241379310345,L-LSPIN,0.17,0.0009,0.1,780123
KIRC,158,0.6130613845852128,L-LSPIN,0.17,0.0009,0.1,780123
KIRP,85,0.6601208459214502,L-LSPIN,0.17,0.0009,0.1,780123
LGG,152,0.7392281753465717,L-LSPIN,0.17,0.0009,0.1,780123
LIHC,110,0.6202389843166543,L-LSPIN,0.17,0.0009,0.1,780123
LUAD,150,0.5965231453406105,L-LSPIN,0.17,0.0009,0.1,780123
LUSC,148,0.5313492063492063,L-LSPIN,0.17,0.0009,0.1,780123
MESO,25,0.6332179930795848,L-LSPIN,0.17,0.0009,0.1,780123
OV,112,0.5737750556792873,L-LSPIN,0.17,0.0009,0.1,780123
PAAD,53,0.5817490494296578,L-LSPIN,0.17,0.0009,0.1,780123
PCPG,53,0.7,L-LSPIN,0.17,0.0009,0.1,780123
PRAD,149,0.3839285714285714,L-LSPIN,0.17,0.0009,0.1,780123
READ,47,0.431924882629108,L-LSPIN,0.17,0.0009,0.1,780123
SARC,77,0.6615798922800719,L-LSPIN,0.17,0.0009,0.1,780123
SKCM,29,0.6612903225806451,L-LSPIN,0.17,0.0009,0.1,780123
STAD,105,0.4783724340175953,L-LSPIN,0.17,0.0009,0.1,780123
TGCT,40,0.8611111111111112,L-LSPIN,0.17,0.0009,0.1,780123
THCA,150,0.6953125,L-LSPIN,0.17,0.0009,0.1,780123
THYM,35,0.86,L-LSPIN,0.17,0.0009,0.1,780123
UCEC,162,0.6945621468926554,L-LSPIN,0.17,0.0009,0.1,780123
UCS,16,0.4814814814814814,L-LSPIN,0.17,0.0009,0.1,780123
UVM,24,0.7272727272727273,L-LSPIN,0.17,0.0009,0.1,780123
ACC,24,0.7142857142857143,L-LSPIN,0.17,0.0009,0.1,780124
BLCA,121,0.6151537884471118,L-LSPIN,0.17,0.0009,0.1,780124
BRCA,321,0.6008245877061469,L-LSPIN,0.17,0.0009,0.1,780124
CESC,87,0.6325878594249201,L-LSPIN,0.17,0.0009,0.1,780124
CHOL,11,0.7272727272727273,L-LSPIN,0.17,0.0009,0.1,780124
COAD,130,0.585224927775485,L-LSPIN,0.17,0.0009,0.1,780124
DLBC,14,0.5777777777777777,L-LSPIN,0.17,0.0009,0.1,780124
ESCA,48,0.4202127659574468,L-LSPIN,0.17,0.0009,0.1,780124
GBM,46,0.5290404040404041,L-LSPIN,0.17,0.0009,0.1,780124
HNSC,150,0.5787888926062228,L-LSPIN,0.17,0.0009,0.1,780124
KICH,19,0.9655172413793104,L-LSPIN,0.17,0.0009,0.1,780124
KIRC,158,0.6573838007452442,L-LSPIN,0.17,0.0009,0.1,780124
KIRP,85,0.8157099697885196,L-LSPIN,0.17,0.0009,0.1,780124
LGG,152,0.720494567253653,L-LSPIN,0.17,0.0009,0.1,780124
LIHC,110,0.5929798356982823,L-LSPIN,0.17,0.0009,0.1,780124
LUAD,150,0.5696381645441682,L-LSPIN,0.17,0.0009,0.1,780124
LUSC,148,0.4599206349206349,L-LSPIN,0.17,0.0009,0.1,780124
MESO,25,0.7231833910034602,L-LSPIN,0.17,0.0009,0.1,780124
OV,112,0.5537305122494433,L-LSPIN,0.17,0.0009,0.1,780124
PAAD,53,0.5855513307984791,L-LSPIN,0.17,0.0009,0.1,780124
PCPG,53,0.3666666666666666,L-LSPIN,0.17,0.0009,0.1,780124
PRAD,149,0.3035714285714285,L-LSPIN,0.17,0.0009,0.1,780124
READ,47,0.3098591549295774,L-LSPIN,0.17,0.0009,0.1,780124
SARC,77,0.6175942549371634,L-LSPIN,0.17,0.0009,0.1,780124
SKCM,29,0.6370967741935484,L-LSPIN,0.17,0.0009,0.1,780124
STAD,105,0.4978005865102639,L-LSPIN,0.17,0.0009,0.1,780124
TGCT,40,0.6944444444444444,L-LSPIN,0.17,0.0009,0.1,780124
THCA,150,0.8375,L-LSPIN,0.17,0.0009,0.1,780124
THYM,35,0.34,L-LSPIN,0.17,0.0009,0.1,780124
UCEC,162,0.6528954802259888,L-LSPIN,0.17,0.0009,0.1,780124
UCS,16,0.6172839506172839,L-LSPIN,0.17,0.0009,0.1,780124
UVM,24,0.8454545454545455,L-LSPIN,0.17,0.0009,0.1,780124
ACC,24,0.7518796992481203,L-LSPIN,0.17,0.0009,0.1,780125
BLCA,121,0.6634158539634909,L-LSPIN,0.17,0.0009,0.1,780125
BRCA,321,0.6268740629685158,L-LSPIN,0.17,0.0009,0.1,780125
CESC,87,0.7012779552715654,L-LSPIN,0.17,0.0009,0.1,780125
CHOL,11,0.4848484848484848,L-LSPIN,0.17,0.0009,0.1,780125
COAD,130,0.5456046223689641,L-LSPIN,0.17,0.0009,0.1,780125
DLBC,14,0.6222222222222222,L-LSPIN,0.17,0.0009,0.1,780125
ESCA,48,0.6063829787234043,L-LSPIN,0.17,0.0009,0.1,780125
GBM,46,0.5883838383838383,L-LSPIN,0.17,0.0009,0.1,780125
HNSC,150,0.6072264971562396,L-LSPIN,0.17,0.0009,0.1,780125
KICH,19,0.7931034482758621,L-LSPIN,0.17,0.0009,0.1,780125
KIRC,158,0.5018631104138066,L-LSPIN,0.17,0.0009,0.1,780125
KIRP,85,0.7915407854984894,L-LSPIN,0.17,0.0009,0.1,780125
LGG,152,0.7991757212439116,L-LSPIN,0.17,0.0009,0.1,780125
LIHC,110,0.6015683345780433,L-LSPIN,0.17,0.0009,0.1,780125
LUAD,150,0.6668688093794218,L-LSPIN,0.17,0.0009,0.1,780125
LUSC,148,0.5686507936507936,L-LSPIN,0.17,0.0009,0.1,780125
MESO,25,0.7093425605536332,L-LSPIN,0.17,0.0009,0.1,780125
OV,112,0.5996659242761693,L-LSPIN,0.17,0.0009,0.1,780125
PAAD,53,0.6958174904942965,L-LSPIN,0.17,0.0009,0.1,780125
PCPG,53,0.4333333333333333,L-LSPIN,0.17,0.0009,0.1,780125
PRAD,149,0.2410714285714285,L-LSPIN,0.17,0.0009,0.1,780125
READ,47,0.7136150234741784,L-LSPIN,0.17,0.0009,0.1,780125
SARC,77,0.5789946140035906,L-LSPIN,0.17,0.0009,0.1,780125
SKCM,29,0.7741935483870968,L-LSPIN,0.17,0.0009,0.1,780125
STAD,105,0.4178885630498534,L-LSPIN,0.17,0.0009,0.1,780125
TGCT,40,0.8055555555555556,L-LSPIN,0.17,0.0009,0.1,780125
THCA,150,0.809375,L-LSPIN,0.17,0.0009,0.1,780125
THYM,35,0.72,L-LSPIN,0.17,0.0009,0.1,780125
UCEC,162,0.6278248587570622,L-LSPIN,0.17,0.0009,0.1,780125
UCS,16,0.5679012345679012,L-LSPIN,0.17,0.0009,0.1,780125
UVM,24,0.7181818181818181,L-LSPIN,0.17,0.0009,0.1,780125
ACC,24,0.7593984962406015,Concrete,0.15,0.002,0.1,820123
BLCA,121,0.6429107276819205,Concrete,0.15,0.002,0.1,820123
BRCA,321,0.6491754122938531,Concrete,0.15,0.002,0.1,820123
CESC,87,0.6054313099041534,Concrete,0.15,0.002,0.1,820123
CHOL,11,0.303030303030303,Concrete,0.15,0.002,0.1,820123
COAD,130,0.4671894345852249,Concrete,0.15,0.002,0.1,820123
DLBC,14,0.4,Concrete,0.15,0.002,0.1,820123
ESCA,48,0.6462765957446809,Concrete,0.15,0.002,0.1,820123
GBM,46,0.571969696969697,Concrete,0.15,0.002,0.1,820123
HNSC,150,0.580294412847106,Concrete,0.15,0.002,0.1,820123
KICH,19,0.8620689655172413,Concrete,0.15,0.002,0.1,820123
KIRC,158,0.6224749950970778,Concrete,0.15,0.002,0.1,820123
KIRP,85,0.8700906344410876,Concrete,0.15,0.002,0.1,820123
LGG,152,0.7534657174971899,Concrete,0.15,0.002,0.1,820123
LIHC,110,0.6348020911127707,Concrete,0.15,0.002,0.1,820123
LUAD,150,0.6517081059227815,Concrete,0.15,0.002,0.1,820123
LUSC,148,0.5386904761904762,Concrete,0.15,0.002,0.1,820123
MESO,25,0.6851211072664359,Concrete,0.15,0.002,0.1,820123
OV,112,0.5058463251670379,Concrete,0.15,0.002,0.1,820123
PAAD,53,0.7046894803548795,Concrete,0.15,0.002,0.1,820123
PCPG,53,0.7,Concrete,0.15,0.002,0.1,820123
PRAD,149,0.3392857142857143,Concrete,0.15,0.002,0.1,820123
READ,47,0.7089201877934272,Concrete,0.15,0.002,0.1,820123
SARC,77,0.7127468581687613,Concrete,0.15,0.002,0.1,820123
SKCM,29,0.3467741935483871,Concrete,0.15,0.002,0.1,820123
STAD,105,0.5414222873900293,Concrete,0.15,0.002,0.1,820123
TGCT,40,0.5833333333333334,Concrete,0.15,0.002,0.1,820123
THCA,150,0.5859375,Concrete,0.15,0.002,0.1,820123
THYM,35,0.7,Concrete,0.15,0.002,0.1,820123
UCEC,162,0.6094632768361582,Concrete,0.15,0.002,0.1,820123
UCS,16,0.4074074074074074,Concrete,0.15,0.002,0.1,820123
UVM,24,0.7909090909090909,Concrete,0.15,0.002,0.1,820123
ACC,24,0.8045112781954887,Concrete,0.15,0.002,0.1,820124
BLCA,121,0.5786446611652913,Concrete,0.15,0.002,0.1,820124
BRCA,321,0.7162668665667167,Concrete,0.15,0.002,0.1,820124
CESC,87,0.6725239616613419,Concrete,0.15,0.002,0.1,820124
CHOL,11,0.3636363636363636,Concrete,0.15,0.002,0.1,820124
COAD,130,0.5877011968633925,Concrete,0.15,0.002,0.1,820124
DLBC,14,0.4666666666666667,Concrete,0.15,0.002,0.1,820124
ESCA,48,0.6037234042553191,Concrete,0.15,0.002,0.1,820124
GBM,46,0.494949494949495,Concrete,0.15,0.002,0.1,820124
HNSC,150,0.5710940113750418,Concrete,0.15,0.002,0.1,820124
KICH,19,1.0,Concrete,0.15,0.002,0.1,820124
KIRC,158,0.6428711512061188,Concrete,0.15,0.002,0.1,820124
KIRP,85,0.8972809667673716,Concrete,0.15,0.002,0.1,820124
LGG,152,0.7647058823529411,Concrete,0.15,0.002,0.1,820124
LIHC,110,0.6579536967886482,Concrete,0.15,0.002,0.1,820124
LUAD,150,0.6911259349100465,Concrete,0.15,0.002,0.1,820124
LUSC,148,0.5373015873015873,Concrete,0.15,0.002,0.1,820124
MESO,25,0.7197231833910035,Concrete,0.15,0.002,0.1,820124
OV,112,0.5192093541202673,Concrete,0.15,0.002,0.1,820124
PAAD,53,0.6742712294043093,Concrete,0.15,0.002,0.1,820124
PCPG,53,0.9666666666666668,Concrete,0.15,0.002,0.1,820124
PRAD,149,0.1339285714285714,Concrete,0.15,0.002,0.1,820124
READ,47,0.5915492957746479,Concrete,0.15,0.002,0.1,820124
SARC,77,0.7145421903052065,Concrete,0.15,0.002,0.1,820124
SKCM,29,0.4032258064516129,Concrete,0.15,0.002,0.1,820124
STAD,105,0.593841642228739,Concrete,0.15,0.002,0.1,820124
TGCT,40,0.5277777777777778,Concrete,0.15,0.002,0.1,820124
THCA,150,0.8328125,Concrete,0.15,0.002,0.1,820124
THYM,35,0.94,Concrete,0.15,0.002,0.1,820124
UCEC,162,0.663135593220339,Concrete,0.15,0.002,0.1,820124
UCS,16,0.382716049382716,Concrete,0.15,0.002,0.1,820124
UVM,24,0.5727272727272728,Concrete,0.15,0.002,0.1,820124
ACC,24,0.8045112781954887,Concrete,0.15,0.002,0.1,820125
BLCA,121,0.5391347836959239,Concrete,0.15,0.002,0.1,820125
BRCA,321,0.6694152923538231,Concrete,0.15,0.002,0.1,820125
CESC,87,0.6086261980830671,Concrete,0.15,0.002,0.1,820125
CHOL,11,0.6060606060606061,Concrete,0.15,0.002,0.1,820125
COAD,130,0.5571605447791993,Concrete,0.15,0.002,0.1,820125
DLBC,14,0.3777777777777777,Concrete,0.15,0.002,0.1,820125
ESCA,48,0.5930851063829787,Concrete,0.15,0.002,0.1,820125
GBM,46,0.6022727272727273,Concrete,0.15,0.002,0.1,820125
HNSC,150,0.562395449983272,Concrete,0.15,0.002,0.1,820125
KICH,19,0.9655172413793104,Concrete,0.15,0.002,0.1,820125
KIRC,158,0.6422828005491272,Concrete,0.15,0.002,0.1,820125
KIRP,85,0.8293051359516617,Concrete,0.15,0.002,0.1,820125
LGG,152,0.772573997751967,Concrete,0.15,0.002,0.1,820125
LIHC,110,0.6321882001493652,Concrete,0.15,0.002,0.1,820125
LUAD,150,0.6296745502324641,Concrete,0.15,0.002,0.1,820125
LUSC,148,0.4950396825396825,Concrete,0.15,0.002,0.1,820125
MESO,25,0.7474048442906575,Concrete,0.15,0.002,0.1,820125
OV,112,0.513641425389755,Concrete,0.15,0.002,0.1,820125
PAAD,53,0.6451204055766794,Concrete,0.15,0.002,0.1,820125
PCPG,53,0.9666666666666668,Concrete,0.15,0.002,0.1,820125
PRAD,149,0.1964285714285714,Concrete,0.15,0.002,0.1,820125
READ,47,0.5821596244131455,Concrete,0.15,0.002,0.1,820125
SARC,77,0.7091561938958707,Concrete,0.15,0.002,0.1,820125
SKCM,29,0.4516129032258064,Concrete,0.15,0.002,0.1,820125
STAD,105,0.5553519061583577,Concrete,0.15,0.002,0.1,820125
TGCT,40,0.3055555555555556,Concrete,0.15,0.002,0.1,820125
THCA,150,0.66875,Concrete,0.15,0.002,0.1,820125
THYM,35,0.74,Concrete,0.15,0.002,0.1,820125
UCEC,162,0.679731638418079,Concrete,0.15,0.002,0.1,820125
UCS,16,0.5432098765432098,Concrete,0.15,0.002,0.1,820125
UVM,24,0.6727272727272727,Concrete,0.15,0.002,0.1,820125
ACC,24,0.7518796992481203,Concrete,0.15,0.0017,0.1,860123
BLCA,121,0.5033758439609902,Concrete,0.15,0.0017,0.1,860123
BRCA,321,0.6126311844077961,Concrete,0.15,0.0017,0.1,860123
CESC,87,0.6613418530351438,Concrete,0.15,0.0017,0.1,860123
CHOL,11,0.5151515151515151,Concrete,0.15,0.0017,0.1,860123
COAD,130,0.5241436236070987,Concrete,0.15,0.0017,0.1,860123
DLBC,14,0.3777777777777777,Concrete,0.15,0.0017,0.1,860123
ESCA,48,0.526595744680851,Concrete,0.15,0.0017,0.1,860123
GBM,46,0.5707070707070707,Concrete,0.15,0.0017,0.1,860123
HNSC,150,0.5538641686182669,Concrete,0.15,0.0017,0.1,860123
KICH,19,0.8620689655172413,Concrete,0.15,0.0017,0.1,860123
KIRC,158,0.6632673073151598,Concrete,0.15,0.0017,0.1,860123
KIRP,85,0.850453172205438,Concrete,0.15,0.0017,0.1,860123
LGG,152,0.7560884226301986,Concrete,0.15,0.0017,0.1,860123
LIHC,110,0.6381628080657207,Concrete,0.15,0.0017,0.1,860123
LUAD,150,0.6329088336365474,Concrete,0.15,0.0017,0.1,860123
LUSC,148,0.515079365079365,Concrete,0.15,0.0017,0.1,860123
MESO,25,0.6851211072664359,Concrete,0.15,0.0017,0.1,860123
OV,112,0.5400890868596881,Concrete,0.15,0.0017,0.1,860123
PAAD,53,0.7465145754119138,Concrete,0.15,0.0017,0.1,860123
PCPG,53,0.6333333333333333,Concrete,0.15,0.0017,0.1,860123
PRAD,149,0.2857142857142857,Concrete,0.15,0.0017,0.1,860123
READ,47,0.6384976525821596,Concrete,0.15,0.0017,0.1,860123
SARC,77,0.5628366247755835,Concrete,0.15,0.0017,0.1,860123
SKCM,29,0.6451612903225806,Concrete,0.15,0.0017,0.1,860123
STAD,105,0.4743401759530792,Concrete,0.15,0.0017,0.1,860123
TGCT,40,0.9166666666666666,Concrete,0.15,0.0017,0.1,860123
THCA,150,0.6875,Concrete,0.15,0.0017,0.1,860123
THYM,35,0.76,Concrete,0.15,0.0017,0.1,860123
UCEC,162,0.6182909604519774,Concrete,0.15,0.0017,0.1,860123
UCS,16,0.4814814814814814,Concrete,0.15,0.0017,0.1,860123
UVM,24,0.6454545454545455,Concrete,0.15,0.0017,0.1,860123
ACC,24,0.7593984962406015,Concrete,0.15,0.0017,0.1,860124
BLCA,121,0.6356589147286822,Concrete,0.15,0.0017,0.1,860124
BRCA,321,0.6441154422788605,Concrete,0.15,0.0017,0.1,860124
CESC,87,0.7124600638977636,Concrete,0.15,0.0017,0.1,860124
