model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
L-Concrete,concrete,0.15,0.0018,0.15,1,2,0.5469359140661723,0.5744704153665904
L-Concrete,concrete,0.15,0.0014,0.15,0,1,0.4491875765063242,0.5810871148022124
L-Concrete,concrete,0.15,0.0014,0.15,0,2,0.4134178112682632,0.5323982309278857
L-Concrete,concrete,0.15,0.0014,0.15,1,2,0.4477281976121289,0.5593978584580814
L-Concrete,concrete,0.15,0.0012,0.15,0,1,0.418184463136769,0.54679584329874
L-Concrete,concrete,0.15,0.0012,0.15,0,2,0.2862643648959493,0.4781422163172003
L-Concrete,concrete,0.15,0.0012,0.15,1,2,0.4487632647866087,0.5062711827501974
L-Concrete,concrete,0.12,0.003,0.15,0,1,0.5670703357864298,0.5989895321682979
L-Concrete,concrete,0.12,0.003,0.15,0,2,0.5006368382655474,0.6313440060036147
L-Concrete,concrete,0.12,0.003,0.15,1,2,0.3011638490150802,0.456111117360968
L-Concrete,concrete,0.12,0.0023,0.15,0,1,0.2239994524850475,0.3470017019544203
L-Concrete,concrete,0.12,0.0023,0.15,0,2,0.3042792845774743,0.4393448326211308
L-Concrete,concrete,0.12,0.0023,0.15,1,2,0.4112647047197547,0.4716174247618855
L-Concrete,concrete,0.12,0.0018,0.15,0,1,0.5170107787073521,0.5753259131300625
L-Concrete,concrete,0.12,0.0018,0.15,0,2,0.3312960978386866,0.4178972041829739
L-Concrete,concrete,0.12,0.0018,0.15,1,2,0.305937323835338,0.4362725182675479
L-Concrete,concrete,0.12,0.0014,0.15,0,1,0.4176301263959239,0.5153996251662581
L-Concrete,concrete,0.12,0.0014,0.15,0,2,0.3426633689877212,0.5319763917131264
L-Concrete,concrete,0.12,0.0014,0.15,1,2,0.3331301574334665,0.4778119098404482
L-Concrete,concrete,0.12,0.0012,0.15,0,1,0.5136926872023087,0.6257378248904075
L-Concrete,concrete,0.12,0.0012,0.15,0,2,0.482842486306706,0.5836983817944399
L-Concrete,concrete,0.12,0.0012,0.15,1,2,0.6187958535081102,0.6084596688551429
LSPIN,lspin_tf,0.2,0.0012,0.1,0,1,0.3501253899646762,0.5039185636709675
LSPIN,lspin_tf,0.2,0.0012,0.1,0,2,0.3450942573449355,0.460275168041555
LSPIN,lspin_tf,0.2,0.0012,0.1,1,2,0.292364856369151,0.4368478186987922
LSPIN,lspin_tf,0.2,0.0009,0.1,0,1,0.3319170277253294,0.4610089221565858
LSPIN,lspin_tf,0.2,0.0009,0.1,0,2,0.3573695454191332,0.4798986589639949
LSPIN,lspin_tf,0.2,0.0009,0.1,1,2,0.3909089074752561,0.470284602285121
LSPIN,lspin_tf,0.2,0.0007,0.1,0,1,0.5731001433577,0.5921700155022376
LSPIN,lspin_tf,0.2,0.0007,0.1,0,2,0.3554155454398927,0.5248360555538156
LSPIN,lspin_tf,0.2,0.0007,0.1,1,2,0.4818433957901001,0.5446178854877831
LSPIN,lspin_tf,0.2,0.0006,0.1,0,1,0.3157855074348094,0.4358702205526218
LSPIN,lspin_tf,0.2,0.0006,0.1,0,2,0.5238966682341176,0.5674836219002991
LSPIN,lspin_tf,0.2,0.0006,0.1,1,2,0.369756490680588,0.5254278774821157
LSPIN,lspin_tf,0.2,0.0005,0.1,0,1,0.8038319931703091,0.7175632344312483
LSPIN,lspin_tf,0.2,0.0005,0.1,0,2,0.3096700325749035,0.5265290554572111
LSPIN,lspin_tf,0.2,0.0005,0.1,1,2,0.4094016746956841,0.5967735927324098
LSPIN,lspin_tf,0.17,0.0012,0.1,0,1,0.4362687327297119,0.5311218958768025
LSPIN,lspin_tf,0.17,0.0012,0.1,0,2,0.3652200287270455,0.4833055193515985
LSPIN,lspin_tf,0.17,0.0012,0.1,1,2,0.5783100706634762,0.5692822508003245
LSPIN,lspin_tf,0.17,0.0009,0.1,0,1,0.5111503869708331,0.5729341876030576
LSPIN,lspin_tf,0.17,0.0009,0.1,0,2,0.4178067159332972,0.5476770125423338
LSPIN,lspin_tf,0.17,0.0009,0.1,1,2,0.5056701309489243,0.6135393875404325
LSPIN,lspin_tf,0.17,0.0007,0.1,0,1,0.3756281456465117,0.5287496776771534
LSPIN,lspin_tf,0.17,0.0007,0.1,0,2,0.398513236257191,0.4782870445484508
LSPIN,lspin_tf,0.17,0.0007,0.1,1,2,0.4035355455990316,0.5223514743747939
LSPIN,lspin_tf,0.17,0.0006,0.1,0,1,0.4258064024929549,0.5596202788697026
LSPIN,lspin_tf,0.17,0.0006,0.1,0,2,0.4413665673719327,0.5772731776491696
LSPIN,lspin_tf,0.17,0.0006,0.1,1,2,0.3389351957837041,0.4508885481211606
LSPIN,lspin_tf,0.17,0.0005,0.1,0,1,0.4251808564447948,0.5417015046497597
LSPIN,lspin_tf,0.17,0.0005,0.1,0,2,0.3991568262240384,0.5446832679391649
LSPIN,lspin_tf,0.17,0.0005,0.1,1,2,0.5627499148282925,0.6426304542138696
L-LSPIN,lspin_tf,0.2,0.0025,0.1,0,1,0.4763318039823564,0.5466480153830937
L-LSPIN,lspin_tf,0.2,0.0025,0.1,0,2,0.3957246581843608,0.5053680062558193
L-LSPIN,lspin_tf,0.2,0.0025,0.1,1,2,0.4649111527179275,0.5614059117596404
L-LSPIN,lspin_tf,0.2,0.0018,0.1,0,1,0.3205703955053642,0.4356505553132085
L-LSPIN,lspin_tf,0.2,0.0018,0.1,0,2,0.2812667559828408,0.3760421130758082
L-LSPIN,lspin_tf,0.2,0.0018,0.1,1,2,0.3437255008061404,0.4793353074353401
L-LSPIN,lspin_tf,0.2,0.0014,0.1,0,1,0.2786992705477322,0.4403095587500441
L-LSPIN,lspin_tf,0.2,0.0014,0.1,0,2,0.3415510175383984,0.4827889927158346
L-LSPIN,lspin_tf,0.2,0.0014,0.1,1,2,0.4363314889918195,0.544752967883233
L-LSPIN,lspin_tf,0.2,0.0011,0.1,0,1,0.2891501140639453,0.4163352337350993
L-LSPIN,lspin_tf,0.2,0.0011,0.1,0,2,0.3342668904069504,0.420588868453382
L-LSPIN,lspin_tf,0.2,0.0011,0.1,1,2,0.4381505195315072,0.5389043647457485
L-LSPIN,lspin_tf,0.2,0.0009,0.1,0,1,0.5139211082669267,0.5878896961926888
L-LSPIN,lspin_tf,0.2,0.0009,0.1,0,2,0.3398774455507492,0.529605550695753
L-LSPIN,lspin_tf,0.2,0.0009,0.1,1,2,0.470839032781709,0.6122785037694087
L-LSPIN,lspin_tf,0.17,0.0025,0.1,0,1,0.4649381574022538,0.5729594587748132
L-LSPIN,lspin_tf,0.17,0.0025,0.1,0,2,0.2936986146649306,0.3821433362685379
L-LSPIN,lspin_tf,0.17,0.0025,0.1,1,2,0.3181939982055061,0.416408232131263
L-LSPIN,lspin_tf,0.17,0.0018,0.1,0,1,0.6027697663073613,0.6426088961497688
L-LSPIN,lspin_tf,0.17,0.0018,0.1,0,2,0.3049023226565568,0.4408711707695414
L-LSPIN,lspin_tf,0.17,0.0018,0.1,1,2,0.3183581537536279,0.464955788503389
L-LSPIN,lspin_tf,0.17,0.0014,0.1,0,1,0.3864012593875142,0.511058000659243
L-LSPIN,lspin_tf,0.17,0.0014,0.1,0,2,0.463954983361396,0.5893895194404603
L-LSPIN,lspin_tf,0.17,0.0014,0.1,1,2,0.4781242114634279,0.5544314836039946
L-LSPIN,lspin_tf,0.17,0.0011,0.1,0,1,0.4130195698997084,0.5737542934599255
L-LSPIN,lspin_tf,0.17,0.0011,0.1,0,2,0.3165731781116612,0.4613127238315655
L-LSPIN,lspin_tf,0.17,0.0011,0.1,1,2,0.5823503315134196,0.6448478840028523
L-LSPIN,lspin_tf,0.17,0.0009,0.1,0,1,0.4345095740745396,0.5484263850331583
L-LSPIN,lspin_tf,0.17,0.0009,0.1,0,2,0.3953636186448356,0.5048275891699374
L-LSPIN,lspin_tf,0.17,0.0009,0.1,1,2,0.5630330738650184,0.6073542836815883
Concrete,concrete,0.15,0.002,0.1,0,1,0.370576442978019,0.49869704715452
Concrete,concrete,0.15,0.002,0.1,0,2,0.2543165174548874,0.3625031323571588
Concrete,concrete,0.15,0.002,0.1,1,2,0.2365577059923696,0.318354176398468
Concrete,concrete,0.15,0.0017,0.1,0,1,0.4484248710558083,0.4299141001704675
Concrete,concrete,0.15,0.0017,0.1,0,2,0.3405333134759161,0.4582673611474456
Concrete,concrete,0.15,0.0017,0.1,1,2,0.3962054147183917,0.5014004303767342
Concrete,concrete,0.15,0.0014,0.1,0,1,0.3930512710637693,0.4989205295137628
Concrete,concrete,0.15,0.0014,0.1,0,2,0.4679399048870098,0.5306933613934545
Concrete,concrete,0.15,0.0014,0.1,1,2,0.3364250232129692,0.4839444492039207
Concrete,concrete,0.15,0.0012,0.1,0,1,0.4937106367668454,0.5894726267211781
Concrete,concrete,0.15,0.0012,0.1,0,2,0.4975369863441573,0.6132003293528347
Concrete,concrete,0.15,0.0012,0.1,1,2,0.5309475881824504,0.6231377955823675
Concrete,concrete,0.15,0.001,0.1,0,1,0.301060692953856,0.3858150483186194
Concrete,concrete,0.15,0.001,0.1,0,2,0.3179443123860143,0.4394017652546774
Concrete,concrete,0.15,0.001,0.1,1,2,0.3402841356990734,0.4426330737197133
Concrete,concrete,0.12,0.002,0.1,0,1,0.3907626446928838,0.5163212689984663
Concrete,concrete,0.12,0.002,0.1,0,2,0.3696276240390107,0.4428428943688067
Concrete,concrete,0.12,0.002,0.1,1,2,0.4181681962708412,0.4254430249763007
Concrete,concrete,0.12,0.0017,0.1,0,1,0.5226097358652628,0.5673570170854222
Concrete,concrete,0.12,0.0017,0.1,0,2,0.3975414506948229,0.4946234843388093
Concrete,concrete,0.12,0.0017,0.1,1,2,0.4808150720049652,0.5196067870808351
Concrete,concrete,0.12,0.0014,0.1,0,1,0.4480020508000683,0.5468657917492142
Concrete,concrete,0.12,0.0014,0.1,0,2,0.3100859654843172,0.4473823184011421
Concrete,concrete,0.12,0.0014,0.1,1,2,0.3320361623555788,0.4922158026205527
Concrete,concrete,0.12,0.0012,0.1,0,1,0.2948927244413919,0.4122564318668981
Concrete,concrete,0.12,0.0012,0.1,0,2,0.2030362489721916,0.2733371034957344
Concrete,concrete,0.12,0.0012,0.1,1,2,0.3736948486309527,0.4635720797002754
Concrete,concrete,0.12,0.001,0.1,0,1,0.2983742479542585,0.4161103921352991
Concrete,concrete,0.12,0.001,0.1,0,2,0.366164084659098,0.4745667386230104
Concrete,concrete,0.12,0.001,0.1,1,2,0.3253508865181573,0.4532277247350196
L-Concrete,concrete,0.15,0.003,0.1,0,1,0.3640681208233788,0.4577986697437629
L-Concrete,concrete,0.15,0.003,0.1,0,2,0.2871045861428021,0.4115947284804698
L-Concrete,concrete,0.15,0.003,0.1,1,2,0.3651159625773609,0.459607274219545
L-Concrete,concrete,0.15,0.0023,0.1,0,1,0.3124152128169493,0.4213332718761109
L-Concrete,concrete,0.15,0.0023,0.1,0,2,0.3971369950880882,0.5281550263778724
L-Concrete,concrete,0.15,0.0023,0.1,1,2,0.3616673527567076,0.4612911242895159
L-Concrete,concrete,0.15,0.0018,0.1,0,1,0.4857707720039289,0.5034396415178253
L-Concrete,concrete,0.15,0.0018,0.1,0,2,0.2295669018277552,0.320888652526843
L-Concrete,concrete,0.15,0.0018,0.1,1,2,0.4696253765646521,0.5502097742012265
L-Concrete,concrete,0.15,0.0014,0.1,0,1,0.2856011332507691,0.4261676683138646
L-Concrete,concrete,0.15,0.0014,0.1,0,2,0.3390754114481868,0.4980128609979323
L-Concrete,concrete,0.15,0.0014,0.1,1,2,0.311906682087791,0.402934982045633
L-Concrete,concrete,0.15,0.0012,0.1,0,1,0.3872357075933388,0.522820652472381
L-Concrete,concrete,0.15,0.0012,0.1,0,2,0.3110689908320667,0.4182060385666246
L-Concrete,concrete,0.15,0.0012,0.1,1,2,0.2502868546205897,0.3630666848279066
L-Concrete,concrete,0.12,0.003,0.1,0,1,0.2369571473533183,0.3705210614576567
L-Concrete,concrete,0.12,0.003,0.1,0,2,0.2458594066367591,0.374199411928941
L-Concrete,concrete,0.12,0.003,0.1,1,2,0.4135996032373223,0.498657146400956
L-Concrete,concrete,0.12,0.0023,0.1,0,1,0.2924230644535836,0.4453938373755277
L-Concrete,concrete,0.12,0.0023,0.1,0,2,0.4986887109191681,0.5566782221311856
L-Concrete,concrete,0.12,0.0023,0.1,1,2,0.4103242472276027,0.4679692102929286
L-Concrete,concrete,0.12,0.0018,0.1,0,1,0.3394382384079561,0.4425653976987168
L-Concrete,concrete,0.12,0.0018,0.1,0,2,0.328787199192548,0.4340014402790275
L-Concrete,concrete,0.12,0.0018,0.1,1,2,0.2473662731457609,0.3773846026522505
L-Concrete,concrete,0.12,0.0014,0.1,0,1,0.490033012070072,0.5311916647657462
L-Concrete,concrete,0.12,0.0014,0.1,0,2,0.3713652011706385,0.4667774463153475
L-Concrete,concrete,0.12,0.0014,0.1,1,2,0.6005098492256622,0.7013013257821873
L-Concrete,concrete,0.12,0.0012,0.1,0,1,0.6066719095002562,0.6283530240142637
L-Concrete,concrete,0.12,0.0012,0.1,0,2,0.2828071828236559,0.4226747640744608
L-Concrete,concrete,0.12,0.0012,0.1,1,2,0.4094304125475427,0.5100604229860838
LSPIN,lspin_tf,0.2,0.0012,0.0,0,1,0.2919052242473507,0.3873280455514481
LSPIN,lspin_tf,0.2,0.0012,0.0,0,2,0.3152882206977213,0.3983194799942583
LSPIN,lspin_tf,0.2,0.0012,0.0,1,2,0.3601336828826928,0.4507366307003758
LSPIN,lspin_tf,0.2,0.0009,0.0,0,1,0.347613088948079,0.4562075048043568
LSPIN,lspin_tf,0.2,0.0009,0.0,0,2,0.3159164247283784,0.4016922088185304
LSPIN,lspin_tf,0.2,0.0009,0.0,1,2,0.3304902639056791,0.4524233465261912
LSPIN,lspin_tf,0.2,0.0007,0.0,0,1,0.373268436895956,0.4623941261035605
LSPIN,lspin_tf,0.2,0.0007,0.0,0,2,0.2761315874543223,0.4108774003272712
LSPIN,lspin_tf,0.2,0.0007,0.0,1,2,0.3416316457572504,0.4553830851465285
LSPIN,lspin_tf,0.2,0.0006,0.0,0,1,0.3303206691250154,0.450130102545551
LSPIN,lspin_tf,0.2,0.0006,0.0,0,2,0.2973575023853538,0.3764381408603771
LSPIN,lspin_tf,0.2,0.0006,0.0,1,2,0.3651144537940717,0.4767298237947857
LSPIN,lspin_tf,0.2,0.0005,0.0,0,1,0.4673112659410069,0.565955253888852
LSPIN,lspin_tf,0.2,0.0005,0.0,0,2,0.3038092142361366,0.4260560146873934
LSPIN,lspin_tf,0.2,0.0005,0.0,1,2,0.5007287411742193,0.5256615624834583
LSPIN,lspin_tf,0.17,0.0012,0.0,0,1,0.4129177194832372,0.4923171260298726
LSPIN,lspin_tf,0.17,0.0012,0.0,0,2,0.5258201566784197,0.5216191563977982
LSPIN,lspin_tf,0.17,0.0012,0.0,1,2,0.3071732514211736,0.399880643688825
LSPIN,lspin_tf,0.17,0.0009,0.0,0,1,0.2246688002785472,0.3417931053343406
LSPIN,lspin_tf,0.17,0.0009,0.0,0,2,0.4169352063295576,0.5050921289533363
LSPIN,lspin_tf,0.17,0.0009,0.0,1,2,0.2850220305817559,0.395580601237603
LSPIN,lspin_tf,0.17,0.0007,0.0,0,1,0.3920011333498974,0.493571825823907
LSPIN,lspin_tf,0.17,0.0007,0.0,0,2,0.5966110680171931,0.6055301094397479
LSPIN,lspin_tf,0.17,0.0007,0.0,1,2,0.4171230347991931,0.5321473935913104
LSPIN,lspin_tf,0.17,0.0006,0.0,0,1,0.3950772073624202,0.4892984890957131
LSPIN,lspin_tf,0.17,0.0006,0.0,0,2,0.2320475290614929,0.3516010370724197
LSPIN,lspin_tf,0.17,0.0006,0.0,1,2,0.2433497835339166,0.3616402860276251
LSPIN,lspin_tf,0.17,0.0005,0.0,0,1,0.4370243364388175,0.5349980459326731
LSPIN,lspin_tf,0.17,0.0005,0.0,0,2,0.3095954728125315,0.4180429656850743
LSPIN,lspin_tf,0.17,0.0005,0.0,1,2,0.298530786013145,0.4176441866100668
L-LSPIN,lspin_tf,0.2,0.0025,0.0,0,1,0.4155319876428998,0.4768852871608716
L-LSPIN,lspin_tf,0.2,0.0025,0.0,0,2,0.3611423632413876,0.4343785427466215
L-LSPIN,lspin_tf,0.2,0.0025,0.0,1,2,0.3902082113295745,0.4688222020312789
L-LSPIN,lspin_tf,0.2,0.0018,0.0,0,1,0.4255217151249534,0.5413239391498299
L-LSPIN,lspin_tf,0.2,0.0018,0.0,0,2,0.3907252120016796,0.4696031422587098
L-LSPIN,lspin_tf,0.2,0.0018,0.0,1,2,0.2415912595248974,0.3581529450394348
L-LSPIN,lspin_tf,0.2,0.0014,0.0,0,1,0.1742651745173673,0.3030345941555895
L-LSPIN,lspin_tf,0.2,0.0014,0.0,0,2,0.1980954516074329,0.2612285802366349
L-LSPIN,lspin_tf,0.2,0.0014,0.0,1,2,0.2961970762264831,0.4011017004212568
L-LSPIN,lspin_tf,0.2,0.0011,0.0,0,1,0.3022862238087019,0.4003954244718588
L-LSPIN,lspin_tf,0.2,0.0011,0.0,0,2,0.4159026010562355,0.4598468502059315
L-LSPIN,lspin_tf,0.2,0.0011,0.0,1,2,0.3776783964645401,0.4573005484167139
L-LSPIN,lspin_tf,0.2,0.0009,0.0,0,1,0.3979273549584224,0.5176386485317379
L-LSPIN,lspin_tf,0.2,0.0009,0.0,0,2,0.6171868659226653,0.6257944747073575
L-LSPIN,lspin_tf,0.2,0.0009,0.0,1,2,0.3516438835367398,0.4817950977049052
L-LSPIN,lspin_tf,0.17,0.0025,0.0,0,1,0.3555005175275867,0.5153693618694899
L-LSPIN,lspin_tf,0.17,0.0025,0.0,0,2,0.2592861629089242,0.3663157089471285
L-LSPIN,lspin_tf,0.17,0.0025,0.0,1,2,0.2866961611871191,0.3896758319732916
L-LSPIN,lspin_tf,0.17,0.0018,0.0,0,1,0.5021874216675685,0.5783428976412038
L-LSPIN,lspin_tf,0.17,0.0018,0.0,0,2,0.3513694585149925,0.4603753462258955
L-LSPIN,lspin_tf,0.17,0.0018,0.0,1,2,0.3868790339076626,0.5140077546932057
L-LSPIN,lspin_tf,0.17,0.0014,0.0,0,1,0.3562673257384377,0.4370974065559584
L-LSPIN,lspin_tf,0.17,0.0014,0.0,0,2,0.3557583761041976,0.4267737428944705
L-LSPIN,lspin_tf,0.17,0.0014,0.0,1,2,0.3720546563470049,0.4272366387334661
L-LSPIN,lspin_tf,0.17,0.0011,0.0,0,1,0.3185911186689319,0.3869631711086465
L-LSPIN,lspin_tf,0.17,0.0011,0.0,0,2,0.4998160712887659,0.5362129443896347
L-LSPIN,lspin_tf,0.17,0.0011,0.0,1,2,0.2928563365497463,0.3771010698427711
L-LSPIN,lspin_tf,0.17,0.0009,0.0,0,1,0.2470211679749267,0.3349912897142989
L-LSPIN,lspin_tf,0.17,0.0009,0.0,0,2,0.3386931492490662,0.4347594975554161
L-LSPIN,lspin_tf,0.17,0.0009,0.0,1,2,0.3324410966320895,0.4454540905303527
Concrete,concrete,0.15,0.002,0.0,0,1,0.3177763493189919,0.4022778601440688
Concrete,concrete,0.15,0.002,0.0,0,2,0.265328333502395,0.3676656604754965
Concrete,concrete,0.15,0.002,0.0,1,2,0.2772780273165223,0.4087498032010756
Concrete,concrete,0.15,0.0017,0.0,0,1,0.3141042979517848,0.3914209304592502
Concrete,concrete,0.15,0.0017,0.0,0,2,0.3137042481613806,0.4175074315679908
Concrete,concrete,0.15,0.0017,0.0,1,2,0.4120643176635941,0.4513772466651785
Concrete,concrete,0.15,0.0014,0.0,0,1,0.2937629749398177,0.3814482341439968
Concrete,concrete,0.15,0.0014,0.0,0,2,0.2485312599117237,0.3809042101828045
Concrete,concrete,0.15,0.0014,0.0,1,2,0.3592765265672661,0.4548804620312886
Concrete,concrete,0.15,0.0012,0.0,0,1,0.322924450030092,0.4456697721838071
Concrete,concrete,0.15,0.0012,0.0,0,2,0.3118224085120676,0.4357834595775195
Concrete,concrete,0.15,0.0012,0.0,1,2,0.3388573948642685,0.4464683826396466
Concrete,concrete,0.15,0.001,0.0,0,1,0.4516149238569155,0.5383485405898186
Concrete,concrete,0.15,0.001,0.0,0,2,0.2618115288693192,0.3660684783339887
Concrete,concrete,0.15,0.001,0.0,1,2,0.3329443431915474,0.4014911744992485
Concrete,concrete,0.12,0.002,0.0,0,1,0.5077913501885709,0.5710319195643437
Concrete,concrete,0.12,0.002,0.0,0,2,0.2803778795334046,0.4024519525690068
Concrete,concrete,0.12,0.002,0.0,1,2,0.2088580482914123,0.3396797228538929
Concrete,concrete,0.12,0.0017,0.0,0,1,0.3397121767763668,0.4365962981396017
Concrete,concrete,0.12,0.0017,0.0,0,2,0.3005720194071007,0.4325754803965193
Concrete,concrete,0.12,0.0017,0.0,1,2,0.3290126440046279,0.4406033719048785
Concrete,concrete,0.12,0.0014,0.0,0,1,0.347801141503912,0.4390596249506715
Concrete,concrete,0.12,0.0014,0.0,0,2,0.3245279280963443,0.4601552668524418
Concrete,concrete,0.12,0.0014,0.0,1,2,0.4638238741651527,0.5824165600007033
Concrete,concrete,0.12,0.0012,0.0,0,1,0.2642191623664685,0.4013408386695337
Concrete,concrete,0.12,0.0012,0.0,0,2,0.2774590433162152,0.4257147195652705
Concrete,concrete,0.12,0.0012,0.0,1,2,0.3514101246350722,0.4724461503131747
Concrete,concrete,0.12,0.001,0.0,0,1,0.3879694152713142,0.4352440208555949
Concrete,concrete,0.12,0.001,0.0,0,2,0.3646881832687954,0.4024164320094711
Concrete,concrete,0.12,0.001,0.0,1,2,0.2398598565546727,0.3467356386931441
L-Concrete,concrete,0.15,0.003,0.0,0,1,0.3055956920951712,0.4186780619401177
L-Concrete,concrete,0.15,0.003,0.0,0,2,0.2460895072912136,0.3610633928730261
L-Concrete,concrete,0.15,0.003,0.0,1,2,0.4184361378912625,0.4522438320497889
L-Concrete,concrete,0.15,0.0023,0.0,0,1,0.1723036740628712,0.3030949706618513
L-Concrete,concrete,0.15,0.0023,0.0,0,2,0.3040076536004119,0.4161963080546266
L-Concrete,concrete,0.15,0.0023,0.0,1,2,0.2662903202695407,0.3912091323595349
L-Concrete,concrete,0.15,0.0018,0.0,0,1,0.2294197517895402,0.3774312075030623
L-Concrete,concrete,0.15,0.0018,0.0,0,2,0.3133736830239884,0.4550767221756274
L-Concrete,concrete,0.15,0.0018,0.0,1,2,0.2893488555857159,0.4003718822669293
L-Concrete,concrete,0.15,0.0014,0.0,0,1,0.2478162540077398,0.4020080066146677
L-Concrete,concrete,0.15,0.0014,0.0,0,2,0.2861323216979111,0.4247097462086019
L-Concrete,concrete,0.15,0.0014,0.0,1,2,0.3715190736433519,0.4667195753763687
L-Concrete,concrete,0.15,0.0012,0.0,0,1,0.2904863060802563,0.3750490867671399
L-Concrete,concrete,0.15,0.0012,0.0,0,2,0.2200249408184768,0.3367288302661115
L-Concrete,concrete,0.15,0.0012,0.0,1,2,0.3971301077333997,0.4760823258815068
L-Concrete,concrete,0.12,0.003,0.0,0,1,0.4879265466968652,0.5226939507163553
L-Concrete,concrete,0.12,0.003,0.0,0,2,0.3213103553497802,0.3894705246872631
L-Concrete,concrete,0.12,0.003,0.0,1,2,0.2921095735779692,0.3652707946913486
L-Concrete,concrete,0.12,0.0023,0.0,0,1,0.3268232336494769,0.4294311527912403
L-Concrete,concrete,0.12,0.0023,0.0,0,2,0.3027757736360601,0.4009096853080343
L-Concrete,concrete,0.12,0.0023,0.0,1,2,0.2042758417050065,0.3164285225418051
L-Concrete,concrete,0.12,0.0018,0.0,0,1,0.3206436346606228,0.3919205918986064
L-Concrete,concrete,0.12,0.0018,0.0,0,2,0.298323342783087,0.409503764968786
L-Concrete,concrete,0.12,0.0018,0.0,1,2,0.3251086090185064,0.4265073544207358
L-Concrete,concrete,0.12,0.0014,0.0,0,1,0.2182035211590232,0.3651222536255175
L-Concrete,concrete,0.12,0.0014,0.0,0,2,0.3155663161917358,0.3966552478513152
L-Concrete,concrete,0.12,0.0014,0.0,1,2,0.3288858196192075,0.4261954309354069
L-Concrete,concrete,0.12,0.0012,0.0,0,1,0.2997414663514018,0.4386604327480709
L-Concrete,concrete,0.12,0.0012,0.0,0,2,0.2768597555045249,0.3985731567247391
L-Concrete,concrete,0.12,0.0012,0.0,1,2,0.2436376315647505,0.3555483505085756
LSPIN,lspin_tf,0.2,0.0012,0.05,0,1,0.4129434076376073,0.516388226335112
LSPIN,lspin_tf,0.2,0.0012,0.05,0,2,0.361743499562,0.49527832329993
LSPIN,lspin_tf,0.2,0.0012,0.05,1,2,0.3129872868568766,0.4522565375664256
LSPIN,lspin_tf,0.2,0.0009,0.05,0,1,0.2621499845594019,0.3797362890369173
LSPIN,lspin_tf,0.2,0.0009,0.05,0,2,0.4107705144304737,0.5008025260896616
LSPIN,lspin_tf,0.2,0.0009,0.05,1,2,0.5036156406136885,0.5074924857039779
LSPIN,lspin_tf,0.2,0.0007,0.05,0,1,0.2468306933370063,0.3674551156379793
LSPIN,lspin_tf,0.2,0.0007,0.05,0,2,0.3295619617475696,0.4252215041702916
LSPIN,lspin_tf,0.2,0.0007,0.05,1,2,0.3376371448514392,0.4309513572132307
LSPIN,lspin_tf,0.2,0.0006,0.05,0,1,0.4041205475564089,0.5328471517875267
LSPIN,lspin_tf,0.2,0.0006,0.05,0,2,0.3746230438310156,0.5359362386443342
LSPIN,lspin_tf,0.2,0.0006,0.05,1,2,0.3968988065536876,0.5219028561503973
LSPIN,lspin_tf,0.2,0.0005,0.05,0,1,0.541533210318311,0.6899958879506745
LSPIN,lspin_tf,0.2,0.0005,0.05,0,2,0.5442385904348694,0.6401748443273486
LSPIN,lspin_tf,0.2,0.0005,0.05,1,2,0.4669165066950512,0.5968852460929115
LSPIN,lspin_tf,0.17,0.0012,0.05,0,1,0.3986333374493828,0.52808812661645
LSPIN,lspin_tf,0.17,0.0012,0.05,0,2,0.4188351299067965,0.5144471805487502
LSPIN,lspin_tf,0.17,0.0012,0.05,1,2,0.3307869484925181,0.4546531200944603
LSPIN,lspin_tf,0.17,0.0009,0.05,0,1,0.4277298428750634,0.4894905404210617
LSPIN,lspin_tf,0.17,0.0009,0.05,0,2,0.3151219678086782,0.4584470353894108
LSPIN,lspin_tf,0.17,0.0009,0.05,1,2,0.3411925226268024,0.4696141448678556
LSPIN,lspin_tf,0.17,0.0007,0.05,0,1,0.4905247007449793,0.5621694017601334
LSPIN,lspin_tf,0.17,0.0007,0.05,0,2,0.3085649775282227,0.4200046029969609
LSPIN,lspin_tf,0.17,0.0007,0.05,1,2,0.2805904388921001,0.4257810070971596
LSPIN,lspin_tf,0.17,0.0006,0.05,0,1,0.3838801959818451,0.5325059981102399
LSPIN,lspin_tf,0.17,0.0006,0.05,0,2,0.4411927534821969,0.5457313411313414
LSPIN,lspin_tf,0.17,0.0006,0.05,1,2,0.3317864999826013,0.466497226496908
LSPIN,lspin_tf,0.17,0.0005,0.05,0,1,0.2922916457315246,0.4492881994339118
LSPIN,lspin_tf,0.17,0.0005,0.05,0,2,0.3778391840875844,0.5335699810047673
LSPIN,lspin_tf,0.17,0.0005,0.05,1,2,0.3934292460662184,0.5953028356868759
L-LSPIN,lspin_tf,0.2,0.0025,0.05,0,1,0.4447457928480187,0.489808612711054
L-LSPIN,lspin_tf,0.2,0.0025,0.05,0,2,0.5275486598152432,0.5732225169237521
L-LSPIN,lspin_tf,0.2,0.0025,0.05,1,2,0.295202575641156,0.4125166405670713
L-LSPIN,lspin_tf,0.2,0.0018,0.05,0,1,0.3449907347484897,0.4235218059467162
L-LSPIN,lspin_tf,0.2,0.0018,0.05,0,2,0.462743284465613,0.4894543466830682
L-LSPIN,lspin_tf,0.2,0.0018,0.05,1,2,0.5055317095151824,0.5303644667948987
