model_family,gate_sigma,lambda_sparse,lambda_sample_smooth,mean_test_c,std_test_c,mean_Khard,std_Khard,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,n_runs,mean_Ksoft,std_Ksoft
Concrete,0.15,0.0017,0.15,0.7399496007102035,0.0028027108065234,96.94037119547528,16.28750742091541,0.9050583700924768,0.020996310712802,210.0,185.66666666666663,3,96.94185129801431,16.2878913870158
Concrete,0.15,0.002,0.0,0.7436415459110868,0.0014500817657804,82.48030090332031,11.384171266857162,0.9034991754841976,0.0168936449307584,192.0,159.66666666666666,3,82.4843266805013,11.37629231887951
Concrete,0.15,0.002,0.05,0.7383054075132588,0.0062392406385553,77.52063496907552,7.899532623322263,0.9113289802990948,0.0229329871033341,203.0,173.0,3,77.52831776936848,7.90092557066754
Concrete,0.15,0.002,0.1,0.7434302174049808,0.0047926026304992,85.91991424560547,9.010384693650984,0.9036350175606144,0.0149077807537007,205.33333333333331,175.66666666666666,3,85.92359670003255,9.010929723311916
Concrete,0.15,0.002,0.15,0.7402853796124038,0.0066856305194376,80.75961558024089,11.44700627137692,0.9135857978947416,0.0147382351578996,199.66666666666663,163.33333333333334,3,80.75841267903645,11.4468431919218
L-Concrete,0.12,0.0012,0.0,0.6985686581725838,0.0106341874423151,698.7060750325521,27.457413035664665,0.9862220153991348,0.0016119436807993,1153.3333333333333,1030.3333333333333,3,698.7089233398438,27.46062023371618
L-Concrete,0.12,0.0012,0.05,0.7049766677351675,0.0131334018683878,718.3732096354166,35.075574920582255,0.987424981211297,0.0033341142888708,1141.0,1007.6666666666666,3,718.3814697265625,35.076529382521144
L-Concrete,0.12,0.0012,0.1,0.7018822591903559,0.0092555399366506,723.3277384440104,10.082727559761612,0.988515180879269,0.0030685534001984,1156.3333333333333,1062.6666666666667,3,723.3233032226562,10.07936327612686
L-Concrete,0.12,0.0012,0.15,0.7100690231605058,0.0113920987493133,917.182861328125,21.815037906342017,0.9942292953521092,0.0011372443648531,2155.0,1850.3333333333333,3,917.2777506510416,21.878221704290592
L-Concrete,0.12,0.0014,0.0,0.6979784861838839,0.0099222312916807,600.3886311848959,30.90005684371675,0.9848369896814222,0.0008311246015875,1081.0,931.0,3,600.3846435546875,30.89355484016024
L-Concrete,0.12,0.0014,0.05,0.7012743620700158,0.0044218193285124,613.0582275390625,39.88977946130733,0.9837799865246792,0.0024806476466859,903.6666666666666,819.6666666666666,3,613.0588989257812,39.88472777535253
L-Concrete,0.12,0.0014,0.1,0.703175944150357,0.0158968708071048,550.3667805989584,48.82766817986737,0.980112102988562,0.0042556540303162,788.6666666666666,711.6666666666666,3,550.3658345540365,48.82239455611052
L-Concrete,0.12,0.0014,0.15,0.7140838903019064,0.0098586584990062,603.1531575520834,41.091789118789634,0.984005411863776,0.0030518848448487,926.0,858.0,3,603.1514485677084,41.08962147366972
L-Concrete,0.12,0.0018,0.0,0.717348809620103,0.0071160533516577,404.9936828613281,37.27419970730919,0.975648779072396,0.0070157240319139,669.0,587.0,3,404.994384765625,37.27543025721751
L-Concrete,0.12,0.0018,0.05,0.7137026751467691,0.0041764637813026,410.88355509440106,34.521171411262905,0.9725470947251756,0.0044660390901442,647.6666666666666,578.6666666666666,3,410.8850911458333,34.523275626277595
