model_family,gate_type,predictor,gate_sigma,lambda_sparse,lambda_sample_smooth,temperature,patience,gating_hidden_dim,gate_hidden_dropout_p,risk_hidden_dims,risk_dropout_p,lspin_init_bias,gate_weight_decay,seed,rep_id,global_cfg_idx,phase,test_cindex,best_val_cindex,best_epoch,mean_Ksoft,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
L-LSPIN,lspin_tf,linear,0.17,0.0009,0.15,0.5,20,64,0.0,(),0.0,0.0,0.0,790125,2,79,1,0.6904398129424417,0.7454325195335142,3,1237.5908203125,1237.587158203125,0.9949790058000108,2115.0,1993.0,1685.219255723441
Concrete,concrete,mlp,0.15,0.002,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,830123,0,83,1,0.739183300828937,0.772883772692495,7,67.67234802246094,67.67379760742188,0.8995307603231941,139.0,120.0,98.99517176442174
Concrete,concrete,mlp,0.15,0.002,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,830124,1,83,1,0.7474535726375895,0.7728779763974867,1,85.69010925292969,85.68852996826172,0.9289234018013997,269.0,215.0,175.8116037000028
Concrete,concrete,mlp,0.15,0.002,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,830125,2,83,1,0.7342192653706849,0.7732547355730217,5,88.91278076171875,88.91651916503906,0.9123032315596316,191.0,155.0,129.7176886667104
Concrete,concrete,mlp,0.15,0.0017,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,870123,0,87,1,0.7392252419854943,0.7830272889568988,5,89.3814468383789,89.38232421875,0.9085448912387534,178.0,164.0,129.02470015610984
Concrete,concrete,mlp,0.15,0.0017,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,870124,1,87,1,0.7375801750144547,0.7718868099510793,2,85.80811309814453,85.80497741699219,0.8825370395591386,216.0,182.0,151.4591317211794
Concrete,concrete,mlp,0.15,0.0017,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,870125,2,87,1,0.7430433851306617,0.7729069578725278,4,115.63599395751952,115.6338119506836,0.924093179479538,236.0,211.0,170.9976637384724
Concrete,concrete,mlp,0.15,0.0014,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,910123,0,91,1,0.7447041800354103,0.7803725858431291,3,116.57110595703124,116.57208251953124,0.9261112166216102,299.0,252.0,189.2779679354716
Concrete,concrete,mlp,0.15,0.0014,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,910124,1,91,1,0.7424872903316647,0.7754109573160836,0,132.83334350585938,132.8105926513672,0.9400822790978132,500.0,376.0,298.4081229770092
Concrete,concrete,mlp,0.15,0.0014,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,910125,2,91,1,0.7329089787028799,0.7760195682919477,0,142.9523468017578,142.94107055664062,0.960589310213251,608.0,473.0,355.16586121822417
Concrete,concrete,mlp,0.15,0.0012,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,950123,0,95,1,0.7442518147039703,0.780471122858269,2,152.95460510253906,152.95054626464844,0.9329418958319284,371.0,310.0,251.86606837261388
Concrete,concrete,mlp,0.15,0.0012,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,950124,1,95,1,0.7311605567388954,0.7725012172219518,1,131.64471435546875,131.64573669433594,0.948874981607164,429.0,343.0,250.84593325061525
Concrete,concrete,mlp,0.15,0.0012,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,950125,2,95,1,0.7416559566927601,0.7749965222229951,2,155.9905242919922,155.986328125,0.938990367884573,379.0,302.0,239.33849742681548
Concrete,concrete,mlp,0.15,0.001,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,990123,0,99,1,0.7450868930889961,0.7838271776680346,1,172.5300750732422,172.51174926757812,0.9608761070864762,524.0,415.0,327.7578423996564
