lambda_multiplier,sigma_multiplier,lspin_init_bias,a,gate_sigma_value,lambda_sparse_value,per_patient_stability_median,per_patient_stability_iqr_low,per_patient_stability_iqr_high,per_patient_null_stability_median,per_patient_median_k,dead_zone_fraction,mean_test_cindex,n_bootstrap,stage
1.0,1.0,0.0,1.0,0.2,0.007,-0.0015139045185491584,-0.00171004156763771,0.001704724805755703,-0.00029478509537983477,1116.25,0.9971376028806586,0.7200120353035571,12,baseline
1.0,64.0,0.0,1.0,12.8,0.007,0.01029860401212046,0.007393179819080997,0.012166426792494023,-0.00014197131146254094,47.0,0.9996034593621399,0.711409022020148,12,A_sigma
1.0,128.0,0.0,1.0,25.6,0.007,0.012797025742289359,0.0075478876169278175,0.014891546316947973,1.996802797976649e-05,41.0,0.9997530221193416,0.7014910403851298,12,A_sigma
1.0,256.0,0.0,1.0,51.2,0.007,0.014311077472890954,0.012831662152119144,0.015495817454726252,-5.666495795553228e-05,41.0,0.9998192515432098,0.6949607738254436,12,A_sigma
1.0,512.0,0.0,1.0,102.4,0.007,0.0036161381498275302,0.00020731615262517544,0.005757613775410675,-0.0002952018490626207,25.0,0.9999045781893003,0.6658754568957832,12,A_sigma
1.0,1.0,0.0,1.0,0.2,0.007,0.0009711418852041964,0.0008635576004868972,0.0011455151817677534,-9.050181814784786e-05,1253.5,0.9957374614197532,0.7154765088704645,12,B_init_bias
1.0,1.0,0.0,1.0,0.2,0.007,-0.0013386011636701278,-0.0014739841252595642,-0.0005717574595279218,-0.0003323357996579679,1126.5,0.99714358281893,0.7188809396451815,12,C_a
1.0,256.0,0.0,1.0,51.2,0.007,0.007489872105759354,0.006617381824012641,0.00893688441522203,-5.1295702273801425e-05,34.5,0.9998204218106996,0.6986003387715074,15,D_combined
