gene,probe_id
ENSG00000167157,ENSG00000167157.10
ENSG00000134398,ENSG00000134398.11
ENSG00000244094,ENSG00000244094.1
ENSG00000124920,ENSG00000124920.12
ENSG00000122641,ENSG00000122641.9
ENSG00000043039,ENSG00000043039.6
ENSG00000242899,ENSG00000242899.1
ENSG00000156222,ENSG00000156222.10
ENSG00000163815,ENSG00000163815.5
ENSG00000248485,ENSG00000248485.1
ENSG00000167759,ENSG00000167759.11
ENSG00000076864,ENSG00000076864.18
ENSG00000141756,ENSG00000141756.17
ENSG00000164176,ENSG00000164176.11
ENSG00000085552,ENSG00000085552.15
ENSG00000141736,ENSG00000141736.12
ENSG00000136997,ENSG00000136997.13
ENSG00000106809,ENSG00000106809.9
ENSG00000182253,ENSG00000182253.13
ENSG00000178726,ENSG00000178726.6
ENSG00000182636,ENSG00000182636.5
ENSG00000237643,ENSG00000237643.1
ENSG00000211753,ENSG00000211753.3
ENSG00000153132,ENSG00000153132.11
ENSG00000128340,ENSG00000128340.13
ENSG00000087076,ENSG00000087076.7
ENSG00000185133,ENSG00000185133.12
ENSG00000270372,ENSG00000270372.1
ENSG00000196091,ENSG00000196091.11
ENSG00000172478,ENSG00000172478.16
ENSG00000182916,ENSG00000182916.7
ENSG00000240184,ENSG00000240184.5
ENSG00000106003,ENSG00000106003.11
ENSG00000138180,ENSG00000138180.14
ENSG00000184564,ENSG00000184564.8
ENSG00000265190,ENSG00000265190.5
ENSG00000160183,ENSG00000160183.12
ENSG00000091409,ENSG00000091409.13
ENSG00000100453,ENSG00000100453.11
ENSG00000121966,ENSG00000121966.6
ENSG00000109511,ENSG00000109511.9
ENSG00000142619,ENSG00000142619.4
ENSG00000181195,ENSG00000181195.9
ENSG00000103089,ENSG00000103089.7
ENSG00000106484,ENSG00000106484.13
ENSG00000164611,ENSG00000164611.11
ENSG00000134202,ENSG00000134202.9
ENSG00000205517,ENSG00000205517.11
ENSG00000117594,ENSG00000117594.8
ENSG00000176046,ENSG00000176046.8
ENSG00000131142,ENSG00000131142.12
ENSG00000172482,ENSG00000172482.4
ENSG00000050165,ENSG00000050165.16
ENSG00000183248,ENSG00000183248.10
ENSG00000178860,ENSG00000178860.8
ENSG00000186529,ENSG00000186529.13
ENSG00000112796,ENSG00000112796.8
ENSG00000221890,ENSG00000221890.2
ENSG00000211946,ENSG00000211946.3
ENSG00000185442,ENSG00000185442.11
ENSG00000170390,ENSG00000170390.13
ENSG00000138166,ENSG00000138166.5
ENSG00000160282,ENSG00000160282.12
ENSG00000198417,ENSG00000198417.6
ENSG00000103569,ENSG00000103569.8
ENSG00000229035,ENSG00000229035.2
ENSG00000102359,ENSG00000102359.5
ENSG00000240800,ENSG00000240800.1
ENSG00000113361,ENSG00000113361.11
ENSG00000149124,ENSG00000149124.9
ENSG00000149150,ENSG00000149150.7
ENSG00000141401,ENSG00000141401.10
ENSG00000023445,ENSG00000023445.12
ENSG00000103067,ENSG00000103067.10
ENSG00000084628,ENSG00000084628.8
ENSG00000103888,ENSG00000103888.14
ENSG00000162407,ENSG00000162407.8
ENSG00000086570,ENSG00000086570.11
ENSG00000163221,ENSG00000163221.8
ENSG00000134817,ENSG00000134817.10
ENSG00000104951,ENSG00000104951.14
ENSG00000124212,ENSG00000124212.5
ENSG00000254395,ENSG00000254395.1
ENSG00000214548,ENSG00000214548.13
ENSG00000157214,ENSG00000157214.12
ENSG00000075275,ENSG00000075275.15
ENSG00000174807,ENSG00000174807.3
ENSG00000171033,ENSG00000171033.11
ENSG00000161281,ENSG00000161281.9
ENSG00000184515,ENSG00000184515.9
ENSG00000135097,ENSG00000135097.5
ENSG00000144908,ENSG00000144908.12
ENSG00000115718,ENSG00000115718.16
ENSG00000187498,ENSG00000187498.13
ENSG00000160781,ENSG00000160781.14
ENSG00000106211,ENSG00000106211.8
ENSG00000006453,ENSG00000006453.12
ENSG00000064300,ENSG00000064300.7
ENSG00000250742,ENSG00000250742.1
ENSG00000164128,ENSG00000164128.5
ENSG00000234918,ENSG00000234918.1
ENSG00000111335,ENSG00000111335.11
ENSG00000106066,ENSG00000106066.12
ENSG00000157456,ENSG00000157456.6
ENSG00000229807,ENSG00000229807.8
ENSG00000164089,ENSG00000164089.7
ENSG00000266402,ENSG00000266402.3
ENSG00000164171,ENSG00000164171.9
ENSG00000198851,ENSG00000198851.8
ENSG00000130988,ENSG00000130988.11
ENSG00000176842,ENSG00000176842.13
ENSG00000166448,ENSG00000166448.13
ENSG00000006210,ENSG00000006210.6
ENSG00000136960,ENSG00000136960.11
ENSG00000211905,ENSG00000211905.1
ENSG00000179348,ENSG00000179348.10
ENSG00000122194,ENSG00000122194.17
ENSG00000187867,ENSG00000187867.7
ENSG00000224114,ENSG00000224114.1
ENSG00000168140,ENSG00000168140.4
ENSG00000197632,ENSG00000197632.7
ENSG00000104213,ENSG00000104213.11
ENSG00000253998,ENSG00000253998.3
ENSG00000255974,ENSG00000255974.5
ENSG00000053438,ENSG00000053438.8
ENSG00000100362,ENSG00000100362.11
ENSG00000143819,ENSG00000143819.11
ENSG00000182718,ENSG00000182718.15
ENSG00000112297,ENSG00000112297.13
ENSG00000100292,ENSG00000100292.15
ENSG00000272141,ENSG00000272141.1
ENSG00000128016,ENSG00000128016.5
ENSG00000007933,ENSG00000007933.11
ENSG00000104723,ENSG00000104723.19
ENSG00000229847,ENSG00000229847.7
ENSG00000136826,ENSG00000136826.13
ENSG00000073350,ENSG00000073350.12
ENSG00000167654,ENSG00000167654.16
ENSG00000105011,ENSG00000105011.7
ENSG00000204936,ENSG00000204936.8
ENSG00000135245,ENSG00000135245.9
ENSG00000196620,ENSG00000196620.7
ENSG00000166923,ENSG00000166923.9
ENSG00000148773,ENSG00000148773.11
ENSG00000009765,ENSG00000009765.13
ENSG00000199753,ENSG00000199753.1
ENSG00000200087,ENSG00000200087.1
ENSG00000106688,ENSG00000106688.10
ENSG00000205426,ENSG00000205426.9
ENSG00000272763,ENSG00000272763.1
ENSG00000162745,ENSG00000162745.9
ENSG00000158406,ENSG00000158406.3
ENSG00000169783,ENSG00000169783.11
ENSG00000117228,ENSG00000117228.9
ENSG00000168461,ENSG00000168461.11
ENSG00000074527,ENSG00000074527.10
ENSG00000147647,ENSG00000147647.11
ENSG00000011028,ENSG00000011028.12
ENSG00000188112,ENSG00000188112.7
ENSG00000010278,ENSG00000010278.10
ENSG00000139211,ENSG00000139211.6
ENSG00000153086,ENSG00000153086.12
ENSG00000196549,ENSG00000196549.9
ENSG00000237649,ENSG00000237649.6
ENSG00000116774,ENSG00000116774.10
ENSG00000176490,ENSG00000176490.4
ENSG00000134690,ENSG00000134690.9
ENSG00000142798,ENSG00000142798.15
ENSG00000276566,ENSG00000276566.1
ENSG00000007952,ENSG00000007952.16
ENSG00000072832,ENSG00000072832.13
ENSG00000149260,ENSG00000149260.13
ENSG00000011426,ENSG00000011426.9
ENSG00000142677,ENSG00000142677.3
ENSG00000241244,ENSG00000241244.1
ENSG00000085662,ENSG00000085662.12
ENSG00000204444,ENSG00000204444.9
ENSG00000147255,ENSG00000147255.16
ENSG00000146477,ENSG00000146477.5
ENSG00000003436,ENSG00000003436.13
ENSG00000131016,ENSG00000131016.15
ENSG00000175899,ENSG00000175899.13
ENSG00000162817,ENSG00000162817.6
ENSG00000177575,ENSG00000177575.11
ENSG00000237039,ENSG00000237039.1
ENSG00000237550,ENSG00000237550.5
ENSG00000123843,ENSG00000123843.11
ENSG00000135052,ENSG00000135052.15
ENSG00000198650,ENSG00000198650.9
ENSG00000236318,ENSG00000236318.1
ENSG00000078399,ENSG00000078399.14
ENSG00000145386,ENSG00000145386.8
ENSG00000102890,ENSG00000102890.13
ENSG00000162069,ENSG00000162069.13
ENSG00000185745,ENSG00000185745.9
ENSG00000101265,ENSG00000101265.14
ENSG00000175538,ENSG00000175538.9
ENSG00000170571,ENSG00000170571.10
ENSG00000215030,ENSG00000215030.5
ENSG00000125257,ENSG00000125257.12
ENSG00000249599,ENSG00000249599.1
ENSG00000175130,ENSG00000175130.6
ENSG00000095303,ENSG00000095303.13
ENSG00000171388,ENSG00000171388.11
ENSG00000166033,ENSG00000166033.10
ENSG00000138030,ENSG00000138030.11
ENSG00000137267,ENSG00000137267.5
ENSG00000225840,ENSG00000225840.2
ENSG00000108375,ENSG00000108375.11
ENSG00000166147,ENSG00000166147.12
ENSG00000124249,ENSG00000124249.6
ENSG00000224041,ENSG00000224041.3
ENSG00000276980,ENSG00000276980.1
ENSG00000166851,ENSG00000166851.13
ENSG00000131831,ENSG00000131831.16
ENSG00000259976,ENSG00000259976.1
ENSG00000060566,ENSG00000060566.12
ENSG00000153904,ENSG00000153904.17
ENSG00000158747,ENSG00000158747.12
ENSG00000181392,ENSG00000181392.13
ENSG00000067715,ENSG00000067715.12
ENSG00000157404,ENSG00000157404.14
ENSG00000142945,ENSG00000142945.11
ENSG00000171724,ENSG00000171724.2
ENSG00000124713,ENSG00000124713.5
ENSG00000130164,ENSG00000130164.10
ENSG00000011422,ENSG00000011422.10
ENSG00000156675,ENSG00000156675.14
ENSG00000086289,ENSG00000086289.10
ENSG00000119125,ENSG00000119125.15
ENSG00000138119,ENSG00000138119.15
ENSG00000280623,ENSG00000280623.1
ENSG00000100557,ENSG00000100557.8
ENSG00000134531,ENSG00000134531.8
ENSG00000107562,ENSG00000107562.15
ENSG00000141574,ENSG00000141574.6
ENSG00000166963,ENSG00000166963.11
ENSG00000143502,ENSG00000143502.13
ENSG00000114378,ENSG00000114378.15
ENSG00000173546,ENSG00000173546.7
ENSG00000188906,ENSG00000188906.12
ENSG00000158055,ENSG00000158055.14
ENSG00000115226,ENSG00000115226.8
ENSG00000112715,ENSG00000112715.19
ENSG00000187479,ENSG00000187479.5
ENSG00000198976,ENSG00000198976.1
ENSG00000182103,ENSG00000182103.4
ENSG00000099864,ENSG00000099864.16
ENSG00000081923,ENSG00000081923.9
ENSG00000064651,ENSG00000064651.12
ENSG00000065320,ENSG00000065320.7
ENSG00000178828,ENSG00000178828.6
ENSG00000116741,ENSG00000116741.7
ENSG00000175164,ENSG00000175164.12
ENSG00000166292,ENSG00000166292.10
ENSG00000124237,ENSG00000124237.5
ENSG00000183160,ENSG00000183160.8
ENSG00000101470,ENSG00000101470.8
ENSG00000131401,ENSG00000131401.10
ENSG00000163131,ENSG00000163131.9
ENSG00000180155,ENSG00000180155.17
ENSG00000146072,ENSG00000146072.6
ENSG00000100504,ENSG00000100504.15
ENSG00000186193,ENSG00000186193.8
ENSG00000135318,ENSG00000135318.10
ENSG00000105605,ENSG00000105605.6
ENSG00000162772,ENSG00000162772.15
ENSG00000105855,ENSG00000105855.8
ENSG00000080031,ENSG00000080031.8
ENSG00000173391,ENSG00000173391.7
ENSG00000277394,ENSG00000277394.1
ENSG00000105971,ENSG00000105971.13
ENSG00000157601,ENSG00000157601.12
ENSG00000116285,ENSG00000116285.11
ENSG00000149809,ENSG00000149809.13
ENSG00000170577,ENSG00000170577.7
ENSG00000170312,ENSG00000170312.14
ENSG00000127824,ENSG00000127824.12
ENSG00000128274,ENSG00000128274.14
ENSG00000008441,ENSG00000008441.15
ENSG00000106123,ENSG00000106123.10
ENSG00000249948,ENSG00000249948.5
ENSG00000120149,ENSG00000120149.8
ENSG00000092758,ENSG00000092758.14
ENSG00000154153,ENSG00000154153.12
ENSG00000125726,ENSG00000125726.9
ENSG00000066813,ENSG00000066813.13
ENSG00000156076,ENSG00000156076.8
ENSG00000125285,ENSG00000125285.5
ENSG00000186891,ENSG00000186891.12
ENSG00000212907,ENSG00000212907.2
ENSG00000211448,ENSG00000211448.10
ENSG00000264175,ENSG00000264175.1
ENSG00000073849,ENSG00000073849.13
ENSG00000209082,ENSG00000209082.1
ENSG00000158769,ENSG00000158769.16
ENSG00000198695,ENSG00000198695.2
ENSG00000137804,ENSG00000137804.11
ENSG00000157111,ENSG00000157111.11
ENSG00000175264,ENSG00000175264.6
ENSG00000229119,ENSG00000229119.3
ENSG00000184925,ENSG00000184925.10
ENSG00000198576,ENSG00000198576.3
ENSG00000277030,ENSG00000277030.1
ENSG00000165168,ENSG00000165168.7
ENSG00000069482,ENSG00000069482.6
ENSG00000278047,ENSG00000278047.1
ENSG00000134057,ENSG00000134057.13
ENSG00000125378,ENSG00000125378.14
ENSG00000109113,ENSG00000109113.16
ENSG00000204252,ENSG00000204252.11
ENSG00000198478,ENSG00000198478.7
ENSG00000109099,ENSG00000109099.12
ENSG00000141526,ENSG00000141526.13
ENSG00000188322,ENSG00000188322.4
ENSG00000174348,ENSG00000174348.12
ENSG00000184678,ENSG00000184678.9
ENSG00000125845,ENSG00000125845.6
ENSG00000100196,ENSG00000100196.9
ENSG00000163430,ENSG00000163430.8
ENSG00000129946,ENSG00000129946.9
ENSG00000136859,ENSG00000136859.8
ENSG00000211938,ENSG00000211938.2
ENSG00000108309,ENSG00000108309.11
ENSG00000133878,ENSG00000133878.7
ENSG00000063180,ENSG00000063180.7
ENSG00000184867,ENSG00000184867.12
ENSG00000171759,ENSG00000171759.7
ENSG00000211935,ENSG00000211935.3
ENSG00000227051,ENSG00000227051.5
ENSG00000198523,ENSG00000198523.5
ENSG00000165457,ENSG00000165457.12
ENSG00000113494,ENSG00000113494.15
ENSG00000171243,ENSG00000171243.7
ENSG00000188404,ENSG00000188404.7
ENSG00000210049,ENSG00000210049.1
ENSG00000180543,ENSG00000180543.4
ENSG00000109436,ENSG00000109436.7
ENSG00000131471,ENSG00000131471.5
ENSG00000185290,ENSG00000185290.3
ENSG00000127129,ENSG00000127129.8
ENSG00000187048,ENSG00000187048.11
ENSG00000104341,ENSG00000104341.15
ENSG00000175040,ENSG00000175040.5
ENSG00000106789,ENSG00000106789.11
ENSG00000226608,ENSG00000226608.3
ENSG00000142675,ENSG00000142675.16
ENSG00000095637,ENSG00000095637.19
ENSG00000142227,ENSG00000142227.9
ENSG00000204065,ENSG00000204065.2
ENSG00000103460,ENSG00000103460.15
ENSG00000213190,ENSG00000213190.3
ENSG00000141750,ENSG00000141750.6
ENSG00000090661,ENSG00000090661.10
ENSG00000069122,ENSG00000069122.17
ENSG00000205362,ENSG00000205362.9
ENSG00000103260,ENSG00000103260.7
ENSG00000184731,ENSG00000184731.5
ENSG00000133101,ENSG00000133101.8
ENSG00000265452,ENSG00000265452.1
ENSG00000162522,ENSG00000162522.9
ENSG00000163734,ENSG00000163734.4
ENSG00000147394,ENSG00000147394.17
ENSG00000177106,ENSG00000177106.13
ENSG00000159399,ENSG00000159399.8
ENSG00000183421,ENSG00000183421.10
ENSG00000186310,ENSG00000186310.9
ENSG00000179761,ENSG00000179761.10
ENSG00000110042,ENSG00000110042.6
ENSG00000210196,ENSG00000210196.2
ENSG00000260549,ENSG00000260549.1
ENSG00000115112,ENSG00000115112.7
ENSG00000085741,ENSG00000085741.11
ENSG00000121005,ENSG00000121005.7
ENSG00000198099,ENSG00000198099.7
ENSG00000158373,ENSG00000158373.8
ENSG00000181458,ENSG00000181458.9
ENSG00000188042,ENSG00000188042.7
ENSG00000132170,ENSG00000132170.18
ENSG00000155380,ENSG00000155380.10
ENSG00000170369,ENSG00000170369.3
ENSG00000121900,ENSG00000121900.17
ENSG00000144481,ENSG00000144481.15
ENSG00000087116,ENSG00000087116.12
ENSG00000215808,ENSG00000215808.2
ENSG00000143333,ENSG00000143333.6
ENSG00000085276,ENSG00000085276.16
ENSG00000181085,ENSG00000181085.13
ENSG00000162511,ENSG00000162511.7
ENSG00000154096,ENSG00000154096.12
ENSG00000116771,ENSG00000116771.5
ENSG00000158869,ENSG00000158869.9
ENSG00000121898,ENSG00000121898.11
ENSG00000060982,ENSG00000060982.13
ENSG00000101187,ENSG00000101187.14
ENSG00000124839,ENSG00000124839.11
ENSG00000249395,ENSG00000249395.2
ENSG00000246705,ENSG00000246705.4
ENSG00000129038,ENSG00000129038.14
ENSG00000147027,ENSG00000147027.3
ENSG00000143119,ENSG00000143119.11
ENSG00000143850,ENSG00000143850.11
ENSG00000126233,ENSG00000126233.1
ENSG00000078401,ENSG00000078401.6
ENSG00000130598,ENSG00000130598.14
ENSG00000198075,ENSG00000198075.8
ENSG00000125848,ENSG00000125848.9
ENSG00000196338,ENSG00000196338.11
ENSG00000070731,ENSG00000070731.8
ENSG00000154917,ENSG00000154917.9
ENSG00000124875,ENSG00000124875.8
ENSG00000148468,ENSG00000148468.15
ENSG00000180176,ENSG00000180176.13
ENSG00000204531,ENSG00000204531.14
ENSG00000198435,ENSG00000198435.3
ENSG00000010379,ENSG00000010379.14
ENSG00000054179,ENSG00000054179.10
ENSG00000115363,ENSG00000115363.12
ENSG00000137965,ENSG00000137965.9
ENSG00000172403,ENSG00000172403.9
ENSG00000079931,ENSG00000079931.13
ENSG00000145623,ENSG00000145623.11
ENSG00000170382,ENSG00000170382.10
ENSG00000135842,ENSG00000135842.15
ENSG00000181577,ENSG00000181577.14
ENSG00000131941,ENSG00000131941.6
ENSG00000163874,ENSG00000163874.8
ENSG00000116147,ENSG00000116147.15
ENSG00000245532,ENSG00000245532.5
ENSG00000163565,ENSG00000163565.17
ENSG00000112379,ENSG00000112379.8
ENSG00000136688,ENSG00000136688.9
ENSG00000147804,ENSG00000147804.8
ENSG00000273802,ENSG00000273802.1
ENSG00000204421,ENSG00000204421.2
ENSG00000139289,ENSG00000139289.12
ENSG00000142552,ENSG00000142552.6
ENSG00000139219,ENSG00000139219.16
ENSG00000170017,ENSG00000170017.11
ENSG00000091136,ENSG00000091136.12
ENSG00000198759,ENSG00000198759.10
ENSG00000143632,ENSG00000143632.13
ENSG00000041353,ENSG00000041353.8
ENSG00000163694,ENSG00000163694.13
ENSG00000077984,ENSG00000077984.5
ENSG00000213760,ENSG00000213760.9
ENSG00000162998,ENSG00000162998.4
ENSG00000113946,ENSG00000113946.3
ENSG00000141448,ENSG00000141448.7
ENSG00000153823,ENSG00000153823.17
ENSG00000021355,ENSG00000021355.11
ENSG00000174939,ENSG00000174939.9
ENSG00000196368,ENSG00000196368.4
ENSG00000116574,ENSG00000116574.5
ENSG00000187045,ENSG00000187045.15
ENSG00000156711,ENSG00000156711.15
ENSG00000226084,ENSG00000226084.5
ENSG00000145287,ENSG00000145287.9
ENSG00000174080,ENSG00000174080.9
ENSG00000012171,ENSG00000012171.16
ENSG00000055118,ENSG00000055118.13
ENSG00000118514,ENSG00000118514.12
ENSG00000228253,ENSG00000228253.1
ENSG00000011600,ENSG00000011600.10
ENSG00000089472,ENSG00000089472.15
ENSG00000243290,ENSG00000243290.1
ENSG00000146038,ENSG00000146038.10
ENSG00000178882,ENSG00000178882.12
ENSG00000115641,ENSG00000115641.17
ENSG00000213853,ENSG00000213853.8
ENSG00000169418,ENSG00000169418.9
ENSG00000162496,ENSG00000162496.7
ENSG00000146122,ENSG00000146122.15
ENSG00000166415,ENSG00000166415.13
ENSG00000164125,ENSG00000164125.14
ENSG00000105737,ENSG00000105737.8
ENSG00000168453,ENSG00000168453.13
ENSG00000185101,ENSG00000185101.11
ENSG00000122133,ENSG00000122133.15
ENSG00000211599,ENSG00000211599.2
ENSG00000244414,ENSG00000244414.5
ENSG00000136999,ENSG00000136999.4
ENSG00000115525,ENSG00000115525.15
ENSG00000050344,ENSG00000050344.8
ENSG00000204610,ENSG00000204610.11
ENSG00000175745,ENSG00000175745.10
ENSG00000170458,ENSG00000170458.12
ENSG00000124479,ENSG00000124479.8
ENSG00000106327,ENSG00000106327.11
ENSG00000109861,ENSG00000109861.14
ENSG00000134028,ENSG00000134028.13
ENSG00000135218,ENSG00000135218.16
ENSG00000119514,ENSG00000119514.6
ENSG00000254726,ENSG00000254726.2
ENSG00000196924,ENSG00000196924.13
ENSG00000132965,ENSG00000132965.8
ENSG00000266017,ENSG00000266017.1
ENSG00000126803,ENSG00000126803.9
ENSG00000012779,ENSG00000012779.9
ENSG00000183018,ENSG00000183018.7
ENSG00000165731,ENSG00000165731.16
ENSG00000109062,ENSG00000109062.8
ENSG00000229344,ENSG00000229344.1
ENSG00000198682,ENSG00000198682.11
ENSG00000012504,ENSG00000012504.12
ENSG00000165304,ENSG00000165304.6
ENSG00000144339,ENSG00000144339.10
ENSG00000164308,ENSG00000164308.15
ENSG00000214748,ENSG00000214748.2
ENSG00000273179,ENSG00000273179.1
ENSG00000087258,ENSG00000087258.12
ENSG00000113249,ENSG00000113249.11
ENSG00000138792,ENSG00000138792.8
ENSG00000271447,ENSG00000271447.4
ENSG00000122862,ENSG00000122862.4
ENSG00000139737,ENSG00000139737.20
ENSG00000077152,ENSG00000077152.8
ENSG00000118520,ENSG00000118520.12
ENSG00000001617,ENSG00000001617.10
ENSG00000167771,ENSG00000167771.5
ENSG00000168143,ENSG00000168143.8
ENSG00000242371,ENSG00000242371.1
ENSG00000168389,ENSG00000168389.16
ENSG00000089127,ENSG00000089127.11
ENSG00000170955,ENSG00000170955.9
ENSG00000131668,ENSG00000131668.12
ENSG00000103647,ENSG00000103647.11
ENSG00000225937,ENSG00000225937.1
ENSG00000198113,ENSG00000198113.2
ENSG00000137033,ENSG00000137033.10
ENSG00000166828,ENSG00000166828.2
ENSG00000008735,ENSG00000008735.13
ENSG00000163568,ENSG00000163568.12
ENSG00000150556,ENSG00000150556.15
ENSG00000006118,ENSG00000006118.13
ENSG00000157734,ENSG00000157734.12
ENSG00000223648,ENSG00000223648.3
ENSG00000105251,ENSG00000105251.9
ENSG00000136928,ENSG00000136928.4
ENSG00000111424,ENSG00000111424.9
ENSG00000176595,ENSG00000176595.3
ENSG00000260260,ENSG00000260260.1
ENSG00000171428,ENSG00000171428.12
ENSG00000168209,ENSG00000168209.4
ENSG00000160255,ENSG00000160255.15
ENSG00000134871,ENSG00000134871.16
ENSG00000143126,ENSG00000143126.7
ENSG00000204983,ENSG00000204983.11
ENSG00000182782,ENSG00000182782.7
ENSG00000161714,ENSG00000161714.10
ENSG00000181374,ENSG00000181374.6
ENSG00000035862,ENSG00000035862.11
ENSG00000264219,ENSG00000264219.1
ENSG00000010282,ENSG00000010282.13
ENSG00000100097,ENSG00000100097.10
ENSG00000149043,ENSG00000149043.15
ENSG00000152049,ENSG00000152049.6
ENSG00000135447,ENSG00000135447.15
ENSG00000173404,ENSG00000173404.4
ENSG00000151640,ENSG00000151640.11
ENSG00000064666,ENSG00000064666.13
ENSG00000272405,ENSG00000272405.1
ENSG00000255690,ENSG00000255690.2
ENSG00000074181,ENSG00000074181.7
ENSG00000105668,ENSG00000105668.6
ENSG00000162873,ENSG00000162873.13
ENSG00000134853,ENSG00000134853.10
ENSG00000142089,ENSG00000142089.14
ENSG00000196208,ENSG00000196208.12
ENSG00000166840,ENSG00000166840.12
ENSG00000182809,ENSG00000182809.9
ENSG00000128342,ENSG00000128342.4
ENSG00000102760,ENSG00000102760.12
ENSG00000113368,ENSG00000113368.10
ENSG00000070404,ENSG00000070404.8
ENSG00000127418,ENSG00000127418.13
ENSG00000119917,ENSG00000119917.12
ENSG00000112499,ENSG00000112499.11
ENSG00000008323,ENSG00000008323.14
ENSG00000156535,ENSG00000156535.12
ENSG00000186474,ENSG00000186474.14
ENSG00000130508,ENSG00000130508.9
ENSG00000089327,ENSG00000089327.13
ENSG00000049323,ENSG00000049323.14
ENSG00000145247,ENSG00000145247.10
ENSG00000112818,ENSG00000112818.8
ENSG00000176014,ENSG00000176014.11
ENSG00000180573,ENSG00000180573.9
ENSG00000108950,ENSG00000108950.10
ENSG00000275713,ENSG00000275713.1
ENSG00000099849,ENSG00000099849.13
ENSG00000178078,ENSG00000178078.10
ENSG00000164949,ENSG00000164949.6
ENSG00000245848,ENSG00000245848.2
ENSG00000092964,ENSG00000092964.15
ENSG00000008283,ENSG00000008283.14
ENSG00000187758,ENSG00000187758.6
ENSG00000204389,ENSG00000204389.9
ENSG00000074276,ENSG00000074276.9
ENSG00000139200,ENSG00000139200.12
ENSG00000141682,ENSG00000141682.11
ENSG00000167641,ENSG00000167641.9
ENSG00000134013,ENSG00000134013.14
ENSG00000141505,ENSG00000141505.10
ENSG00000269888,ENSG00000269888.1
ENSG00000225969,ENSG00000225969.1
ENSG00000171303,ENSG00000171303.6
ENSG00000162949,ENSG00000162949.15
ENSG00000249242,ENSG00000249242.6
ENSG00000147697,ENSG00000147697.7
ENSG00000196542,ENSG00000196542.7
ENSG00000173930,ENSG00000173930.8
ENSG00000182985,ENSG00000182985.15
ENSG00000166780,ENSG00000166780.9
ENSG00000204257,ENSG00000204257.13
ENSG00000152669,ENSG00000152669.8
ENSG00000117318,ENSG00000117318.8
ENSG00000233622,ENSG00000233622.1
ENSG00000163485,ENSG00000163485.14
ENSG00000242574,ENSG00000242574.7
ENSG00000130592,ENSG00000130592.12
ENSG00000173898,ENSG00000173898.10
ENSG00000081181,ENSG00000081181.6
ENSG00000178401,ENSG00000178401.13
ENSG00000180596,ENSG00000180596.7
ENSG00000211632,ENSG00000211632.3
ENSG00000122691,ENSG00000122691.11
ENSG00000128849,ENSG00000128849.10
ENSG00000169604,ENSG00000169604.18
ENSG00000168078,ENSG00000168078.8
ENSG00000182175,ENSG00000182175.12
ENSG00000174640,ENSG00000174640.11
ENSG00000140263,ENSG00000140263.12
ENSG00000131482,ENSG00000131482.8
ENSG00000113578,ENSG00000113578.16
ENSG00000111432,ENSG00000111432.4
ENSG00000101134,ENSG00000101134.10
ENSG00000134323,ENSG00000134323.10
ENSG00000115705,ENSG00000115705.19
ENSG00000165475,ENSG00000165475.12
ENSG00000204580,ENSG00000204580.10
ENSG00000099284,ENSG00000099284.12
ENSG00000166816,ENSG00000166816.12
ENSG00000127990,ENSG00000127990.14
ENSG00000112984,ENSG00000112984.10
ENSG00000179674,ENSG00000179674.3
ENSG00000146670,ENSG00000146670.8
ENSG00000103316,ENSG00000103316.9
ENSG00000122870,ENSG00000122870.10
ENSG00000117650,ENSG00000117650.11
ENSG00000184160,ENSG00000184160.7
ENSG00000167553,ENSG00000167553.13
ENSG00000063660,ENSG00000063660.7
ENSG00000198692,ENSG00000198692.8
ENSG00000196805,ENSG00000196805.7
ENSG00000123975,ENSG00000123975.4
ENSG00000127863,ENSG00000127863.14
ENSG00000118640,ENSG00000118640.9
ENSG00000069812,ENSG00000069812.10
ENSG00000067113,ENSG00000067113.15
ENSG00000214530,ENSG00000214530.6
ENSG00000133063,ENSG00000133063.14
ENSG00000177459,ENSG00000177459.9
ENSG00000065833,ENSG00000065833.8
ENSG00000163364,ENSG00000163364.8
ENSG00000140961,ENSG00000140961.11
ENSG00000256229,ENSG00000256229.6
ENSG00000196205,ENSG00000196205.8
ENSG00000166681,ENSG00000166681.12
ENSG00000159388,ENSG00000159388.5
ENSG00000067057,ENSG00000067057.15
ENSG00000170412,ENSG00000170412.15
ENSG00000187122,ENSG00000187122.15
ENSG00000211829,ENSG00000211829.5
ENSG00000148848,ENSG00000148848.13
ENSG00000185201,ENSG00000185201.15
ENSG00000188100,ENSG00000188100.8
ENSG00000150687,ENSG00000150687.10
ENSG00000164530,ENSG00000164530.12
ENSG00000152804,ENSG00000152804.9
ENSG00000259974,ENSG00000259974.2
ENSG00000127249,ENSG00000127249.13
ENSG00000085563,ENSG00000085563.13
ENSG00000084636,ENSG00000084636.16
ENSG00000165105,ENSG00000165105.9
ENSG00000253293,ENSG00000253293.4
ENSG00000088726,ENSG00000088726.14
ENSG00000073067,ENSG00000073067.12
ENSG00000121753,ENSG00000121753.11
ENSG00000156413,ENSG00000156413.12
ENSG00000006468,ENSG00000006468.12
ENSG00000170837,ENSG00000170837.2
ENSG00000205002,ENSG00000205002.3
ENSG00000223298,ENSG00000223298.1
ENSG00000122679,ENSG00000122679.7
ENSG00000138308,ENSG00000138308.5
ENSG00000204681,ENSG00000204681.9
ENSG00000179750,ENSG00000179750.14
ENSG00000185565,ENSG00000185565.10
