gene,probe_id
ENSG00000211593,ENSG00000211593.2
ENSG00000078549,ENSG00000078549.13
ENSG00000087510,ENSG00000087510.6
ENSG00000103044,ENSG00000103044.9
ENSG00000173801,ENSG00000173801.15
ENSG00000179178,ENSG00000179178.9
ENSG00000105523,ENSG00000105523.3
ENSG00000073792,ENSG00000073792.14
ENSG00000105289,ENSG00000105289.13
ENSG00000135111,ENSG00000135111.13
ENSG00000167768,ENSG00000167768.4
ENSG00000100867,ENSG00000100867.13
ENSG00000155093,ENSG00000155093.16
ENSG00000189221,ENSG00000189221.8
ENSG00000174564,ENSG00000174564.11
ENSG00000179862,ENSG00000179862.6
ENSG00000105357,ENSG00000105357.14
ENSG00000165443,ENSG00000165443.10
ENSG00000131203,ENSG00000131203.11
ENSG00000113739,ENSG00000113739.9
ENSG00000100342,ENSG00000100342.19
ENSG00000211942,ENSG00000211942.3
ENSG00000101198,ENSG00000101198.13
ENSG00000197142,ENSG00000197142.9
ENSG00000084207,ENSG00000084207.14
ENSG00000197444,ENSG00000197444.8
ENSG00000167617,ENSG00000167617.2
ENSG00000095713,ENSG00000095713.12
ENSG00000232216,ENSG00000232216.1
ENSG00000146678,ENSG00000146678.8
ENSG00000149573,ENSG00000149573.7
ENSG00000167741,ENSG00000167741.9
ENSG00000278597,ENSG00000278597.1
ENSG00000125398,ENSG00000125398.5
ENSG00000147003,ENSG00000147003.5
ENSG00000183844,ENSG00000183844.15
ENSG00000100290,ENSG00000100290.2
ENSG00000211655,ENSG00000211655.3
ENSG00000132639,ENSG00000132639.11
ENSG00000105409,ENSG00000105409.14
ENSG00000115255,ENSG00000115255.9
ENSG00000091129,ENSG00000091129.18
ENSG00000100079,ENSG00000100079.6
ENSG00000095739,ENSG00000095739.10
ENSG00000187837,ENSG00000187837.3
ENSG00000149294,ENSG00000149294.15
ENSG00000123892,ENSG00000123892.10
ENSG00000116133,ENSG00000116133.10
ENSG00000256612,ENSG00000256612.6
ENSG00000244468,ENSG00000244468.1
ENSG00000138079,ENSG00000138079.12
ENSG00000182107,ENSG00000182107.6
ENSG00000101213,ENSG00000101213.6
ENSG00000168077,ENSG00000168077.12
ENSG00000148702,ENSG00000148702.13
ENSG00000066405,ENSG00000066405.11
ENSG00000174460,ENSG00000174460.3
ENSG00000121769,ENSG00000121769.6
ENSG00000275234,ENSG00000275234.1
ENSG00000007306,ENSG00000007306.13
ENSG00000133661,ENSG00000133661.14
ENSG00000164647,ENSG00000164647.7
ENSG00000148926,ENSG00000148926.8
ENSG00000137309,ENSG00000137309.18
ENSG00000162692,ENSG00000162692.9
ENSG00000255026,ENSG00000255026.1
ENSG00000188293,ENSG00000188293.5
ENSG00000159516,ENSG00000159516.8
ENSG00000075618,ENSG00000075618.16
ENSG00000107796,ENSG00000107796.11
ENSG00000003989,ENSG00000003989.15
ENSG00000187608,ENSG00000187608.7
ENSG00000118898,ENSG00000118898.14
ENSG00000112559,ENSG00000112559.12
ENSG00000129596,ENSG00000129596.4
ENSG00000116039,ENSG00000116039.10
ENSG00000179914,ENSG00000179914.4
ENSG00000137573,ENSG00000137573.12
ENSG00000204128,ENSG00000204128.5
ENSG00000153002,ENSG00000153002.10
ENSG00000100558,ENSG00000100558.7
ENSG00000132718,ENSG00000132718.8
ENSG00000115339,ENSG00000115339.12
ENSG00000025423,ENSG00000025423.10
ENSG00000165905,ENSG00000165905.15
ENSG00000167767,ENSG00000167767.12
ENSG00000017483,ENSG00000017483.13
ENSG00000135220,ENSG00000135220.9
ENSG00000162545,ENSG00000162545.5
ENSG00000161249,ENSG00000161249.19
ENSG00000163191,ENSG00000163191.5
ENSG00000175356,ENSG00000175356.11
ENSG00000175592,ENSG00000175592.7
ENSG00000120068,ENSG00000120068.6
ENSG00000104760,ENSG00000104760.15
ENSG00000177494,ENSG00000177494.5
ENSG00000164120,ENSG00000164120.12
ENSG00000211970,ENSG00000211970.3
ENSG00000092096,ENSG00000092096.13
ENSG00000011347,ENSG00000011347.8
ENSG00000163132,ENSG00000163132.6
ENSG00000113296,ENSG00000113296.13
ENSG00000105088,ENSG00000105088.7
ENSG00000101335,ENSG00000101335.8
ENSG00000114270,ENSG00000114270.14
ENSG00000211952,ENSG00000211952.3
ENSG00000169442,ENSG00000169442.7
ENSG00000138696,ENSG00000138696.9
ENSG00000137331,ENSG00000137331.11
ENSG00000005884,ENSG00000005884.16
ENSG00000088325,ENSG00000088325.14
ENSG00000019505,ENSG00000019505.6
ENSG00000100979,ENSG00000100979.13
ENSG00000108846,ENSG00000108846.14
ENSG00000131620,ENSG00000131620.16
ENSG00000130005,ENSG00000130005.10
ENSG00000203499,ENSG00000203499.9
ENSG00000109255,ENSG00000109255.10
ENSG00000260027,ENSG00000260027.4
ENSG00000163735,ENSG00000163735.6
ENSG00000204287,ENSG00000204287.12
ENSG00000131747,ENSG00000131747.13
ENSG00000158089,ENSG00000158089.13
ENSG00000187193,ENSG00000187193.8
ENSG00000141738,ENSG00000141738.12
ENSG00000109610,ENSG00000109610.5
ENSG00000176788,ENSG00000176788.8
ENSG00000147168,ENSG00000147168.11
ENSG00000143153,ENSG00000143153.11
ENSG00000143369,ENSG00000143369.13
ENSG00000105880,ENSG00000105880.4
ENSG00000092295,ENSG00000092295.10
ENSG00000075223,ENSG00000075223.12
ENSG00000206073,ENSG00000206073.9
ENSG00000123095,ENSG00000123095.5
ENSG00000102265,ENSG00000102265.10
ENSG00000135916,ENSG00000135916.14
ENSG00000099937,ENSG00000099937.9
ENSG00000183734,ENSG00000183734.4
ENSG00000105699,ENSG00000105699.15
ENSG00000172061,ENSG00000172061.8
ENSG00000182013,ENSG00000182013.16
ENSG00000182580,ENSG00000182580.2
ENSG00000174938,ENSG00000174938.13
ENSG00000275410,ENSG00000275410.3
ENSG00000081041,ENSG00000081041.8
ENSG00000149131,ENSG00000149131.14
ENSG00000104419,ENSG00000104419.13
ENSG00000100842,ENSG00000100842.11
ENSG00000167191,ENSG00000167191.10
ENSG00000065361,ENSG00000065361.13
ENSG00000124253,ENSG00000124253.10
ENSG00000142494,ENSG00000142494.12
ENSG00000122756,ENSG00000122756.13
ENSG00000174567,ENSG00000174567.7
ENSG00000179344,ENSG00000179344.15
ENSG00000104435,ENSG00000104435.12
ENSG00000145920,ENSG00000145920.13
ENSG00000211772,ENSG00000211772.7
ENSG00000182379,ENSG00000182379.9
ENSG00000167861,ENSG00000167861.14
ENSG00000130768,ENSG00000130768.13
ENSG00000261040,ENSG00000261040.5
ENSG00000120738,ENSG00000120738.7
ENSG00000126878,ENSG00000126878.11
ENSG00000166143,ENSG00000166143.8
ENSG00000160932,ENSG00000160932.9
ENSG00000025708,ENSG00000025708.11
ENSG00000105398,ENSG00000105398.3
ENSG00000197457,ENSG00000197457.8
ENSG00000129455,ENSG00000129455.14
ENSG00000106537,ENSG00000106537.7
ENSG00000151892,ENSG00000151892.13
ENSG00000135919,ENSG00000135919.11
ENSG00000196126,ENSG00000196126.9
ENSG00000164694,ENSG00000164694.15
ENSG00000103449,ENSG00000103449.10
ENSG00000134824,ENSG00000134824.12
ENSG00000240237,ENSG00000240237.1
ENSG00000163898,ENSG00000163898.8
ENSG00000176387,ENSG00000176387.6
ENSG00000202538,ENSG00000202538.1
ENSG00000188536,ENSG00000188536.11
ENSG00000211664,ENSG00000211664.2
ENSG00000229415,ENSG00000229415.8
ENSG00000158104,ENSG00000158104.10
ENSG00000211972,ENSG00000211972.2
ENSG00000198910,ENSG00000198910.11
ENSG00000102409,ENSG00000102409.9
ENSG00000114771,ENSG00000114771.12
ENSG00000120129,ENSG00000120129.5
ENSG00000240694,ENSG00000240694.7
ENSG00000130287,ENSG00000130287.12
ENSG00000183347,ENSG00000183347.14
ENSG00000184697,ENSG00000184697.6
ENSG00000211968,ENSG00000211968.3
ENSG00000067048,ENSG00000067048.15
ENSG00000182272,ENSG00000182272.10
ENSG00000132744,ENSG00000132744.6
ENSG00000105519,ENSG00000105519.11
ENSG00000188338,ENSG00000188338.13
ENSG00000137731,ENSG00000137731.12
ENSG00000049540,ENSG00000049540.15
ENSG00000180921,ENSG00000180921.6
ENSG00000143167,ENSG00000143167.10
ENSG00000251562,ENSG00000251562.6
ENSG00000169862,ENSG00000169862.17
ENSG00000183779,ENSG00000183779.6
ENSG00000125851,ENSG00000125851.8
ENSG00000167614,ENSG00000167614.12
ENSG00000144354,ENSG00000144354.12
ENSG00000118971,ENSG00000118971.6
ENSG00000137726,ENSG00000137726.14
ENSG00000107984,ENSG00000107984.8
ENSG00000182492,ENSG00000182492.14
ENSG00000158164,ENSG00000158164.6
ENSG00000121316,ENSG00000121316.9
ENSG00000176971,ENSG00000176971.3
ENSG00000096006,ENSG00000096006.10
ENSG00000157551,ENSG00000157551.16
ENSG00000133321,ENSG00000133321.9
ENSG00000170786,ENSG00000170786.11
ENSG00000196735,ENSG00000196735.10
ENSG00000084674,ENSG00000084674.12
ENSG00000141579,ENSG00000141579.6
ENSG00000138061,ENSG00000138061.10
ENSG00000125462,ENSG00000125462.15
ENSG00000127585,ENSG00000127585.10
ENSG00000102575,ENSG00000102575.9
ENSG00000154269,ENSG00000154269.13
ENSG00000112562,ENSG00000112562.17
ENSG00000197614,ENSG00000197614.9
ENSG00000181218,ENSG00000181218.5
ENSG00000018236,ENSG00000018236.13
ENSG00000256812,ENSG00000256812.1
ENSG00000103034,ENSG00000103034.13
ENSG00000167900,ENSG00000167900.10
ENSG00000156096,ENSG00000156096.11
ENSG00000183010,ENSG00000183010.15
ENSG00000176945,ENSG00000176945.15
ENSG00000119411,ENSG00000119411.10
ENSG00000167332,ENSG00000167332.7
ENSG00000197641,ENSG00000197641.10
ENSG00000136155,ENSG00000136155.15
ENSG00000243649,ENSG00000243649.7
ENSG00000128298,ENSG00000128298.15
ENSG00000229391,ENSG00000229391.6
ENSG00000127954,ENSG00000127954.11
ENSG00000205927,ENSG00000205927.4
ENSG00000185215,ENSG00000185215.7
ENSG00000138615,ENSG00000138615.5
ENSG00000144834,ENSG00000144834.11
ENSG00000214274,ENSG00000214274.8
ENSG00000180730,ENSG00000180730.4
ENSG00000077274,ENSG00000077274.8
ENSG00000171227,ENSG00000171227.6
ENSG00000144810,ENSG00000144810.14
ENSG00000081479,ENSG00000081479.11
ENSG00000022556,ENSG00000022556.14
ENSG00000163082,ENSG00000163082.9
ENSG00000188643,ENSG00000188643.9
ENSG00000183044,ENSG00000183044.10
ENSG00000050767,ENSG00000050767.14
ENSG00000116661,ENSG00000116661.9
ENSG00000086205,ENSG00000086205.15
ENSG00000142871,ENSG00000142871.14
ENSG00000079385,ENSG00000079385.20
ENSG00000196352,ENSG00000196352.12
ENSG00000130222,ENSG00000130222.9
ENSG00000138356,ENSG00000138356.12
ENSG00000138772,ENSG00000138772.11
ENSG00000049089,ENSG00000049089.12
ENSG00000178445,ENSG00000178445.8
ENSG00000225630,ENSG00000225630.1
ENSG00000148798,ENSG00000148798.8
ENSG00000232629,ENSG00000232629.7
ENSG00000128591,ENSG00000128591.14
ENSG00000173156,ENSG00000173156.5
ENSG00000167552,ENSG00000167552.12
ENSG00000115828,ENSG00000115828.14
ENSG00000142102,ENSG00000142102.14
ENSG00000118523,ENSG00000118523.5
ENSG00000156510,ENSG00000156510.12
ENSG00000168243,ENSG00000168243.9
ENSG00000139629,ENSG00000139629.14
ENSG00000125148,ENSG00000125148.6
ENSG00000078018,ENSG00000078018.18
ENSG00000170608,ENSG00000170608.2
ENSG00000186868,ENSG00000186868.14
ENSG00000171476,ENSG00000171476.20
ENSG00000163032,ENSG00000163032.10
ENSG00000173369,ENSG00000173369.14
ENSG00000163923,ENSG00000163923.8
ENSG00000163520,ENSG00000163520.12
ENSG00000108830,ENSG00000108830.9
ENSG00000166535,ENSG00000166535.18
ENSG00000142910,ENSG00000142910.14
ENSG00000157303,ENSG00000157303.9
ENSG00000159167,ENSG00000159167.10
ENSG00000131981,ENSG00000131981.14
ENSG00000111674,ENSG00000111674.7
ENSG00000128564,ENSG00000128564.6
ENSG00000129521,ENSG00000129521.12
ENSG00000088002,ENSG00000088002.10
ENSG00000164283,ENSG00000164283.11
ENSG00000198959,ENSG00000198959.10
ENSG00000105270,ENSG00000105270.13
ENSG00000100170,ENSG00000100170.8
ENSG00000211611,ENSG00000211611.2
ENSG00000261116,ENSG00000261116.1
ENSG00000170091,ENSG00000170091.9
ENSG00000124225,ENSG00000124225.14
ENSG00000105141,ENSG00000105141.5
ENSG00000175567,ENSG00000175567.7
ENSG00000119147,ENSG00000119147.8
ENSG00000237111,ENSG00000237111.1
ENSG00000167972,ENSG00000167972.12
ENSG00000185269,ENSG00000185269.10
ENSG00000156284,ENSG00000156284.5
ENSG00000231389,ENSG00000231389.6
ENSG00000146648,ENSG00000146648.14
ENSG00000205795,ENSG00000205795.4
ENSG00000165556,ENSG00000165556.9
ENSG00000089685,ENSG00000089685.13
ENSG00000114200,ENSG00000114200.8
ENSG00000134215,ENSG00000134215.14
ENSG00000142627,ENSG00000142627.12
ENSG00000128242,ENSG00000128242.11
ENSG00000137203,ENSG00000137203.9
ENSG00000171517,ENSG00000171517.5
ENSG00000205358,ENSG00000205358.3
ENSG00000203697,ENSG00000203697.10
ENSG00000049283,ENSG00000049283.16
ENSG00000137198,ENSG00000137198.8
ENSG00000277734,ENSG00000277734.3
ENSG00000053747,ENSG00000053747.14
ENSG00000178826,ENSG00000178826.9
ENSG00000104368,ENSG00000104368.16
ENSG00000105767,ENSG00000105767.2
ENSG00000188064,ENSG00000188064.8
ENSG00000174607,ENSG00000174607.9
ENSG00000019169,ENSG00000019169.10
ENSG00000162706,ENSG00000162706.11
ENSG00000167286,ENSG00000167286.8
ENSG00000243709,ENSG00000243709.1
ENSG00000080618,ENSG00000080618.12
ENSG00000000971,ENSG00000000971.14
ENSG00000233493,ENSG00000233493.3
ENSG00000108511,ENSG00000108511.9
ENSG00000106772,ENSG00000106772.16
ENSG00000006016,ENSG00000006016.9
ENSG00000198125,ENSG00000198125.11
ENSG00000092068,ENSG00000092068.17
ENSG00000136943,ENSG00000136943.9
ENSG00000175445,ENSG00000175445.13
ENSG00000105974,ENSG00000105974.10
ENSG00000147872,ENSG00000147872.8
ENSG00000110400,ENSG00000110400.9
ENSG00000100031,ENSG00000100031.17
ENSG00000260318,ENSG00000260318.1
ENSG00000177685,ENSG00000177685.15
ENSG00000173917,ENSG00000173917.10
ENSG00000134020,ENSG00000134020.7
ENSG00000215845,ENSG00000215845.9
ENSG00000130821,ENSG00000130821.14
ENSG00000171848,ENSG00000171848.12
ENSG00000134569,ENSG00000134569.8
ENSG00000140254,ENSG00000140254.11
ENSG00000105374,ENSG00000105374.8
ENSG00000110436,ENSG00000110436.10
ENSG00000101955,ENSG00000101955.13
ENSG00000203760,ENSG00000203760.7
ENSG00000168824,ENSG00000168824.13
ENSG00000134339,ENSG00000134339.7
ENSG00000006327,ENSG00000006327.12
ENSG00000211974,ENSG00000211974.3
ENSG00000158825,ENSG00000158825.5
ENSG00000175928,ENSG00000175928.5
ENSG00000105281,ENSG00000105281.11
ENSG00000239776,ENSG00000239776.2
ENSG00000184524,ENSG00000184524.5
ENSG00000055957,ENSG00000055957.9
ENSG00000198734,ENSG00000198734.9
ENSG00000131711,ENSG00000131711.13
ENSG00000243449,ENSG00000243449.5
ENSG00000159403,ENSG00000159403.14
ENSG00000090530,ENSG00000090530.8
ENSG00000092621,ENSG00000092621.10
ENSG00000112299,ENSG00000112299.7
ENSG00000221867,ENSG00000221867.7
ENSG00000113083,ENSG00000113083.11
ENSG00000187017,ENSG00000187017.13
ENSG00000130300,ENSG00000130300.7
ENSG00000138449,ENSG00000138449.9
ENSG00000150551,ENSG00000150551.10
ENSG00000162576,ENSG00000162576.15
ENSG00000091986,ENSG00000091986.14
ENSG00000204616,ENSG00000204616.9
ENSG00000142765,ENSG00000142765.16
ENSG00000185432,ENSG00000185432.11
ENSG00000187955,ENSG00000187955.10
ENSG00000131037,ENSG00000131037.13
ENSG00000090932,ENSG00000090932.9
ENSG00000133710,ENSG00000133710.14
ENSG00000141934,ENSG00000141934.8
ENSG00000163751,ENSG00000163751.3
ENSG00000163814,ENSG00000163814.6
ENSG00000169347,ENSG00000169347.15
ENSG00000026025,ENSG00000026025.12
ENSG00000007038,ENSG00000007038.9
ENSG00000203747,ENSG00000203747.8
ENSG00000135929,ENSG00000135929.7
ENSG00000164251,ENSG00000164251.4
ENSG00000159713,ENSG00000159713.9
ENSG00000107438,ENSG00000107438.7
ENSG00000026508,ENSG00000026508.15
ENSG00000251039,ENSG00000251039.2
ENSG00000168280,ENSG00000168280.15
ENSG00000162174,ENSG00000162174.11
ENSG00000169550,ENSG00000169550.11
ENSG00000087128,ENSG00000087128.8
ENSG00000064886,ENSG00000064886.12
ENSG00000125869,ENSG00000125869.8
ENSG00000239559,ENSG00000239559.2
ENSG00000184613,ENSG00000184613.9
ENSG00000138080,ENSG00000138080.12
ENSG00000134755,ENSG00000134755.13
ENSG00000101447,ENSG00000101447.12
ENSG00000167748,ENSG00000167748.9
ENSG00000131435,ENSG00000131435.11
ENSG00000184254,ENSG00000184254.15
ENSG00000169248,ENSG00000169248.11
ENSG00000268104,ENSG00000268104.2
ENSG00000227766,ENSG00000227766.1
ENSG00000100373,ENSG00000100373.8
ENSG00000176919,ENSG00000176919.10
ENSG00000060558,ENSG00000060558.3
ENSG00000067840,ENSG00000067840.11
ENSG00000102007,ENSG00000102007.9
ENSG00000123358,ENSG00000123358.18
ENSG00000100167,ENSG00000100167.18
ENSG00000019582,ENSG00000019582.13
ENSG00000101938,ENSG00000101938.13
ENSG00000113140,ENSG00000113140.9
ENSG00000198467,ENSG00000198467.12
ENSG00000144749,ENSG00000144749.12
ENSG00000130234,ENSG00000130234.9
ENSG00000185818,ENSG00000185818.7
ENSG00000180447,ENSG00000180447.6
ENSG00000140284,ENSG00000140284.9
ENSG00000224389,ENSG00000224389.7
ENSG00000164326,ENSG00000164326.4
ENSG00000078081,ENSG00000078081.6
ENSG00000151224,ENSG00000151224.11
ENSG00000125775,ENSG00000125775.13
ENSG00000170561,ENSG00000170561.11
ENSG00000188783,ENSG00000188783.5
ENSG00000198788,ENSG00000198788.8
ENSG00000162981,ENSG00000162981.13
ENSG00000175906,ENSG00000175906.4
ENSG00000205076,ENSG00000205076.4
ENSG00000100095,ENSG00000100095.17
ENSG00000197353,ENSG00000197353.3
ENSG00000170231,ENSG00000170231.14
ENSG00000144837,ENSG00000144837.7
ENSG00000175707,ENSG00000175707.8
ENSG00000227507,ENSG00000227507.2
ENSG00000168447,ENSG00000168447.9
ENSG00000173372,ENSG00000173372.15
ENSG00000274012,ENSG00000274012.1
ENSG00000117115,ENSG00000117115.11
ENSG00000120756,ENSG00000120756.11
ENSG00000134873,ENSG00000134873.8
ENSG00000163083,ENSG00000163083.5
ENSG00000163431,ENSG00000163431.12
ENSG00000178999,ENSG00000178999.11
ENSG00000199488,ENSG00000199488.1
ENSG00000143375,ENSG00000143375.13
ENSG00000185664,ENSG00000185664.13
ENSG00000204219,ENSG00000204219.8
ENSG00000186910,ENSG00000186910.3
ENSG00000253313,ENSG00000253313.4
ENSG00000197253,ENSG00000197253.12
ENSG00000251164,ENSG00000251164.1
ENSG00000021826,ENSG00000021826.13
ENSG00000259803,ENSG00000259803.5
ENSG00000108176,ENSG00000108176.13
ENSG00000106178,ENSG00000106178.5
ENSG00000110092,ENSG00000110092.3
ENSG00000235162,ENSG00000235162.7
ENSG00000123610,ENSG00000123610.4
ENSG00000151365,ENSG00000151365.2
ENSG00000141424,ENSG00000141424.11
ENSG00000139055,ENSG00000139055.5
ENSG00000064787,ENSG00000064787.11
ENSG00000197747,ENSG00000197747.7
ENSG00000149557,ENSG00000149557.11
ENSG00000172137,ENSG00000172137.17
ENSG00000118513,ENSG00000118513.17
ENSG00000119938,ENSG00000119938.8
ENSG00000260428,ENSG00000260428.2
ENSG00000139292,ENSG00000139292.11
ENSG00000197977,ENSG00000197977.3
ENSG00000165409,ENSG00000165409.14
ENSG00000134716,ENSG00000134716.8
ENSG00000132563,ENSG00000132563.14
ENSG00000155659,ENSG00000155659.13
ENSG00000130558,ENSG00000130558.17
ENSG00000140274,ENSG00000140274.12
ENSG00000110375,ENSG00000110375.2
ENSG00000090339,ENSG00000090339.7
ENSG00000019186,ENSG00000019186.8
ENSG00000152766,ENSG00000152766.5
ENSG00000048540,ENSG00000048540.13
ENSG00000159189,ENSG00000159189.10
ENSG00000184709,ENSG00000184709.7
ENSG00000163235,ENSG00000163235.14
ENSG00000250722,ENSG00000250722.4
ENSG00000131910,ENSG00000131910.4
ENSG00000071967,ENSG00000071967.10
ENSG00000276171,ENSG00000276171.1
ENSG00000145649,ENSG00000145649.7
ENSG00000170835,ENSG00000170835.13
ENSG00000157150,ENSG00000157150.4
ENSG00000120875,ENSG00000120875.7
ENSG00000042493,ENSG00000042493.14
ENSG00000169439,ENSG00000169439.10
ENSG00000107281,ENSG00000107281.8
ENSG00000184557,ENSG00000184557.4
ENSG00000100253,ENSG00000100253.11
ENSG00000141753,ENSG00000141753.6
ENSG00000108691,ENSG00000108691.8
ENSG00000207770,ENSG00000207770.1
ENSG00000121653,ENSG00000121653.10
ENSG00000111716,ENSG00000111716.11
ENSG00000165795,ENSG00000165795.19
ENSG00000102243,ENSG00000102243.11
ENSG00000078596,ENSG00000078596.9
ENSG00000172379,ENSG00000172379.17
ENSG00000169594,ENSG00000169594.11
ENSG00000140297,ENSG00000140297.11
ENSG00000163362,ENSG00000163362.9
ENSG00000157103,ENSG00000157103.9
ENSG00000173890,ENSG00000173890.15
ENSG00000106025,ENSG00000106025.7
ENSG00000164626,ENSG00000164626.8
ENSG00000116824,ENSG00000116824.4
ENSG00000102003,ENSG00000102003.9
ENSG00000169174,ENSG00000169174.10
ENSG00000251381,ENSG00000251381.5
ENSG00000187653,ENSG00000187653.11
ENSG00000172236,ENSG00000172236.15
ENSG00000113905,ENSG00000113905.4
ENSG00000157227,ENSG00000157227.11
ENSG00000169509,ENSG00000169509.5
ENSG00000223865,ENSG00000223865.9
ENSG00000070087,ENSG00000070087.12
ENSG00000009950,ENSG00000009950.14
ENSG00000227869,ENSG00000227869.1
ENSG00000164237,ENSG00000164237.7
ENSG00000211452,ENSG00000211452.9
ENSG00000168497,ENSG00000168497.4
ENSG00000130487,ENSG00000130487.5
ENSG00000166126,ENSG00000166126.9
ENSG00000073756,ENSG00000073756.10
ENSG00000131187,ENSG00000131187.8
ENSG00000019549,ENSG00000019549.7
ENSG00000163884,ENSG00000163884.3
ENSG00000136167,ENSG00000136167.12
ENSG00000128739,ENSG00000128739.19
ENSG00000130545,ENSG00000130545.14
ENSG00000166278,ENSG00000166278.13
ENSG00000162878,ENSG00000162878.11
ENSG00000186377,ENSG00000186377.7
ENSG00000164695,ENSG00000164695.4
ENSG00000104447,ENSG00000104447.10
ENSG00000119681,ENSG00000119681.10
ENSG00000171130,ENSG00000171130.16
ENSG00000126218,ENSG00000126218.10
ENSG00000100918,ENSG00000100918.11
ENSG00000176920,ENSG00000176920.11
ENSG00000243238,ENSG00000243238.1
ENSG00000132688,ENSG00000132688.10
ENSG00000277639,ENSG00000277639.1
ENSG00000108352,ENSG00000108352.10
ENSG00000136842,ENSG00000136842.12
ENSG00000053918,ENSG00000053918.14
ENSG00000142156,ENSG00000142156.13
ENSG00000147381,ENSG00000147381.10
ENSG00000163202,ENSG00000163202.4
ENSG00000260807,ENSG00000260807.5
ENSG00000184956,ENSG00000184956.14
ENSG00000196344,ENSG00000196344.10
ENSG00000169515,ENSG00000169515.5
ENSG00000114854,ENSG00000114854.6
ENSG00000123454,ENSG00000123454.9
ENSG00000129538,ENSG00000129538.12
ENSG00000162267,ENSG00000162267.11
ENSG00000169083,ENSG00000169083.14
ENSG00000213088,ENSG00000213088.8
ENSG00000231292,ENSG00000231292.6
ENSG00000106333,ENSG00000106333.11
ENSG00000154146,ENSG00000154146.11
ENSG00000197696,ENSG00000197696.8
ENSG00000228232,ENSG00000228232.1
ENSG00000205336,ENSG00000205336.10
ENSG00000124491,ENSG00000124491.14
ENSG00000106258,ENSG00000106258.12
ENSG00000163141,ENSG00000163141.17
ENSG00000154856,ENSG00000154856.11
ENSG00000164683,ENSG00000164683.15
ENSG00000176485,ENSG00000176485.9
ENSG00000131409,ENSG00000131409.11
ENSG00000134463,ENSG00000134463.13
ENSG00000235687,ENSG00000235687.7
ENSG00000168679,ENSG00000168679.16
ENSG00000197766,ENSG00000197766.6
ENSG00000139970,ENSG00000139970.15
ENSG00000261183,ENSG00000261183.4
ENSG00000235098,ENSG00000235098.7
ENSG00000120075,ENSG00000120075.5
ENSG00000237973,ENSG00000237973.1
ENSG00000189366,ENSG00000189366.8
ENSG00000169894,ENSG00000169894.16
ENSG00000124564,ENSG00000124564.16
ENSG00000197903,ENSG00000197903.7
ENSG00000001626,ENSG00000001626.13
ENSG00000198183,ENSG00000198183.10
ENSG00000148735,ENSG00000148735.13
ENSG00000158246,ENSG00000158246.7
ENSG00000136881,ENSG00000136881.10
ENSG00000164761,ENSG00000164761.7
ENSG00000249992,ENSG00000249992.1
ENSG00000161944,ENSG00000161944.15
ENSG00000276775,ENSG00000276775.1
ENSG00000114646,ENSG00000114646.8
ENSG00000096433,ENSG00000096433.9
ENSG00000137857,ENSG00000137857.16
ENSG00000261701,ENSG00000261701.5
ENSG00000143365,ENSG00000143365.15
ENSG00000105131,ENSG00000105131.6
ENSG00000100665,ENSG00000100665.10
ENSG00000144476,ENSG00000144476.5
ENSG00000164078,ENSG00000164078.11
ENSG00000095970,ENSG00000095970.15
ENSG00000165929,ENSG00000165929.11
ENSG00000244731,ENSG00000244731.6
ENSG00000139044,ENSG00000139044.9
ENSG00000163581,ENSG00000163581.12
ENSG00000114455,ENSG00000114455.12
ENSG00000168350,ENSG00000168350.7
ENSG00000099994,ENSG00000099994.10
ENSG00000125780,ENSG00000125780.11
ENSG00000165449,ENSG00000165449.10
ENSG00000111206,ENSG00000111206.11
ENSG00000169710,ENSG00000169710.6
ENSG00000167588,ENSG00000167588.11
ENSG00000156966,ENSG00000156966.6
ENSG00000184500,ENSG00000184500.13
ENSG00000159164,ENSG00000159164.8
ENSG00000163879,ENSG00000163879.10
ENSG00000183747,ENSG00000183747.10
ENSG00000076716,ENSG00000076716.8
ENSG00000105655,ENSG00000105655.17
ENSG00000211689,ENSG00000211689.5
ENSG00000091490,ENSG00000091490.9
ENSG00000155980,ENSG00000155980.10
ENSG00000072274,ENSG00000072274.11
ENSG00000197172,ENSG00000197172.9
ENSG00000156127,ENSG00000156127.6
ENSG00000277075,ENSG00000277075.1
ENSG00000240671,ENSG00000240671.2
ENSG00000162738,ENSG00000162738.5
ENSG00000124145,ENSG00000124145.6
ENSG00000196562,ENSG00000196562.13
ENSG00000147256,ENSG00000147256.9
ENSG00000175287,ENSG00000175287.17
ENSG00000185567,ENSG00000185567.6
ENSG00000165507,ENSG00000165507.8
ENSG00000153802,ENSG00000153802.10
ENSG00000177807,ENSG00000177807.6
ENSG00000171903,ENSG00000171903.15
ENSG00000253368,ENSG00000253368.3
ENSG00000143578,ENSG00000143578.14
ENSG00000205364,ENSG00000205364.3
ENSG00000074370,ENSG00000074370.16
ENSG00000204291,ENSG00000204291.9
ENSG00000134533,ENSG00000134533.5
ENSG00000137563,ENSG00000137563.10
ENSG00000090104,ENSG00000090104.10
ENSG00000079689,ENSG00000079689.12
ENSG00000135063,ENSG00000135063.16
ENSG00000116132,ENSG00000116132.10
ENSG00000172927,ENSG00000172927.6
ENSG00000162444,ENSG00000162444.11
ENSG00000171812,ENSG00000171812.9
ENSG00000139352,ENSG00000139352.3
ENSG00000124785,ENSG00000124785.7
ENSG00000051523,ENSG00000051523.9
