model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,0.015,0.0,4,8,0.3906688956797486,0.37488562062898684
LSPIN,lspin_tf,0.015,0.0,4,9,0.3739736527463016,0.38159889084546267
LSPIN,lspin_tf,0.015,0.0,5,6,0.5569826482121502,0.5482401791037185
LSPIN,lspin_tf,0.015,0.0,5,7,0.5315295283413675,0.504463074841237
LSPIN,lspin_tf,0.015,0.0,5,8,0.44399700423669425,0.3710090912334426
LSPIN,lspin_tf,0.015,0.0,5,9,0.623519359296409,0.529331466450291
LSPIN,lspin_tf,0.015,0.0,6,7,0.7025269008730123,0.5832551516426477
LSPIN,lspin_tf,0.015,0.0,6,8,0.6315754589694395,0.5223595554496006
LSPIN,lspin_tf,0.015,0.0,6,9,0.5202256489599077,0.44868756954758765
LSPIN,lspin_tf,0.015,0.0,7,8,0.6449296419666968,0.5214824145501012
LSPIN,lspin_tf,0.015,0.0,7,9,0.5690114627887896,0.5096484416521965
LSPIN,lspin_tf,0.015,0.0,8,9,0.5177872858379432,0.45111074306361804
LSPIN,lspin_tf,0.012,0.0,0,1,0.30118040413433417,0.36973151598446424
LSPIN,lspin_tf,0.012,0.0,0,2,0.5600687260578435,0.5120978671389278
LSPIN,lspin_tf,0.012,0.0,0,3,0.3113735159478019,0.372145017744847
LSPIN,lspin_tf,0.012,0.0,0,4,0.17541317751866364,0.20174753420703678
LSPIN,lspin_tf,0.012,0.0,0,5,0.21850711471521148,0.28587020621203363
LSPIN,lspin_tf,0.012,0.0,0,6,0.5443488439577555,0.48197361242711
LSPIN,lspin_tf,0.012,0.0,0,7,0.724990941655778,0.6759796060110074
LSPIN,lspin_tf,0.012,0.0,0,8,0.16587545637880913,0.20376091862856646
LSPIN,lspin_tf,0.012,0.0,0,9,0.5273370876936897,0.47356784576199806
LSPIN,lspin_tf,0.012,0.0,1,2,0.32015986049637996,0.3670028000213683
LSPIN,lspin_tf,0.012,0.0,1,3,0.20495321770475225,0.2938610393695108
