histology,n_test,cindex,model_family,lambda_sparse,lambda_sample_smooth,seed
other,23,0.8378378378378378,LSPIN,0.0018,0.0,120131
infiltratingductalcarcinoma,220,0.502454991816694,LSPIN,0.0018,0.0,120132
infiltratinglobularcarcinoma,60,0.5211640211640212,LSPIN,0.0018,0.0,120132
other,23,0.2702702702702703,LSPIN,0.0018,0.0,120132
infiltratingductalcarcinoma,220,0.6003273322422259,LSPIN,0.0015,0.0,130123
infiltratinglobularcarcinoma,60,0.6084656084656085,LSPIN,0.0015,0.0,130123
other,23,0.5135135135135135,LSPIN,0.0015,0.0,130123
infiltratingductalcarcinoma,220,0.6671031096563012,LSPIN,0.0015,0.0,130124
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.0015,0.0,130124
other,23,0.5675675675675675,LSPIN,0.0015,0.0,130124
infiltratingductalcarcinoma,220,0.6589198036006547,LSPIN,0.0015,0.0,130125
infiltratinglobularcarcinoma,60,0.47619047619047616,LSPIN,0.0015,0.0,130125
other,23,0.5405405405405406,LSPIN,0.0015,0.0,130125
infiltratingductalcarcinoma,220,0.4968903436988543,LSPIN,0.0015,0.0,130126
infiltratinglobularcarcinoma,60,0.6190476190476191,LSPIN,0.0015,0.0,130126
other,23,0.6486486486486487,LSPIN,0.0015,0.0,130126
infiltratingductalcarcinoma,220,0.6458265139116203,LSPIN,0.0015,0.0,130127
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,0.0015,0.0,130127
other,23,0.5945945945945946,LSPIN,0.0015,0.0,130127
infiltratingductalcarcinoma,220,0.6422258592471358,LSPIN,0.0015,0.0,130128
infiltratinglobularcarcinoma,60,0.6772486772486772,LSPIN,0.0015,0.0,130128
other,23,0.5675675675675675,LSPIN,0.0015,0.0,130128
infiltratingductalcarcinoma,220,0.6101472995090016,LSPIN,0.0015,0.0,130129
infiltratinglobularcarcinoma,60,0.6825396825396826,LSPIN,0.0015,0.0,130129
other,23,0.6756756756756757,LSPIN,0.0015,0.0,130129
infiltratingductalcarcinoma,220,0.6919803600654665,LSPIN,0.0015,0.0,130130
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.0015,0.0,130130
other,23,0.5945945945945946,LSPIN,0.0015,0.0,130130
infiltratingductalcarcinoma,220,0.6080196399345336,LSPIN,0.0015,0.0,130131
infiltratinglobularcarcinoma,60,0.5767195767195767,LSPIN,0.0015,0.0,130131
other,23,0.6216216216216216,LSPIN,0.0015,0.0,130131
infiltratingductalcarcinoma,220,0.6693944353518821,LSPIN,0.0015,0.0,130132
infiltratinglobularcarcinoma,60,0.4656084656084656,LSPIN,0.0015,0.0,130132
other,23,0.5945945945945946,LSPIN,0.0015,0.0,130132
infiltratingductalcarcinoma,220,0.560392798690671,LSPIN,0.0012,0.0,140123
infiltratinglobularcarcinoma,60,0.46825396825396826,LSPIN,0.0012,0.0,140123
other,23,0.527027027027027,LSPIN,0.0012,0.0,140123
infiltratingductalcarcinoma,220,0.6130932896890343,LSPIN,0.0012,0.0,140124
infiltratinglobularcarcinoma,60,0.6190476190476191,LSPIN,0.0012,0.0,140124
other,23,0.5135135135135135,LSPIN,0.0012,0.0,140124
infiltratingductalcarcinoma,220,0.6291325695581015,LSPIN,0.0012,0.0,140125
infiltratinglobularcarcinoma,60,0.48148148148148145,LSPIN,0.0012,0.0,140125
other,23,0.43243243243243246,LSPIN,0.0012,0.0,140125
infiltratingductalcarcinoma,220,0.6248772504091653,LSPIN,0.0012,0.0,140126
infiltratinglobularcarcinoma,60,0.7248677248677249,LSPIN,0.0012,0.0,140126
other,23,0.5675675675675675,LSPIN,0.0012,0.0,140126
infiltratingductalcarcinoma,220,0.6147299509001637,LSPIN,0.0012,0.0,140127
infiltratinglobularcarcinoma,60,0.6402116402116402,LSPIN,0.0012,0.0,140127
other,23,0.4594594594594595,LSPIN,0.0012,0.0,140127
infiltratingductalcarcinoma,220,0.6085106382978723,LSPIN,0.0012,0.0,140128
infiltratinglobularcarcinoma,60,0.6031746031746031,LSPIN,0.0012,0.0,140128
other,23,0.5675675675675675,LSPIN,0.0012,0.0,140128
infiltratingductalcarcinoma,220,0.6546644844517185,LSPIN,0.0012,0.0,140129
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,0.0012,0.0,140129
other,23,0.6486486486486487,LSPIN,0.0012,0.0,140129
infiltratingductalcarcinoma,220,0.6536824877250409,LSPIN,0.0012,0.0,140130
infiltratinglobularcarcinoma,60,0.4656084656084656,LSPIN,0.0012,0.0,140130
other,23,0.5135135135135135,LSPIN,0.0012,0.0,140130
infiltratingductalcarcinoma,220,0.6759410801963993,LSPIN,0.0012,0.0,140131
infiltratinglobularcarcinoma,60,0.656084656084656,LSPIN,0.0012,0.0,140131
other,23,0.6486486486486487,LSPIN,0.0012,0.0,140131
infiltratingductalcarcinoma,220,0.6713584288052373,LSPIN,0.0012,0.0,140132
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,0.0012,0.0,140132
other,23,0.5405405405405406,LSPIN,0.0012,0.0,140132
infiltratingductalcarcinoma,220,0.6055646481178396,LSPIN,0.001,0.0,150123
infiltratinglobularcarcinoma,60,0.2857142857142857,LSPIN,0.001,0.0,150123
other,23,0.4864864864864865,LSPIN,0.001,0.0,150123
infiltratingductalcarcinoma,220,0.5243862520458266,LSPIN,0.001,0.0,150124
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.001,0.0,150124
other,23,0.3783783783783784,LSPIN,0.001,0.0,150124
infiltratingductalcarcinoma,220,0.6644844517184942,LSPIN,0.001,0.0,150125
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.001,0.0,150125
other,23,0.4864864864864865,LSPIN,0.001,0.0,150125
infiltratingductalcarcinoma,220,0.6471358428805237,LSPIN,0.001,0.0,150126
infiltratinglobularcarcinoma,60,0.7195767195767195,LSPIN,0.001,0.0,150126
other,23,0.5675675675675675,LSPIN,0.001,0.0,150126
infiltratingductalcarcinoma,220,0.646481178396072,LSPIN,0.001,0.0,150127
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,0.001,0.0,150127
other,23,0.5405405405405406,LSPIN,0.001,0.0,150127
infiltratingductalcarcinoma,220,0.5806873977086743,LSPIN,0.001,0.0,150128
infiltratinglobularcarcinoma,60,0.5079365079365079,LSPIN,0.001,0.0,150128
other,23,0.5405405405405406,LSPIN,0.001,0.0,150128
infiltratingductalcarcinoma,220,0.6494271685761047,LSPIN,0.001,0.0,150129
infiltratinglobularcarcinoma,60,0.48677248677248675,LSPIN,0.001,0.0,150129
other,23,0.5675675675675675,LSPIN,0.001,0.0,150129
infiltratingductalcarcinoma,220,0.6014729950900164,LSPIN,0.001,0.0,150130
infiltratinglobularcarcinoma,60,0.46296296296296297,LSPIN,0.001,0.0,150130
other,23,0.6216216216216216,LSPIN,0.001,0.0,150130
infiltratingductalcarcinoma,220,0.5587561374795418,LSPIN,0.001,0.0,150131
infiltratinglobularcarcinoma,60,0.328042328042328,LSPIN,0.001,0.0,150131
other,23,0.5405405405405406,LSPIN,0.001,0.0,150131
infiltratingductalcarcinoma,220,0.6016366612111292,LSPIN,0.001,0.0,150132
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.001,0.0,150132
other,23,0.4864864864864865,LSPIN,0.001,0.0,150132
infiltratingductalcarcinoma,220,0.5967266775777414,LSPIN,0.0008,0.0,160123
infiltratinglobularcarcinoma,60,0.626984126984127,LSPIN,0.0008,0.0,160123
other,23,0.7297297297297297,LSPIN,0.0008,0.0,160123
infiltratingductalcarcinoma,220,0.5543371522094926,LSPIN,0.0008,0.0,160124
infiltratinglobularcarcinoma,60,0.48677248677248675,LSPIN,0.0008,0.0,160124
other,23,0.581081081081081,LSPIN,0.0008,0.0,160124
infiltratingductalcarcinoma,220,0.5374795417348609,LSPIN,0.0008,0.0,160125
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.0008,0.0,160125
other,23,0.4594594594594595,LSPIN,0.0008,0.0,160125
infiltratingductalcarcinoma,220,0.4685761047463175,LSPIN,0.0008,0.0,160126
infiltratinglobularcarcinoma,60,0.5687830687830688,LSPIN,0.0008,0.0,160126
other,23,0.5,LSPIN,0.0008,0.0,160126
infiltratingductalcarcinoma,220,0.5270049099836334,LSPIN,0.0008,0.0,160127
infiltratinglobularcarcinoma,60,0.3994708994708995,LSPIN,0.0008,0.0,160127
other,23,0.5135135135135135,LSPIN,0.0008,0.0,160127
infiltratingductalcarcinoma,220,0.4564648117839607,LSPIN,0.0008,0.0,160128
infiltratinglobularcarcinoma,60,0.5582010582010583,LSPIN,0.0008,0.0,160128
other,23,0.5,LSPIN,0.0008,0.0,160128
infiltratingductalcarcinoma,220,0.5631751227495908,LSPIN,0.0008,0.0,160129
infiltratinglobularcarcinoma,60,0.58994708994709,LSPIN,0.0008,0.0,160129
other,23,0.4864864864864865,LSPIN,0.0008,0.0,160129
infiltratingductalcarcinoma,220,0.616366612111293,LSPIN,0.0008,0.0,160130
infiltratinglobularcarcinoma,60,0.4444444444444444,LSPIN,0.0008,0.0,160130
other,23,0.5405405405405406,LSPIN,0.0008,0.0,160130
infiltratingductalcarcinoma,220,0.5888707037643208,LSPIN,0.0008,0.0,160131
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,0.0008,0.0,160131
other,23,0.5135135135135135,LSPIN,0.0008,0.0,160131
infiltratingductalcarcinoma,220,0.5751227495908346,LSPIN,0.0008,0.0,160132
infiltratinglobularcarcinoma,60,0.48677248677248675,LSPIN,0.0008,0.0,160132
other,23,0.5135135135135135,LSPIN,0.0008,0.0,160132
infiltratingductalcarcinoma,220,0.5983633387888707,LSPIN,0.00065,0.0,170123
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.00065,0.0,170123
other,23,0.5945945945945946,LSPIN,0.00065,0.0,170123
infiltratingductalcarcinoma,220,0.5918166939443535,LSPIN,0.00065,0.0,170124
infiltratinglobularcarcinoma,60,0.335978835978836,LSPIN,0.00065,0.0,170124
other,23,0.40540540540540543,LSPIN,0.00065,0.0,170124
infiltratingductalcarcinoma,220,0.6173486088379705,LSPIN,0.00065,0.0,170125
infiltratinglobularcarcinoma,60,0.6137566137566137,LSPIN,0.00065,0.0,170125
other,23,0.5405405405405406,LSPIN,0.00065,0.0,170125
infiltratingductalcarcinoma,220,0.6039279869067103,LSPIN,0.00065,0.0,170126
infiltratinglobularcarcinoma,60,0.47619047619047616,LSPIN,0.00065,0.0,170126
other,23,0.6216216216216216,LSPIN,0.00065,0.0,170126
infiltratingductalcarcinoma,220,0.5947626841243863,LSPIN,0.00065,0.0,170127
infiltratinglobularcarcinoma,60,0.4444444444444444,LSPIN,0.00065,0.0,170127
other,23,0.7297297297297297,LSPIN,0.00065,0.0,170127
infiltratingductalcarcinoma,220,0.5438625204582651,LSPIN,0.00065,0.0,170128
infiltratinglobularcarcinoma,60,0.49206349206349204,LSPIN,0.00065,0.0,170128
other,23,0.5540540540540541,LSPIN,0.00065,0.0,170128
infiltratingductalcarcinoma,220,0.676923076923077,LSPIN,0.00065,0.0,170129
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.00065,0.0,170129
other,23,0.5945945945945946,LSPIN,0.00065,0.0,170129
infiltratingductalcarcinoma,220,0.6127659574468085,LSPIN,0.00065,0.0,170130
infiltratinglobularcarcinoma,60,0.4417989417989418,LSPIN,0.00065,0.0,170130
other,23,0.4594594594594595,LSPIN,0.00065,0.0,170130
infiltratingductalcarcinoma,220,0.5864157119476269,LSPIN,0.00065,0.0,170131
infiltratinglobularcarcinoma,60,0.4523809523809524,LSPIN,0.00065,0.0,170131
other,23,0.4864864864864865,LSPIN,0.00065,0.0,170131
infiltratingductalcarcinoma,220,0.6409165302782324,LSPIN,0.00065,0.0,170132
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,0.00065,0.0,170132
other,23,0.5945945945945946,LSPIN,0.00065,0.0,170132
infiltratingductalcarcinoma,220,0.6088379705400983,LSPIN,0.0005,0.0,180123
infiltratinglobularcarcinoma,60,0.8042328042328042,LSPIN,0.0005,0.0,180123
other,23,0.5675675675675675,LSPIN,0.0005,0.0,180123
infiltratingductalcarcinoma,220,0.5561374795417349,LSPIN,0.0005,0.0,180124
infiltratinglobularcarcinoma,60,0.48677248677248675,LSPIN,0.0005,0.0,180124
other,23,0.4594594594594595,LSPIN,0.0005,0.0,180124
infiltratingductalcarcinoma,220,0.5158756137479542,LSPIN,0.0005,0.0,180125
infiltratinglobularcarcinoma,60,0.3544973544973545,LSPIN,0.0005,0.0,180125
other,23,0.4594594594594595,LSPIN,0.0005,0.0,180125
infiltratingductalcarcinoma,220,0.5379705400981997,LSPIN,0.0005,0.0,180126
infiltratinglobularcarcinoma,60,0.4576719576719577,LSPIN,0.0005,0.0,180126
other,23,0.4594594594594595,LSPIN,0.0005,0.0,180126
infiltratingductalcarcinoma,220,0.5577741407528641,LSPIN,0.0005,0.0,180127
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,0.0005,0.0,180127
other,23,0.43243243243243246,LSPIN,0.0005,0.0,180127
infiltratingductalcarcinoma,220,0.4950900163666121,LSPIN,0.0005,0.0,180128
infiltratinglobularcarcinoma,60,0.46825396825396826,LSPIN,0.0005,0.0,180128
other,23,0.5,LSPIN,0.0005,0.0,180128
infiltratingductalcarcinoma,220,0.5741407528641571,LSPIN,0.0005,0.0,180129
infiltratinglobularcarcinoma,60,0.6666666666666666,LSPIN,0.0005,0.0,180129
other,23,0.6486486486486487,LSPIN,0.0005,0.0,180129
infiltratingductalcarcinoma,220,0.5556464811783961,LSPIN,0.0005,0.0,180130
infiltratinglobularcarcinoma,60,0.4444444444444444,LSPIN,0.0005,0.0,180130
other,23,0.4189189189189189,LSPIN,0.0005,0.0,180130
infiltratingductalcarcinoma,220,0.6320785597381342,LSPIN,0.0005,0.0,180131
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.0005,0.0,180131
other,23,0.5405405405405406,LSPIN,0.0005,0.0,180131
infiltratingductalcarcinoma,220,0.5364975450081833,LSPIN,0.0005,0.0,180132
infiltratinglobularcarcinoma,60,0.4444444444444444,LSPIN,0.0005,0.0,180132
other,23,0.4594594594594595,LSPIN,0.0005,0.0,180132
infiltratingductalcarcinoma,220,0.5597381342062193,LSPIN,0.0004,0.0,190123
infiltratinglobularcarcinoma,60,0.37566137566137564,LSPIN,0.0004,0.0,190123
other,23,0.36486486486486486,LSPIN,0.0004,0.0,190123
infiltratingductalcarcinoma,220,0.5551554828150573,LSPIN,0.0004,0.0,190124
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.0004,0.0,190124
other,23,0.44594594594594594,LSPIN,0.0004,0.0,190124
infiltratingductalcarcinoma,220,0.6306055646481178,LSPIN,0.0004,0.0,190125
infiltratinglobularcarcinoma,60,0.47619047619047616,LSPIN,0.0004,0.0,190125
other,23,0.44594594594594594,LSPIN,0.0004,0.0,190125
infiltratingductalcarcinoma,220,0.662847790507365,LSPIN,0.0004,0.0,190126
infiltratinglobularcarcinoma,60,0.5026455026455027,LSPIN,0.0004,0.0,190126
other,23,0.5945945945945946,LSPIN,0.0004,0.0,190126
infiltratingductalcarcinoma,220,0.5666121112929624,LSPIN,0.0004,0.0,190127
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.0004,0.0,190127
other,23,0.4864864864864865,LSPIN,0.0004,0.0,190127
infiltratingductalcarcinoma,220,0.616366612111293,LSPIN,0.0004,0.0,190128
infiltratinglobularcarcinoma,60,0.5343915343915344,LSPIN,0.0004,0.0,190128
other,23,0.6756756756756757,LSPIN,0.0004,0.0,190128
infiltratingductalcarcinoma,220,0.5567921440261866,LSPIN,0.0004,0.0,190129
infiltratinglobularcarcinoma,60,0.48677248677248675,LSPIN,0.0004,0.0,190129
other,23,0.5945945945945946,LSPIN,0.0004,0.0,190129
infiltratingductalcarcinoma,220,0.6805237315875614,LSPIN,0.0004,0.0,190130
infiltratinglobularcarcinoma,60,0.5661375661375662,LSPIN,0.0004,0.0,190130
other,23,0.4594594594594595,LSPIN,0.0004,0.0,190130
infiltratingductalcarcinoma,220,0.6304418985270049,LSPIN,0.0004,0.0,190131
infiltratinglobularcarcinoma,60,0.4973544973544973,LSPIN,0.0004,0.0,190131
other,23,0.5945945945945946,LSPIN,0.0004,0.0,190131
infiltratingductalcarcinoma,220,0.4654664484451719,LSPIN,0.0004,0.0,190132
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.0004,0.0,190132
other,23,0.44594594594594594,LSPIN,0.0004,0.0,190132
infiltratingductalcarcinoma,220,0.6101472995090016,LSPIN,0.0003,0.0,200123
infiltratinglobularcarcinoma,60,0.4708994708994709,LSPIN,0.0003,0.0,200123
other,23,0.5135135135135135,LSPIN,0.0003,0.0,200123
infiltratingductalcarcinoma,220,0.5157119476268412,LSPIN,0.0003,0.0,200124
infiltratinglobularcarcinoma,60,0.5767195767195767,LSPIN,0.0003,0.0,200124
other,23,0.4864864864864865,LSPIN,0.0003,0.0,200124
infiltratingductalcarcinoma,220,0.5805237315875613,LSPIN,0.0003,0.0,200125
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.0003,0.0,200125
other,23,0.3783783783783784,LSPIN,0.0003,0.0,200125
infiltratingductalcarcinoma,220,0.544189852700491,LSPIN,0.0003,0.0,200126
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.0003,0.0,200126
other,23,0.5,LSPIN,0.0003,0.0,200126
infiltratingductalcarcinoma,220,0.5540098199672667,LSPIN,0.0003,0.0,200127
infiltratinglobularcarcinoma,60,0.47883597883597884,LSPIN,0.0003,0.0,200127
other,23,0.581081081081081,LSPIN,0.0003,0.0,200127
infiltratingductalcarcinoma,220,0.6108019639934533,LSPIN,0.0003,0.0,200128
infiltratinglobularcarcinoma,60,0.4021164021164021,LSPIN,0.0003,0.0,200128
other,23,0.527027027027027,LSPIN,0.0003,0.0,200128
infiltratingductalcarcinoma,220,0.49934533551554827,LSPIN,0.0003,0.0,200129
infiltratinglobularcarcinoma,60,0.6455026455026455,LSPIN,0.0003,0.0,200129
other,23,0.5135135135135135,LSPIN,0.0003,0.0,200129
infiltratingductalcarcinoma,220,0.6111292962356792,LSPIN,0.0003,0.0,200130
infiltratinglobularcarcinoma,60,0.5925925925925926,LSPIN,0.0003,0.0,200130
other,23,0.5405405405405406,LSPIN,0.0003,0.0,200130
infiltratingductalcarcinoma,220,0.5500818330605565,LSPIN,0.0003,0.0,200131
infiltratinglobularcarcinoma,60,0.7248677248677249,LSPIN,0.0003,0.0,200131
other,23,0.35135135135135137,LSPIN,0.0003,0.0,200131
infiltratingductalcarcinoma,220,0.4381342062193126,LSPIN,0.0003,0.0,200132
infiltratinglobularcarcinoma,60,0.5105820105820106,LSPIN,0.0003,0.0,200132
other,23,0.32432432432432434,LSPIN,0.0003,0.0,200132
infiltratingductalcarcinoma,220,0.5253682487725041,LSPIN,0.011,0.1,210123
infiltratinglobularcarcinoma,60,0.49206349206349204,LSPIN,0.011,0.1,210123
other,23,0.43243243243243246,LSPIN,0.011,0.1,210123
infiltratingductalcarcinoma,220,0.6376432078559738,LSPIN,0.011,0.1,210124
infiltratinglobularcarcinoma,60,0.5925925925925926,LSPIN,0.011,0.1,210124
other,23,0.5135135135135135,LSPIN,0.011,0.1,210124
infiltratingductalcarcinoma,220,0.6271685761047463,LSPIN,0.011,0.1,210125
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.011,0.1,210125
other,23,0.5945945945945946,LSPIN,0.011,0.1,210125
infiltratingductalcarcinoma,220,0.6101472995090016,LSPIN,0.011,0.1,210126
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.011,0.1,210126
other,23,0.40540540540540543,LSPIN,0.011,0.1,210126
infiltratingductalcarcinoma,220,0.5819967266775777,LSPIN,0.011,0.1,210127
infiltratinglobularcarcinoma,60,0.43386243386243384,LSPIN,0.011,0.1,210127
other,23,0.3783783783783784,LSPIN,0.011,0.1,210127
infiltratingductalcarcinoma,220,0.6265139116202946,LSPIN,0.011,0.1,210128
infiltratinglobularcarcinoma,60,0.4603174603174603,LSPIN,0.011,0.1,210128
other,23,0.32432432432432434,LSPIN,0.011,0.1,210128
infiltratingductalcarcinoma,220,0.6847790507364976,LSPIN,0.011,0.1,210129
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.011,0.1,210129
other,23,0.43243243243243246,LSPIN,0.011,0.1,210129
infiltratingductalcarcinoma,220,0.7250409165302782,LSPIN,0.011,0.1,210130
infiltratinglobularcarcinoma,60,0.6402116402116402,LSPIN,0.011,0.1,210130
other,23,0.5945945945945946,LSPIN,0.011,0.1,210130
infiltratingductalcarcinoma,220,0.6297872340425532,LSPIN,0.011,0.1,210131
infiltratinglobularcarcinoma,60,0.5767195767195767,LSPIN,0.011,0.1,210131
other,23,0.6756756756756757,LSPIN,0.011,0.1,210131
infiltratingductalcarcinoma,220,0.6225859247135843,LSPIN,0.011,0.1,210132
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.011,0.1,210132
other,23,0.6756756756756757,LSPIN,0.011,0.1,210132
infiltratingductalcarcinoma,220,0.5963993453355155,LSPIN,0.0075,0.1,220123
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,0.0075,0.1,220123
other,23,0.5405405405405406,LSPIN,0.0075,0.1,220123
infiltratingductalcarcinoma,220,0.6733224222585925,LSPIN,0.0075,0.1,220124
infiltratinglobularcarcinoma,60,0.5714285714285714,LSPIN,0.0075,0.1,220124
other,23,0.32432432432432434,LSPIN,0.0075,0.1,220124
infiltratingductalcarcinoma,220,0.660556464811784,LSPIN,0.0075,0.1,220125
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,0.0075,0.1,220125
other,23,0.40540540540540543,LSPIN,0.0075,0.1,220125
infiltratingductalcarcinoma,220,0.5905073649754501,LSPIN,0.0075,0.1,220126
infiltratinglobularcarcinoma,60,0.5925925925925926,LSPIN,0.0075,0.1,220126
other,23,0.5675675675675675,LSPIN,0.0075,0.1,220126
infiltratingductalcarcinoma,220,0.6851063829787234,LSPIN,0.0075,0.1,220127
infiltratinglobularcarcinoma,60,0.41798941798941797,LSPIN,0.0075,0.1,220127
other,23,0.4864864864864865,LSPIN,0.0075,0.1,220127
infiltratingductalcarcinoma,220,0.5509001636661212,LSPIN,0.0075,0.1,220128
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.0075,0.1,220128
other,23,0.7027027027027027,LSPIN,0.0075,0.1,220128
infiltratingductalcarcinoma,220,0.5924713584288053,LSPIN,0.0075,0.1,220129
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.0075,0.1,220129
other,23,0.40540540540540543,LSPIN,0.0075,0.1,220129
infiltratingductalcarcinoma,220,0.6127659574468085,LSPIN,0.0075,0.1,220130
infiltratinglobularcarcinoma,60,0.5026455026455027,LSPIN,0.0075,0.1,220130
other,23,0.40540540540540543,LSPIN,0.0075,0.1,220130
infiltratingductalcarcinoma,220,0.6183306055646481,LSPIN,0.0075,0.1,220131
infiltratinglobularcarcinoma,60,0.48677248677248675,LSPIN,0.0075,0.1,220131
other,23,0.5675675675675675,LSPIN,0.0075,0.1,220131
infiltratingductalcarcinoma,220,0.6785597381342062,LSPIN,0.0075,0.1,220132
infiltratinglobularcarcinoma,60,0.43915343915343913,LSPIN,0.0075,0.1,220132
other,23,0.6216216216216216,LSPIN,0.0075,0.1,220132
infiltratingductalcarcinoma,220,0.6546644844517185,LSPIN,0.005,0.1,230123
infiltratinglobularcarcinoma,60,0.6613756613756614,LSPIN,0.005,0.1,230123
other,23,0.5405405405405406,LSPIN,0.005,0.1,230123
infiltratingductalcarcinoma,220,0.5783960720130933,LSPIN,0.005,0.1,230124
infiltratinglobularcarcinoma,60,0.6243386243386243,LSPIN,0.005,0.1,230124
other,23,0.5405405405405406,LSPIN,0.005,0.1,230124
infiltratingductalcarcinoma,220,0.7011456628477906,LSPIN,0.005,0.1,230125
infiltratinglobularcarcinoma,60,0.6137566137566137,LSPIN,0.005,0.1,230125
other,23,0.5135135135135135,LSPIN,0.005,0.1,230125
infiltratingductalcarcinoma,220,0.6212765957446809,LSPIN,0.005,0.1,230126
infiltratinglobularcarcinoma,60,0.48148148148148145,LSPIN,0.005,0.1,230126
other,23,0.5945945945945946,LSPIN,0.005,0.1,230126
infiltratingductalcarcinoma,220,0.5829787234042553,LSPIN,0.005,0.1,230127
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.005,0.1,230127
other,23,0.6756756756756757,LSPIN,0.005,0.1,230127
infiltratingductalcarcinoma,220,0.5990180032733224,LSPIN,0.005,0.1,230128
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.005,0.1,230128
other,23,0.5945945945945946,LSPIN,0.005,0.1,230128
infiltratingductalcarcinoma,220,0.6166939443535189,LSPIN,0.005,0.1,230129
infiltratinglobularcarcinoma,60,0.48677248677248675,LSPIN,0.005,0.1,230129
other,23,0.4594594594594595,LSPIN,0.005,0.1,230129
infiltratingductalcarcinoma,220,0.6635024549918167,LSPIN,0.005,0.1,230130
infiltratinglobularcarcinoma,60,0.6243386243386243,LSPIN,0.005,0.1,230130
other,23,0.5405405405405406,LSPIN,0.005,0.1,230130
infiltratingductalcarcinoma,220,0.6003273322422259,LSPIN,0.005,0.1,230131
infiltratinglobularcarcinoma,60,0.6666666666666666,LSPIN,0.005,0.1,230131
other,23,0.6486486486486487,LSPIN,0.005,0.1,230131
infiltratingductalcarcinoma,220,0.6618657937806874,LSPIN,0.005,0.1,230132
infiltratinglobularcarcinoma,60,0.49206349206349204,LSPIN,0.005,0.1,230132
other,23,0.43243243243243246,LSPIN,0.005,0.1,230132
infiltratingductalcarcinoma,220,0.5963993453355155,LSPIN,0.0033,0.1,240123
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,0.0033,0.1,240123
other,23,0.5405405405405406,LSPIN,0.0033,0.1,240123
infiltratingductalcarcinoma,220,0.5770867430441898,LSPIN,0.0033,0.1,240124
infiltratinglobularcarcinoma,60,0.6455026455026455,LSPIN,0.0033,0.1,240124
other,23,0.5135135135135135,LSPIN,0.0033,0.1,240124
infiltratingductalcarcinoma,220,0.6729950900163666,LSPIN,0.0033,0.1,240125
infiltratinglobularcarcinoma,60,0.6455026455026455,LSPIN,0.0033,0.1,240125
other,23,0.5675675675675675,LSPIN,0.0033,0.1,240125
infiltratingductalcarcinoma,220,0.63240589198036,LSPIN,0.0033,0.1,240126
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.0033,0.1,240126
other,23,0.4864864864864865,LSPIN,0.0033,0.1,240126
infiltratingductalcarcinoma,220,0.6212765957446809,LSPIN,0.0033,0.1,240127
infiltratinglobularcarcinoma,60,0.5291005291005291,LSPIN,0.0033,0.1,240127
other,23,0.5675675675675675,LSPIN,0.0033,0.1,240127
infiltratingductalcarcinoma,220,0.6454991816693945,LSPIN,0.0033,0.1,240128
infiltratinglobularcarcinoma,60,0.6349206349206349,LSPIN,0.0033,0.1,240128
other,23,0.4864864864864865,LSPIN,0.0033,0.1,240128
infiltratingductalcarcinoma,220,0.7152209492635024,LSPIN,0.0033,0.1,240129
infiltratinglobularcarcinoma,60,0.6084656084656085,LSPIN,0.0033,0.1,240129
other,23,0.43243243243243246,LSPIN,0.0033,0.1,240129
infiltratingductalcarcinoma,220,0.6268412438625205,LSPIN,0.0033,0.1,240130
infiltratinglobularcarcinoma,60,0.6507936507936508,LSPIN,0.0033,0.1,240130
other,23,0.35135135135135137,LSPIN,0.0033,0.1,240130
