model_family,lambda_sample_smooth,lambda_sparse,mean_Khard,std_Khard,mean_test_c,std_test_c,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,mean_effective_gene_count,n_runs,mean_affinity_corr,mean_risk_corr,mean_top_risk_overlap_ratio,mean_cluster_ari,mean_cluster_nmi
Concrete,0.0,0.008,61.697106552124026,16.717131762301864,0.5408353808353809,0.05171987398035742,0.8932056757499286,0.049821734654648495,361.1,230.5,206.0248297166314,10,0.7886081097558899,0.34044370417459213,1.8300775454214608,0.30861435369288903,0.33908099145410353
Concrete,0.0,0.006,126.32347183227539,30.529900541291173,0.5302211302211303,0.052831809593060684,0.9461962142377214,0.011974233903135087,774.7,496.7,447.68931741235394,10,0.8066689132499621,0.4629653156012972,2.087785896251505,0.33734892177328285,0.3493096494276125
Concrete,0.0,0.005,145.40289382934571,31.649470161216648,0.5691236691236691,0.02840265766299198,0.9493857449595133,0.011724936899496545,801.0,536.4,474.81189340667163,10,0.8035431847820659,0.4279686603794602,2.002463536855071,0.3103114688614974,0.3330174176892376
Concrete,0.0,0.004,172.5096450805664,40.20340087407004,0.5668304668304669,0.04352396699164166,0.9516191359272016,0.010305955987102225,852.0,599.2,517.4476064657653,10,0.806192590807846,0.4459087488891302,1.9850508104476359,0.31564602506591666,0.3536579382019564
Concrete,0.0,0.0033,265.70032196044923,105.82278801441714,0.5711711711711711,0.05475566142091534,0.9648477920499507,0.01445899018840555,1220.3,867.7,726.9724561154628,10,0.765458615519514,0.481501599377696,1.9954984462920973,0.3243831654079952,0.3258841369318946
Concrete,0.0,0.0027,302.93504791259767,95.71134121698843,0.5597624897624898,0.047922086429739656,0.9631844369660556,0.033465181595909964,1275.6,943.0,793.1313429386096,10,0.7901023911238211,0.4837584886295169,2.0825620783292744,0.30505586464890727,0.3406604995940412
Concrete,0.0,0.0022,435.81447143554686,148.15013579636863,0.6002866502866503,0.030762497649680167,0.972690373936244,0.016788914954279047,1645.3,1255.9,1045.1364616638425,10,0.7676343058836633,0.5419598369964777,2.234052798073962,0.30571186169603215,0.3375318963715473
Concrete,0.0,0.0018,573.6694519042969,174.50145932641786,0.5948566748566748,0.04072257874937663,0.9807321965320769,0.008684070459746089,2095.3,1575.1,1296.6022437184592,10,0.7837589036760357,0.5594327043104139,2.291514795218499,0.29374365911678896,0.3180253511607548
Concrete,0.0,0.0015,659.7694564819336,189.9636912917615,0.6118263718263718,0.026559522960170338,0.979453267711681,0.017608999734662047,2365.7,1757.3,1442.2478391673162,10,0.7642002152840779,0.5114314240197704,2.261913160325859,0.31266318068854265,0.32957412860172725
Concrete,0.0,0.0012,875.3250854492187,346.1911332045915,0.598984438984439,0.05120428810003725,0.979888370984564,0.023786878802149854,2785.9,2183.1,1784.17417976203,10,0.6978209983630075,0.49868497903301434,2.106939895299684,0.27348503233158056,0.30734968283002484
Concrete,0.0,0.001,910.5286071777343,419.2913453737802,0.5727927927927927,0.04640051932854023,0.9791398489045152,0.016293666809234372,3132.6,2339.5,1906.2242461567687,10,0.7431869122613999,0.37884006957112476,2.1574368018812464,0.3121079397160416,0.3460902021932483
Concrete,0.0,0.0007,1311.6067337036134,933.4568711958447,0.526068796068796,0.04601171659309195,0.9737255880923834,0.030616359594029544,3773.3,2919.7,2388.9583998594085,10,0.6956160256738678,0.41479587059825973,1.9554491755549959,0.2811862178138348,0.3027954841063863
Concrete,0.0,0.00085,1327.882635498047,430.33031879732033,0.5510319410319411,0.06745131780534015,0.9850801598664031,0.010343441018706278,4083.7,3199.8,2620.4883048591646,10,0.6931001192923414,0.4083103189683306,1.9293300859438425,0.2636747166255614,0.2928181990479498
Concrete,0.0,0.0005,1572.101611328125,651.0099710824563,0.5759213759213759,0.04015831232009736,0.985810464004941,0.010902819201669729,4181.4,3260.3,2656.877038704962,10,0.7146020976659487,0.36456489254019053,2.333305338596344,0.30530416062181553,0.32563540969274024
Concrete,0.0,0.0006,2098.741131591797,702.674299878694,0.5464864864864865,0.03140215708046109,0.991730746535929,0.00632832536895756,5981.7,4769.8,3904.1062511064215,10,0.7809565375670704,0.44374870339899103,2.449970605526161,0.291265650825978,0.30563983507999226
Concrete,0.0,0.00035,2288.0144653320312,1049.0110256763287,0.5336281736281736,0.046470167094026064,0.9898639748343687,0.007790718645293989,6137.3,4846.7,3937.24579449784,10,0.7389134325665585,0.43911430952031544,3.609658184261359,0.29328615251391066,0.32282448151391513
Concrete,0.0,0.00042,2311.4135009765623,651.7132190941883,0.5151433251433252,0.03334640951625742,0.9922869720515575,0.0041181613034883295,6548.3,5199.6,4205.736582103341,10,0.7930316603719796,0.4651686794968595,3.4755801909241066,0.35601198913807847,0.3670226354177319
Concrete,0.0,0.0003,2554.8845458984374,1342.1055626618145,0.5414004914004914,0.04665403338384029,0.9898103681489324,0.007623498214482253,6304.8,5031.1,4121.293007504751,10,0.6762112448459525,0.3936856199553005,3.026331849612273,0.35242394108710834,0.36572172018718524
Concrete,0.0,0.0002,2967.602258300781,1303.1339394453776,0.515970515970516,0.0396647882988084,0.9923839585743636,0.005394905054531758,7215.4,5787.3,4735.161103402085,10,0.6927706109141222,0.38574516577757334,3.76289017664679,0.29278894047448684,0.3107765450249193
Concrete,0.0,0.00025,2993.669470214844,775.21710073909,0.5190335790335789,0.034467021288848335,0.9936782851835373,0.003227789097426096,7757.8,6277.8,5090.286506406807,10,0.762759996919508,0.33739144833478224,3.7507012681615857,0.3300853798660077,0.3621477476840955
Concrete,0.1,0.003,314.56109313964845,99.1903218709009,0.593030303030303,0.041331492107396416,0.9629365156660936,0.00934253754978474,918.2,763.7,615.6394814173779,10,0.8812691171483616,0.4045652722039188,2.000722264214328,0.4757146281297131,0.4742603428811015
Concrete,0.1,0.0022,528.8746002197265,61.623417888005406,0.5906470106470106,0.032183983542447926,0.9750437082564194,0.003967904872189638,1324.6,1148.9,924.8460695412707,10,0.9054799138573134,0.5237753569344182,2.1765908009294255,0.6987190055537275,0.6613563542800287
Concrete,0.1,0.0018,753.2067626953125,170.40678496473072,0.561941031941032,0.04025620314499568,0.9787087782272023,0.0038226847357903117,1680.6,1513.2,1209.5524419492874,10,0.8796399353132657,0.4975399731666933,2.037288989669942,0.5347186053415836,0.5657967453816974
Concrete,0.1,0.0014,1098.8617431640625,235.09763199055485,0.5735790335790336,0.04292557883645593,0.9866959265721068,0.0018686400142111986,2251.0,2041.5,1688.9942190013087,10,0.9115338493539389,0.5220732746007364,2.019876263262507,0.7043438073288594,0.653394881203442
Concrete,0.1,0.0012,1118.5746154785156,181.48876939765867,0.5718099918099917,0.0551988162661083,0.9846460787181787,0.005270901215061322,2477.7,2148.1,1767.4730684373183,10,0.832787303119482,0.40151848169703686,1.5445088323395204,0.5570032836398995,0.5649835810674737
Concrete,0.2,0.003,309.93730010986326,68.19107376018093,0.5804258804258804,0.04084574944114534,0.960010795615508,0.012005056669296266,860.7,726.0,584.2431409578725,10,0.8764236698096525,0.5330433015945425,2.0059460821365587,0.43401170620736634,0.4806366953126667
Concrete,0.2,0.0022,557.4938934326171,127.87239412361032,0.6004586404586405,0.030157404894871676,0.9748156216888624,0.005792680884840418,1445.2,1260.0,1007.920884785314,10,0.8725498258788226,0.5525391086467472,2.1905209820553737,0.5979020209250898,0.5847904374522758
Concrete,0.2,0.0018,741.248876953125,153.22864522233715,0.5534561834561835,0.05187930503554272,0.9812990365913958,0.005602025029383074,1843.5,1597.6,1295.8275353799904,10,0.8811580055413205,0.5048109134137867,1.9902746283698665,0.6078422832629762,0.5892931955043902
Concrete,0.2,0.0014,1080.9131774902344,143.75426795264883,0.5926371826371827,0.04101609832687601,0.9839186347739526,0.003341870852119572,2205.3,2006.8,1641.8570378618654,10,0.8759933057680931,0.45511336807568714,2.0581842613588646,0.500803344168411,0.526195952655486
Concrete,0.2,0.0012,1332.760107421875,194.28277768998927,0.5703767403767404,0.05738354108581384,0.9877429995049354,0.002723798257164859,2505.1,2332.3,1938.416315530882,10,0.8439730755595161,0.5445367648546511,2.0790795330477874,0.48614912265181165,0.515530415785478
Concrete,0.4,0.003,343.99774780273435,53.18939372553926,0.5711875511875512,0.04157050734711373,0.9648040803701379,0.009871346077908202,956.2,806.3,646.8717451375469,10,0.8792391882558159,0.5231763342311128,2.0581842613588646,0.4971465903644245,0.5278766805418367
