model_family,lambda_sample_smooth,lambda_sparse,mean_Khard,std_Khard,mean_test_c,std_test_c,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,mean_effective_gene_count,n_runs
Concrete,0.0,0.008,61.697106552124026,16.717131762301864,0.5408353808353809,0.05171987398035742,0.8932056757499286,0.049821734654648495,361.1,230.5,206.0248297166314,10
Concrete,0.0,0.006,126.32347183227539,30.529900541291173,0.5302211302211303,0.052831809593060684,0.9461962142377214,0.011974233903135087,774.7,496.7,447.68931741235394,10
Concrete,0.0,0.005,145.40289382934571,31.649470161216648,0.5691236691236691,0.02840265766299198,0.9493857449595133,0.011724936899496545,801.0,536.4,474.81189340667163,10
Concrete,0.0,0.004,172.5096450805664,40.20340087407004,0.5668304668304669,0.04352396699164166,0.9516191359272016,0.010305955987102225,852.0,599.2,517.4476064657653,10
Concrete,0.0,0.0033,265.70032196044923,105.82278801441714,0.5711711711711711,0.05475566142091534,0.9648477920499507,0.01445899018840555,1220.3,867.7,726.9724561154628,10
Concrete,0.0,0.0027,302.93504791259767,95.71134121698843,0.5597624897624898,0.047922086429739656,0.9631844369660556,0.033465181595909964,1275.6,943.0,793.1313429386096,10
Concrete,0.0,0.0022,435.81447143554686,148.15013579636863,0.6002866502866503,0.030762497649680167,0.972690373936244,0.016788914954279047,1645.3,1255.9,1045.1364616638425,10
Concrete,0.0,0.0018,573.6694519042969,174.50145932641786,0.5948566748566748,0.04072257874937663,0.9807321965320769,0.008684070459746089,2095.3,1575.1,1296.6022437184592,10
Concrete,0.0,0.0015,659.7694564819336,189.9636912917615,0.6118263718263718,0.026559522960170338,0.979453267711681,0.017608999734662047,2365.7,1757.3,1442.2478391673162,10
Concrete,0.0,0.0012,875.3250854492187,346.1911332045915,0.598984438984439,0.05120428810003725,0.979888370984564,0.023786878802149854,2785.9,2183.1,1784.17417976203,10
Concrete,0.0,0.001,910.5286071777343,419.2913453737802,0.5727927927927927,0.04640051932854023,0.9791398489045152,0.016293666809234372,3132.6,2339.5,1906.2242461567687,10
Concrete,0.0,0.0007,1311.6067337036134,933.4568711958447,0.526068796068796,0.04601171659309195,0.9737255880923834,0.030616359594029544,3773.3,2919.7,2388.9583998594085,10
Concrete,0.0,0.00085,1327.882635498047,430.33031879732033,0.5510319410319411,0.06745131780534015,0.9850801598664031,0.010343441018706278,4083.7,3199.8,2620.4883048591646,10
Concrete,0.0,0.0005,1572.101611328125,651.0099710824563,0.5759213759213759,0.04015831232009736,0.985810464004941,0.010902819201669729,4181.4,3260.3,2656.877038704962,10
Concrete,0.0,0.0006,2098.741131591797,702.674299878694,0.5464864864864865,0.03140215708046109,0.991730746535929,0.00632832536895756,5981.7,4769.8,3904.1062511064215,10
Concrete,0.0,0.00035,2288.0144653320312,1049.0110256763287,0.5336281736281736,0.046470167094026064,0.9898639748343687,0.007790718645293989,6137.3,4846.7,3937.24579449784,10
Concrete,0.0,0.00042,2311.4135009765623,651.7132190941883,0.5151433251433252,0.03334640951625742,0.9922869720515575,0.0041181613034883295,6548.3,5199.6,4205.736582103341,10
Concrete,0.0,0.0003,2554.8845458984374,1342.1055626618145,0.5414004914004914,0.04665403338384029,0.9898103681489324,0.007623498214482253,6304.8,5031.1,4121.293007504751,10
Concrete,0.0,0.0002,2967.602258300781,1303.1339394453776,0.515970515970516,0.0396647882988084,0.9923839585743636,0.005394905054531758,7215.4,5787.3,4735.161103402085,10
Concrete,0.0,0.00025,2993.669470214844,775.21710073909,0.5190335790335789,0.034467021288848335,0.9936782851835373,0.003227789097426096,7757.8,6277.8,5090.286506406807,10
Concrete,0.1,0.003,314.56109313964845,99.1903218709009,0.593030303030303,0.041331492107396416,0.9629365156660936,0.00934253754978474,918.2,763.7,615.6394814173779,10
Concrete,0.1,0.0022,528.8746002197265,61.623417888005406,0.5906470106470106,0.032183983542447926,0.9750437082564194,0.003967904872189638,1324.6,1148.9,924.8460695412707,10
Concrete,0.1,0.0018,753.2067626953125,170.40678496473072,0.561941031941032,0.04025620314499568,0.9787087782272023,0.0038226847357903117,1680.6,1513.2,1209.5524419492874,10
Concrete,0.1,0.0014,1098.8617431640625,235.09763199055485,0.5735790335790336,0.04292557883645593,0.9866959265721068,0.0018686400142111986,2251.0,2041.5,1688.9942190013087,10
Concrete,0.1,0.0012,1118.5746154785156,181.48876939765867,0.5718099918099917,0.0551988162661083,0.9846460787181787,0.005270901215061322,2477.7,2148.1,1767.4730684373183,10
Concrete,0.2,0.003,309.93730010986326,68.19107376018093,0.5804258804258804,0.04084574944114534,0.960010795615508,0.012005056669296266,860.7,726.0,584.2431409578725,10
Concrete,0.2,0.0022,557.4938934326171,127.87239412361032,0.6004586404586405,0.030157404894871676,0.9748156216888624,0.005792680884840418,1445.2,1260.0,1007.920884785314,10
Concrete,0.2,0.0018,741.248876953125,153.22864522233715,0.5534561834561835,0.05187930503554272,0.9812990365913958,0.005602025029383074,1843.5,1597.6,1295.8275353799904,10
Concrete,0.2,0.0014,1080.9131774902344,143.75426795264883,0.5926371826371827,0.04101609832687601,0.9839186347739526,0.003341870852119572,2205.3,2006.8,1641.8570378618654,10
Concrete,0.2,0.0012,1332.760107421875,194.28277768998927,0.5703767403767404,0.05738354108581384,0.9877429995049354,0.002723798257164859,2505.1,2332.3,1938.416315530882,10
Concrete,0.4,0.003,343.99774780273435,53.18939372553926,0.5711875511875512,0.04157050734711373,0.9648040803701379,0.009871346077908202,956.2,806.3,646.8717451375469,10
Concrete,0.4,0.0022,577.3678405761718,156.56031542859984,0.5727190827190827,0.03842463955934231,0.9763684015461882,0.003898429309859715,1354.9,1193.6,952.094730453914,10
Concrete,0.4,0.0018,664.3340728759765,170.10394506179205,0.5703767403767404,0.02462716835942039,0.9787689509607862,0.005740064537569729,1717.5,1451.5,1185.8908726444874,10
Concrete,0.4,0.0014,954.1372863769532,178.03567506481423,0.574037674037674,0.05718296849395369,0.9825304189365693,0.002967711969009326,1877.6,1731.0,1419.8497630771317,10
Concrete,0.4,0.0012,1204.6492004394531,294.9871705948924,0.5551760851760852,0.06022439298042274,0.985628866227535,0.002500840444484411,2399.0,2194.2,1809.2853132703422,10
Concrete,0.7,0.003,346.94823150634767,80.92779328102428,0.585028665028665,0.035407383965331635,0.9619829235456182,0.00718391419733927,925.9,784.6,633.2094322411252,10
Concrete,0.7,0.0022,532.6353729248046,137.53227437246937,0.5754381654381654,0.04086131893923765,0.9711628772025993,0.008435018763845132,1229.7,1090.5,883.4087913409576,10
Concrete,0.7,0.0018,739.5546661376953,163.3670018978749,0.5942014742014743,0.04952102747728357,0.9801429663138161,0.0045388031315632795,1621.7,1454.2,1191.0599430559218,10
Concrete,0.7,0.0014,1013.4485595703125,210.96786712252896,0.6084520884520884,0.04613224495935487,0.9839805034398683,0.005093057498482309,2048.9,1850.6,1536.8707234024564,10
Concrete,0.7,0.0012,1271.5952026367188,204.8050257411465,0.5593775593775594,0.048105467886611034,0.9856573958323848,0.003058986176677217,2495.0,2278.5,1892.194014366371,10
LSPIN,0.0,0.02,104.58810195922851,29.08213647968661,0.5472891072891073,0.05471823410110465,0.9026523151684955,0.03523704043591838,374.8,234.4,187.84782476286256,10
LSPIN,0.0,0.015,149.0279754638672,26.58659223123359,0.5716625716625716,0.0619073130832456,0.9314103786011698,0.022509823212390378,542.7,317.5,258.18695945703996,10
LSPIN,0.0,0.012,187.80514373779297,34.5210298600293,0.5899262899262899,0.05168530398903179,0.939780596449105,0.028038365315528294,601.1,385.6,314.4416100524041,10
LSPIN,0.0,0.01,235.0816680908203,65.92723114507749,0.5720393120393121,0.05786421205759846,0.9472319352383771,0.024894739726684302,753.7,479.0,392.799031057749,10
LSPIN,0.0,0.008,255.03376159667968,48.49010142675305,0.5960278460278461,0.05575627075715654,0.9470716555061912,0.017947115940492805,676.2,450.3,377.39250212341227,10
LSPIN,0.0,0.0065,369.05176849365233,116.11089191482613,0.6022604422604423,0.027662760817964406,0.965937305128801,0.012770369650740286,1129.4,741.1,611.6938630114452,10
LSPIN,0.0,0.005,417.53279266357424,104.24060613094986,0.5904258804258804,0.03073227623827531,0.963785992566305,0.019499843818764934,1021.5,713.6,595.9152780737088,10
LSPIN,0.0,0.004,537.4382629394531,150.17197811249818,0.5718018018018018,0.06074868974958988,0.9724771351028998,0.013975858911755045,1390.3,969.6,802.0838158545967,10
LSPIN,0.0,0.0033,605.9443756103516,164.58959600414047,0.6282145782145782,0.03854750804091323,0.9719783315470274,0.008405634297420033,1289.6,943.0,802.5686534746304,10
LSPIN,0.0,0.0027,777.1987182617188,151.82852088830907,0.6036445536445536,0.0566907038609823,0.9797405363740348,0.0062497435941074,1691.7,1235.1,1053.200514042685,10
LSPIN,0.0,0.0022,841.6749084472656,363.6576488760145,0.5795659295659296,0.061252358299285437,0.9750884265475801,0.015489134448041418,1744.7,1287.5,1112.4467301611962,10
LSPIN,0.0,0.0018,1175.465594482422,297.46574989563857,0.5895986895986896,0.0499275331010319,0.9874476928549146,0.004797308527869239,2690.9,1984.4,1665.331961193861,10
LSPIN,0.0,0.0015,1345.6980773925782,308.05071229082125,0.6163800163800164,0.03493772124234078,0.9874558459739488,0.005879911566575454,2751.0,2149.5,1834.3645224970635,10
LSPIN,0.0,0.0012,1756.5222106933593,406.96961203704495,0.6105651105651105,0.02970616816575255,0.9905072416133658,0.0045489836473785305,3642.3,2862.3,2421.5111094915364,10
LSPIN,0.0,0.001,2133.6022521972654,612.163899112543,0.5837428337428338,0.04991354783971011,0.9918860255579712,0.006585127395916375,4413.1,3450.9,2928.293984210558,10
LSPIN,0.0,0.0008,2306.076513671875,703.9419456134694,0.5485339885339886,0.041543344161407626,0.9924792535298055,0.005092195269147431,5064.9,3851.1,3243.744092330583,10
LSPIN,0.0,0.0005,2352.810302734375,892.6295096350939,0.5482800982800983,0.055723364974027786,0.9919694058671974,0.005332056397528383,4682.3,3594.3,3084.7555400347446,10
LSPIN,0.0,0.00065,2572.973669433594,864.383333763495,0.5827927927927928,0.033029365375342325,0.9933104811913518,0.004132837617370921,5127.4,3995.7,3427.7129943794316,10
LSPIN,0.0,0.0004,3553.6228637695312,909.0127880464015,0.5788370188370189,0.05129872284678538,0.9953486866178622,0.002976274722480468,6237.7,5183.3,4527.132358107347,10
LSPIN,0.0,0.0003,4052.134423828125,917.2335258527278,0.5429484029484029,0.04239681407079888,0.996639772542761,0.0021525332317320757,7957.9,6424.8,5496.308929680716,10
LSPIN,0.1,0.011,422.2295852661133,85.3478854569309,0.6036199836199836,0.05270059099161799,0.9650889941096532,0.012397583192780223,854.3,696.8,583.3036607510167,10
LSPIN,0.1,0.0075,677.0225036621093,124.54862056456084,0.6021621621621621,0.03707209416117407,0.9759449526280406,0.005908057677600973,1121.5,970.0,845.9925858079001,10
LSPIN,0.1,0.005,937.8524108886719,204.42204756986797,0.6179033579033579,0.02933360175899855,0.9846987963579787,0.0035812680597341337,1626.8,1423.6,1228.2068220079204,10
LSPIN,0.1,0.0033,1396.931201171875,246.82940882781793,0.6109254709254709,0.04204084011456844,0.9888655545425173,0.003956620859554343,2416.2,2122.4,1830.7307719803953,10
LSPIN,0.1,0.0022,1903.2935791015625,313.3660622667947,0.5956756756756757,0.06212858617015663,0.991859376583738,0.0022456874060634373,3138.2,2809.8,2447.038006858015,10
LSPIN,0.2,0.011,414.66591491699216,67.85068728545399,0.6021294021294021,0.035520262647914885,0.9637675362559872,0.008468030227117049,758.7,644.4,549.5410886352886,10
LSPIN,0.2,0.0075,619.9662414550781,99.8963021820641,0.6124815724815724,0.03256267790509444,0.9771650745900761,0.004130009479424374,1133.8,968.5,822.4630552988026,10
LSPIN,0.2,0.005,929.5546630859375,184.3171329558325,0.6000573300573301,0.04643002011135016,0.9823556573501901,0.003651175524579931,1480.6,1320.6,1155.508926092921,10
LSPIN,0.2,0.0033,1428.9791015625,108.61558834234246,0.5790663390663391,0.05317522836004553,0.9898640741848101,0.002865102249465256,2604.2,2249.4,1923.4894172455802,10
LSPIN,0.2,0.0022,2048.3974365234376,327.86547814894146,0.5820311220311221,0.031596221782318606,0.9931415867022017,0.0009524907410165807,3365.6,3039.4,2643.672043402811,10
LSPIN,0.4,0.011,384.50450744628904,84.5097947571396,0.5894185094185094,0.032548978900957794,0.9615349382780705,0.015787945088782025,727.1,602.4,511.8779604569775,10
LSPIN,0.4,0.0075,615.4366516113281,115.38914490644383,0.6048321048321048,0.04988736206029839,0.975079385336558,0.006139285847061139,1040.5,900.1,777.7808326469021,10
LSPIN,0.4,0.005,980.2691162109375,156.93942450066226,0.5977559377559378,0.03943923744979541,0.9831910160192139,0.0047626246437715595,1614.9,1411.4,1229.7863264987996,10
LSPIN,0.4,0.0033,1444.6791137695313,166.75457870776512,0.6001965601965602,0.05304337275713126,0.9901095938134116,0.001744880653993018,2532.6,2208.5,1900.2175069458197,10
LSPIN,0.4,0.0022,1861.4601196289063,181.91038410675563,0.6186076986076986,0.048244343771006844,0.9913580459156023,0.0016250801961800647,2867.0,2626.8,2305.8119230295647,10
LSPIN,0.7,0.011,397.55787963867186,69.66833426380387,0.5768386568386569,0.032422522019466896,0.9660229156250774,0.00907115468026158,775.2,634.7,535.7142107325866,10
LSPIN,0.7,0.0075,678.1141540527344,112.55914549050203,0.5754299754299754,0.03835932654980266,0.9793883522493493,0.0038897071432013736,1259.3,1057.2,898.0112701837713,10
LSPIN,0.7,0.005,901.7032348632813,164.85870619489125,0.5615970515970516,0.03289170576161312,0.9824612561799008,0.004681470875327991,1494.3,1320.6,1147.2706219980905,10
LSPIN,0.7,0.0033,1301.3061157226562,273.27181064112,0.5681490581490581,0.05696809214819116,0.9886764558562513,0.0026528089749525384,2337.2,2030.5,1733.2543223724144,10
LSPIN,0.7,0.0022,1906.0633422851563,356.50945307344097,0.5903030303030303,0.0491393848348946,0.9917807866785087,0.002521639909867476,3107.8,2800.3,2431.0126223244847,10
