model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,0.015,0.0,0,4,0.45436098523104385,2.1940035273368608,0.2857142857142857,2.3507180650037793,0.3125
LSPIN,lspin_tf,0.015,0.0,0,5,0.4018964154727818,2.037288989669942,0.26,2.5857898715041574,0.3548387096774194
LSPIN,lspin_tf,0.015,0.0,0,6,0.27098651361226483,1.8022171831695641,0.22330097087378642,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.015,0.0,0,7,0.4622081462671073,1.8805744520030236,0.23529411764705882,2.507432602670698,0.3404255319148936
LSPIN,lspin_tf,0.015,0.0,0,8,0.3652754158338046,1.958931720836483,0.24752475247524752,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.015,0.0,0,9,0.42449702215562574,1.4104308390022677,0.16666666666666666,2.742504409171076,0.38461538461538464
LSPIN,lspin_tf,0.015,0.0,1,2,0.3790863515604791,1.8805744520030236,0.23529411764705882,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.015,0.0,1,3,0.3111225689021721,1.8022171831695641,0.22330097087378642,1.4104308390022677,0.16666666666666666
LSPIN,lspin_tf,0.015,0.0,1,4,0.4139168763792686,1.958931720836483,0.24752475247524752,1.8805744520030236,0.23529411764705882
LSPIN,lspin_tf,0.015,0.0,1,5,0.34911063267319653,1.6455026455026456,0.2,1.6455026455026456,0.2
LSPIN,lspin_tf,0.015,0.0,1,6,0.39078599024286925,1.5671453766691863,0.18867924528301888,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.015,0.0,1,7,0.3887826353174748,1.958931720836483,0.24752475247524752,1.8805744520030236,0.23529411764705882
LSPIN,lspin_tf,0.015,0.0,1,8,0.3784897491301572,1.958931720836483,0.24752475247524752,1.8805744520030236,0.23529411764705882
LSPIN,lspin_tf,0.015,0.0,1,9,0.3103611701974092,1.8805744520030236,0.23529411764705882,1.8805744520030236,0.23529411764705882
LSPIN,lspin_tf,0.015,0.0,2,3,0.30763074085668185,1.488788107835727,0.17757009345794392,2.037288989669942,0.26
LSPIN,lspin_tf,0.015,0.0,2,4,0.4237526435167734,1.8805744520030236,0.23529411764705882,1.958931720836483,0.24752475247524752
LSPIN,lspin_tf,0.015,0.0,2,5,0.3753190632361791,1.7238599143361049,0.21153846153846154,1.958931720836483,0.24752475247524752
LSPIN,lspin_tf,0.015,0.0,2,6,0.36857678575159875,2.2723607961703203,0.29896907216494845,2.037288989669942,0.26
LSPIN,lspin_tf,0.015,0.0,2,7,0.3599725246669749,1.6455026455026456,0.2,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.015,0.0,2,8,0.34534593858799617,1.1753590325018897,0.13513513513513514,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.015,0.0,2,9,0.40951796950096225,1.958931720836483,0.24752475247524752,2.2723607961703203,0.29896907216494845
LSPIN,lspin_tf,0.015,0.0,3,4,0.3385497350275581,1.958931720836483,0.24752475247524752,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.015,0.0,3,5,0.28349325460536173,1.5671453766691863,0.18867924528301888,1.4104308390022677,0.16666666666666666
LSPIN,lspin_tf,0.015,0.0,3,6,0.35908068984316127,1.7238599143361049,0.21153846153846154,1.958931720836483,0.24752475247524752
LSPIN,lspin_tf,0.015,0.0,3,7,0.3337299127966289,1.958931720836483,0.24752475247524752,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.015,0.0,3,8,0.2847010410940577,1.7238599143361049,0.21153846153846154,1.5671453766691863,0.18867924528301888
LSPIN,lspin_tf,0.015,0.0,3,9,0.3331553615605162,2.1940035273368608,0.2857142857142857,1.488788107835727,0.17757009345794392
LSPIN,lspin_tf,0.015,0.0,4,5,0.4334800038080895,1.8022171831695641,0.22330097087378642,1.8805744520030236,0.23529411764705882
LSPIN,lspin_tf,0.015,0.0,4,6,0.4379341785254898,2.1940035273368608,0.2857142857142857,2.037288989669942,0.26
LSPIN,lspin_tf,0.015,0.0,4,7,0.3692914737074762,1.8805744520030236,0.23529411764705882,2.1940035273368608,0.2857142857142857
LSPIN,lspin_tf,0.015,0.0,4,8,0.5030100071145658,2.1940035273368608,0.2857142857142857,2.429075333837239,0.3263157894736842
