model_family,lambda_sample_smooth,lambda_sparse,mean_cluster_ari,mean_cluster_nmi,n_pairs,mean_Khard
Concrete,0.0,0.008,0.30861435369288903,0.33908099145410353,45,61.697106552124026
Concrete,0.0,0.006,0.33734892177328285,0.3493096494276125,45,126.32347183227539
Concrete,0.0,0.005,0.3103114688614974,0.3330174176892376,45,145.40289382934571
Concrete,0.0,0.004,0.31564602506591666,0.3536579382019564,45,172.5096450805664
Concrete,0.0,0.0033,0.3243831654079952,0.3258841369318946,45,265.70032196044923
Concrete,0.0,0.0027,0.30505586464890727,0.3406604995940412,45,302.93504791259767
Concrete,0.0,0.0022,0.30571186169603215,0.3375318963715473,45,435.81447143554686
Concrete,0.0,0.0018,0.29374365911678896,0.3180253511607548,45,573.6694519042969
Concrete,0.0,0.0015,0.31266318068854265,0.32957412860172725,45,659.7694564819336
Concrete,0.0,0.0012,0.27348503233158056,0.30734968283002484,45,875.3250854492187
Concrete,0.0,0.001,0.3121079397160416,0.3460902021932483,45,910.5286071777343
Concrete,0.0,0.0007,0.2811862178138348,0.3027954841063863,45,1311.6067337036134
Concrete,0.0,0.00085,0.2636747166255614,0.2928181990479498,45,1327.882635498047
Concrete,0.0,0.0005,0.30530416062181553,0.32563540969274024,45,1572.101611328125
Concrete,0.0,0.0006,0.291265650825978,0.30563983507999226,45,2098.741131591797
Concrete,0.0,0.00035,0.29328615251391066,0.32282448151391513,45,2288.0144653320312
Concrete,0.0,0.00042,0.35601198913807847,0.3670226354177319,45,2311.4135009765623
Concrete,0.0,0.0003,0.35242394108710834,0.36572172018718524,45,2554.8845458984374
Concrete,0.0,0.0002,0.29278894047448684,0.3107765450249193,45,2967.602258300781
Concrete,0.0,0.00025,0.3300853798660077,0.3621477476840955,45,2993.669470214844
Concrete,0.1,0.003,0.4757146281297131,0.4742603428811015,45,314.56109313964845
Concrete,0.1,0.0022,0.6987190055537275,0.6613563542800287,45,528.8746002197265
Concrete,0.1,0.0018,0.5347186053415836,0.5657967453816974,45,753.2067626953125
Concrete,0.1,0.0014,0.7043438073288594,0.653394881203442,45,1098.8617431640625
Concrete,0.1,0.0012,0.5570032836398995,0.5649835810674737,45,1118.5746154785156
Concrete,0.2,0.003,0.43401170620736634,0.4806366953126667,45,309.93730010986326
Concrete,0.2,0.0022,0.5979020209250898,0.5847904374522758,45,557.4938934326171
Concrete,0.2,0.0018,0.6078422832629762,0.5892931955043902,45,741.248876953125
Concrete,0.2,0.0014,0.500803344168411,0.526195952655486,45,1080.9131774902344
Concrete,0.2,0.0012,0.48614912265181165,0.515530415785478,45,1332.760107421875
Concrete,0.4,0.003,0.4971465903644245,0.5278766805418367,45,343.99774780273435
Concrete,0.4,0.0022,0.5424183435114671,0.5747073624989446,45,577.3678405761718
Concrete,0.4,0.0018,0.6367955783071394,0.6127565850797221,45,664.3340728759765
Concrete,0.4,0.0014,0.4499758734159104,0.5047093530069382,45,954.1372863769532
Concrete,0.4,0.0012,0.5605935022268486,0.5705074250974395,45,1204.6492004394531
Concrete,0.7,0.003,0.4959232662823737,0.5183897770097999,45,346.94823150634767
Concrete,0.7,0.0022,0.4268597943551061,0.4845151655415121,45,532.6353729248046
Concrete,0.7,0.0018,0.44086181643384087,0.4777656891571147,45,739.5546661376953
Concrete,0.7,0.0014,0.4742074751759977,0.5011589820531489,45,1013.4485595703125
Concrete,0.7,0.0012,0.46393039401774766,0.4821774157922737,45,1271.5952026367188
LSPIN,0.0,0.02,0.335798200804243,0.36211024775224865,45,104.58810195922851
LSPIN,0.0,0.015,0.42453698452338534,0.4161894358702352,45,149.0279754638672
LSPIN,0.0,0.012,0.2933287550971436,0.3210490465314199,45,187.80514373779297
LSPIN,0.0,0.01,0.27159312814254033,0.2934304030980315,45,235.0816680908203
LSPIN,0.0,0.008,0.25518784355672314,0.2664962266686247,45,255.03376159667968
LSPIN,0.0,0.0065,0.3422368483872155,0.3489101524631362,45,369.05176849365233
LSPIN,0.0,0.005,0.3121810776349264,0.32061413876671246,45,417.53279266357424
LSPIN,0.0,0.004,0.29068047219495113,0.31095327030175485,45,537.4382629394531
LSPIN,0.0,0.0033,0.29057851287162173,0.3092322113032308,45,605.9443756103516
LSPIN,0.0,0.0027,0.4367025299890742,0.41709522677691857,45,777.1987182617188
LSPIN,0.0,0.0022,0.241587020549129,0.2611351184090209,45,841.6749084472656
LSPIN,0.0,0.0018,0.3015340412815958,0.3208906950475079,45,1175.465594482422
LSPIN,0.0,0.0015,0.30861164441739897,0.33352868047837503,45,1345.6980773925782
LSPIN,0.0,0.0012,0.33524757690793855,0.3498213157567934,45,1756.5222106933593
LSPIN,0.0,0.001,0.3372934846932339,0.3448970036137174,45,2133.6022521972654
LSPIN,0.0,0.0008,0.29997097027785624,0.3077560995326195,45,2306.076513671875
LSPIN,0.0,0.0005,0.255791496823041,0.2681019586044831,45,2352.810302734375
LSPIN,0.0,0.00065,0.3203509863291243,0.3232694486995047,45,2572.973669433594
LSPIN,0.0,0.0004,0.30531610219568905,0.3141711050303589,45,3553.6228637695312
LSPIN,0.0,0.0003,0.2428331647207693,0.27157714520769194,45,4052.134423828125
LSPIN,0.1,0.011,0.4110917908713393,0.4103176469524862,45,422.2295852661133
LSPIN,0.1,0.0075,0.504199913980916,0.4876674118922272,45,677.0225036621093
LSPIN,0.1,0.005,0.4009558975215751,0.4330922789152863,45,937.8524108886719
LSPIN,0.1,0.0033,0.3568817638104676,0.39439176463784387,45,1396.931201171875
LSPIN,0.1,0.0022,0.4548595216544324,0.4632051635639648,45,1903.2935791015625
LSPIN,0.2,0.011,0.40750749918182666,0.42880693841247375,45,414.66591491699216
LSPIN,0.2,0.0075,0.4427580668262092,0.4538126883652604,45,619.9662414550781
LSPIN,0.2,0.005,0.6129461850516494,0.5691061894162823,45,929.5546630859375
LSPIN,0.2,0.0033,0.5383532222645904,0.5097227778764413,45,1428.9791015625
LSPIN,0.2,0.0022,0.567234436870438,0.5381230496373322,45,2048.3974365234376
LSPIN,0.4,0.011,0.37496299775339614,0.4059153302067197,45,384.50450744628904
LSPIN,0.4,0.0075,0.4602529336330793,0.47699640407523874,45,615.4366516113281
LSPIN,0.4,0.005,0.5929002723655622,0.5363618087653197,45,980.2691162109375
LSPIN,0.4,0.0033,0.5720649776107612,0.5602354684099212,45,1444.6791137695313
