model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,affinity_corr
LSPIN,lspin_tf,0.011,0.1,3,9,0.8206152350227708
LSPIN,lspin_tf,0.011,0.1,4,5,0.5664489447530919
LSPIN,lspin_tf,0.011,0.1,4,6,0.8491630682679809
LSPIN,lspin_tf,0.011,0.1,4,7,0.7801871341499159
LSPIN,lspin_tf,0.011,0.1,4,8,0.8104564806138002
LSPIN,lspin_tf,0.011,0.1,4,9,0.8080597967661786
LSPIN,lspin_tf,0.011,0.1,5,6,0.5681123788777174
LSPIN,lspin_tf,0.011,0.1,5,7,0.724379378030042
LSPIN,lspin_tf,0.011,0.1,5,8,0.5844910537816593
LSPIN,lspin_tf,0.011,0.1,5,9,0.7992643162907445
LSPIN,lspin_tf,0.011,0.1,6,7,0.7833074411696551
LSPIN,lspin_tf,0.011,0.1,6,8,0.8932007887090178
LSPIN,lspin_tf,0.011,0.1,6,9,0.7653439645498108
LSPIN,lspin_tf,0.011,0.1,7,8,0.7858726495277615
LSPIN,lspin_tf,0.011,0.1,7,9,0.8367781630911618
LSPIN,lspin_tf,0.011,0.1,8,9,0.7292886136609744
LSPIN,lspin_tf,0.0075,0.1,0,1,0.8104582979389202
LSPIN,lspin_tf,0.0075,0.1,0,2,0.8298270672969137
LSPIN,lspin_tf,0.0075,0.1,0,3,0.8213614039682613
LSPIN,lspin_tf,0.0075,0.1,0,4,0.9180202397185306
LSPIN,lspin_tf,0.0075,0.1,0,5,0.8673442880002976
LSPIN,lspin_tf,0.0075,0.1,0,6,0.7608503774492602
LSPIN,lspin_tf,0.0075,0.1,0,7,0.8232604068086301
LSPIN,lspin_tf,0.0075,0.1,0,8,0.8979456035155897
LSPIN,lspin_tf,0.0075,0.1,0,9,0.8684372073723431
LSPIN,lspin_tf,0.0075,0.1,1,2,0.8029144320079296
LSPIN,lspin_tf,0.0075,0.1,1,3,0.856251342913226
LSPIN,lspin_tf,0.0075,0.1,1,4,0.7867960594352612
LSPIN,lspin_tf,0.0075,0.1,1,5,0.636883712937108
LSPIN,lspin_tf,0.0075,0.1,1,6,0.7184320580640947
LSPIN,lspin_tf,0.0075,0.1,1,7,0.7884194412882604
LSPIN,lspin_tf,0.0075,0.1,1,8,0.6861327270914451
LSPIN,lspin_tf,0.0075,0.1,1,9,0.8202254692936871
LSPIN,lspin_tf,0.0075,0.1,2,3,0.7654189180284369
LSPIN,lspin_tf,0.0075,0.1,2,4,0.7862587341985428
LSPIN,lspin_tf,0.0075,0.1,2,5,0.7403616539457327
LSPIN,lspin_tf,0.0075,0.1,2,6,0.6643071291453678
LSPIN,lspin_tf,0.0075,0.1,2,7,0.7453566313419472
LSPIN,lspin_tf,0.0075,0.1,2,8,0.7727795913924222
LSPIN,lspin_tf,0.0075,0.1,2,9,0.8805712846940887
LSPIN,lspin_tf,0.0075,0.1,3,4,0.8196421643594972
LSPIN,lspin_tf,0.0075,0.1,3,5,0.7125032416179677
LSPIN,lspin_tf,0.0075,0.1,3,6,0.8094216342039875
LSPIN,lspin_tf,0.0075,0.1,3,7,0.7749496162544492
LSPIN,lspin_tf,0.0075,0.1,3,8,0.7088731155710912
LSPIN,lspin_tf,0.0075,0.1,3,9,0.790849025243546
LSPIN,lspin_tf,0.0075,0.1,4,5,0.900308212244278
LSPIN,lspin_tf,0.0075,0.1,4,6,0.8153164359691699
LSPIN,lspin_tf,0.0075,0.1,4,7,0.8491607957171412
LSPIN,lspin_tf,0.0075,0.1,4,8,0.8869514664473359
LSPIN,lspin_tf,0.0075,0.1,4,9,0.8137607173390449
LSPIN,lspin_tf,0.0075,0.1,5,6,0.738050142160335
LSPIN,lspin_tf,0.0075,0.1,5,7,0.7414051822176226
LSPIN,lspin_tf,0.0075,0.1,5,8,0.8920622263571346
LSPIN,lspin_tf,0.0075,0.1,5,9,0.754890403628015
LSPIN,lspin_tf,0.0075,0.1,6,7,0.8334288742814835
LSPIN,lspin_tf,0.0075,0.1,6,8,0.6780976780238138
LSPIN,lspin_tf,0.0075,0.1,6,9,0.656863168765183
LSPIN,lspin_tf,0.0075,0.1,7,8,0.7671553176783287
LSPIN,lspin_tf,0.0075,0.1,7,9,0.7522426151108222
LSPIN,lspin_tf,0.0075,0.1,8,9,0.8584189908215355
LSPIN,lspin_tf,0.005,0.1,0,1,0.7221617705900569
LSPIN,lspin_tf,0.005,0.1,0,2,0.7306347065270625
LSPIN,lspin_tf,0.005,0.1,0,3,0.78200861088291
LSPIN,lspin_tf,0.005,0.1,0,4,0.8195189463914314
LSPIN,lspin_tf,0.005,0.1,0,5,0.7616048726984783
LSPIN,lspin_tf,0.005,0.1,0,6,0.7645950233577462
LSPIN,lspin_tf,0.005,0.1,0,7,0.7040720970842907
LSPIN,lspin_tf,0.005,0.1,0,8,0.7326751403914934
LSPIN,lspin_tf,0.005,0.1,0,9,0.7964347317426731
LSPIN,lspin_tf,0.005,0.1,1,2,0.750578167500525
LSPIN,lspin_tf,0.005,0.1,1,3,0.7839606277568115
LSPIN,lspin_tf,0.005,0.1,1,4,0.7731570378535311
LSPIN,lspin_tf,0.005,0.1,1,5,0.8108449652106479
LSPIN,lspin_tf,0.005,0.1,1,6,0.8914238098450963
LSPIN,lspin_tf,0.005,0.1,1,7,0.731545040273329
LSPIN,lspin_tf,0.005,0.1,1,8,0.8188609687059852
LSPIN,lspin_tf,0.005,0.1,1,9,0.856744435683907
LSPIN,lspin_tf,0.005,0.1,2,3,0.8361563314791707
LSPIN,lspin_tf,0.005,0.1,2,4,0.7861202673441497
LSPIN,lspin_tf,0.005,0.1,2,5,0.9206132570997808
LSPIN,lspin_tf,0.005,0.1,2,6,0.7402525282519538
LSPIN,lspin_tf,0.005,0.1,2,7,0.9025163301233619
LSPIN,lspin_tf,0.005,0.1,2,8,0.9239255799336763
LSPIN,lspin_tf,0.005,0.1,2,9,0.9134022439186018
LSPIN,lspin_tf,0.005,0.1,3,4,0.8594930774196137
LSPIN,lspin_tf,0.005,0.1,3,5,0.8944657122810691
LSPIN,lspin_tf,0.005,0.1,3,6,0.8437889696558579
LSPIN,lspin_tf,0.005,0.1,3,7,0.8330132404765427
LSPIN,lspin_tf,0.005,0.1,3,8,0.8659095759598774
LSPIN,lspin_tf,0.005,0.1,3,9,0.8769375733839656
LSPIN,lspin_tf,0.005,0.1,4,5,0.8268164753623327
LSPIN,lspin_tf,0.005,0.1,4,6,0.8260076896983446
LSPIN,lspin_tf,0.005,0.1,4,7,0.7968677177459148
LSPIN,lspin_tf,0.005,0.1,4,8,0.7893303842122037
LSPIN,lspin_tf,0.005,0.1,4,9,0.8447519692735823
LSPIN,lspin_tf,0.005,0.1,5,6,0.8280804682664445
LSPIN,lspin_tf,0.005,0.1,5,7,0.8995301782927421
LSPIN,lspin_tf,0.005,0.1,5,8,0.9541320062853453
LSPIN,lspin_tf,0.005,0.1,5,9,0.9179729310704465
LSPIN,lspin_tf,0.005,0.1,6,7,0.7893061180555117
LSPIN,lspin_tf,0.005,0.1,6,8,0.7932867115438368
LSPIN,lspin_tf,0.005,0.1,6,9,0.8679158174848229
LSPIN,lspin_tf,0.005,0.1,7,8,0.9002475341991427
LSPIN,lspin_tf,0.005,0.1,7,9,0.8863916718988178
LSPIN,lspin_tf,0.005,0.1,8,9,0.909188380088938
LSPIN,lspin_tf,0.0033,0.1,0,1,0.5607995601997532
LSPIN,lspin_tf,0.0033,0.1,0,2,0.6478842354481763
LSPIN,lspin_tf,0.0033,0.1,0,3,0.7242028640049262
LSPIN,lspin_tf,0.0033,0.1,0,4,0.7902368177648312
LSPIN,lspin_tf,0.0033,0.1,0,5,0.779608140399998
LSPIN,lspin_tf,0.0033,0.1,0,6,0.8092033391276698
LSPIN,lspin_tf,0.0033,0.1,0,7,0.7168230006103249
LSPIN,lspin_tf,0.0033,0.1,0,8,0.49716131632220384
LSPIN,lspin_tf,0.0033,0.1,0,9,0.6352562844727199
LSPIN,lspin_tf,0.0033,0.1,1,2,0.892448515655768
LSPIN,lspin_tf,0.0033,0.1,1,3,0.8821448487918174
LSPIN,lspin_tf,0.0033,0.1,1,4,0.8401984755078699
LSPIN,lspin_tf,0.0033,0.1,1,5,0.8195429434899062
LSPIN,lspin_tf,0.0033,0.1,1,6,0.6468177891843314
LSPIN,lspin_tf,0.0033,0.1,1,7,0.6930639897039382
LSPIN,lspin_tf,0.0033,0.1,1,8,0.9149671761700261
LSPIN,lspin_tf,0.0033,0.1,1,9,0.6918282758500321
LSPIN,lspin_tf,0.0033,0.1,2,3,0.8357312315171018
LSPIN,lspin_tf,0.0033,0.1,2,4,0.8770144124979369
LSPIN,lspin_tf,0.0033,0.1,2,5,0.8137194918940848
LSPIN,lspin_tf,0.0033,0.1,2,6,0.6728967434068845
LSPIN,lspin_tf,0.0033,0.1,2,7,0.674347454544846
LSPIN,lspin_tf,0.0033,0.1,2,8,0.8774974590382819
LSPIN,lspin_tf,0.0033,0.1,2,9,0.6832691058132303
LSPIN,lspin_tf,0.0033,0.1,3,4,0.8576865180236574
LSPIN,lspin_tf,0.0033,0.1,3,5,0.8738576900288202
LSPIN,lspin_tf,0.0033,0.1,3,6,0.8015195918758828
LSPIN,lspin_tf,0.0033,0.1,3,7,0.8396121691495012
LSPIN,lspin_tf,0.0033,0.1,3,8,0.7893727704533477
LSPIN,lspin_tf,0.0033,0.1,3,9,0.794409521694646
LSPIN,lspin_tf,0.0033,0.1,4,5,0.8860047274119152
LSPIN,lspin_tf,0.0033,0.1,4,6,0.7312007504613702
LSPIN,lspin_tf,0.0033,0.1,4,7,0.7511946535369138
LSPIN,lspin_tf,0.0033,0.1,4,8,0.8296265141754455
LSPIN,lspin_tf,0.0033,0.1,4,9,0.6936861052107854
LSPIN,lspin_tf,0.0033,0.1,5,6,0.7273490158036735
LSPIN,lspin_tf,0.0033,0.1,5,7,0.8260523403847657
LSPIN,lspin_tf,0.0033,0.1,5,8,0.8186059933705385
LSPIN,lspin_tf,0.0033,0.1,5,9,0.715477077992051
LSPIN,lspin_tf,0.0033,0.1,6,7,0.7226768240313832
LSPIN,lspin_tf,0.0033,0.1,6,8,0.5203409282412128
LSPIN,lspin_tf,0.0033,0.1,6,9,0.8034321165125957
LSPIN,lspin_tf,0.0033,0.1,7,8,0.6129398707788984
LSPIN,lspin_tf,0.0033,0.1,7,9,0.8103204438836897
LSPIN,lspin_tf,0.0033,0.1,8,9,0.5805464063084793
LSPIN,lspin_tf,0.0022,0.1,0,1,0.8275841442029758
LSPIN,lspin_tf,0.0022,0.1,0,2,0.7475544236457041
LSPIN,lspin_tf,0.0022,0.1,0,3,0.8399434665888031
LSPIN,lspin_tf,0.0022,0.1,0,4,0.8935141628098888
LSPIN,lspin_tf,0.0022,0.1,0,5,0.9161330421586065
LSPIN,lspin_tf,0.0022,0.1,0,6,0.8312495780517063
LSPIN,lspin_tf,0.0022,0.1,0,7,0.82984147982937
LSPIN,lspin_tf,0.0022,0.1,0,8,0.7536045766965005
LSPIN,lspin_tf,0.0022,0.1,0,9,0.7896292410524409
LSPIN,lspin_tf,0.0022,0.1,1,2,0.7702745551770045
LSPIN,lspin_tf,0.0022,0.1,1,3,0.8869423193245232
LSPIN,lspin_tf,0.0022,0.1,1,4,0.8558461428781342
LSPIN,lspin_tf,0.0022,0.1,1,5,0.8905176456295323
LSPIN,lspin_tf,0.0022,0.1,1,6,0.8451595986281605
LSPIN,lspin_tf,0.0022,0.1,1,7,0.849466165076047
LSPIN,lspin_tf,0.0022,0.1,1,8,0.8347262109871304
LSPIN,lspin_tf,0.0022,0.1,1,9,0.8676505081781847
LSPIN,lspin_tf,0.0022,0.1,2,3,0.8640818904325948
LSPIN,lspin_tf,0.0022,0.1,2,4,0.823198358168324
LSPIN,lspin_tf,0.0022,0.1,2,5,0.7991659477369805
LSPIN,lspin_tf,0.0022,0.1,2,6,0.9074988927878458
LSPIN,lspin_tf,0.0022,0.1,2,7,0.9107428788848199
LSPIN,lspin_tf,0.0022,0.1,2,8,0.8239569599120361
LSPIN,lspin_tf,0.0022,0.1,2,9,0.7774526830824754
LSPIN,lspin_tf,0.0022,0.1,3,4,0.8571243224965662
LSPIN,lspin_tf,0.0022,0.1,3,5,0.8958645405638098
LSPIN,lspin_tf,0.0022,0.1,3,6,0.8693610554560139
LSPIN,lspin_tf,0.0022,0.1,3,7,0.9396962088059722
LSPIN,lspin_tf,0.0022,0.1,3,8,0.8800360348740741
LSPIN,lspin_tf,0.0022,0.1,3,9,0.8439684045688793
LSPIN,lspin_tf,0.0022,0.1,4,5,0.9193884491157063
LSPIN,lspin_tf,0.0022,0.1,4,6,0.8963918317748129
LSPIN,lspin_tf,0.0022,0.1,4,7,0.8906387052091035
LSPIN,lspin_tf,0.0022,0.1,4,8,0.8337067859697704
LSPIN,lspin_tf,0.0022,0.1,4,9,0.7931458029923685
LSPIN,lspin_tf,0.0022,0.1,5,6,0.8466528790341548
LSPIN,lspin_tf,0.0022,0.1,5,7,0.8850668250801524
LSPIN,lspin_tf,0.0022,0.1,5,8,0.832694350222183
LSPIN,lspin_tf,0.0022,0.1,5,9,0.8623430247167926
LSPIN,lspin_tf,0.0022,0.1,6,7,0.911670900918022
LSPIN,lspin_tf,0.0022,0.1,6,8,0.8426216194423977
LSPIN,lspin_tf,0.0022,0.1,6,9,0.8305836181414873
LSPIN,lspin_tf,0.0022,0.1,7,8,0.9184921458574471
LSPIN,lspin_tf,0.0022,0.1,7,9,0.8621269848631021
LSPIN,lspin_tf,0.0022,0.1,8,9,0.8361455774742566
LSPIN,lspin_tf,0.011,0.2,0,1,0.7950283589757159
LSPIN,lspin_tf,0.011,0.2,0,2,0.8317013727542781
LSPIN,lspin_tf,0.011,0.2,0,3,0.8696243182827672
LSPIN,lspin_tf,0.011,0.2,0,4,0.7247506866310575
LSPIN,lspin_tf,0.011,0.2,0,5,0.6967451269805494
LSPIN,lspin_tf,0.011,0.2,0,6,0.8471031570777707
LSPIN,lspin_tf,0.011,0.2,0,7,0.8468477831626355
LSPIN,lspin_tf,0.011,0.2,0,8,0.7733559055093798
LSPIN,lspin_tf,0.011,0.2,0,9,0.7417338226068251
LSPIN,lspin_tf,0.011,0.2,1,2,0.8392540257546487
LSPIN,lspin_tf,0.011,0.2,1,3,0.8630171820257928
LSPIN,lspin_tf,0.011,0.2,1,4,0.7931726583413873
LSPIN,lspin_tf,0.011,0.2,1,5,0.8438195350767717
LSPIN,lspin_tf,0.011,0.2,1,6,0.88216475233354
LSPIN,lspin_tf,0.011,0.2,1,7,0.8170321539598695
LSPIN,lspin_tf,0.011,0.2,1,8,0.8874668075049849
LSPIN,lspin_tf,0.011,0.2,1,9,0.88468992713835
LSPIN,lspin_tf,0.011,0.2,2,3,0.8863357878268081
LSPIN,lspin_tf,0.011,0.2,2,4,0.6886126475808987
LSPIN,lspin_tf,0.011,0.2,2,5,0.7382788773160227
LSPIN,lspin_tf,0.011,0.2,2,6,0.9175357312243126
LSPIN,lspin_tf,0.011,0.2,2,7,0.8562913799710844
LSPIN,lspin_tf,0.011,0.2,2,8,0.8117102675929114
LSPIN,lspin_tf,0.011,0.2,2,9,0.8741066925157915
LSPIN,lspin_tf,0.011,0.2,3,4,0.7920693375108103
LSPIN,lspin_tf,0.011,0.2,3,5,0.8324307519066956
LSPIN,lspin_tf,0.011,0.2,3,6,0.9142545119537133
LSPIN,lspin_tf,0.011,0.2,3,7,0.8911779441976009
LSPIN,lspin_tf,0.011,0.2,3,8,0.8567148864034236
LSPIN,lspin_tf,0.011,0.2,3,9,0.8625149319375331
LSPIN,lspin_tf,0.011,0.2,4,5,0.769561388101657
LSPIN,lspin_tf,0.011,0.2,4,6,0.7784499836339821
LSPIN,lspin_tf,0.011,0.2,4,7,0.7164440290648989
LSPIN,lspin_tf,0.011,0.2,4,8,0.749517635249179
LSPIN,lspin_tf,0.011,0.2,4,9,0.7384344765651831
LSPIN,lspin_tf,0.011,0.2,5,6,0.8038409140362734
LSPIN,lspin_tf,0.011,0.2,5,7,0.7558491554646165
LSPIN,lspin_tf,0.011,0.2,5,8,0.7614142786226415
LSPIN,lspin_tf,0.011,0.2,5,9,0.7688248497499833
LSPIN,lspin_tf,0.011,0.2,6,7,0.8937282183951961
LSPIN,lspin_tf,0.011,0.2,6,8,0.8390279788458734
LSPIN,lspin_tf,0.011,0.2,6,9,0.8761473169177688
LSPIN,lspin_tf,0.011,0.2,7,8,0.767710168250572
LSPIN,lspin_tf,0.011,0.2,7,9,0.8003845089111199
LSPIN,lspin_tf,0.011,0.2,8,9,0.8351223592754747
LSPIN,lspin_tf,0.0075,0.2,0,1,0.6995654711598426
LSPIN,lspin_tf,0.0075,0.2,0,2,0.6148662172731648
LSPIN,lspin_tf,0.0075,0.2,0,3,0.7842235139494088
LSPIN,lspin_tf,0.0075,0.2,0,4,0.648596984481693
LSPIN,lspin_tf,0.0075,0.2,0,5,0.871552102716957
LSPIN,lspin_tf,0.0075,0.2,0,6,0.7014251415075935
LSPIN,lspin_tf,0.0075,0.2,0,7,0.8632161604755457
LSPIN,lspin_tf,0.0075,0.2,0,8,0.8138398159543744
LSPIN,lspin_tf,0.0075,0.2,0,9,0.7931462201655696
LSPIN,lspin_tf,0.0075,0.2,1,2,0.7618327439628011
LSPIN,lspin_tf,0.0075,0.2,1,3,0.8035813979688802
LSPIN,lspin_tf,0.0075,0.2,1,4,0.7491407119996785
LSPIN,lspin_tf,0.0075,0.2,1,5,0.7761089451264638
LSPIN,lspin_tf,0.0075,0.2,1,6,0.8591401601277051
LSPIN,lspin_tf,0.0075,0.2,1,7,0.6809854746254129
LSPIN,lspin_tf,0.0075,0.2,1,8,0.6579356614308807
LSPIN,lspin_tf,0.0075,0.2,1,9,0.7242152682603706
LSPIN,lspin_tf,0.0075,0.2,2,3,0.8747713646706229
LSPIN,lspin_tf,0.0075,0.2,2,4,0.8853152667092539
LSPIN,lspin_tf,0.0075,0.2,2,5,0.7867874958549202
LSPIN,lspin_tf,0.0075,0.2,2,6,0.8274259490076895
LSPIN,lspin_tf,0.0075,0.2,2,7,0.7412665886437522
LSPIN,lspin_tf,0.0075,0.2,2,8,0.7728146992365105
LSPIN,lspin_tf,0.0075,0.2,2,9,0.8470935358914886
LSPIN,lspin_tf,0.0075,0.2,3,4,0.8234954727980923
LSPIN,lspin_tf,0.0075,0.2,3,5,0.9121443811413174
LSPIN,lspin_tf,0.0075,0.2,3,6,0.831868704737576
LSPIN,lspin_tf,0.0075,0.2,3,7,0.873448005190383
LSPIN,lspin_tf,0.0075,0.2,3,8,0.8571254550477805
LSPIN,lspin_tf,0.0075,0.2,3,9,0.881585519925224
LSPIN,lspin_tf,0.0075,0.2,4,5,0.7765936224473882
LSPIN,lspin_tf,0.0075,0.2,4,6,0.8241621427333745
LSPIN,lspin_tf,0.0075,0.2,4,7,0.6961626479393154
LSPIN,lspin_tf,0.0075,0.2,4,8,0.7515344808985062
LSPIN,lspin_tf,0.0075,0.2,4,9,0.8723134989882609
LSPIN,lspin_tf,0.0075,0.2,5,6,0.795334352928558
LSPIN,lspin_tf,0.0075,0.2,5,7,0.9143107586032629
LSPIN,lspin_tf,0.0075,0.2,5,8,0.8577586518788741
LSPIN,lspin_tf,0.0075,0.2,5,9,0.8483147413155685
LSPIN,lspin_tf,0.0075,0.2,6,7,0.6790038744071047
LSPIN,lspin_tf,0.0075,0.2,6,8,0.6881542932474135
LSPIN,lspin_tf,0.0075,0.2,6,9,0.860068594132538
LSPIN,lspin_tf,0.0075,0.2,7,8,0.9067131506347641
LSPIN,lspin_tf,0.0075,0.2,7,9,0.7964127748009041
LSPIN,lspin_tf,0.0075,0.2,8,9,0.82217172475021
LSPIN,lspin_tf,0.005,0.2,0,1,0.741545570652477
LSPIN,lspin_tf,0.005,0.2,0,2,0.7077305793531442
LSPIN,lspin_tf,0.005,0.2,0,3,0.8678616967052285
LSPIN,lspin_tf,0.005,0.2,0,4,0.746998727258282
LSPIN,lspin_tf,0.005,0.2,0,5,0.7692250472032586
LSPIN,lspin_tf,0.005,0.2,0,6,0.766448328755511
LSPIN,lspin_tf,0.005,0.2,0,7,0.8127419046878918
LSPIN,lspin_tf,0.005,0.2,0,8,0.8962060656479739
LSPIN,lspin_tf,0.005,0.2,0,9,0.7978687815983337
LSPIN,lspin_tf,0.005,0.2,1,2,0.9111921263807147
LSPIN,lspin_tf,0.005,0.2,1,3,0.7124667798730909
LSPIN,lspin_tf,0.005,0.2,1,4,0.9398984817860612
LSPIN,lspin_tf,0.005,0.2,1,5,0.873051553175845
LSPIN,lspin_tf,0.005,0.2,1,6,0.8115325729738193
LSPIN,lspin_tf,0.005,0.2,1,7,0.889236090197376
LSPIN,lspin_tf,0.005,0.2,1,8,0.8427464850693238
LSPIN,lspin_tf,0.005,0.2,1,9,0.8945602066636948
LSPIN,lspin_tf,0.005,0.2,2,3,0.6844417988447404
LSPIN,lspin_tf,0.005,0.2,2,4,0.9557282231785987
LSPIN,lspin_tf,0.005,0.2,2,5,0.9012459595552713
LSPIN,lspin_tf,0.005,0.2,2,6,0.8321153691540589
LSPIN,lspin_tf,0.005,0.2,2,7,0.8712822832240937
LSPIN,lspin_tf,0.005,0.2,2,8,0.8260411394916949
LSPIN,lspin_tf,0.005,0.2,2,9,0.9129004177890224
LSPIN,lspin_tf,0.005,0.2,3,4,0.6914397454280506
LSPIN,lspin_tf,0.005,0.2,3,5,0.7702793181045066
LSPIN,lspin_tf,0.005,0.2,3,6,0.7987168900705647
LSPIN,lspin_tf,0.005,0.2,3,7,0.7574026023044044
LSPIN,lspin_tf,0.005,0.2,3,8,0.8893406865059007
LSPIN,lspin_tf,0.005,0.2,3,9,0.7508562985683435
LSPIN,lspin_tf,0.005,0.2,4,5,0.9036565172946099
LSPIN,lspin_tf,0.005,0.2,4,6,0.8272928797081459
LSPIN,lspin_tf,0.005,0.2,4,7,0.9038074887715517
LSPIN,lspin_tf,0.005,0.2,4,8,0.8320486736679935
LSPIN,lspin_tf,0.005,0.2,4,9,0.9387182620286234
LSPIN,lspin_tf,0.005,0.2,5,6,0.8752867190504968
LSPIN,lspin_tf,0.005,0.2,5,7,0.8474994808510626
LSPIN,lspin_tf,0.005,0.2,5,8,0.8569742498327539
LSPIN,lspin_tf,0.005,0.2,5,9,0.8957899473279095
LSPIN,lspin_tf,0.005,0.2,6,7,0.7728566845692834
LSPIN,lspin_tf,0.005,0.2,6,8,0.8311908976132185
LSPIN,lspin_tf,0.005,0.2,6,9,0.8272911936686635
LSPIN,lspin_tf,0.005,0.2,7,8,0.8746595451234991
LSPIN,lspin_tf,0.005,0.2,7,9,0.8818784296789303
LSPIN,lspin_tf,0.005,0.2,8,9,0.8414816151102968
LSPIN,lspin_tf,0.0033,0.2,0,1,0.851374544603429
LSPIN,lspin_tf,0.0033,0.2,0,2,0.7917907038599495
LSPIN,lspin_tf,0.0033,0.2,0,3,0.6731310434106856
LSPIN,lspin_tf,0.0033,0.2,0,4,0.8711893146387294
LSPIN,lspin_tf,0.0033,0.2,0,5,0.6258096458322279
LSPIN,lspin_tf,0.0033,0.2,0,6,0.740404284785704
LSPIN,lspin_tf,0.0033,0.2,0,7,0.7896384311943861
LSPIN,lspin_tf,0.0033,0.2,0,8,0.7412338607426509
LSPIN,lspin_tf,0.0033,0.2,0,9,0.8206206912575459
LSPIN,lspin_tf,0.0033,0.2,1,2,0.9099714369182105
LSPIN,lspin_tf,0.0033,0.2,1,3,0.8267660664367992
LSPIN,lspin_tf,0.0033,0.2,1,4,0.9151158858077725
LSPIN,lspin_tf,0.0033,0.2,1,5,0.7718038125742389
LSPIN,lspin_tf,0.0033,0.2,1,6,0.885368074165967
LSPIN,lspin_tf,0.0033,0.2,1,7,0.8757791114117512
LSPIN,lspin_tf,0.0033,0.2,1,8,0.8744934087937365
LSPIN,lspin_tf,0.0033,0.2,1,9,0.9229385922461671
LSPIN,lspin_tf,0.0033,0.2,2,3,0.8871226771970616
LSPIN,lspin_tf,0.0033,0.2,2,4,0.8883089673359507
LSPIN,lspin_tf,0.0033,0.2,2,5,0.775508602116172
LSPIN,lspin_tf,0.0033,0.2,2,6,0.9119405253130187
LSPIN,lspin_tf,0.0033,0.2,2,7,0.9000653697884484
LSPIN,lspin_tf,0.0033,0.2,2,8,0.8734784637233374
LSPIN,lspin_tf,0.0033,0.2,2,9,0.9244921436906108
LSPIN,lspin_tf,0.0033,0.2,3,4,0.8274686658527802
LSPIN,lspin_tf,0.0033,0.2,3,5,0.7925808555372771
LSPIN,lspin_tf,0.0033,0.2,3,6,0.8894638608908598
LSPIN,lspin_tf,0.0033,0.2,3,7,0.8697038304926608
LSPIN,lspin_tf,0.0033,0.2,3,8,0.889888392860844
LSPIN,lspin_tf,0.0033,0.2,3,9,0.8627567583212977
LSPIN,lspin_tf,0.0033,0.2,4,5,0.764799216653424
LSPIN,lspin_tf,0.0033,0.2,4,6,0.8509329088989134
LSPIN,lspin_tf,0.0033,0.2,4,7,0.891430571031825
LSPIN,lspin_tf,0.0033,0.2,4,8,0.8668199159969815
LSPIN,lspin_tf,0.0033,0.2,4,9,0.9056612153088544
LSPIN,lspin_tf,0.0033,0.2,5,6,0.7919693052090361
LSPIN,lspin_tf,0.0033,0.2,5,7,0.7420026152324964
LSPIN,lspin_tf,0.0033,0.2,5,8,0.8249003176692652
LSPIN,lspin_tf,0.0033,0.2,5,9,0.8396011618008907
LSPIN,lspin_tf,0.0033,0.2,6,7,0.8936963745880666
LSPIN,lspin_tf,0.0033,0.2,6,8,0.9333165992920996
LSPIN,lspin_tf,0.0033,0.2,6,9,0.8945448999995284
LSPIN,lspin_tf,0.0033,0.2,7,8,0.9223443917894849
LSPIN,lspin_tf,0.0033,0.2,7,9,0.8780556935155899
LSPIN,lspin_tf,0.0033,0.2,8,9,0.880325518566346
LSPIN,lspin_tf,0.0022,0.2,0,1,0.9041640388803528
LSPIN,lspin_tf,0.0022,0.2,0,2,0.8704754496068989
LSPIN,lspin_tf,0.0022,0.2,0,3,0.9030599813376585
LSPIN,lspin_tf,0.0022,0.2,0,4,0.815606129496129
LSPIN,lspin_tf,0.0022,0.2,0,5,0.8643331563225167
LSPIN,lspin_tf,0.0022,0.2,0,6,0.8512074344772044
LSPIN,lspin_tf,0.0022,0.2,0,7,0.893614388129839
LSPIN,lspin_tf,0.0022,0.2,0,8,0.8749232119466307
LSPIN,lspin_tf,0.0022,0.2,0,9,0.887280019498327
LSPIN,lspin_tf,0.0022,0.2,1,2,0.7953600637342173
LSPIN,lspin_tf,0.0022,0.2,1,3,0.8969495841380766
LSPIN,lspin_tf,0.0022,0.2,1,4,0.8652875408502854
LSPIN,lspin_tf,0.0022,0.2,1,5,0.8870755717270803
LSPIN,lspin_tf,0.0022,0.2,1,6,0.9161920087214486
LSPIN,lspin_tf,0.0022,0.2,1,7,0.9518142629512836
LSPIN,lspin_tf,0.0022,0.2,1,8,0.9105643579225139
LSPIN,lspin_tf,0.0022,0.2,1,9,0.868399260480729
LSPIN,lspin_tf,0.0022,0.2,2,3,0.9068280341371474
LSPIN,lspin_tf,0.0022,0.2,2,4,0.6005294476671329
LSPIN,lspin_tf,0.0022,0.2,2,5,0.7372002107687683
LSPIN,lspin_tf,0.0022,0.2,2,6,0.6746166385013088
LSPIN,lspin_tf,0.0022,0.2,2,7,0.8606886462214989
LSPIN,lspin_tf,0.0022,0.2,2,8,0.7478034700754861
LSPIN,lspin_tf,0.0022,0.2,2,9,0.8842523874569964
LSPIN,lspin_tf,0.0022,0.2,3,4,0.7576369837788792
LSPIN,lspin_tf,0.0022,0.2,3,5,0.844038014246621
LSPIN,lspin_tf,0.0022,0.2,3,6,0.8389664171434723
LSPIN,lspin_tf,0.0022,0.2,3,7,0.9150152930005654
