model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,seed,run_id,test_cindex,best_val_cindex,best_epoch,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
LSPIN,lspin_tf,0.1,0.004,0.0,80123,0,0.5534807534807534,0.8042763157894737,14,462.9549865722656,0.9738023012575475,1148.0,763.0,650.4649918842389
LSPIN,lspin_tf,0.1,0.004,0.0,80124,1,0.6117936117936118,0.8634868421052632,18,544.9903564453125,0.9730532275833825,1083.0,824.0,699.6356381247416
LSPIN,lspin_tf,0.1,0.004,0.0,80125,2,0.6275184275184276,0.8305921052631579,10,584.8328247070312,0.9777435145794658,1410.0,972.0,818.5309067420253
LSPIN,lspin_tf,0.1,0.004,0.0,80126,3,0.579033579033579,0.7976973684210527,12,481.2765197753906,0.9749040451574378,1188.0,861.0,713.1530532582498
LSPIN,lspin_tf,0.1,0.004,0.0,80127,4,0.48435708435708436,0.774671052631579,4,817.5916137695312,0.9865368232854925,2280.0,1610.0,1307.7378327481001
LSPIN,lspin_tf,0.1,0.004,0.0,80128,5,0.5746109746109747,0.819078947368421,13,434.47265625,0.9666610614970242,1013.0,750.0,624.0065144490219
LSPIN,lspin_tf,0.1,0.004,0.0,80129,6,0.6119574119574119,0.850328947368421,3,709.6591796875,0.9856602317805968,2283.0,1514.0,1210.7940873117402
LSPIN,lspin_tf,0.1,0.004,0.0,80130,7,0.6687960687960688,0.8832236842105263,15,518.736328125,0.9712105630652079,1162.0,879.0,719.8202043479436
LSPIN,lspin_tf,0.1,0.004,0.0,80131,8,0.49852579852579854,0.7853618421052632,32,267.90032958984375,0.9367115339391666,451.0,316.0,295.71502387582296
LSPIN,lspin_tf,0.1,0.004,0.0,80132,9,0.5079443079443079,0.8486842105263158,4,551.9678344726562,0.9784880488836774,1885.0,1207.0,980.9799058040821
LSPIN,lspin_tf,0.1,0.0033,0.0,90123,0,0.6204750204750205,0.8322368421052632,19,545.7588500976562,0.9749021997613637,1191.0,888.0,752.6278350105862
LSPIN,lspin_tf,0.1,0.0033,0.0,90124,1,0.6742014742014742,0.8009868421052632,26,554.1382446289062,0.9711858810180509,1168.0,847.0,720.0311243795638
LSPIN,lspin_tf,0.1,0.0033,0.0,90125,2,0.6301392301392301,0.8240131578947368,3,973.1832885742188,0.9862726648287051,2654.0,1860.0,1515.8979984613381
LSPIN,lspin_tf,0.1,0.0033,0.0,90126,3,0.6481572481572482,0.8848684210526315,63,497.65594482421875,0.9665165280147657,792.0,637.0,573.4448733066553
LSPIN,lspin_tf,0.1,0.0033,0.0,90127,4,0.6594594594594595,0.8305921052631579,31,548.9517822265625,0.9662638070261385,1044.0,770.0,666.967906737334
LSPIN,lspin_tf,0.1,0.0033,0.0,90128,5,0.6113022113022113,0.8338815789473685,26,590.6719970703125,0.9712196859304634,1198.0,826.0,734.1113656101844
