dataset,experiment,task_stage,variant_key,variant_label,model_family,gate_type,seed_i,seed_j,affinity_corr
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,concrete,102124,103125,0.8766121434141786
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,concrete,102125,103123,0.9086912503660685
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,concrete,102125,103124,0.9479973049699083
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,concrete,102125,103125,0.9299558188010315
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,concrete,103123,103124,0.9611121695020323
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,concrete,103123,103125,0.9459991444742917
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,concrete,103124,103125,0.9692149455018867
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,100124,0.9573557814743986
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,100125,0.9773540540836195
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,101123,0.9209387795073176
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,101124,0.9330158291639475
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,101125,0.9168190613883023
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,102123,0.8881320390622988
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,102124,0.8663991700411263
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,102125,0.865141286962
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,103123,0.8798594008186974
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,103124,0.8017979269937688
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100123,103125,0.8539024684463794
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,100125,0.9702166900230829
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,101123,0.907783337027052
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,101124,0.9199087625710938
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,101125,0.8621267626556055
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,102123,0.9633234304092251
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,102124,0.9368122560678753
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,102125,0.9529423212766147
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,103123,0.9624754142229931
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,103124,0.9133607231804142
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100124,103125,0.9425473246857484
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,101123,0.9423492915211884
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,101124,0.9492924043491093
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,101125,0.9276957428785136
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,102123,0.9187171619697058
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,102124,0.8733318462540984
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,102125,0.9097487105007932
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,103123,0.9093575136189522
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,103124,0.8291441674133542
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,100125,103125,0.8760468855903911
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101123,101124,0.9930692570535292
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101123,101125,0.9733768689527025
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101123,102123,0.8587846643663588
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101123,102124,0.8022155570499127
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101123,102125,0.8803499411039308
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101123,103123,0.8693608443275009
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101123,103124,0.8013744956258446
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101123,103125,0.8152417895863479
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101124,101125,0.9717779378159642
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101124,102123,0.8698883553858604
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101124,102124,0.815499405359727
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101124,102125,0.885325968654186
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101124,103123,0.87755709963484
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101124,103124,0.8115020265577481
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101124,103125,0.826437854737886
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101125,102123,0.7851180506482867
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101125,102124,0.7295304661509013
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101125,102125,0.800219945460757
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101125,103123,0.7866183075433645
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101125,103124,0.6952104338354175
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,101125,103125,0.7320148161683172
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102123,102124,0.9672829773115663
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102123,102125,0.974051680171336
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102123,103123,0.9795798375501257
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102123,103124,0.9481837148187238
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102123,103125,0.9740455813719886
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102124,102125,0.9216789718466263
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102124,103123,0.9514951419815995
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102124,103124,0.9172866446523082
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102124,103125,0.9751583673932462
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102125,103123,0.9814463719631011
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102125,103124,0.9588298777273192
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,102125,103125,0.941110522167783
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,103123,103124,0.968486617849174
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,103123,103125,0.9624898551560221
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,103124,103125,0.9493652741696961
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,100124,0.9340075358311316
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,100125,0.927276729443556
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,101123,0.9437202875735324
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,101124,0.9151836535133886
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,101125,0.9517686268747357
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,102123,0.9372321632673999
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,102124,0.9253450239615282
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,102125,0.8801698311906258
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,103123,0.9005369015986364
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,103124,0.94823659589005
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100123,103125,0.906785139206381
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,100125,0.9433361019076555
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,101123,0.9326747105801636
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,101124,0.9289939201602355
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,101125,0.9338916870879626
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,102123,0.8881365247226439
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,102124,0.8943694127789683
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,102125,0.8114711452320681
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,103123,0.9581435225023227
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,103124,0.958212975925936
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100124,103125,0.9328198150350528
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,101123,0.9490706289945128
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,101124,0.9659229486025228
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,101125,0.9425074083492345
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,102123,0.8481951981554856
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,102124,0.8419154184847764
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,102125,0.7962378697521594
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,103123,0.9350192113144944
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,103124,0.9556233714540798
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,100125,103125,0.9601107510583732
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101123,101124,0.9473854013990382
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101123,101125,0.9635038586499812
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101123,102123,0.901683597487755
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101123,102124,0.9102523108276327
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101123,102125,0.8604696955718961
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101123,103123,0.9424447193252737
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101123,103124,0.9663618211484601
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101123,103125,0.9379296890083584
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101124,101125,0.9372919065127304
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101124,102123,0.8275956186925487
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101124,102124,0.8324691087492598
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101124,102125,0.8167815345608285
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101124,103123,0.9211366478530365
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101124,103124,0.9312263377462475
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101124,103125,0.9680515041502114
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101125,102123,0.9196244038177072
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101125,102124,0.9150251558951119
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101125,102125,0.8926669297650819
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101125,103123,0.9374304311417623
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101125,103124,0.9443070746582388
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,101125,103125,0.9294685748199947
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102123,102124,0.9685032325009316
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102123,102125,0.9169989914255332
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102123,103123,0.8646558695757882
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102123,103124,0.9069405540061817
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102123,103125,0.829546328826111
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102124,102125,0.9061320275410122
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102124,103123,0.8927735944884192
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102124,103124,0.9153778676521793
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102124,103125,0.8383742528821063
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102125,103123,0.8251217508994
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102125,103124,0.8278228358112483
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,102125,103125,0.810687763174075
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,103123,103124,0.9483619093208863
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,103123,103125,0.934321894187472
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,103124,103125,0.9395631623287137
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,123,124,0.8763855339717925
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,123,125,0.8753715230074758
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,123,126,0.9016869241604494
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,123,127,0.8696666463439449
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,124,125,0.8544063654028414
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,124,126,0.8749162023945559
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,124,127,0.8335347486652196
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,125,126,0.868982352820895
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,125,127,0.8502956940349917
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,concrete,126,127,0.8534917502649807
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,123,124,0.8677782570109639
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,123,125,0.835339391940679
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,123,126,0.8506342735933824
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,123,127,0.8525551369166421
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,124,125,0.8335501067296174
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,124,126,0.8082713866795557
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,124,127,0.8752769103620874
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,125,126,0.794107876063873
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,125,127,0.8496943589127622
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,concrete,126,127,0.8684859799352959
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,123,124,0.8422070532981683
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,123,125,0.8389985298746561
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,123,126,0.8031369059082997
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,123,127,0.872632751977957
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,124,125,0.791266315976
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,124,126,0.7106075319135817
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,124,127,0.8445065317731928
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,125,126,0.7868059058793105
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,125,127,0.8413123707448912
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,lspin_tf,126,127,0.8116983414717873
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,123,124,0.8683486188778642
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,123,125,0.8355023853787312
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,123,126,0.8496492132454191
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,123,127,0.8547908143298966
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,124,125,0.840492985125577
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,124,126,0.8922423280964914
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,124,127,0.8807849996362697
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,125,126,0.8458815478447155
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,125,127,0.8862780904144906
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,lspin_tf,126,127,0.8817951448690895
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,123,124,0.8959235206696922
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,123,125,0.9043653729895206
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,123,126,0.9093685118023163
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,123,127,0.8133327479309661
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,124,125,0.8604535011991385
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,124,126,0.8746995362950885
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,124,127,0.8614368833362529
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,125,126,0.8869441908786421
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,125,127,0.8241855728875922
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,lspin_tf,126,127,0.7657623434774493
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,concrete,123,124,0.8893092964243324
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,concrete,123,125,0.9069507266946252
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,concrete,123,126,0.8536097427288504
