dataset,experiment,task_stage,variant_key,variant_label,model_family,goal1_group,split_seed,n_reps,split_mean_test_cindex,split_sd_test_cindex,split_mean_Ksoft,split_sd_Ksoft,split_mean_Khard,split_sd_Khard
brca,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,125,1,0.6656838656838657,,348.3861999511719,,294.55303955078125,
brca,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,126,1,0.6365274365274365,,265.0175476074219,,231.3922882080078,
brca,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,127,1,0.6314496314496314,,314.2857360839844,,275.2379455566406,
brca,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,123,1,0.6384930384930385,,207.90005493164065,,185.91639709472656,
brca,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,124,1,0.6181818181818182,,184.607666015625,,155.41799926757812,
brca,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,125,1,0.6398034398034398,,208.9200439453125,,184.8520965576172,
brca,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,126,1,0.5667485667485668,,182.7204132080078,,154.20579528808594,
brca,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,127,1,0.6248976248976249,,233.4852294921875,,204.1382598876953,
brca,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,123,1,0.6337428337428337,,171.75439453125,,142.08682250976562,
brca,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,124,1,0.583947583947584,,138.10714721679688,,112.6398696899414,
brca,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,125,1,0.6576576576576577,,157.4345703125,,132.0225067138672,
brca,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,126,1,0.6319410319410319,,129.54090881347656,,108.4115753173828,
brca,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,127,1,0.6316134316134316,,200.26119995117188,,172.19293212890625,
brca,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,123,1,0.6183456183456183,,148.16456604003906,,125.18971252441406,
brca,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,124,1,0.5749385749385749,,97.54080963134766,,74.90353393554688,
brca,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,125,1,0.6060606060606061,,130.60440063476562,,111.7845687866211,
brca,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,126,1,0.6140868140868141,,110.43207550048828,,89.59806823730469,
brca,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,127,1,0.6257166257166257,,148.6326904296875,,125.3054656982422,
brca,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,123,1,0.6240786240786241,,1350.43896484375,,1291.5401611328125,
brca,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,124,1,0.6561834561834562,,1457.880126953125,,1416.1768798828125,
brca,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,125,1,0.671908271908272,,1797.8544921875,,1751.22509765625,
brca,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,126,1,0.6809172809172809,,1427.328125,,1363.755615234375,
brca,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,127,1,0.6425880425880426,,1507.55126953125,,1439.135009765625,
brca,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,123,1,0.6661752661752661,,2138.194091796875,,2074.6142578125,
brca,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,124,1,0.6827190827190828,,2147.35888671875,,2119.35693359375,
brca,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,125,1,0.6766584766584767,,2350.1357421875,,2302.44384765625,
brca,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,126,1,0.6655200655200655,,2177.08203125,,2099.53369140625,
brca,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,127,1,0.6651924651924652,,2029.9161376953125,,1996.9324951171875,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,123,1,0.6475020475020475,,948.1856689453124,,911.4244384765624,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,124,1,0.6411138411138411,,962.8466796875,,930.1640014648438,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,125,1,0.6701064701064701,,1309.987548828125,,1267.93896484375,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,126,1,0.677968877968878,,1167.203125,,1113.0224609375,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,127,1,0.6273546273546273,,1073.819091796875,,1033.0321044921875,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,123,1,0.6073710073710074,,752.067138671875,,737.5208740234375,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,124,1,0.6316134316134316,,767.2296752929688,,723.96142578125,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,125,1,0.6832104832104832,,953.1262817382812,,928.0482177734376,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,126,1,0.6651924651924652,,916.091552734375,,866.8585205078125,
brca,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,127,1,0.6227682227682227,,812.1915283203125,,773.0900268554688,
brca,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,123,1,0.658968058968059,,478.9999084472656,,462.9903564453125,
brca,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,124,1,0.6388206388206388,,468.7259826660156,,445.6077270507813,
brca,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,125,1,0.6946764946764947,,582.4623413085938,,564.2154541015625,
brca,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,126,1,0.6517608517608517,,564.99267578125,,530.453369140625,
brca,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,127,1,0.6198198198198198,,567.3177490234375,,530.0,
brca,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,123,1,0.6293202293202294,,231.4513702392578,,220.0032196044922,
brca,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,124,1,0.6214578214578215,,213.53646850585935,,194.6334381103516,
brca,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,125,1,0.6322686322686323,,356.5603332519531,,319.7652587890625,
brca,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,126,1,0.6463554463554464,,240.0321044921875,,232.51768493652344,
brca,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,127,1,0.5937755937755937,,226.7067413330078,,212.34405517578125,
brca,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,123,1,0.7027027027027027,,897.6165771484375,,897.5626831054688,
brca,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,124,1,0.6524160524160524,,815.46630859375,,815.4951782226562,
brca,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,125,1,0.6586404586404586,,1144.388671875,,1144.3408203125,
brca,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,126,1,0.6466830466830467,,821.6199951171875,,821.623779296875,
brca,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,127,1,0.6072072072072072,,842.9317016601562,,842.9228515625,
brca,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,123,1,0.6692874692874693,,1916.4912109375,,1916.4244384765625,
brca,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,124,1,0.7174447174447175,,1683.330810546875,,1683.3280029296875,
brca,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,125,1,0.6386568386568386,,2151.603271484375,,2151.530517578125,
brca,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,126,1,0.6586404586404586,,1416.715087890625,,1416.6591796875,
brca,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,127,1,0.6533988533988534,,1395.296875,,1395.266845703125,
brca,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,123,1,0.6632268632268632,,576.0265502929688,,576.0225219726562,
brca,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,124,1,0.6486486486486487,,650.787353515625,,650.7652587890625,
brca,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,125,1,0.6352170352170352,,704.9600830078125,,704.9678344726562,
brca,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,126,1,0.6445536445536445,,507.4559020996094,,507.46624755859375,
brca,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,127,1,0.6206388206388206,,625.794921875,,625.8006591796875,
brca,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,123,1,0.6373464373464374,,475.75537109375,,475.7395629882813,
brca,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,124,1,0.6393120393120393,,449.0491333007813,,449.0578918457031,
brca,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,125,1,0.641932841932842,,593.2803344726562,,593.2958374023438,
brca,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,126,1,0.6396396396396397,,419.1239013671875,,419.1286315917969,
brca,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,127,1,0.6113022113022113,,439.5294494628906,,439.5209045410156,
brca,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,123,1,0.6258804258804259,,326.794677734375,,326.81671142578125,
brca,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,124,1,0.686977886977887,,268.402587890625,,268.414794921875,
brca,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,125,1,0.6502866502866503,,400.2245788574219,,400.1768493652344,
brca,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,126,1,0.6157248157248157,,345.65447998046875,,345.6527404785156,
brca,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,127,1,0.5962325962325963,,334.314697265625,,334.2926025390625,
brca,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,123,1,0.5726453726453726,,228.78353881835935,,228.77491760253903,
brca,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,124,1,0.6198198198198198,,214.6904144287109,,214.66238403320312,
brca,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,125,1,0.6877968877968877,,273.481201171875,,273.4823303222656,
brca,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,126,1,0.5759213759213759,,209.8986053466797,,209.91639709472656,
brca,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,127,1,0.5533169533169533,,245.8143615722656,,245.78778076171875,
brca,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,123,1,0.5791973791973792,,403.0646057128906,,403.0675354003906,
brca,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,124,1,0.6003276003276004,,440.4588623046875,,440.49517822265625,
brca,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,125,1,0.6332514332514333,,526.7451782226562,,526.7073974609375,
brca,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,126,1,0.6188370188370188,,461.1943359375,,461.1446838378906,
brca,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,127,1,0.6764946764946765,,413.4977416992188,,413.4308776855469,
brca,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,123,1,0.6270270270270271,,311.0563049316406,,311.0289306640625,
brca,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,124,1,0.6676494676494676,,295.1875915527344,,295.1382751464844,
brca,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,125,1,0.62997542997543,,431.2908935546875,,431.244384765625,
brca,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,126,1,0.6427518427518427,,354.9845886230469,,355.0128479003906,
brca,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,127,1,0.6819000819000819,,410.42974853515625,,410.37298583984375,
brca,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,123,1,0.5882063882063882,,285.021240234375,,284.9871520996094,
brca,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,124,1,0.6248976248976249,,270.247802734375,,270.25079345703125,
brca,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,125,1,0.657985257985258,,363.23486328125,,363.282958984375,
brca,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,126,1,0.6337428337428337,,326.571044921875,,326.52734375,
brca,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,127,1,0.6101556101556102,,310.8262634277344,,310.7845764160156,
brca,goal1,screen,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,smooth,123,1,0.5947583947583948,,205.20635986328125,,205.2250823974609,
brca,goal1,screen,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,smooth,124,1,0.6624078624078624,,240.5871124267578,,240.5787811279297,
brca,goal1,screen,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,smooth,125,1,0.6668304668304669,,251.28646850585935,,251.2733154296875,
brca,goal1,screen,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,smooth,126,1,0.567076167076167,,284.8516845703125,,284.8713684082031,
brca,goal1,screen,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,smooth,127,1,0.5954135954135954,,255.46800231933597,,255.4662322998047,
brca,goal1,screen,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,smooth,123,1,0.5613431613431613,,216.45529174804688,,216.414794921875,
