dataset,experiment,task_stage,variant_key,variant_label,model_family,goal1_group,split_seed,n_reps,split_mean_test_cindex,split_sd_test_cindex,split_mean_Ksoft,split_sd_Ksoft,split_mean_Khard,split_sd_Khard
brca,goal1,fixed_init_eval,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,127,3,0.6370734370734371,0.021629272548340458,98.50716145833333,7.810877288402698,56.333333333333336,3.785938897200182
brca,goal1,fixed_init_eval,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,123,3,0.6273546273546273,0.009919043313482522,526.2554219563802,37.45796743275269,472.912109375,37.10791916818697
brca,goal1,fixed_init_eval,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,124,3,0.6456456456456456,0.031169123960541594,442.1138509114583,28.797748957651304,397.0911153157552,28.259294309035642
brca,goal1,fixed_init_eval,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,126,3,0.6247338247338248,0.019949353685596607,489.1121826171875,55.45774220621972,442.72240193684894,45.045613575839695
brca,goal1,fixed_init_eval,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,127,3,0.6221130221130221,0.013343431190444744,454.2294006347656,93.30882950773373,410.7963562011719,71.40961324022487
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,123,3,0.6723450723450725,0.016931211940424958,2146.8418782552085,116.84551820065792,2103.323689778646,117.30841578297247
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,124,3,0.6805896805896806,0.01220393667272948,1908.011962890625,198.25419944304963,1873.5005289713542,193.89918959288707
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,126,3,0.646082446082446,0.010886653939496272,2033.4200846354167,204.99814581037342,1975.5873616536458,194.3186221214408
brca,goal1,fixed_init_eval,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,127,3,0.6438438438438437,0.008948247682210884,2232.8101399739585,125.48464168565691,2177.3472493489585,112.4803194255559
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,123,3,0.7013923013923015,0.011359042389900549,2223.42333984375,163.12989296042338,2223.4095052083335,163.06122633872917
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,124,3,0.6776958776958777,0.030895478406721875,1770.4820149739583,35.52354438861579,1770.5101725260417,35.53628285442639
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,126,3,0.6438438438438439,0.009114611997897691,1340.2642415364583,65.1297481365919,1340.233642578125,65.1484983351067
brca,goal1,fixed_init_eval,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,127,3,0.6612066612066613,0.023862222863153086,1600.1970621744792,80.59070923734502,1600.2122395833333,80.57446167127686
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,123,3,0.6252252252252252,0.028388038107636293,370.4391377766927,51.41740616111139,370.42873128255206,51.406208756072424
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,124,3,0.5797433797433796,0.031197947553371026,381.0843200683594,27.163774080969738,381.07395426432294,27.173912318918696
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,126,3,0.6318318318318318,0.02172149107510524,440.1276346842448,32.140554533502595,440.09217325846356,32.136201537843576
brca,goal1,fixed_init_eval,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,127,3,0.6244608244608245,0.02149613233414204,468.1789042154948,44.060713164055066,468.14146931966144,44.03946204414432
brca,goal1,fixed_init_eval,mlp,MLP,MLP,dense,123,3,0.6317772317772318,0.0318746027968913,,,,
brca,goal1,fixed_init_eval,mlp,MLP,MLP,dense,124,3,0.611029211029211,0.024329884805440353,,,,
brca,goal1,fixed_init_eval,mlp,MLP,MLP,dense,125,3,0.6394758394758395,0.05802018224859112,,,,
brca,goal1,fixed_init_eval,mlp,MLP,MLP,dense,127,3,0.6266448266448267,0.052127670382488014,,,,
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,floor,123,1,0.5983619983619983,,11952.32421875,,11949.591796875,
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,floor,124,1,0.5867321867321867,,11948.080078125,,11944.064453125,
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,floor,125,1,0.568058968058968,,11991.7734375,,11989.76171875,
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,floor,126,1,0.6027846027846028,,11878.08203125,,11867.3154296875,
brca,goal1,screen,goal1_floor_concrete,Concrete floor (λ=0),Concrete,floor,127,1,0.6448812448812449,,12015.08203125,,12013.21875,
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,floor,123,1,0.6307944307944308,,11974.15234375,,11973.3984375,
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,floor,124,1,0.6278460278460278,,11811.98828125,,11805.4599609375,
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,floor,125,1,0.6270270270270271,,11832.9580078125,,11827.36328125,
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,floor,126,1,0.6478296478296478,,11904.9482421875,,11891.5595703125,
brca,goal1,screen,goal1_floor_lconcrete,L-Concrete floor (λ=0),L-Concrete,floor,127,1,0.6206388206388206,,11924.927734375,,11923.4345703125,
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,floor,123,1,0.638984438984439,,11856.3681640625,,11856.7841796875,
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,floor,124,1,0.6424242424242425,,11450.71484375,,11450.0966796875,
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,floor,125,1,0.6248976248976249,,11538.064453125,,11538.443359375,
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,floor,126,1,0.6345618345618346,,11770.1318359375,,11770.34765625,
brca,goal1,screen,goal1_floor_llspin,L-LSPIN floor (λ=0),L-LSPIN,floor,127,1,0.6506142506142506,,11645.126953125,,11645.1220703125,
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,floor,123,1,0.5395577395577396,,11846.4931640625,,11846.7265625,
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,floor,124,1,0.5934479934479935,,11847.873046875,,11848.248046875,
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,floor,125,1,0.6414414414414414,,11584.73828125,,11584.34765625,
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,floor,126,1,0.6434070434070434,,11880.1181640625,,11880.974609375,
brca,goal1,screen,goal1_floor_lspin,LSPIN floor (λ=0),LSPIN,floor,127,1,0.5741195741195741,,11844.4794921875,,11844.1162109375,
brca,goal1,screen,goal1_linear_cox,Linear Cox,LinearCox,dense,123,1,0.6907452907452908,,,,,
brca,goal1,screen,goal1_linear_cox,Linear Cox,LinearCox,dense,124,1,0.6237510237510238,,,,,
brca,goal1,screen,goal1_linear_cox,Linear Cox,LinearCox,dense,125,1,0.6226044226044226,,,,,
brca,goal1,screen,goal1_linear_cox,Linear Cox,LinearCox,dense,126,1,0.642915642915643,,,,,
brca,goal1,screen,goal1_linear_cox,Linear Cox,LinearCox,dense,127,1,0.6145782145782146,,,,,
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,alt_sigma,123,1,0.5977067977067977,,214.83395385742188,,214.90675354003903,
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,alt_sigma,124,1,0.5696969696969697,,308.6596069335937,,308.6302185058594,
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,alt_sigma,125,1,0.6018018018018018,,224.95880126953125,,224.9549865722656,
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,alt_sigma,126,1,0.5760851760851761,,331.0007629394531,,330.9549865722656,
brca,goal1,screen,goal1_lspin_alt_nosmooth,LSPIN sigma=0.10,LSPIN,alt_sigma,127,1,0.6325962325962325,,342.6837463378906,,342.7073974609375,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,nosmooth,123,1,0.6471744471744472,,259.6063232421875,,249.19293212890625,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,nosmooth,124,1,0.6375102375102375,,402.7955932617188,,380.3408508300781,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,nosmooth,125,1,0.6517608517608517,,326.0766296386719,,307.2926025390625,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,nosmooth,126,1,0.5773955773955773,,428.16455078125,,400.7845764160156,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p0,Concrete nosmooth x1,Concrete,nosmooth,127,1,0.6483210483210483,,466.93798828125,,439.67523193359375,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p25,Concrete nosmooth x1.2,Concrete,nosmooth,123,1,0.6111384111384112,,216.37811279296875,,203.6237945556641,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p25,Concrete nosmooth x1.2,Concrete,nosmooth,124,1,0.5882063882063882,,322.0487060546875,,300.9903564453125,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p25,Concrete nosmooth x1.2,Concrete,nosmooth,125,1,0.6594594594594595,,278.4775390625,,260.47265625,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p25,Concrete nosmooth x1.2,Concrete,nosmooth,126,1,0.5382473382473383,,297.7391967773437,,277.1993713378906,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p25,Concrete nosmooth x1.2,Concrete,nosmooth,127,1,0.6473382473382473,,308.7489013671875,,288.1221923828125,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p5,Concrete nosmooth x1.5,Concrete,nosmooth,123,1,0.6240786240786241,,175.3926239013672,,164.36978149414062,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p5,Concrete nosmooth x1.5,Concrete,nosmooth,124,1,0.5824733824733824,,231.59716796875,,215.7910003662109,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p5,Concrete nosmooth x1.5,Concrete,nosmooth,125,1,0.6691236691236692,,224.5565185546875,,207.8553009033203,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p5,Concrete nosmooth x1.5,Concrete,nosmooth,126,1,0.5613431613431613,,237.32601928710935,,220.64308166503903,
brca,goal1,screen,goal1_nosmooth_concrete_lamx1p5,Concrete nosmooth x1.5,Concrete,nosmooth,127,1,0.647010647010647,,306.0653991699219,,284.0096435546875,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p0,Concrete nosmooth x2,Concrete,nosmooth,123,1,0.5923013923013923,,126.62992095947266,,116.9324722290039,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p0,Concrete nosmooth x2,Concrete,nosmooth,124,1,0.5893529893529893,,186.188232421875,,171.09646606445312,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p0,Concrete nosmooth x2,Concrete,nosmooth,125,1,0.655036855036855,,151.91860961914062,,138.1479034423828,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p0,Concrete nosmooth x2,Concrete,nosmooth,126,1,0.563963963963964,,158.19964599609375,,143.82315063476562,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p0,Concrete nosmooth x2,Concrete,nosmooth,127,1,0.6678132678132678,,184.43968200683597,,169.5723419189453,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p5,Concrete nosmooth x2.5,Concrete,nosmooth,123,1,0.6353808353808353,,93.8604507446289,,85.48231506347656,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p5,Concrete nosmooth x2.5,Concrete,nosmooth,124,1,0.5701883701883702,,125.8010711669922,,113.6945343017578,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p5,Concrete nosmooth x2.5,Concrete,nosmooth,125,1,0.6738738738738739,,119.49605560302734,,107.49195861816406,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p5,Concrete nosmooth x2.5,Concrete,nosmooth,126,1,0.5696969696969697,,148.66830444335938,,133.453369140625,
brca,goal1,screen,goal1_nosmooth_concrete_lamx2p5,Concrete nosmooth x2.5,Concrete,nosmooth,127,1,0.6756756756756757,,125.46200561523438,,114.75241088867188,
brca,goal1,screen,goal1_nosmooth_concrete_lamx3p0,Concrete nosmooth x3,Concrete,nosmooth,123,1,0.6021294021294021,,80.16757202148438,,73.81028747558594,
brca,goal1,screen,goal1_nosmooth_concrete_lamx3p0,Concrete nosmooth x3,Concrete,nosmooth,124,1,0.5511875511875511,,92.60696411132812,,82.9356918334961,
brca,goal1,screen,goal1_nosmooth_concrete_lamx3p0,Concrete nosmooth x3,Concrete,nosmooth,125,1,0.6304668304668305,,97.72869873046876,,88.01929473876953,
brca,goal1,screen,goal1_nosmooth_concrete_lamx3p0,Concrete nosmooth x3,Concrete,nosmooth,126,1,0.6016380016380016,,104.34603881835938,,93.1318359375,
brca,goal1,screen,goal1_nosmooth_concrete_lamx3p0,Concrete nosmooth x3,Concrete,nosmooth,127,1,0.6425880425880426,,97.54698944091795,,88.64630126953125,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p0,LSPIN nosmooth x1,LSPIN,nosmooth,123,1,0.5977067977067977,,214.83395385742188,,214.90675354003903,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p0,LSPIN nosmooth x1,LSPIN,nosmooth,124,1,0.5696969696969697,,308.6596069335937,,308.6302185058594,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p0,LSPIN nosmooth x1,LSPIN,nosmooth,125,1,0.6018018018018018,,224.95880126953125,,224.9549865722656,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p0,LSPIN nosmooth x1,LSPIN,nosmooth,126,1,0.5760851760851761,,331.0007629394531,,330.9549865722656,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p0,LSPIN nosmooth x1,LSPIN,nosmooth,127,1,0.6325962325962325,,342.6837463378906,,342.7073974609375,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p25,LSPIN nosmooth x1.2,LSPIN,nosmooth,123,1,0.6029484029484029,,191.2781524658203,,191.22186279296875,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p25,LSPIN nosmooth x1.2,LSPIN,nosmooth,124,1,0.6196560196560197,,263.3149108886719,,263.17041015625,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p25,LSPIN nosmooth x1.2,LSPIN,nosmooth,125,1,0.6399672399672399,,253.4074859619141,,253.33441162109372,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p25,LSPIN nosmooth x1.2,LSPIN,nosmooth,126,1,0.5531531531531532,,245.04788208007807,,244.980712890625,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p25,LSPIN nosmooth x1.2,LSPIN,nosmooth,127,1,0.616052416052416,,304.98602294921875,,304.94854736328125,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p5,LSPIN nosmooth x1.5,LSPIN,nosmooth,123,1,0.567076167076167,,192.06475830078125,,192.1189727783203,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p5,LSPIN nosmooth x1.5,LSPIN,nosmooth,124,1,0.6086814086814086,,207.13934326171875,,207.11253356933597,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p5,LSPIN nosmooth x1.5,LSPIN,nosmooth,125,1,0.6401310401310402,,219.2805938720703,,219.3247528076172,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p5,LSPIN nosmooth x1.5,LSPIN,nosmooth,126,1,0.5615069615069616,,232.63595581054688,,232.59164428710935,
brca,goal1,screen,goal1_nosmooth_lspin_lamx1p5,LSPIN nosmooth x1.5,LSPIN,nosmooth,127,1,0.620966420966421,,250.63522338867188,,250.5948486328125,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,123,1,0.584930384930385,,151.1580047607422,,151.18649291992188,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,124,1,0.6122850122850123,,152.56085205078125,,152.51126098632812,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,125,1,0.6345618345618346,,154.5870819091797,,154.55947875976562,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,126,1,0.5854217854217855,,171.8801727294922,,171.8167266845703,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,127,1,0.6181818181818182,,185.8706970214844,,185.83279418945312,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,123,1,0.5185913185913186,,135.26853942871094,,135.27651977539062,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,124,1,0.6096642096642096,,180.74557495117188,,180.7491912841797,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,125,1,0.6951678951678951,,167.95152282714844,,167.89710998535156,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,126,1,0.5451269451269452,,143.61314392089844,,143.5884246826172,
brca,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,127,1,0.6887796887796888,,180.48538208007807,,180.4630279541016,
brca,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,123,1,0.5787059787059787,,134.61183166503906,,134.61415100097656,
brca,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,124,1,0.6358722358722358,,130.23936462402344,,130.19613647460938,
brca,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,125,1,0.6221130221130221,,111.80789947509766,,111.73633575439452,
brca,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,126,1,0.5988533988533988,,146.9964141845703,,146.94534301757812,
brca,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,127,1,0.5687141687141687,,161.7110595703125,,161.7073974609375,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,123,1,0.4239148239148239,,4.284451961517334,,0.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,124,1,0.5781326781326781,,224.19955444335935,,181.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,125,1,0.5613431613431613,,289.4882507324219,,103.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,126,1,0.6298116298116299,,238.062744140625,,117.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,127,1,0.6350532350532351,,173.3786163330078,,60.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,123,1,0.577968877968878,,14.221322059631348,,6.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,124,1,0.58001638001638,,147.79917907714844,,122.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,125,1,0.6073710073710074,,139.4107666015625,,84.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,126,1,0.6343980343980344,,115.51099395751952,,32.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,127,1,0.6004914004914005,,80.14503479003906,,9.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,123,1,0.6259623259623259,,25.002050399780277,,15.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,124,1,0.6135135135135135,,106.00540161132812,,84.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,125,1,0.671908271908272,,80.36261749267578,,40.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,126,1,0.6268632268632268,,84.29034423828125,,55.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,127,1,0.5374283374283374,,29.49378204345703,,9.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,123,1,0.5048321048321048,,9.663864135742188,,3.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,124,1,0.5425061425061425,,55.79652786254883,,32.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,125,1,0.5785421785421785,,38.26367950439453,,14.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,126,1,0.5834561834561834,,29.78860664367676,,13.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,127,1,0.5470925470925471,,57.658573150634766,,41.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,123,1,0.5141687141687141,,12.9468412399292,,10.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,124,1,0.6003276003276004,,53.23300552368164,,41.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,125,1,0.6,,26.996326446533203,,11.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,126,1,0.5387387387387388,,23.493637084960938,,12.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,127,1,0.5038493038493038,,21.254270553588867,,8.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,123,1,0.5455364455364455,,9.543898582458496,,6.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,124,1,0.5207207207207207,,27.37839126586914,,15.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,125,1,0.5708435708435708,,15.90769100189209,,7.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,126,1,0.5425061425061425,,6.063537120819092,,1.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,127,1,0.5238329238329238,,7.252143859863281,,3.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,123,1,0.4936936936936937,,4.377621173858643,,4.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,124,1,0.5256347256347257,,20.154521942138672,,11.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,125,1,0.6076986076986077,,27.261173248291016,,20.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,126,1,0.4987714987714988,,6.786093711853027,,4.0,
brca,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,127,1,0.5246519246519247,,7.765999317169189,,3.0,
brca,goal1,screen,goal1_rsf,RSF,RSF,dense,123,1,0.608026208026208,,,,,
brca,goal1,screen,goal1_rsf,RSF,RSF,dense,124,1,0.6393120393120393,,,,,
brca,goal1,screen,goal1_rsf,RSF,RSF,dense,125,1,0.6049140049140049,,,,,
brca,goal1,screen,goal1_rsf,RSF,RSF,dense,126,1,0.5985257985257986,,,,,
brca,goal1,screen,goal1_rsf,RSF,RSF,dense,127,1,0.6237510237510238,,,,,
brca,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,123,1,0.641932841932842,,477.00732421875,,431.9292602539063,
brca,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,124,1,0.6049140049140049,,429.3960876464844,,376.5884094238281,
brca,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,125,1,0.6794430794430795,,557.842529296875,,498.7813415527344,
brca,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,126,1,0.612940212940213,,459.8431396484375,,402.3311767578125,
brca,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,127,1,0.6494676494676495,,492.2381286621094,,442.0900268554688,
brca,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,123,1,0.6235872235872236,,368.2024841308594,,329.678466796875,
brca,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,124,1,0.5898443898443898,,330.05419921875,,287.5305480957031,
brca,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,125,1,0.6609336609336609,,374.6039123535156,,351.0868225097656,
brca,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,126,1,0.5721539721539721,,355.7357177734375,,303.5627136230469,
brca,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,127,1,0.6565110565110565,,367.5885009765625,,329.0546569824219,
brca,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,123,1,0.6738738738738739,,290.0409851074219,,257.0096435546875,
brca,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,124,1,0.597051597051597,,263.10968017578125,,224.18649291992188,
