dataset,method,n_bootstrap,n_genes,mean_k_selected,stability_index,ci_low,ci_high
kipan,LSPIN_smooth,15,6000,1533.5333333333333,0.0016837286864530565,0.029853925322793868,0.12564865188994045
kipan,coxnet_l1ratio0.9_matched_k1534,15,6000,338.6666666666667,0.22379138547389543,0.2416152903434853,0.3242053547163595
kipan,random_matched_k,15,6000,1533.5333333333333,0.00016536425455149217,0.028605588149669348,0.12599740339513094
