family,selection,n_genes,n_fold_reps,fraction_gt_random_median,binomial_p_gt_random_median_vs_0p5,fraction_gt_random_p90,binomial_p_gt_random_p90_vs_0p1,median_target_minus_random_median,mean_target_minus_random_median,wilcoxon_p_delta_gt_zero,median_target_abs_neglog10_p,median_random_median_abs_neglog10_p
Concrete,nosmooth_lamx3,1886,6,0.6484623541887593,9.217277562811731e-39,0.25556733828207845,6.145179236769913e-83,0.3878926985121724,2.1461540403486614,1.7180331312937786e-98,1.0405603268594423,0.6424638544241947
Concrete,smooth_lamx3_smooth0p05,1795,6,0.6590529247910863,2.997599799944758e-42,0.2596100278551532,1.2536011720767124e-82,0.4756172871616199,2.4203792327815052,8.82906214920084e-105,1.2152023798383602,0.7270870775171657
L-Concrete,nosmooth_lamx3,930,6,0.6806451612903226,5.685800307731457e-29,0.3010752688172043,8.5619473867061e-65,0.47863605013991023,2.7573132854560587,1.2633193606680042e-63,1.035143252538567,0.579462891350476
L-Concrete,smooth_lamx3_smooth0p1,868,6,0.6820276497695853,1.4771335650881226e-27,0.3087557603686636,1.3805721454515914e-64,0.5140023025240608,3.1345920605531226,3.1657214807751726e-60,1.1850589573123698,0.5927232487423972
L-LSPIN,nosmooth_lamx3,898,6,0.6414253897550112,9.526872852667592e-18,0.2650334075723831,9.034408561278592e-45,0.48228483928933874,2.5942076546183386,6.945553843720394e-47,1.1998620556967592,0.7112381592794996
L-LSPIN,smooth_lamx3_smooth0p15,737,6,0.6146540027137042,2.5669043810876063e-10,0.27408412483039346,1.4474489924361738e-40,0.43016372991465335,2.939708144123813,7.975736392193083e-30,1.332986171946612,0.9526474330983796
LSPIN,nosmooth_lamx3,2979,6,0.6414904330312186,1.0508282692847817e-54,0.21248741188318226,2.0534900646031187e-73,0.452841233544494,2.228899988296841,2.0497444818165627e-131,1.3494863049784034,0.9854079393765407
LSPIN,smooth_lamx3_smooth0p15,2315,6,0.6103671706263499,9.40137338134514e-27,0.2125269978401728,1.5656657382008694e-57,0.4532343849653021,2.615217548088818,5.2951695260587165e-86,1.5476158415931727,1.230280028652095
