dataset,method,aggregate_stability,aggregate_stability_ci_low,aggregate_stability_ci_high,aggregate_mean_k
kipan,coxnet_matched_k1934,0.22468945126075024,0.24393278359526457,0.3256427583067103,259.6666666666667
