histology,n_test,cindex,model_family,predictor,lambda_sparse,lambda_sample_smooth,seed
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.0,970126
kidneyclearcellrenalcarcinoma,156,0.6885351688535168,Concrete,mlp,0.00075,0.0,970126
kidneypapillaryrenalcellcarcinoma,84,0.8141321044546851,Concrete,mlp,0.00075,0.0,970126
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.0,970127
kidneyclearcellrenalcarcinoma,156,0.701010970101097,Concrete,mlp,0.00075,0.0,970127
kidneypapillaryrenalcellcarcinoma,84,0.7557603686635944,Concrete,mlp,0.00075,0.0,970127
kidneychromophobe,19,0.676056338028169,Concrete,mlp,0.00075,0.0,970128
kidneyclearcellrenalcarcinoma,156,0.6846633684663368,Concrete,mlp,0.00075,0.0,970128
kidneypapillaryrenalcellcarcinoma,84,0.7972350230414746,Concrete,mlp,0.00075,0.0,970128
kidneychromophobe,19,0.7183098591549296,Concrete,mlp,0.00075,0.0,970129
kidneyclearcellrenalcarcinoma,156,0.6762744676274468,Concrete,mlp,0.00075,0.0,970129
kidneypapillaryrenalcellcarcinoma,84,0.8018433179723502,Concrete,mlp,0.00075,0.0,970129
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.0,970130
kidneyclearcellrenalcarcinoma,156,0.6743385674338568,Concrete,mlp,0.00075,0.0,970130
kidneypapillaryrenalcellcarcinoma,84,0.7864823348694316,Concrete,mlp,0.00075,0.0,970130
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.0,1010123
kidneyclearcellrenalcarcinoma,156,0.6814368681436869,Concrete,mlp,0.0025,0.0,1010123
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,Concrete,mlp,0.0025,0.0,1010123
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.0,1010124
kidneyclearcellrenalcarcinoma,156,0.6831576683157669,Concrete,mlp,0.0025,0.0,1010124
kidneypapillaryrenalcellcarcinoma,84,0.7465437788018433,Concrete,mlp,0.0025,0.0,1010124
kidneychromophobe,19,0.7323943661971831,Concrete,mlp,0.0025,0.0,1010125
kidneyclearcellrenalcarcinoma,156,0.6885351688535168,Concrete,mlp,0.0025,0.0,1010125
kidneypapillaryrenalcellcarcinoma,84,0.794162826420891,Concrete,mlp,0.0025,0.0,1010125
kidneychromophobe,19,0.7464788732394366,Concrete,mlp,0.0025,0.0,1010126
kidneyclearcellrenalcarcinoma,156,0.6853086685308668,Concrete,mlp,0.0025,0.0,1010126
kidneypapillaryrenalcellcarcinoma,84,0.7741935483870968,Concrete,mlp,0.0025,0.0,1010126
kidneychromophobe,19,0.7323943661971831,Concrete,mlp,0.0025,0.0,1010127
kidneyclearcellrenalcarcinoma,156,0.6779952677995268,Concrete,mlp,0.0025,0.0,1010127
kidneypapillaryrenalcellcarcinoma,84,0.783410138248848,Concrete,mlp,0.0025,0.0,1010127
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.0,1010128
kidneyclearcellrenalcarcinoma,156,0.701871370187137,Concrete,mlp,0.0025,0.0,1010128
kidneypapillaryrenalcellcarcinoma,84,0.7864823348694316,Concrete,mlp,0.0025,0.0,1010128
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.0,1010129
kidneyclearcellrenalcarcinoma,156,0.6919767691976769,Concrete,mlp,0.0025,0.0,1010129
kidneypapillaryrenalcellcarcinoma,84,0.7542242703533026,Concrete,mlp,0.0025,0.0,1010129
kidneychromophobe,19,0.7464788732394366,Concrete,mlp,0.0025,0.0,1010130
kidneyclearcellrenalcarcinoma,156,0.699720369972037,Concrete,mlp,0.0025,0.0,1010130
kidneypapillaryrenalcellcarcinoma,84,0.7757296466973886,Concrete,mlp,0.0025,0.0,1010130
kidneychromophobe,19,0.7323943661971831,Concrete,mlp,0.00075,0.025,1050123
kidneyclearcellrenalcarcinoma,156,0.6878898687889868,Concrete,mlp,0.00075,0.025,1050123
kidneypapillaryrenalcellcarcinoma,84,0.7649769585253456,Concrete,mlp,0.00075,0.025,1050123
kidneychromophobe,19,0.7323943661971831,Concrete,mlp,0.00075,0.025,1050124
kidneyclearcellrenalcarcinoma,156,0.6969240696924069,Concrete,mlp,0.00075,0.025,1050124
kidneypapillaryrenalcellcarcinoma,84,0.794162826420891,Concrete,mlp,0.00075,0.025,1050124
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.025,1050125
kidneyclearcellrenalcarcinoma,156,0.6814368681436869,Concrete,mlp,0.00075,0.025,1050125
kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,Concrete,mlp,0.00075,0.025,1050125
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.025,1050126
kidneyclearcellrenalcarcinoma,156,0.6868143686814369,Concrete,mlp,0.00075,0.025,1050126
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,Concrete,mlp,0.00075,0.025,1050126
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.00075,0.025,1050127
kidneyclearcellrenalcarcinoma,156,0.7035921703592171,Concrete,mlp,0.00075,0.025,1050127
kidneypapillaryrenalcellcarcinoma,84,0.8125960061443932,Concrete,mlp,0.00075,0.025,1050127
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.00075,0.025,1050128
kidneyclearcellrenalcarcinoma,156,0.6881049688104969,Concrete,mlp,0.00075,0.025,1050128
kidneypapillaryrenalcellcarcinoma,84,0.8141321044546851,Concrete,mlp,0.00075,0.025,1050128
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.025,1050129
kidneyclearcellrenalcarcinoma,156,0.6861690686169069,Concrete,mlp,0.00075,0.025,1050129
kidneypapillaryrenalcellcarcinoma,84,0.8141321044546851,Concrete,mlp,0.00075,0.025,1050129
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.025,1050130
kidneyclearcellrenalcarcinoma,156,0.6891804689180469,Concrete,mlp,0.00075,0.025,1050130
kidneypapillaryrenalcellcarcinoma,84,0.8079877112135176,Concrete,mlp,0.00075,0.025,1050130
kidneychromophobe,19,0.676056338028169,Concrete,mlp,0.0025,0.025,1090123
kidneyclearcellrenalcarcinoma,156,0.6835878683587868,Concrete,mlp,0.0025,0.025,1090123
kidneypapillaryrenalcellcarcinoma,84,0.7972350230414746,Concrete,mlp,0.0025,0.025,1090123
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.025,1090124
kidneyclearcellrenalcarcinoma,156,0.692837169283717,Concrete,mlp,0.0025,0.025,1090124
kidneypapillaryrenalcellcarcinoma,84,0.8172043010752689,Concrete,mlp,0.0025,0.025,1090124
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.025,1090125
kidneyclearcellrenalcarcinoma,156,0.698859969885997,Concrete,mlp,0.0025,0.025,1090125
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,Concrete,mlp,0.0025,0.025,1090125
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.025,1090126
kidneyclearcellrenalcarcinoma,156,0.694127769412777,Concrete,mlp,0.0025,0.025,1090126
kidneypapillaryrenalcellcarcinoma,84,0.7972350230414746,Concrete,mlp,0.0025,0.025,1090126
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.025,1090127
kidneyclearcellrenalcarcinoma,156,0.700795870079587,Concrete,mlp,0.0025,0.025,1090127
kidneypapillaryrenalcellcarcinoma,84,0.7634408602150538,Concrete,mlp,0.0025,0.025,1090127
kidneychromophobe,19,0.676056338028169,Concrete,mlp,0.0025,0.025,1090128
kidneyclearcellrenalcarcinoma,156,0.6687459668745966,Concrete,mlp,0.0025,0.025,1090128
kidneypapillaryrenalcellcarcinoma,84,0.7403993855606759,Concrete,mlp,0.0025,0.025,1090128
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.025,1090129
kidneyclearcellrenalcarcinoma,156,0.6898257689825769,Concrete,mlp,0.0025,0.025,1090129
kidneypapillaryrenalcellcarcinoma,84,0.7772657450076805,Concrete,mlp,0.0025,0.025,1090129
kidneychromophobe,19,0.7464788732394366,Concrete,mlp,0.0025,0.025,1090130
kidneyclearcellrenalcarcinoma,156,0.6943428694342869,Concrete,mlp,0.0025,0.025,1090130
kidneypapillaryrenalcellcarcinoma,84,0.7665130568356375,Concrete,mlp,0.0025,0.025,1090130
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.05,1130123
kidneyclearcellrenalcarcinoma,156,0.6943428694342869,Concrete,mlp,0.00075,0.05,1130123
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,Concrete,mlp,0.00075,0.05,1130123
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.00075,0.05,1130124
kidneyclearcellrenalcarcinoma,156,0.697569369756937,Concrete,mlp,0.00075,0.05,1130124
kidneypapillaryrenalcellcarcinoma,84,0.8141321044546851,Concrete,mlp,0.00075,0.05,1130124
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.00075,0.05,1130125
kidneyclearcellrenalcarcinoma,156,0.6818670681867068,Concrete,mlp,0.00075,0.05,1130125
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,Concrete,mlp,0.00075,0.05,1130125
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.05,1130126
kidneyclearcellrenalcarcinoma,156,0.6840180684018068,Concrete,mlp,0.00075,0.05,1130126
kidneypapillaryrenalcellcarcinoma,84,0.7665130568356375,Concrete,mlp,0.00075,0.05,1130126
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.05,1130127
kidneyclearcellrenalcarcinoma,156,0.6848784684878468,Concrete,mlp,0.00075,0.05,1130127
kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,Concrete,mlp,0.00075,0.05,1130127
kidneychromophobe,19,0.676056338028169,Concrete,mlp,0.00075,0.05,1130128
kidneyclearcellrenalcarcinoma,156,0.6842331684233168,Concrete,mlp,0.00075,0.05,1130128
kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,Concrete,mlp,0.00075,0.05,1130128
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.05,1130129
kidneyclearcellrenalcarcinoma,156,0.6743385674338568,Concrete,mlp,0.00075,0.05,1130129
kidneypapillaryrenalcellcarcinoma,84,0.7726574500768049,Concrete,mlp,0.00075,0.05,1130129
kidneychromophobe,19,0.7183098591549296,Concrete,mlp,0.00075,0.05,1130130
kidneyclearcellrenalcarcinoma,156,0.6962787696278769,Concrete,mlp,0.00075,0.05,1130130
kidneypapillaryrenalcellcarcinoma,84,0.8079877112135176,Concrete,mlp,0.00075,0.05,1130130
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.05,1170123
kidneyclearcellrenalcarcinoma,156,0.6913314691331469,Concrete,mlp,0.0025,0.05,1170123
kidneypapillaryrenalcellcarcinoma,84,0.7357910906298003,Concrete,mlp,0.0025,0.05,1170123
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.05,1170124
kidneyclearcellrenalcarcinoma,156,0.6715422671542267,Concrete,mlp,0.0025,0.05,1170124
kidneypapillaryrenalcellcarcinoma,84,0.7235023041474654,Concrete,mlp,0.0025,0.05,1170124
kidneychromophobe,19,0.7183098591549296,Concrete,mlp,0.0025,0.05,1170125
kidneyclearcellrenalcarcinoma,156,0.6693912669391267,Concrete,mlp,0.0025,0.05,1170125
kidneypapillaryrenalcellcarcinoma,84,0.7511520737327189,Concrete,mlp,0.0025,0.05,1170125
kidneychromophobe,19,0.6619718309859155,Concrete,mlp,0.0025,0.05,1170126
kidneyclearcellrenalcarcinoma,156,0.6788556678855668,Concrete,mlp,0.0025,0.05,1170126
kidneypapillaryrenalcellcarcinoma,84,0.8141321044546851,Concrete,mlp,0.0025,0.05,1170126
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.05,1170127
kidneyclearcellrenalcarcinoma,156,0.6842331684233168,Concrete,mlp,0.0025,0.05,1170127
kidneypapillaryrenalcellcarcinoma,84,0.7265745007680492,Concrete,mlp,0.0025,0.05,1170127
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.05,1170128
kidneyclearcellrenalcarcinoma,156,0.6659496665949667,Concrete,mlp,0.0025,0.05,1170128
kidneypapillaryrenalcellcarcinoma,84,0.7311827956989247,Concrete,mlp,0.0025,0.05,1170128
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.05,1170129
kidneyclearcellrenalcarcinoma,156,0.699935469993547,Concrete,mlp,0.0025,0.05,1170129
kidneypapillaryrenalcellcarcinoma,84,0.7496159754224271,Concrete,mlp,0.0025,0.05,1170129
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.05,1170130
kidneyclearcellrenalcarcinoma,156,0.695418369541837,Concrete,mlp,0.0025,0.05,1170130
kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,Concrete,mlp,0.0025,0.05,1170130
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.1,1210123
kidneyclearcellrenalcarcinoma,156,0.693482469348247,Concrete,mlp,0.00075,0.1,1210123
kidneypapillaryrenalcellcarcinoma,84,0.804915514592934,Concrete,mlp,0.00075,0.1,1210123
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.1,1210124
kidneyclearcellrenalcarcinoma,156,0.693482469348247,Concrete,mlp,0.00075,0.1,1210124
kidneypapillaryrenalcellcarcinoma,84,0.8110599078341014,Concrete,mlp,0.00075,0.1,1210124
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.1,1210125
kidneyclearcellrenalcarcinoma,156,0.6878898687889868,Concrete,mlp,0.00075,0.1,1210125
kidneypapillaryrenalcellcarcinoma,84,0.8172043010752689,Concrete,mlp,0.00075,0.1,1210125
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.1,1210126
kidneyclearcellrenalcarcinoma,156,0.6896106689610669,Concrete,mlp,0.00075,0.1,1210126
kidneypapillaryrenalcellcarcinoma,84,0.7880184331797235,Concrete,mlp,0.00075,0.1,1210126
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.1,1210127
kidneyclearcellrenalcarcinoma,156,0.6868143686814369,Concrete,mlp,0.00075,0.1,1210127
kidneypapillaryrenalcellcarcinoma,84,0.7880184331797235,Concrete,mlp,0.00075,0.1,1210127
kidneychromophobe,19,0.676056338028169,Concrete,mlp,0.00075,0.1,1210128
kidneyclearcellrenalcarcinoma,156,0.6969240696924069,Concrete,mlp,0.00075,0.1,1210128
kidneypapillaryrenalcellcarcinoma,84,0.7619047619047619,Concrete,mlp,0.00075,0.1,1210128
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.1,1210129
kidneyclearcellrenalcarcinoma,156,0.6728328672832867,Concrete,mlp,0.00075,0.1,1210129
kidneypapillaryrenalcellcarcinoma,84,0.7726574500768049,Concrete,mlp,0.00075,0.1,1210129
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.00075,0.1,1210130
kidneyclearcellrenalcarcinoma,156,0.6924069692406969,Concrete,mlp,0.00075,0.1,1210130
kidneypapillaryrenalcellcarcinoma,84,0.7726574500768049,Concrete,mlp,0.00075,0.1,1210130
kidneychromophobe,19,0.7183098591549296,Concrete,mlp,0.0025,0.1,1250123
kidneyclearcellrenalcarcinoma,156,0.6717573671757368,Concrete,mlp,0.0025,0.1,1250123
kidneypapillaryrenalcellcarcinoma,84,0.7619047619047619,Concrete,mlp,0.0025,0.1,1250123
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.1,1250124
kidneyclearcellrenalcarcinoma,156,0.6777801677780168,Concrete,mlp,0.0025,0.1,1250124
kidneypapillaryrenalcellcarcinoma,84,0.7511520737327189,Concrete,mlp,0.0025,0.1,1250124
kidneychromophobe,19,0.676056338028169,Concrete,mlp,0.0025,0.1,1250125
kidneyclearcellrenalcarcinoma,156,0.6782103678210368,Concrete,mlp,0.0025,0.1,1250125
kidneypapillaryrenalcellcarcinoma,84,0.7972350230414746,Concrete,mlp,0.0025,0.1,1250125
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.1,1250126
kidneyclearcellrenalcarcinoma,156,0.6676704667670467,Concrete,mlp,0.0025,0.1,1250126
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,Concrete,mlp,0.0025,0.1,1250126
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.1,1250127
kidneyclearcellrenalcarcinoma,156,0.6681006668100666,Concrete,mlp,0.0025,0.1,1250127
kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,Concrete,mlp,0.0025,0.1,1250127
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.1,1250128
kidneyclearcellrenalcarcinoma,156,0.6904710690471069,Concrete,mlp,0.0025,0.1,1250128
kidneypapillaryrenalcellcarcinoma,84,0.7572964669738863,Concrete,mlp,0.0025,0.1,1250128
kidneychromophobe,19,0.704225352112676,Concrete,mlp,0.0025,0.1,1250129
kidneyclearcellrenalcarcinoma,156,0.6816519681651968,Concrete,mlp,0.0025,0.1,1250129
kidneypapillaryrenalcellcarcinoma,84,0.8202764976958525,Concrete,mlp,0.0025,0.1,1250129
kidneychromophobe,19,0.6901408450704225,Concrete,mlp,0.0025,0.1,1250130
kidneyclearcellrenalcarcinoma,156,0.6917616691761669,Concrete,mlp,0.0025,0.1,1250130
kidneypapillaryrenalcellcarcinoma,84,0.7880184331797235,Concrete,mlp,0.0025,0.1,1250130
kidneychromophobe,19,0.7464788732394366,L-LSPIN,linear,0.0035,0.0,1290123
kidneyclearcellrenalcarcinoma,156,0.6850935685093569,L-LSPIN,linear,0.0035,0.0,1290123
kidneypapillaryrenalcellcarcinoma,84,0.8248847926267281,L-LSPIN,linear,0.0035,0.0,1290123
kidneychromophobe,19,0.7183098591549296,L-LSPIN,linear,0.0035,0.0,1290124
kidneyclearcellrenalcarcinoma,156,0.690901269090127,L-LSPIN,linear,0.0035,0.0,1290124
kidneypapillaryrenalcellcarcinoma,84,0.8218125960061444,L-LSPIN,linear,0.0035,0.0,1290124
kidneychromophobe,19,0.7183098591549296,L-LSPIN,linear,0.0035,0.0,1290125
kidneyclearcellrenalcarcinoma,156,0.6590664659066466,L-LSPIN,linear,0.0035,0.0,1290125
kidneypapillaryrenalcellcarcinoma,84,0.7880184331797235,L-LSPIN,linear,0.0035,0.0,1290125
kidneychromophobe,19,0.704225352112676,L-LSPIN,linear,0.0035,0.0,1290126
kidneyclearcellrenalcarcinoma,156,0.6521832652183265,L-LSPIN,linear,0.0035,0.0,1290126
kidneypapillaryrenalcellcarcinoma,84,0.8248847926267281,L-LSPIN,linear,0.0035,0.0,1290126
kidneychromophobe,19,0.704225352112676,L-LSPIN,linear,0.0035,0.0,1290127
kidneyclearcellrenalcarcinoma,156,0.705312970531297,L-LSPIN,linear,0.0035,0.0,1290127
kidneypapillaryrenalcellcarcinoma,84,0.8064516129032258,L-LSPIN,linear,0.0035,0.0,1290127
kidneychromophobe,19,0.7746478873239436,L-LSPIN,linear,0.0035,0.0,1290128
kidneyclearcellrenalcarcinoma,156,0.6870294687029469,L-LSPIN,linear,0.0035,0.0,1290128
kidneypapillaryrenalcellcarcinoma,84,0.8141321044546851,L-LSPIN,linear,0.0035,0.0,1290128
kidneychromophobe,19,0.7746478873239436,L-LSPIN,linear,0.0035,0.0,1290129
kidneyclearcellrenalcarcinoma,156,0.6782103678210368,L-LSPIN,linear,0.0035,0.0,1290129
kidneypapillaryrenalcellcarcinoma,84,0.8064516129032258,L-LSPIN,linear,0.0035,0.0,1290129
kidneychromophobe,19,0.7323943661971831,L-LSPIN,linear,0.0035,0.0,1290130
kidneyclearcellrenalcarcinoma,156,0.6898257689825769,L-LSPIN,linear,0.0035,0.0,1290130
kidneypapillaryrenalcellcarcinoma,84,0.8294930875576036,L-LSPIN,linear,0.0035,0.0,1290130
kidneychromophobe,19,0.7605633802816901,L-LSPIN,linear,0.0105,0.0,1330123
kidneyclearcellrenalcarcinoma,156,0.6295977629597763,L-LSPIN,linear,0.0105,0.0,1330123
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,L-LSPIN,linear,0.0105,0.0,1330123
kidneychromophobe,19,0.7323943661971831,L-LSPIN,linear,0.0105,0.0,1330124
kidneyclearcellrenalcarcinoma,156,0.6646590664659067,L-LSPIN,linear,0.0105,0.0,1330124
kidneypapillaryrenalcellcarcinoma,84,0.8294930875576036,L-LSPIN,linear,0.0105,0.0,1330124
kidneychromophobe,19,0.7183098591549296,L-LSPIN,linear,0.0105,0.0,1330125
kidneyclearcellrenalcarcinoma,156,0.6818670681867068,L-LSPIN,linear,0.0105,0.0,1330125
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,L-LSPIN,linear,0.0105,0.0,1330125
kidneychromophobe,19,0.6901408450704225,L-LSPIN,linear,0.0105,0.0,1330126
kidneyclearcellrenalcarcinoma,156,0.698859969885997,L-LSPIN,linear,0.0105,0.0,1330126
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,L-LSPIN,linear,0.0105,0.0,1330126
kidneychromophobe,19,0.7464788732394366,L-LSPIN,linear,0.0105,0.0,1330127
kidneyclearcellrenalcarcinoma,156,0.6840180684018068,L-LSPIN,linear,0.0105,0.0,1330127
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,L-LSPIN,linear,0.0105,0.0,1330127
kidneychromophobe,19,0.7746478873239436,L-LSPIN,linear,0.0105,0.0,1330128
kidneyclearcellrenalcarcinoma,156,0.6489567648956764,L-LSPIN,linear,0.0105,0.0,1330128
kidneypapillaryrenalcellcarcinoma,84,0.8187403993855606,L-LSPIN,linear,0.0105,0.0,1330128
kidneychromophobe,19,0.7746478873239436,L-LSPIN,linear,0.0105,0.0,1330129
kidneyclearcellrenalcarcinoma,156,0.6943428694342869,L-LSPIN,linear,0.0105,0.0,1330129
kidneypapillaryrenalcellcarcinoma,84,0.8218125960061444,L-LSPIN,linear,0.0105,0.0,1330129
kidneychromophobe,19,0.6619718309859155,L-LSPIN,linear,0.0105,0.0,1330130
kidneyclearcellrenalcarcinoma,156,0.6158313615831361,L-LSPIN,linear,0.0105,0.0,1330130
kidneypapillaryrenalcellcarcinoma,84,0.7373271889400922,L-LSPIN,linear,0.0105,0.0,1330130
kidneychromophobe,19,0.676056338028169,L-LSPIN,linear,0.0035,0.025,1370123
kidneyclearcellrenalcarcinoma,156,0.6762744676274468,L-LSPIN,linear,0.0035,0.025,1370123
kidneypapillaryrenalcellcarcinoma,84,0.7741935483870968,L-LSPIN,linear,0.0035,0.025,1370123
kidneychromophobe,19,0.7887323943661971,L-LSPIN,linear,0.0035,0.025,1370124
kidneyclearcellrenalcarcinoma,156,0.7197246719724671,L-LSPIN,linear,0.0035,0.025,1370124
kidneypapillaryrenalcellcarcinoma,84,0.804915514592934,L-LSPIN,linear,0.0035,0.025,1370124
kidneychromophobe,19,0.704225352112676,L-LSPIN,linear,0.0035,0.025,1370125
kidneyclearcellrenalcarcinoma,156,0.6829425682942568,L-LSPIN,linear,0.0035,0.025,1370125
kidneypapillaryrenalcellcarcinoma,84,0.8218125960061444,L-LSPIN,linear,0.0035,0.025,1370125
kidneychromophobe,19,0.676056338028169,L-LSPIN,linear,0.0035,0.025,1370126
kidneyclearcellrenalcarcinoma,156,0.6816519681651968,L-LSPIN,linear,0.0035,0.025,1370126
kidneypapillaryrenalcellcarcinoma,84,0.783410138248848,L-LSPIN,linear,0.0035,0.025,1370126
kidneychromophobe,19,0.7183098591549296,L-LSPIN,linear,0.0035,0.025,1370127
kidneyclearcellrenalcarcinoma,156,0.6885351688535168,L-LSPIN,linear,0.0035,0.025,1370127
kidneypapillaryrenalcellcarcinoma,84,0.7818740399385561,L-LSPIN,linear,0.0035,0.025,1370127
kidneychromophobe,19,0.704225352112676,L-LSPIN,linear,0.0035,0.025,1370128
kidneyclearcellrenalcarcinoma,156,0.6719724671972467,L-LSPIN,linear,0.0035,0.025,1370128
kidneypapillaryrenalcellcarcinoma,84,0.7926267281105991,L-LSPIN,linear,0.0035,0.025,1370128
kidneychromophobe,19,0.6901408450704225,L-LSPIN,linear,0.0035,0.025,1370129
kidneyclearcellrenalcarcinoma,156,0.6691761669176167,L-LSPIN,linear,0.0035,0.025,1370129
kidneypapillaryrenalcellcarcinoma,84,0.8095238095238095,L-LSPIN,linear,0.0035,0.025,1370129
kidneychromophobe,19,0.7183098591549296,L-LSPIN,linear,0.0035,0.025,1370130
kidneyclearcellrenalcarcinoma,156,0.6754140675414068,L-LSPIN,linear,0.0035,0.025,1370130
kidneypapillaryrenalcellcarcinoma,84,0.8018433179723502,L-LSPIN,linear,0.0035,0.025,1370130
kidneychromophobe,19,0.7464788732394366,L-LSPIN,linear,0.0105,0.025,1410123
kidneyclearcellrenalcarcinoma,156,0.6681006668100666,L-LSPIN,linear,0.0105,0.025,1410123
kidneypapillaryrenalcellcarcinoma,84,0.7864823348694316,L-LSPIN,linear,0.0105,0.025,1410123
kidneychromophobe,19,0.7464788732394366,L-LSPIN,linear,0.0105,0.025,1410124
kidneyclearcellrenalcarcinoma,156,0.6496020649602064,L-LSPIN,linear,0.0105,0.025,1410124
kidneypapillaryrenalcellcarcinoma,84,0.8187403993855606,L-LSPIN,linear,0.0105,0.025,1410124
kidneychromophobe,19,0.6901408450704225,L-LSPIN,linear,0.0105,0.025,1410125
kidneyclearcellrenalcarcinoma,156,0.6620778662077866,L-LSPIN,linear,0.0105,0.025,1410125
kidneypapillaryrenalcellcarcinoma,84,0.7726574500768049,L-LSPIN,linear,0.0105,0.025,1410125
kidneychromophobe,19,0.7183098591549296,L-LSPIN,linear,0.0105,0.025,1410126
kidneyclearcellrenalcarcinoma,156,0.6543342654334265,L-LSPIN,linear,0.0105,0.025,1410126
kidneypapillaryrenalcellcarcinoma,84,0.8279569892473119,L-LSPIN,linear,0.0105,0.025,1410126
kidneychromophobe,19,0.7183098591549296,L-LSPIN,linear,0.0105,0.025,1410127
kidneyclearcellrenalcarcinoma,156,0.6657345665734566,L-LSPIN,linear,0.0105,0.025,1410127
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,L-LSPIN,linear,0.0105,0.025,1410127
kidneychromophobe,19,0.6619718309859155,L-LSPIN,linear,0.0105,0.025,1410128
kidneyclearcellrenalcarcinoma,156,0.7121961712196171,L-LSPIN,linear,0.0105,0.025,1410128
kidneypapillaryrenalcellcarcinoma,84,0.8494623655913979,L-LSPIN,linear,0.0105,0.025,1410128
kidneychromophobe,19,0.6619718309859155,L-LSPIN,linear,0.0105,0.025,1410129
kidneyclearcellrenalcarcinoma,156,0.6782103678210368,L-LSPIN,linear,0.0105,0.025,1410129
kidneypapillaryrenalcellcarcinoma,84,0.8279569892473119,L-LSPIN,linear,0.0105,0.025,1410129
kidneychromophobe,19,0.704225352112676,L-LSPIN,linear,0.0105,0.025,1410130
kidneyclearcellrenalcarcinoma,156,0.6536889653688965,L-LSPIN,linear,0.0105,0.025,1410130
kidneypapillaryrenalcellcarcinoma,84,0.7772657450076805,L-LSPIN,linear,0.0105,0.025,1410130
kidneychromophobe,19,0.7183098591549296,L-LSPIN,linear,0.0035,0.05,1450123
kidneyclearcellrenalcarcinoma,156,0.6943428694342869,L-LSPIN,linear,0.0035,0.05,1450123
kidneypapillaryrenalcellcarcinoma,84,0.7726574500768049,L-LSPIN,linear,0.0035,0.05,1450123
kidneychromophobe,19,0.704225352112676,L-LSPIN,linear,0.0035,0.05,1450124
kidneyclearcellrenalcarcinoma,156,0.6876747687674769,L-LSPIN,linear,0.0035,0.05,1450124
