model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,affinity_corr
LSPIN,lspin_tf,mlp,0.0035,0.05,1,2,0.9928147604316426
LSPIN,lspin_tf,mlp,0.0035,0.05,1,3,0.99835166629416
LSPIN,lspin_tf,mlp,0.0035,0.05,1,4,0.9961078101484696
LSPIN,lspin_tf,mlp,0.0035,0.05,1,5,0.9980910658185262
LSPIN,lspin_tf,mlp,0.0035,0.05,1,6,0.993425410535562
LSPIN,lspin_tf,mlp,0.0035,0.05,1,7,0.9978653852886452
LSPIN,lspin_tf,mlp,0.0035,0.05,2,3,0.9941085608243432
LSPIN,lspin_tf,mlp,0.0035,0.05,2,4,0.9870472109739734
LSPIN,lspin_tf,mlp,0.0035,0.05,2,5,0.9918518451132154
LSPIN,lspin_tf,mlp,0.0035,0.05,2,6,0.9933749147233972
LSPIN,lspin_tf,mlp,0.0035,0.05,2,7,0.9959020441003958
