model_family,lambda_sample_smooth,lambda_sparse,mean_Khard,std_Khard,mean_test_c,std_test_c,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,mean_effective_gene_count,n_runs,mean_affinity_corr,mean_risk_corr,mean_top_risk_overlap_ratio,mean_cluster_ari,mean_cluster_nmi
Concrete,0.0,0.006,85.24734497070312,18.851920790074214,0.7240753522467631,0.01505328134382182,0.9585360739039085,0.01546070562013339,836.875,258.25,278.0871166215649,16,0.985309503048681,0.8949338132253501,3.976747411242603,0.9531180507691089,0.9052753725290591
Concrete,0.0,0.004,120.23407363891602,18.83951440489924,0.725669982863671,0.011095266591134339,0.9690460664153671,0.007114992367103245,1079.0625,379.4375,398.73106464726646,16,0.9896746337984454,0.9110832174690232,4.110160872781065,0.9626375373828149,0.9228790410268035
Concrete,0.0,0.003,178.69932556152344,35.684664356649094,0.7296565594059405,0.007293952828439838,0.9807268541688167,0.005753876575819565,1515.9375,539.25,571.7415032939218,16,0.9899520679745312,0.9206964167896169,4.031481139053255,0.9302337638137456,0.9063906929305799
Concrete,0.0,0.0025,227.61293506622314,42.80785490221642,0.728900894897182,0.006082085586223044,0.9854291001206098,0.004401196447135228,1903.5625,718.5625,753.1758019580556,16,0.9900821966492008,0.9342704335454342,4.248705621301775,0.9732536489862981,0.9393822090735947
Concrete,0.0,0.002,280.1006278991699,58.34894077456187,0.7267350533130236,0.004938014591056573,0.9876958335145997,0.003652490477449965,2320.625,887.9375,928.4572118934809,16,0.9896930663432476,0.9375160347712282,4.294887204142012,0.9308816898280421,0.9077313340023394
Concrete,0.0,0.0015,382.088321685791,74.6047973541924,0.7277525228484387,0.005991588761498716,0.9914158823121526,0.0022106006523444164,2898.0,1230.3125,1249.772361663295,16,0.9868997386818318,0.9505271827732932,4.347910502958579,0.9331420599777142,0.8946329399069507
Concrete,0.0,0.001,533.5953254699707,80.6323289558691,0.7271396610814927,0.0075397503656241755,0.9943922451613326,0.001772647695591858,3703.0,1769.6875,1724.1140640630415,16,0.9876782256406245,0.9580962145406682,4.358173076923077,0.9620208449289385,0.9244073236336334
Concrete,0.0,0.00075,805.3320465087891,176.81716698405327,0.7278953255902514,0.0059037639993401786,0.9972755422260398,0.0011034528871080515,4535.0,2569.0625,2391.486788872293,16,0.988118407380374,0.9542027786913649,4.370146079881656,0.9729880120485499,0.9417263968586794
Concrete,0.025,0.006,79.60521292686462,12.67813242222464,0.7201363766184311,0.010159167742009473,0.9532817597393384,0.006817669434013953,560.4375,209.75,202.48786592946493,16,0.9937265591284904,0.8873831894247918,3.879252958579882,0.9689018365301131,0.9355261055294191
Concrete,0.025,0.004,110.28257846832275,16.23513968239749,0.7219571115765423,0.01155997284879478,0.9594681643726352,0.009636672728314666,665.5,298.4375,278.9042391397579,16,0.9948981204796425,0.9170088965533832,4.046875,0.973712522541942,0.9406429803224909
Concrete,0.025,0.003,143.0815634727478,18.343308627378175,0.7264315974866717,0.00772148597134597,0.9719922054435534,0.005566622117564727,768.6875,394.5,359.87264662668724,16,0.9951178749545049,0.9362047318495573,4.199103180473372,0.9868707314425086,0.967047164492589
