model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,mlp,0.0035,0.025,0,4,0.9581704206800794,4.214497041420118,0.7333333333333333,4.118713017751479,0.7049180327868853
LSPIN,lspin_tf,mlp,0.0035,0.025,0,5,0.9399154320127734,4.118713017751479,0.7049180327868853,4.02292899408284,0.6774193548387096
LSPIN,lspin_tf,mlp,0.0035,0.025,0,6,0.9525326386367524,3.927144970414201,0.6507936507936508,4.02292899408284,0.6774193548387096
LSPIN,lspin_tf,mlp,0.0035,0.025,0,7,0.9365501917671,4.214497041420118,0.7333333333333333,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0035,0.025,1,2,0.929233387930278,4.02292899408284,0.6774193548387096,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.025,1,3,0.8720095803197824,4.02292899408284,0.6774193548387096,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,mlp,0.0035,0.025,1,4,0.9294502456358978,4.214497041420118,0.7333333333333333,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.025,1,5,0.9666976000525612,4.501849112426036,0.8245614035087719,4.118713017751479,0.7049180327868853
LSPIN,lspin_tf,mlp,0.0035,0.025,1,6,0.9628834623009483,4.310281065088757,0.7627118644067796,4.02292899408284,0.6774193548387096
LSPIN,lspin_tf,mlp,0.0035,0.025,1,7,0.9242929659035638,4.02292899408284,0.6774193548387096,4.118713017751479,0.7049180327868853
LSPIN,lspin_tf,mlp,0.0035,0.025,2,3,0.911636516162606,4.02292899408284,0.6774193548387096,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.025,2,4,0.9067414689675006,4.118713017751479,0.7049180327868853,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0035,0.025,2,5,0.9274278968831904,4.02292899408284,0.6774193548387096,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0035,0.025,2,6,0.937825991028674,4.118713017751479,0.7049180327868853,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.025,2,7,0.893456218266499,3.735576923076923,0.6,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0035,0.025,3,4,0.9063774441160304,4.02292899408284,0.6774193548387096,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0035,0.025,3,5,0.8829980438477718,4.02292899408284,0.6774193548387096,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0035,0.025,3,6,0.9103312524532148,3.927144970414201,0.6507936507936508,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0035,0.025,3,7,0.8951650252105898,3.927144970414201,0.6507936507936508,3.1608727810650885,0.4647887323943662
LSPIN,lspin_tf,mlp,0.0035,0.025,4,5,0.9617344583185982,4.501849112426036,0.8245614035087719,4.501849112426036,0.8245614035087719
LSPIN,lspin_tf,mlp,0.0035,0.025,4,6,0.9582403243251878,4.02292899408284,0.6774193548387096,4.310281065088757,0.7627118644067796
LSPIN,lspin_tf,mlp,0.0035,0.025,4,7,0.9458475304406768,4.310281065088757,0.7627118644067796,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.025,5,6,0.9655957477029848,4.310281065088757,0.7627118644067796,4.214497041420118,0.7333333333333333
LSPIN,lspin_tf,mlp,0.0035,0.025,5,7,0.9422770816142484,4.310281065088757,0.7627118644067796,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0035,0.025,6,7,0.9358645381061476,3.927144970414201,0.6507936507936508,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0105,0.025,0,1,0.8809770647198454,3.735576923076923,0.6,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0105,0.025,0,2,0.8570227550162441,3.5440088757396446,0.5522388059701493,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0105,0.025,0,3,0.8758721410659577,3.5440088757396446,0.5522388059701493,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.025,0,4,0.8340181574906056,3.352440828402367,0.5072463768115942,3.0650887573964494,0.4444444444444444
LSPIN,lspin_tf,mlp,0.0105,0.025,0,5,0.8489887413148188,3.448224852071006,0.5294117647058824,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.025,0,6,0.869822227900512,3.735576923076923,0.6,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.025,0,7,0.8802906140008008,3.639792899408284,0.5757575757575758,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.025,1,2,0.8869584621535187,3.831360946745562,0.625,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0105,0.025,1,3,0.9070654733356994,3.927144970414201,0.6507936507936508,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.025,1,4,0.8618476534857092,3.448224852071006,0.5294117647058824,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.025,1,5,0.8908262294391296,3.639792899408284,0.5757575757575758,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0105,0.025,1,6,0.8985929389984395,3.927144970414201,0.6507936507936508,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0105,0.025,1,7,0.909401059772607,3.639792899408284,0.5757575757575758,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,mlp,0.0105,0.025,2,3,0.863618735414023,3.639792899408284,0.5757575757575758,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.025,2,4,0.8455303939621519,3.1608727810650885,0.4647887323943662,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.025,2,5,0.8775901984544935,3.448224852071006,0.5294117647058824,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0105,0.025,2,6,0.8986614355494035,3.352440828402367,0.5072463768115942,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0105,0.025,2,7,0.8737709798593891,3.448224852071006,0.5294117647058824,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.025,3,4,0.8746255842576383,3.352440828402367,0.5072463768115942,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,mlp,0.0105,0.025,3,5,0.883107073575855,3.448224852071006,0.5294117647058824,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.025,3,6,0.9041401840851676,3.927144970414201,0.6507936507936508,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.025,3,7,0.893503697967574,3.735576923076923,0.6,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,mlp,0.0105,0.025,4,5,0.8402957396102158,3.1608727810650885,0.4647887323943662,3.1608727810650885,0.4647887323943662
LSPIN,lspin_tf,mlp,0.0105,0.025,4,6,0.8449763762226152,3.1608727810650885,0.4647887323943662,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.025,4,7,0.8388711974691034,3.256656804733728,0.4857142857142857,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,mlp,0.0105,0.025,5,6,0.8739998640893873,3.5440088757396446,0.5522388059701493,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0105,0.025,5,7,0.8786425823327751,3.639792899408284,0.5757575757575758,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.025,6,7,0.8953816622134406,3.735576923076923,0.6,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0035,0.05,0,1,0.8843589597560005,3.639792899408284,0.5757575757575758,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0035,0.05,0,2,0.9285515165045654,4.02292899408284,0.6774193548387096,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0035,0.05,0,3,0.8822609813459736,4.118713017751479,0.7049180327868853,3.1608727810650885,0.4647887323943662
LSPIN,lspin_tf,mlp,0.0035,0.05,0,4,0.8800156324895034,4.02292899408284,0.6774193548387096,2.8735207100591715,0.4054054054054054
LSPIN,lspin_tf,mlp,0.0035,0.05,0,5,0.932766892070735,4.310281065088757,0.7627118644067796,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.05,0,6,0.9327690453674456,4.214497041420118,0.7333333333333333,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0035,0.05,0,7,0.9441074811808676,4.406065088757396,0.7931034482758621,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0035,0.05,1,2,0.9131957951740606,3.831360946745562,0.625,3.639792899408284,0.5757575757575758
