model_family,lambda_sample_smooth,lambda_sparse,mean_cluster_ari,mean_cluster_nmi,n_pairs,mean_Khard
L-Concrete,0.1,0.002,0.9729216674161003,0.953776868603151,56,200.51665115356445
L-Concrete,0.1,0.0015,0.9703408055274084,0.9503630804076096,56,320.68894958496094
L-Concrete,0.1,0.001,0.9799559117088006,0.9647874453215773,56,538.6032848358154
L-Concrete,0.1,0.00075,0.9816528990187148,0.9690725254701985,56,945.1261978149414
L-LSPIN,0.0,0.028,0.8466256694019438,0.818932113558219,56,68.41119647026062
L-LSPIN,0.0,0.021,0.8424424857424063,0.81937219076664,56,79.64068484306335
L-LSPIN,0.0,0.014,0.8372927429700894,0.8109626783416106,56,114.5591230392456
L-LSPIN,0.0,0.0105,0.8738908987485188,0.8470173009904096,56,138.6918430328369
L-LSPIN,0.0,0.00875,0.8977044123616782,0.8665202698227006,56,172.4891414642334
L-LSPIN,0.0,0.007,0.7838624303662061,0.809687980890314,56,219.21380424499512
L-LSPIN,0.0,0.00525,0.7422531336455405,0.7898564446286847,56,302.73527908325195
L-LSPIN,0.0,0.0035,0.7491136836550716,0.7934389584668826,56,490.0743236541748
L-LSPIN,0.025,0.028,0.884627367859044,0.8336521399071459,56,136.26351356506348
L-LSPIN,0.025,0.021,0.8680405062503969,0.824289005489255,56,169.36583042144775
L-LSPIN,0.025,0.014,0.859967911060666,0.8235940524926638,56,247.12306880950928
L-LSPIN,0.025,0.0105,0.8985696849687372,0.8644401363302004,56,359.3416938781738
L-LSPIN,0.025,0.00875,0.8915784404378984,0.8451657530685104,56,455.92688369750977
L-LSPIN,0.025,0.007,0.927869441797921,0.8826412792923453,56,700.5422248840332
L-LSPIN,0.025,0.00525,0.9509812375652894,0.9144999534575852,56,1131.015224456787
L-LSPIN,0.025,0.0035,0.9745103215072187,0.951210852192838,56,2045.3593292236328
L-LSPIN,0.05,0.028,0.8607714451436896,0.8359032473975111,56,168.5562252998352
L-LSPIN,0.05,0.021,0.8794619856838485,0.8327041335254339,56,219.4177131652832
L-LSPIN,0.05,0.014,0.8672000023722977,0.8381990441704064,56,359.9457035064697
L-LSPIN,0.05,0.0105,0.9336764215339404,0.8945824453661303,56,595.277271270752
L-LSPIN,0.05,0.00875,0.9360454243674113,0.892619415832215,56,930.6797676086426
L-LSPIN,0.05,0.007,0.9802787301137956,0.9600209334320912,56,1462.4896392822266
L-LSPIN,0.05,0.00525,0.9793483571171034,0.96241975119892,56,1827.5414962768555
L-LSPIN,0.05,0.0035,0.9744907576747188,0.958060594478739,56,2086.7893447875977
L-LSPIN,0.1,0.028,0.8735926850202167,0.8275283369851733,56,205.86027812957764
L-LSPIN,0.1,0.021,0.8952974349946146,0.8657864339295669,56,312.83397579193115
L-LSPIN,0.1,0.014,0.9163830444439366,0.883835479898667,56,610.5996704101562
L-LSPIN,0.1,0.0105,0.9595710371213508,0.9353695967087405,56,1009.4961318969727
L-LSPIN,0.1,0.00875,0.9793844497475831,0.9589674659069163,56,1248.7314224243164
L-LSPIN,0.1,0.007,0.9683034444014652,0.9433566867181116,56,1594.803810119629
