model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,affinity_corr
LSPIN,lspin_tf,mlp,0.014,0.1,1,3,0.998314951792984
LSPIN,lspin_tf,mlp,0.014,0.1,1,4,0.9939601285888854
LSPIN,lspin_tf,mlp,0.014,0.1,2,3,0.9978005035914876
LSPIN,lspin_tf,mlp,0.014,0.1,2,4,0.9985827764304293
LSPIN,lspin_tf,mlp,0.014,0.1,3,4,0.9943676186016164
LSPIN,lspin_tf,mlp,0.021,0.1,0,1,0.9919799145290366
LSPIN,lspin_tf,mlp,0.021,0.1,0,2,0.9906828794324648
LSPIN,lspin_tf,mlp,0.021,0.1,0,3,0.9948157134404126
LSPIN,lspin_tf,mlp,0.021,0.1,0,4,0.9914478561883469
LSPIN,lspin_tf,mlp,0.021,0.1,1,2,0.9969813445423202
LSPIN,lspin_tf,mlp,0.021,0.1,1,3,0.9989570385276968
LSPIN,lspin_tf,mlp,0.021,0.1,1,4,0.9986997958077736
LSPIN,lspin_tf,mlp,0.021,0.1,2,3,0.99675625619836
LSPIN,lspin_tf,mlp,0.021,0.1,2,4,0.998518494005509
LSPIN,lspin_tf,mlp,0.021,0.1,3,4,0.998310658781286
LSPIN,lspin_tf,mlp,0.028,0.1,0,1,0.9965226814145424
LSPIN,lspin_tf,mlp,0.028,0.1,0,2,0.991996142526734
LSPIN,lspin_tf,mlp,0.028,0.1,0,3,0.9967957656091568
LSPIN,lspin_tf,mlp,0.028,0.1,0,4,0.9949236463726964
LSPIN,lspin_tf,mlp,0.028,0.1,1,2,0.9943620963393088
LSPIN,lspin_tf,mlp,0.028,0.1,1,3,0.9970053007790493
LSPIN,lspin_tf,mlp,0.028,0.1,1,4,0.9964108775093468
LSPIN,lspin_tf,mlp,0.028,0.1,2,3,0.9975576333169688
LSPIN,lspin_tf,mlp,0.028,0.1,2,4,0.9975672553032404
LSPIN,lspin_tf,mlp,0.028,0.1,3,4,0.9980078764079984
LSPIN,lspin_tf,mlp,0.0035,0.0,0,1,0.995008087150888
LSPIN,lspin_tf,mlp,0.0035,0.0,0,2,0.994145834109072
LSPIN,lspin_tf,mlp,0.0035,0.0,0,3,0.9970038022580464
LSPIN,lspin_tf,mlp,0.0035,0.0,0,4,0.9970147755454049
LSPIN,lspin_tf,mlp,0.0035,0.0,1,2,0.9907204261935384
LSPIN,lspin_tf,mlp,0.0035,0.0,1,3,0.9954131703012836
LSPIN,lspin_tf,mlp,0.0035,0.0,1,4,0.9939657292797328
LSPIN,lspin_tf,mlp,0.0035,0.0,2,3,0.994306983123624
LSPIN,lspin_tf,mlp,0.0035,0.0,2,4,0.9934266715573018
LSPIN,lspin_tf,mlp,0.0035,0.0,3,4,0.9960961356625684
LSPIN,lspin_tf,mlp,0.00525,0.0,0,1,0.9955355030929716
LSPIN,lspin_tf,mlp,0.00525,0.0,0,2,0.9962866570592744
