model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,mlp,0.0035,0.05,2,4,0.888341817780235,3.448224852071006,0.5294117647058824,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0035,0.05,3,4,0.9133179897366352,3.5440088757396446,0.5522388059701493,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.00525,0.05,0,1,0.9035164737284612,4.118713017751479,0.7049180327868853,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.00525,0.05,0,2,0.927684959060325,4.310281065088757,0.7627118644067796,4.02292899408284,0.6774193548387096
LSPIN,lspin_tf,mlp,0.00525,0.05,0,3,0.9526184998925104,4.214497041420118,0.7333333333333333,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.00525,0.05,0,4,0.9669590617588916,4.310281065088757,0.7627118644067796,4.310281065088757,0.7627118644067796
LSPIN,lspin_tf,mlp,0.00525,0.05,1,2,0.94058315794161,4.214497041420118,0.7333333333333333,4.02292899408284,0.6774193548387096
LSPIN,lspin_tf,mlp,0.00525,0.05,1,3,0.9007495546052978,3.831360946745562,0.625,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.00525,0.05,1,4,0.9159038254897868,4.310281065088757,0.7627118644067796,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.00525,0.05,2,3,0.9232932012279076,3.927144970414201,0.6507936507936508,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.00525,0.05,2,4,0.917953901854406,4.214497041420118,0.7333333333333333,4.02292899408284,0.6774193548387096
LSPIN,lspin_tf,mlp,0.00525,0.05,3,4,0.9535606388651068,4.118713017751479,0.7049180327868853,4.118713017751479,0.7049180327868853
LSPIN,lspin_tf,mlp,0.007,0.05,0,1,0.9420815974640748,3.927144970414201,0.6507936507936508,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.007,0.05,0,2,0.9630435376164704,4.406065088757396,0.7931034482758621,4.310281065088757,0.7627118644067796
LSPIN,lspin_tf,mlp,0.007,0.05,0,3,0.9338625061232692,4.214497041420118,0.7333333333333333,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.007,0.05,0,4,0.9358141401513936,3.831360946745562,0.625,4.118713017751479,0.7049180327868853
LSPIN,lspin_tf,mlp,0.007,0.05,1,2,0.9346263230023826,3.831360946745562,0.625,3.5440088757396446,0.5522388059701493
