model_family,lambda_sample_smooth,lambda_sparse,mean_Khard,std_Khard,mean_test_c,std_test_c,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,mean_effective_gene_count,n_runs
Concrete,0.05,0.0025,164.70385971069337,44.82244717895353,0.7282939832444784,0.013760680612203764,0.9722652793739839,0.010432753542895464,812.1,459.7,403.32775681103203,10
Concrete,0.05,0.002,193.94787673950196,80.06940056656445,0.723019801980198,0.014053458092313292,0.9746834709781048,0.00921057864793455,943.2,524.2,469.15049661251743,10
Concrete,0.05,0.0015,229.87142791748047,25.217523706371963,0.7256378522467631,0.013032991539411707,0.9797546896335879,0.004580202830739592,1105.3,625.8,552.0935195810798,10
Concrete,0.05,0.001,490.003857421875,106.4295100090878,0.7329207920792079,0.004216484550088789,0.9915112871016738,0.003541063931140557,2222.7,1275.3,1133.0951034419936,10
Concrete,0.05,0.00075,686.3602294921875,191.82260252524588,0.7317402894135567,0.004757932996308544,0.9935196448120045,0.00416610116825401,2755.6,1743.0,1506.2037071698064,10
Concrete,0.1,0.006,69.5772201538086,14.957267136592119,0.7118907083015994,0.01718673828775174,0.9400931018697184,0.01799654713580142,408.4,173.8,163.2222473049213,10
Concrete,0.1,0.004,99.2656364440918,23.54626179265245,0.7199352627570449,0.006592996752484835,0.9518915748640486,0.017641821006825504,480.1,250.8,228.35435084557315,10
Concrete,0.1,0.0025,145.15405197143554,54.29804752890973,0.7232006854531607,0.007642578371480929,0.9628594807880775,0.012936628773627293,642.4,374.3,329.9627625799162,10
Concrete,0.1,0.003,145.97065505981445,49.569422791144824,0.7257996953541508,0.010296556812552347,0.9679416567667335,0.018449028122576077,701.7,409.9,354.7504386901224,10
Concrete,0.1,0.002,194.7185302734375,61.17393094087846,0.728922315308454,0.01254981743919381,0.9741136619685242,0.010184982114363451,884.3,520.6,449.8310478002615,10
Concrete,0.1,0.0015,252.10308990478515,68.47778059372698,0.7307882711348058,0.009801093810267163,0.9811709856700574,0.008167459365780831,1184.1,669.5,581.6945487614148,10
Concrete,0.1,0.001,471.6274078369141,99.61364921132896,0.7310929169840061,0.006991730092237774,0.989551516350186,0.00433327426138448,2120.2,1198.6,1034.7147317532203,10
Concrete,0.1,0.00075,707.0220001220703,253.45901986966928,0.7305978674790555,0.004673150346867313,0.9920912360741166,0.005729129569026877,2692.8,1673.0,1448.8292926691709,10
L-Concrete,0.0,0.006,61.32432403564453,10.672033360603548,0.72006854531607,0.008469836251299078,0.9331961128492827,0.012436459930748866,762.0,225.2,256.33000097956216,10
L-Concrete,0.0,0.004,133.56409301757813,44.60381741190135,0.7181359482102057,0.0051236413432097705,0.963499765307861,0.013566746210458914,1292.2,452.8,481.37092461283794,10
L-Concrete,0.0,0.003,185.5312759399414,36.04330861674575,0.7180407463823306,0.008517481240071269,0.9809000446401004,0.001665911272245781,1627.9,614.1,637.1259837721082,10
L-Concrete,0.0,0.0025,260.4057922363281,37.99682705988898,0.7195211348057883,0.006915526204494538,0.9853946453814043,0.0038101925871447165,1989.7,818.1,822.0009021819136,10
L-Concrete,0.0,0.002,395.8451751708984,77.80993942804677,0.7238099771515614,0.007623606663810063,0.9927042293292722,0.0021156333067099075,2725.9,1246.4,1215.6434519599459,10
L-Concrete,0.0,0.0015,567.5718231201172,107.2736979949883,0.7172886519421173,0.008513714702089307,0.995973565399656,0.0013486672916472456,3435.8,1755.9,1654.898892280654,10
L-Concrete,0.0,0.001,1149.6745300292969,307.3376327754143,0.7263233054074638,0.009516590885401974,0.9988170875020111,0.0005921766911203067,4884.8,3317.9,2903.1565072585336,10
L-Concrete,0.0,0.00075,1702.5197021484375,334.837265579002,0.7229341203351105,0.006772063506786782,0.9994846498225197,0.00027454840993704487,5513.6,4433.5,3801.006582522258,10
L-Concrete,0.025,0.006,60.312740325927734,11.709998114480863,0.7123476770753998,0.011295166294259806,0.9011259351126479,0.023935007603116863,457.2,176.1,172.43236467608378,10
L-Concrete,0.025,0.004,99.33320465087891,18.66472454029521,0.7187833206397564,0.010457713635895868,0.9371704782754264,0.01784307741939812,646.1,283.4,268.9163586464061,10
L-Concrete,0.025,0.003,171.49459533691407,38.55532246877686,0.7249333587204874,0.010652687975722596,0.9657854327104489,0.012761068881366227,831.7,473.3,424.415356929251,10
L-Concrete,0.025,0.0025,205.38262329101562,45.25052957914407,0.7303313023610054,0.010210461997663282,0.9721157630224704,0.012165498988906818,952.0,576.1,505.33727560619525,10
L-Concrete,0.025,0.002,260.79922943115236,48.89733152762602,0.7306264280274182,0.008325458966828531,0.9799501210253814,0.006762101200934456,1106.0,685.3,606.4479397435191,10
L-Concrete,0.025,0.0015,394.93706970214845,66.82366184520608,0.7270277989337395,0.007006672001570408,0.9897589534997813,0.004098671057469982,1544.7,1047.2,898.4827470784988,10
L-Concrete,0.025,0.001,810.7617736816406,226.1746536351861,0.7322353389185072,0.007687111205880076,0.9965517884922332,0.001742778294308795,2830.2,1993.6,1701.0137395169909,10
L-Concrete,0.025,0.00075,1096.2779907226563,156.71089230216998,0.731426123381569,0.0066528528634221505,0.9980162927016144,0.0005862433107325264,3471.3,2591.3,2201.573144043438,10
L-Concrete,0.05,0.006,53.91583023071289,7.4221934502178035,0.7171268088347296,0.00792790486624828,0.8967693370499612,0.024655251652897177,341.7,167.9,152.0525733141651,10
L-Concrete,0.05,0.004,86.26718139648438,9.003176863728257,0.7280845392231531,0.007212727949903055,0.9259737508976551,0.01770097589302875,475.4,240.8,221.2714780856665,10
L-Concrete,0.05,0.003,137.69073486328125,17.665186160008474,0.7217726580350343,0.010468858852603149,0.9513361813230039,0.014403063379794759,608.9,366.4,324.38221201414416,10
L-Concrete,0.05,0.0025,178.29497985839845,41.46597545777837,0.7261043412033511,0.009830763633365429,0.9650044553159933,0.0143519633403923,757.0,488.7,425.19172674394457,10
L-Concrete,0.05,0.002,242.71582794189453,57.50197407347946,0.7248095963442498,0.008920817109422797,0.9771525012852509,0.008155707616213936,960.6,642.2,549.1200512409197,10
L-Concrete,0.05,0.0015,349.59845275878905,65.55448983882059,0.7276942117288652,0.007528111251670949,0.9847776884694991,0.004201652409212881,1292.8,861.1,742.9265297486634,10
L-Concrete,0.05,0.001,651.55791015625,147.73326607152364,0.7308549124143184,0.005391119607660781,0.9925826715940286,0.004242728119008456,2109.3,1557.2,1303.0270076137417,10
L-Concrete,0.05,0.00075,1089.1420776367188,661.0033842006098,0.7307597105864432,0.010076958457252913,0.9956062305406453,0.0028565824959537675,3005.0,2356.6,2002.0727690569051,10
L-Concrete,0.1,0.006,52.42200813293457,13.09515009003272,0.7172220106626047,0.009742377238059065,0.890681154568032,0.03434171635718383,290.7,159.0,139.1457757282232,10
L-Concrete,0.1,0.004,86.16100387573242,32.00159765656239,0.7260186595582635,0.01041341965500596,0.9190426366179482,0.034050195581467324,420.0,250.5,216.68254763599617,10
L-Concrete,0.1,0.003,116.32239303588867,19.82475009301928,0.7295696877380046,0.00816397846084987,0.934632962589113,0.020942975215474093,499.7,316.4,271.6693441664733,10
L-Concrete,0.1,0.0025,182.22393569946288,61.03251442882566,0.7329112718964204,0.006181728038782308,0.964160012849999,0.015885149158176678,802.9,494.8,424.73627779260266,10
L-Concrete,0.1,0.002,202.73050384521486,26.990691116280107,0.7259044173648135,0.008754134638456035,0.9606494871063834,0.01369961395436347,759.5,503.7,428.31159940348243,10
L-Concrete,0.1,0.0015,357.89845275878906,61.871186835039055,0.7366717440974867,0.007238400317936593,0.9827128757206905,0.009407544115180985,1212.0,870.9,722.5446324740199,10
L-Concrete,0.1,0.001,561.54208984375,204.92846425170288,0.7317022086824067,0.007561313574175631,0.9868306775484126,0.007820513624974724,1650.2,1232.1,1031.0684016508765,10
L-Concrete,0.1,0.00075,832.2444030761719,307.063895351255,0.7286843107387662,0.006159892597117198,0.9919840072036317,0.006617159956273933,2309.2,1779.6,1484.4100643679244,10
L-LSPIN,0.0,0.028,63.23436164855957,20.996796613120427,0.6995239908606246,0.02073223912957641,0.900025983537278,0.05024361697324353,294.2,94.4,91.487507521006,10
L-LSPIN,0.0,0.021,79.31467170715332,16.760003919418406,0.7199828636709824,0.017733456976486844,0.916957766870404,0.027521444388367292,267.0,124.0,116.21076631804347,10
L-LSPIN,0.0,0.014,126.17529067993163,25.536011737354354,0.7142517136329017,0.01781968962678025,0.9495736663752463,0.01127868707797847,432.0,217.2,202.1310207375962,10
L-LSPIN,0.0,0.0105,157.07374267578126,31.445469432905362,0.7144611576542269,0.01423684193792724,0.9573629733165872,0.012861815955496,524.5,277.3,257.46561899558196,10
L-LSPIN,0.0,0.00875,178.2606185913086,41.000027970289324,0.7187071591774562,0.01990125843300735,0.9597170636823324,0.014817314461833127,656.9,333.3,309.832540727284,10
L-LSPIN,0.0,0.007,222.5015441894531,60.677297279319326,0.7130902513328257,0.013035123982774276,0.9720560707384379,0.009333097509123018,785.7,428.9,395.47296942801535,10
L-LSPIN,0.0,0.00525,298.11543731689454,51.57689521704359,0.7194782939832445,0.013894118888938555,0.9817626671520822,0.006546577370963293,1049.0,603.2,559.1996922571813,10
L-LSPIN,0.0,0.0035,471.99884033203125,123.99136997068713,0.7208777608530084,0.009866087355326235,0.9897155650981805,0.004682677139605365,1608.2,1022.9,931.4624430032342,10
L-LSPIN,0.025,0.028,145.50463104248047,24.755960794043233,0.7192783701447067,0.014997036234434642,0.953307844447108,0.010087894951160118,329.0,189.4,180.68626597975395,10
L-LSPIN,0.025,0.021,178.75675582885742,32.73343558939483,0.7117193450114242,0.01884945171177129,0.959462536742763,0.010479185591274302,360.3,244.2,229.75923659932658,10
L-LSPIN,0.025,0.014,274.16718139648435,55.23913119897398,0.7049504950495049,0.009865918936452422,0.9760850911011524,0.007133409091572214,522.9,399.2,370.8197001473263,10
L-LSPIN,0.025,0.0105,344.7606140136719,44.461391122382125,0.7166031987814165,0.018112760390059796,0.9831710228150132,0.003376287871269933,672.4,513.4,475.21213010898236,10
L-LSPIN,0.025,0.00875,507.2212341308594,99.96749040971987,0.7102532368621477,0.017462335428025635,0.9900379033699199,0.002789935712384259,931.5,784.0,725.3040822203526,10
L-LSPIN,0.025,0.007,670.0216186523437,126.6453286898654,0.7137661843107388,0.011301757531093188,0.9925446384572822,0.0022254918596880625,1222.2,1090.3,984.9919390836454,10
L-LSPIN,0.025,0.00525,1147.1131103515625,200.1518892247113,0.7201732673267327,0.010157543795635104,0.9972827587020847,0.0008021815485852742,2101.7,2000.7,1773.2196157896622,10
L-LSPIN,0.025,0.0035,2018.6803100585937,189.83940965725202,0.7299409748667174,0.011956164552718217,0.9992320411046087,0.00023372796382369727,3936.1,3751.9,3261.8451328608558,10
L-LSPIN,0.05,0.028,160.64324417114258,30.47903151105085,0.7110910129474486,0.015327004802077392,0.9538807526201298,0.012621102878289853,333.9,206.5,197.30190575597223,10
L-LSPIN,0.05,0.021,214.16525115966797,43.34620517689329,0.7023705255140898,0.021966859944171593,0.9685294203089665,0.006778750968129279,417.2,291.0,273.38370551974833,10
L-LSPIN,0.05,0.014,371.333203125,32.352415464427814,0.71494668697639,0.020079628060123082,0.9847926852198,0.002331157579771235,679.7,559.5,515.5511888835028,10
L-LSPIN,0.05,0.0105,665.9297302246093,104.45901238620736,0.7146801218583396,0.017919649099342627,0.993429945634702,0.0017819577984587135,1206.2,1092.7,991.7582880892518,10
L-LSPIN,0.05,0.00875,1007.9235656738281,190.1539935248427,0.7241241431835491,0.01088736028711649,0.9967490091977045,0.0008707306579608665,1857.7,1768.5,1576.2008305550162,10
L-LSPIN,0.05,0.007,1426.0324340820312,96.89917436420608,0.7247048743335872,0.011009441855471069,0.9983652592031829,0.0002362650391078683,2639.1,2592.4,2295.4323701116705,10
L-LSPIN,0.05,0.00525,1847.3420776367188,93.95965963116295,0.7307025894897181,0.01002953754309568,0.9990825256687117,0.0001382228391502873,3563.7,3440.2,3021.0536545099612,10
L-LSPIN,0.05,0.0035,2098.207727050781,64.85797137099279,0.7277608530083778,0.0063363394564433205,0.999388196808362,5.8424577307122044e-05,4208.7,3961.8,3438.7128973143676,10
L-LSPIN,0.1,0.028,228.3830093383789,44.506940582474286,0.7002665651180503,0.026965569267520695,0.9735978695483363,0.007850548342008181,447.5,322.3,300.2274679626895,10
L-LSPIN,0.1,0.021,311.7779937744141,50.03302615466461,0.7037319116527037,0.013448379125778906,0.9842805333312621,0.0045514378260877696,581.1,466.0,430.917468756214,10
L-LSPIN,0.1,0.014,627.32509765625,59.92776808314344,0.7249714394516376,0.015990283084350538,0.9938864846031414,0.0006983359662585764,1127.1,1055.0,962.0853329135219,10
L-LSPIN,0.1,0.0105,997.7969177246093,49.772426033303,0.7245811119573495,0.014823182423455483,0.9969010985218402,0.00044578337928015784,1822.1,1767.5,1593.2641508880004,10
L-LSPIN,0.1,0.00875,1232.5158325195312,76.32046395540706,0.7264661081492765,0.00969551668306337,0.9978780664408072,0.00019731671584096835,2262.1,2222.7,1978.4964197903296,10
L-LSPIN,0.1,0.007,1612.3386108398438,61.73849349997166,0.7320163747143945,0.012108106497380443,0.9987587389644524,0.0001168248760479441,3091.2,2995.7,2634.753344451572,10
L-LSPIN,0.1,0.00525,1843.8308837890625,104.95286422010102,0.7357768469154607,0.008439224251253881,0.9991251224829935,0.0001332268172023929,3618.0,3489.6,3035.6353553025756,10
L-LSPIN,0.1,0.0035,2147.1173828125,105.31048235017288,0.7252951256664127,0.012143386133283014,0.9993930248733285,9.898887344281155e-05,4244.6,3994.1,3483.7549489941216,10
LSPIN,0.0,0.028,90.6552116394043,27.407680990849695,0.7181454683929932,0.01409788749780091,0.9473417152433337,0.02027169824806903,268.2,167.2,154.79672064209822,10
LSPIN,0.0,0.021,112.5332046508789,52.01757033567562,0.7188975628332064,0.014712510863669434,0.946202349219836,0.02499112855096392,332.2,206.7,191.53902951919113,10
LSPIN,0.0,0.014,159.44131240844726,43.97999700462397,0.7198495811119574,0.014784547233014846,0.9643497371154879,0.012931230451030442,502.4,317.2,293.05887761419194,10
LSPIN,0.0,0.0105,190.54247131347657,50.76173804434128,0.7196115765422697,0.01622165149099687,0.9736934186075559,0.006426338067247345,582.3,381.2,354.4062094107385,10
LSPIN,0.0,0.00875,223.05328369140625,50.54487865572835,0.7227437166793602,0.015659538350499436,0.976191490370236,0.006824272136427691,664.0,447.1,412.7206735819351,10
LSPIN,0.0,0.007,268.1023223876953,66.78198176409694,0.7228293983244478,0.01337676588960918,0.9817928648481544,0.006551068847622854,787.2,542.2,498.966328442921,10
LSPIN,0.0,0.00525,380.75868530273436,89.40856850152677,0.7330826351865956,0.006644006967679001,0.9870489259663738,0.0038704242266058876,1235.8,801.8,741.1165379765864,10
LSPIN,0.0,0.0035,491.3436279296875,93.32580000295508,0.7217821782178218,0.008449957024953865,0.9896125392892227,0.0032797050297828615,1634.7,1051.8,976.5780680791553,10
LSPIN,0.025,0.028,190.37606201171874,29.97967654056015,0.707006854531607,0.018513604973257127,0.9711658698800264,0.007147852469006276,396.4,300.3,278.63857818543215,10
LSPIN,0.025,0.021,242.77760620117186,66.56451811335491,0.708948971820259,0.019804004150541975,0.9784509056023916,0.007896578087164704,530.7,397.0,370.0573065839841,10
LSPIN,0.025,0.014,339.4181427001953,67.24423279423976,0.7162223914699162,0.01227031373477172,0.98565208769152,0.00286270423301155,714.0,597.6,551.4693603525617,10
LSPIN,0.025,0.0105,475.82664489746094,102.8502476387817,0.7131568926123382,0.014275619110951572,0.9904655975475969,0.003659445646527879,917.3,826.1,767.2561569643532,10
LSPIN,0.025,0.00875,600.0359100341797,117.77155943988689,0.7113099771515613,0.011964428668977806,0.9931591454693993,0.00183232339066392,1198.5,1074.5,990.4514810153427,10
LSPIN,0.025,0.007,803.9555969238281,92.53955482354112,0.7210872048743335,0.010019391229971518,0.9959980233208963,0.0008181557890715588,1619.2,1478.7,1350.753700283851,10
LSPIN,0.025,0.00525,1065.2795288085938,61.84177716335025,0.7187261995430312,0.013823346932532999,0.9974272634630305,0.000258691095549248,2120.5,1964.8,1783.2071593081303,10
LSPIN,0.025,0.0035,1463.8988525390625,101.31006172874953,0.7303408225437928,0.008266829099461975,0.9985832457543102,0.0002505728710596623,3083.1,2851.3,2509.6096197420748,10
LSPIN,0.05,0.028,229.53011627197264,40.41552909384341,0.7060833968012186,0.01615348390007154,0.9783380146148062,0.0036851213570657515,482.7,374.4,345.7572971730217,10
LSPIN,0.05,0.021,303.06409454345703,52.30863779652523,0.7085110434120335,0.011744028612975629,0.985142188398626,0.0037471371598636065,603.9,512.5,470.9721010876307,10
LSPIN,0.05,0.014,455.68610229492185,74.02426014287896,0.7204588728103579,0.01293951656461213,0.9905679281623302,0.002492646798392635,893.9,808.2,744.9657128474862,10
LSPIN,0.05,0.0105,677.9046447753906,94.8181536085669,0.7185072353389185,0.01267657213344148,0.9947769585382703,0.0011052765611329082,1314.3,1215.5,1124.7544043863,10
LSPIN,0.05,0.00875,801.1247192382813,103.33901695824905,0.7190308453922315,0.017121810465086186,0.9958348848101931,0.0010189459353368562,1580.4,1496.7,1355.0505581146851,10
LSPIN,0.05,0.007,1067.605780029297,62.83373524106528,0.724533511043412,0.008254394379017005,0.9975324242969055,0.0002692988264121211,2164.0,2001.4,1815.2044033031502,10
LSPIN,0.05,0.00525,1295.6424682617187,122.67058829168352,0.7291412795125666,0.007886437034054245,0.9981466456147221,0.0003376370572791806,2617.2,2426.5,2197.3388704737436,10
LSPIN,0.05,0.0035,1563.311962890625,97.85224126572682,0.7281035795887281,0.004026585916618936,0.9987537432277733,0.0002241552546021052,3293.8,3025.0,2673.1878247718805,10
LSPIN,0.1,0.028,306.42200775146483,64.73099522254476,0.7062357197258187,0.0187646669487979,0.9848990958607138,0.0037789494945683947,619.7,515.6,478.8309972941539,10
LSPIN,0.1,0.021,342.30116271972656,37.63202247346881,0.7095963442498097,0.00673390972453959,0.9881302903532253,0.001774931032396059,678.6,597.0,548.5963243061299,10
LSPIN,0.1,0.014,532.5386108398437,70.78166701296239,0.7113004569687738,0.010976664790192051,0.9929491865529589,0.0014249747155396682,1030.7,953.3,878.9079570926615,10
LSPIN,0.1,0.0105,711.5872619628906,77.55693514880566,0.7135948210205636,0.009009556372026615,0.9951968647166745,0.0009735968176912533,1377.6,1286.4,1187.1574193804627,10
LSPIN,0.1,0.00875,865.1498107910156,81.23297274429387,0.7212585681645087,0.007825161715556611,0.9962399079700365,0.0009328726403499607,1706.9,1605.1,1463.4428391485126,10
LSPIN,0.1,0.007,1036.0764465332031,100.97079671109366,0.7257140137090632,0.0095697122782152,0.9973551268794096,0.0005837897301939893,2089.3,1958.2,1763.743777855493,10
LSPIN,0.1,0.00525,1244.9737426757813,86.61966799903772,0.7216584158415842,0.0037086784118531405,0.9980291319425746,0.00036795889290892485,2565.6,2374.6,2130.559060182361,10
LSPIN,0.1,0.0035,1574.6826171875,112.15236819864025,0.7254950495049505,0.00958262084048204,0.9987840707321961,0.00026377792418029304,3258.1,3007.6,2657.210972458861,10
