family,condition,n_selected_genes,generic_hallmark_fraction,hallmark_annotated_fraction,cross_run_ari_mean,cross_run_affinity_mean,histology_ari_mean,histology_ari_std,mean_test_cindex,mean_khard
LSPIN,unsmoothed,509,0.0873015873015873,0.2475442043222004,0.9521895744807665,0.9948861746108452,0.789633863469411,0.0169876460446494,0.7501977780070855,211.49871826171875
LSPIN,smoothed_real_graph,1054,0.08189655172413793,0.22011385199240988,0.9848083662903038,0.9897633130046931,0.8187463052102121,0.006166010214781415,0.7587968217934166,319.7464599609375
LSPIN,smoothed_null_graph,908,0.07048458149779736,0.25,0.8887066258646334,0.9914074025695246,0.7783025821209266,0.05003791537697596,0.757558559488185,235.07594299316406
