model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,affinity_corr
L-LSPIN,lspin_tf,0.22,0.00875,0.05,0,1,0.9887960100906588
L-LSPIN,lspin_tf,0.22,0.00875,0.05,0,2,0.993080039629782
L-LSPIN,lspin_tf,0.22,0.00875,0.05,1,2,0.9764624007631372
L-LSPIN,lspin_tf,0.22,0.007,0.05,0,1,0.9891437028059704
L-LSPIN,lspin_tf,0.22,0.007,0.05,0,2,0.9932178230357768
L-LSPIN,lspin_tf,0.22,0.007,0.05,1,2,0.987153267812926
L-LSPIN,lspin_tf,0.2,0.021,0.05,0,1,0.9509407217401378
L-LSPIN,lspin_tf,0.2,0.021,0.05,0,2,0.9497957312976671
L-LSPIN,lspin_tf,0.2,0.021,0.05,1,2,0.899009904618322
L-LSPIN,lspin_tf,0.2,0.014,0.05,0,1,0.9855817812782794
L-LSPIN,lspin_tf,0.2,0.014,0.05,0,2,0.9675510172808428
L-LSPIN,lspin_tf,0.2,0.014,0.05,1,2,0.943706882470348
L-LSPIN,lspin_tf,0.2,0.0105,0.05,0,1,0.9615248964043988
L-LSPIN,lspin_tf,0.2,0.0105,0.05,0,2,0.9614233872519276
L-LSPIN,lspin_tf,0.2,0.0105,0.05,1,2,0.9964689200578716
L-LSPIN,lspin_tf,0.2,0.00875,0.05,0,1,0.9950938352641108
L-LSPIN,lspin_tf,0.2,0.00875,0.05,0,2,0.9901297851230348
L-LSPIN,lspin_tf,0.2,0.00875,0.05,1,2,0.9902595182819528
L-LSPIN,lspin_tf,0.2,0.007,0.05,0,1,0.9821001846596248
L-LSPIN,lspin_tf,0.2,0.007,0.05,0,2,0.9841069529321584
L-LSPIN,lspin_tf,0.2,0.007,0.05,1,2,0.9956271119106272
Concrete,concrete,0.15,0.004,0.05,0,1,0.9865683208462206
Concrete,concrete,0.15,0.004,0.05,0,2,0.9639625629301564
Concrete,concrete,0.15,0.004,0.05,1,2,0.9541934687744084
Concrete,concrete,0.15,0.003,0.05,0,1,0.9786129404928552
Concrete,concrete,0.15,0.003,0.05,0,2,0.987580751327642
Concrete,concrete,0.15,0.003,0.05,1,2,0.9566304010021662
Concrete,concrete,0.15,0.0025,0.05,0,1,0.9670065228909422
Concrete,concrete,0.15,0.0025,0.05,0,2,0.9588180670959288
Concrete,concrete,0.15,0.0025,0.05,1,2,0.9599672271282148
Concrete,concrete,0.15,0.002,0.05,0,1,0.972511715133002
Concrete,concrete,0.15,0.002,0.05,0,2,0.9877169025605462
Concrete,concrete,0.15,0.002,0.05,1,2,0.9465012943954002
Concrete,concrete,0.15,0.0015,0.05,0,1,0.9841408454424612
Concrete,concrete,0.15,0.0015,0.05,0,2,0.9532685445650314
Concrete,concrete,0.15,0.0015,0.05,1,2,0.962404571764238
Concrete,concrete,0.12,0.004,0.05,0,1,0.9731877761723158
Concrete,concrete,0.12,0.004,0.05,0,2,0.9511508855132064
Concrete,concrete,0.12,0.004,0.05,1,2,0.9850799259183788
Concrete,concrete,0.12,0.003,0.05,0,1,0.964172258274796
Concrete,concrete,0.12,0.003,0.05,0,2,0.9683517848896896
Concrete,concrete,0.12,0.003,0.05,1,2,0.994404444812004
Concrete,concrete,0.12,0.0025,0.05,0,1,0.9926331170177592
Concrete,concrete,0.12,0.0025,0.05,0,2,0.984008822384434
Concrete,concrete,0.12,0.0025,0.05,1,2,0.9743497199866216
Concrete,concrete,0.12,0.002,0.05,0,1,0.962951286080578
Concrete,concrete,0.12,0.002,0.05,0,2,0.98919826929624
Concrete,concrete,0.12,0.002,0.05,1,2,0.9802302034026288
Concrete,concrete,0.12,0.0015,0.05,0,1,0.9812587456466628
Concrete,concrete,0.12,0.0015,0.05,0,2,0.9865558218596908
Concrete,concrete,0.12,0.0015,0.05,1,2,0.9907612800402338
L-Concrete,concrete,0.15,0.004,0.05,0,1,0.9912499763354188
L-Concrete,concrete,0.15,0.004,0.05,0,2,0.9810141259528268
L-Concrete,concrete,0.15,0.004,0.05,1,2,0.9896004509198064
L-Concrete,concrete,0.15,0.003,0.05,0,1,0.979021591817133
L-Concrete,concrete,0.15,0.003,0.05,0,2,0.9889900067537044
L-Concrete,concrete,0.15,0.003,0.05,1,2,0.9890969258916492
L-Concrete,concrete,0.15,0.0025,0.05,0,1,0.9849695931354436
L-Concrete,concrete,0.15,0.0025,0.05,0,2,0.9801564771414564
L-Concrete,concrete,0.15,0.0025,0.05,1,2,0.9814916952262585
L-Concrete,concrete,0.15,0.002,0.05,0,1,0.9862762910338992
L-Concrete,concrete,0.15,0.002,0.05,0,2,0.9819444842945864
L-Concrete,concrete,0.15,0.002,0.05,1,2,0.9876400354873732
L-Concrete,concrete,0.15,0.0015,0.05,0,1,0.984927093393736
L-Concrete,concrete,0.15,0.0015,0.05,0,2,0.9877450236615536
L-Concrete,concrete,0.15,0.0015,0.05,1,2,0.9704465237659272
L-Concrete,concrete,0.12,0.004,0.05,0,1,0.9811149568781248
L-Concrete,concrete,0.12,0.004,0.05,0,2,0.9822413182653312
L-Concrete,concrete,0.12,0.004,0.05,1,2,0.9930813518143752
L-Concrete,concrete,0.12,0.003,0.05,0,1,0.99188399661384
L-Concrete,concrete,0.12,0.003,0.05,0,2,0.9851558789439778
L-Concrete,concrete,0.12,0.003,0.05,1,2,0.9738956595918754
L-Concrete,concrete,0.12,0.0025,0.05,0,1,0.9682789952051448
L-Concrete,concrete,0.12,0.0025,0.05,0,2,0.977469574246378
L-Concrete,concrete,0.12,0.0025,0.05,1,2,0.9942293308555158
L-Concrete,concrete,0.12,0.002,0.05,0,1,0.9897453638630948
L-Concrete,concrete,0.12,0.002,0.05,0,2,0.9932327872196725
L-Concrete,concrete,0.12,0.002,0.05,1,2,0.9960545599326888
L-Concrete,concrete,0.12,0.0015,0.05,0,1,0.9870671955039276
L-Concrete,concrete,0.12,0.0015,0.05,0,2,0.981425203342807
L-Concrete,concrete,0.12,0.0015,0.05,1,2,0.9697377418779548
LSPIN,lspin_tf,0.22,0.014,0.025,0,1,0.979765383672877
LSPIN,lspin_tf,0.22,0.014,0.025,0,2,0.951044048268886
LSPIN,lspin_tf,0.22,0.014,0.025,1,2,0.987454749919661
LSPIN,lspin_tf,0.22,0.0105,0.025,0,1,0.9937437570844664
LSPIN,lspin_tf,0.22,0.0105,0.025,0,2,0.9922372248593798
LSPIN,lspin_tf,0.22,0.0105,0.025,1,2,0.99624090043166
LSPIN,lspin_tf,0.22,0.00875,0.025,0,1,0.9922748299635312
