model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,0.2,0.007,0.0,0,1,0.9824117446711296,0.9585304697106728
LSPIN,lspin_tf,0.2,0.007,0.0,0,2,0.9824270630382302,0.9584077696656924
LSPIN,lspin_tf,0.2,0.007,0.0,1,2,0.986583403977258,0.9652878613398468
LSPIN,lspin_tf,0.2,0.00525,0.0,0,1,0.9824117446711296,0.9585304697106728
LSPIN,lspin_tf,0.2,0.00525,0.0,0,2,0.980033217195941,0.9454012053520446
LSPIN,lspin_tf,0.2,0.00525,0.0,1,2,0.962792924679842,0.9120029420641642
L-LSPIN,lspin_tf,0.22,0.021,0.0,0,1,0.8099538098242969,0.7133246605350123
L-LSPIN,lspin_tf,0.22,0.021,0.0,0,2,0.9293481926306424,0.8555800840458915
L-LSPIN,lspin_tf,0.22,0.021,0.0,1,2,0.760548767985502,0.6528237264341448
L-LSPIN,lspin_tf,0.22,0.014,0.0,0,1,0.9311881819806948,0.8754318597474401
L-LSPIN,lspin_tf,0.22,0.014,0.0,0,2,0.9259206585368396,0.8702679008883875
L-LSPIN,lspin_tf,0.22,0.014,0.0,1,2,0.8694050887474268,0.7995710850584296
L-LSPIN,lspin_tf,0.22,0.0105,0.0,0,1,0.786291720453578,0.7241485680122066
L-LSPIN,lspin_tf,0.22,0.0105,0.0,0,2,0.7861978381381998,0.7354822924534693
L-LSPIN,lspin_tf,0.22,0.0105,0.0,1,2,0.9686881750797888,0.9348305813233196
L-LSPIN,lspin_tf,0.22,0.00875,0.0,0,1,0.9580845075402896,0.9190653919905556
L-LSPIN,lspin_tf,0.22,0.00875,0.0,0,2,0.9756841156892208,0.938509336781239
L-LSPIN,lspin_tf,0.22,0.00875,0.0,1,2,0.9475598394102962,0.9056710797169544
L-LSPIN,lspin_tf,0.22,0.007,0.0,0,1,0.51583456670908,0.6478108399211036
L-LSPIN,lspin_tf,0.22,0.007,0.0,0,2,0.5122953746918374,0.6300991326762094
L-LSPIN,lspin_tf,0.22,0.007,0.0,1,2,0.9689753365238886,0.9243586747060258
L-LSPIN,lspin_tf,0.2,0.021,0.0,0,1,0.753080579960213,0.6902545245146827
L-LSPIN,lspin_tf,0.2,0.021,0.0,0,2,0.7223947397086976,0.6700210425272024
L-LSPIN,lspin_tf,0.2,0.021,0.0,1,2,0.911169871226762,0.8255212434046331
L-LSPIN,lspin_tf,0.2,0.014,0.0,0,1,0.5331178000342914,0.5423092647840526
L-LSPIN,lspin_tf,0.2,0.014,0.0,0,2,0.8532400889482865,0.7551668143190957
L-LSPIN,lspin_tf,0.2,0.014,0.0,1,2,0.5654704467604402,0.5542271161326534
L-LSPIN,lspin_tf,0.2,0.0105,0.0,0,1,0.9077364702912594,0.8348533706587403
L-LSPIN,lspin_tf,0.2,0.0105,0.0,0,2,0.9438692039299278,0.9023595112764656
L-LSPIN,lspin_tf,0.2,0.0105,0.0,1,2,0.8764562725823539,0.8038425155213358
L-LSPIN,lspin_tf,0.2,0.00875,0.0,0,1,0.9116611574019656,0.8259233497547381
L-LSPIN,lspin_tf,0.2,0.00875,0.0,0,2,0.9600451703703784,0.9097778174362952
L-LSPIN,lspin_tf,0.2,0.00875,0.0,1,2,0.9249961070388024,0.8583356635663699
L-LSPIN,lspin_tf,0.2,0.007,0.0,0,1,0.9259893865489688,0.8487839528408884
L-LSPIN,lspin_tf,0.2,0.007,0.0,0,2,0.8930500646233738,0.8154379241134344
L-LSPIN,lspin_tf,0.2,0.007,0.0,1,2,0.9091687623298892,0.8356143046585045
Concrete,concrete,0.15,0.004,0.0,0,1,0.874893749900019,0.8323284139897634
Concrete,concrete,0.15,0.004,0.0,0,2,0.5703620672141876,0.6552883072870503
Concrete,concrete,0.15,0.004,0.0,1,2,0.553389871622019,0.6348098013639594
Concrete,concrete,0.15,0.003,0.0,0,1,0.9560172420381468,0.9082362480304996
Concrete,concrete,0.15,0.003,0.0,0,2,0.960231553864321,0.918795126005346
Concrete,concrete,0.15,0.003,0.0,1,2,0.9822963110759808,0.9584231800639128
Concrete,concrete,0.15,0.0025,0.0,0,1,0.9275809425894108,0.8710226680109607
Concrete,concrete,0.15,0.0025,0.0,0,2,0.9755836190663691,0.9442634034247454
Concrete,concrete,0.15,0.0025,0.0,1,2,0.937511013463799,0.8894476284527152
Concrete,concrete,0.15,0.002,0.0,0,1,0.9753180356638952,0.944521781799052
Concrete,concrete,0.15,0.002,0.0,0,2,0.926969578798095,0.8786473583436178
Concrete,concrete,0.15,0.002,0.0,1,2,0.9074480775608786,0.8359423051730435
Concrete,concrete,0.15,0.0015,0.0,0,1,0.9692924106379468,0.9241084220640268
Concrete,concrete,0.15,0.0015,0.0,0,2,0.9298935482804184,0.8708709143795246
Concrete,concrete,0.15,0.0015,0.0,1,2,0.9468306928876424,0.9027356126615892
Concrete,concrete,0.12,0.004,0.0,0,1,0.5136507500651861,0.6290482248783962
Concrete,concrete,0.12,0.004,0.0,0,2,0.6598053436667063,0.7123018280273601
Concrete,concrete,0.12,0.004,0.0,1,2,0.7324205953150388,0.7316254897947755
Concrete,concrete,0.12,0.003,0.0,0,1,0.9175941005331588,0.860018028953747
Concrete,concrete,0.12,0.003,0.0,0,2,0.9162355407388802,0.8560399312989659
Concrete,concrete,0.12,0.003,0.0,1,2,0.9551187742104216,0.9066890950822104
Concrete,concrete,0.12,0.0025,0.0,0,1,0.9539822458023908,0.9018732819490975
Concrete,concrete,0.12,0.0025,0.0,0,2,0.9086776897062182,0.8453436217282174
Concrete,concrete,0.12,0.0025,0.0,1,2,0.9193892886659262,0.8663899358955106
Concrete,concrete,0.12,0.002,0.0,0,1,0.9493901031029528,0.8875756905522727
Concrete,concrete,0.12,0.002,0.0,0,2,0.9329889858177446,0.8600619435975788
Concrete,concrete,0.12,0.002,0.0,1,2,0.9688273975879768,0.9243885374441052
Concrete,concrete,0.12,0.0015,0.0,0,1,0.9557066237768684,0.9090945910858218
Concrete,concrete,0.12,0.0015,0.0,0,2,0.9408362569043502,0.8909811143213022
Concrete,concrete,0.12,0.0015,0.0,1,2,0.945920746260186,0.8947773587994936
L-Concrete,concrete,0.15,0.004,0.0,0,1,0.787502141394449,0.7320416430254463
L-Concrete,concrete,0.15,0.004,0.0,0,2,0.6860809972019234,0.6839463518537857
L-Concrete,concrete,0.15,0.004,0.0,1,2,0.6327104415316283,0.6587542849491441
L-Concrete,concrete,0.15,0.003,0.0,0,1,0.5316508710578653,0.6231542680170157
L-Concrete,concrete,0.15,0.003,0.0,0,2,0.7119911068724426,0.7218731926675435
L-Concrete,concrete,0.15,0.003,0.0,1,2,0.4654018867710974,0.6247263887916514
L-Concrete,concrete,0.15,0.0025,0.0,0,1,0.8098495500562429,0.7586121061391565
L-Concrete,concrete,0.15,0.0025,0.0,0,2,0.4704213947051023,0.5828015379366405
L-Concrete,concrete,0.15,0.0025,0.0,1,2,0.419116276756097,0.511213181602869
L-Concrete,concrete,0.15,0.002,0.0,0,1,0.5368796743961906,0.6442402923845277
L-Concrete,concrete,0.15,0.002,0.0,0,2,0.8156648892663401,0.7487531339574177
L-Concrete,concrete,0.15,0.002,0.0,1,2,0.4883932310017668,0.5921966795722685
L-Concrete,concrete,0.15,0.0015,0.0,0,1,0.421839726248446,0.5079168120604765
L-Concrete,concrete,0.15,0.0015,0.0,0,2,0.6259166863755449,0.6667644267417525
L-Concrete,concrete,0.15,0.0015,0.0,1,2,0.4672027259395417,0.5551680490478048
L-Concrete,concrete,0.12,0.004,0.0,0,1,0.4760288402124261,0.6062531702388753
L-Concrete,concrete,0.12,0.004,0.0,0,2,0.5039620253303345,0.6034054747422442
L-Concrete,concrete,0.12,0.004,0.0,1,2,0.7832943611129297,0.7233084650375684
L-Concrete,concrete,0.12,0.003,0.0,0,1,0.4809587672594845,0.6068622081899762
L-Concrete,concrete,0.12,0.003,0.0,0,2,0.658788915049599,0.6813731160740409
L-Concrete,concrete,0.12,0.003,0.0,1,2,0.5405969589766287,0.6341311096922299
L-Concrete,concrete,0.12,0.0025,0.0,0,1,0.7396438907582562,0.6803313841055054
L-Concrete,concrete,0.12,0.0025,0.0,0,2,0.7862374033795746,0.7547970394257905
L-Concrete,concrete,0.12,0.0025,0.0,1,2,0.7742446066966118,0.7005936002065962
L-Concrete,concrete,0.12,0.002,0.0,0,1,0.5083984401269185,0.606505339164806
L-Concrete,concrete,0.12,0.002,0.0,0,2,0.5293927189269696,0.6856044303890191
L-Concrete,concrete,0.12,0.002,0.0,1,2,0.8977033544142595,0.84774673240314
L-Concrete,concrete,0.12,0.0015,0.0,0,1,0.9724653110191266,0.9588100718269112
L-Concrete,concrete,0.12,0.0015,0.0,0,2,0.498990396592631,0.6444871886231196
L-Concrete,concrete,0.12,0.0015,0.0,1,2,0.5259254457202609,0.683909773471863
LSPIN,lspin_tf,0.22,0.014,0.1,0,1,0.931671826758101,0.8740926734152138
LSPIN,lspin_tf,0.22,0.014,0.1,0,2,0.9533476103499512,0.9085626565931167
LSPIN,lspin_tf,0.22,0.014,0.1,1,2,0.9483178232447936,0.8943732974288513
LSPIN,lspin_tf,0.22,0.0105,0.1,0,1,0.95283849013234,0.9052939582993438
LSPIN,lspin_tf,0.22,0.0105,0.1,0,2,0.9670226392253805,0.9321063602949528
LSPIN,lspin_tf,0.22,0.0105,0.1,1,2,0.971548461440508,0.9427026955289194
LSPIN,lspin_tf,0.22,0.00875,0.1,0,1,0.9570990863594904,0.8972638379499619
LSPIN,lspin_tf,0.22,0.00875,0.1,0,2,0.9461805709557226,0.8892903066462521
LSPIN,lspin_tf,0.22,0.00875,0.1,1,2,0.9597359361496108,0.9071983997129626
LSPIN,lspin_tf,0.22,0.007,0.1,0,1,0.9755350490663736,0.944109196333274
LSPIN,lspin_tf,0.22,0.007,0.1,0,2,0.9715512787033336,0.943021160377652
LSPIN,lspin_tf,0.22,0.007,0.1,1,2,0.9727021811056212,0.9420895203767776
LSPIN,lspin_tf,0.22,0.00525,0.1,0,1,0.9798267437880552,0.9454588078395924
LSPIN,lspin_tf,0.22,0.00525,0.1,0,2,0.9891951665248356,0.9786118419974884
LSPIN,lspin_tf,0.22,0.00525,0.1,1,2,0.9691603740006356,0.9240708408649722
LSPIN,lspin_tf,0.2,0.014,0.1,0,1,0.976081212855642,0.9438040069987194
LSPIN,lspin_tf,0.2,0.014,0.1,0,2,0.982446261866093,0.958317126489164
LSPIN,lspin_tf,0.2,0.014,0.1,1,2,0.9717844628196806,0.9426454827530236
LSPIN,lspin_tf,0.2,0.0105,0.1,0,1,0.9733580079205412,0.9311195470102248
LSPIN,lspin_tf,0.2,0.0105,0.1,0,2,0.9733161150984464,0.9421977884171672
LSPIN,lspin_tf,0.2,0.0105,0.1,1,2,0.9733161150984464,0.9421977884171674
LSPIN,lspin_tf,0.2,0.00875,0.1,0,1,0.9823361054592886,0.958580807404036
LSPIN,lspin_tf,0.2,0.00875,0.1,0,2,0.9757451413758575,0.944142766195779
LSPIN,lspin_tf,0.2,0.00875,0.1,1,2,0.971635179144417,0.9373404362125504
LSPIN,lspin_tf,0.2,0.007,0.1,0,1,0.965574831996087,0.927885571951801
LSPIN,lspin_tf,0.2,0.007,0.1,0,2,0.9452045236725124,0.8917379004846614
LSPIN,lspin_tf,0.2,0.007,0.1,1,2,0.9759078978686528,0.9440075373227598
LSPIN,lspin_tf,0.2,0.00525,0.1,0,1,0.9650895789857104,0.9227364509787258
LSPIN,lspin_tf,0.2,0.00525,0.1,0,2,0.971635179144417,0.93734043621255
LSPIN,lspin_tf,0.2,0.00525,0.1,1,2,0.9718140080330836,0.9427916511076438
L-LSPIN,lspin_tf,0.22,0.021,0.1,0,1,0.907074616268168,0.8391182086528274
L-LSPIN,lspin_tf,0.22,0.021,0.1,0,2,0.9783766402538788,0.9624539768938756
L-LSPIN,lspin_tf,0.22,0.021,0.1,1,2,0.9040013688667228,0.8238054181736297
L-LSPIN,lspin_tf,0.22,0.014,0.1,0,1,0.9757937247492414,0.9438377825156608
L-LSPIN,lspin_tf,0.22,0.014,0.1,0,2,0.9786136217030008,0.9625648082920012
L-LSPIN,lspin_tf,0.22,0.014,0.1,1,2,0.9546690563541168,0.9141863126638776
L-LSPIN,lspin_tf,0.22,0.0105,0.1,0,1,0.9603764264457756,0.917341588254323
L-LSPIN,lspin_tf,0.22,0.0105,0.1,0,2,0.968076723379065,0.9489985106151816
L-LSPIN,lspin_tf,0.22,0.0105,0.1,1,2,0.9467450741839832,0.8943857694905054
L-LSPIN,lspin_tf,0.22,0.00875,0.1,0,1,1.0,1.0
L-LSPIN,lspin_tf,0.22,0.00875,0.1,0,2,0.9826317825039314,0.9580108589225432
L-LSPIN,lspin_tf,0.22,0.00875,0.1,1,2,0.9826317825039314,0.9580108589225432
L-LSPIN,lspin_tf,0.22,0.007,0.1,0,1,0.9931533191038248,0.9798756347879918
L-LSPIN,lspin_tf,0.22,0.007,0.1,0,2,0.9864345820145874,0.9598043885016468
L-LSPIN,lspin_tf,0.22,0.007,0.1,1,2,0.9931533191038248,0.979875634787992
L-LSPIN,lspin_tf,0.2,0.021,0.1,0,1,0.9193345837593512,0.8588389430296234
L-LSPIN,lspin_tf,0.2,0.021,0.1,0,2,0.7891832458338754,0.740637477837533
L-LSPIN,lspin_tf,0.2,0.021,0.1,1,2,0.7947639968632622,0.7417594451424833
L-LSPIN,lspin_tf,0.2,0.014,0.1,0,1,0.9758742223633065,0.9437649608272108
L-LSPIN,lspin_tf,0.2,0.014,0.1,0,2,0.967727260143653,0.9220271142945816
L-LSPIN,lspin_tf,0.2,0.014,0.1,1,2,0.969377473366965,0.9240139384138364
L-LSPIN,lspin_tf,0.2,0.0105,0.1,0,1,0.95728581670756,0.9370468611991848
L-LSPIN,lspin_tf,0.2,0.0105,0.1,0,2,0.95728581670756,0.9370468611991848
L-LSPIN,lspin_tf,0.2,0.0105,0.1,1,2,1.0,1.0
L-LSPIN,lspin_tf,0.2,0.00875,0.1,0,1,0.9649306930799528,0.9283342159375508
L-LSPIN,lspin_tf,0.2,0.00875,0.1,0,2,0.9758469974012854,0.9383296499739572
L-LSPIN,lspin_tf,0.2,0.00875,0.1,1,2,0.9543728665087866,0.9074259088332371
L-LSPIN,lspin_tf,0.2,0.007,0.1,0,1,0.9472174012995914,0.9260166280479888
L-LSPIN,lspin_tf,0.2,0.007,0.1,0,2,0.9715785095241622,0.9431618407851488
L-LSPIN,lspin_tf,0.2,0.007,0.1,1,2,0.9611807880100818,0.9289445334183676
Concrete,concrete,0.15,0.004,0.1,0,1,0.9347634844195242,0.8708780741568507
Concrete,concrete,0.15,0.004,0.1,0,2,0.9730562347763794,0.9354504449129784
Concrete,concrete,0.15,0.004,0.1,1,2,0.961395153660475,0.9289029609051028
Concrete,concrete,0.15,0.003,0.1,0,1,0.934824690957845,0.8852799423995548
Concrete,concrete,0.15,0.003,0.1,0,2,0.9468139612111578,0.8943063881621369
Concrete,concrete,0.15,0.003,0.1,1,2,0.946017838446962,0.9005449704680129
Concrete,concrete,0.15,0.0025,0.1,0,1,0.9428561829262764,0.8869661670706575
Concrete,concrete,0.15,0.0025,0.1,0,2,0.9239241704593338,0.8443348667967012
Concrete,concrete,0.15,0.0025,0.1,1,2,0.9546690563541168,0.9141863126638776
Concrete,concrete,0.15,0.002,0.1,0,1,0.922034728830928,0.8598087182786406
Concrete,concrete,0.15,0.002,0.1,0,2,0.9587308903772378,0.9157772034461475
Concrete,concrete,0.15,0.002,0.1,1,2,0.9274174687615336,0.8515073635039099
Concrete,concrete,0.15,0.0015,0.1,0,1,0.9548091488137102,0.9146656845638832
Concrete,concrete,0.15,0.0015,0.1,0,2,0.9870011211359716,0.96512100380185
Concrete,concrete,0.15,0.0015,0.1,1,2,0.95484655222654,0.9087757130840391
Concrete,concrete,0.12,0.004,0.1,0,1,0.9165970443075616,0.8337465795931533
Concrete,concrete,0.12,0.004,0.1,0,2,0.9592708504034394,0.916989357948909
Concrete,concrete,0.12,0.004,0.1,1,2,0.9383246470572262,0.8819488255903032
Concrete,concrete,0.12,0.003,0.1,0,1,0.9362905561841748,0.8686141765977504
Concrete,concrete,0.12,0.003,0.1,0,2,0.979400095497772,0.9558713786809404
Concrete,concrete,0.12,0.003,0.1,1,2,0.9286850197013145,0.8592055706370032
Concrete,concrete,0.12,0.0025,0.1,0,1,0.9784345115031386,0.9570863527352488
Concrete,concrete,0.12,0.0025,0.1,0,2,0.9867304289322436,0.9651971062022268
Concrete,concrete,0.12,0.0025,0.1,1,2,0.9654260717133684,0.9223877466207944
