model_family,gate_type,predictor,gate_sigma,lambda_sparse,lambda_sample_smooth,temperature,patience,gating_hidden_dim,gate_hidden_dropout_p,risk_hidden_dims,risk_dropout_p,lspin_init_bias,gate_weight_decay,seed,rep_id,global_cfg_idx,phase,test_cindex,best_val_cindex,best_epoch,mean_Ksoft,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
Concrete,concrete,mlp,0.15,0.002,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,920123,0,92,1,0.7112528560548362,0.7567954220314735,0,243.0820770263672,237.9884185791016,0.9868599941714988,2150.0,924.0,964.9481254072698
Concrete,concrete,mlp,0.15,0.002,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,920124,1,92,1,0.7094440213252095,0.778969957081545,0,246.7232208251953,239.84556579589844,0.9885666701699968,2393.0,953.0,1017.625603158221
Concrete,concrete,mlp,0.15,0.002,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,920125,2,92,1,0.7187738004569688,0.7782546494992847,2,153.87481689453125,153.63706970214844,0.9594982988459284,827.0,503.0,454.8773767408978
Concrete,concrete,mlp,0.15,0.0015,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,960123,0,96,1,0.7177265803503428,0.7675250357653791,1,233.06944274902344,232.0733642578125,0.9780812894638032,1321.0,763.0,703.3283815771595
Concrete,concrete,mlp,0.15,0.0015,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,960124,1,96,1,0.6984006092916984,0.8140200286123033,1,194.8977203369141,194.04632568359372,0.9697783491465912,1446.0,638.0,612.737644747638
Concrete,concrete,mlp,0.15,0.0015,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,960125,2,96,1,0.6933549124143183,0.7954220314735336,0,276.6148376464844,270.33203125,0.9814775888644006,2328.0,1075.0,1088.383256676855
Concrete,concrete,mlp,0.12,0.004,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1000123,0,100,1,0.7127760853008378,0.8125894134477826,0,83.72401428222656,80.98069763183594,0.9648961205218248,1184.0,313.0,400.71141271852247
Concrete,concrete,mlp,0.12,0.004,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1000124,1,100,1,0.7146801218583397,0.7503576537911302,1,73.27813720703125,73.01158142089844,0.948107308866754,523.0,248.0,246.1988447899205
Concrete,concrete,mlp,0.12,0.004,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1000125,2,100,1,0.7256283320639756,0.7725321888412017,2,60.436073303222656,60.37065505981445,0.9077465347387456,298.0,179.0,171.00817502392562
Concrete,concrete,mlp,0.12,0.003,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1040123,0,104,1,0.7065879664889566,0.7825464949928469,0,148.4005584716797,144.2741241455078,0.9836312675814392,1587.0,615.0,689.5062497560648
Concrete,concrete,mlp,0.12,0.003,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1040124,1,104,1,0.7266755521706016,0.7804005722460658,2,105.5354995727539,105.50579071044922,0.955324145432152,486.0,297.0,274.08424834821056
Concrete,concrete,mlp,0.12,0.003,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1040125,2,104,1,0.7018278750952018,0.7775393419170243,2,76.21214294433594,76.10810852050781,0.9212970376822572,449.0,251.0,230.69007439148933
Concrete,concrete,mlp,0.12,0.0025,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1080123,0,108,1,0.7166793602437167,0.8025751072961373,3,107.85096740722656,107.76448059082033,0.9519321983588054,584.0,343.0,312.4919478108571
Concrete,concrete,mlp,0.12,0.0025,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1080124,1,108,1,0.7404798172124905,0.7560801144492132,2,92.42504119873048,92.2934341430664,0.9383856397717164,560.0,294.0,284.6491368113035
Concrete,concrete,mlp,0.12,0.0025,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1080125,2,108,1,0.7204874333587205,0.7675250357653791,2,105.53771209716795,105.37837982177734,0.9338278279225856,576.0,324.0,301.4807165913917
Concrete,concrete,mlp,0.12,0.002,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1120123,0,112,1,0.7184881949733435,0.8004291845493562,1,181.965087890625,181.35520935058597,0.9545896488797572,930.0,521.0,490.1662135054414
Concrete,concrete,mlp,0.12,0.002,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1120124,1,112,1,0.7038271134805788,0.7575107296137339,0,322.16534423828125,316.11968994140625,0.987306116141842,2564.0,1223.0,1206.0456175807692
Concrete,concrete,mlp,0.12,0.002,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1120125,2,112,1,0.7153465346534653,0.771101573676681,1,166.42127990722656,165.8918914794922,0.95927810508392,1102.0,530.0,504.2607324169067
Concrete,concrete,mlp,0.12,0.0015,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1160123,0,116,1,0.7058263518659559,0.801859799713877,0,339.31890869140625,332.84942626953125,0.9871786494293124,2660.0,1155.0,1156.364793433685
Concrete,concrete,mlp,0.12,0.0015,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1160124,1,116,1,0.7364813404417365,0.765379113018598,2,180.4282989501953,180.0308837890625,0.9695086546555216,942.0,583.0,518.0898849882211
