family,gate_sigma,selection,model_family,lambda_sparse,lambda_sample_smooth,mean_test_c,std_test_c,mean_Khard,std_Khard,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,n_runs,mean_Ksoft,std_Ksoft,band_dist,khard_gap_abs,khard_gap_rel
Concrete,0.12,nosmooth,Concrete,0.0015,0.0,0.7220820639756284,0.010545363025806245,237.16827519734701,44.49406302223676,0.9750444768914343,0.009713250789782793,1497.8333333333333,763.5,12,239.07428995768228,46.760507125458005,162.83172480265299,,
Concrete,0.12,smooth,Concrete,0.0015,0.05,0.711030718456461,0.012324823925843158,270.8101641337077,49.394681270361396,0.9791006965119978,0.006766874870260749,1240.9166666666667,730.4166666666666,12,272.07397206624347,49.18958860213876,,33.64188893636069,0.14184818314493106
L-Concrete,0.12,nosmooth,L-Concrete,0.003,0.0,0.6973930566133536,0.011152287187237115,442.18951416015625,101.99164709477171,0.9897360107392673,0.004380737574391622,1363.8333333333333,1054.4166666666667,12,442.3514455159505,102.14291442904013,0.0,,
L-Concrete,0.15,smooth,L-Concrete,0.004,0.025,0.6968297791317593,0.03181314834411386,527.1708399454752,50.87194152602929,0.9920624132278615,0.0026940041402782437,1256.75,1063.25,12,527.326291402181,50.91480886425954,,84.98132578531897,0.192183041578276
L-LSPIN,0.2,nosmooth,L-LSPIN,0.007,0.0,0.6965600406194467,0.023997774239226582,429.5067596435547,124.68735442849909,0.9883060931731046,0.004591216289474131,907.6666666666666,787.3333333333334,12,429.5025278727214,124.6778728616139,0.0,,
L-LSPIN,0.22,smooth,L-LSPIN,0.014,0.1,0.7096502919522721,0.017136609491987427,463.2972997029622,61.82612071850384,0.9914354594777812,0.0020169229469058137,886.0,854.6666666666666,12,463.29146575927734,61.82877184523125,,33.79054005940753,0.0786728946651506
LSPIN,0.2,nosmooth,LSPIN,0.00525,0.0,0.7203525641025642,0.009758278829330424,253.03410466512045,51.93508101065042,0.9818881003989604,0.006215606021546107,764.6666666666666,559.0,12,253.03807957967123,51.928396225310976,0.0,,
LSPIN,0.2,smooth,LSPIN,0.007,0.1,0.7202256283320639,0.010567841468393986,289.3729082743327,23.237504603153567,0.9862018662936212,0.0019961215025124223,644.0833333333334,596.8333333333334,12,289.3729756673177,23.23652019448218,,36.33880360921225,0.14361227573375954
