histology,n_test,cindex,model_family,gate_sigma,lambda_sparse,lambda_sample_smooth,seed
kidneyclearcellrenalcarcinoma,156,0.6569154656915466,L-Concrete,0.15,0.003,0.0,1240124
kidneypapillaryrenalcellcarcinoma,84,0.7158218125960062,L-Concrete,0.15,0.003,0.0,1240124
kidneychromophobe,19,0.6619718309859155,L-Concrete,0.15,0.003,0.0,1240125
kidneyclearcellrenalcarcinoma,156,0.6592815659281566,L-Concrete,0.15,0.003,0.0,1240125
kidneypapillaryrenalcellcarcinoma,84,0.7465437788018433,L-Concrete,0.15,0.003,0.0,1240125
kidneychromophobe,19,0.8169014084507042,L-Concrete,0.15,0.0025,0.0,1280123
kidneyclearcellrenalcarcinoma,156,0.6616476661647667,L-Concrete,0.15,0.0025,0.0,1280123
kidneypapillaryrenalcellcarcinoma,84,0.6589861751152074,L-Concrete,0.15,0.0025,0.0,1280123
kidneychromophobe,19,0.6197183098591549,L-Concrete,0.15,0.0025,0.0,1280124
kidneyclearcellrenalcarcinoma,156,0.6657345665734566,L-Concrete,0.15,0.0025,0.0,1280124
kidneypapillaryrenalcellcarcinoma,84,0.6651305683563749,L-Concrete,0.15,0.0025,0.0,1280124
kidneychromophobe,19,0.8028169014084507,L-Concrete,0.15,0.0025,0.0,1280125
kidneyclearcellrenalcarcinoma,156,0.6317487631748763,L-Concrete,0.15,0.0025,0.0,1280125
kidneypapillaryrenalcellcarcinoma,84,0.7926267281105991,L-Concrete,0.15,0.0025,0.0,1280125
kidneychromophobe,19,0.704225352112676,L-Concrete,0.15,0.002,0.0,1320123
kidneyclearcellrenalcarcinoma,156,0.697354269735427,L-Concrete,0.15,0.002,0.0,1320123
kidneypapillaryrenalcellcarcinoma,84,0.6989247311827957,L-Concrete,0.15,0.002,0.0,1320123
kidneychromophobe,19,0.7605633802816901,L-Concrete,0.15,0.002,0.0,1320124
kidneyclearcellrenalcarcinoma,156,0.5812002581200258,L-Concrete,0.15,0.002,0.0,1320124
kidneypapillaryrenalcellcarcinoma,84,0.706605222734255,L-Concrete,0.15,0.002,0.0,1320124
kidneychromophobe,19,0.6619718309859155,L-Concrete,0.15,0.002,0.0,1320125
kidneyclearcellrenalcarcinoma,156,0.6681006668100666,L-Concrete,0.15,0.002,0.0,1320125
kidneypapillaryrenalcellcarcinoma,84,0.7956989247311828,L-Concrete,0.15,0.002,0.0,1320125
kidneychromophobe,19,0.8309859154929577,L-Concrete,0.15,0.0015,0.0,1360123
kidneyclearcellrenalcarcinoma,156,0.6448698644869865,L-Concrete,0.15,0.0015,0.0,1360123
kidneypapillaryrenalcellcarcinoma,84,0.7480798771121352,L-Concrete,0.15,0.0015,0.0,1360123
kidneychromophobe,19,0.7183098591549296,L-Concrete,0.15,0.0015,0.0,1360124
kidneyclearcellrenalcarcinoma,156,0.6560550656055065,L-Concrete,0.15,0.0015,0.0,1360124
kidneypapillaryrenalcellcarcinoma,84,0.7419354838709677,L-Concrete,0.15,0.0015,0.0,1360124
kidneychromophobe,19,0.704225352112676,L-Concrete,0.15,0.0015,0.0,1360125
kidneyclearcellrenalcarcinoma,156,0.6287373628737363,L-Concrete,0.15,0.0015,0.0,1360125
kidneypapillaryrenalcellcarcinoma,84,0.7081413210445469,L-Concrete,0.15,0.0015,0.0,1360125
kidneychromophobe,19,0.676056338028169,L-Concrete,0.12,0.004,0.0,1400123
kidneyclearcellrenalcarcinoma,156,0.6392772639277264,L-Concrete,0.12,0.004,0.0,1400123
kidneypapillaryrenalcellcarcinoma,84,0.8202764976958525,L-Concrete,0.12,0.004,0.0,1400123
kidneychromophobe,19,0.8309859154929577,L-Concrete,0.12,0.004,0.0,1400124
kidneyclearcellrenalcarcinoma,156,0.6496020649602064,L-Concrete,0.12,0.004,0.0,1400124
kidneypapillaryrenalcellcarcinoma,84,0.6328725038402457,L-Concrete,0.12,0.004,0.0,1400124
kidneychromophobe,19,0.8028169014084507,L-Concrete,0.12,0.004,0.0,1400125
kidneyclearcellrenalcarcinoma,156,0.6612174661217466,L-Concrete,0.12,0.004,0.0,1400125
kidneypapillaryrenalcellcarcinoma,84,0.620583717357911,L-Concrete,0.12,0.004,0.0,1400125
kidneychromophobe,19,0.7746478873239436,L-Concrete,0.12,0.003,0.0,1440123
kidneyclearcellrenalcarcinoma,156,0.6685308668530867,L-Concrete,0.12,0.003,0.0,1440123
kidneypapillaryrenalcellcarcinoma,84,0.7588325652841782,L-Concrete,0.12,0.003,0.0,1440123
kidneychromophobe,19,0.6619718309859155,L-Concrete,0.12,0.003,0.0,1440124
kidneyclearcellrenalcarcinoma,156,0.6648741664874166,L-Concrete,0.12,0.003,0.0,1440124
kidneypapillaryrenalcellcarcinoma,84,0.8033794162826421,L-Concrete,0.12,0.003,0.0,1440124
kidneychromophobe,19,0.6901408450704225,L-Concrete,0.12,0.003,0.0,1440125
kidneyclearcellrenalcarcinoma,156,0.6487416648741665,L-Concrete,0.12,0.003,0.0,1440125
kidneypapillaryrenalcellcarcinoma,84,0.8218125960061444,L-Concrete,0.12,0.003,0.0,1440125
kidneychromophobe,19,0.7605633802816901,L-Concrete,0.12,0.0025,0.0,1480123
kidneyclearcellrenalcarcinoma,156,0.6388470638847064,L-Concrete,0.12,0.0025,0.0,1480123
kidneypapillaryrenalcellcarcinoma,84,0.7665130568356375,L-Concrete,0.12,0.0025,0.0,1480123
kidneychromophobe,19,0.5915492957746479,L-Concrete,0.12,0.0025,0.0,1480124
kidneyclearcellrenalcarcinoma,156,0.6685308668530867,L-Concrete,0.12,0.0025,0.0,1480124
kidneypapillaryrenalcellcarcinoma,84,0.8325652841781874,L-Concrete,0.12,0.0025,0.0,1480124
kidneychromophobe,19,0.7323943661971831,L-Concrete,0.12,0.0025,0.0,1480125
kidneyclearcellrenalcarcinoma,156,0.6726177672617767,L-Concrete,0.12,0.0025,0.0,1480125
kidneypapillaryrenalcellcarcinoma,84,0.738863287250384,L-Concrete,0.12,0.0025,0.0,1480125
kidneychromophobe,19,0.7323943661971831,L-Concrete,0.12,0.002,0.0,1520123
kidneyclearcellrenalcarcinoma,156,0.6588513658851366,L-Concrete,0.12,0.002,0.0,1520123
kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,L-Concrete,0.12,0.002,0.0,1520123
kidneychromophobe,19,0.7183098591549296,L-Concrete,0.12,0.002,0.0,1520124
kidneyclearcellrenalcarcinoma,156,0.6371262637126264,L-Concrete,0.12,0.002,0.0,1520124
kidneypapillaryrenalcellcarcinoma,84,0.7373271889400922,L-Concrete,0.12,0.002,0.0,1520124
kidneychromophobe,19,0.943661971830986,L-Concrete,0.12,0.002,0.0,1520125
kidneyclearcellrenalcarcinoma,156,0.6541191654119165,L-Concrete,0.12,0.002,0.0,1520125
kidneypapillaryrenalcellcarcinoma,84,0.685099846390169,L-Concrete,0.12,0.002,0.0,1520125
kidneychromophobe,19,0.7746478873239436,L-Concrete,0.12,0.0015,0.0,1560123
kidneyclearcellrenalcarcinoma,156,0.6605721660572166,L-Concrete,0.12,0.0015,0.0,1560123
kidneypapillaryrenalcellcarcinoma,84,0.717357910906298,L-Concrete,0.12,0.0015,0.0,1560123
kidneychromophobe,19,0.8450704225352113,L-Concrete,0.12,0.0015,0.0,1560124
kidneyclearcellrenalcarcinoma,156,0.6513228651322865,L-Concrete,0.12,0.0015,0.0,1560124
kidneypapillaryrenalcellcarcinoma,84,0.7741935483870968,L-Concrete,0.12,0.0015,0.0,1560124
kidneychromophobe,19,0.7746478873239436,L-Concrete,0.12,0.0015,0.0,1560125
kidneyclearcellrenalcarcinoma,156,0.6145407614540761,L-Concrete,0.12,0.0015,0.0,1560125
kidneypapillaryrenalcellcarcinoma,84,0.6912442396313364,L-Concrete,0.12,0.0015,0.0,1560125
kidneychromophobe,19,0.7605633802816901,LSPIN,0.22,0.014,0.1,30123
kidneyclearcellrenalcarcinoma,156,0.6900408690040869,LSPIN,0.22,0.014,0.1,30123
kidneypapillaryrenalcellcarcinoma,84,0.7772657450076805,LSPIN,0.22,0.014,0.1,30123
kidneychromophobe,19,0.7464788732394366,LSPIN,0.22,0.014,0.1,30124
kidneyclearcellrenalcarcinoma,156,0.699290169929017,LSPIN,0.22,0.014,0.1,30124
kidneypapillaryrenalcellcarcinoma,84,0.7357910906298003,LSPIN,0.22,0.014,0.1,30124
kidneychromophobe,19,0.6901408450704225,LSPIN,0.22,0.014,0.1,30125
kidneyclearcellrenalcarcinoma,156,0.6865992686599268,LSPIN,0.22,0.014,0.1,30125
kidneypapillaryrenalcellcarcinoma,84,0.7204301075268817,LSPIN,0.22,0.014,0.1,30125
kidneychromophobe,19,0.647887323943662,LSPIN,0.22,0.0105,0.1,70123
kidneyclearcellrenalcarcinoma,156,0.6848784684878468,LSPIN,0.22,0.0105,0.1,70123
kidneypapillaryrenalcellcarcinoma,84,0.815668202764977,LSPIN,0.22,0.0105,0.1,70123
kidneychromophobe,19,0.6197183098591549,LSPIN,0.22,0.0105,0.1,70124
kidneyclearcellrenalcarcinoma,156,0.6917616691761669,LSPIN,0.22,0.0105,0.1,70124
kidneypapillaryrenalcellcarcinoma,84,0.7342549923195084,LSPIN,0.22,0.0105,0.1,70124
kidneychromophobe,19,0.6901408450704225,LSPIN,0.22,0.0105,0.1,70125
kidneyclearcellrenalcarcinoma,156,0.694773069477307,LSPIN,0.22,0.0105,0.1,70125
kidneypapillaryrenalcellcarcinoma,84,0.7972350230414746,LSPIN,0.22,0.0105,0.1,70125
kidneychromophobe,19,0.6619718309859155,LSPIN,0.22,0.00875,0.1,110123
kidneyclearcellrenalcarcinoma,156,0.6874596687459669,LSPIN,0.22,0.00875,0.1,110123
kidneypapillaryrenalcellcarcinoma,84,0.7910906298003072,LSPIN,0.22,0.00875,0.1,110123
kidneychromophobe,19,0.676056338028169,LSPIN,0.22,0.00875,0.1,110124
kidneyclearcellrenalcarcinoma,156,0.6661647666164766,LSPIN,0.22,0.00875,0.1,110124
kidneypapillaryrenalcellcarcinoma,84,0.7342549923195084,LSPIN,0.22,0.00875,0.1,110124
kidneychromophobe,19,0.6901408450704225,LSPIN,0.22,0.00875,0.1,110125
kidneyclearcellrenalcarcinoma,156,0.6586362658636266,LSPIN,0.22,0.00875,0.1,110125
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,LSPIN,0.22,0.00875,0.1,110125
kidneychromophobe,19,0.704225352112676,LSPIN,0.22,0.007,0.1,150123
kidneyclearcellrenalcarcinoma,156,0.6760593676059368,LSPIN,0.22,0.007,0.1,150123
kidneypapillaryrenalcellcarcinoma,84,0.7557603686635944,LSPIN,0.22,0.007,0.1,150123
kidneychromophobe,19,0.6901408450704225,LSPIN,0.22,0.007,0.1,150124
kidneyclearcellrenalcarcinoma,156,0.6696063669606367,LSPIN,0.22,0.007,0.1,150124
kidneypapillaryrenalcellcarcinoma,84,0.7772657450076805,LSPIN,0.22,0.007,0.1,150124
kidneychromophobe,19,0.6901408450704225,LSPIN,0.22,0.007,0.1,150125
kidneyclearcellrenalcarcinoma,156,0.6762744676274468,LSPIN,0.22,0.007,0.1,150125
kidneypapillaryrenalcellcarcinoma,84,0.7987711213517665,LSPIN,0.22,0.007,0.1,150125
kidneychromophobe,19,0.7464788732394366,LSPIN,0.22,0.00525,0.1,190123
kidneyclearcellrenalcarcinoma,156,0.6863841686384169,LSPIN,0.22,0.00525,0.1,190123
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.22,0.00525,0.1,190123
kidneychromophobe,19,0.6901408450704225,LSPIN,0.22,0.00525,0.1,190124
kidneyclearcellrenalcarcinoma,156,0.6846633684663368,LSPIN,0.22,0.00525,0.1,190124
kidneypapillaryrenalcellcarcinoma,84,0.7542242703533026,LSPIN,0.22,0.00525,0.1,190124
kidneychromophobe,19,0.6901408450704225,LSPIN,0.22,0.00525,0.1,190125
kidneyclearcellrenalcarcinoma,156,0.6825123682512368,LSPIN,0.22,0.00525,0.1,190125
kidneypapillaryrenalcellcarcinoma,84,0.7357910906298003,LSPIN,0.22,0.00525,0.1,190125
kidneychromophobe,19,0.676056338028169,LSPIN,0.2,0.014,0.1,230123
kidneyclearcellrenalcarcinoma,156,0.6902559690255969,LSPIN,0.2,0.014,0.1,230123
kidneypapillaryrenalcellcarcinoma,84,0.7665130568356375,LSPIN,0.2,0.014,0.1,230123
kidneychromophobe,19,0.6619718309859155,LSPIN,0.2,0.014,0.1,230124
kidneyclearcellrenalcarcinoma,156,0.6691761669176167,LSPIN,0.2,0.014,0.1,230124
kidneypapillaryrenalcellcarcinoma,84,0.7788018433179723,LSPIN,0.2,0.014,0.1,230124
kidneychromophobe,19,0.647887323943662,LSPIN,0.2,0.014,0.1,230125
kidneyclearcellrenalcarcinoma,156,0.696493869649387,LSPIN,0.2,0.014,0.1,230125
kidneypapillaryrenalcellcarcinoma,84,0.7235023041474654,LSPIN,0.2,0.014,0.1,230125
kidneychromophobe,19,0.6619718309859155,LSPIN,0.2,0.0105,0.1,270123
kidneyclearcellrenalcarcinoma,156,0.696708969670897,LSPIN,0.2,0.0105,0.1,270123
kidneypapillaryrenalcellcarcinoma,84,0.7864823348694316,LSPIN,0.2,0.0105,0.1,270123
kidneychromophobe,19,0.676056338028169,LSPIN,0.2,0.0105,0.1,270124
kidneyclearcellrenalcarcinoma,156,0.6844482684448269,LSPIN,0.2,0.0105,0.1,270124
kidneypapillaryrenalcellcarcinoma,84,0.8125960061443932,LSPIN,0.2,0.0105,0.1,270124
kidneychromophobe,19,0.6197183098591549,LSPIN,0.2,0.0105,0.1,270125
kidneyclearcellrenalcarcinoma,156,0.6810066681006668,LSPIN,0.2,0.0105,0.1,270125
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,LSPIN,0.2,0.0105,0.1,270125
kidneychromophobe,19,0.676056338028169,LSPIN,0.2,0.00875,0.1,310123
kidneyclearcellrenalcarcinoma,156,0.6769197676919768,LSPIN,0.2,0.00875,0.1,310123
kidneypapillaryrenalcellcarcinoma,84,0.7956989247311828,LSPIN,0.2,0.00875,0.1,310123
kidneychromophobe,19,0.6901408450704225,LSPIN,0.2,0.00875,0.1,310124
kidneyclearcellrenalcarcinoma,156,0.6724026672402668,LSPIN,0.2,0.00875,0.1,310124
kidneypapillaryrenalcellcarcinoma,84,0.7465437788018433,LSPIN,0.2,0.00875,0.1,310124
kidneychromophobe,19,0.7464788732394366,LSPIN,0.2,0.00875,0.1,310125
kidneyclearcellrenalcarcinoma,156,0.6683157668315767,LSPIN,0.2,0.00875,0.1,310125
kidneypapillaryrenalcellcarcinoma,84,0.8141321044546851,LSPIN,0.2,0.00875,0.1,310125
kidneychromophobe,19,0.6901408450704225,LSPIN,0.2,0.007,0.1,350123
kidneyclearcellrenalcarcinoma,156,0.6810066681006668,LSPIN,0.2,0.007,0.1,350123
kidneypapillaryrenalcellcarcinoma,84,0.8172043010752689,LSPIN,0.2,0.007,0.1,350123
kidneychromophobe,19,0.676056338028169,LSPIN,0.2,0.007,0.1,350124
kidneyclearcellrenalcarcinoma,156,0.6816519681651968,LSPIN,0.2,0.007,0.1,350124
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,LSPIN,0.2,0.007,0.1,350124
kidneychromophobe,19,0.647887323943662,LSPIN,0.2,0.007,0.1,350125
kidneyclearcellrenalcarcinoma,156,0.7048827704882771,LSPIN,0.2,0.007,0.1,350125
kidneypapillaryrenalcellcarcinoma,84,0.7434715821812596,LSPIN,0.2,0.007,0.1,350125
kidneychromophobe,19,0.6619718309859155,LSPIN,0.2,0.00525,0.1,390123
kidneyclearcellrenalcarcinoma,156,0.6878898687889868,LSPIN,0.2,0.00525,0.1,390123
kidneypapillaryrenalcellcarcinoma,84,0.7910906298003072,LSPIN,0.2,0.00525,0.1,390123
kidneychromophobe,19,0.704225352112676,LSPIN,0.2,0.00525,0.1,390124
kidneyclearcellrenalcarcinoma,156,0.6706818670681867,LSPIN,0.2,0.00525,0.1,390124
kidneypapillaryrenalcellcarcinoma,84,0.8125960061443932,LSPIN,0.2,0.00525,0.1,390124
kidneychromophobe,19,0.6338028169014085,LSPIN,0.2,0.00525,0.1,390125
kidneyclearcellrenalcarcinoma,156,0.6827274682727468,LSPIN,0.2,0.00525,0.1,390125
kidneypapillaryrenalcellcarcinoma,84,0.7419354838709677,LSPIN,0.2,0.00525,0.1,390125
kidneychromophobe,19,0.7464788732394366,L-LSPIN,0.22,0.021,0.1,430123
kidneyclearcellrenalcarcinoma,156,0.6143256614325662,L-LSPIN,0.22,0.021,0.1,430123
kidneypapillaryrenalcellcarcinoma,84,0.6943164362519201,L-LSPIN,0.22,0.021,0.1,430123
kidneychromophobe,19,0.704225352112676,L-LSPIN,0.22,0.021,0.1,430124
kidneyclearcellrenalcarcinoma,156,0.6149709614970962,L-LSPIN,0.22,0.021,0.1,430124
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,L-LSPIN,0.22,0.021,0.1,430124
kidneychromophobe,19,0.676056338028169,L-LSPIN,0.22,0.021,0.1,430125
kidneyclearcellrenalcarcinoma,156,0.6588513658851366,L-LSPIN,0.22,0.021,0.1,430125
kidneypapillaryrenalcellcarcinoma,84,0.7895545314900153,L-LSPIN,0.22,0.021,0.1,430125
kidneychromophobe,19,0.7605633802816901,L-LSPIN,0.22,0.014,0.1,470123
kidneyclearcellrenalcarcinoma,156,0.6663798666379867,L-LSPIN,0.22,0.014,0.1,470123
kidneypapillaryrenalcellcarcinoma,84,0.7880184331797235,L-LSPIN,0.22,0.014,0.1,470123
kidneychromophobe,19,0.7183098591549296,L-LSPIN,0.22,0.014,0.1,470124
kidneyclearcellrenalcarcinoma,156,0.6569154656915466,L-LSPIN,0.22,0.014,0.1,470124
kidneypapillaryrenalcellcarcinoma,84,0.8279569892473119,L-LSPIN,0.22,0.014,0.1,470124
kidneychromophobe,19,0.6619718309859155,L-LSPIN,0.22,0.014,0.1,470125
kidneyclearcellrenalcarcinoma,156,0.6123897612389761,L-LSPIN,0.22,0.014,0.1,470125
kidneypapillaryrenalcellcarcinoma,84,0.8033794162826421,L-LSPIN,0.22,0.014,0.1,470125
kidneychromophobe,19,0.704225352112676,L-LSPIN,0.22,0.0105,0.1,510123
kidneyclearcellrenalcarcinoma,156,0.6347601634760164,L-LSPIN,0.22,0.0105,0.1,510123
kidneypapillaryrenalcellcarcinoma,84,0.7619047619047619,L-LSPIN,0.22,0.0105,0.1,510123
kidneychromophobe,19,0.647887323943662,L-LSPIN,0.22,0.0105,0.1,510124
kidneyclearcellrenalcarcinoma,156,0.6220692622069263,L-LSPIN,0.22,0.0105,0.1,510124
kidneypapillaryrenalcellcarcinoma,84,0.7603686635944701,L-LSPIN,0.22,0.0105,0.1,510124
kidneychromophobe,19,0.676056338028169,L-LSPIN,0.22,0.0105,0.1,510125
kidneyclearcellrenalcarcinoma,156,0.705097870509787,L-LSPIN,0.22,0.0105,0.1,510125
kidneypapillaryrenalcellcarcinoma,84,0.7465437788018433,L-LSPIN,0.22,0.0105,0.1,510125
kidneychromophobe,19,0.6901408450704225,L-LSPIN,0.22,0.00875,0.1,550123
kidneyclearcellrenalcarcinoma,156,0.6582060658206066,L-LSPIN,0.22,0.00875,0.1,550123
kidneypapillaryrenalcellcarcinoma,84,0.8233486943164362,L-LSPIN,0.22,0.00875,0.1,550123
kidneychromophobe,19,0.7887323943661971,L-LSPIN,0.22,0.00875,0.1,550124
kidneyclearcellrenalcarcinoma,156,0.6893955689395569,L-LSPIN,0.22,0.00875,0.1,550124
kidneypapillaryrenalcellcarcinoma,84,0.7956989247311828,L-LSPIN,0.22,0.00875,0.1,550124
kidneychromophobe,19,0.7183098591549296,L-LSPIN,0.22,0.00875,0.1,550125
kidneyclearcellrenalcarcinoma,156,0.6863841686384169,L-LSPIN,0.22,0.00875,0.1,550125
kidneypapillaryrenalcellcarcinoma,84,0.7711213517665131,L-LSPIN,0.22,0.00875,0.1,550125
kidneychromophobe,19,0.6619718309859155,L-LSPIN,0.22,0.007,0.1,590123
kidneyclearcellrenalcarcinoma,156,0.6579909657990965,L-LSPIN,0.22,0.007,0.1,590123
kidneypapillaryrenalcellcarcinoma,84,0.6820276497695853,L-LSPIN,0.22,0.007,0.1,590123
kidneychromophobe,19,0.6267605633802817,L-LSPIN,0.22,0.007,0.1,590124
kidneyclearcellrenalcarcinoma,156,0.6446547644654764,L-LSPIN,0.22,0.007,0.1,590124
kidneypapillaryrenalcellcarcinoma,84,0.6758832565284179,L-LSPIN,0.22,0.007,0.1,590124
kidneychromophobe,19,0.6901408450704225,L-LSPIN,0.22,0.007,0.1,590125
kidneyclearcellrenalcarcinoma,156,0.7182189718218972,L-LSPIN,0.22,0.007,0.1,590125
kidneypapillaryrenalcellcarcinoma,84,0.7803379416282642,L-LSPIN,0.22,0.007,0.1,590125
kidneychromophobe,19,0.6901408450704225,L-LSPIN,0.2,0.021,0.1,630123
kidneyclearcellrenalcarcinoma,156,0.6969240696924069,L-LSPIN,0.2,0.021,0.1,630123
kidneypapillaryrenalcellcarcinoma,84,0.8033794162826421,L-LSPIN,0.2,0.021,0.1,630123
kidneychromophobe,19,0.7183098591549296,L-LSPIN,0.2,0.021,0.1,630124
kidneyclearcellrenalcarcinoma,156,0.6321789632178964,L-LSPIN,0.2,0.021,0.1,630124
kidneypapillaryrenalcellcarcinoma,84,0.7480798771121352,L-LSPIN,0.2,0.021,0.1,630124
kidneychromophobe,19,0.676056338028169,L-LSPIN,0.2,0.021,0.1,630125
kidneyclearcellrenalcarcinoma,156,0.6338997633899763,L-LSPIN,0.2,0.021,0.1,630125
kidneypapillaryrenalcellcarcinoma,84,0.8433179723502304,L-LSPIN,0.2,0.021,0.1,630125
kidneychromophobe,19,0.6338028169014085,L-LSPIN,0.2,0.014,0.1,670123
kidneyclearcellrenalcarcinoma,156,0.6448698644869865,L-LSPIN,0.2,0.014,0.1,670123
kidneypapillaryrenalcellcarcinoma,84,0.8018433179723502,L-LSPIN,0.2,0.014,0.1,670123
kidneychromophobe,19,0.8028169014084507,L-LSPIN,0.2,0.014,0.1,670124
kidneyclearcellrenalcarcinoma,156,0.6375564637556463,L-LSPIN,0.2,0.014,0.1,670124
kidneypapillaryrenalcellcarcinoma,84,0.7250384024577573,L-LSPIN,0.2,0.014,0.1,670124
kidneychromophobe,19,0.6056338028169014,L-LSPIN,0.2,0.014,0.1,670125
kidneyclearcellrenalcarcinoma,156,0.6855237685523768,L-LSPIN,0.2,0.014,0.1,670125
kidneypapillaryrenalcellcarcinoma,84,0.8003072196620584,L-LSPIN,0.2,0.014,0.1,670125
kidneychromophobe,19,0.8169014084507042,L-LSPIN,0.2,0.0105,0.1,710123
kidneyclearcellrenalcarcinoma,156,0.6655194665519466,L-LSPIN,0.2,0.0105,0.1,710123
kidneypapillaryrenalcellcarcinoma,84,0.7910906298003072,L-LSPIN,0.2,0.0105,0.1,710123
kidneychromophobe,19,0.704225352112676,L-LSPIN,0.2,0.0105,0.1,710124
kidneyclearcellrenalcarcinoma,156,0.700795870079587,L-LSPIN,0.2,0.0105,0.1,710124
kidneypapillaryrenalcellcarcinoma,84,0.8064516129032258,L-LSPIN,0.2,0.0105,0.1,710124
kidneychromophobe,19,0.7887323943661971,L-LSPIN,0.2,0.0105,0.1,710125
kidneyclearcellrenalcarcinoma,156,0.6382017638201763,L-LSPIN,0.2,0.0105,0.1,710125
kidneypapillaryrenalcellcarcinoma,84,0.8141321044546851,L-LSPIN,0.2,0.0105,0.1,710125
kidneychromophobe,19,0.6901408450704225,L-LSPIN,0.2,0.00875,0.1,750123
kidneyclearcellrenalcarcinoma,156,0.6532587653258766,L-LSPIN,0.2,0.00875,0.1,750123
kidneypapillaryrenalcellcarcinoma,84,0.8310291858678955,L-LSPIN,0.2,0.00875,0.1,750123
kidneychromophobe,19,0.7887323943661971,L-LSPIN,0.2,0.00875,0.1,750124
kidneyclearcellrenalcarcinoma,156,0.6571305657130566,L-LSPIN,0.2,0.00875,0.1,750124
kidneypapillaryrenalcellcarcinoma,84,0.7265745007680492,L-LSPIN,0.2,0.00875,0.1,750124
kidneychromophobe,19,0.6901408450704225,L-LSPIN,0.2,0.00875,0.1,750125
kidneyclearcellrenalcarcinoma,156,0.6330393633039363,L-LSPIN,0.2,0.00875,0.1,750125
kidneypapillaryrenalcellcarcinoma,84,0.783410138248848,L-LSPIN,0.2,0.00875,0.1,750125
kidneychromophobe,19,0.7605633802816901,L-LSPIN,0.2,0.007,0.1,790123
kidneyclearcellrenalcarcinoma,156,0.6334695633469564,L-LSPIN,0.2,0.007,0.1,790123
kidneypapillaryrenalcellcarcinoma,84,0.7419354838709677,L-LSPIN,0.2,0.007,0.1,790123
kidneychromophobe,19,0.6619718309859155,L-LSPIN,0.2,0.007,0.1,790124
kidneyclearcellrenalcarcinoma,156,0.6691761669176167,L-LSPIN,0.2,0.007,0.1,790124
kidneypapillaryrenalcellcarcinoma,84,0.8095238095238095,L-LSPIN,0.2,0.007,0.1,790124
kidneychromophobe,19,0.7605633802816901,L-LSPIN,0.2,0.007,0.1,790125
kidneyclearcellrenalcarcinoma,156,0.6588513658851366,L-LSPIN,0.2,0.007,0.1,790125
kidneypapillaryrenalcellcarcinoma,84,0.7542242703533026,L-LSPIN,0.2,0.007,0.1,790125
kidneychromophobe,19,0.7183098591549296,Concrete,0.15,0.004,0.1,830123
kidneyclearcellrenalcarcinoma,156,0.6472359647235965,Concrete,0.15,0.004,0.1,830123
kidneypapillaryrenalcellcarcinoma,84,0.7296466973886329,Concrete,0.15,0.004,0.1,830123
kidneychromophobe,19,0.704225352112676,Concrete,0.15,0.004,0.1,830124
kidneyclearcellrenalcarcinoma,156,0.692191869219187,Concrete,0.15,0.004,0.1,830124
kidneypapillaryrenalcellcarcinoma,84,0.6943164362519201,Concrete,0.15,0.004,0.1,830124
kidneychromophobe,19,0.6619718309859155,Concrete,0.15,0.004,0.1,830125
kidneyclearcellrenalcarcinoma,156,0.6659496665949667,Concrete,0.15,0.004,0.1,830125
kidneypapillaryrenalcellcarcinoma,84,0.7204301075268817,Concrete,0.15,0.004,0.1,830125
kidneychromophobe,19,0.6619718309859155,Concrete,0.15,0.003,0.1,870123
kidneyclearcellrenalcarcinoma,156,0.6773499677349968,Concrete,0.15,0.003,0.1,870123
kidneypapillaryrenalcellcarcinoma,84,0.7250384024577573,Concrete,0.15,0.003,0.1,870123
kidneychromophobe,19,0.676056338028169,Concrete,0.15,0.003,0.1,870124
kidneyclearcellrenalcarcinoma,156,0.6665949666594967,Concrete,0.15,0.003,0.1,870124
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,Concrete,0.15,0.003,0.1,870124
kidneychromophobe,19,0.6619718309859155,Concrete,0.15,0.003,0.1,870125
kidneyclearcellrenalcarcinoma,156,0.6440094644009464,Concrete,0.15,0.003,0.1,870125
kidneypapillaryrenalcellcarcinoma,84,0.7849462365591398,Concrete,0.15,0.003,0.1,870125
kidneychromophobe,19,0.647887323943662,Concrete,0.15,0.0025,0.1,910123
kidneyclearcellrenalcarcinoma,156,0.6659496665949667,Concrete,0.15,0.0025,0.1,910123
kidneypapillaryrenalcellcarcinoma,84,0.7204301075268817,Concrete,0.15,0.0025,0.1,910123
kidneychromophobe,19,0.6619718309859155,Concrete,0.15,0.0025,0.1,910124
kidneyclearcellrenalcarcinoma,156,0.6721875672187567,Concrete,0.15,0.0025,0.1,910124
kidneypapillaryrenalcellcarcinoma,84,0.7680491551459293,Concrete,0.15,0.0025,0.1,910124
kidneychromophobe,19,0.5211267605633803,Concrete,0.15,0.0025,0.1,910125
kidneyclearcellrenalcarcinoma,156,0.6616476661647667,Concrete,0.15,0.0025,0.1,910125
kidneypapillaryrenalcellcarcinoma,84,0.7480798771121352,Concrete,0.15,0.0025,0.1,910125
