model,noise_k,mean,std,count,delta_from_k0
Concrete_smooth,0,0.590109493897553,0.06381869283083863,3,0.0
Concrete_smooth,200,0.5980513532421993,0.07509254430495739,3,0.007941859344646307
Concrete_smooth,1000,0.5957951436981146,0.052516158807517595,3,0.005685649800561632
LSPIN_smooth,0,0.5942579587775546,0.06436924765530093,3,0.0
LSPIN_smooth,200,0.6020853736267252,0.020233277139945608,3,0.0078274148491706
LSPIN_smooth,1000,0.6020943582505055,0.06560004462493378,3,0.007836399472950895
dense_mlp,0,0.6277502096545907,0.04308130616803479,3,0.0
dense_mlp,200,0.5893873115578828,0.012233809617274412,3,-0.0383628980967079
dense_mlp,1000,0.648745500636957,0.012906008584723074,3,0.0209952909823663
