dataset,method,n_bootstrap,n_genes,mean_k_selected,stability_index,ci_low,ci_high
brca,Concrete_smooth,15,24000,596.0666666666667,0.00505602585028897,0.03405631846386211,0.12973962264723418
brca,coxnet_l1ratio0.9_matched_k596,15,24000,326.4,0.16088613736924873,0.1839617462328444,0.26567910550822205
brca,random_matched_k,15,24000,596.0666666666667,0.0005830052168843691,0.029276711942164163,0.12686100281633186
