family,selection,n_genes,n_fold_reps,fraction_gt_random_median,binomial_p_gt_random_median_vs_0p5,fraction_gt_random_p90,binomial_p_gt_random_p90_vs_0p1,median_target_minus_random_median,mean_target_minus_random_median,wilcoxon_p_delta_gt_zero,median_target_abs_neglog10_p,median_random_median_abs_neglog10_p
Concrete,nosmooth_lamx3,1653,6,0.5529340592861464,9.2010387113268e-06,0.14458560193587416,6.78419109057266e-09,0.07632538404870037,0.5025444552767475,5.4451808864578985e-30,0.6608968179955574,0.5631641033674064
Concrete,smooth_lamx3_smooth0p05,1187,6,0.586352148272957,1.4652519149717022e-09,0.14574557708508845,4.2679004109640094e-07,0.15227418385430647,0.605889263546468,9.801621500193468e-29,0.7697802129532052,0.634086801187195
L-Concrete,nosmooth_lamx3,572,6,0.5996503496503497,1.0704054011432493e-06,0.19405594405594406,1.0625431629892565e-11,0.18024470626823486,0.7704533421059181,1.8873908698610008e-19,0.7182002209882516,0.5646542596854222
L-Concrete,smooth_lamx3_smooth0p025,352,6,0.6590909090909091,1.2175833275031578e-09,0.2471590909090909,1.6851009772235979e-15,0.45930593964144495,1.1637714472038314,3.4893283596242854e-23,1.0423825052308389,0.5847115586906501
L-LSPIN,nosmooth_lamx3,1122,6,0.553475935828877,0.00018847742020555247,0.13279857397504458,0.0002579907995891738,0.12606502985731788,0.6242739943720559,7.843370168010452e-21,0.8253813030848957,0.7533739215580384
L-LSPIN,smooth_lamx3_smooth0p1,1730,6,0.5335260115606937,0.0028395438628381125,0.13988439306358383,8.798974037286568e-08,0.07979500680982399,0.5981436140926489,2.5306018599855715e-23,0.901855854324942,0.8329634216816297
LSPIN,nosmooth_lamx3,2350,6,0.5208510638297872,0.022687011629247335,0.12468085106382978,6.339762306684209e-05,0.040809476383580845,0.47569771820655776,1.2049076499272431e-24,0.7170822597991757,0.6987871893089292
LSPIN,smooth_lamx3_smooth0p1,3000,6,0.5076666666666667,0.2056590103580836,0.11,0.03768788494552555,0.029370595243404574,0.467303577983679,7.405067054238175e-25,0.8683464386478039,0.8469760921355924
