per_patient_stability_median,per_patient_stability_iqr_low,per_patient_stability_iqr_high,per_patient_null_stability_median,per_patient_median_k,aggregate_stability,aggregate_mean_k,mean_test_cindex,n_bootstrap,dataset,gate_family,selection,lambda_multiplier,sigma_multiplier
0.02109816452134594,0.019568493600935877,0.022058377831449733,-0.00032794778998357366,307.5,0.023349722011331786,623.3333333333334,0.7064277436034591,6,kipan,Concrete,smooth,1.0,1.0
0.02367633433410382,0.017668645069494227,0.02511531162815292,-5.647482733783793e-05,291.5,0.03334648491727643,618.8333333333334,0.7108852634394224,6,kipan,Concrete,smooth,1.0,0.5
0.00954109860396446,0.008518305393944603,0.01093467177100238,-0.0010407517309853898,122.25,0.01619264093420958,281.3333333333333,0.7192208255326736,6,kipan,Concrete,smooth,2.0,1.0
0.014084534373934476,0.012061102671067081,0.015398491566545297,-0.0004563723536173958,137.25,0.014602113726973731,280.3333333333333,0.7107738254435233,6,kipan,Concrete,smooth,2.0,0.5
0.007001377173180223,0.005553292152804423,0.008660776954841437,1.8486509060333667e-05,80.5,0.013049178192921618,183.5,0.7001872158331105,6,kipan,Concrete,smooth,4.0,1.0
0.005252053238081311,0.003696466920473651,0.007084563040300612,-0.00029002161893310063,77.5,0.008152975172495358,165.33333333333334,0.720513506285103,6,kipan,Concrete,smooth,4.0,0.5
