frac_gates_near_0.5,gate_prob_mean,gate_prob_p10,gate_prob_p50,gate_prob_p90,reference_fit_test_cindex
0.005854938271604939,0.04228409752249718,5.374083045239786e-08,4.6234079491114244e-05,0.018984291702508926,0.7152982080770259
