frac_gates_near_0.5,gate_prob_mean,gate_prob_p10,gate_prob_p50,gate_prob_p90,reference_fit_test_cindex
0.00016682754182754182,0.016116274520754814,0.0,0.0,0.0,0.5662720184810858
