model_family,gate_type,predictor,gate_sigma,temperature,lambda_sparse,lambda_sample_smooth,seed,run_id,test_cindex,best_val_cindex,best_epoch,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
Concrete,concrete,mlp,0.15,0.5,0.00275,0.0,1000125,2,0.641932841932842,0.8963815789473685,25,175.50804138183594,0.9488312541375776,6728.0,764.0,1882.8269654076744
Concrete,concrete,mlp,0.15,0.5,0.00275,0.0,1000126,3,0.6327600327600328,0.8733552631578947,11,200.81028747558597,0.9471150568884934,7239.0,964.0,2424.158759187051
Concrete,concrete,mlp,0.15,0.5,0.00275,0.0,1000127,4,0.5977067977067977,0.8453947368421053,12,200.4276580810547,0.9529950412117826,7820.0,819.0,2122.2492284814984
Concrete,concrete,mlp,0.15,0.5,0.0033,0.0,1010123,0,0.5608517608517608,0.8519736842105263,11,193.84243774414065,0.9451418762610748,8243.0,786.0,2362.8761562247128
Concrete,concrete,mlp,0.15,0.5,0.0033,0.0,1010124,1,0.6352170352170352,0.8569078947368421,13,193.66558837890625,0.9516699448850758,7485.0,891.0,2258.808352251238
Concrete,concrete,mlp,0.15,0.5,0.0033,0.0,1010125,2,0.6452088452088452,0.8289473684210527,9,158.88424682617188,0.9432301850697627,6998.0,722.0,2174.582297307076
Concrete,concrete,mlp,0.15,0.5,0.0033,0.0,1010126,3,0.6640458640458641,0.8256578947368421,12,165.06109619140625,0.9453962572211716,6775.0,705.0,1955.6475329814511
Concrete,concrete,mlp,0.15,0.5,0.0033,0.0,1010127,4,0.593939393939394,0.8733552631578947,10,174.63987731933594,0.9526148006087783,7121.0,881.0,2401.3586942024813
Concrete,concrete,mlp,0.15,0.5,0.0044,0.0,1020123,0,0.6039312039312039,0.8388157894736842,14,93.40836334228516,0.9243950204083402,5491.0,408.0,1620.1031204993603
Concrete,concrete,mlp,0.15,0.5,0.0044,0.0,1020124,1,0.5924651924651925,0.8322368421052632,11,90.14469146728516,0.9153798918111464,4845.0,399.0,1537.6804153341775
Concrete,concrete,mlp,0.15,0.5,0.0044,0.0,1020125,2,0.6257166257166257,0.8634868421052632,11,106.92926025390624,0.9148214676187952,6090.0,416.0,1720.2512473264046
Concrete,concrete,mlp,0.15,0.5,0.0044,0.0,1020126,3,0.6262080262080262,0.8421052631578947,16,103.6623764038086,0.9289112875711688,5285.0,480.0,1664.8291043015831
Concrete,concrete,mlp,0.15,0.5,0.0044,0.0,1020127,4,0.6104832104832105,0.8453947368421053,19,103.66559600830078,0.938605076112718,5716.0,487.0,1896.100218590806
Concrete,concrete,mlp,0.15,0.5,0.0055,0.0,1030123,0,0.5570843570843571,0.8963815789473685,11,100.40514373779295,0.9271619895818164,5433.0,424.0,1586.2356536427706
Concrete,concrete,mlp,0.15,0.5,0.0055,0.0,1030124,1,0.58001638001638,0.8914473684210527,16,71.81350708007812,0.912025013904737,4222.0,294.0,1167.6572461361968
Concrete,concrete,mlp,0.15,0.5,0.0055,0.0,1030125,2,0.5759213759213759,0.84375,11,102.16398620605467,0.9075086268327892,7007.0,293.0,1884.600361156899
Concrete,concrete,mlp,0.15,0.5,0.0055,0.0,1030126,3,0.5723177723177724,0.868421052631579,10,90.5626983642578,0.906098952780798,6955.0,304.0,2159.049632943739
Concrete,concrete,mlp,0.15,0.5,0.0055,0.0,1030127,4,0.6311220311220311,0.8766447368421053,22,95.08038330078124,0.9363533060557429,5167.0,462.0,1665.3018239887388
Concrete,concrete,mlp,0.15,0.5,0.0066,0.0,1040123,0,0.5593775593775594,0.8453947368421053,13,51.990352630615234,0.8438963511502066,3731.0,198.0,1101.6521197428983
