model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,mlp,0.00525,0.2,0,1,0.6638975057473269,0.6609060406615982
LSPIN,lspin_tf,mlp,0.00525,0.2,0,2,0.4941017187955794,0.573733733265162
LSPIN,lspin_tf,mlp,0.00525,0.2,0,3,0.5486730252068095,0.6299886781442794
LSPIN,lspin_tf,mlp,0.00525,0.2,0,4,0.4500051890732893,0.4983333910669896
LSPIN,lspin_tf,mlp,0.00525,0.2,1,2,0.5739290115242744,0.6411243857225267
LSPIN,lspin_tf,mlp,0.00525,0.2,1,3,0.6775618978268504,0.7002189634639541
LSPIN,lspin_tf,mlp,0.00525,0.2,1,4,0.525813463656608,0.5902110792322496
LSPIN,lspin_tf,mlp,0.00525,0.2,2,3,0.6963537201096698,0.6453293414835923
LSPIN,lspin_tf,mlp,0.00525,0.2,2,4,0.756293318900971,0.6824101944647096
LSPIN,lspin_tf,mlp,0.00525,0.2,3,4,0.6660742223624994,0.6151265253623198
LSPIN,lspin_tf,mlp,0.007,0.2,0,1,0.7139298553252803,0.6466692441715313
LSPIN,lspin_tf,mlp,0.007,0.2,0,2,0.5969331283063731,0.5740099016266761
LSPIN,lspin_tf,mlp,0.007,0.2,0,3,0.570023543066581,0.5266343147450441
LSPIN,lspin_tf,mlp,0.007,0.2,0,4,0.6147074909379969,0.5774553874539021
LSPIN,lspin_tf,mlp,0.007,0.2,1,2,0.5413886532604035,0.5383850558031438
LSPIN,lspin_tf,mlp,0.007,0.2,1,3,0.6714663242149305,0.6235571041429109
LSPIN,lspin_tf,mlp,0.007,0.2,1,4,0.6055192853058425,0.5361695839665893
LSPIN,lspin_tf,mlp,0.007,0.2,2,3,0.4538518347493619,0.4781667221596027
LSPIN,lspin_tf,mlp,0.007,0.2,2,4,0.5129607381931275,0.5186238862058438
LSPIN,lspin_tf,mlp,0.007,0.2,3,4,0.6610304754901383,0.5841870061958343
LSPIN,lspin_tf,mlp,0.00875,0.2,0,1,0.5572987587745514,0.5472196743666042
LSPIN,lspin_tf,mlp,0.00875,0.2,0,2,0.7289491595356812,0.7043799840733072
LSPIN,lspin_tf,mlp,0.00875,0.2,0,3,0.613296693391433,0.5069374851213254
LSPIN,lspin_tf,mlp,0.00875,0.2,0,4,0.8262798257772411,0.7951899622656489
LSPIN,lspin_tf,mlp,0.00875,0.2,1,2,0.4595633194900399,0.5059892594858316
LSPIN,lspin_tf,mlp,0.00875,0.2,1,3,0.6058256623130412,0.5726696047740925
LSPIN,lspin_tf,mlp,0.00875,0.2,1,4,0.48421222877269,0.5191068709292913
LSPIN,lspin_tf,mlp,0.00875,0.2,2,3,0.6008572876298075,0.5330612009184519
LSPIN,lspin_tf,mlp,0.00875,0.2,2,4,0.6866195946949814,0.6390447706791986
LSPIN,lspin_tf,mlp,0.00875,0.2,3,4,0.5427511952808322,0.4773681071557677
LSPIN,lspin_tf,mlp,0.0105,0.2,0,1,0.4261321153888367,0.4013521000972788
LSPIN,lspin_tf,mlp,0.0105,0.2,0,2,0.6574987499774239,0.5951676684929769
LSPIN,lspin_tf,mlp,0.0105,0.2,0,3,0.735607261882172,0.6375769903650002
LSPIN,lspin_tf,mlp,0.0105,0.2,0,4,0.4975100903606406,0.475499818358513
LSPIN,lspin_tf,mlp,0.0105,0.2,1,2,0.551071241103788,0.5165930458232866
LSPIN,lspin_tf,mlp,0.0105,0.2,1,3,0.490880310847041,0.5043497111754704
LSPIN,lspin_tf,mlp,0.0105,0.2,1,4,0.6140906937918676,0.5514565969745273
LSPIN,lspin_tf,mlp,0.0105,0.2,2,3,0.7121030373310986,0.6609353269927248
LSPIN,lspin_tf,mlp,0.0105,0.2,2,4,0.6330977040733428,0.5720474978444714
LSPIN,lspin_tf,mlp,0.0105,0.2,3,4,0.6341289430054956,0.6144270474422675
LSPIN,lspin_tf,mlp,0.014,0.2,0,1,0.4655875707292226,0.4785219724803198
LSPIN,lspin_tf,mlp,0.014,0.2,0,2,0.6299665966136039,0.6081205046437127
LSPIN,lspin_tf,mlp,0.014,0.2,0,3,0.5799287639397265,0.5508510515249423
LSPIN,lspin_tf,mlp,0.014,0.2,0,4,0.5144189868892465,0.4849765019348763
LSPIN,lspin_tf,mlp,0.014,0.2,1,2,0.528713158682647,0.5769728813773667
LSPIN,lspin_tf,mlp,0.014,0.2,1,3,0.557225820287906,0.5643815382630669
LSPIN,lspin_tf,mlp,0.014,0.2,1,4,0.6356871144140617,0.6401799851122374
LSPIN,lspin_tf,mlp,0.014,0.2,2,3,0.8356257602422171,0.7654497340033309
LSPIN,lspin_tf,mlp,0.014,0.2,2,4,0.6529479941974138,0.6064284018106204
LSPIN,lspin_tf,mlp,0.014,0.2,3,4,0.6695855303178911,0.6383574430717213
LSPIN,lspin_tf,mlp,0.021,0.2,0,1,0.6872810090958675,0.647235694138708
LSPIN,lspin_tf,mlp,0.021,0.2,0,2,0.7365825866077502,0.6706519663360296
